RCFA2170,RCFA3128,RCFA3792,RCFA5310,RCFA5311,RCFA7204,RCFA7205,RCFA7206,RCFA8274,RCFAA223,RCFAA224,RCFAB530,RCFAB596,RCFAH015,RCFAH036,RCFAH311,RCFAH313,RCFAH314,RCFAJJ30,RCFAJJ31,RCFAJJ32,RCFAKW00,RCFAKW03,RCFAKX77,RCFAKX78,RCFAKX79,RCFAKX80,RCFAKX81,RCFAKX82,RCFAKX83,RCFALB58,RCFALB59,RCFALB60,RCFALB61,RCFAP742,RCFAP793,RCFAP839,RCFAP840,RCFAP841,RCFAP842,RCFAP843,RCFAP844,RCFAP846,RCFAP847,RCFAP848,RCFAP849,RCFAP850,RCFAP852,RCFAP857,RCFAP858,RCFAP859,RCFAP860,RCFAP861,RCFAP862,RCFAP863,RCFAP864,RCFAP865,RCFAP866,RCFAP867,RCFAP868,RCFAP870,RCFAP872,RCFAP875,RCFAQ258,RCFAS540,RCFW3792,RCFW5310,RCFW5311,RCFW7205,RCFW7206,RCFWA223,RCFWH312,RCFWP793,RCFWP851,RCFWP852,RCFWP853,RCFWP854,RCFWP855,RCFWP856,RCFWP857,RCFWP858,RCFWP859,RCFWP870,RCOA2170,RCOA3128,RCOA3792,RCOA5310,RCOA5311,RCOA7204,RCOA7205,RCOA7206,RCOA8274,RCOAA223,RCOAA224,RCOAB530,RCOAB596,RCOAH311,RCOAH313,RCOAH314,RCOAJJ29,RCOAJJ30,RCOAJJ31,RCOAJJ32,RCOAKW00,RCOAKX77,RCOAKX78,RCOAKX79,RCOAKX80,RCOAKX81,RCOAKX82,RCOAKX83,RCOALB58,RCOALB59,RCOALB60,RCOALB61,RCOALE74,RCOANC99,RCOAP742,RCOAP793,RCOAP838,RCOAP839,RCOAP840,RCOAP841,RCOAP842,RCOAP843,RCOAP844,RCOAP846,RCOAP847,RCOAP848,RCOAP849,RCOAP850,RCOAP852,RCOAP857,RCOAP858,RCOAP859,RCOAP860,RCOAP861,RCOAP862,RCOAP863,RCOAP864,RCOAP865,RCOAP866,RCOAP867,RCOAP868,RCOAP870,RCOAP872,RCOAP875,RCOAQ258,RCOAS540,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20369,548,548,22.7691%,46.9126%,45.6505%,19821,43419,87052,1262,0,38.9126%,,,,,,,,,,,,,,,,,,,,,4700,45.6505%,1,0,21083,0,0,0,1262,0,0,0,,0,19821,0,0,19821,0,0,0,0,0,0,0,0,0,548,0,0,0,,37,2016-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5288,185,185,12.5000%,21.2942%,20.5493%,5103,24833,40824,267,0,13.2942%,,,,,,,,,,,,,,,,,,,,,240,20.5493%,1,0,5370,0,0,0,267,0,0,0,,0,5103,0,0,5103,0,0,0,0,0,0,0,0,0,185,0,0,0,,242,2016-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28976,935,935,14.3580%,24.7631%,23.9640%,28041,117013,195299,129,0,16.7631%,,,,,,,,,,,,,,,,,,,,,1,23.9640%,1,0,28170,0,0,0,129,0,0,0,,0,28041,0,0,28041,0,0,0,0,0,0,0,0,0,935,0,0,0,,279,2016-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032,51,51,10.3799%,26.2262%,24.9301%,981,3935,9451,29,0,18.2262%,,,,,,,,,,,,,,,,,,,,,525,24.9301%,1,0,1020,0,0,3,34,0,0,0,,0,983,2,2,981,0,0,0,0,2,0,0,0,0,51,0,5,0,,354,2016-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5329,483,483,10.9961%,13.7939%,12.5437%,4846,38633,44070,1,0,5.7939%,,,,,,,,,,,,,,,,,,,,,4000,12.5437%,1,0,4847,0,0,0,1,0,0,0,,0,4846,0,0,4846,0,0,0,0,0,0,0,0,0,483,0,0,0,,457,2016-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40715,3547,3547,8.6722%,14.3738%,13.1216%,37168,283259,428588,-1752,0,6.3738%,,,,,,,,,,,,,,,,,,,,,17133,13.1138%,1,0,36388,994,0,0,1124,0,-2876,0,,0,37146,0,0,37146,0,0,22,22,0,22,0,0,0,3547,0,994,0,,505,2016-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20679,2162,2162,8.5715%,11.9818%,10.7291%,18517,172587,216031,476,0,3.9818%,,,,,,,,,,,,,,,,,,,,,6500,10.7291%,1,0,18993,0,0,0,476,0,0,0,,0,18517,0,0,18517,0,0,0,0,0,0,0,0,0,2162,0,0,0,,1155,2016-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24570,1192,1192,15.0561%,22.5850%,21.4893%,23378,108789,155273,33,0,14.5850%,,,,,,,,,,,,,,,,,,,,,770,21.4893%,1,0,23411,0,0,0,33,0,0,0,,0,23378,0,0,23378,0,0,0,0,0,0,0,0,0,1192,0,0,0,,1351,2016-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81572,3333,3343,8.4711%,27.9043%,26.7607%,78229,292328,923486,4302,0,19.9043%,,,,,,,,,,,,,,,,,,,,,2214,26.7607%,1,0,82531,0,0,0,4302,0,0,0,,0,78229,0,0,78229,0,0,0,0,0,0,0,0,0,3343,0,0,0,,1454,2016-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11886,678,678,14.7765%,21.9036%,20.6542%,11208,54265,75850,128,0,13.9036%,,,,,,,,,,,,,,,,,,,,,9824,20.6542%,1,0,11571,70,165,0,128,0,0,0,,0,11208,0,0,11208,0,0,0,0,0,0,0,0,0,678,0,235,0,,1557,2016-06-30
