RCFA2170,RCFA3128,RCFA3792,RCFA5310,RCFA5311,RCFA7204,RCFA7205,RCFA7206,RCFA8274,RCFAA223,RCFAA224,RCFAB530,RCFAB596,RCFAH015,RCFAH036,RCFAH311,RCFAH313,RCFAH314,RCFAJJ30,RCFAJJ31,RCFAJJ32,RCFAKW00,RCFAKW03,RCFAKX77,RCFAKX78,RCFAKX79,RCFAKX80,RCFAKX81,RCFAKX82,RCFAKX83,RCFALB58,RCFALB59,RCFALB60,RCFALB61,RCFAP742,RCFAP793,RCFAP839,RCFAP840,RCFAP841,RCFAP842,RCFAP843,RCFAP844,RCFAP846,RCFAP847,RCFAP848,RCFAP849,RCFAP850,RCFAP852,RCFAP857,RCFAP858,RCFAP859,RCFAP860,RCFAP861,RCFAP862,RCFAP863,RCFAP864,RCFAP865,RCFAP866,RCFAP867,RCFAP868,RCFAP870,RCFAP872,RCFAP875,RCFAQ258,RCFAS540,RCFW3792,RCFW5310,RCFW5311,RCFW7205,RCFW7206,RCFWA223,RCFWH312,RCFWP793,RCFWP851,RCFWP852,RCFWP853,RCFWP854,RCFWP855,RCFWP856,RCFWP857,RCFWP858,RCFWP859,RCFWP870,RCOA2170,RCOA3128,RCOA3792,RCOA5310,RCOA5311,RCOA7204,RCOA7205,RCOA7206,RCOA8274,RCOAA223,RCOAA224,RCOAB530,RCOAB596,RCOAH311,RCOAH313,RCOAH314,RCOAJJ29,RCOAJJ30,RCOAJJ31,RCOAJJ32,RCOAKW00,RCOAKX77,RCOAKX78,RCOAKX79,RCOAKX80,RCOAKX81,RCOAKX82,RCOAKX83,RCOALB58,RCOALB59,RCOALB60,RCOALB61,RCOALE74,RCOANC99,RCOAP742,RCOAP793,RCOAP838,RCOAP839,RCOAP840,RCOAP841,RCOAP842,RCOAP843,RCOAP844,RCOAP846,RCOAP847,RCOAP848,RCOAP849,RCOAP850,RCOAP852,RCOAP857,RCOAP858,RCOAP859,RCOAP860,RCOAP861,RCOAP862,RCOAP863,RCOAP864,RCOAP865,RCOAP866,RCOAP867,RCOAP868,RCOAP870,RCOAP872,RCOAP875,RCOAQ258,RCOAS540,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20326,558,558,22.68%,45.99%,44.73%,19768,44196,87142,516,0,,,,,,,,,,,,,,,,,,,,,,4700,44.73%,1,0,19818,0,0,0,50,0,0,0,,0,19768,0,0,19768,0,0,0,0,0,0,0,0,0,558,0,0,0,,37,2015-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5249,197,197,12.29%,21.30%,20.50%,5052,24642,41114,192,0,,,,,,,,,,,,,,,,,,,,,,240,20.50%,1,0,5244,0,0,0,192,0,0,0,,0,5052,0,0,5052,0,0,0,0,0,0,0,0,0,197,0,0,0,,242,2015-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28124,864,864,13.81%,24.12%,23.38%,27260,116601,197324,155,0,,,,,,,,,,,,,,,,,,,,,,1,23.38%,1,0,27415,0,0,0,155,0,0,0,,0,27260,0,0,27260,0,0,0,0,0,0,0,0,0,864,0,0,0,,279,2015-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1062,46,46,10.24%,30.20%,28.90%,1016,3516,9926,-19,0,,,,,,,,,,,,,,,,,,,,,,525,28.90%,1,0,997,0,0,1,-22,0,0,0,,0,1018,2,2,1016,0,0,0,0,2,0,0,0,0,46,0,3,0,,354,2015-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4883,491,491,9.93%,12.14%,10.91%,4392,40239,44249,3,0,,,,,,,,,,,,,,,,,,,,,,4000,10.91%,1,0,4395,0,0,0,3,0,0,0,,0,4392,0,0,4392,0,0,0,0,0,0,0,0,0,491,0,0,0,,457,2015-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39449,3361,3361,9.27%,14.73%,13.47%,36088,267901,389339,-1981,0,,,,,,,,,,,,,,,,,,,,,,17133,13.46%,1,0,35068,994,0,0,1044,0,-3025,0,,0,36055,0,0,36055,0,0,33,33,0,33,0,0,0,3361,0,994,0,,505,2015-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21036,2106,2106,8.86%,12.50%,11.25%,18930,168239,213724,281,0,,,,,,,,,,,,,,,,,,,,,,6500,11.25%,1,0,19211,0,0,0,281,0,0,0,,0,18930,0,0,18930,0,0,0,0,0,0,0,0,0,2106,0,0,0,,1155,2015-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26018,1296,1296,15.81%,24.69%,23.46%,24722,105383,156340,3,0,,,,,,,,,,,,,,,,,,,,,,770,23.46%,1,0,24725,0,0,0,3,0,0,0,,0,24722,0,0,24722,0,0,0,0,0,0,0,0,0,1296,0,0,0,,1351,2015-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76315,2897,2905,9.23%,26.41%,25.41%,73410,288914,795022,2210,0,,,,,,,,,,,,,,,,,,,,,,2214,25.41%,1,0,75620,0,0,0,2210,0,0,0,,0,73410,0,0,73410,0,0,0,0,0,0,0,0,0,2905,0,0,0,,1454,2015-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11871,635,635,14.59%,20.42%,19.33%,11236,58126,76999,0,0,,,,,,,,,,,,,,,,,,,,,,9824,19.33%,1,0,11428,70,122,0,0,0,0,0,,0,11236,0,0,11236,0,0,0,0,0,0,0,0,0,635,0,192,0,,1557,2015-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47272,1317,1317,17.57%,45.54%,44.28%,45955,103793,261601,335,0,,,,,,,,,,,,,,,,,,,,,,1600,44.28%,1,0,46302,0,12,0,335,0,0,0,,0,45955,0,0,45955,0,0,0,0,0,0,0,0,0,1317,0,12,0,,1669,2015-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41873,3660,3777,9.60%,14.28%,12.99%,38096,293210,396814,1402,0,,,,,,,,,,,,,,,,,,,,,,3490,12.99%,1,0,47642,8144,0,0,1402,0,0,0,,0,38096,0,0,38096,0,0,0,0,0,0,0,0,0,3777,0,8144,0,,1829,2015-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16981,761,761,12.91%,28.01%,26.75%,16220,60626,125658,-230,0,,,,,,,,,,,,,,,,,,,,,,14782,26.75%,1,0,16088,98,0,0,-230,0,0,0,,0,16220,0,0,16220,0,0,0,0,0,0,0,0,0,761,0,98,0,,1856,2015-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23689,1867,1867,10.98%,16.09%,14.82%,21822,147211,198812,159,0,,,,,,,,,,,,,,,,,,,,,,4750,14.82%,1,0,22517,0,0,214,159,0,0,0,,0,22144,322,322,21822,0,0,0,0,322,0,0,0,0,1867,0,536,0,,2040,2015-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16514,745,745,11.86%,22.25%,21.25%,15769,74219,132947,479,0,,,,,,,,,,,,,,,,,,,,,,2356,21.25%,1,0,16248,0,0,0,479,0,0,0,,0,15769,0,0,15769,0,0,0,0,0,0,0,0,0,745,0,0,0,,2161,2015-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485354,30394,30394,13.74%,16.76%,15.71%,454960,2895110,3311595,-4257,0,,,,,,,,,,,,,,,,,,,,,,28451,15.71%,1,0,450704,0,0,0,1419,-4391,-1284,0,,0,454960,0,0,454960,0,0,0,0,0,0,0,0,0,30394,0,0,0,,2376,2015-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1184,93,93,8.10%,12.05%,11.11%,1091,9823,13463,-37,0,,,,,,,,,,,,,,,,,,,,,,1075,11.11%,1,0,1343,289,0,0,-37,0,0,0,,0,1091,0,0,1091,0,0,0,0,0,0,0,0,0,93,0,289,0,,2554,2015-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86139,3767,3767,14.05%,22.68%,21.69%,82372,379773,586366,315,0,,,,,,,,,,,,,,,,,,,,,,5789,21.69%,1,0,83132,0,445,0,315,0,0,0,,0,82372,0,0,82372,0,0,0,0,0,0,0,0,0,3767,0,445,0,,2732,2015-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6994,568,568,10.89%,15.43%,14.18%,6426,45316,59015,-44,0,,,,,,,,,,,,,,,,,,,,,,5321,14.18%,1,0,6443,0,0,0,-44,0,0,0,,0,6426,0,0,6426,0,0,0,0,0,0,0,0,0,568,0,0,0,,2750,2015-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100795,3116,3133,9.21%,18.20%,17.63%,97662,553919,1060877,-466,0,,,,,,,,,,,,,,,,,,,,,,59932,17.63%,1,0,102013,4630,186,0,-315,0,-153,0,,0,97662,0,0,97662,0,0,0,0,0,0,0,0,0,3133,0,4816,0,,3177,2015-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24692,1371,1371,12.97%,22.83%,21.56%,23321,108174,179803,605,0,,,,,,,,,,,,,,,,,,,,,,500,21.56%,1,0,23926,0,0,0,605,0,0,0,,0,23321,0,0,23321,0,0,0,0,0,0,0,0,0,1371,0,0,0,,3252,2015-09-30
