"IDRSSD"	RCFDF236	RCFDF237	RCFDF238	RCFDF239	RCFNF234	RCFNF235	RCON0030	RCON0031	RCON0032	RCON2211	RCON2229	RCON2314	RCON2315	RCON2351	RCON2383	RCON3510	RCON3512	RCON3514	RCON3520	RCON5514	RCON5515	RCON5516	RCON5517	RCON5597	RCON8432	RCON8785	RCONA181	RCONA182	RCONA527	RCONA528	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONF238	RCONF239	TEXTA545	
1351							0	4	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5316		554	1	36412		52189	235						
1454							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	16207		0	0	195900		170767	521						
1557							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1894		0	0	18997		7536	38						
1632							0	0	0	0		0	0	0		0	0	0	0	0		12	0		0	0	0	0	0	0	0	21251		5309	13	275290		226851	852						
1669							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	10655		0	0	111378		61288	214						
1829							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	19451		4609	9	192256		88676	386						
1856							9	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3		0	0	25096		39367	38						
2040																															0	9243		251	1	60092		66800	167	137216	0				
2161							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6872		0	0	47475		38621	179						
2376							0	0	0	4		0	0	103109		0	0	0	0	63		0	0	57000	0	0	0	0	0	0	0	46731		0	0	510377		157414	1003						
2451							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	512		0	0	12344		11993	33						
2554							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	0		0	0	3801		2922	16						
2732																															0	9197		530	2	143180		285059	614	440998	0				
2750																															0	1796		0	0	25697		11184	62	38816	0				
2938							0	0	0	0		0	0	0		0	0	0	0	0		80	0		0	0	0	0	0	0	0	6054		598	2	98540		215522	484						
3252							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5140		0	0	37113		43207	115						
3458							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	449		0	0	11566		8584	41						
3720							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4251		316	1	91228		43714	213						
3953							0	67	1	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	351		0	0	51104		41648	214						
4138							0	12	0	0		0	0	0		0	1	1	0	0		0	0		0	0	0	0	0	0	0	9814		520	2	107768		53122	266						
4156							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5811		257	1	75942		46201	138						
4231							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	11158		2498	6	47612		49153	221						
4437							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7262		257	1	108059		71379	304						
4839							0	0	0	0		0	0	0		0	0	0	0	0		86	0		0	0	0	0	0	0	0	11717		2318	2	109609		93676	348						
5005							0	0	0	106		0	0	360		0	0	0	0	0		0	0		0	0	0	0	0	0	0	16565		1521	4	186893		97173	565						
5069							0	0	0	393		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	494		0	0	103714		119651	428						
5135							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	10830		0	0	91443		147503	340						
5210							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	49960		1442	5	477514		153991	751						
5331							0	0	0	4147		0	0	60		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7790		0	0	136190		75209	327						
5461																															0	5488		0	0	127110		222029	724	354858	0				
5751							0	35	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4623		0	0	31743		44229	111						
6039							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7631		915	3	45519		25027	96						
6057							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	595		0	0	12457		1420	11						
6141							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1012		0	0	18544		12710	48						
6329							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	10303		1518	4	175365		141346	632						
6972							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	28601		264	1	311176		423939	881						
7009							0	0	0	0		0	0	677		0	0	0	0	2		0	0		0	0	0	0	0	0	0	1076		1543	2	50366		439857	527						
7045							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3947		1120	4	50797		38458	119						
7157							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2488		0	0	21105		8330	37						
7456																															0	1939		0	0	25561		11447	51	39087	0				
7634							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2083		378	1	26417		22146	71						
8033							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1696		0	0	40440		23084	90						
8462							1	0	0	0		0	0	0		4	0	0	0	0		0	0		0	0	0	0	0	0	0	2410		0	0	29292		50124	161						
8631																															0	2915		0	0	27862		18801	74	49578	0				
9357							0	38	0	0		0	0	0		0	145	2	0	0		0	0		0	0	0	0	0	0	0	1226		355	1	46080		208734	452						
9553							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6605		332	1	33962		11849	75						
9807																								497449							0	75369		5621	15	1176815		913789	2964	2183876	354				
9955							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2316		0	0	42630		24071	68						
10157							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1751		0	0	29135		16135	51						
10250							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	37621		4552	11	197469		123930	428						
10849							0	33	10	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6287		0	0	126973		100719	468						
10858							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	10676		353	1	211112		112401	508						
11145							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5180		782	2	79544		37349	112						
11640							137	0	0	0		0	0	0		2	0	0	0	0		0	0		0	0	0	0	0	0	0	8190		1230	4	92759		135494	312						
11837							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4408		0	0	41480		34763	106						
12030							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	18516		1327	4	172801		107680	474						
12058							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4632		999	2	60720		22959	94						
12142							144	0	0	0		0	0	0		9	0	0	0	0		0	0		0	0	0	0	0	0	0	8025		0	0	67385		68004	213						
12245							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4761		388	1	52501		35416	135						
12311							0	0	0	653419	0	0	0	0	0	0	0	0	118109	0	0	12192	0	8616189	0	0	0	0	0	0	0	470252		9935	32	10586051		13121516	26339						
12647							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3897		467	1	29572		26167	84						
12656							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	413		0	0	6526		4993	24						
12937							1	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3406		1661	2	47063		93002	192						
12946							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	25142		1535	3	213532		181593	610						
12955							1	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5282		0	0	46183		46610	149						
13037							0	12	1	0		0	0	0		0	5	2	0	0		0	0		0	0	0	0	0	0	0	2312		2908	8	64282		21838	138						
13103							0	0	0	30		0	0	0		0	0	0	0	0		0	0	160642	0	0	0	0	0	0	0	47884		3114	9	370271		281766	1036						
13251							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1907		547	1	21371		4426	42						
13457							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1019		0	0	9279		4762	33						
14052																															0	2232		0	0	38061		19291	115	59238	0				
14155							0	2	1	0		0	0	0		0	7	0	0	0		6	0		0	0	0	0	0	0	0	4168		0	0	53084		34247	120						
14258							0	0	0	0		0	0	0		201	0	0	0	0		0	0		0	0	0	0	0	0	0	22446		2850	9	189111		565269	1319						
14409							0	0	0	2935622	0	0	0	0	0	0	0	0	0	0	0	0	0	9601512	0	0	0	0	0	0	0	588917		29862	58	9643654		12883551	32974						
14454							0	7	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1392		0	0	13989		10467	50						
14650							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1337		0	0	16093		6605	21						
14753							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3425		0	0	18816		4451	19						
14865							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6198		285	1	95573		63122	277						
15536							0	0	0	231		0	0	0		0	0	0	0	0		0	0	901452	0	0	0	0	0	0	0	182119		10206	24	1668859		1352980	6547						
16337							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	21866		1571	4	214153		136061	496						
16458							2526	0	0	0		0	0	0		6	0	0	0	0		0	0		0	0	0	0	0	0	0	6864		1371	4	99983		72078	255						
16551							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	10432		752	2	61202		51621	159						
16748							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3678		0	0	30435		8335	41						
16944							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	773		0	0	18690		7062	37						
16953							7	0	0	0		0	0	0		1	0	0	0	0		0	0		0	0	0	0	0	0	0	464		0	0	20025		5263	23						
17110																															0	1899		1090	3	13324		113593	180	130407	0				
17147							0	0	0	0		0	0	0		0	0	0	0	0		0	0	228535	0	0	0	0	0	0	0	34792		868	3	323698		351503	901						
17259							0	29	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4800		0	0	33654		13363	67						
17464							0	0	0	0		0	0	0		20	0	0	0	0		0	0	1037065	0	0	0	0	0	0	0	16597		1535	2	658338		1119463	2513						
17839							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	9989		705	2	69544		91931	324						
17950							0	10	0	0		0	0	0		0	42	0	0	0		0	0		0	0	0	0	0	0	0	5466		0	0	76649		76432	272						
18050							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	9042		468	1	153342		92534	375						
18078																								219767							0	23760		782	3	306699		667698	2574	999316	0				
18135							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2275		0	0	71591		78467	305						
18377							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2067		770	2	16545		1629	14						
18827							1	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7271		0	0	87420		41500	141						
18836							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	10842		976	3	81455		26299	166						
18854							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	902		0	0	26115		13556	65						
18957							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4128		0	0	25138		17438	81						
19356							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2879		0	0	47825		15332	74						
19730																								531227							0	56197		1290	4	922054		697357	2613	1681137	0	1701723	0		
19936							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7146		488	1	75646		121110	318						
19972							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	0		0	0	31182		8012	57						
20053							0	0	0	0		0	0	9090		0	0	0	0	0		0	0		0	0	0	0	0	0	0	9964		0	0	31103		26312	96						
20147																															0	2103		0	0	36048		11367	74	49495	0				
20259							0	0	0	0		0	0	0		18	0	0	0	0		0	0		0	0	0	0	0	0	0	581		0	0	31061		37213	101						
20370							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3852		0	0	69884		42482	165						
20512							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5441		740	2	43225		21327	76						
20633																															0	10433		272	1	128658		64463	333	212942	8473				
20839							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6547		260	1	98211		76455	486						
20857							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	714		0	0	19346		85196	50						
20866							62	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	0		0	0	92165		69503	380						
21256							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1856		0	0	3739		2465	10						
21359							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1061		262	1	9893		6378	33						
21630							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2417		0	0	27144		30021	97						
21658																															0	8112		361	1	82289		19919	107	111041	0				
22048							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6298		463	1	85269		64816	334						
22235							0	0	0	14		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	14526		264	1	178804		97997	598						
22356							10	0	0	0		0	0	0		7	0	0	0	0		0	0		0	0	0	0	0	0	0	5477		0	0	114927		109143	280						
22459							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5303		0	0	58765		21516	110						
22543																															0	3410		0	0	36764		24205	94	64483	89				
22552							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1108		0	0	26376		12105	41						
22730							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3991		0	0	52884		20883	114						
22936							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	9985		263	1	146327		67013	386						
22954							0	21	0	0		0	0	0		0	1	0	0	0		0	0		0	0	0	0	0	0	0	1961		0	0	35135		23542	81						
23036							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	22276		330	1	297735		195848	742						
23045							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	951		0	0	10568		18375	31						
23241							0	0	0	150		0	0	332924		0	0	0	735	0		0	0	1171910	0	0	0	0	0	0	0	98891		1421	5	1130662		769838	2087						
23456							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5594		0	0	48818		13483	75						
23504							0	0	0	1403		0	0	34002		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5020		0	0	150636		384928	810						
23540																															0	11309		280	1	76539		45314	174	133772	0				
23643							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6529		668	2	77989		69686	371						
23755							51	0	0	0		0	0	0		16	0	0	0	0		0	0		0	0	0	0	0	0	0	8463		0	0	53070		54083	173						
23812							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	29315		2232	4	262521		456748	1042						
24006							0	6	3	1744		0	0	918		0	44	33	0	19		0	0		0	0	0	0	0	0	0	50550		304	1	506503		226618	1206						
24266							0	0	0	11184		0	0	4708		0	0	0	0	0		0	0	710132	0	0	0	0	0	0	0	107104		2928	9	1056888		897929	3572						
24453							0	5	0	0		0	0	0		0	2	0	0	0		0	0		0	0	0	0	0	0	0	1712		0	0	96884		102997	292						
24659							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3066		678	2	16402		5992	16						
24668							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	10653		1836	4	83452		32693	193						
24855							2	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	0		0	0	5608		1902	9						
24949							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	23934		257	1	300126		181956	643						
25357							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1431		0	0	27326		61689	107						
25647							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5680		1038	2	26149		53661	244						
25852							0	0	0	3523		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	19128		0	0	196643		116433	382						
26149							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1159		0	0	27752		13823	75						
26242																															0	17890		319	1	163624		98015	332	280372	0				
26457							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	451		0	0	13986		5853	26						
26765							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1249		0	0	18654		30117	58						
26859							411	0	0	0		0	0	0		57	0	0	0	0		0	0		0	0	0	0	0	0	0	11597		0	0	102285		161898	601						
26916							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	9047		328	1	157192		91199	411						
27548							0	19	1	0		0	0	0		0	142	1	0	0		0	0		0	0	0	0	0	0	0	19368		525	2	124291		185200	319						
27614							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	22304		4048	8	154209		64022	236						
27838							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	9965		273	1	124678		145345	478						
27847							0	0	0	279		0	0	1593		0	0	0	0	3		0	0		0	0	0	0	0	0	0	18329		2868	6	192412		104430	433						
28013							0	0	0	0		0	0	0		0	0	0	0	0		0	0	108284	0	0	0	0	0	0	0	49470		2776	7	662343		254484	1462						
28152							0	0	0	0		0	0	0		0	0	0	0	0		0	1		0	0	0	0	0	0	0	4401		0	0	33359		20057	72						
28255							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2698		0	0	64820		52486	205						
28349							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6482		710	2	59144		46186	259						
28406							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	47005		5652	8	458247		259713	1468						
28572																															0	5407		1043	3	31729		17377	126	55592	0				
28732							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1804		0	0	38650		28252	112						
29104							0	0	0	8929		0	0	10483		0	0	0	0	1		0	0	242711	0	0	0	0	0	0	0	12880		318	1	368344		341410	1265						
29252							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4494		0	0	56297		32947	152						
29636							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	19256		562	2	245139		226363	735						
29850																															0	1048		0	0	30617		24074	78	55764	0				
29944							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1841		792	2	41908		118999	175						
29953							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2272		0	0	26512		24461	113						
30052							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	216		0	0	8576		2621	15						
30155							0	0	0	0		0	0	0		0	0	0	0	0		19	0		0	0	0	0	0	0	0	3418		0	0	52737		6919	47						
30258							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	14913		911	3	190035		165490	450						
30418																															0	2151		0	0	242615		5419	18	247464	0				
30502							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	25455		909	3	335202		127552	681						
30650							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7558		811	2	57815		81712	172						
30810							0	0	0	0		0	0	0		0	0	0	0	0		0	29336	776570	0	0	0	0	0	0	0	3746		148285	1	16179666		3731471	4794						
30856							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1171		658	2	53247		100038	352						
31134							0	200	1	0		0	0	0		0	12	0	0	0		0	0		0	0	0	0	0	0	0	5426		487	1	40022		26063	119						
31255							124	0	0	0		0	0	0		14	0	0	0	0		0	0		0	0	0	0	0	0	0	9949		334	1	120046		76485	436						
31657							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3583		388	1	41701		26378	192						
31826							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	11307		1224	3	106438		76673	420						
31835							0	0	0	42		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2239		262	1	32144		32805	125						
32159							0	0	0	0		0	0	0		495	0	0	0	0		0	0		0	0	0	0	0	0	0	1872		864	2	91995		53540	306						
32234							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2633		263	1	29369		14771	57						
32766							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1552		0	0	24703		14878	99						
33147							0	0	0	0		0	0	0		0	0	0	0	0		0	114		0	0	0	0	0	0	0	12619		0	0	100012		154228	519						
33259							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	26374		255	1	263787		182186	788						
33268							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3453		628	1	46382		24942	152						
33549							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5067		0	0	22052		12348	77						
33727							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	17127		724	1	162995		76072	379						
33754							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	505		0	0	19139		2571	15						
33772							0	0	0	1649		0	0	0		0	0	0	0	0		0	0	860724	0	0	0	0	0	0	0	28246		0	0	762217		1106838	3216						
33839							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	685		0	0	16302		4081	35						
33857							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2436		0	0	27260		24076	52						
34153							0	0	0	0		0	0	0		0	0	0	0	0		5	66		0	0	0	0	0	0	0	36814		1172	4	324725		174402	700						
34359																															0	1834		0	0	11899		6661	58	20477	0				
34425							1	0	0	0		0	0	0		1	0	0	0	0		0	0		0	0	0	0	0	0	0	11006		303	1	151641		88038	506						
34434							794	0	0	0		0	0	0		23	0	0	0	0		0	0		0	0	0	0	0	0	0	9646		1863	2	77501		67357	74						
34452							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4753		0	0	38473		21548	98						
34537							0	0	0	80589		0	0	0		0	0	0	0	0		0	0	686259	0	0	0	0	0	0	0	45405		2624	8	898174		943387	3147						
34555							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	12182		485	1	69969		38778	118						
34742							0	52	2	1243		0	0	0		0	80	4	0	0		0	0		0	0	0	0	0	0	0	8658		319	1	130837		94755	422						
34836							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	437		0	0	14609		7489	28						
34863							0	29	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1536		0	0	13839		3902	21						
35057							0	3	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2612		0	0	45798		34386	129						
35244							0	0	0	1319		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	11869		839	2	156821		112246	359						
