"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF162	RCFDF163	RCON1288	RCON1415	RCON1420	RCON1460	RCON1480	RCON1545	RCON1563	RCON1564	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	
300009																																	0	5269	118	5380	105873	0	108	108	0	0	54878	0	54878	18662	65133	0	736	394245	0	0	0	127798	10290	25265	114805	6198	7654	7109	7164	19409	80264	68803	26955	63936	74047	24773	4686	0	0	0	0	0	0	0	0	0	0		0	0	5269	0	88600	17273	0	0	0			
300036																																	0	82504	4326	9219	49414	0	71	71	821	0	15975	0	15975	26786	25947	0	3	328490	0	0	1480	86602	26822	11181	116454	1588	2940	12874	12413	20707	35156	49481	62445	46021	37996	23361	20704	0	0	0	0	0	0	0	0	0	0		0	0	17713	64791	0	49414	0	0	0			
300063																																	0	9227	0	35945	59371		0		0	0			3955	2762	2078	0	0	118858	0	0	0	5429	0	5429	18110	2285	2230	825	0	89	0	80295	3585	16665	10227	2657	0								69	22			0	0	4305	4922	21814	37557			0			
300157																																	0	726	3118	321	2121		52		14942	0			5936	0	2437	0	0	31518	0	0	0	1865	0	0	16143	94	476	1295	0	0	0	5677	9896	10206	2999	609	0								0	0			0	0							0			
300250																																	0	0	8116	0	8192		46		1939	0			3769	0	4257	0	0	32003	0	0	0	5513	58	4962	13745	662	1645	1582	1603	21	0	2374	9064	8286	5935	764	0								113	0			0	0	0	0	7373	819			0			
300353																																	0	6649	10327	131	17641		139		14946	0			14119	0	16806	0	270	110340	3	325	0	28746	244	23754	26655	2671	7549	13488	1626	2745	256	10348	30616	20186	13498	5976	402								0	0			0	0							0			
300456																																	0	0	1199	0	889		8		2760	412			1666	0	1792	0	0	9979	0	0	0	1653	12	0	3194	130	329	1130	39	25	0	1685	3324	2256	812	249	0								0	0			0	0							0			
300531																																	0	186886	19	5276	100541	0	11524	11524	0	0	54398	0	54398	31202	4602	0	0	500037	266	0	0	96804	5216	35388	211876	27034	14732	19431	2922	1005	31385	255081	35382	64972	33938	9151	4469	0	0	0	0	0	0	0	0	3835	0		0	0	73078	113808	53087	47454	0	0	0			
300933																																	0	64658	19782	87	53958	0	679	679	5922	0	32943	0	32943	10161	17306	0	1319	273459	121	1313	0	62102	3294	39927	152914	44466	5393	8593	1022	1644	195	155990	18127	17445	6956	8854	2054	0	0	0	0	0	0	0	0	56	0		0	0	5722	58936	19186	34772	0	1313	0			
300942																																	0	3555	2861	251	11153		104		3884	0			21775	1390	4174	0	4	67335	27	0	3867	14250	3712	5913	16407	1595	2871	4339	1758	957	2590	17391	7083	13545	9495	3249	673								249	0			0	0	3137	418	9432	1721			0			
300960																																	0	38302	1662	4067	40916		274		15916	0			45261	1258	6882	0	148	166833	653	0	0	10311	1189	2150	65620	957	109	139	1177	1431	6498	87597	6889	20458	29186	10695	1367								0	1300			0	0	26855	11447	28226	12690			0			
301640																																	0	866	12500	383	3267		502		5791	0			6484	271	4491	0	0	49865	0	0	482	14393	917	6857	9388	110	760	3444	4584	4694	801	6227	4860	8714	9682	5120	826								0	0			0	0							0			
301800																																	0	74678	0	0	63609	0	244	244	0	0	16703	0	16703	28645	2737	0	0	478737	0	0	0	254867	37193	182122	39717	8470	38471	68921	54383	47285	36882	50649	23505	52948	22439	55466	5273	0	0	0	0	0	0	0	0	61	0		0	0	74163	515	41346	22263	0	0	0			
302030																																	0	1499	1770	428	4345		19		677	0			2828	131	1432	0	0	25300	0	0	0	11645	526	11267	3631	873	630	3431	5611	354	746	7410	216	2787	2761	481	0								0	0			0	0							0			
302133																																	0	0	922	0	0		8		3261	0			175	0	1029	0	0	5987	0	0	0	592	0	592	4487	127	386	79	0	0	0	2423	1996	756	152	0	0								0	0			0	0							0			
302450																																	0	3029	2096	0	18002		46		1118	0			7926	0	3589	0	0	44578	0	0	0	8760	12	98	15696	606	1824	5744	470	0	0	3169	9854	17687	3605	1170	0								0	0			0	0	130	2899	559	17443			0			
302553																																	0	36	5106	0	434		0		21268	0			8971	0	4980	0	0	44622	0	2175	0	1652	0	0	5573	0	12	109	225	1306	0	10330	4694	8236	8430	11150	47								0	0			0	0							0	0	0	
302656																																	0	48068	44151	23798	89106	290	431	141	96829	0	40676	0	40676	2675	6228	0	7834	395275	0	14105	0	17785	3058	512	131544	913	2134	6322	7815	75	526	140760	38534	95447	77805	15037	7583	0	0	0	0	0	0	0	115	416	0		0	0	3447	44621	60997	28109	0	14105	0	0	0	
302665																																	0	1400	3617	0	8112		62		1266	0			1390	0	10595	0	145	46456	199	0	348	18904	1088	1422	15180	1002	2959	9044	3852	1353	526	2932	8764	10007	4223	1806	0								0	76			0	0							0			
303550																																	0	59888	36821	14324	275296	192	1302	1110	31127	0	101616	0	101616	81622	18946	0	26020	855993	150	6359	774	159799	39510	58894	215821	44672	27654	44142	20345	6396	13129	337252	73273	133606	110902	34427	4278	0	0	0	0	0	0	0	1016	2497	0		0	0	7962	51926	148666	126630	0	6359	0			
303653																																	0	3007	6490	543	18710		1592		1396	13			11953	0	7221	0	21	74478	0	0	1344	23545	0	16048	27076	3079	7227	10497	2510	0	109	12823	17115	14550	6190	255	0								0	0			0	0							0			
303701																																	0	0	401	836	7283		175		369	0			11340	9869	7109	0	22	68377	33	0	0	30037	819	13017	6200	6027	4120	5374	2051	8786	3491	8382	10479	9266	7743	1437	569								0	150			0	0							0			
303747																																	0	0	27	0	16928		3		25	0			2976	0	2992	0	0	29893	0	0	0	6936	0	58	5253	279	398	2989	1624	1480	139	730	3728	9780	3384	5020	0								0	6			0	0	0	0	0	16928			0			
303952																																	0	4158	41075	383	14917		92		46019	0			18205	0	8166	0	4	164006	0	263	0	30628	32	19233	102235	4302	10785	13180	2076	212	61	58335	28813	29105	9713	2586	2266								0	64			0	0							0			
304034																																	0	225068	1095	581	61385	0	1524	1524	0	0	13927	0	13927	8330	3587	0	3506	345688	125	0	24	25197	643	11345	259844	12128	6761	4650	620	282	0	241964	14055	38754	12179	5761	68	0	0	0	0	0	0	0	0	970	0		0	0	88407	136661	33619	27766	0	0	0			
304155																																	0	0	1519	0	445		44		1127	0			1102	0	3078	0	90	12380	0	0	0	4975	0	0	2394	0	6	78	279	4120	491	1134	1271	1150	1697	1964	189								0	0			0	0							0			
304173																																	0	8175	139	2296	3680	0	6	6	0	0	0	0	0	5547	2269	0	0	305285	629	0	0	248104	35698	5620	6326	360	3008	3494	2226	52099	185195	7885	2847	1011	4170	28105	13047	0	0	0	0	0	0	0	0	0	0		0	0	8175	0	3680	0	0	0	0			
304520																																	0	3240	2062	577	15337		17		202	0			9395	1832	3045	0	506	65769	229	0	0	29501	0	0	36495	7552	6068	11742	3819	319	0	18743	6694	7291	3160	607	0								0	284			0	0							0			
304762																																	0	167	920	13	700		42		1994	0			2341	0	3417	0	0	12178	0	0	0	2572	12	0	3875	0	143	287	661	1481	0	2747	1714	2574	1991	450	0								0	0			0	0							0			
304913																																	0	0	0	368	0	471741	561454	89713	0	0	43600	0	43600	0	7775	0	0	613197	0	0	4124	0	0	0	608938	0	0	0	0	0	0	475740	133286	48	245	1474	2404	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			
305059																																	0	791	1454	0	606		0		2518	417			716	0	2075	0	0	9017	0	0	0	827	0	0	2370	450	0	0	183	194	0	2805	1604	1034	1006	1352	361								0	30			0	0							0			
305152																																	0	144	4681	0	9585		12		12538	0			5346	188	3597	0	0	43828	0	376	0	6917	410	0	25531	275	285	1431	1002	3879	40	17325	10629	3378	3403	2171	0								0	34			0	0							0			
305237																																	0	2780	1001	12	7258		4968		137	0			31825	741	14976	0	987	96795	0	0	0	30670	259	25188	34088	3602	3270	11596	9788	1065	1230	17929	9287	21121	15880	827	685								1137	44			0	0							0			
305433																																	0	84	196	0	5613		262		204	0			6208	265	2600	0	0	19112	0	0	0	3610	2	1064	7691	245	992	367	1093	759	95	2774	3758	5069	2531	1288	82								68	0			0	0							0			
305442																																	0	29524	2559	1022	48519		42		1040	0			17376	0	7187	0	3655	181390	0	0	0	61427	9039	12332	80538	24495	15587	12702	5850	2207	263	29785	19318	37217	25735	7028	27								0	0			0	0	6740	22784	36041	12478			0			
305648																																	0	394	6001	0	1327		1		7604	0			3310	1073	2408	0	64	25565	0	0	0	2963	420	64	6455	157	153	724	433	1446	50	6815	1740	4777	4981	3722	567								0	0			0	0							0			
305750																																	0	0	156	1024	14986		670		0	0			30	0	12375	0	0	33319	37	0	0	3593	522	2033	2299	104	664	1543	143	1139	0	3221	7883	5963	9312	3384	0								0	0			0	0	0	0	0	14986			0			
306056																																	0	0	1447	0	298		9		1797	0			826	0	965	0	0	8669	0	0	0	3327	0	0	1785	25	100	187	700	2315	0	1261	399	1201	882	1544	53								0	0			0	0							0			
306140																																	0	0	7982	0	628		9		7267	0			3423	0	2324	0	0	29072	0	0	0	7310	42	0	14565	531	1838	4822	119	0	0	7333	4863	6218	2037	771	526								0	87			0	0							0			
306159																																	0	74426	653	1197	86126	0	31	31	0	94	42180	0	42180	14411	5761	0	3924	270405	0	439	0	37592	3190	5052	64394	8675	8531	20085	159	89	13	132120	37561	48582	5810	3374	1658	0	0	0	0	0	0	0	0	475	0		0	0	11732	62694	2003	84123	0	439	0			
306337																																	0	2787	9817	1401	13262		19		16764	0			27865	207	9600	0	59	120918	0	0	0	38153	947	21	40401	1968	3948	18769	8481	86	4487	20349	14136	31999	14007	975	507								0	37			0	0	2787	0	13262	0			0			
306739																																	0	0	2637	0	1763		12		3753	0			3823	0	1668	0	0	15540	0	0	0	1879	0	0	4729	0	118	316	1417	0	0	2113	4902	3987	2534	0	0								0	5			0	0							0			
306908																																	0	13236	3692	1816	73778	0	118	118	139	0	26987	0	26987	24275	8521	0	0	248970	0	0	26987	91476	4096	9509	31237	561	3046	11873	12588	28767	34210	16756	22169	33071	29717	41751	12002	0	0	0	0	0	0	0	0	836	0		0	0	5525	7711	48721	25057	0	0	0			
307062																																	0	33949	19502	3710	37116	0	28	28	56098	0	56389	0	56389	2988	12024	0	1188	234987	0	0	879	8493	2095	4203	108220	4776	586	1199	1932	0	0	177133	9429	21816	12287	3505	1669	0	0	0	0	0	0	0	844	563	0		0	0	14948	19001	29791	7325	0	0	0			
307334																																	0	5084	2611	1808	25127		0		560	0			1792	851	9652	0	0	65232	0	0	0	16860	887	1946	33648	2688	2476	6416	1976	2393	905	22634	6831	10051	4547	2859	1329								0	0			0	0	5084	0	0	25127			0			
307361																																	0	38378	1265	1191	69878		146		1713	0			39073	0	11288	0	908	193247	0	0	1054	28028	1379	11593	59360	2316	6062	12020	5630	2000	0	41839	44297	49012	24408	5637	0								0	0			0	0	14141	24237	26355	43523			0			
307679																																	0	90129	26333	7052	128104	0	354	354	20449	0	104161	5384	109545	22515	7768	0	6532	460046	715	0	3813	34627	5015	13571	157131	7501	6556	3009	4944	9425	3062	206521	73906	77623	26261	31503	7624	0	0	0	0	0	0	0	1518	820	2708		0	0	44905	45224	73101	55003	0	0	0			
307745																																	0	4934	15062	1211	9523		866		25196	0			5115	2997	5348	0	1859	75736	0	0	0	3577	35	3306	27132	406	1350	1326	283	212	0	24076	15587	10972	9950	10622	952								0	13			0	0							0			
307932																																	0	1444	81	0	714		3		486	0			1328	0	1496	0	192	12072	0	0	0	5955	373	0	3862	137	687	1111	2813	338	550	702	2189	1546	1194	395	0								0	0			0	0							0			
307950																																	0	2292	12064	493	4234		161		8581	0			6409	177	5080	0	0	70007	0	233	15	29644	578	6585	13429	1448	4604	3937	1239	7280	11136	7581	9520	5708	6922	5466	5166								0	61			0	0							0			
308247																																	0	4632	1026	0	2486		7		962	0			1163	427	1479	0	0	18686	0	0	0	4714	1790	0	5869	132	446	1556	1845	213	211	3626	1665	4366	3953	362	0								0	0			0	0	1601	3031	2331	155			0			
308256																																	0	661	6179	457	2485		1		3805	322			2667	616	1734	0	0	24074	0	0	0	5324	111	5	3963	185	143	1751	385	2392	453	3868	1323	6245	5764	725	243								0	34			0	0							0			
308340																																	0	3840	25554	891	12026		0		22546	0			9906	430	2813	0	0	103012	181	0	0	21859	3328	9464	28337	907	3203	3538	3209	7270	3526	11714	20736	8092	6201	22073	12419								0	0			0	0	2770	1070	7923	4103			0			
308443																																	0	72358	23687	5188	86193	0	735	735	841	0	52309	0	52309	1391	7164	0	0	288522	0	0	4188	34049	4144	3421	121212	6263	11183	14153	1901	60	0	95246	45568	58193	37312	16267	1384	0	0	0	0	0	0	0	0	463	0		0	0	52110	20248	44834	41359	0	0	0			
308649																																	5	58370	52676	40831	135363	10	177	167	66015	0	63924	0	63924	34386	61515	0	3136	624847	0	5212	9392	89616	13314	66625	199834	5805	23806	23159	12669	15315	5864	218635	64732	103444	113127	31409	1086	5	0	5	0	0	0	0	0	307	0		0	0	30707	27663	24417	110946	5212	0	0			
308836																																	0	4242	282	9417	15534		4006		0	0			3121	1440	407	0	0	45616	0	0	0	6868	299	1118	11003	895	582	1934	3424	33	0	5987	4434	12763	14490	981	0								0	0			0	0	150	4092	5083	10451			0			
309150																																	0	19499	10963	415	30822		0		59	0			11651	1679	3502	0	0	103485	0	0	0	24895	0	24895	61894	3714	9025	11053	729	342	32	33067	16088	23913	3216	1879	383								0	0			0	0	7716	11783	6094	24728			0			
309570																																	0	233823	1814	17071	281372	2694	3010	316	0	1497	76173	0	76173	69742	9952	0	0	846031	0	0	0	119180	32354	70703	454775	59440	1183	2187	2150	27198	26208	228747	165405	155303	64537	91980	6850	0	0	0	0	0	0	0	0	1540	0		19783	18893	93797	140026	126236	155136	0	0	0			
309655																																	0	1296	7246	265	669		0		7372	127			16412	0	3339	0	0	46207	5	0	0	9076	537	191	10975	397	847	2457	4254	1104	0	14147	5115	7432	6912	1098	1869								0	0			0	0							0			
309758																																	0	0	12114	452	12995		21		12781	0			7432	1862	929	0	201	60892	0	0	0	11737	161	5793	12579	981	2991	1590	1707	4426	42	17202	6801	18563	3430	1569	567								0	207			0	0							0			
309851																																	0	471	11601	1098	4914		0		8572	0			5007	0	990	0	0	45520	0	0	295	12242	604	0	9140	9	443	2905	4803	4082	0	1834	6857	6260	12466	5725	0								0	21			0	0							0			
310437																																	0	19622	0	2688	30094		270		0	0			25281	689	810	0	0	83261	0	0	0	3021	716	1916	26580	218	1643	383	679	0	98	23024	19153	11945	22470	3558	10								0	70			0	0	799	18823	19263	10831			0			
310727	4111247	0	368	0	1569573	0	277798	0	2618	6068634	3300	4771	2187998	3299622	330883	715072	751166	375796	18688	0	90000	0	0	0	0	16840	0		0	0	0	3490	90000	1040921	3113	127374	2025657	0	0	0	368		1569573	0	1569573	340954	277798	0	2618	6068634	3300	3490		557960	15268	226916		146354	32063	58268	45409	104293	164357							90000			0	0			0	16840					527128	513793	384536	1641121			0			
310754																																	0	2828	4754	0	9438		48		55	0			9506	380	586	0	0	39216	0	0	1077	7321	4236	1921	27672	1993	1597	3732	0	0	0	21698	2281	6380	1499	0	0								0	64			0	0	99	2729	1579	7859			0			
310875																																	0	36856	2251	1121	32390		79		513	0			10540	15393	2549	0	1330	213907	0	0	0	105148	5352	86638	40307	4312	14278	55816	9964	17351	2611	41172	14864	32567	10213	9213	619								0	385			0	0	4960	31896	1027	31363			0			
310950																																	0	311	1589	133	675		1		19571	0			2849	0	314	0	0	25510	0	0	0	67	0	0	22870	0	0	51	16	0	0	20883	2804	926	809	0	0								0	0			0	0							0			
310978																																	0	139287	63	446136	52221	0	23	23	0	0	3695	0	3695	41643	0	0	0	1354391	4196	0	3695	660435	14936	640174	109967	110524	166135	329291	33686	2289	1311	74995	92095	420585	79581	4882	1123	0	0	0	0	0	0	0	148	0	0		0	0	111764	27523	0	52221	0	0	0			
311050																																	0	9341	3721	865	49685	0	147	147	1637	0	37315	0	37315	1228	36451	0	4357	247882	0	14011	0	85637	2431	3275	43240	3987	1508	1998	3720	59010	15373	59923	19397	31310	33963	17098	168	0	0	0	0	0	0	0	1056	0	0		0	0	5174	4167	34752	14933	0	14011	0			
311144																																	0	0	0	0	3002		0		2095	0			7593	0	2898	0	0	22441	0	0	0	6853	0	0	8014	122	1149	2123	3459	0	0	2526	4269	5514	2449	791	0								0	0			0	0							0			
311256																																	0	750	1174	907	23144		0		247	0			11554	5669	7598	0	16	59715	0	860	0	6902	273	0	26433	761	1846	3056	559	157	523	17482	6344	18379	7886	1868	854								395	226			0	0	0	750	7193	15951			0			
311265																																	0	760	7975	479	5661		0		3013	0			5434	0	10932	0	0	56777	0	0	0	20867	1656	16598	10941	4678	11983	1697	2375	134	0	4900	6093	6321	9174	7203	1666								0	0			0	0							0			
311452																																	0	0	286	0	2434		24		2193	0			295	0	8766	0	115	30011	0	35	0	15863	0	4681	10865	2366	5006	7290	754	309	0	3202	2287	5127	3215	136	0								0	0			0	0							0			
311603																																	0	48416	0	11903	102658	0	2933	2933	0	0	31133	0	31133	21767	5070	0	0	468414	0	527	5142	218353	25447	187154	35034	4229	15406	57041	47265	80365	12928	63990	25709	67222	52590	32712	3092	0	0	0	0	0	0	0	0	207	0		0	0	39766	8650	59647	43011	527	0	0			
311649																																	0	1384	1899	1818	4098		8		1101	0			6034	608	1556	0	0	33225	5	0	0	13506	1191	1103	7623	1084	1901	3244	1633	2766	2876	4093	2002	4105	4614	1931	2946								0	27			0	0	653	731	2920	1178			0			
311658																																	0	905	0	0	9748		0		0	0			3706	0	2709	0	668	35007	0	0	0	14645	2626	0	11340	930	3783	5489	2088	1960	395	3438	6365	5641	4421	497	0								0	0			0	0	905	0	0	9748			0			
311845																																	0	1132043	167318	124994	1370653	13087	80025	66938	79119	5935	700244	0	700244	210384	621135	0	34184	6294934	673	14598	0	1375714	279165	572699	2127124	294487	288794	390820	285250	93882	5638	2079692	785770	928745	714816	334897	31445	0	0	0	0	0	0	0	75846	30185	0		0	0	134230	997813	507770	862883	0	14598	0			
311939																																	0	9594	66	3324	30715		20		180	0			10548	50	1619	0	1436	60203	0	0	0	2189	462	188	20733	135	255	557	595	427	220	25464	9478	10486	10228	377	1826								0	0			0	0	5830	3764	16406	14309			0			
312244																																	0	3668	80765	7178	24574	179	440	261	6497	687	6357	0	6357	9822	7739	0	0	282184	118	0	0	129286	5976	33439	23946	1124	4784	18447	11730	47965	44899	33307	14559	57526	31444	14023	2076	0	0	0	0	0	0	0	0	0	0		0	0	834	2834	13981	10593	0	0	0			
312356																																	0	0	8948	0	8233		303		6300	0			12481	0	12429	0	0	76165	0	0	0	27471	0	27471	49894	5630	16130	3675	426	598	163	10118	18016	11804	3097	2727	164								0	0			0	0							0			
312431																																	0	5093	1053	227	13341		33		1518	0			8334	0	1520	0	0	36060	0	0	0	4837	104	349	13968	391	1414	2034	411	127	0	7832	7484	5756	9154	394	0								0	0			0	0	1585	3508	7003	6338			0			
312730																																	0	328014	0	150698	339197	3037	3926	889	0	5267	167810	0	167810	56093	4145	0	5183	1133681	1253	0	0	70282	8939	27213	508225	27804	5626	16968	9879	4404	5317	516327	75794	194770	212146	53708	1753	0	0	0	0	0	0	0	0	647	0		0	0	9564	318450	228140	111057	0	0	0			
313009																																	0	1334	10	7098	30561		2		0	0			19717	1256	447	0	0	62336	0	0	3306	1880	8	1040	9273	169	28	117	624	450	356	14970	4148	18137	13983	9116	0								0	23			0	0	0	1334	9595	20966			0			
313157																																	0	0	5475	0	2091		48		4285	0			1697	0	1603	0	514	17838	0	0	0	2072	4	29	6424	186	188	1197	463	38	0	2238	3783	3217	4422	1705	338								49	0			0	0							0			
313223																																	0	2578	22440	1274	11847		6		4340	65			9757	1302	3437	0	1171	85041	41	0	0	25559	857	19447	4437	3467	9192	4760	2035	2670	3324	19272	14633	13432	4365	6675	192								313	201			0	0							0			
313241																																	0	19349	1122	1100	29341		27		550	0			7891	458	3441	0	4589	85006	0	0	0	13594	2714	5671	41690	2376	2848	2638	3598	1740	147	20089	16377	13581	13199	3655	4512								830	0			0	0	4693	14656	22485	6856			0			
313401																																	0	9039	2218	4870	24689		38		50	0			12670	6314	1670	0	0	103150	55	0	188	36665	4517	3201	18643	329	30	219	1113	15711	19262	13602	4682	7978	17720	14344	8196								407	58			0	0	9039	0	24689	0			0	0	0	
313531																																	0	56622	13197	3486	72564	0	1039	1039	5023	0	33125	0	33125	7613	8900	0	10375	264268	42	0	12934	48374	3806	17223	96023	18200	5124	10637	12650	1541	222	111815	18004	34365	45421	5969	0	0	0	0	0	0	0	0	0	186	0		0	0	14172	42450	42898	29666	0	0	0			
313577																																	0	3463	0	3195	19759		6		0	0			13040	2250	8707	0	4223	142027	0	0	0	83955	3164	75667	16856	13619	8200	31635	22006	5395	2220	12640	7171	15941	12431	7242	2547								142	123			0	0							0			
314033																																	0	6802	3382	0	32420		0		12075	0			14539	0	15547	0	189	118635	0	0	0	31968	1713	6199	54524	8208	4286	13342	5269	636	0	39009	15278	19494	5661	6059	866								0	0			0	0	2600	4202	21744	10676			0			
314257																																	0	28672	3120	2131	46290		139		900	0			36726	8388	4797	0	1231	159555	0	0	0	22815	3612	1567	73665	2711	4035	13485	1109	289	1070	91149	10678	22391	6325	4893	1224								486	248			0	0	5719	22953	28690	17600			0			
314444																																	0	2735	2453	421	5823		202		0	0			12692	0	11478	0	201	66765	0	0	0	30335	425	0	20226	1764	3446	11799	5926	6258	1142	7172	7844	10019	8808	2580	0								0	0			0	0							0			
315339																																	0	2229	1122	40	6092		4		1801	0			3118	185	2443	0	591	26601	0	0	0	8385	591	4871	6490	154	193	1994	1460	1659	2925	4394	2054	3638	5735	1566	809								0	0			0	0							0			
315357																																	0	5409	6529	255	9064		82		7547	0			11039	107	2776	0	1344	55297	0	0	0	9979	1166	8901	18403	3055	5435	178	587	487	195	18555	13328	7438	2600	2932	432								0	0			0	0							0			
315629																																	0	10169	116	2459	188991	0	0	0	50	0	68487	0	68487	14195	1972	0	3085	354682	0	0	0	47446	10814	12433	64579	1297	785	10285	4231	19016	11723	96290	52730	66732	62802	24486	2918	0	0	0	0	0	0	0	116	6782	0		0	0	0	10169	76718	112273	0	0	0			
315656																																	0	18744	907	1334	38574		213		0	0			17674	0	4222	0	0	97498	0	0	0	13599	2231	3635	58354	5654	2812	4010	1059	65	0	52156	13158	11564	5456	282	0								0	0			0	0	5041	13703	25742	12832			0			
315674																																	0	13608	1595	15505	18017		0		0	0			0	7812	1321	0	368	148548	0	0	0	87547	2775	0	49019	6782	12964	43196	4323	19773	358	9564	19709	24384	3071	3561	368								0	0			0	0							0			
315852																																	0	15101	47337	7496	44428		205		39072	0			22105	15766	15503	0	2041	232667	556	165	0	16871	4976	11174	43816	2049	2189	3781	6164	2111	496	54787	23456	55811	54353	24786	143								1132	1025			0	0	13951	1150	33321	11107			0			
316354																																	0	25297	0	4067	77619		0		0	262			64634	10220	3409	0	0	224783	128	542	0	32881	5929	11054	89147	7169	9803	8937	6381	591	0	89650	9086	37132	45461	6892	0								109	204			0	0	0	25297	0	77619			0			
316840																																	0	101220	4138	131556	501179	926	15716	14790	0	0	64272	0	64272	257479	25457	0	4241	2277262	0	0	0	1096122	72113	748233	130174	66703	212505	443061	236926	120295	12761	539207	193749	299039	99337	45763	1877	0	0	0	0	0	0	0	3271	498	0		0	0	56455	44765	287090	214089	0	0	0			
316859																																	0	10621	3301	1236	11821		195		1837	0			14044	0	9478	0	417	74456	0	730	0	18488	2288	3645	26557	3953	2685	3768	3923	3127	870	33189	3079	5605	8989	4301	516								0	0			0	0	5642	4979	8874	2947			0			
316916																																	0	0	0	0	0		0		0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								0	0			0	0							0			
316934																																	0	0	4844	0	4010		75		4715	0			2174	0	1114	0	0	18401	0	0	0	1469	0	0	9178	159	188	1122	0	0	0	4452	4859	6694	767	85	0								0	0		0	0	0							0			
317100																																	0	10497	0	4111	52566	0	101	101	0	36	21269	0	21269	14192	1882	0	0	256871	0	0	0	144208	7960	75757	8428	1540	2028	31084	27260	47336	34960	42126	10718	33756	13632	8183	4248	0	0	0	0	0	0	0	0	85	0		0	0	8046	2451	36970	15596	0	0	0			
317258																																	0	9856	30749	89	41003		251		11561	17			24494	3100	7364	0	13	165810	0	0	0	36675	381	6553	61733	2804	8521	2437	3013	16360	3329	68044	27771	16183	12043	5019	63								0	274			0	0	3651	6205	0	41003			0			
317342																																	27429	122182	20900	24348	387326	0	990	990	323	0	225123	0	225123	81633	29001	0	28622	1155647	721	2102	0	150367	54482	539	257812	35829	13841	41660	37834	17409	3294	423650	43967	215647	231212	70554	15974	27429	0	27429	0	0	0	0	0	1540	0		0	0	122182	0	387326	0	0	2102	0			
317650																																	0	443	0	0	532		3		414	0			2045	0	1228	0	100	7951	0	0	0	3127	46	2182	1247	53	988	382	583	694	428	1013	923	728	291	1533	336								13	0			0	0							0			
317735																																	0	1575	4392	133	9971		40		3830	0			8343	0	4076	0	2357	51014	0	0	256	14921	1376	0	25653	3402	3228	7392	321	578	0	8852	13699	9216	1379	2227	720								0	0		0	0	0							0			
318639																																	0	0	349	0	968		9		1529	83			453	0	1290	0	97	8888	0	0	0	3802	391	0	2804	353	349	1598	1282	139	37	552	1563	925	1763	208	75								0	0			0	0							0			
318835																																	46	21021	0	732	57573		4833		0	0			30025	2800	19823	0	0	146020	0	0	0	7609	1499	2978	32587	1877	192	828	4021	395	296	47017	15508	19215	22149	11012	22893								0	59			0	0	1176	19845	15219	42354			0			
319047																																	0	3083	2926	491	10152		28		2151	452			9845	6692	15994	0	2195	94573	0	0	0	37746	2263	23589	16295	283	745	10358	12243	3655	10148	11395	3872	12226	15720	10496	2876								1007	0			0	0							0			
319458																																	0	863	6356	0	5382		164		7020	0			7426	0	3373	0	0	35301	24	51	32	4640	50	1013	12047	203	758	1776	1587	246	70	13204	5620	7409	3841	333	0								0	0			0	0	409	454	1745	3637			0			
319542																																	0	0	15934	0	29555		216		18875	0			19745	2247	2016	0	338	98072	0	0	0	9054	0	76	42998	402	1349	4207	2140	402	554	22473	16836	26895	12081	9705	239								32	60			0	0	0	0	0	29555			0			
319551																																	0	11649	11695	0	5349		60		33010	0			28431	0	1148	0	1172	95439	0	3	0	2654	76	373	38933	0	501	116	199	1046	759	44159	21095	11988	7783	6279	979								147	45			0	0							0			
320034																																	0	38	7408	0	8348		0		1991	0			7899	0	8509	0	100	43727	670	0	0	9948	0	42	19460	1040	1293	5302	958	982	0	7598	11678	8200	4865	1472	282								156	0			0	0							0			
320052																																	0	46858	14499	5559	120331	0	0	0	22426	0	128514	0	128514	0	16785	0	2461	387525	0	15	0	27725	2352	24331	121537	13558	2963	7839	281	2504	561	263117	13027	39123	28917	7763	976	0	0	0	0	0	0	0	0	0	0		0	0	6042	40816	58027	62304	0	15	0			
320070																																	0	1186	0	1635	10106		0		0	0			0	0	528	0	0	52742	0	0	0	39287	0	13842	7501	2073	4116	6096	494	10193	15750	928	383	3425	329	2096	6294								0	0			0	0							0			
