"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF162	RCFDF163	RCON1288	RCON1415	RCON1420	RCON1460	RCON1480	RCON1545	RCON1563	RCON1564	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	
1351																																	0	0	9611	0	10143		136		5259	0			13657	0	8998	0	0	57890	0	139	0	9947	0	9057	45989	2307	6750	335	69	355	0	10035	26897	6694	3962	200	0								0	0		0	0	0							0			
1454																																	0	9088	4541	1264	48782	0	50	50	3091	0	33664	0	33664	1888	29989	0	0	199898	466	108	0	60198	6674	7889	41966	6897	2322	2719	7488	27392	13294	37843	12509	22308	38455	25949	2893	0	0	0	0	0	0	0	0	1027	0		0	0	2282	6806	35458	13324	0	108	0			
1557																																	0	0	4395	0	2117		3		8348	0			988	0	956	0	0	18999	0	0	0	2192	0	0	7354	44	183	1105	537	323	0	1530	5597	3917	4222	891	650								0	0		0	0	0							0			
1632																																	0	191033	8884	16802	115006	1129	3594	2465	4749	223	73222	0	73222	27533	11223	0	569	530180	0	0	0	67507	8022	17561	236907	25052	12685	22581	2776	3102	1311	264595	48737	75859	36647	35113	1564	0	0	0	0	0	0	0	0	2036	0		0	0	61654	129379	45235	69771	0	0	0			
1669																																	0	1056	58	0	7601		101		1646	13			9896	0	9916	0	0	71413	0	230	0	39006	1903	23624	7898	2672	5584	3633	1433	15087	10597	4461	7114	7811	6850	6086	52								0	0			0	0							0			
1829																																	0	2951	0	18549	48472	0	26	26	0	0	21949	0	21949	6004	1180	0	0	238768	279	24771	0	95750	16866	0	19872	393	256	1517	7565	49679	36262	15872	3351	13897	36324	62809	6692	0	0	0	0	0	0	0	591	1938	0		0	0	0	2951	0	48472	0	24771	0			
1856																																	0	92	1657	1581	5911		14		894	0			3628	0	751	0	0	16588	0	0	0	2060	0	1710	3982	1659	58	102	36	0	0	12769	499	598	531	0	0								0	0			0	0							0			
2040																																	0	15823	3841	4511	58432		40		553	0			17739	1637	5304	0	45	139827	0	0	0	30544	984	825	61042	5381	7550	16064	848	343	199	32072	16039	46079	12876	2059	0								374	0			0	0							0			
2161																																	0	208	497	0	3639		154		2579	234			9815	0	9534	0	0	56933	6	0	0	30118	0	22113	18005	1409	7331	9391	5998	5144	845	3963	5302	8533	5850	3068	100								395	0			0	0							0			
2376																																	0	53602	0	193300	215744	0	0	0	0	0	721	0	721	6664	372	0	0	711753	0	0	0	196405	44945	20406	51735	279	2485	4664	18173	113359	57445	49450	19426	16788	28758	229312	171615	0	0	0	0	0	0	0	0	0	0		0	0	22567	31035	215744	0	0	0	0			
2451																																	0	697	6366	403	2709		691		3710	0			6058	371	851	0	0	31555	0	0	0	9386	313	7031	10079	2387	4822	357	208	384	1228	14910	6016	292	55	896	0								0	0			0	0							0			
2554																																	0	0	634	0	0		0		989	0			485	0	295	0	0	2666	0	0	0	263	0	0	0	0	0	0	5	138	120	512	488	374	412	499	120								0	0			0	0							0			
2732																																	0	67613	171	92527	148768	0	238	238	0	0	67736	0	67736	7628	4186	0	0	396745	998	0	0	7281	1595	2508	111272	2269	1114	1110	715	757	1316	153140	47919	116191	46980	11532	13981	0	0	0	0	0	0	0	0	0	0		0	0	23101	44512	72051	76717	0	0	0			
2750																																	0	241	7533	476	2863		150		16064	0			1702	0	1859	0	0	34289	0	0	0	3176	66	378	13913	354	506	1693	585	0	0	13679	5336	5584	4848	1305	18								0	159			0	0							0	0	0	
2938																																	0	59344	4083	12370	79067	537	2728	2191	5812	0	64754	0	64754	19172	7490	0	0	317120	0	0	270	56989	5058	28587	167994	24947	8580	17857	4233	1186	30	148487	26100	55262	22456	4204	0	0	0	0	0	0	0	0	0	253	0		0	0	17734	41610	36945	42122	0	0	0			
3252																																	0	445	11161	32	4354		1128		22073	0			6103	0	3404	0	195	50139	0	100	0	1144	0	844	0	183	612	256	0	78	0	15385	27534	4703	567	343	0								0	0			0	0							0			
3458																																	0	271	2950	166	691		7		858	0			3535	0	480	0	0	11153	0	603	0	1589	3	0	4422	53	333	984	156	24	0	2970	1714	3784	789	285	22								0	0			0	0							0			
3720																																	0	10987	6376	425	30241		197		3179	0			7781	3335	7439	0	1546	101099	0	0	0	28714	689	1838	28448	3047	4036	9065	9791	2407	368	26408	8144	13924	19797	3533	540								0	190			0	0	4186	6801	23386	6855			0			
3953																																	0	3444	8957	1550	15470		74		17470	0			22386	0	4663	0	0	85111	0	30	0	8930	2137	388	43196	1712	2380	3628	1055	29	0	46267	16164	7538	2853	1190	261								0	0			0	0	2482	962	15470	0			0			
4138																																	0	19778	809	2196	29752		100		0	201			13786	2908	14482	0	48	135469	1052	0	0	51627	993	34932	28675	3054	9721	24848	2923	6314	4767	20841	20452	5107	10385	5918	20326								0	42			0	0	6218	13560	14696	15056			0			
4156																																	0	23275	6777	748	18473		76		16166	0			18731	2684	4586	0	0	114721	0	985	0	21167	1053	986	50917	1563	2713	2503	2396	10401	1580	37475	22961	14699	9348	8457	513								0	0			0	0	3130	20145	0	18473			0			
4231																																	0	361	12096	0	25838		137		1197	0			4392	0	6234	0	4663	67155	0	0	0	12237	0	15	27075	636	1916	5641	3413	580	0	15893	15114	13899	7260	2615	0								0	0			0	0							0			
4437																																	0	23660	954	1170	49193		580		1392	0			19856	7338	10510	0	0	166532	224	0	0	41962	3247	35558	57581	4280	5448	14430	9699	3689	4316	64690	12618	19676	17790	6771	1977								0	6894			0	0	7700	15960	39567	9626			0	0	0	
4839																																	0	36025	0	27447	101970		1251		0	0			10082	3963	2467	0	0	196007	0	0	0	11125	1512	1402	80031	1729	1704	4653	2997	43	0	63055	19489	49929	47029	3255	4								0	165			0	0	14490	21535	53302	48668			0			
5005																																	0	59663	0	22443	70569	0	5	5	0	0	15902	0	15902	5003	232	0	0	281223	0	0	0	97981	9338	29550	59736	614	3331	9617	12729	24611	46698	73724	10269	29255	14508	49997	5489	0	0	0	0	0	0	0	0	87	0		0	0	38121	21542	41661	28908	0	0	0			
5069																																	0	53664	0	1747	169112	0	41	41	0	0	1583	0	1583	907	32	0	0	275495	2010	0	0	37164	13255	34423	141899	34423	144	0	2597	0	0	194436	17972	3071	18573	4589	0	0	0	0	0	0	0	0	0	0	264		0	0	33412	20252	0	169112	0	0	0			
5135																																	0	9425	43873	3354	37778		137		13897	93			36388	1508	12007	0	6150	206859	0	0	0	38843	3027	28261	108265	24841	8483	4654	180	127	481	122648	28873	12760	3037	521	133								472	0			0	0							1532			
5210																																	0	42716	5221	26128	106059	0	3760	3760	3377	0	45008	0	45008	43036	7953	0	8113	537227	0	0	0	223364	21158	1852	49473	15595	19712	22154	35532	67660	62711	83497	19097	89674	83994	26180	7394	0	0	0	0	0	0	0	0	1334	0		0	0	7429	35287	65231	40828	0	0	0			
5331																																	0	23353	0	77073	32487	0	2343	2343	0	0	4998	0	4998	9513	224	0	0	163712	415	0	460	13291	742	1331	35544	1602	2672	6190	2033	82	712	39119	6365	56473	43470	5202	0	0	0	0	0	0	0	0	0	103	0		0	0	8978	14375	7473	25014	0	0	0			
5461																																	0	55139	2658	9138	155099	0	12561	12561	1433	0	38083	0	38083	10730	3573	0	0	299257	406	0	21867	8738	2261	1715	93637	803	2231	1067	4637	0	0	45125	45477	66138	115462	15444	1949	0	0	0	0	0	0	0	0	250	0		0	0	18991	36148	74375	80724	0	0	0			
5751																																	0	578	5231	72	436		1		30379	0			3520	0	2229	0	291	51723	0	0	0	8865	108	4033	17665	572	890	3016	428	2466	1389	20664	2608	3863	6778	4246	43								0	13			0	0							0			
6039																																	0	3678	2211	0	15786		36		1414	500			14149	0	4033	0	2538	49650	39	0	0	4697	618	308	16473	602	1049	2273	499	148	81	29056	5381	5097	1982	2599	857								469	60			0	0	128	3550	0	15786			0			
6057																																	0	344	2404	0	997		0		1798	0			1677	0	630	0	0	12201	0	0	0	3864	487	0	3970	271	837	2665	39	0	0	1623	2755	2558	859	246	0								0	0			0	0							0			
6141																																	0	0	2954	0	3590		39		2565	0			661	0	3840	0	175	18022	0	0	0	4198	0	647	8038	78	447	1299	1544	830	0	2778	4735	1668	2935	977	537								0	0			0	0							0			
6329																																	0	59064	6363	287	35996	0	549	549	4258	0	35865	0	35865	2236	63343	0	698	266852	5	0	0	50834	5140	3750	117292	7286	11145	18889	10402	2765	128	61081	48005	57630	41365	6041	381	0	0	0	0	0	0	0	967	1257	0		0	0	24987	34077	24397	11599	0	0	0			
6972																																	0	310577	1828	43496	144306	1	3756	3755	1469	0	95446	0	95446	18572	2097	0	12948	650693	0	0	7815	11070	3821	3148	360746	59	1451	2209	2524	4049	778	451710	31504	73535	49966	15942	10234	0	0	0	0	0	0	0	0	1307	0		0	0	44046	266531	46388	97918	0	0	0			
7009																																	0	0	0	0	0	2101	8013	5912	0	0	44187	2622	46809	0	164639	0	0	219461	0	0	0	0	0	0	199150	0	0	0	0	0	0	189435	9715	7723	12588	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0			
7045																																	0	0	3756	0	9349		0		4384	0			3665	649	12782	0	1244	54788	0	0	0	18458	0	15995	9563	101	612	65	2740	4147	10793	2329	6521	9714	8782	3779	5092								489	12		0	0	0							0			
7157																																	0	0	2060	304	942		33		2453	0			4112	0	3867	0	0	20572	0	0	0	6801	0	0	9651	423	2163	4095	34	86	0	1905	5126	4881	1231	128	432								0	0			0	0							0			
7456																																	0	89	1834	0	1549		106		7651	0			8763	10	1834	0	108	23690	0	0	0	1487	259	0	10412	1	18	702	766	0	0	9148	1426	4635	5982	989	0								0	0		0	0	0							0			
7634																																	0	1743	543	0	7648		391		2104	0			18344	0	3355	0	0	44062	0	0	0	9406	528	0	21826	1025	3277	4497	515	92	0	9928	7596	13431	2452	560	0								0	0			0	0							0			
8033																																	0	11770	2614	189	658		0		7207	0			30917	1579	7951	0	0	74396	0	0	0	11400	111	3102	24987	4412	589	3267	2967	126	38	33852	7814	11997	7696	1614	11								0	0			0	0							0			
8462																																	0	0	1975	0	1928		0		8448	0			7639	0	7119	0	754	29345	0	0	0	1201	281	0	9164	0	72	21	85	459	564	13605	3470	4869	3318	2158	154								0	0			0	0							0			
8631																																	0	380	77	0	4657		104		113	67			5209	0	7253	0	0	30782	0	0	0	12711	278	0	2558	59	264	140	384	8345	3519	2326	460	3150	4774	7145	186								0	0			0	0							0			
9357																																	0	0	0	0	41674	0	326	326	0	0	117061	0	117061	4004	5128	0	0	229825	0	0	0	58827	2454	0	156753	58827	0	0	0	0	0	119716	3743	22642	21090	3638	0	0	0	0	0	0	0	0	0	351	0		0	0	0	0	35248	6426	0	0	0	0	0	
9553																																	0	1493	16704	200	867		978		31022	0			3249	0	1228	0	0	59967	0	0	0	4217	9	172	26658	368	232	1703	1866	48	0	47399	1785	2460	1781	2325	0								0	0			0	0							0			
9807																																	0	1111098	0	45145	390871	0	449	449	0	6271	87606	0	87606	67855	400	0	0	2151849	4208	0	0	391710	60691	28461	881655	51869	9373	16076	50309	153969	105285	1242018	58604	165971	118885	91814	5424	0	0	0	0	0	0	0	0	232	0		0	0	492552	618546	125165	265706	0	0	0			
9955																																	0	553	8350	134	4991		43		7488	0			5503	919	2741	0	0	40861	0	2016	0	8105	0	6916	17589	679	215	3195	2600	1416	0	8352	8386	7868	6640	1243	209								0	18			0	0							0			
10157																																	0	4565	5679	0	1715		80		8847	1980			4470	62	1430	0	792	29345	0	0	0	1693	12	1063	11498	304	672	55	57	457	87	9084	7846	4289	2153	2686	1126								0	0			0	0							0			
10250																																	0	58436	146	10131	82000	0	144	144	33	0	72373	0	72373	9577	26630	0	695	321686	0	0	0	32884	27062	14456	93073	3133	3421	11528	10079	4723	0	79252	27134	72691	81244	28432	0	0	0	0	0	0	0	0	316	1259	0		0	0	1433	57003	51584	30416	0	0	0			
10849																																	0	58581	15620	21774	64625		6481		4355	0			14371	249	2603	0	2124	220858	101	0	0	29154	1022	23766	100655	7600	7410	9101	3409	1531	102	65644	31339	55428	20840	16548	1955								0	0			0	0	7467	51114	35481	29144			0			
10858																																	0	11520	22082	6646	54314	0	353	353	35241	0	58240	1	58241	4024	32903	0	3934	296152	0	0	0	15452	8490	2197	148238	442	3451	3139	3878	1755	2787	108122	35346	51588	63915	18095	729	0	0	0	0	0	0	0	41986	966	0		0	0	5153	6367	23241	31073	0	0	0			
11145																																	0	1336	0	0	33718		24		105	0			1492	1927	5818	0	1992	121120	0	0	0	71580	3128	2192	12553	1673	4517	13328	17343	33480	534	9790	2840	17548	13307	3852	44								0	0			0	0	818	518	27284	6434			0			
11640																																	0	9100	27872	1188	28481		130		24952	572			30142	0	17522	0	120	157454	0	0	0	16689	1258	11248	68719	3794	7047	2852	1394	981	621	51005	51995	20544	9718	4832	2522								0	0			0	0							0			
11837																																	0	15928	1888	235	11132		169		125	0			8070	527	1327	0	376	48586	37	0	0	8710	0	2521	14326	3357	2579	2492	173	109	0	19911	7591	11326	962	123	0								136	0			0	0	2826	13102	7132	4000			0			
12030																																	0	41530	36082	603	74122	0	0	0	3687	0	32524	0	32524	0	23688	0	1011	265078	0	0	0	49119	2647	114	178472	10417	13484	21440	2225	1553	0	107119	48832	41980	14395	3633	0	0	0	0	0	0	0	0	0	65	0		0	0	41530	0	74122	0	0	0	0			
12058																																	0	7797	9606	846	11439		162		4910	0			10702	0	4143	0	7	69981	0	0	0	19469	880	1179	26497	3334	2818	10075	1964	421	276	8900	15172	18653	6124	1261	125								0	20		0	0	0	6845	952	1597	9842			0			
12142																																	0	3540	4466	464	19485		0		1301	0			6538	397	12160	0	0	69972	0	116	0	19184	2036	16958	15255	936	3420	12528	1851	301	148	9381	9496	17543	11857	1881	34								285	0			0	0							0			
12245																																	0	5756	328	819	26900		221		0	0			3571	269	2599	0	1425	72454	0	0	0	29584	888	3457	27303	300	5512	5720	1611	16410	0	10244	11247	9617	6713	4410	0								70	24			0	0	1175	4581	20104	6796			0	0	0	
12311	16310576	205172	33470	0	4351359	0	3082875	0	41081	26337847	0	894790	8193853	12222622	1486264	2541915	2676788	1993153	538446	0	139	148	0	0	0	62247	0		9909	8299	1496452	754328	287	2150296	38205	264127	4093657	7482	205172	197690	33470		4351359	0	4351359	3063098	3082875	0	41081	26337847	0	2250780		4768447	1932746	2680529		512265	670782	1071845	931279	533759	1000426							139			148	0			0	62247					697791	1452505	2053358	2040299			0			
12647																																	0	7340	3972	0	12947		5		4365	0			11368	763	1431	0	30	54455	0	0	0	11210	985	0	28675	2644	5129	3177	161	0	0	14828	15461	9694	2729	33	0								0	39			0	0	5434	1906	9510	3437			0			
12656																																	0	73	890	100	640		0		903	0			667	0	999	0	0	9565	0	47	0	5237	9	4917	1509	313	1712	1809	1292	111	0	697	1362	1230	670	369	0								0	0			0	0							0			
12937																																	0	0	254	23843	38359		636		0	0			10712	15681	2186	0	0	119436	41	0	0	26433	1373	0	27112	3650	4138	10730	7673	242	0	36067	12652	26376	15076	1160	1713								0	0			0	0	0	0	0	38359			0			
12946																																	1400	74805	15059	1929	91124	0	109	109	1524	97	29774	0	29774	144	22509	0	0	335863	0	115	0	90511	6860	1268	126939	2661	7423	28985	41435	8900	433	119245	45161	41343	32863	6050	103	0	0	0	1400	0	0	0	0	0	388		0	0	8355	66450	14523	76601	0	115	0			
12955																																	0	18043	1525	3029	38483		0		0	0			14826	2680	896	0	521	89504	0	73	0	6957	2385	2529	28618	745	0	5045	837	242	88	22456	9935	34073	11904	4128	0								52	34			0	0	4169	13874	30691	7792			0			
13037																																	0	1826	141	0	10186		0		0	752			9795	121	4632	0	0	47141	0	0	1727	19664	478	18248	9507	269	247	455	868	9270	8071	6834	3996	4478	3317	6025	925								298	0			0	0	1826	0	10186	0			0			
13103																																	0	35443	0	16833	258932	0	348	348	0	20	54356	0	54356	12439	171523	0	0	779304	0	0	0	212850	16458	8418	46636	3893	5075	8063	27776	44333	123455	65717	31470	117084	251197	95653	4570	0	0	0	0	0	0	0	0	122	0		0	0	23787	11656	152137	106795	0	0	0			
13251																																	0	0	1727	0	5185		0		1905	0			4223	0	2475	0	20	21062	0	0	0	5527	0	0	10113	310	1694	3136	48	0	0	3403	5057	6252	787	15	0								0	0			0	0							0			
13457																																	0	0	2892	0	495		14		4780	0			1224	5	460	0	0	10353	0	51	0	432	0	81	4109	78	109	213	12	20	0	7738	1334	460	103	195	0								0	0			0	0							0			
14052																																	0	2117	3039	0	12371		24		769	0			7415	497	3448	0	1111	48261	0	0	0	15213	2257	0	29841	4401	7328	2819	424	28	95	9060	9052	8310	3614	1174	785								0	0			0	0	2117	0	2722	9649			0			
14155																																	0	9066	8191	349	4186		263		16108	0			17783	0	6051	0	150	88811	0	0	7220	25066	1598	8743	31311	2371	6357	10653	4708	666	0	13840	16641	16016	11918	3733	665								0	0			0	0							0			
14258																																	0	260678	17582	4539	154565	52	694	642	5518	0	115758	0	115758	25427	7672	0	1082	729371	1702	175	29055	119675	14117	79016	320984	15697	23719	54264	17488	3154	5221	329214	101193	132696	30382	17117	768	0	0	0	0	0	0	0	0	3591	1803		0	0	40545	220133	21043	133522	0	175	0			
14409	13691583	46083	0	0	5473504	7511	4602474	0	21192	25490499	0	0	1470773	7885630	746335	2419741	2726792	6583244	1386493	0	0	0	0	0	963398	53508	0	29061	0	0	0	631246	0	195433	0	122215	1743515	0	46083	46083	0		5473504	7511	5481015	2818683	4602474	0	21192	25490499	0	631246		3705246	5106491	633298		48754	152560	487367	229592	1184657	1594697							0			0	0			963398	53508					25358	170075	78439	1665076			0			
14454																																	0	5022	566	0	4014		19		1736	0			4153	126	305	0	0	22194	0	5190	0	991	53	300	8264	131	479	145	236	0	0	7651	3040	6457	3672	383	0								0	19			0	0	0	5022	0	4014			0			
14650																																	0	368	12	0	537		7		365	0			3264	79	4100	0	0	15569	58	255	0	6640	0	5318	3676	230	134	5355	389	469	0	2183	1704	3465	1486	149	0								0	0			0	0							0			
14753																																	0	21	2615	0	365		7		8421	219			1768	0	750	0	0	14869	0	0	0	891	0	78	8636	92	388	411	0	0	0	2242	10334	877	289	0	0								0	31			0	0							0			
14865																																	0	16868	24021	429	19935		45		29343	163			13623	98	2955	0	5147	119476	298	0	0	4098	1693	253	46507	56	151	468	499	1874	1050	45605	11214	9249	11406	12885	25196								495	1024			0	0	11498	5370	16537	3398			0			
15536																																	0	653167	6518	598443	1222522	0	2190	2190	0	0	146202	0	146202	127157	6843	0	1041	3228239	0	158661	0	287217	17475	211284	742733	26440	35298	83716	109035	16184	16279	1156209	257908	602858	432383	456018	17835	0	0	0	0	0	0	0	0	803	10704		8960	4733	200741	452426	184671	1037851	0	158661	0			
16337																																	0	109684	713	8230	76835	0	0	0	16	10	48341	0	48341	2199	30579	0	1532	352563	0	0	0	66832	5797	64296	134517	21025	12847	17077	387	8394	6734	152103	67673	26924	20539	11728	6613	0	0	0	0	0	0	0	0	1805	0		0	0	19064	90620	51048	25787	0	0	0			
16458																																	0	10421	1134	7177	56334		28		917	0			17898	1962	2311	0	0	113218	13	150	998	11996	2786	3581	32936	993	2948	4520	1261	142	2132	27198	13280	31458	23825	5421	0								0	117			0	0	1774	8647	0	56334			0			
