"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1583	RCFD1594	RCFD1597	RCFD1658	RCFD1659	RCFD1661	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD5612	RCFD5613	RCFD5614	RCFD5615	RCFD5616	RCFD5617	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDB578	RCFDB579	RCFDB580	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDC866	RCFDC867	RCFDC868	RCFDF166	RCFDF167	RCFDF168	RCFDF169	RCFDF170	RCFDF171	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON1658	RCON1659	RCON1661	RCON2759	RCON2769	RCON3492	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3502	RCON3503	RCON3504	RCON3505	RCON3506	RCON3507	RCON3529	RCON3530	RCON5380	RCON5381	RCON5382	RCON5389	RCON5390	RCON5391	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON5612	RCON5613	RCON5614	RCON5615	RCON5616	RCON5617	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB578	RCONB579	RCONB580	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONC866	RCONC867	RCONC868	RCONF166	RCONF167	RCONF168	RCONF172	RCONF173	RCONF174	RCONF175	RCONF176	RCONF177	RCONF178	RCONF179	RCONF180	RCONF181	RCONF182	RCONF183	
1351																																																																	0	0	0							35	8	0	127	0	26	0	0	0	0	0	0	0	130	0	0	0	0	93	0	73	0	0	0						0	0	0	0	0	0	8	0	35	0	0	0	0	0	0	0	0	0	0	0	0	198	102	20	0	0	0	0	131	0	123	0	0	0	0	0	0	0	0	0	0																
1454																																																																	0	0	0	0	0	0	0	0	0	0	134	0	19	0	0	0	0	0	84	0	0	0	0	202	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	70	0	0	35	0	0	0	0	0	0	0	0	136	18	7	0	0	0	0	86	0	123	0	76	0	0	0	82	0	0	0	0	0	0	0	84	0	0	0	0	0	69	0	0	0	0	0	
1557																																																																	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0																
1632																																																																	0	0	0	0	0	0	0	0	0	0	0	0	298	16	0	0	0	0	737	0	0	444	0	0	0	0	0	14	0	158	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	400	107	66	0	0	0	158	0	0	0	0	0	0	0	374	363	0	0	0	0	0	14	0	0	0	158	
1669																																																																	0	0	0										174	7	10	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	447	59	23	0	0	0	0	0	0	872	19	38	0	0	0	102	7	0	0	0																
1829																																																																	9	0	0	0	0	0	0	0	0	0	0	0	23	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4055	0	0	0	0	0	0	0	0	0	0	0	0	0	38	5	0	0	0	0	0	0	0	0	0	0	0	9	7	0	86	12	17	0	0	0	0	78	162	75	257	69	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4055	
1856																																																																	0	0	0							0	0	0	103	0	90	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	206	0	228	0	0	0	0	0	0	0	0	0	0																
2040																																																																	0	0	0										1251	0	108	0	0	0	7	0	5	0	0	0	0	0	0	1156	0	0	0	0	0						0	0	0	0	0	0	11	0	0	44	39	0	40	36	0	0	0	0	29	7	0	179	39	43	0	0	0	0	159	0	619	0	0	0	0	0	436	0	0	0	0																
2161																																																																	0	0	0										131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	6	0	156	6	8	0	0	0	0	0	0	1112	66	0	0	0	0	0	0	0	0	0																
2376																																																																	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2451																																																																	0	0	0							0	0	0	10	22	0	0	0	0	0	0	0	158	100	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	217	0	0	27	0	0	0	0	0	0	0																
2554																																																																	0	0	0							0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0																
2732																																																																	0	0	0	0	0	0	0	0	0	0	0	0	110	0	719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	10	0	0	0	0	0	0	0	0	0	0	0	0	0	719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750																																																																	0	0	0							88	270	0	38	0	21	0	0	0	115	0	110	50	0	0	0	0	0	59	0	80	0	0	0						0	0	0	0	0	0	270	0	88	0	0	0	0	0	0	0	0	0	0	0	0	194	18	44	0	0	0	0	38	0	25	0	0	0	0	0	520	0	0	0	0																
2938																																																																	0	0	0	0	0	0	0	0	0	0	0	0	392	290	73	0	0	0	0	0	0	0	0	0	0	0	0	242	0	3495	0	0	0	0	0	0	0	0	0	0	0	28	0	29	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	27	25	0	0	0	0	156	0	422	15	34	0	0	0	1179	0	0	0	0	0	0	0	0	0	0	0	0	0	210	32	0	0	1460	2035	
3252																																																																	0	0	0							41	757	42	368	0	119	0	0	0	0	0	0	0	0	112	0	0	0	16	0	92	0	0	0						0	0	0	0	0	0	1871	42	41	0	0	0	0	0	0	0	0	0	0	0	0	175	11	99	0	0	0	0	15	0	89	0	0	0	0	0	0	0	0	0	0																
3458																																																																	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	39	0	10	0	0	0	0	0	0	0	0	0	0																
3720																																																																	0	0	0										23	0	0	0	0	0	20	0	0	317	0	0	0	0	0	0	0	39	0	0	0						0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0	0	0	202	0	23	0	0	0	3	0	0	0	0				0	20	0	0	0	0	0	0	0	0	0	39	
3953																																																																	0	0	0							382	0	231	15	0	1112	0	0	0	0	0	0	0	0	327	0	0	0	0	0	28	0	0	0						0	0	0	0	0	0	0	231	382	0	231	1203	0	208	981	0	0	0	0	0	0	64	0	59	0	0	0	0	126	0	26	1	4	0	0	0	57	0	0	0	0				0	0	0	0	0	0	0	0	0	0	28	0	
4138																																																																	0	0	0										373	0	663	0	0	0	334	0	0	0	0	0	0	0	0	658	81	1201	0	0	0						0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	523	32	1	0	0	0	0	0	0	2166	55	24	0	0	0	0	0	0	0	0				166	168	0	0	0	0	129	529	81	0	1201	0	
4156																																																																	69	0	0							76	348	93	573	1	21	0	0	0	646	0	0	0	0	0	0	0	0	41	257	0	0	0	0						0	0	0	12	0	4	348	93	76	0	0	0	0	0	0	0	0	0	0	0	0	93	3	0	0	0	0	0	11	0	219	73	2	0	0	0	0	0	0	0	0				398	248	0	0	0	0	0	41	0	257	0	0	
4231																																																																	0	0	0										300	0	66	0	0	0	0	0	0	601	0	5	0	0	0	469	0	27	0	0	0						0	0	0	0	0	0	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	0	39	0	0	0	0	52	0	797	0	0	0	0	0	0	0	0	0	0																
4437																																																																	0	0	0										1	0	22	0	0	0	3	0	967	0	0	0	0	0	0	1239	0	199	0	0	0						0	0	0	82	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	10	0	0	0	0	100	0	1382	0	0	0	0	0	104	0	0	0	0				0	3	0	0	0	967	1239	0	0	0	0	199	
4839																																																																	0	0	0										3	0	11	0	0	0	0	0	0	0	0	0	0	0	0	10	0	2079	0	0	0						0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	29	0	0	0	0	0	4	0	0	15	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	10	0	0	221	1858	
5005																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	381	0	526	42	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	356	0	0	0	0	0	0	0	0	0	
5069																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1431	1700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1431	0	1700	
5135																																																																	0	0	0							0	52	0	401	8	11	0	3	1	62	20	0	250	0	0	0	0	0	112	0	0	0	0	0						0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	9	207	3	17	0	0	0	0	77	7	390	70	175	0	0	0	0	0	0	0	0																
5210																																																																	0	0	0	0	0	0	0	0	0	0	0	0	40	34	132	0	0	0	0	0	0	202	0	0	230	0	0	194	0	3815	0	0	0	0	0	0	0	0	0	0	0	32	0	80	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	6	0	0	0	0	0	0	0	2529	165	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	3815	0	
5331																																																																	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	259	0	207	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	19	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	
5461																																																																	0	0	0	0	0	0	0	0	0	0	0	0	66	70	14	0	0	0	0	0	0	0	0	0	0	0	0	165	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	1090	0	0	0	0	0	14	0	0	14	0	0	0	0	0	0	23	0	5	0	0	0	0	0	192	0	0	49	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	29	
5751																																																																	0	0	0							4632	778	0	0	0	5	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0						0	0	0	0	0	0	778	0	4632	0	0	0	0	0	0	0	0	0	0	0	0	31	0	11	0	0	0	0	104	8	385	0	0	0	0	0	4725	0	0	0	0																
6039																																																																	0	0	0										410	166	0	0	0	0	0	0	0	358	0	0	0	0	0	0	162	0	0	0	0						0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	36	3	0	20	15	20	0	0	0	0	45	0	256	253	0	0	0	0	9	0	0	0	0				0	0	0	0	0	0	0	0	0	162	0	0	
6057																																																																	0	0	0							0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	44	0	293	0	0	0						0	0	0	0	0	0	12	0	3	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	52	0	29	0	0	0	0	0	0	0	0	0	0																
6141																																																																	0	0	0							21	19	0	0	0	0	0	0	0	0	0	0	108	0	173	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	19	0	21	0	0	0	0	0	0	0	0	0	0	0	0	13	7	0	0	0	0	0	0	0	7	0	0	0	0	0	194	9	0	0	0																
6329																																																																	0	0	0	0	0	0	0	0	0	5	10	0	406	437	159	0	0	0	195	0	90	0	0	0	0	0	0	196	548	705	0	0	0	0	0	0	0	0	0	0	0	0	0	47	74	18	5	0	0	0	0	0	0	0	0	0	34	68	0	1583	38	410	0	0	0	0	219	104	1082	204	30	0	0	0	150	0	0	0	0	0	0	0	86	109	0	0	0	90	196	0	49	499	356	349	
6972																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	6436	0	0	0	0	0	0	0	0	0	0	0	6436	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6436	0	
