"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1583	RCFD1594	RCFD1597	RCFD1658	RCFD1659	RCFD1661	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD5612	RCFD5613	RCFD5614	RCFD5615	RCFD5616	RCFD5617	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDB578	RCFDB579	RCFDB580	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDC866	RCFDC867	RCFDC868	RCFDF166	RCFDF167	RCFDF168	RCFDF169	RCFDF170	RCFDF171	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON1658	RCON1659	RCON1661	RCON2759	RCON2769	RCON3492	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3502	RCON3503	RCON3504	RCON3505	RCON3506	RCON3507	RCON3529	RCON3530	RCON5380	RCON5381	RCON5382	RCON5389	RCON5390	RCON5391	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON5612	RCON5613	RCON5614	RCON5615	RCON5616	RCON5617	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB578	RCONB579	RCONB580	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONC866	RCONC867	RCONC868	RCONF166	RCONF167	RCONF168	RCONF172	RCONF173	RCONF174	RCONF175	RCONF176	RCONF177	RCONF178	RCONF179	RCONF180	RCONF181	RCONF182	RCONF183	
188739																																																																	0	0	0							0	0	0	234	256	0	0	0	0	31	0	0	3	4	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	194	0	0	0	0	0	0	0	0	0																
188757																																																																	2	0	0							0	2	0	0	7	145	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	2	0	0	0	0	145	0	0	120	0	0	0	0	0	0	6	31	0	0	0	0	0	18	0	90	7	0	0	0	0	18	0	0	0	0																
188917																																																																	0	0	0										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	221	0	0	0	0	0	0	0	0	0																
188926																																																																	0	0	0										39	0	521	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0						0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	61	50	69	68	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	135	142	0	0	0	0	
189044																																																																	0	0	0	0	0	0	0	0	0	0	0	0	40	51	9	0	0	0	0	0	101	12	0	0	160	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0	0	256	478	59	0	0	0	0	0	0	0	0	0	0	0	0	54	33	0	183	129	7	0	0	0	0	200	0	1394	122	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	148	176	0	0	0	0	
189129																																																																	0	0	0	0	0	0	0	0	0	0	0	0	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	727	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	1	0	29	0	0	0	0	0	0	426	124	901	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	727	0	
189352																																																																	0	0	0	0	0	0	0	0	0	0	0	0	1970	182	2534	0	0	0	331	0	2277	0	0	0	0	0	0	4169	0	1869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	1	682	285	2	3154	65	1	2264	0	0	0	0	0	0	221	16	9	0	0	0	0	11	0	198	51	26	0	0	0	1369	0	0	0	0	0	0	0	97	234	0	0	0	2277	1370	2799	0	0	1869	0	
189419																																																																	6822	134	1871	0	0	0	0	0	0	0	0	0	2869	1064	350	0	0	0	3000	154	3846	0	9	0	76	0	0	7343	1026	7047	0	0	0	0	0	0	0	0	0	0	0	68	77	43	0	0	0	694	76	123	451	56	62	0	0	0	24	0	0	390	20	1	0	0	0	0	2191	39	5348	1045	951	141	0	0	1734	0	0	0	0	0	0	0	2874	126	154	0	2347	1499	3724	3619	1026	0	6764	283	
189530																																																																	0	0	0										22	102	102	0	0	0	0	0	0	0	0	0	0	0	0	1242	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	33	0	0	0	0	256	0	1555	39	78	0	0	0	0	0	0	0	0																
189549																																																																	0	0	0										0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	49	31	0	0	95	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	
189745																																																																	0	0	0										0	0	3828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1412	0	0	0						0	0	0	543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	2407	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	1412	0	
189820																																																																	0	0	0										255	492	1646	0	0	1646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	107	0	0	0	0	0	0	0	362	0	0	0	0	0	0	0	0	0	0																
189950																																																																	0	0	0							201	12	0	127	0	596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	12	0	201	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0																
190246																																																																	0	0	0							0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	57	0	19	0	0	0	10	0	0	0	0																
190451																																																																	0	0	0										127	0	0	0	0	0	300	0	15	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	115	0	0	86	0	0	0	0	0	0	0	0	182	8	5	0	0	0	0	0	0	17	0	0	0	0	0	57	98	0	0	0				300	0	0	0	15	0	0	0	0	0	0	0	
190554																																																																	0	0	0										527	36	0	0	0	0	278	0	1493	0	0	0	0	0	0	299	253	0	0	0	0						0	0	0	34	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	115	0	21	0	0	0	0	0	0	0	0				278	0	0	0	1493	0	50	249	0	253	0	0	
190563																																																																	0	0	0							6	46	0	16	0	3	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0						0	0	0	0	0	0	46	0	6	0	0	0	0	0	0	0	0	0	0	0	0	58	0	2	0	0	0	0	0	0	181	0	0	0	0	0	55	0	0	0	0																
190639																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	
190648																																																																	0	0	0							812	561	57	314	3	28	0	0	0	0	0	0	725	0	257	0	0	0	99	0	7	0	0	0						0	0	0	0	0	0	561	57	812	630	0	0	567	0	0	0	0	0	0	0	0	49	3	10	0	0	0	0	0	0	64	58	0	0	0	0	1513	0	0	0	0				0	0	0	0	0	0	99	0	0	0	7	0	
190947																																																																	0	0	0							0	8	5	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
190956																																																																	0	0	0							2	51	0	0	0	534	0	0	0	0	0	0	0	0	159	0	0	0	41	0	150	0	0	0						0	0	0	0	0	0	51	0	2	0	0	0	0	0	0	0	0	0	0	0	0	24	19	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0																
191355																																																																	0	0	0							20	661	0	22	0	121	0	0	0	975	0	0	425	304	0	0	0	0	428	0	74	0	0	0						0	0	0	0	0	0	661	0	20	0	0	0	0	0	0	0	0	0	0	0	0	53	0	16	0	0	0	0	162	0	316	0	0	0	0	0	81	0	0	0	0				0	975	0	0	0	0	126	302	0	0	74	0	
191449																																																																	0	0	0							0	31	0	56	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	20	4	0	0	0	0	203	0	0	0	0	0	0	0	207	0	0	0	0																
191663																																																																	0	0	0	0	0	0	0	0	0	938	3380	539	2700	59	196	0	0	0	0	511	12927	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4075	539	938	0	59	0	0	50	0	2147	0	0	0	0	0	159	0	0	0	0	0	0	0	47	0	0	0	0	0	0	12977	0	0	0	0	0	0	0	0	0	0	511	12927	0	0	252	0	0	0	0	
191805																																																																	0	0	0										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0																
191935																																																																	0	0	0	0	0	0	0	0	0	0	0	0	780	64	1	0	0	0	0	650	0	0	0	0	0	0	0	1191	335	0	0	0	0	0	0	0	0	0	0	0	0	590	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	650	0	0	1191	0	0	335	0	0	
192147																																																																	0	0	0										114	0	20	0	0	0	179	0	0	0	0	0	0	0	0	83	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	2	0	343	0	18	0	0	0	0	34	0	592	0	147	0	0	0	3019	708	0	0	0				173	6	0	0	0	0	0	83	0	0	0	0	
192156																																																																	0	0	0										0	0	0	0	0	0	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				358	0	0	0	0	0	0	0	0	0	0	0	
192558																																																																	0	0	0							0	0	10	278	4	0	0	0	0	0	0	0	85	220	0	0	0	0	34	0	0	0	0	0						0	0	0	15	14	0	0	10	0	0	44	0	0	39	0	0	0	0	0	0	0	248	6	10	0	0	0	0	0	0	157	130	52	0	0	0	0	91	0	0	0																
192651																																																																	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0																
192857																																																																	0	0	0							66	57	0	14	0	38	0	0	0	0	0	0	0	0	207	0	0	0	38	0	0	0	0	0						0	0	0	0	0	0	69	0	66	0	0	0	0	0	0	0	0	0	0	0	0	67	0	33	0	0	0	0	80	0	78	0	0	0	0	0	60	0	0	0	0																
193162																																																																	0	0	0							0	0	0	54	0	0	0	0	0	75	0	0	6	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0																
193247																																																																	0	0	0										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0						0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	210	0	0	0	0	
193461																																																																	0	0	0	0	0	0	0	0	0	0	0	0	287	143	0	0	143	0	4094	0	6444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4094	0	0	6444	0	0	0	0	0	0	0	
193537																																																																	0	0	0							10	464	0	276	0	17	0	0	0	0	0	0	2555	0	108	0	0	0	179	0	524	0	0	0						0	0	0	20	0	0	464	0	10	277	0	8	249	0	7	0	0	0	0	0	0	789	0	143	0	0	0	0	612	0	1352	0	9	0	0	0	0	0	0	0	0																
193649																																																																	0	0	0							0	53	19	141	211	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0						0	0	0	48	17	0	53	19	0	0	0	0	0	0	0	0	0	0	0	0	0	118	49	4	0	0	0	0	30	20	180	26	0	0	0	0	54	0	0	0	0																
193809																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	821	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	48	0	0	36	0	0	0	0	0	0	19	0	4	0	0	0	0	997	4	482	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	821	0	
194253																																																																	0	0	0							348	161	0	1012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	163	0	348	0	0	0	0	0	0	0	0	0	0	0	0	13	8	4	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0																
194440																																																																	0	0	0							0	0	0	9	0	0	0	0	0	112	0	0	147	0	0	0	0	0	1801	2090	0	0	0	0						0	0	0	0	0	0	78	0	0	1759	2090	0	1334	1503	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				112	0	0	0	0	0	1801	0	2090	0	0	0	
194936																																																																	0	0	0										159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1267	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	
195072																																																																	0	0	0	0	0	0	0	0	0	0	0	0	2365	0	94	0	0	0	366	42	7	0	0	161	95	0	351	580	0	144	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	1225	115	430	0	0	0	0	3407	270	4236	402	129	0	0	0	1800	0	0	0	0	0	0	0	0	366	0	42	0	7	125	455	0	0	144	0	
195111																																																																	0	0	0	0	0	0	0	0	0	0	0	0	369	0	2525	0	0	0	0	0	0	0	0	0	0	0	0	1880	0	422	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2649	0	253	0	0	0	0	579	0	1347	0	0	0	0	0	3972	0	0	0	0	0	0	0	0	0	0	0	0	0	1365	515	0	0	422	0	
195157																																																																	0	0	0							0	22	0	9	10	0	0	0	0	0	0	0	89	0	26	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	4	1	0	0	0	0	0	0	202	13	0	0	0	0	26	0	0	0	0																
195456																																																																	0	0	0							0	45	0	7	0	0	0	0	0	0	0	0	0	0	658	0	0	0	0	0	558	0	0	0						0	0	0	0	0	0	54	75	0	0	0	658	0	0	592	0	0	0	0	0	0	3	0	0	0	0	0	0	261	0	103	0	0	0	0	0	545	0	0	0	0																
196257																																																																	0	0	0										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0						0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	63	0	0	0	0	0	
196350																																																																	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
196743																																																																	126	0	0										0	0	0	397	0	0	840	0	378	0	0	0	0	0	0	340	0	0	0	0	0						0	0	0	49	0	56	0	0	0	0	0	0	0	0	0	0	0	0	18	0	2	52	0	10	0	0	0	0	40	204	977	0	21	0	0	0	468	0	0	0	0				440	400	0	0	378	0	340	0	0	0	0	0	
196752																																																																	0	0	0							0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0																
196800																																																																	0	0	0										138	0	49	0	0	0	350	0	0	0	0	0	0	0	0	1508	0	0	0	0	0						0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	251	0	3243	0	0	0	0	0	300	0	0	0	0																
197142																																																																	0	0	0										33	0	0	0	0	0	21	0	0	249	0	0	0	0	0	487	0	326	0	0	0						0	0	0	0	0	0	50	3	0	0	0	0	0	0	0	0	0	0	0	0	0	242	42	0	0	0	0	0	129	0	813	22	40	0	0	0	108	0	0	0	0																
197254																																																																	0	0	0							86	135	12	13	0	0	0	0	0	0	0	0	0	82	90	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	135	12	86	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
197302																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
197357																																																																	0	0	0										345	0	155	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	50	57	0	0	0	331	0	148	248	0	130	0	0	0	0	0	0	123	3	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
197478	0	0	0	5719	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	564	0	0	445	0	0	0	0	0	0	0	0	14	0	0	0	0	0	2102	0	0	0	0	0	0	0	0	0	0	0	0	0																			21541	0	10558	0	0	0	20213	0	408	11797	0	2231												905	0	136																							1483	0	7517	0	0	0											10559	10982	0	0	10558	0	0	11797	0	0	0	2231	
197740																																																																	0	0	0							0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	489	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	123	83	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	184	0	0	0	489	
197759																																																																	0	0	0							0	0	0	259	501	0	0	0	0	0	0	0	0	0	32	0	0	0	276	0	1734	0	0	0						0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	10	18	0	0	0	0	0	7	394	0	107	0	0	0	1	7	0	0	0				0	0	0	0	0	0	0	276	0	0	0	1734	
198046																																																																	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0						0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0																
198103																																																																	0	0	0										0	0	0	0	0	0	0	0	963	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
198149																																																																	0	0	0							20	0	0	97	0	0	0	0	0	354	0	914	0	0	0	0	0	0	0	0	456	0	0	0						0	0	0	17	0	0	266	0	20	0	0	0	0	0	0	0	0	0	0	0	0	90	0	11	0	0	0	0	139	0	258	0	11	0	0	0	170	0	0	0	0				354	0	0	0	706	208	0	0	0	0	456	0	
198251																																																																	0	0	0										299	0	0	0	0	0	1345	0	0	0	0	0	0	0	0	777	0	0	0	0	0						0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	4	0	0	0	0	0	55	0	776	0	0	0	0	0	0	0	0	0	0				0	1345	0	0	0	0	760	17	0	0	0	0	
198831																																																																	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	34	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	86	0	16	0	0	0	0	0	0	356	0	0	0	0	0	453	0	0	0	0	0	0	0	34	0	0	0	0	0	0	143	0	0	0	0	
198859																																																																	0	0	0							0	22	0	432	0	33	0	0	0	0	0	0	492	55	0	0	0	0	85	0	0	0	0	0						0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	5	3	0	0	0	0	0	0	164	8	0	0	0	0	0	0	0	0	0																
198961																																																																	0	0	0										135	16	0	0	0	0	0	0	0	55	0	0	0	0	0	218	0	0	0	0	0						0	0	0	0	0	0	120	0	4	0	0	0	0	0	0	0	0	0	0	0	0	191	25	7	0	0	0	0	0	0	694	0	0	0	0	0	0	0	0	0	0																
199052																																																																	0	0	0							0	0	0	325	0	0	0	0	0	0	0	0	383	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	38	77	0	155	77	0	139	69	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0																
199137																																																																	0	0	0										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
199351																																																																	0	0	0										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
199436																																																																	0	0	0										400	28	255	0	0	0	20	10	0	354	0	4	0	0	0	217	0	58	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	13	70	0	0	0	0	75	0	948	241	0	0	0	0	53	123	0	0	0				0	20	0	10	0	0	0	217	0	0	0	58	
199454																																																																	0	0	0										41	0	229	0	0	0	0	0	426	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	8	0	0	0	0	0	221	0	262	174	22	11	0	0	0	0	0	0	0				0	0	0	0	0	426	0	0	0	0	0	0	
199463																																																																	0	0	0										881	264	853	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0						0	0	0	0	0	0	4	0	0	264	0	853	211	0	624	0	0	0	0	0	0	58	58	66	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	5	89	0	0	0	0	
199940																																																																	0	0	0										2767	0	100	0	0	0	896	1576	0	0	0	0	218	0	0	1581	0	835	0	0	0						0	0	0	1698	0	2134	297	53	0	0	0	0	0	0	0	0	0	0	8	0	0	246	0	0	0	0	0	0	302	0	1576	0	254	16	0	0	2134	41	0	0	0				896	0	1576	0	0	0	1581	0	0	0	835	0	
200042																																																																	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	48	0	0	0	0	0	0	0	239	52	0	0	0	0	0	0	0	0	0																
200435																																																																	0	0	0	0	0	0	0	0	0	0	0	0	5	0	84	0	0	0	0	0	0	68	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	385	42	215	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	79	
200640																																																																	0	0	0	0	0	0	0	0	0	0	0	0	638	0	2858	0	0	0	0	0	0	0	0	0	0	0	0	315	0	792	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	5	0	0	0	0	0	0	0	0	28	0	0	0	471	0	0	0	0	0	0	0	0	0	0	0	0	0	40	275	0	0	792	0	
201049																																																																	0	0	0										12	0	24	0	0	0	0	0	0	48	0	0	0	0	0	24	0	45	0	0	0						0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	59	0	0	0	0	140	0	251	0	10	0	0	0	118	0	0	0	0				0	0	0	0	0	0	24	0	0	0	45	0	
201124																																																																	0	0	0										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	19	14	0	0	0	0	0	203	0	125	76	0	0	0	0	0	0	0	0	0																
201254																																																																	0	0	0							0	0	0	659	227	188	0	0	0	56	0	900	0	0	0	0	0	0	1297	356	703	0	0	0						0	0	0	360	17	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1013	23	84	0	0	0	0	193	11	0	0	0	0	0	0	0	0	0	0	0				0	56	0	0	900	0	0	1297	0	356	0	703	
201441																																																																	0	0	0										0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	118	58	0	0	0	0						0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	68	40	0	0	0	0	261	0	259	175	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	118	0	58	0	0	
201638																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2009	0	1226	0	0	0	0	0	0	978	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	194	0	1067	0	0	0	0	0	1420	0	0	0	0	0	0	0	839	1170	0	0	948	278	978	0	0	0	0	0	
201647																																																																	0	0	0							315	67	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0						0	0	0	0	0	0	67	0	315	0	0	58	0	0	52	0	0	0	0	0	0	105	1	54	0	0	0	0	75	0	118	0	0	0	0	0	1232	0	0	0	0																
