"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDA519	RCFDA520	RCFDB556	RCFDC009	RCFDC010	RCFDC436	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONA519	RCONA520	RCONB556	RCONC009	RCONC010	RCONC436	TEXT3549	TEXT3550	TEXT3551	
	REPOSSESSED PERSONAL PROPERTY	HISTCL COST OF ALL OTH AVL-FOR-SALE	NET DEFERRED TAX ASSETS	OTHER ASSETS	PREPAID EXPENSES	ALL OTHER ASSETS	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	INT-ONLY STRIPS RCVBL ON:MORTG LOANS	INT-ONLY STRPS RCVBL ON:OT FIN ASSTS	ACCRUED INTEREST RECEIVABLE	CASH SURRENDER VAL OF LIFE INSURANCE	DERIVATIVES W/POSITIVE FAIR VALUE	RETAINED INT IN ACCURED INTEREST	REPOSSESSED PERSONAL PROPERTY	HISTCL COST OF ALL OTH AVL-FOR-SALE	NET DEFERRED TAX ASSETS	OTHER ASSETS	PREPAID EXPENSES	ALL OTHER ASSETS	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	INT-ONLY STRIPS RCVBL ON:MORTG LOANS	INT-ONLY STRPS RCVBL ON:OT FIN ASSTS	ACCRUED INTEREST RECEIVABLE	CASH SURRENDER VAL OF LIFE INSURANCE	DERIVATIVES W/POSITIVE FAIR VALUE	RETAINED INT IN ACCURED INTEREST	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	
37																0	250	240	1239	64	64	0	0	0	0	0	685	0	0	0				
242																0	150	0	320	0	5				0	0	165	0	0	0				
279																0	1866	0	2514	41	102	0	0	0	0	0	546	38	0	0				
354																0	5	33	112	0	3	0	0	0	0	0	71	0	0	0				
439																0	351	343	2023	0	196	0	0	0	0	0	1133	0	0	0				
457																0	40	0	742	0	434	0	0	0	0	0	268	417	0	0				
505																0	1719	0	6707	2270	3705	0	0	0	0	0	1283	0	0	0				
1146																0	1817	0	11134	1234	8586	5405	0	0	0	0	731	0	0	0	LTC-Title Plant Investment                                                                                                                                                                       			
1155																0	520	184	4701	52	2869	39	0	0	0	0	1128	2741	0	0	Computer Software                                                                                                                                                                                			
1351																0	0	0	1161	35	35	0	0	0	0	0	1128	0	0	0				
1454																0	1087	0	3552	508	669	0	0	0	0	0	1796	0	0	0				
1557																0	23	0	569	29	49	0	0	0	0	0	497	0	0	0				
1632																0	1200	0	5623	0	2685	1342	0	0	0	0	1738	1094	0	0	Current tax accrual                                                                                                                                                                              			
1669																36	682	0	8049	231	5364	0	0	0	0	0	2003	5095	0	0				
1829																0	1308	0	3818	618	944	0	0	0	0	0	1566	0	0	0				
1856																2	2033	0	3184	196	198	0	0	0	0	0	953	0	0	0				
2040																0	1056	0	2331	290	429	73	66	0	0	0	846	0	0	0	Petroleum Cleanup Receivables                                                                                                                                                                    	Computer Software                                                                                                                                                                                		
