"IDRSSD"	RCFD0010	RCFD0022	RCFD0073	RCFD0074	RCFD0083	RCFD0085	RCFD0090	RCON0010	RCON0020	RCON0070	RCON0073	RCON0074	RCON0080	RCON0082	RCON0083	RCON0085	RCON0090	
	CASH AND DUE FROM DEPOSITORIES	CASH & CASH ITEMS IN PROCESS OF COLL	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	CASH AND DUE FROM DEPOSITORIES	CASH ITEMS IN PROCESS OF COLLECTION	BALANCES WITH BKS IN FGN COUNTRIES	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	CURR&COIN (U.S. & FGN) VAULT CASH	BALS DUE FROM DEPOSITORY INSTS IN US	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	
37								1672										
242								783										
279								2698										
354								54										
439								8633										
457								581										
505								9942										
1146								23376	3493	0	0	0	1657	6583	0	6583	11643	
1155								4072										
1351								1582										
1454								17769	10495	0	0	0	4752	1926	0	1926	596	
1557								1004										
1632								5869										
1669								11069										
1829								18320										
1856								545										
2040								3034										
2161								18082										
2376								12407	0	0	0	0	2206	10053	0	10053	148	
2451								3541										
2554								880										
2732								20066	2916	0	0	0	3323	10449	0	10449	3378	
2750								1970										
2938								8443										
2956								2718										
3252								9896										
3458								5062										
3506								35500	17383	127	0	127	11378	438	0	438	6174	
3579								9151	2496	0	0	0	3801	437	0	437	2417	
3720								5078										
3953								2913										
4138								5089										
4147								851										
4156								3240										
4231								3984										
4437								4879										
4745								530										
4839								4071										
5005								4180	0	0	0	0	1039	633	0	633	2508	
5050								2110										
5069								1483	31	228	0	228	88	1078	0	1078	58	
5135								5460										
5210								20409	5183	0	0	0	8921	1317	0	1317	4988	
5247								23460	43	0	0	0	6084	10671	0	10671	6662	
5274								5328										
5331								9238										
5461								23802										
5751								1040										
5939								59641	43634	258	0	258	9915	755	0	755	5079	
6039								3300										
6057								406										
6141								3096										
6329								8779										
6972								51949	2557	0	0	0	6785	40453	0	40453	2154	
7009								9735	0	5000	5000	0	10	4700	0	4700	25	
7045								3480										
7157								1582										
7166								14129	9392	0	0	0	2339	2368	0	2368	30	
7456								1093										
7634								1690										
8033								3550										
8417								63467	0	0	0	0	0	26990	0	26990	36477	
8462								6535										
8547								8574	4	0	0	0	3292	4020	0	4020	1258	
8631								1021										
9115								74101	47233	0	0	0	16259	243	0	243	10366	
9357								18201	9525	0	0	0	1696	6526	0	6526	454	
9553								3552										
9807								72307	29210	0	0	0	5228	33798	0	33798	4071	
9955								7071										
10157								3192										
10250								9808										
