"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2343	RCON2344	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON2604	RCON5590	RCON6648	RCON6810	RCON6835	RCONA241	RCONA242	RCONA243	RCONA244	RCONA579	RCONA580	RCONA581	RCONA582	RCONA584	RCONA585	RCONA586	RCONA587	RCONB549	RCONB550	RCONB551	RCONB552	
3579	29340	8	33678	29162	0	90563	0	0	0	0	0	0	169674	0	3584	37187		84115	19032	16779	59572	23544	0	0	17367	42205	19605	4938	7739	15805	9350	4293	56877	153415	0	12675	
3720	18047	0	3869	16514	0	56687	0	0	0	0	0	0	66369	0	263	16481		30658	1183	4750	25115	14557	0	0	10393	14776	5388	101	6870	7687	1924	0	52818	66106	0	0	
3953	5531	44	2243	16424	0	24328	0	0	0	0	0	0	44588	0	3612	8406		15639	15012	409	13789	7684	0	0	4634	9564	1307	134	2054	5630	408	315	22041	40976	0	0	
4138	23032	13	1092	16546	0	30129	0	0	0	0	0	0	116880	0	5562	26162		42892	24794	8497	40047	24042	0	0	11415	28632	2136	709	6754	17288	1048	1072	29024	111318	0	0	
4147	10979	0	495	13196	0	25623	0	0	0	0	1960	0	58979	0	3342	6783		23221	17997	5602	17891	5659	0	1960	6072	11819	5329	0	1782	3878	1123	0	25128	55637	0	0	
4156	7395	0	6219	15063	0	32548	0	0	0	0	0	0	58565	0	5198	7914		27390	15866	5164	16918	5130	0	0	6048	10870	5771	4701	2589	2541	1127	1657	26329	53367	0	0	
4231	12341	0	6438	12202	0	22743	0	0	0	0	0	0	65734	0	9946	23704		20713	8977	8374	15018	15719	0	0	4066	10952	4866	829	5978	9741	5479	2506	16305	55788	0	0	
4437	88309	1	522	17362	0	34634	0	0	0	0	0	0	113229	0	4046	5020		19888	12	7411	11158	2252	0	0	2843	8315	7390	1340	319	1933	2048	720	34111	109183	0	0	
4745	863	0	221	997	0	2452	0	0	0	0	0	0	6397	0	1342	1110		3591	833	1190	2657	1110	0	0	511	2147	848	85	909	201	0	0	2231	5055	0	0	
4839	33057	11	51	34174	0	39425	0	0	0	14001	14001	0	133470	0	4200	43891		44054	12467	8305	35380	30995	0	2999	9537	25843	5031	3643	10561	20434	9773	3124	39153	128874	210	396	
5005	71677	4	2753	26877	0	49163	0	0	0	0	0	0	197685	0	1318	30102		76712	19194	17634	45670	17931	0	0	11819	33851	28458	2584	3508	14423	10095	2076	46406	196367	0	0	
5050	4946	11	1406	12093	0	20537	0	0	0	0	0	0	55932	0	5994	9461		19636	21889	5545	11321	7232	0	0	3042	8311	5507	2776	5578	1654	1357	873	18953	49639	167	299	
5069	39780	0	0	6881	0	9339	0	0	56275	30262	86537	0	261898	0	13677	102531		112935	6652	467	98368	96365	44703	27062	49779	48589	14094	473	58127	38238	6066	100	9339	209729	0	38492	
5135	13435	0	9902	21337	0	44963	0	0	0	0	0	0	105360	0	6557	31859		42947	17119	9934	40354	30873	0	0	12470	27884	2476	117	7148	23725	986	0	35061	96820	0	1983	
5210	126317	40	21145	73912	0	181879	0	0	0	0	0	0	472008	0	6378	43182		189424	113085	42433	108539	23571	0	0	38631	71692	58011	21089	14499	9287	11050	8346	160694	465630	0	0	
5247	230216	0	3096	69925	0	84225	0	0	0	0	0	0	819959	0	12561	39582		184295	365866	41595	138479	30544	0	0	64798	74861	27886	16750	14785	16134	4378	4285	81129	807398	0	0	
5274	5031	0	4	9957	0	12927	0	0	0	0	0	0	70900	0	4356	9386		37446	19036	5621	16909	5490	0	0	7219	10692	10162	9373	1491	3999	2424	1472	12923	66544	0	0	
5331	24835	2	560	41451	0	62647	0	0	0	0	0	0	132820	0	0	12334		30522	65129	7675	20038	9531	0	0	9517	10521	5603	4881	6060	3471	620	2183	62085	132820	0	0	
5461	35001	23	3837	109847	0	147872	0	0	0	0	0	0	150850	0	4012	29505		22114	64230	8144	17416	26431	0	0	9986	10269	1424	435	12266	14448	686	2105	143964	146838	48	0	
5751	4678	12	1587	5747	0	15838	0	0	0	0	0	0	61358	0	21902	7511		11851	37318	4283	9447	4999	0	0	3103	6344	2265	139	1855	3144	2410	102	14239	39456	0	0	
5939	152510	0	1277	219816	0	447606	0	0	0	0	0	0	2108217	0	27984	281750		872903	801054	143965	743759	252400	0	0	113514	630245	90826	38318	37438	214962	21011	8339	446329	2080233	0	0	
6039	6247	0	3743	8462	0	18677	0	0	0	0	0	0	50195	0	2785	13923		25885	4140	8224	24704	12931	0	0	7082	17622	1161	20	4623	8308	992	0	14929	47404	5	6	
6057	866	0	584	969	0	3059	0	0	0	0	0	0	10413	0	1719	635		8271	641	441	5598	434	0	0	1929	4109	1845	388	205	229	200	0	2475	8694	0	0	
6141	1966	7	1043	9320	0	17172	0	0	0	0	0	0	14020	0	1949	4733		6339	982	1105	5265	4204	0	0	2292	2973	838	236	2779	1425	429	100	16122	12071	0	0	
6329	11539	11	19010	45953	0	86017	0	0	0	0	0	0	123837	11	7131	45049		48806	18443	10334	46349	37909	0	0	20470	25879	2077	380	17539	20370	6351	789	66996	116695	0	0	
6972	73578	84	19144	142532	0	200200	0	0	0	0	0	0	399878	0	2500	30704		99664	195932	37148	79225	26618	0	0	29695	49530	17937	2502	9293	17325	3149	937	180296	397378	676	0	
7009	0	25	4	31499	0	31499	0	0	0	0	0	0	420296	0	0	0		0	420296	72	0	0	0	0	0	0	0	0	0	0	0	0	31470	420296	0	0	
7045	9590	1	16885	11677	0	39758	0	0	0	0	0	0	49161	0	5260	5847		24491	9233	4530	8690	2013	0	0	2869	5821	9376	6425	907	1106	1254	2580	22872	43901	0	0	
7157	1742	0	205	3286	0	5987	0	0	0	0	0	0	21820	0	1658	2828		12520	4730	2298	11322	2499	0	0	4063	7259	1198	0	1271	1228	329	0	5782	20162	0	0	
7166	107685	53	1234	63263	0	72248	0	0	0	0	14500	0	352292	0	5445	107943		62660	74004	6848	43200	87225	0	14500	15800	27400	18744	716	32990	54235	19905	813	70961	338847	0	8000	
7456	5175	6	3307	5728	0	11574	0	0	0	0	0	0	23457	0	2213	2360		15214	708	1936	12104	2257	0	0	4021	8083	3104	6	670	1587	103	0	8258	21244	3	0	
7634	3613	1	852	5469	0	8733	0	0	495	0	495	0	23195	0	607	6686		12118	778	1768	9897	5819	198	0	3346	6551	1557	664	1866	3953	367	500	7369	22588	511	0	
8033	6885	13	990	10027	0	16571	0	0	0	0	0	0	26861	0	2762	7057		11935	984	1541	9476	5306	0	0	3896	5580	1058	1401	3380	1926	959	792	15568	24099	0	0	
8417	0	0	0	183569	0	183569	0	0	0	0	0	0	53736	0	0	0		0	53736	607	0	0	0	0	0	0	0	0	0	0	0	0	183569	53736	0	0	
8462	264	6	2363	9422	0	26509	0	0	0	0	0	0	39055	0	7118	24021		11604	3166	2256	10574	24021	0	0	5696	5332	576	0	13108	10913	0	0	24140	31937	0	0	
8547	27451	0	11115	23241	0	40665	0	0	396	400	796	0	157413	0	4713	18256		78664	33042	13805	55850	14448	396	300	18237	37613	17921	4893	6352	8096	3026	782	29550	152700	0	0	
8631	11135	0	1649	6958	0	14692	0	0	0	0	0	0	27709	0	201	2860		10585	3129	2719	6414	1310	0	0	3216	3198	2492	1679	590	720	1083	467	13043	27508	0	0	
9115	468884	177	30410	347412	0	438571	0	0	0	0	0	0	2141057	0	466163	171850		138678	1361645	25769	112561	167153	0	0	37763	74798	24674	1443	142489	24664	3138	1559	406058	1674894	1926	0	
9357	99870	420	0	18503	0	25847	0	0	0	0	0	0	249481	5220	0	3571		1366	144674	1533	993	3266	0	0	1006	321	39	0	3361	210	0	0	25427	244261	0	0	
9553	0	1	1399	7336	0	16047	0	0	0	0	0	0	34462	0	3480	7499		22272	4691	5755	20300	6945	0	0	9464	10836	1972	0	3128	3817	554	0	14647	30882	0	100	
9807	232188	27	14315	58132	0	112788	0	0	0	0	0	0	1460896	0	284050	178935		126153	923620	76844	105609	169724	0	0	46210	59399	18697	1847	74644	95080	8570	641	98446	1176846	0	0	
9955	5657	2	4202	7094	0	25596	0	0	0	0	0	0	48010	1	15493	12239		17993	12121	2958	14439	10321	0	0	4289	10186	2823	695	6050	4271	1818	100	21392	32516	0	0	
10157	5227	0	1036	8751	0	15886	0	0	0	0	0	0	41366	0	6989	8148		22001	5990	2404	16652	6848	0	0	4565	12087	3759	1590	4744	2104	400	900	14850	34377	0	0	
10250	0	20	4404	36689	0	73282	0	0	0	0	0	0	173801	0	10941	41730		91138	40933	30242	40666	16648	0	0	13459	27207	26379	24093	4364	12284	11525	13557	68858	162860	0	0	
10849	51169	360	1282	8112	0	15789	0	0	0	0	0	0	162311	522	23907	44534		52996	13612	5553	32413	32207	0	0	13404	19009	20239	344	12591	19616	12171	156	14147	137882	0	0	
10858	93922	138	3970	12171	0	16786	0	0	0	0	0	0	296071	0	35694	60670		122071	19408	8931	83575	42115	0	0	26433	57142	32012	6484	19295	22820	17542	1013	12678	260377	0	0	
11145	16290	0	19322	14484	0	41446	0	0	0	0	0	0	69364	0	9667	6929		23502	22643	3615	12839	2895	0	0	5791	7048	7146	3517	1468	1427	3826	208	22124	59697	0	0	
11640	7553	2	23835	45378	0	88869	0	0	0	0	0	0	81300	0	20190	30601		32294	10852	5863	22866	24961	0	0	8270	14803	3666	5555	17022	7940	3239	2400	64917	61110	115	0	
11837	5010	1	6680	5212	0	21441	0	0	1584	100	1684	0	47777	1	1154	12625		26112	4031	4739	13136	4479	792	100	4170	8966	6223	6752	1575	2905	1816	6329	14760	46622	0	0	
12030	10517	33	3582	19163	0	34478	0	0	0	0	0	0	145686	0	3690	49760		82162	3247	3401	71618	40426	0	0	21392	50226	5363	5181	12769	27657	4692	4642	30863	140574	0	1422	
12058	5802	35	1625	10832	0	18099	0	0	0	0	0	0	76197	0	8894	11838		38310	20247	4438	27306	9573	0	0	11959	15347	7829	3175	3734	5839	1530	735	16439	67303	0	0	
12142	19951	0	17	28253	0	66480	0	0	0	0	0	0	101325	0	23588	43652		30683	7039	9463	28794	43650	0	0	12358	16436	1694	195	24814	18838	0	0	66463	77737	0	0	
12245	16455	0	2564	14691	0	20540	0	0	0	0	2000	0	61391	0	9085	14192		19638	11106	4741	14997	13222	0	2000	5640	9357	4220	421	3087	10135	970	0	17976	52306	0	0	
12311	2831402	0	149939	2194686	157	2473081	0	0	0	859696	1936096	0	16316816	0	578901	2795233		2940441	7749740	600614	1003766	1302680	0	1076400	376502	627264	1368605	568070	593137	709543	660797	831756	2287383	15737915	35602	0	
12357	1212	0	804	3403	0	7070	0	0	0	0	0	0	22480	0	2233	3160		13267	4841	1864	9765	2733	0	0	2568	7197	3502	0	729	2004	427	0	6266	20247	0	0	
12647	6131	0	1365	9046	0	11933	0	0	792	0	792	0	37862	0	3105	5352		16556	9823	5240	9628	3838	0	0	3145	6483	6928	0	1318	2521	1513	0	10568	34757	0	0	
12656	911	0	320	1524	0	2749	0	0	0	0	0	0	5540	0	1561	1007		2519	1103	262	2373	1007	0	0	918	1455	146	0	700	307	0	0	2429	3979	0	0	
12937	11174	0	0	28328	0	40552	0	0	0	0	0	0	79327	0	0	30536		14491	23126	4802	13952	30185	0	0	4718	9234	539	0	23100	7085	351	0	40552	79327	0	0	
12946	16388	21	6150	18507	0	32545	0	0	1641	0	1641	0	316596	0	38085	100596		116020	83592	21585	85834	83000	1641	0	40737	57332	13732	4219	48745	41592	7639	2620	26374	277601	0	910	
12955	6872	5	1058	14540	0	23273	0	0	0	0	0	0	50686	0	11275	10813		16480	16521	4812	11395	9074	0	0	3776	7619	4946	139	5047	4027	1739	0	22210	39411	0	0	
13037	18102	14	854	14626	0	24069	0	0	0	0	0	0	77689	0	160	9418		37699	12470	5372	24324	7208	0	0	8505	15819	10130	3245	2821	4387	1282	928	23201	77529	0	0	
13103	192361	18	5711	25337	0	76783	0	0	0	0	0	0	565793	0	13229	38974		146825	187633	43401	114923	29330	0	0	36108	78815	28167	3735	7804	21526	8135	1509	71008	551146	46	1418	
13251	1448	0	41	3453	0	4914	0	0	0	0	0	0	24488	0	1511	1513		11674	9852	2462	10181	1513	0	0	2837	7344	1493	0	236	1277	0	0	4873	22977	0	0	
13309	281522	16	6120	165594	0	204199	0	0	0	169850	169850	0	1394062	0	204132	285876		388727	437937	95241	249226	100651	0	25000	72192	177035	110068	29432	45072	55579	143597	41627	198024	1183886	39	6044	
13457	2461	0	360	1498	0	4214	0	0	0	0	0	0	11945	0	875	1077		5370	3037	1093	4605	1077	0	0	1621	2984	765	0	105	972	0	0	3854	11070	0	0	
14052	9218	3	3566	11034	0	18013	0	0	0	0	0	0	39814	0	525	8193		14358	8045	2416	12619	6983	0	0	3781	8838	1731	8	1213	5770	1210	0	13475	39289	969	0	
14155	5081	7	1563	9556	0	19764	0	0	0	0	0	0	52989	0	10901	6712		22584	18612	3999	15232	4642	0	0	5291	9941	3639	3713	1734	2908	1005	1065	18194	42088	0	0	
14258	19587	31	8860	93688	0	132854	0	0	5344	2549	7893	0	350382	0	17284	56764		44328	229703	19915	30372	44444	2374	100	14935	17210	10013	2170	27037	19761	6804	3162	123896	333098	67	0	
14409	8694280	1153	184562	1312240	0	2027700	0	0	0	0	0	0	19636913	0	858848	2393447		2738761	5810425	601368	2246281	2178890	0	0	999673	1246608	392294	100186	1293458	885432	148071	66486	1836369	18778065	5616	0	
14454	2633	0	305	2523	0	4339	0	0	6728	5946	12674	0	29256	0	1359	8317		12960	5346	1110	10163	7017	5155	4846	4780	5383	2004	793	2991	4026	1000	300	4034	23242	0	4655	
14650	4272	9	2233	5483	0	10599	0	0	0	0	0	0	12419	0	451	1285		6148	714	1443	5261	1185	0	0	3242	2334	541	31	562	623	0	100	8357	11968	0	0	
14753	4403	0	147	5206	0	7026	0	0	0	0	0	0	17849	0	1354	3285		10161	0	2927	8721	2842	0	0	5294	4536	331	0	1995	1090	200	0	6879	16495	0	0	
14865	11552	25	2534	19156	0	44228	0	0	62	0	62	0	90570	0	14109	19991		29531	29496	4411	21442	17693	62	0	9639	12584	5250	2057	11955	5738	1795	504	41669	76461	0	0	
14931	3115	12	96	13558	0	16272	0	0	0	0	0	0	10425	0	200	584		2433	4292	331	2281	584	0	0	1260	1076	97	0	210	374	0	0	16164	10225	0	0	
14940	24879	3	221	7918	0	9550	0	0	0	0	0	0	107775	0	2484	14586		23966	44344	8831	18633	12954	0	0	8710	9923	4328	1005	5451	7503	922	710	9326	105291	0	0	
15536	161666	7	867	95576	0	117763	0	0	34638	43895	78533	0	820082	0	5808	147819		341815	168782	69952	318718	143098	34638	43795	117690	201028	22841	256	57356	85742	4621	101	116675	775890	214	38384	
16337	37896	93	6904	56523	0	92028	0	0	0	0	0	0	165782	0	7354	51478		66598	9810	18692	54069	42771	0	0	28601	29201	8545	251	14050	30196	7012	220	84842	157628	189	800	
16458	51377	46	719	14344	0	21247	0	0	0	0	0	0	135379	0	5667	13917		27973	42112	8225	16279	7451	0	0	7636	8841	10597	899	3313	4138	6094	372	20358	129712	124	0	
16551	13361	9	1318	9500	0	16389	0	0	0	12972	12972	0	66941	0	2440	21984		26479	5117	7322	17740	9678	0	2014	9562	11408	4567	942	4391	6136	8292	3165	15062	64501	0	0	
16748	6324	0	793	8025	0	12381	0	0	0	0	0	0	28241	0	843	2148		17260	2509	3259	7836	1517	0	0	6545	6197	3238	1280	1204	429	515	0	11588	27398	0	0	
16944	7015	0	1423	3690	0	9966	0	0	0	0	0	0	15046	0	699	329		5588	2114	928	4237	329	0	0	1941	2418	1229	0	100	229	0	0	8543	14347	0	0	
16953	3614	0	569	4556	0	8146	0	0	0	0	0	0	17993	0	1701	1944		9516	2919	520	5756	1444	0	0	2129	3627	3760	0	400	1044	500	0	7577	16292	0	0	
17110	0	0	0	0	0	0	0	0	0	0	0	0	131622	0	13906	113648		17696	278	0	17696	113648	0	0	17676	20	0	0	100098	13550	0	0	0	117716	0	0	
17147	181028	63	7789	38503	0	51939	0	0	14876	0	14876	0	530820	0	51077	75812		136236	137745	30577	82537	65303	0	0	20564	61974	28849	24849	49699	15604	5646	4863	35171	479743	8916	0	
17259	19302	8	80	4379	0	8237	0	0	0	0	0	0	40390	0	2786	4416		15598	1073	3998	8245	1882	0	0	2679	5566	4639	2714	512	1370	1294	1240	8149	37604	0	0	
17464	32889	226	11489	140225	0	173587	0	0	0	0	0	0	540229	0	53397	21471		33521	452348	8538	25663	15325	0	0	10912	14751	7207	650	7178	8147	4692	1454	161872	486832	0	0	
17549	47064	6	3476	32791	0	46463	0	0	16899	12729	29628	0	170289	0	11645	46795		44684	31746	3554	43152	46079	16899	12629	17963	25189	1459	73	24902	21177	716	0	42981	144621	0	14023	
17839	8450	3	4192	22621	0	41584	0	0	0	0	0	0	101244	0	5980	29758		31710	31326	8910	21704	21787	0	0	7933	13771	5857	4149	9136	12651	4672	3299	37389	95264	0	0	
17950	24180	470	10005	17836	0	42459	0	0	0	0	0	0	69749	70	8437	13359		23163	9047	5344	18779	12496	0	0	6353	12426	3912	472	7501	4995	863	0	31984	61242	0	0	
18050	22298	12	27732	48665	0	96480	0	0	0	0	0	0	127418	0	5755	28771		55776	20573	10274	46429	23763	0	0	19099	28891	7711	75	9907	13978	4886	0	68736	121663	0	0	
18135	25220	120	0	32689	0	48831	0	0	0	0	0	0	84657	0	8000	22223		17301	19913	2390	13453	20801	0	0	3423	10030	2510	1338	5508	15293	1202	220	48711	76657	0	0	
18368	14922	5	5692	21042	0	25158	0	0	0	0	0	0	379582	0	3450	45599		36252	282809	5671	34384	44371	0	0	15454	18939	1859	0	23490	20881	1228	0	19401	376132	60	0	
18377	5612	0	0	0	0	0	0	0	0	0	0	0	18030	0	22	1251		11167	0	1459	5311	528	0	0	1559	3752	5186	670	103	425	481	242	0	17608	0	400	
18827	47252	8	5551	21324	0	49242	0	0	0	0	0	0	89302	0	9916	9372		30178	2500	7291	18611	4645	0	0	8236	10644	5706	5592	3148	1497	2229	2498	43683	79386	0	0	
18836	9335	2	1667	13920	0	23207	0	0	198	0	198	0	91502	0	221	24684		47847	9636	10568	26368	10932	99	0	13051	15726	12984	6086	5220	6052	8416	4996	21538	90281	0	1000	
18854	0	0	2947	2367	0	8014	0	0	0	0	0	0	14571	0	2070	4441		8461	1670	598	7682	4038	0	0	2590	5092	708	70	2687	1351	303	100	5067	12501	0	0	
18957	6167	3	4102	4063	0	11523	0	0	0	0	0	0	35002	0	5656	10702		15445	2688	3509	11306	8555	0	0	3000	8306	3262	877	5190	3365	1569	578	7418	29346	0	0	
19356	7413	9	5110	14088	0	28116	0	0	0	0	0	0	41048	0	1303	5099		26794	1742	3899	19303	4086	0	0	5917	13682	6548	647	1405	2681	675	338	22079	39745	918	0	
19730	399270	68	5937	190963	0	207438	0	0	0	0	0	0	1004788	0	51631	99171		238328	268019	53711	167202	85173	0	0	68853	103027	54393	12055	46823	38687	10264	3397	201366	953157	67	0	
19936	8945	2	21197	34523	0	72937	0	0	0	0	0	0	71685	0	8523	21066		26203	15471	3990	22682	19105	0	0	7133	15550	2463	1057	8965	10140	1554	407	51738	63162	0	0	
19972	39139	0	0	0	0	0	0	0	0	0	0	0	39139	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39139	0	0	
20053	1828	0	459	2895	0	4454	0	0	0	0	0	0	17554	0	3374	2903		9066	3757	1609	5725	2596	0	0	2768	3361	2929	8	404	2192	307	0	3995	14180	0	0	
20147	15512	0	1011	7162	0	9950	0	0	0	0	0	0	28717	0	667	1533		11672	0	1142	5166	500	0	0	1539	3691	3244	3198	0	500	332	701	8939	28050	0	0	
20259	12242	17	3653	12496	0	22520	290	0	0	0	0	0	13479	0	1273	181		1047	9	279	781	181	0	0	984	60	0	2	181	0	0	0	18560	12206	0	0	
20370	18689	23	797	24186	0	36945	0	0	0	0	0	0	54555	0	7272	3370		15628	16868	4250	11349	3123	0	0	3615	7734	2896	1383	923	2200	100	147	36125	47283	0	0	
20512	15441	0	824	10245	0	16023	0	0	0	0	0	0	51599	0	377	5156		26719	4283	6215	9476	1663	0	0	3711	5766	10531	6712	609	1054	1916	1576	15199	51222	0	0	
20633	117191	11	7716	15809	0	29726	0	0	792	0	892	0	181772	0	700	22468		35843	6270	5669	8977	4727	0	0	3217	5760	9604	17262	1214	3513	5260	12481	21951	181072	48	0	
