"IDRSSD"	RCON0030	RCON0031	RCON0032	RCON2211	RCON2229	RCON2314	RCON2315	RCON2351	RCON2383	RCON2702	RCON2710	RCON2722	RCON3510	RCON3512	RCON3514	RCON3520	RCON3779	RCON5514	RCON5515	RCON5516	RCON5517	RCON5597	RCON8432	RCON8785	RCONA181	RCONA182	RCONA527	RCONA528	RCONA531	RCONA532	RCONA533	RCONA545	TEXTA545	
1351	0	57	0	0		0	0	0		42802	42719	214	0	0	0	0		0		0	0	21319	0	0	0	0	0	0	0	0	0	0		
1454	0	0	0	0		0	0	0		183537	118762	392	0	0	0	0		0		0	0	90799	0	0	0	0	0	0	0	0	0	0		
1557	0	0	0	0		0	0	0		21936	5265	29	0	0	0	0		0		0	0	1312	0	0	0	0	0	0	0	0	0	0		
1632	1	0	0	0		0	0	0		107513	98074	308	5	0	0	0		0		67	0	80833	0	0	0	0	0	0	0	0	0	0		
1669	0	0	0	0		0	0	0		131572	54158	206	0	0	0	0		0		0	0	30361	0	0	0	0	0	0	0	0	0	0		
1829	0	0	0	0		0	0	0		173615	87897	379	0	0	0	0		0		0	0	42496	0	0	0	0	0	0	0	0	0	0		
1856	0	0	0	0		0	0	0		29008	23751	10	0	0	0	0		0		0	0	22075	0	0	0	0	0	0	0	0	0	0		
2040	10	0	0	0		0	0	0		66560	46511	136	2	0	0	0		0		0	0	22451	0	0	0	0	0	0	0	0	0	0		
2161	0	0	0	0		0	0	0		53153	43606	181	0	0	0	0		0		0	0	30090	0	0	0	0	0	0	0	0	0	0		
2376	0	0	0	278		0	0	0		606235	121032	861	0	0	0	0		0		0	0	34900	0	0	0	0	0	0	0	0	0	0		
2451	0			0		0	0	0		11732	5166	20	0			0		0		0	0	912	0	0	0	0	0	0	0	0	0			
2554	0	0	0	0		0	0	0		5982	507	4	0	0	0	0		0		0	0	458	0	0	0	0	0	0	0	0	0	0		
2732	0	0	0	0		0	0	0		174313	198438	530	0	0	0	0		0		0	0	147307	0	0	0	0	0	0	0	0	0	0		
2750	0	0	0	0		0	0	0		24984	10272	64	0	0	0	0		0		0	0	6464	0	0	0	0	0	0	0	0	0	0		
2938	0	0	0	0		0	0	0		80343	136804	331	0	0	0	0		0		0	0	27448	0	0	0	0	0	0	0	0	0	0		
2956	0	0	0	0		0	0	0		78038	24849	134	0	0	0	0		0		0	0	11449	0	0	0	0	0	0	0	0	0	0		
3252	0	0	0	0		0	0	0		43036	39713	116	0	0	0	0		0		0	0	28113	0	0	0	0	0	0	0	0	0	0		
3458	0	0	0	0		0	0	0		11566	9175	43	0	0	0	0		0		0	0	1261	0	0	0	0	0	0	0	0	0	0		
3506	0	0	0	22992		0	0	17234		644504	522513	1842	0	0	0	0		0		0	0	338312	0	0	0	0	0	0						
3579	0	0	0	0		0	0	0		169979	90258	330	0	0	0	0		0		0	0	26515	0	0	0	0	0	0	0	0	0	0		
3720	0	0	0	0		0	0	0		87506	35550	191	0	0	0	0		0		0	0	26500	0	0	0	0	0	0	0	0	0	0		
3953	0	296	0	0		0	0	0		44563	24353	151	0	0	0	0		0		0	0	21793	0	0	0	0	0	0	0	0	0	0		
4138	0	238	1	0		0	0	0		104924	42085	225	0	2	1	0		0		0	0	19580	0	0	0	0	0	0	0	0	0	0		
4147	0	0	0	0		0	0	0		58916	25686	126	0	0	0	0		0		0	0	10446	0	0	0	0	0	0	0	0	0	0		
4156	0	0	0	0		0	0	0		63038	28075	139	0	0	0	0		0		0	0	14175	0	0	0	0	0	0	0	0	0	0		
4231	0	0	0	0		0	0	0		56696	31781	128	0	0	0	0		0		0	0	11975	0	0	0	0	0	0	0	0	0	0		
4437	0	0	0	0		0	0	0		93695	54168	260	0	0	0	0		0		0	0	28168	0	0	0	0	0	0	0	0	0	0		
4745	0	0	0	0		0	0	0		5890	2959	15	0	0	0	0		0		0	0	1459	0	0	0	0	0	0	0	0	0	0		
4839	0	0	0	0		0	0	0		107419	65476	234	0	0	0	0		0		81	0	38176	0	0	0	0	0	0	0	0	0	0		
5005	0	0	0	31		0	0	270		174117	72731	359	0	0	0	0		0		0	0	39496	0	0	0	0	0	0	0	0	0	0		
5050	0	0	0	0		0	0	0		47849	28620	106	0	0	0	0		0		0	0	24942	0	0	0	0	0	0	0	0	0	0		
5069	0	31	0	731		0	0	0		177580	93657	402	0	0	0	0		0		0	0	42419	0	0	0	0	0	0	0	0	0	0		
5135	0	0	0	0		0	0	0		89620	60703	363	0	0	0	0		0		0	0	24403	0	0	0	0	0	0	0	0	0	0		
5210	0	0	0	0		0	0	0		496392	157495	755	0	0	0	0		0		0	0	70897	0	0	0	0	0	0	0	0	0	0		
5247	0	0	0	0		0	0	0		666159	238025	1110	0	0	0	0		0		0	0	135112	0	0	0	0	0	0	0	0	0	0		
5274	1	0	0	14		0	0	132		59947	23880	92	0	0	0	0		0		0	0	11243	0	0	0	0	0	0	0	0	0	0		
5331	0	0	0	2292		0	0	60		131504	63963	302	0	0	0	0		0		0	0	55849	0	0	0	0	0	0	0	0	0	0		
5461	0	0	0	0		0	0	0		156859	141863	636	0	0	0	0		0		0	0	78263	0	0	0	0	0	0	0	0	0	0		
5751	0	4	0	0		0	0	0		32643	44553	136	0	0	0	0		0		0	0	38695	0	0	0	0	0	0	0	0	0	0		
5939	0	0	0	0		0	0	0		1712505	843318	4710	0	0	0	0		0		0	0	326633	0	0	0	0	0	0	0	0	0	0		
6039	0	0	0	0		0	0	0		46574	22298	88	0	0	0	0		0		0	0	13498	0	0	0	0	0	0	0	0	0	0		
6057	0	0	0	0		0	0	0		11974	1498	10	0	0	0	0		0		0	0	498	0	0	0	0	0	0	0	0	0	0		
6141	0	0	0	0		0	0	0		19333	11859	47	0	0	0	0		0		0	0	7159	0	0	0	0	0	0	0	0	0	0		
6329	7	0	0	0		0	0	0		117937	91917	412	0	0	0	0		0		0	0	75042	0	0	0	0	0	0	0	0	0	0		
6972	0	0	0	0		0	0	0		342907	257171	865	0	0	0	0		0		0	0	170671	0	0	0	0	0	0	0	0	0	0		
7009	0	0	0	0		0	0	1320		50902	400893	537	0	0	0	0		1		0	0	347193	0	0	0	0	0	0	0	0	0	0		
7045	0	0	0	0		0	0	0		53899	35020	90	0	0	0	0		0		0	0	8936	0	0	0	0	0	0	0	0	0	0		
7157	0	0	0	0		0	0	0		21944	5863	32	0	0	0	0		0		0	0	2855	0	0	0	0	0	0	0	0	0	0		
7166	0	0	0	0		0	0	0		154115	270425	792	0	0	0	0		0		0	0	191225	0	0	0	0	0	0	0	0	0	0		
7456	0	0	0	0		0	0	0		26351	8680	38	0	0	0	0		0		0	0	5440	0	0	0	0	0	0	0	0	0			
7634	0	0	0	0		0	0	0		23383	8545	54	0	0	0	0		0		0	0	3145	0	0	0	0	0	0	0	0	0	0		
8033	0	0	0	0		0	0	0		31628	11804	45	0	0	0	0		0		0	0	6500	0	0	0	0	0	0	0	0	0	0		
8417	0	0	0	0		0	0	0		30669	206636	135	0	0	0	0		0		0	0	96687	0	0	0	0	0	0	0	0	0	0		
8462	14	0	0	0		0	0	0		27326	38238	153	1	0	0	0		0		0	0	22938	0	0	0	0	0	0	0	0	0	0		
8547	0			30		0	0	0		149960	48118	244	0			0		0		0	0	15793	0	0	0	0	0	0	0	0	0			
8631	0	0	0	0		0	0	0		30728	11673	59	0	0	0	0		0		0	0	5436	0	0	0	0	0	0						
9115	0	0	0	0		0	0	0		1256033	1323595	2972	0	0	0	0		0		0	0	1148249	0	0	0	0	0	0	0	0	0	0		
9357	0	0	0	0		0	0	0		48300	227028	379	0	0	0	0		0		0	0	195819	0	0	0	0	0	0	0	0	0	0		
9553	0	0	0	0		0	0	0		35982	14527	79	0	0	0	0		0		0	0	10407	0	0	0	0	0	0	0	0	0	0		
9807	300	0	0	0		0	0	0		760917	812767	2129	0	0	0	0		0		0	0	462295	0	0	0	0	0	0	0	0	0	0		
9955		1	0	0		0	0	0		54797	18809	47	0			0		0		0	0	3599	0	0	0	0	0	0	0	0	0			
10157	0	0	0	0		0	0	0		42298	14954	76	0	0	0	0		0		0	0	7311	0	0	0	0	0	0	0	0	0	0		
10250	0	0	0	0		0	0	0		172084	74999	346	0	0	0	0		0		0	0	35580	0	0	0	0	0	0	0	0	0	0		
10849	0	0	0	0		0	0	0		107721	70379	355	0	0	0	0		0		0	0	17595	0	0	0	0	0	0	0	0	0	0		
10858	0	0	0	0		0	0	0		205561	107296	498	0	0	0	0		0		0	0	107914	0	0	0	0	0	0						
11145	0	0	0	0		0	0	0		69967	40843	146	0	0	0	0		0		0	0	35310	0	0	0	0	0	0	0	0	0	0		
11640	0	0	0	0		0	0	0		75886	94283	227	0	0	0	0		0		0	0	89093	0	0	0	0	0	0	0	0	0	0		
11837		0	0	0		0	0	0		42523	26695	109		0	0	0		0		0	0	12295	0	0	0	0	0	0	0	0	0			
12030	0	0	0	0		0	0	0		117586	62578	453	0	0	0	0		0		0	0	10045	0	0	0	0	0	0	0	0	0	0		
12058	0	0	0	0		0	0	0		69502	24794	137	0	0	0	0		0		0	0	4943	0	0	0	0	0	0	0	0	0			
12142	0	0	0	0		0	0	0		87391	80414	206	0	0	0	0		0		0	0	36922	0	0	0	0	0	0	0	0	0	0		
12245	0	0	0	0		0	0	0		51691	30240	141	0	0	0	0		0		0	0	18051	0	0	0	0	0	0	0	0	0	0		
12311	0	0	0	1750574	0	0	0	0	0	6727766	12062131	22469	0	0	0	251425		14	0	0	0	8955535	0	500	0	0	0	0	0	0	0	0		
12357	0	0	0	0		0	0	0		23803	5747	27	0	0	0	0		0		0	0	7297	0	0	0	0	0	0	0	0	0	0		
12647	0	0	0	0		0	0	0		32826	16969	79	0	0	0	0		0		0	0	11406	0	0	0	0	0	0	0	0	0	0		
12656	0			0		0	0	0		5879	2410	10	0			0		0		0	0	1410	0	0	0	0	0	0	0	0	0			
12937	0	0	0	0		0	0	0		50352	69527	217	0	0	0	0		0		0	0	47800	0	0	0	0	0	0	0	0	0	0		
12946	0	0	0	0		0	0	0		210487	138654	541	0	0	0	0		0		0	0	58436	0	0	0	0	0	0	0	0	0	0		
12955	2	0	0	0		0	0	0		43518	30441	98	0	0	0	0		0		0	0	20641	0	0	0	0	0	0	0	0	0	0		
13037	0			0		0	0	0		78692	23066	125	0			0		0		0	0	8064	0	0	0	0	0	0	0	0	0			
13103	0	0	0	149		0	0	0		422540	220036	1027	0	0	0	0		0		0	0	135091	0	0	0	0	0	0	0	0	0	0		
13251	0	0	0	0		0	0	0		17837	11565	66	0	0	0	0		0		0	0	4047	0	0	0	0	0	0	0	0	0	0		
13309	0	0	0	9384		0	0	58203		1012677	585584	1700	0	0	0	0		0		0	0	505567	0	0	0	0	0	0	0	0	0	0		
13457	0	0	0	0		0	0	0		12076	4083	20	0	0	0	0		0		0	0	2810	0	0	0	0	0	0	0	0	0	0		
14052	0	0	0	0		0	0	0		39575	18252	94	0	0	0	0		0		0	0	8852	0	0	0	0	0	0	0	0	0	0		
14155	0	0	2	0		0	0	0		53308	19445	76	0	3	0	0		0		0	0	3000	0	0	0	0	0	0	0	0	0	0		
14258	20	0	0	0		0	0	0		183943	299293	873	0	0	0	0		0		0	0	211994	0	0	0	0	0	0						
14409	0	0	0	325269	0	0	0	25	0	9766707	11897906	36111	0	0	0	0		0	0	4580	0	8286805	0	0	0	0	0	0	0	0	0	0		
14454	0	0	0	0		0	0	0		20735	12860	82	0	0	0	0		0		0	0	5730	0	0	0	0	0	0	0	0	0	0		
14650	0	0	0	0		0	0	0		18366	4652	20	0	0	0	0		0		0	0	2652	0	0	0	0	0	0						
14753	0	0	0	0		0	0	0		20240	4635	27	0	0	0	0		0		0	0	285	0	0	0	0	0	0	0	0	0	0		
14865	0	0	0	0		0	0	0		93645	41153	189	0	0	0	0		0		0	0	6647	0	0	0	0	0	0	0	0	0	0		
14931	0			0		0	0	0		15166	11531	36	0			0		0		0	0	2884	0	0	0	0	0	0	0	0	0			
14940	0	0	0	0		0	0	0		79219	38106	213	0	0	0	0		0		0	0	17206	0	0	0	0	0	0	0	0	0	0		
15536	0			0		0	0	0		657549	280296	1637	0			0		0		0	0	116596	0	0	0	0	0	0	0	0	0			
16337	0	0	0	0		0	0	0		170240	87570	321	0	0	0	0		0		0	0	64331	0	0	0	0	0	0	0	0	0	0		
16458	2526	0	0	0		0	0	0		101835	54791	263	0	0	0	0		0		0	0	30891	0	0	0	0	0	0	0	0	0	0		
16551	0	0	0	0		0	0	0		52724	30606	106	0	0	0	0		0		0	0	8188	0	0	0	0	0	0	0	0	0	0		
16748	0			0		0	0	0		33744	6878	39	0			0		0		0	0	4740	0	0	0	0	0	0	0	0	0			
16944	0	0	0	0		0	0	0		20669	4343	24	0	0	0	0		0		0	0	2457	0	0	0	0	0	0	0	0	0	0		
16953	11	0	0	0		0	0	0		21208	4931	22	7	0	0	0		0		0	0	2731	0	0	0	0	0	0	0	0	0	0		
17110	0			0		0	0	0		17749	113873	244	0			0		0		0	0	95585	0	0	0	0	0	0	0	0	0			
17147	0	0	0	0		0	0	0		324224	258535	754	0	0	0	0		0		0	0	143152	0	0	0	0	0	0	0	0	0	0		
17259	0	25	0	0		0	0	0		38021	10606	61	0	0	0	0		0		0	0	2429	0	0	0	0	0	0	0	0	0	0		
17464	0	0	0	0		0	0	0		314106	399710	1103	0	0	0	0		0		0	0	330230	0	0	0	0	0	0	41948	0	0	0		
17549	0	0	0	0		0	0	0		128439	88313	433	0	0	0	0		0		0	0	60607	0	0	0	0	0	0	0	0	0	0		
17839	0	0	0	0		0	0	0		80421	62407	210	0	0	0	0		0		0	0	52206	0	0	0	0	0	0	0	0	0	0		
17950	0	11	2	0		0	0	0		67489	44719	166	0	12	4	0		0		0	0	28119	0	0	0	0	0	0	0	0	0	0		
18050	0	0	0	0		0	0	0		145535	78363	285	0	0	0	0		0		0	0	49863	0	0	0	0	0	0	0	0	0	0		
18135	0	0	0	0		0	0	0		72307	61181	250	0	0	0	0		0		0	0	40081	0	0	0	0	0	0	0	0	0	0		
18368	181	0	0	0		0	0	0		189874	214866	808	0	0	0	0		0		0	0	163205	0	0	0	0	0	0	0	0	0	0		
18377	0	0	0	0		0	0	0		16778	1251	11	0	0	0	0		0		0	0	151	0	0	0	0	0	0	0	0	0	0		
18827	0	0	0	0		0	0	0		95115	43429	173	0	0	0	0		0		0	0	13367	0	0	0	0	0	0	0	0	0	0		
18836	0			0		0	0	0		84351	30357	184	0			0		0		0	0	16906	0	0	0	0	0	0	0	0	0			
18854	0	0	0	0		0	0	0		13970	8615	40	0	0	0	0		0		0	0	2782	0	0	0	0	0	0	0	0	0	0		
18957	0	0	0	0		0	0	0		30559	15966	80	0	0	0	0		0		0	0	10501	0	0	0	0	0	0	0	0	0	0		
19356	0	0	0	0		0	0	0		54271	14893	76	0	0	0	0		0		0	0	4438	0	0	0	0	0	0	0	0	0	0		
19730	0	0	0	289		0	0	0		763018	449208	1677	0	0	0	0		0		0	0	262265	0	0	0	0	0	0	0	0	0	0		
19936	0	0	0	0		0	0	0		70504	74118	241	0	0	0	0		0		0	0	67048	0	0	0	0	0	0	0	0	0	0		
19972	0	0	0	0		0	0	0		33461	5678	42	0	0	0	0		0		0	0	1193	0	0	0	0	0	0	0	0	0	0		
20053	0	0	0	0		0	0	1571		13514	8494	33	0	0	0	0		0		0	0	2337	0	0	0	0	0	0	0	0	0	0		
20147	0	0	0	0		0	0	0		34403	4264	28	0	0	0	0		0		0	0	5637	0	0	0	0	0	0	0	0	0	0		
20259	0	53	0	0		0	0	0		23718	12281	67	0	0	0	0		0		0	0	5581	0	0	0	0	0	0	0	0	0	0		
20370	0	0	0	0		0	0	0		52984	38516	116	0	0	0	0		0		0	0	29516	0	0	0	0	0	0	0	0	0	0		
20512	0	0	0	0		0	0	0		55369	12253	77	0	0	0	0		0		0	0	4553	0	0	0	0	0	0	0	0	0	0		
20633	0	0	0	0		0	0	0		133264	78234	435	0	0	0	0		0		0	0	33734	0	0	0	0	0	0	0	0	0	0		
20754	0	0	0	0		0	0	0		9421	1989	12	0	0	0	0		0		0	0	1101	0	0	0	0	0	0	0	0	0	0		
20839	0	0	0	0		0	0	0		51315	31840	167	0	0	0	0		0		0	0	15140	0	0	0	0	0	0	0	0	0	0		
20857	0	0	0	0		0	0	0		19223	28740	49	0	0	0	0		0		0	0	27484	0	0	0	0	0	0	0	0	0	0		
20866	88			0		0	0	0		64516	56471	308	0			0		0		0	0	23071	0	0	0	0	0	0	0	0	0			
21256	0			0		0	0	0		5466	1487	6	0			0		0		0	0	887	0	0	0	0	0	0	0	0	0			
21359	0			0		0	0	0		10581	3614	28	0			0		0		0	0	814	0	0	0	0	0	0	0	0	0			
21630	0	0	0	0		0	0	0		26996	28895	84	0	0	0	0		0		0	0	27795	0	0	0	0	0	0	0	0	0	0		
21658	0	0	0	0		0	0	0		86098	20232	112	0	0	0	0		0		0	0	16204	0	0	0	0	0	0	0	0	0	0		
22048	93	0	0	0		0	0	0		87338	82084	439	0	0	0	0		0		0	0	38384	0	0	0	0	0	0	0	0	0	0		
22235	0	0	0	0		0	0	0		190407	88368	503	0	0	0	0		0		0	0	38068	0	0	0	0	0	0	35800	0	0	0		
22356	2	0	0	0		0	0	0		116667	74156	239	175	0	0	0		0		0	0	65019	0	0	0	0	0	0	0	0	0	0		
22459	0	0	0	0		0	0	0		61789	19571	92	0	0	0	0		0		0	0	10333	0	0	0	0	0	0	0	0	0	0		
22543	0	0	0	0		0	0	0		35840	21071	83	0	0	0	0		0		0	0	13771	0	0	0	0	0	0	0	0	0	0		
22552	0	0	0	0		0	0	0		27686	7882	42	0	0	0	0		0		0	0	3797	0	0	0	0	0	0	0	0	0	0		
22730	0	0	0	0		0	0	0		59651	19150	118	0	0	0	0		0		0	0	7350	0	0	0	0	0	0	0	0	0	0		
22936	0	0	0	0		0	0	0		82238	48744	265	0	0	0	0		0		0	0	37367	0	0	0	0	0	0	0	0	0	0		
22954	0	0	0	0		0	0	0		38069	11041	47	0	0	0	0		0		0	0	2107	0	0	0	0	0	0	0	0	0	0		
23036	0	0	0	0		0	0	0		140891	151204	464	0	0	0	0		0		0	0	118094	0	0	0	0	0	0	0	0	0	0		
23045	0	0	0	0		0	0	0		14444	7299	31	0	0	0	0		0		0	0	5268	0	0	0	0	0	0	0	0	0	0		
23241	0	0	0	7499		0	0	184055		1206786	614384	1935	0	0	0	0		0		0	0	948092	0	0	0	0	0	0	0	0	0	0		
23456	0	0	0	0		0	0	0		47386	13383	62	0	0	0	0		0		0	0	14344	0	0	0	0	0	0	0	0	0	0		
23504	0	0	0	581		0	0	914		191513	279897	792	0	0	0	0		0		0	0	200797	0	0	0	0	0	0	0	0	0	0		
23540	0	0	0	0		0	0	0		86847	46094	175	0	0	0	0		0		0	0	28594	0	0	0	0	0	0	0	0	0	0		
23643	0	0	0	0		0	0	0		90412	51657	257	0	0	0	0		0		0	0	33366	0	0	0	0	0	0	0	0	0	0		
23755	0	0	0	0		0	0	0		53387	42007	150	0	0	0	0		0		0	0	22717	0	0	0	0	0	0	0	0	0	0		
23812	0	0	0	0		0	0	0		273346	322176	1001	0	0	0	0		0		0	0	100100	0	0	0	0	0	0	0	0	0	0		
24006	0	0	0	6223		0	0	6692		564683	217081	1255	0	0	0	0		0		0	0	96241	0	0	0	0	0	0	0	0	0	0		
24266	0	0	0	10461		0	0	18068		1131153	788658	3353	0	0	0	0		0		0	0	583569	0	0	0	0	0	0	0	0	0	0		
24453	0	30	0	0		0	0	0		17422	25593	62	0	14	0	0		0		0	0	19393	0	0	0	0	0	0	0	0	0	0		
24659	0	0	0	0		0	0	0		18965	6297	41	0	0	0	0		0		0	0	2197	0	0	0	0	0	0	0	0	0	0		
24668	0	0	0	0		0	0	0		82104	30910	197	0	0	0	0		0		0	0	15764	0	0	0	0	0	0	0	0	0	0		
24855	3	0	0	0		0	0	0		6034	1092	6	0	0	0	0		0		0	0	492	0	0	0	0	0	0	0	0	0	0		
24949	0	0	0	0		0	0	0		196240	124858	397	0	0	0	0		0		0	0	67459	0	0	0	0	0	0	0	0	0	0		
25357	0	0	0	0		0	0	0		32516	14478	51	0	0	0	0		0		0	0	9377	0	0	0	0	0	0	0	0	0	0		
25647	0	0	0	0		0	0	0		35715	33487	204	0	0	0	0		0		0	0	13087	0	0	0	0	0	0	0	0	0	0		
25852	0	0	0	3997		0	0	0		197233	87774	322	0	0	0	0		0		0	0	21261	0	0	0	0	0	0	0	0	0	0		
26149	0	0	0	0		0	0	0		32323	9672	62	0	0	0	0		0		0	0	3519	0	0	0	0	0	0	0	0	0	0		
26233	0	0	0	0		0	0	0		258230	154550	537	0	0	0	0		0		0	0	100849	0	0	0	0	0	0	0	0	0	0		
26242	0	0	0	0		0	0	0		138510	58203	269	0	0	0	0		0		0	0	7436	0	0	0	0	0	0	0	0	0	0		
26457	0	0	0	0		0	0	0		17330	5773	26	0	0	0	0		0		0	0	3174	0	0	0	0	0	0	0	0	0	0		
26756	0	0	0	0		0	0	0		10461	4237	22	0	0	0	0		0		0	0	90	0	0	0	0	0	0	0	0	0	0		
26765	0	0	0	0		0	0	0		20746	27130	68	0	0	0	0		0		0	0	26558	0	0	0	0	0	0	0	0	0	0		
26859	0	0	0	0		0	0	0		151152	101938	687	0	0	0	0		0		0	0	26591	0	0	0	0	0	0	0	0	0	0		
26916	0	0	0	0		0	0	0		188981	112330	434	0	0	0	0		0		0	0	73578	0	0	0	0	0	0	0	0	0	0		
27548	0	29	5	776		0	0	304		210681	104261	444	0	1	0	0		0		34	0	99778	0	0	0	0	0	0	0	0	0	0		
27614	0	0	0	0		0	0	0		146576	71242	249	0	0	0	0		0		0	0	76740	0	0	0	0	0	0						
27838	0	0	0	0		0	0	0		98617	91179	315	0	0	0	0		0		0	0	59700	0	0	0	0	0	0	0	0	0	0		
27847	0	0	0	0		0	0	0		104691	57183	341	0	0	0	0		0		0	0	52656	0	0	0	0	0	0	0	0	0	0		
28013	0	0	0	0		0	0	0		812950	214511	1391	0	0	0	0		0		0	0	70780	0	0	0	0	0	0	0	0	0	0		
28152	0	0	0	0		0	0	0		37344	10026	39	0	0	0	0		0		0	0	8384	0	0	0	0	0	0	0	0	0	0		
28255	0	0	0	0		0	0	0		60327	29803	117	0	0	0	0		0		0	0	24433	0	0	0	0	0	0	0	0	0	0		
28349	0			65		0	0	0		61458	36247	201	0			0		0		0	0	16147	0	0	0	0	0	0	0	0	0			
28406	0	0	0	0		0	0	12564		429667	156034	964	0	0	0	0		0		0	0	59634	0	0	0	0	0	0	0	0	0	0		
28572	0	0	0	0		0	0	0		28985	16125	110	0	0	0	0		0		0	0	4189	0	0	0	0	0	0	0	0	0	0		
28732	0	0	0	0		0	0	0		36585	15128	70	0	0	0	0		0		0	0	8128	0	0	0	0	0	0	0	0	0	0		
29104	0	0	0	0		0	0	0		230037	370771	971	0	0	0	0		0		0	0	180207	0	0	0	0	0	0	0	0	0	0		
29159	0	0	0	0		0	0	0		14070	4767	24	0	0	0	0		0		0	0	3903	0	0	0	0	0	0	0	0	0			
29252	0	0	0	0		0	0	0		56923	26230	110	0	0	0	0		0		0	0	15230	0	0	0	0	0	0	0	0	0	0		
29636	0	0	0	0		0	0	0		254590	207750	788	0	0	0	0		0		0	0	192061	0	0	0	0	0	0	0	0	0	0		
29850	0	0	0	0		0	0	0		30818	23005	71	0	0	0	0		0		0	0	19489	0	0	0	0	0	0	0	0	0	0		
29944	0	0	0	0		0	0	0		11600	4429	36	0	0	0	0		0		0	0	800	0	0	0	0	0	0	0	0	0	0		
29953	0	0	0	0		0	0	0		32283	15098	85	1	0	0	0		0		0	0	6848	0	0	0	0	0	0	0	0	0	0		
30025	0	0	0	0		0	0	0		231379	120136	518	0	0	0	0		0		0	0	98250	0	0	0	0	0	0	0	0	0	0		
30052	0	0	0	0		0	0	0		9857	2792	24	0	0	0	0		0		0	0	392	0	0	0	0	0	0	0	0	0	0		
30146	0	0	0	0		0	0	0		20928	17665	80	0	0	0	0		0		0	0	11926	0	0	0	0	0	0	0	0	0	0		
30155	0	0	0	0		0	0	0		41173	14964	98	0	0	0	0		0		0	267	3746	0	0	0	0	0	0	0	0	0	0		
30258	0	0	0	0		0	0	0		98540	82289	237	0	0	0	0		0		0	0	64089	0	0	0	0	0	0	0	0	0	0		
30418	0	0	0	0		0	0	0		227564	2296	11	0	0	0	0		0		4788	0	2618	0	0	0	0	0	0	0	0	0	0		
30502	0	0	0	0		0	0	0		212671	72267	327	0	0	0	0		0		0	0	57016	0	0	0	0	0	0	0	0	0	0		
30650	0	0	0	0		0	0	0		58190	54382	153	0	0	0	0		0		0	0	39082	0	0	0	0	0	0	0	0	0	0		
