"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2182	RCFD2183	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCON1288	RCON1415	RCON1420	RCON1460	RCON1480	RCON1545	RCON1563	RCON1564	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2182	RCON2183	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	
1454																															0	1865	3703	1638	31618	0	111	111	4408	0	29148	0	29148	1967	28897	0	0	141088	246	0	0	0	0	32874	2452	2741	22753	2550	2097	2154	5301	18102	2670	35278	5192	16507	30457	20073	240	0	0	0	0	0	0	0	1445	1208	0	0	
1557																															0	35	4120	0	1319		4		7214	0			770	0	808	0	0	16930	0	0			0	2660	0	0	6704	87	343	589	1183	458	0	1153	5121	2545	4785	373	128								0	0		0	
1632																															0	23011	4124	7464	75973		1900		4927	0			50084	5533	11594	0	859	222154	0	0			0	33750	2935	5710	95906	7777	10746	10718	3494	301	714	78375	38039	42791	16555	11176	1399								0	0		0	
1669																															0	1230	137	0	5558		96		1470	47			8447	0	9952	0	150	69409	0	0			0	40759	1610	25092	6974	960	2796	3228	6908	17774	8970	4009	6956	7042	5518	4774	162								0	0		0	
1829																															0	7356	0	12828	32548		26		0	0			27421	12648	2336	0	210	175829	245	20935			0	51680	6806	0	31962	97	258	584	8125	21897	19339	29145	2462	11886	42370	35324	914								547	733		0	
1856																															0	90	706	0	466		0		1028	0			2132	0	1221	0	0	7785	0	0			0	2142	0	2105	2067	1787	32	11	152	0	0	3258	1069	567	569	0	0								0	0		0	
2040																															150	3214	3512	5499	1545		72		3251	621			57228	311	6461	0	249	117950	0	0			0	35462	626	2559	48834	5840	7816	18304	3037	20	0	21221	13957	34040	11030	1602	0								370	0		0	
2161																															0	1053	1233	0	7129		151		1322	0			5860	0	10201	0	0	52805	131	0			0	25601	0	18468	17258	855	7163	4673	6428	6317	165	3775	6134	7639	6341	3322	124								386	0		0	
2376																															0	3050	0	138872	32211	0	0	0	0	0	0	0	0	6003	697	0	0	362300	0	0	0	0	0	139359	42108	8701	9037	989	1815	3208	5323	90132	37311	3050	5932	14849	52948	78036	68051	0	0	0	0	0	0	0	0	0	0	0	
2451																															0	66	3491	1	2870		23		2216	0			3110	0	472	0	0	14286	0	0			0	2037	0	1925	2850	344	1649	15	0	29	0	8069	3457	122	363	238	0								0	0		0	
2554																															0	0	747	0	0		1		1324	0			540	0	439	0	0	3241	0	0			0	190	0	0	1129	0	0	8	0	182	0	2018	61	332	233	407	0								0	0		0	
2732																															0	18141	0	66565	123154	0	123	123	0	0	79265	0	79265	8186	5325	0	0	309732	918	0	0	0	0	9741	150	4982	81834	2671	3939	1775	489	55	812	118239	43037	100008	30651	3490	5478	0	0	0	0	0	0	0	0	0	0	0	
2750																															0	205	6155	0	1840		140		14568	0			1568	0	1088	0	165	28119	0	0			0	2129	113	18	11005	94	176	979	833	10	0	12130	4710	3155	4452	980	0								0	148		0	
2938																															0	31038	7965	6106	68884		1933		233	0			48813	7413	12494	0	0	236485	0	0			0	42696	8910	15750	103284	17573	4154	8516	10972	447	1003	105569	19243	45150	18160	4622	45								0	0		0	
2956																															0	2215	19817	1480	3166		8		1610	289			1874	564	3276	0	150	59441	0	0			0	23804	1477	0	48438	5662	15863	1599	462	0	0	9525	17916	3882	4069	204	0								0	0		0	
3252																															0	247	10840	0	2635		35		24603	0			7057	0	4051	0	461	51638	93	298			0	1504	0	1018	0	317	764	85	80	177	61	14566	25806	4647	3509	1103	9								0	0		0	
3458																															0	0	4037	0	519		12		671	0			2029	0	672	0	0	9789	0	0			0	1849	0	0	1838	144	219	1325	146	0	0	338	2296	3616	985	674	30								0	0		0	
3506																															0	26253	0	6866	374789	0	303	303	0	0	70732	0	70732	53405	2866	0	0	831286	0	39530	39530	0	0	194343	61606	21889	50008	8135	6596	12613	10680	121643	34676	165823	27416	80479	188566	110495	55699	0	0	0	0	0	0	0	0	593	0		
3579																															0	11802	123	3701	29803	0	0	0	30	0	53128	0	53128	4185	42262	0	0	259664	26	0	0	0	0	112001	1530	73948	37819	4070	16629	7866	18477	28060	36418	59165	9096	16149	29191	29312	4750	0	0	0	0	0	0	0	0	1125	0	0	
3720																															0	4406	2992	290	22057		0		1060	0			5600	2862	5166	0	672	73219	0	0			0	27809	151	2261	15165	1944	3239	5857	11717	4652	378	16026	3856	10019	11129	2844	1510								0	154		0	
3953																															0	2248	9877	1736	9634		132		19579	0			15242	0	3761	0	0	70174	0	40			0	6836	1089	200	26002	703	1009	4123	828	7	0	33090	16779	6944	1489	1280	875								0	0		0	
4138																															0	10878	125	2134	15226		2857		0	1534			8928	3286	13076	0	65	111247	526	0			0	54856	274	35815	16291	2994	10334	28103	4104	7066	2255	26806	15978	8585	3818	1402	328								0	68		0	
4147																															0	5548	165	5581	20672		160		20	0			8213	4174	3589	0	86	59615	0	0			0	10588	3	7611	8701	856	2622	6445	665	0	0	4041	20084	16699	5477	1724	115								731	85		0	
4156																															0	6321	6027	244	14715		867		13477	0			18533	1370	4055	0	0	80437	0	223			0	14556	49	0	24336	214	851	2281	2150	8393	504	21635	18615	10897	9320	4121	239								0	0		0	
4231																															0	1018	7331	0	12699		0		1111	0			2934	0	7183	0	326	43123	0	0			0	10521	0	105	17649	817	2123	4865	2110	552	0	8511	11487	6772	5401	373	0								0	0		0	
4437																															0	1483	1037	928	36241		1279		148	0			28927	6658	12469	0	0	145447	179	52			0	51635	703	44206	51382	9323	9803	13252	5720	5569	7774	35578	22396	14618	9833	9036	1643								0	4066		0	
4745																															0	0	895	0	496		0		418	0			616	0	959	0	43	4721	0	0			0	1294	0	0	1119	0	0	45	66	1183	0	777	344	815	714	777	0								0	0		0	
4839																															0	7272	0	19010	85774		584		0	0			6030	5538	3228	0	0	142917	0	0			0	12578	2788	2073	45271	3832	558	3335	4191	431	0	40944	9451	27342	43804	7246	29								0	115		0	
5005																															0	21479	0	20634	46651	0	116	116	0	0	13009	0	13009	8698	244	0	0	189313	24	0	0	0	0	76007	2405	14458	28388	1616	5353	4519	4470	30152	29620	19113	17898	21009	29512	25453	293	0	0	0	0	0	0	0	0	94	0	0	
5050																															0	7216	0	216	8688		66		553	0			10337	155	7008	0	0	44498	0	0			0	9314	808	7779	13706	1622	6217	1156	165	37	117	9846	10359	9065	5287	453	0								137	0		0	
5069																															0	34015	1172	2483	213452	0	0	0	0	0	2044	0	2044	790	0	0	0	263064	3805	0	0	0	0	12910	0	194	115028	194	5000	4515	476	0	0	128057	25145	51868	45457	2316	1116	0	0	0	0	0	0	0	0	3	264	0	
5135																															0	2735	20790	1787	26092		118		13952	316			28619	521	9856	0	1354	133504	0	5			0	24287	2894	13955	62810	6561	9684	5292	1611	517	447	67095	27720	9464	4298	186	283								494	0		0	
5210																															0	20089	8447	27551	95170	0	713	713	1866	0	12503	0	12503	23285	10414	0	3885	419030	0	0	0	0	0	192854	21183	1006	10935	22021	33104	14883	23584	68684	30557	71864	11578	32376	79165	23425	3428	0	0	0	0	0	0	0	0	1070	0	0	
5247																															0	80292	11812	10596	121570	0	333	333	314	0	80973	0	80973	65405	10141	0	5053	577188	718	0	0	0	0	149978	40802	89677	173406	68744	4081	11771	25988	12533	26861	279549	15237	30456	81922	20711	53	0	0	0	0	0	0	0	272	365	0	0	
5274																															0	773	0	0	29436		8		0	0			5605	1777	1966	0	228	70297	0	0			13	29509	832	245	15027	153	308	1025	3968	14257	9220	20180	2570	8580	7835	1365	0								0	163		0	
5331																															3601	6881	0	37301	19542		2123		0	178			9276	11966	325	0	0	108832	377	0			1832	17752	300	5113	11221	4745	836	1642	8747	871	911	23917	2914	16354	42693	5579	0								0	142		0	
5461																															0	9767	2711	4008	96572		4622		165	0			30733	4879	3728	0	0	161621	282	0			12652	2368	2018	434	33086	445	27	480	1416	0	0	54567	2597	15215	23732	58133	5152								0	332		0	
5751																															0	150	5105	92	2638		3		16370	546			8030	0	2344	0	140	43874	0	0			0	8809	175	5385	18592	463	1354	3710	465	1950	811	20005	3724	4979	4809	1205	138								0	18		0	
5939																															30	187819	0	41524	494805	0	752	752	0	3340	126468	0	126468	226922	14752	0	13127	1680600	0	0	0	0	12470	422057	151713	245098	144617	57898	107445	119089	82891	37833	10506	579692	228242	255131	130506	58501	1257	0	0	0	30	0	0	0	0	631	0	0	
6039																															0	3205	2957	0	26677		96		2466	0			12206	0	5056	0	2146	60846	41	0			0	5060	562	576	21102	911	552	2074	942	349	112	36946	5634	7817	2691	1715	0								393	63		0	
6057																															0	227	2959	0	997		0		1261	0			1183	0	699	0	0	10775	0	0			0	3323	126	0	2397	170	630	2316	165	0	0	1862	1874	2726	923	60	0								0	0		0	
6141																															0	0	1683	0	1715		43		1264	0			887	0	3036	0	253	12153	0	0			0	3272	0	345	5080	339	121	350	1764	699	0	1979	2641	1522	1663	1051	0								0	0		0	
6329																															0	9318	3884	436	37275		0		5715	0			24972	1585	37714	0	1307	153909	1007	0			0	28946	2264	1067	52671	3784	4103	7859	9278	3542	88	32806	23740	37007	24360	5718	1060								672	828		0	
6972																															0	22416	0	2843	189572	0	161	161	0	7083	30460	0	30460	14882	7107	0	4926	319418	0	0	0	0	1781	43181	1974	6283	114590	29387	2074	3418	1409	5047	1743	108277	62140	24962	63424	10024	1308	0	0	0	0	0	0	0	1310	586	0	0	
7009																															0	0	0	0	0	0	4736	4736	0	0	0	0	0	0	233875	0	0	238611	0	0	0	0	0	0	0	0	235535	0	0	0	0	0	0	222482	13053	3076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045																															0	0	3821	0	6320		9		3189	0			3536	258	14183	0	1175	49989	0	0			0	17055	0	12589	6109	364	62	161	469	6860	9073	2434	3249	8338	9733	4016	5161								432	11		0	
7157																															0	120	1657	0	778		6		1798	0			2188	0	3170	0	0	16364	0	0			0	6647	0	0	6020	700	1252	4448	125	122	0	1222	2847	4453	858	171	0								0	0		0	
7166																															0	114532	964	8529	197868	0	816	816	1228	0	52903	0	52903	9495	690	0	0	404073	1477	434	434	0	0	17194	82	7754	122243	477	611	2041	2912	8777	2266	87019	71635	58708	57803	99128	13737	0	0	0	0	0	0	0	571	244	0	0	
7456																															0	200	1195	0	321		0		6961	0			5370	0	2623	0	0	17571	0	0			0	875	19	0	9209	0	231	107	537	0	0	8918	902	1851	3152	1841	32								7	0		0	
7634																															0	681	752	0	1233		101		1828	0			8792	0	3280	0	0	21197	0	0			0	4034	496	0	7769	743	1375	1106	538	272	0	1627	4024	6877	2650	1450	0								0	0		0	
8033																															0	3899	0	217	761		296		6158	0			21717	962	5889	0	180	45657	0	0			0	4904	674	2238	35068	2796	0	1521	547	0	40	28735	3537	4334	3021	406	108								0	0		0	
8417																															0	0	0	0	0	0	34299	34299	0	0	0	0	0	0	0	0	0	34299	0	0	0	0	0	0	0	0	34299	0	0	0	0	0	0	34299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8462																															0	104	1840	0	1761		0		8437	0			5633	0	6803	0	1039	27703	0	0			0	1711	375	7	9077	4	4	98	105	543	957	12618	3442	3949	3520	2293	146								0	0		0	
8547																															0	3642	12241	793	55426	0	0	0	5120	364	22373	0	22373	8720	10422	0	2431	192620	138	210	210	0	0	69154	1625	17207	36504	3457	4940	5144	3661	30938	19700	35109	12989	15222	25666	14952	17691	0	0	0	0	0	0	0	601	0	0	0	
8631																															0	460	34	0	5243		149		163	53			2522	0	6446	0	162	23154	0	0			26	7907	68	9	3018	133	44	179	311	5218	1947	2648	463	2935	4526	4472	151								0	0			
9115																															0	42098	1691	11855	367703	0	1015	1015	0	0	86738	0	86738	130995	36009	0	17919	950264	0	61828	61828	0	0	107776	79948	48888	215135	12446	2845	7924	23017	36495	24867	335698	39647	82765	256061	96509	31245	0	0	0	0	0	0	0	0	4689	0	0	
9357																															0	0	0	0	19329	0	811	811	0	0	99711	0	99711	3966	2051	0	0	298278	0	0	0	0	0	171434	693	0	149842	171424	0	10	0	0	0	108517	1929	6229	8202	964	675	0	0	0	0	0	0	0	0	283	0	0	
9553																															0	517	15326	0	1031		964		19434	0			3788	0	1452	0	0	46666	0	0			0	4109	45	166	16453	544	346	1166	1894	159	0	34526	1045	886	4699	1401	0								0	0		0	
9807																															0	579119	0	57408	367722	0	571	571	0	0	71599	0	71599	101579	523	0	0	1597696	5317	0	0	0	0	389772	34460	24474	491963	30026	12585	12489	25270	218431	83107	770322	18400	46031	150201	220366	2374	0	0	0	0	0	0	0	0	260	0	0	
9955																															0	104	5773	167	3873		59		10048	0			6061	960	3707	0	0	43245	0	2957			0	9464	47	6567	18752	208	502	2763	1669	4257	65	8245	9798	6218	5250	3255	1003								0	25		0	
10157																															0	0	9858	414	474		44		16992	0			3572	0	1377	0	1199	36000	0	0			0	2070	0	338	12996	41	201	136	75	1343	274	4173	11701	2657	5734	4362	2571								0	0		0	
10250																															0	27212	394	5544	52685		180		87	0			38077	8737	29596	0	654	203271	0	0			0	24970	14072	17253	44719	1753	799	12062	9371	857	102	49683	15652	59264	43362	9481	0								256	807		0	
10849																															0	17713	11446	14162	49017		20		5006	0			11677	0	2733	0	2450	150884	201	0			0	35716	672	15794	43346	3605	17685	9353	3074	1009	990	49133	17265	29195	16921	2706	147								473	0		0	
10858																															0	6390	15622	3954	38747	0	289	289	24447	0	51536	0	51536	5229	56365	0	1109	302410	0	11	11	0	0	9404	3667	992	174136	304	1306	1557	4323	1293	621	152695	31675	33643	60831	12071	273	0	0	0	0	0	0	0	85320	320	0	0	
11145																															0	2011	9	0	20659		48		88	0			4533	2615	3892	0	893	102016	0	0			0	66285	983	7588	9369	2285	5526	5131	10407	42235	471	8778	2761	12231	6727	4413	48								0	0		0	
11640																															0	1681	15950	1986	23465		206		10832	0			23799	0	12217	0	114	106313	2	0			0	14968	1097	12359	31658	2091	4454	959	1212	3580	2672	31181	20629	17077	12978	7429	2051								0	0		0	
11837																															0	21742	254	254	13685		0		250	0			14824	532	1221	0	417	60668	82	0			0	7367	70	3636	34695	637	2417	4059	216	38	0	24150	7491	17456	374	2645	0								134	0		0	
12030																															0	9422	27243	700	49328		13188		3558	0			34072	0	8614	0	1936	181594	0	0			0	32234	1299	1060	80943	5705	9363	14404	1479	1283	0	69349	35536	28122	9647	5216	807								0	0		0	
12058																															0	6866	5965	530	9229		145		3900	338			9140	0	6043	0	12	64543	0	0			0	21520	1193	2251	16564	2131	2500	12032	3380	1046	230	6318	13166	11928	7844	3123	344								0	0		0	
12142																															0	2901	4508	434	15684		0		1757	0			4203	150	15784	0	0	65189	93	0			0	19003	624	19003	10513	467	2971	9843	4414	680	606	10024	10344	18423	5494	1505	438								234	0		0	
12245																															0	2088	443	0	20366		21		0	0			2141	0	3058	0	1506	57023	0	0			0	27317	5	1612	14179	782	1667	3010	639	21087	0	7914	3816	7853	4767	4405	304								78	0		0	
12311	11587963	312959	40633	0	3945332	0	2876142	0	31462	21262974	2	2399368	0	220986	3999646	7050271	1408133	2237827	3001584	4468390	198428	4916	0	222	0	0	0	63979	0	0	5138	1517994	44826	212683	3003423	20468	312959	292491	40633		3945332	0	3945332	3207670	2876142	0	31462	21262974	2	2399368				2844872	756495	1623763		220211	154726	650790	653405	540661	612064							4916			222	0			0	63979			
12357																															0	0	3919	0	68		27		2636	0			482	0	791	0	0	9407	0	0			0	1484	0	0	3230	69	48	232	1092	43	0	592	2521	1185	3073	552	0								0	0		0	
12647																															0	5781	2270	0	6539		0		5131	0			4971	495	1498	0	62	40790	0	0			0	13427	514	8081	25683	3303	5099	3534	1418	0	0	10849	9957	4655	1250	615	0								72	30		0	
12656																															0	14	566	272	434		0		789	0			405	0	684	0	0	6883	0	0			0	3719	0	3097	951	621	2408	357	168	95	0	335	1304	768	382	375	0								0	0		0	
12937																															0	0	132	15012	35919		263		0	0			9129	17705	713	0	0	110787	71	0			0	26450	5535	0	16870	0	373	5218	16083	2970	1806	41786	4432	5076	29491	3623	0								0	0		0	
12946																															0	15012	7475	3944	79519	0	309	309	1906	51	26033	0	26033	586	18893	0	40	223723	0	0	0	0	0	65842	4087	1407	75515	2517	4131	15297	34136	8846	152	80792	18775	22610	31279	2399	113	0	0	0	0	0	0	0	0	77	1088	0	
12955																															0	15038	494	1140	28156		0		0	0			17074	785	2119	0	131	74710	0	687			0	7395	1691	1729	32951	795	350	4764	741	747	0	23403	9548	26016	8212	77	0								0	0		0	
13037																															0	6563	154	61	34056		0		5	605			16033	0	4742	0	0	89774	45	0			0	26925	914	22273	22445	5424	17849	1919	45	246	381	35577	9262	6488	1865	4164	86								366	0		0	
13103																															0	27406	0	17919	160824	0	0	0	0	0	45196	0	45196	13615	2964	0	2349	441729	0	0	0	0	0	167400	3938	24769	28906	3778	6895	8050	8229	56102	83819	52548	26235	43673	101697	46494	3515	0	0	0	0	0	0	0	0	118	0	0	
13251																															0	0	1335	0	4539		0		1859	0			3925	0	3033	0	177	20883	0	0			0	6015	0	0	9151	179	677	4965	143	51	0	3593	5268	5377	598	32	0								0	0		0	
13309																															0	9096	72	21054	302814	25	122	97	761	16447	152225	0	152225	48141	253607	0	3202	1428010	0	0	0	0	44	580597	52948	41611	151086	6886	24162	14494	16240	393720	123917	245275	31227	123588	202876	202930	26319	0	0	0	0	0	0	0	0	3371	0	0	
13457																															0	0	3480	0	408		11		4655	0			1169	1	533	0	0	10914	0	88			0	555	14	15	4336	67	79	340	36	33	0	8186	1546	362	60	202	0								0	0		0	
14052																															0	1353	3091	0	11891		0		1097	0			7824	699	4067	0	225	47773	0	0			0	15985	1541	0	32316	4591	7417	3436	364	0	0	9527	10781	6553	4130	285	244								0	0		0	
14155																															0	4617	4231	0	1558		91		11645	0			17646	0	6744	0	0	66874	0	0			1273	19595	747	127	20766	1289	3322	12246	1798	580	279	9940	7636	13740	6399	5956	2429								0	0		0	
14258																															0	106513	10992	9282	131086	0	373	373	1407	0	104158	0	104158	14799	5651	0	674	512441	1765	0	0	0	4000	114105	12134	89158	194536	7626	35551	34054	30566	2984	2441	132939	87608	93410	57528	21108	383	0	0	0	0	0	0	0	0	3032	0		
14409	8054179	49651	0	0	4285852	1819	4095738	0	1561	18088148	0	732826	0	0	1834497	6972950	824487	1288184	3055407	2191569	652759	0	0	0	0	0	828728	37794	0	2864	0	51463	0	155098	2070801	22718	49651	26933	0		4285852	1819	4287671	1584218	4095738	0	1561	18088148	0	732826				3030981	1161618	520880		48007	108486	122705	251080	1052274	1445190							0			0	0			828728	37794			
14454																															0	8347	1206	733	9408		13		2120	0			4462	107	453	0	0	34146	0	6641			0	656	0	0	11359	23	179	300	35	0	0	8779	7896	7542	6012	2918	76								0	0		0	
14650																															0	221	232	0	1307		4		434	0			1447	69	4839	0	5	16974	76	0			0	8459	33	5284	3835	831	529	6338	455	306	0	974	1646	4032	1675	250	0								0	0			
14753																															0	40	2327	0	582		0		7978	184			1369	0	777	0	0	14242	0	0			51	1149	0	197	8203	213	421	486	8	21	0	2342	9542	608	305	0	0								0	20		0	
14865																															0	3897	10829	221	12621		222		15266	179			8881	123	3356	0	3749	64485	185	0			0	3040	810	515	24511	6	531	156	94	1273	980	11769	15157	5930	3902	6641	17234								374	1281		0	
14931																															0	1336	623	337	3733		114		0	0			7376	1236	427	0	82	15745	48	0			0	496	33	493	3208	493	0	0	0	3	0	4890	884	2029	2412	5082	0								0	0		0	
14940																															0	3646	0	3783	26442		104		0	0			3987	27543	9666	0	0	112502	0	0			0	28947	7583	23105	8449	741	702	5040	8644	12590	1230	42834	291	13918	15372	11132	8								0	801		0	
15536																															0	150096	4465	41840	511596	0	280	280	0	0	54476	0	54476	6321	2963	0	5793	933476	0	132758	132564	194	0	18070	4468	0	373444	700	2791	2481	7825	2598	1575	328933	41020	218720	142850	162190	2922	0	0	0	0	0	0	0	0	350	0	0	
16337																															0	44156	908	6571	54418		357		80	37			25377	1313	27993	0	899	202226	0	0			0	36270	3048	33457	50645	1373	6121	6696	424	12786	8710	15179	46880	19069	24611	38881	21242								0	836		0	
16458																															0	8297	1070	10132	40408		41		914	0			15308	1052	3268	0	0	98086	13	283			1038	15287	1911	1578	33735	1778	2803	7321	952	272	2161	23435	14430	23016	14365	7301	149								0	128		0	
