RCON9224,RCON9999,RSSD9017,RSSD9130,RSSD9200,RSSD9220,IDRSSD
,2006-12-31,BANK OF AGRICULTURE AND COMMERCE,STOCKTON,CA,95207,5461
,2006-12-31,The Kearny County Bank,Lakin,KS,678600067,5751
,2006-12-31,Alma Exchange Bank & Trust,Alma,GA,31510,6039
,2006-12-31,Farmers & Merchants Bank of Hale,Hale,MO,64643,6057
,2006-12-31,TALLAHATCHIE COUNTY BANK,CHARLESTON,MS,38921,6141
,2006-12-31,ANDERSON BROTHERS BANK,MULLINS,SC,295740310,6329
,2006-12-31,FIRST INDEPENDENT BANK,VANCOUVER,WA,986688904,6972
,2006-12-31,Bessemer Trust Company,Woodbridge,NJ,70951191,7009
,2006-12-31,,,,,7045
,2006-12-31,THE STATE BANK OF BLUE RAPIDS,BLUE RAPIDS,KS,664110157,7157
,2006-12-31,,,,,7456
,2006-12-31,THE FOUR COUNTY BANK,ALLENTOWN,GA,31003,7634
,2006-12-31,Peoples Bank & Trust Company of Pointe Coupee Parish,New Roads,LA,70760,8033
,2006-12-31,Perryton National Bank,Perryton,TX,79070,8462
,2006-12-31,Pleasants County Bank,St. Marys,WV,26170,8631
,2006-12-31,Fidelity Bank,Edina,MN,55435,9357
,2006-12-31,ADAMS COUNTY BANK,KENESAW,NE,689560149,9553
,2006-12-31,Amboy National Bank,Old Bridge,NJ,8857,9807
,2006-12-31,First State Bank & Trust Co,Larned,KS,67550,9955
,2006-12-31,First National Bank & Trust Company in Larned,Larned,KS,675500029,10157
,2006-12-31,The Bank of Elk River,Elk River,MN,55330,10250
,2006-12-31,FIRST STATE BANK,LONOKE,AR,72086,10849
,2006-12-31,Platte Valley State Bank and Trust Company,Kearney,NE,68847,10858
,2006-12-31,Lake-Osceola State Bank,Baldwin,MI,49304,11145
,2006-12-31,First National Bank of Clarksdale,Clarksdale,MS,38614,11640
,2006-12-31,THE FARMERS BANK,Greensboro,GA,30642,11837
,2006-12-31,FIRST NATIONAL BANK SOUTH,ALMA,GA,31510,12030
,2006-12-31,,,,,12058
,2006-12-31,Cleveland State Bank,Cleveland,MS,387321000,12142
,2006-12-31,BANK NORTH,Crivitz,WI,54114,12245
,2006-12-31,The Huntington National Bank,Columbus,OH,43215,12311
,2006-12-31,The Portage County Bank,Almond,WI,54909,12647
,2006-12-31,EMERALD BANK,BURDEN,KS,67019,12656
,2006-12-31,Oak Bank,Chicago,IL,60611,12937
,2006-12-31,Farmers Bank and Trust Company,Magnolia,AR,71753,12946
,2006-12-31,Bank of Nebraska,La Vista,NE,68128,12955
,2006-12-31,TRADERS BANK,SPENCER,WV,25276,13037
,2006-12-31,Bristol County Savings Bank,Taunton,MA,2780,13103
,2006-12-31,ELYSIAN BANK,ELYSIAN,MN,56028,13251
,2006-12-31,FIRST NATIONAL BANK OF LEWELLEN,LEWELLEN,NE,691470248,13457
,2006-12-31,LINCOLN COUNTY BANK,MERRILL,WI,54452,14052
,2006-12-31,F & C Bank,Holden,MO,64040,14155
,2006-12-31,Jackson State Bank & Trust,Jackson,WY,83001,14258
,2006-12-31,Citizens Bank of Massachusetts,Boston,MA,21091775,14409
,2006-12-31,First Security Bank-Evansville,Evansville,MN,56326,14454
,2006-12-31,BANK OF LOCUST GROVE,LOCUST GROVE,OK,743520219,14650
,2006-12-31,THE FARMERS STATE BANK OF BUCKLIN,BUCKLIN,KS,67834,14753
,2006-12-31,Bank of Eastern Oregon,Arlington,OR,97812,14865
,2006-12-31,Park National Bank,Chicago,IL,60610,15536
,2006-12-31,Wakulla Bank,Crawfordville,FL,32327,16337
,2006-12-31,Douglas County Bank,Lawrence,KS,66044,16458
,2006-12-31,Northview Bank,Finlayson,MN,55735,16551
,2006-12-31,The Elberfeld State Bank,Elberfeld,IN,476130013,16748
,2006-12-31,THE WEST MICHIGAN SAVINGS BANK,BANGOR,MI,49013,16944
,2006-12-31,First State Bank of Fertile,Fertile,MN,56540,16953
,2006-12-31,The Haverford Trust Company,Radnor,PA,19087,17110
,2006-12-31,"First Merchants Bank, NA",Muncie,IN,47305,17147
,2006-12-31,THE FIRST NATIONAL BANK IN MARLOW,MARLOW,OK,730550033,17259
,2006-12-31,Bank of the Cascades,Bend,OR,977099906,17464
,2006-12-31,Sumter Bank and Trust Co,Americus,GA,31709,17839
,2006-12-31,Bank of Bridger NA,Bridger,MT,59014,17950
,2006-12-31,First National Bank of Bastrop,Bastrop,TX,78602,18050
,2006-12-31,"South Central Bank, National Association",Chicago,IL,60607,18135
,2006-12-31,Bally Savings Bank,Bally,PA,195030130,18377
,2006-12-31,The Merchants National Bank of Kittanning,Kittanning,PA,16201,18827
,2006-12-31,CAPON VALLEY BANK,WARDENSVILLE,WV,26851,18836
,2006-12-31,BANK 7,MEDFORD,OK,73759,18854
,2006-12-31,THE FIRST STATE BANK OF BURLINGAME,BURLINGAME,KS,66413,18957
,2006-12-31,SECURITY BANK AND TRUST COMPANY,MIAMI,OK,74354,19356
,2006-12-31,Standard Bank and Trust Company,Hickory Hills,IL,604572298,19730
,2006-12-31,Citizens Bank of Americus,Americus,GA,317091128,19936
,2006-12-31,,,,,19972
,2006-12-31,Security Bank,New Auburn,WI,54575,20053
,2006-12-31,FARMERS STATE BANK,NEW ROSS,IN,47968,20147
,2006-12-31,First National Bank of Pinedale,Pinedale,WY,82941,20259
,2006-12-31,,,,,20370
,2006-12-31,First National Bank of Port Allegany,Port Allegany,PA,16743,20512
,2006-12-31,MCNB Bank and Trust Co.,Welch,WV,24801,20633
,2006-12-31,"Colony Bank, S. E.",Broxton,GA,31519,20839
,2006-12-31,GRANITE FALLS BANK,GRANITE FALLS,MN,562410008,20857
,2006-12-31,Home Valley Bank,Grants Pass,OR,97528,20866
,2006-12-31,State Bank of Burrton,Burrton,KS,670200219,21256
,2006-12-31,AMERICAN STATE BANK OF GRYGLA,GRYGLA,MN,56727,21359
,2006-12-31,Teche Bank & Trust Company,St. Martinville,LA,70582,21630
,2006-12-31,ALLIANCE BANK,MONDOVI,WI,54755,21658
,2006-12-31,UNION BANK & TRUST CO.,MONTICELLO,AR,716570270,22048
,2006-12-31,Colony Bank Ashburn,Ashburn,GA,31714,22235
,2006-12-31,FIRST NATIONAL BANK AND TRUST,POWELL,WY,82435,22356
,2006-12-31,First National Bank & Trust Co. of Leavenworth,Leavenworth,KS,660480109,22459
,2006-12-31,State Savings Bank,Frankfort,MI,496351169,22543
,2006-12-31,FIRST SOUTHEAST BANK,HARMONY,MN,55939,22552
,2006-12-31,West Union Bank,West Union,WV,26456,22730
,2006-12-31,Farmers & Merchants Bank,Statesboro,GA,304592789,22936
,2006-12-31,,,,,22954
,2006-12-31,CB&T Bank of Middle Georgia,Warner Robins,GA,31093,23036
,2006-12-31,West Michigan National Bank & Trust,Frankfort,MI,496351009,23045
,2006-12-31,"Integra Bank, N.A.",Evansville,IN,477050868,23241
,2006-12-31,The First National Bank of Henning,Ottertail,MN,56571,23456
,2006-12-31,Bridgehampton National Bank,Bridgehampton,NY,11932,23504
,2006-12-31,Oswego Community Bank,Oswego,IL,60543,23540
,2006-12-31,Commercial Bank & Trust Company,Monticello,AR,71655,23643
,2006-12-31,First National Bank of New Richmond,New Richmond,WI,54017,23755
,2006-12-31,First National Bank of Chester County,West Chester,PA,193810523,23812
,2006-12-31,Putnam County Savings Bank,Brewster,NY,105090417,24006
,2006-12-31,Mid-State Bank & Trust,Arroyo Grande,CA,93420,24266
,2006-12-31,ROCKY MOUNTAIN BANK,ROCK SPRINGS,WY,82901,24453
,2006-12-31,PRODUCE STATE BANK,HOLLANDALE,MN,56045,24659
,2006-12-31,"BANK TEXAS, NATIONAL ASSOCIATION",QUITMAN,TX,757831675,24668
,2006-12-31,FIRST NATIONAL BANK OF NASH,NASH,OK,73761,24855
,2006-12-31,THE BARABOO NATIONAL BANK,BARABOO,WI,53913,24949
,2006-12-31,All America Bank,Mustang,OK,73064,25357
,2006-12-31,Family Bank and Trust Company,Palos Hills,IL,60465,25647
,2006-12-31,S&C Bank,New Richmond,WI,54017,25852
,2006-12-31,PALMER BANK,TAYLORVILLE,IL,62568,26149
,2006-12-31,"FIRST NATIONAL BANK, CHGO HTS",CHICAGO HEIGHTS,IL,60411,26233
,2006-12-31,First National Bank and Trust Company,Mountain Home,AR,726541928,26242
,2006-12-31,La Monte Community Bank,La Monte,MO,65337,26457
,2006-12-31,First National Bank of Refugio,Refugio,TX,78377,26765
,2006-12-31,"OMNIBANK, N.A.",HOUSTON,TX,77021,26859
,2006-12-31,Delaware National Bank,Georgetown,DE,19947,26916
,2006-12-31,Blackhawk State Bank,Beloit,WI,53511,27548
,2006-12-31,Andover Bank,Andover,OH,440031300,27614
,2006-12-31,Heritage Bank,Frankfort,IL,60423,27838
,2006-12-31,DIAMOND STATE BANK,MURFREESBORO,AR,71958,27847
,2006-12-31,Northfield Savings Bank,Staten Island,NY,103140725,28013
,2006-12-31,State Bank of Kimball,Kimball,MN,55353,28152
,2006-12-31,The First National Bank of Beeville,Beeville,TX,78102,28255
,2006-12-31,ALLIED BANK,MULBERRY,AR,72947,28349
,2006-12-31,Hyde Park Savings Bank,Hyde Park,MA,21369935,28406
,2006-12-31,,,,,28572
,2006-12-31,Peoples Bank & Trust Company,Manchester,TN,373491049,28732
,2006-12-31,UNION CENTER NATIONAL BANK,UNION,NJ,7083,29104
,2006-12-31,"MidAmerican Bank & Trust Company, n.a.",Leavenworth,KS,66048,29252
,2006-12-31,The Citizens Bank,Philadelphia,MS,393500209,29636
,2006-12-31,First Texas Bank - Belton,Belton,TX,76513,29850
,2006-12-31,CENTENNIAL BANK,LITTLE ROCK,AR,72227,29944
,2006-12-31,HOME STATE BANK,LOUISVILLE,NE,68037,29953
,2006-12-31,Amistad Bank,Del Rio,TX,78840,30052
,2006-12-31,SHERMAN COUNTY BANK,LOUP CITY,NE,68853,30155
,2006-12-31,The RiverBank,Osceola,WI,54020,30258
,2006-12-31,College Savings Bank,Princeton,NJ,8540,30418
,2006-12-31,NORTHWAY BANK,BERLIN,NH,3570,30502
,2006-12-31,Lake Community Bank,Long Lake,MN,55356,30650
,2006-12-31,Discover Bank,New Castle,DE,19720,30810
,2006-12-31,NBanC (OKC),Oklahoma City,OK,73156,30856
,2006-12-31,The First National Bank of Waynesboro,Waynesboro,GA,308300647,31134
,2006-12-31,Central Bank,Houston,TX,77041,31255
,2006-12-31,FIRST STATE BANK OF BEN WHEELER,BEN WHEELER,TX,75754,31657
,2006-12-31,POWELL VALLEY NATIONAL BANK,JONESVILLE,VA,242630100,31826
,2006-12-31,BANK OF ANGUILLA,ANGUILLA,MS,38721,31835
,2006-12-31,CITIZENS NATIONAL BANK,FORT WORTH,TX,76109,32159
,2006-12-31,FIRST NATIONAL BANK AND TRUST CO.,CLINTON,IL,617270191,32234
,2006-12-31,LAKESIDE NATIONAL BANK,ROCKWALL,TX,75087,32766
,2006-12-31,Farmers Bank & Trust Co.,Blytheville,AR,723150688,33147
,2006-12-31,Premier Bank,Maplewood,MN,55109,33259
,2006-12-31,THE ROSCOE STATE BANK,ROSCOE,TX,795450609,33268
,2006-12-31,Black Earth State Bank,Black Earth,WI,53515,33549
,2006-12-31,"Maryland Bank & Trust Co., N. A.",Waldorf,MD,20604,33727
,2006-12-31,FARMERS STATE BANK,BERTRAM,TX,78605,33754
,2006-12-31,Placer Sierra Bank,Auburn,CA,95603,33772
,2006-12-31,Peoples State Bank of Colfax,Colfax,IL,617280527,33839
,2006-12-31,THE BANK OF MADISON,MADISON,NE,68748,33857
,2006-12-31,American Bank of St. Paul,St. Paul,MN,551043908,34153
,2006-12-31,,,,,34359
,2006-12-31,Bank of Lancaster,Kilmarnock,VA,22482,34425
,2006-12-31,MAGNOLIA STATE BANK,BAY SPRINGS,MS,394220508,34434
,2006-12-31,First National Bank of Park Falls,Park Falls,WI,54552,34452
,2006-12-31,Seacoast National Bank,Stuart,FL,349959012,34537
,2006-12-31,MACON-ATLANTA STATE BANK,MACON,MO,635520128,34555
,2006-12-31,First Western Bank,Booneville,AR,729270238,34742
,2006-12-31,THE WOODBURY BANKING COMPANY,WOODBURY,GA,30293,34836
,2006-12-31,"The First Bank, Roxton, Texas",Roxton,TX,75477,34863
,2006-12-31,ALLIANT BANK,MADISON,MO,65263,35057
,2006-12-31,Community Bank,Cabot,AR,72023,35244
,2006-12-31,State Street Bank and Trust Company,Boston,MA,2110,35301
,2006-12-31,Investors Savings Bank,Short Hills,NJ,7078,35570
,2006-12-31,BONDUEL STATE BANK,BONDUEL,WI,54107,35646
,2006-12-31,PREMIER BANK OF JACKSONVILLE,JACKSONVILLE,IL,62650,35842
,2006-12-31,STATE BANK OF COLUSA,COLUSA,IL,623290010,35936
,2006-12-31,Coppermark Bank,Oklahoma City,OK,731250676,36054
,2006-12-31,"FREESTAR BANK, N.A.",Pontiac,IL,61764,36344
,2006-12-31,Farmers State Bank,MAYWOOD,NE,69038,36456
,2006-12-31,Premier Bank,Lenexa,KS,66219,36858
,2006-12-31,FIRST STATE BANK,WRENS,GA,30833,36933
,2006-12-31,PIGEON FALLS STATE BANK,PIGEON FALLS,WI,547600489,37051
,2006-12-31,BANK OF ONTARIO,ONTARIO,WI,54651,37341
,2006-12-31,The State Bank of Lebo,Lebo,KS,66856,37350
,2006-12-31,Central Valley Bank,Toppenish,WA,98948,37378
,2006-12-31,United Bank,Zebulon,GA,30295,37435
,2006-12-31,GERMAN AMERICAN BANCORP,JASPER,IN,47547,37640
,2006-12-31,FARMERS STATE BANK,ALLEN,OK,74825,37659
,2006-12-31,Calumet County Bank,Brillion,WI,54110,37743
,2006-12-31,Bank of Rantoul,Rantoul,IL,61866,37949
,2006-12-31,Iron and Glass Bank,Pittsburgh,PA,152031187,38526
,2006-12-31,First United Bank,Crete,IL,60417,38535
,2006-12-31,Owen County State Bank,Spencer,IN,47460,38740
,2006-12-31,"Calvin B Taylor Banking Company of Berlin, Maryland",Berlin,MD,218110005,39327
,2006-12-31,The Lorain National Bank,Lorain,OH,440521739,39420
,2006-12-31,AmericanWest Bank,Spokane,WA,99201,39475
,2006-12-31,NBanC (Tulsa),Tulsa,OK,74136,39756
,2006-12-31,First National Bank of Georgia,Buchanan,GA,30113,39934
,2006-12-31,Richton Bank & Trust Company,Richton,MS,39476,40033
,2006-12-31,Chittenden Trust Company,Burlington,VT,5401,40305
,2006-12-31,MURRAY STATE BANK,MURRAY,NE,684090076,40350
,2006-12-31,Connecticut River Bank NA,Springfield,VT,5156,40707
,2006-12-31,Eitzen State Bank,Eitzen,MN,55931,40855
,2006-12-31,Farmers & Merchants Bank of Orfordville,Orfordville,WI,53576,41245
,2006-12-31,First State Bank,Anadarko,OK,73005,41553
,2006-12-31,PIONEER  BANK,Stanley,VA,22851,41629
,2006-12-31,First Banking Center,Burlington,WI,53105,41647
,2006-12-31,FARMERS STATE BANK OF ELKTON,ELKTON,MN,55933,41759
,2006-12-31,Middletown Valley Bank,Middletown,MD,217690075,41825
,2006-12-31,FARMERS STATE BANK OF DANFORTH,DANFORTH,IL,609300168,41937
,2006-12-31,Bank of Newman Grove,Newman Grove,NE,68758,41955
,2006-12-31,Peoples Exchange Bank of Monroe County,Beatrice,AL,364250008,42037
,2006-12-31,ANADARKO BANK AND TRUST COMPANY,ANADARKO,OK,73005,42055
,2006-12-31,The Commercial National Bank of Brady,Brady,TX,768250591,42354
,2006-12-31,FIRST COMMONWEALTH BANK,INDIANA,PA,157010400,42420
,2006-12-31,FIRST NATIONAL BANK,PARAGOULD,AR,72451,42448
,2006-12-31,COMMERCIAL BANK,Nelson,NE,68961,42457
,2006-12-31,SECURITY STATE BANK,IRON RIVER,WI,54847,43052
,2006-12-31,First National Bank,Mountain View,MO,65548,43155
,2006-12-31,United Commercial Bank,San Francisco,CA,94111,43173
,2006-12-31,THE EXCHANGE BANK,LUCKEY,OH,43443,43324
,2006-12-31,Leonardville State Bank,Leonardville,KS,66449,43351
,2006-12-31,AMERICAN STATE BANK,ERSKINE,MN,56535,43454
,2006-12-31,Union National Community Bank,Mount Joy,PA,175520567,43511
,2006-12-31,The Farmers State Bank,Lanesville,IN,47136,43641
,2006-12-31,Cambridge State Bank,Cambridge,WI,53523,43744
,2006-12-31,THE MINERS NATIONAL BANK OF EVELETH,EVELETH,MN,55734,43856
,2006-12-31,Bridge City State Bank,Bridge City,TX,776110887,43959
,2006-12-31,The First National Bank of Monterey,Monterey,IN,46960,44040
,2006-12-31,First Commercial Bank Birmingham,Birmingham,AL,35209,44134
,2006-12-31,"Intercredit Bank, National Association",Miami,FL,33131,44433
,2006-12-31,"TEXAS PREMIER BANK, N.A.",BROOKSHIRE,TX,77423,44451
,2006-12-31,"Mellon Trust of New England, N.A.",Boston,MA,2108,44602
,2006-12-31,Citizens Bank,Mooresville,IN,46158,44741
,2006-12-31,Citizens Bank of Newburg,Newburg,MO,65550,44750
,2006-12-31,The First National Bank of McConnelsville,McConnelsville,Oh,43756,44929
,2006-12-31,STATE BANK OF DAVIS,DAVIS,IL,61019,45038
,2006-12-31,The First National Bank at Paris,Paris,AR,72855,45047
,2006-12-31,Platte Valley Bank,North Bend,NE,686490500,45056
,2006-12-31,JOHNSON COUNTY BANK,MOUNTAIN CITY,TN,37683,45430
,2006-12-31,THE STATE BANK OF LEON,LEON,KS,67074,45458
,2006-12-31,Bank Midwest Mn- Ia N.A.,Fairmont,MN,56031,45551
,2006-12-31,Jefferson State Bank,San Antonio,TX,78201,45560
,2006-12-31,First Charter Bank,Charlotte,NC,282622373,45627
,2006-12-31,Iron Workers Bank,Aston,PA,19014,45775
,2006-12-31,The State Bank of Faribault,Faribault,MN,55021,46053
,2006-12-31,FARMERS BANK & TRUST COMPANY,PRINCETON,KY,424450559,46941
,2006-12-31,NORTH LOUP VALLEY BANK,NORTH LOUP,NE,688590006,47153
,2006-12-31,The Dart Bank,Mason,MI,48842,47247
,2006-12-31,COMMUNITY STATE BANK OF PRENTICE,PRENTICE,WI,545560115,47256
,2006-12-31,FIRST NATIONAL BANK OF BENTON,BENTON,LA,71006,47452
,2006-12-31,Claremont Savings Bank,Claremont,NH,3743,47500
,2006-12-31,FARMERS NATIONAL BANK,STAFFORD,KS,67578,48057
,2006-12-31,Franklin State Bank,Franklin,MN,55333,48150
,2006-12-31,First Financial Bank,El Dorado,AR,71730,48374
,2006-12-31,CLEVELAND STATE BANK,CLEVELAND,WI,53015,48440
,2006-12-31,,,,,48552
,2006-12-31,The First Commercial Bank,Chicago,IL,60626,48730
,2006-12-31,Commerce Bank,Geneva,MN,56035,49054
,2006-12-31,RUSHVILLE STATE BANK,RUSHVILLE,IL,626810050,49148
,2006-12-31,Pine Bluff National Bank,Pine Bluff,AR,716117878,49241
,2006-12-31,Mason State Bank,Mason,MI,488540130,49344
,2006-12-31,PALMYRA STATE BANK,PALMYRA,WI,53156,49643
,2006-12-31,First Bank,Sterling,KS,67579,49652
,2006-12-31,High Point Bank and Trust Company,High Point,NC,27261,49821
,2006-12-31,Bank of South Texas,McAllen,TX,78504,49858
,2006-12-31,The First Security Bank,Beaver,OK,739320947,49951
,2006-12-31,,,,,50144
,2006-12-31,California Pacific Bank,San Francisco,CA,94104,50461
,2006-12-31,LITTLE RIVER BANK,LEPANTO,AR,72354,50546
,2006-12-31,WILBURTON STATE BANK,"WILBURTON, OK  74578",OK,74578,50854
,2006-12-31,1st Financial Bank,Overland Park,KS,66221,50957
,2006-12-31,Bank of Camden,Camden,TN,38320,51253
,2006-12-31,latimer state bank,wilburton,OK,745780070,51356
,2006-12-31,Centera Bank,Sublette,KS,678770400,51459
,2006-12-31,,,,,51730
,2006-12-31,FARMERS & MERCHANTS UNION BANK,COLUMBUS,WI,53925,51842
,2006-12-31,BARTLETT FARMERS BANK,BARTLETT,OH,45713,52410
,2006-12-31,,,,,52456
,2006-12-31,The Depository Trust Company,New York,NY,100410099,52719
,2006-12-31,Security State Bank of Wewoka Oklahoma,Wewoka,OK,748840749,52951
,2006-12-31,THE HERNDON NATIONAL BANK,HERNDON,PA,178300305,53015
,2006-12-31,Mellon United National Bank,Miami,FL,331313128,53033
,2006-12-31,Buckholts State Bank,Buckholts,TX,76518,53051
,2006-12-31,Guaranty Bank,Mamou,LA,70554,53239
,2006-12-31,FIRST NATIONAL BANK IN WEWOKA,WEWOKA,OK,748840750,53453
,2006-12-31,"FIRST STATE BANK, HEMPHILL, TEXAS",HEMPHILL,TX,75948,53752
,2006-12-31,BANK OF POYNETTE,POYNETTE,WI,539550067,54049
,2006-12-31,The Bank of Tescott,Tescott,KS,67484,54058
,2006-12-31,First State Bank,Camargo,OK,738350045,54357
,2006-12-31,YOUR COMMUNITY BANK,NEW ALBANY,IN,471510939,54375
,2006-12-31,AMERICAN BANK & TRUST WISCONSIN,CUBA CITY,WI,538070827,54441
,2006-12-31,CITIZENS STATE BANK,BUFFALO,TX,758010278,54656
,2006-12-31,"Home Savings Bank of Albemarle, SSB",Albemarle,NC,280020489,55176
,2006-12-31,Nebraska State Bank,Omaha,NE,68134,55251
,2006-12-31,METAIRIE BANK & TRUST,METAIRIE,LA,70004,55336
,2006-12-31,Citizens Savings Bank & Trust Company,Nashville,TN,37208,55635
,2006-12-31,,,,,55653
,2006-12-31,PEOPLES BANK OF LOUISIANA,AMITE,LA,70422,56230
,2006-12-31,Citizens Bank & Trust Co.,Hutchinson,MN,553500339,56258
,2006-12-31,Citizens National Bank,Henderson,TX,756531009,56351
,2006-12-31,The Citizens National Bank of Meyersdale,Meyersdale,PA,15552,56427
,2006-12-31,DMB Community Bank,DeForest,WI,53532,56548
,2006-12-31,CoBiz Bank NA,Denver,CO,80202,56557
,2006-12-31,The Dime Bank,Honesdale,PA,18431,56717
,2006-12-31,Bay First Bank,North East,MD,21901,56726
,2006-12-31,First National Bank at Darlington,Darlington,WI,535300050,57040
,2006-12-31,New Windsor State Bank,New Windsor,MD,217760489,57228
,2006-12-31,FIRST NATIONAL BANK OF BYERS,BYERS,TX,76357,57255
,2006-12-31,Dairy State Bank,Rice Lake,WI,54868,57451
,2006-12-31,WARE CO-OPERATIVE BANK,WARE,MA,10820849,57572
,2006-12-31,HEREFORD STATE BANK,HEREFORD,TX,79045,57956
,2006-12-31,Adams Co-operative Bank,Adams,MA,1220,58074
,2006-12-31,First Colebrook Bank,Colebrook,NH,3576,58207
,2006-12-31,FARMERS BANK & SAVINGS CO.,Pomeroy,OH,45769,58225
,2006-12-31,Johnson Bank,Racine,WI,53403,58243
,2006-12-31,KENT STATE BANK,KENT,MN,565530051,58355
,2006-12-31,SECURITY STATE BANK,CHEYENNE,OK,73628,58551
,2006-12-31,CENTURY BANK,LUCEDALE,MS,39452,58636
,2006-12-31,First State Bank of Kensington,Kensington,MN,56343,58757
,2006-12-31,Washington Trust Bank,Spokane,WA,992102127,58971
,2006-12-31,American Alliance Bank,Lake City,MN,550410455,59259
,2006-12-31,Wayne Bank,Honesdale,PA,184310269,59316
,2006-12-31,CITIZENS NATIONAL BANK,CAMERON,TX,76520,59352
,2006-12-31,ECONOMY CO-OPERATIVE BANK,Merrimac,MA,1860,59679
,2006-12-31,THE BANK OF WYANDOTTE,WYANDOTTE,OK,74370,59754
,2006-12-31,Comerica Bank,Detroit,MI,482263415,60143
,2006-12-31,The First National Bank of Newport,Newport,PA,170740008,60219
,2006-12-31,PEOPLES BANK OF NORTH ALABAMA,CULLMAN,AL,35055,60330
,2006-12-31,Community Bank National Association,Lucedale,MS,39452,60433
,2006-12-31,THE HOME TRUST & SAVINGS BANK,OSAGE,IA,50461,60545
,2006-12-31,First State Bank Minnesota,LeRoy,MN,55951,60554
,2006-12-31,First National Bank,Cloverdale,IN,46120,60648
,2006-12-31,First United Bank & Trust,Oakland,MD,21550,61122
,2006-12-31,"CorTrust Bank, N.A.",Mitchell,SD,57301,61355
,2006-12-31,Pilgrim Bank,Cohasset,MA,2025,61476
,2006-12-31,Peninsula Bank,Englewood,FL,34224,61533
,2006-12-31,American Heritage National Bank,Long Prairie,MN,563470509,61757
,2006-12-31,The First National Bank of Mount Dora,Mount Dora,Fl,32757,61832
,2006-12-31,FIRST NATIONAL BANK OF COWETA,COWETA,OK,74429,61953
,2006-12-31,SEBREE DEPOSIT BANK,SEBREE,KY,42455,62044
,2006-12-31,Citizens Bank New Hampshire,Manchester,NH,31012104,62101
,2006-12-31,Community First Bank,Rosholt,WI,54473,62147
,2006-12-31,The Dolores State Bank,Dolores,CO,81323,63050
,2006-12-31,City National Bank,Beverly Hills,CA,90210,63069
,2006-12-31,Whidbey Island Bank,Oak Harbor,WA,98277,63078
,2006-12-31,CAYUGA LAKE NATIONAL BANK,UNION SPRINGS,NY,13160,63201
,2006-12-31,"Mid City Bank, Inc.",Omaha,NE,68131,63359
,2006-12-31,Walpole Co-operative Bank,Walpole,MA,2081,63573
,2006-12-31,Citizens Bank,Lafayette,TN,37083,63733
,2006-12-31,HOMETOWN BANK,FOND DU LAC,WI,54935,63742
