RCON9224,RCON9999,RSSD9017,RSSD9130,RSSD9200,RSSD9220,IDRSSD
549300M5DZ6P9KNT7H33,2019-06-30,"Bank Of Elk River, The",Elk River,MN,55330,10250
,2019-06-30,FIRST STATE BANK,LONOKE,AR,72086,10849
,2019-06-30,LAKE-OSCEOLA STATE BANK,BALDWIN,MI,49304,11145
,2019-06-30,FIRST NATIONAL BANK OF CLARKSDALE,Clarksdale,MS,38614,11640
,2019-06-30,The Farmers Bank,Greensboro,GA,30642,11837
,2019-06-30,FNB South,Alma,GA,31510,12030
,2019-06-30,The Cleveland State Bank,Cleveland,MS,38732,12142
,2019-06-30,American Savings Bank,Middletown,OH,45042,12179
2WHM8VNJH63UN14OL754,2019-06-30,The Huntington National Bank,Columbus,OH,43215,12311
,2019-06-30,The Portage County Bank,Almond,WI,54909,12647
,2019-06-30,EMERALD BANK,BURDEN,KS,67019,12656
,2019-06-30,Farmers Bank & Trust Company,Magnolia,AR,71753,12946
,2019-06-30,Bristol County Savings Bank,Taunton,MA,02780,13103
,2019-06-30,Elysian Bank,Elysian,MN,56028,13251
,2019-06-30,Bank Of Lewellen,Lewellen,NE,69147,13457
,2019-06-30,F and C Bank,Holden,MO,64040,14155
,2019-06-30,Bank Of Locust Grove,Locust Grove,OK,74352,14650
,2019-06-30,"Farmers State Bank Of Bucklin, Kansas, The",Bucklin,KS,67834,14753
5493OOJ0CQITHCF2G618,2019-06-30,Bank Of Eastern Oregon,Heppner,OR,97836,14865
,2019-06-30,First Federal Bank Littlefield Texas ssb,Littlefield,TX,793391390,14977
,2019-06-30,Northview Bank,Sandstone,MN,55072,16551
,2019-06-30,The Elberfeld State Bank,Elberfeld,IN,47613,16748
,2019-06-30,The Haverford Trust Company,Radnor,PA,19087,17110
S0Q3AHZRL5K6VQE35M07,2019-06-30,First Merchants Bank,Muncie,IN,47305,17147
,2019-06-30,The First National Bank In Marlow,Marlow,OK,73055,17259
,2019-06-30,"Bank Of Bridger, National Association",Bridger,MT,59014,17950
,2019-06-30,Elizabethton Federal Savings Bank,Elizabethton,TN,37643,17978
,2019-06-30,First National Bank of Bastrop,Bastrop,TX,78602,18050
5493008KRFDENOBVE608,2019-06-30,"South Central Bank, NA",Chicago,IL,60607,18135
549300TFEH2N4OKL5136,2019-06-30,"NexTier Bank, N.A.",Kittanning,PA,16201,18827
254900JEEAUO1ZDBXW22,2019-06-30,Capon Valley Bank,Wardensville,WV,26851,18836
5493003OO8EG0RKSFX83,2019-06-30,Bank 7,Oklahoma City,OK,73116,18854
,2019-06-30,SECURITY BANK AND TRUST COMPANY,MIAMI,OK,74354,19356
,2019-06-30,Citizens Bank of Americus,Americus,GA,31709,19936
,2019-06-30,FARMERS BUILDING AND SAVINGS BANK,ROCHESTER,PA,15074,19972
,2019-06-30,Security Bank,New Auburn,WI,54757,20053
,2019-06-30,MCNB Bank And Trust Co.,Welch,WV,24801,20633
,2019-06-30,Granite Falls Bank,Granite Falls,MN,56241,20857
,2019-06-30,State Bank Of Burrton,Burrton,KS,67020,21256
,2019-06-30,AMERICAN STATE BANK OF GRYGLA,GRYGLA,MN,56727,21359
,2019-06-30,ALLIANCE BANK,MONDOVI,WI,54755,21658
549300FDWHVG4HSERS14,2019-06-30,Union Bank & Trust Company,Monticello,AR,71655,22048
,2019-06-30,State Savings Bank,Frankfort,MI,49635,22543
,2019-06-30,FIRST SOUTHEAST BANK,HARMONY,MN,55939,22552
,2019-06-30,West Union Bank,West Union,WV,26456,22730
,2019-06-30,The First National Bank Of Henning,Ottertail,MN,56571,23456
549300UWA74T8PF7KY34,2019-06-30,BNB Bank,Bridgehampton,NY,11932,23504
,2019-06-30,COMMERCIAL BANK & TRUST COMPANY,MONTICELLO,AR,71655,23643
,2019-06-30,First National Community Bank,New Richmond,WI,54017,23755
,2019-06-30,PCSB Bank,Yorktown Heights,NY,10598,24006
,2019-06-30,Galion Building and Loan Bank,Galion,OH,44833,24378
549300366GOK32ZOOH49,2019-06-30,ROCKY MOUNTAIN BANK,JACKSON,WY,83001,24453
,2019-06-30,Produce State Bank,Hollandale,MN,56045,24659
,2019-06-30,"BTH Bank, National Association",Quitman,TX,75783,24668
54930065PWY9N8KCRQ96,2019-06-30,BARABOO STATE BANK,BARABOO,WI,53913,24949
,2019-06-30,All America Bank,Mustang,OK,73064,25357
,2019-06-30,First Secure Bank and Trust Co,Palos Hills,IL,60465,25647
,2019-06-30,"Broadway Federal Bank, F.S.B",Los Angeles,CA,90036,26176
,2019-06-30,La Monte Community Bank,La Monte,MO,65337,26457
549300PG87MHQ7H4CO08,2019-06-30,Vantage Bank Texas,San Antonio,TX,78216,26765
,2019-06-30,Time Federal Savings Bank,Medford,WI,54451,27070
OTQ7L99FG3H1GQVQBT56,2019-06-30,Blackhawk Bank,Beloit,WI,53511,27548
254900I3LJYL57NZ5H21,2019-06-30,The Andover Bank,Andover,OH,44003,27614
254900YY36UO9MBPH808,2019-06-30,DIAMOND BANK,MURFREESBORO,AR,71958,27847
549300BN4MNW5KE16X83,2019-06-30,Northfield Bank,Staten Island,NY,10314,28013
54930076NULTCIRS5P09,2019-06-30,Harvest Bank,Kimball,MN,55353,28152
549300WUAFVZR9Z4BL92,2019-06-30,"Cumberland Federal Bank, Federal Savings Bank",Cumberland,WI,54829,28675
,2019-06-30,Peoples Bank & Trust Co,Manchester,TN,37355,28732
,2019-06-30,RiverBank,Pocahontas,AR,72455,29476
,2019-06-30,The Citizens Bank Of Philadelphia,Philadelphia,MS,39350,29636
,2019-06-30,Maspeth Federal Savings And Loan Association,Maspeth,NY,11378,29878
,2019-06-30,Amistad Bank,Del Rio,TX,78840,30052
549300MKT4KNKP08CQ45,2019-06-30,NORTHWAY BANK,BERLIN,NH,3570,30502
549300F0NHQ63TK82210,2019-06-30,Lake Community Bank,Long Lake,MN,55356,30650
X05BVSK68TQ7YTOSNR22,2019-06-30,Discover Bank,New Castle,DE,19720,30810
,2019-06-30,"First National Bank Of Waynesboro, The",Waynesboro,GA,30830,31134
,2019-06-30,Central Bank,Houston,TX,77041,31255
,2019-06-30,"First State Bank of Ben Wheeler, Texas",Ben Wheeler,TX,75754,31657
,2019-06-30,Powell Valley National Bank,Jonesville,VA,24263,31826
,2019-06-30,BANK OF ANGUILLA,ANGUILLA,MS,38721,31835
,2019-06-30,First National Bank and Trust Company,Clinton,IL,61727,32234
,2019-06-30,LAKESIDE NATIONAL BANK,ROCKWALL,TX,75032,32766
,2019-06-30,Security Federal Savings Bank,Logansport,IN,46947,32971
,2019-06-30,Farmers Bank And Trust Company,Blytheville,AR,72315,33147
,2019-06-30,Premier Bank,Maplewood,MN,55109,33259
549300H1IFC50SWPR637,2019-06-30,The Roscoe State Bank,Roscoe,TX,79545,33268
,2019-06-30,"Home Savings Bank, Fsb",Ludlow,KY,41016,33370
,2019-06-30,Peoples State Bank of Colfax,Colfax,IL,617280527,33839
,2019-06-30,Frontier Bank,Omaha,NE,68118,33857
,2019-06-30,Virginia Commonwealth Bank,Richmond,VA,23226,34425
,2019-06-30,MAGNOLIA STATE BANK,BAY SPRINGS,MS,39422,34434
5493006MCOP60BBI4G97,2019-06-30,Seacoast National Bank,Stuart,FL,34994,34537
,2019-06-30,MACON-ATLANTA STATE BANK,MACON,MO,635520128,34555
,2019-06-30,First Western Bank,Booneville,AR,729270238,34742
,2019-06-30,Alliant Bank,Madison,MO,65263,35057
571474TGEMMWANRLN572,2019-06-30,STATE STREET BANK AND TRUST COMPANY,Boston,MA,02110,35301
5493002VB77GOYB9O402,2019-06-30,Investors Bank,Short Hills,NJ,07078,35570
,2019-06-30,Bonduel State Bank,Bonduel,WI,54107,35646
254900FSTRXV05536767,2019-06-30,East Wisconsin Savings Bank,Kaukauna,WI,54130,35879
,2019-06-30,Community First Bank,Maywood,NE,69038,36456
,2019-06-30,First State Bank,Wrens,GA,30833,36933
254900TSKS1LGJIUMN67,2019-06-30,Oakwood Bank,Whitehall,WI,54773,37051
,2019-06-30,Bank Of Ontario,Ontario,WI,54651,37341
549300S61HFNW2YFEK61,2019-06-30,United Bank,Zebulon,GA,30295,37435
,2019-06-30,GERMAN AMERICAN BANK,JASPER,IN,47547,37640
,2019-06-30,FARMERS STATE BANK,ALLEN,OK,748250467,37659
,2019-06-30,Bank of Rantoul,Rantoul,IL,61866,37949
54930004Z0FN1LYUET14,2019-06-30,Owen County State Bank,Spencer,IN,47460,38740
5493005NXMQ7SP5TOF96,2019-06-30,"Calvin B. Taylor Banking Company of Berlin, Maryland",Berlin,MD,21811,39327
54930076IPVDX26EBK58,2019-06-30,NBC Oklahoma,Oklahoma City,OK,73120,39756
,2019-06-30,richton bank & Trust,richton,MS,39476,40033
,2019-06-30,HarborOne Bank,Brockton,MA,02301,40499
,2019-06-30,ESB Bank,Eitzen,MN,55921,40855
549300SZGYMFBGIUYD65,2019-06-30,Farmers & Merchants Bank Of Orfordville,Orfordville,WI,53576,41245
,2019-06-30,First State Bank,Anadarko,OK,73005,41553
549300IDUXRYG23KYY13,2019-06-30,Pioneer Bank,Stanley,VA,22851,41629
,2019-06-30,Middletown Valley Bank,Middletown,MD,21769,41825
,2019-06-30,Farmers State Bank of Danforth,Danforth,IL,60930,41937
,2019-06-30,Bank of Newman Grove,Newman Grove,NE,68758,41955
,2019-06-30,PEOPLES EXCHANGE BANK,MONROEVILLE,AL,36460,42037
,2019-06-30,THE COMMERCIAL NATIONAL BANK OF BRADY,BRADY,TX,76825,42354
549300EGTMF0WQ0CQM74,2019-06-30,First Federal Savings Bank Of Lincolnton,Lincolnton,NC,28092,42372
VN1JLT1F3FLLVN3FZG89,2019-06-30,FIRST COMMONWEALTH BANK,INDIANA,PA,15701,42420
5493003EW6T31TGECO83,2019-06-30,FIRST NATIONAL BANK,PARAGOULD,AR,72451,42448
,2019-06-30,Commercial Bank,Nelson,NE,68961,42457
,2019-06-30,Security State Bank,Iron River,WI,54847,43052
,2019-06-30,Peoples State Bank,Manhattan,KS,66503,43351
,2019-06-30,THE MINERS NATIONAL BANK OF EVELETH,EVELETH,MN,55734,43856
,2019-06-30,Bridge City State Bank,Bridge City,TX,77611,43959
,2019-06-30,"First National Bank Of Monterey, The",Monterey,IN,46960,44040
,2019-06-30,"Intercredit Bank, National Association",Miami,FL,33134,44433
,2019-06-30,Citizens Bank,Mooresville,IN,46158,44741
,2019-06-30,Citizens Bank of Newburg,Rolla,MO,65401,44750
,2019-06-30,First National Bank,McConnelsville,OH,43756,44929
,2019-06-30,STATE BANK OF DAVIS,DAVIS,IL,61019,45038
,2019-06-30,The First National Bank At Paris,Paris,AR,72855,45047
,2019-06-30,Platte Valley Bank,North Bend,NE,686490500,45056
,2019-06-30,Johnson County Bank,Mountain City,TN,37683,45430
549300054IBXNJUH0T10,2019-06-30,Vintage Bank Kansas,Leon,KS,67074,45458
549300USNPUCH96WTF23,2019-06-30,Bank Midwest,Spirit Lake,IA,51360,45551
,2019-06-30,Jefferson Bank,San Antonio,TX,78201,45560
,2019-06-30,Iron Workers Savings Bank,Aston,PA,19014,45775
,2019-06-30,The State Bank Of Faribault,Faribault,MN,55021,46053
,2019-06-30,Farmers Bank And Trust Company,Princeton,KY,42445,46941
,2019-06-30,The Dart Bank,Mason,MI,48854,47247
,2019-06-30,Community Financial Bank,Prentice,WI,54556,47256
549300IK1PI4M3E1Z209,2019-06-30,FIRST NATIONAL BANK OF BENTON,BENTON,LA,71006,47452
,2019-06-30,Claremont Savings Bank,Claremont,NH,03743,47500
,2019-06-30,Prairie Bank of Kansas,Stafford,KS,67578,48057
,2019-06-30,Franklin State Bank,Franklin,MN,55333,48150
254900CNZP15WN45KW48,2019-06-30,First Financial Bank,El Dorado,AR,71730,48374
549300O3HNZKCYCYJK98,2019-06-30,Cleveland State Bank,Cleveland,WI,53015,48440
,2019-06-30,Commerce Bank,Geneva,MN,56035,49054
,2019-06-30,RUSHVILLE STATE BANK,RUSHVILLE,IL,626810050,49148
549300GCILEV6KJUST91,2019-06-30,"Relyance Bank, National Association",Pine Bluff,AR,71601,49241
,2019-06-30,First Bank,Sterling,KS,67579,49652
549300J08BVKMFC3Z033,2019-06-30,Bank of South Texas,McAllen,TX,78504,49858
,2019-06-30,The First Security Bank,Beaver,OK,73932,49951
,2019-06-30,state bank of medora,medora,IN,47260,50144
,2019-06-30,California Pacific Bank,San Francisco,CA,94104,50461
,2019-06-30,WINFIRST BANK,WINCHESTER,KY,40391,50872
,2019-06-30,APEX BANK,CAMDEN,TN,38320,51253
,2019-06-30,Latimer State Bank,Wilburton,OK,74578,51356
,2019-06-30,Centera Bank,Sublette,KS,67877,51459
549300YHR41F57LS0R28,2019-06-30,FARMERS & MERCHANTS UNION BANK,COLUMBUS,WI,53925,51842
,2019-06-30,The Depository Trust Company,New York,NY,100410099,52719
,2019-06-30,Security State Bank Of Oklahoma,Wewoka,OK,74884,52951
,2019-06-30,The Buckholts State Bank,Buckholts,TX,76518,53051
,2019-06-30,First State Bank,Hemphill,TX,75948,53752
,2019-06-30,Bank Of Tescott,Tescott,KS,67484,54058
,2019-06-30,Citizens State Bank,Buffalo,TX,75831,54656
549300BES7HNVKCDIM50,2019-06-30,"American Savings Bank, FSB",Honolulu,HI,96813,54973
549300K3SVNVK97FCP36,2019-06-30,METAIRIE BANK & TRUST,METAIRIE,LA,70001,55336
,2019-06-30,Citizens Savings Bank & Trust,Nashville,TN,37208,55635
,2019-06-30,Fidelity State Bank And Trust Company,Topeka,KS,66603,55653
,2019-06-30,Evergreen Federal Bank,Grants Pass,OR,97526,55970
,2019-06-30,"Citizens Bank & Trust Co., Hutchinson, Minn.",Hutchinson,MN,553500339,56258
,2019-06-30,"VeraBank, N.A.",Henderson,TX,75652,56351
549300LC0BP2X1F6BE13,2019-06-30,DMB Community Bank,DeForest,WI,53532,56548
549300JSQZG5CD2LWR30,2019-06-30,The Dime Bank,Honesdale,PA,18431,56717
,2019-06-30,First National Bank at Darlington,Darlington,WI,535300050,57040
2549006KT1XNB09W2M78,2019-06-30,Dairy State Bank,Rice Lake,WI,54868,57451
,2019-06-30,FARMERS BANK & SAVINGS CO.,Pomeroy,OH,45769,58225
IWRZQFYIRJ0IMURZBB68,2019-06-30,Johnson Bank,Racine,WI,53403,58243
,2019-06-30,Vantage Bank,Kent,MN,56553,58355
,2019-06-30,Security State Bank,Cheyenne,OK,73628,58551
,2019-06-30,CENTURY BANK,LUCEDALE,MS,39452,58636
549300Q9WQZE336R0U94,2019-06-30,Kensington Bank,Kensington,MN,56343,58757
549300P2GEYNMH5OQA71,2019-06-30,Washington Trust Bank,Spokane,WA,99210,58971
549300XZGHPTWOJPDI31,2019-06-30,Wayne Bank,Honesdale,PA,18431,59316
,2019-06-30,Citizens National Bank,Cameron,TX,76520,59352
,2019-06-30,First Shore Federal Savings And Loan Association,Salisbury,MD,21801,59370
,2019-06-30,The Bank Of Wyandotte,Wyandotte,OK,74370,59754
70WY0ID1N53Q4254VH70,2019-06-30,Comerica Bank,Dallas,TX,75201,60143
5493002XCPKQYCZ56W55,2019-06-30,PEOPLES BANK OF ALABAMA,CULLMAN,AL,35055,60330
,2019-06-30,The Home Trust & Savings Bank,Osage,IA,50461,60545
,2019-06-30,First State Bank Minnesota,Le Roy,MN,55951,60554
,2019-06-30,First National Bank,Cloverdale,IN,46120,60648
,2019-06-30,First United Bank & Trust,Oakland,MD,21550,61122
,2019-06-30,"CorTrust Bank, N.A.",Mitchell,SD,57301,61355
549300FR7PGHS5RN4G56,2019-06-30,Abington Bank,Abington,MA,02351,61476
,2019-06-30,American Heritage National Bank,Long Prairie,MN,56347,61757
2549001SGCT0DXW9UA79,2019-06-30,The First National Bank of Mount Dora,Mount Dora,Fl,32757,61832
,2019-06-30,The First National Bank of Coweta,Coweta,OK,74429,61953
,2019-06-30,Sebree Deposit Bank,Sebree,KY,42455,62044
,2019-06-30,"Rockefeller Trust Company, National Association",New York,NY,10111,62110
549300SRO5L90DRP2664,2019-06-30,Community First Bank,Rosholt,WI,54473,62147
549300X81DB0TLVVZF81,2019-06-30,First Advantage Bank,Clarksville,TN,37040,62772
,2019-06-30,The Dolores State Bank,Dolores,CO,81323,63050
,2019-06-30,City National Bank,Los Angeles,CA,90071,63069
,2019-06-30,CAYUGA LAKE NATIONAL BANK,UNION SPRINGS,NY,13160,63201
,2019-06-30,Walpole Co-operative Bank,Walpole,MA,02081,63573
549300W4TWSN8U8TGD72,2019-06-30,Citizens Bank,Lafayette,TN,37083,63733
549300OSYCBC27271359,2019-06-30,HOMETOWN BANK,FOND DU LAC,WI,54935,63742
,2019-06-30,Towanda State Bank,Towanda,KS,67144,63751
549300XCHJ481RPPSP63,2019-06-30,Wyoming Bank & Trust,Cheyenne,WY,82009,64150
549300LIZH7VW4DFJK44,2019-06-30,Bank2,Oklahoma City,OK,73108,64552
,2019-06-30,Farmers & Merchants Bank,Eatonton,GA,31024,64730
,2019-06-30,Torrington Savings Bank,Torrington,CT,06790,65205
5JQ7W3GWO8J5DAE5WR19,2019-06-30,Delta National Bank and Trust Company,New York,NY,10019,65513
254900CYWJYH3ES8BV63,2019-06-30,Pioneer Bank & Trust,Belle Fourche,SD,57717,65559
,2019-06-30,"Citizens Union Bank of Shelbyville, Inc.",Shelbyville,KY,400660189,65746
D32W5EBLENJC27207O81,2019-06-30,Emprise Bank,Wichita,KS,67201,65858
,2019-06-30,DECATUR COUNTY BANK,DECATURVILLE,TN,38329,66154
254900P4A09O6AABF892,2019-06-30,FIRST SOUTHERN BANK,FLORENCE,AL,36530,66275
5493003MAUCY3WMZY776,2019-06-30,Cincinnati Federal,Cincinnati,OH,45247,66677
549300LNXSV7JTOU7K53,2019-06-30,Peoples Trust & Savings Bank,Boonville,IN,476010307,67142
5493009EEWZ9S4F2BE94,2019-06-30,Kirkpatrick Bank,Edmond,OK,73013,67151
549300JXG84BHZE66C26,2019-06-30,Newburyport Five Cents Savings Bank,"Newburyport,",MA,01950,67209
,2019-06-30,Young Americans Bank,Denver,CO,80206,67254
,2019-06-30,FIRST SAVINGS BANK,BERESFORD,SD,57004,67656
549300PJ8G3ECK1DQW27,2019-06-30,TC Federal Bank,Thomasville,GA,31792,67870
,2019-06-30,Union Bank of Sparta,Sparta,WI,54656,68448
,2019-06-30,"Grand Bank For Savings, F.S.B.",Hattiesburg,MS,39402,68671
549300465MKS092D5K02,2019-06-30,Liberty National Bank,Lawton,OK,73501,68756
,2019-06-30,Bank of Franklin,Meadville,MS,39653,68831
,2019-06-30,The Citizens National Bank of Meridian,Meridian,MS,393015853,69333
,2019-06-30,Baker Boyer National Bank,Walla Walla,WA,99362,69678
,2019-06-30,The Farmers & Merchants Bank,Dyer,TN,38330,70058
,2019-06-30,United Orient Bank,New York,NY,10038,70218
,2019-06-30,THE NORTHUMBERLAND NATIONAL BANK,NORTHUMBERLAND,PA,17857,70414
,2019-06-30,Peoples Bank,Mendenhall,MS,39114,70638
,2019-06-30,Nebraska State Bank,Bristow,NE,68719,70955
254900BKU8W7ACVJRW27,2019-06-30,Home Federal Savings and Loan Association of Niles,Niles,OH,444460311,71073
,2019-06-30,"DNB First, National Association",Downingtown,PA,19335,71318
,2019-06-30,Bruning State Bank,Bruning,NE,68322,71457
,2019-06-30,CBW BANK,WEIR,KS,66781,71859
,2019-06-30,The Converse County Bank,Douglas,WY,82633,72258
549300BIN8FZ4Z1IX347,2019-06-30,Farmers State Bank,Wathena,KS,66090,72351
,2019-06-30,Freeport State Bank,Freeport,MN,56331,72454
,2019-06-30,BELMONT SAVINGS BANK,BELLAIRE,OH,43906,72678
,2019-06-30,Artisans' Bank,Wilmington,DE,19808,73116
,2019-06-30,THE FARMERS AND MERCHANTS NATIONAL BANK OF FAIRVIEW,Fairview,OK,73737,73152
549300RMLDF2S89MUC93,2019-06-30,Pathway Bank,Cairo,NE,68824,73554
,2019-06-30,Security State Bank,Wellington,KS,67152,73956
,2019-06-30,SOUTH CENTRAL STATE BANK,CAMPBELL,NE,689320186,74056
549300XYX207IABFXL60,2019-06-30,Isabella Bank,Mt. Pleasant,MI,48858,74140
549300YV7HFY5MTM2Z65,2019-06-30,Merrimack County Savings Bank,Concord,NH,03301,74403
,2019-06-30,First National Bank in Tigerton,Tigerton,WI,54486,74449
254900AZAYNEDNA8NC33,2019-06-30,First Minnesota Bank,Minnetonka,MN,55345,75053
,2019-06-30,First Oklahoma Bank,Jenks,OK,74037,75259
,2019-06-30,South Ottumwa Savings Bank,Ottumwa,IA,52501,75446
,2019-06-30,The Northern State Bank Of Gonvick,Gonvick,MN,56644,75455
54930072ZER0H6G56O90,2019-06-30,FIRST NATIONAL BANK BAIRD,BAIRD,TX,79504,75558
3Y4U8VZURTYWI1W2K376,2019-06-30,"BMO Harris Bank, N.A.",Chicago,IL,60603,75633
,2019-06-30,CERESCOBANK,CERESCO,NE,680170036,75651
,2019-06-30,BANK OF CLARKS,CLARKS,NE,68628,76153
549300SUOO1RFWRM7N78,2019-06-30,The Peoples Bank,Taylorsville,KY,40071,76443
,2019-06-30,GRAND BANK,TULSA,OK,741353247,76854
,2019-06-30,First Farmers & Merchants State Bank Grand Meadow,Grand Meadow,MN,559360188,77150
,2019-06-30,"Hondo National Bank, The",Hondo,TX,78861,77253
,2019-06-30,Community Bankers' Bank,Midlothian,VA,23113,77422
549300IQ5NY7CSJLZW53,2019-06-30,First Bank & Trust,Brookings,SD,570065057,77851
,2019-06-30,Bandera Bank,Bandera,TX,780031596,78157
,2019-06-30,FIRST NATURALSTATE BANK,MCGEHEE,AR,71654,78241
,2019-06-30,Summit National Bank,Hulett,WY,82720,78559
,2019-06-30,West Point Bank,Radcliff,KY,40160,79042
,2019-06-30,Home National Bank,Racine,OH,45771,79127
5493006S21NZTF9Y1L04,2019-06-30,Farmers & Merchants State Bank,Waterloo,WI,53594,79145
,2019-06-30,First State Bank of Grove City,Grove City,MN,56243,79257
,2019-06-30,CITY BANK   TRUST CO.,"CRETE,",NE,68333-0288,79855
,2019-06-30,First Fidelity Bank,Burke,SD,57523,80150
,2019-06-30,First Federal Savings And Loan Association Of Delta,Delta,OH,43515,80374
,2019-06-30,UNION BANK & TRUST COMPANY,LIVINGSTON,TN,38570,80431
,2019-06-30,State Bank Of Hamburg,Hamburg,MN,55339,80552
549300K5SWOZ1F2OHY48,2019-06-30,Equitable Bank,Grand Island,NE,68801,81175
,2019-06-30,FIRST NATIONAL BANK OF PASC,DADE CITY,FL,33525,82033
,2019-06-30,BRYANT STATE BANK,BRYANT,SD,57221,82257
,2019-06-30,THE LAUDERDALE COUNTY BANK,HALLS,TN,38040,82350
,2019-06-30,CITIZENS STATE BANK OF HAYFIELD,HAYFIELD,MN,55940,82659
,2019-06-30,Flagship Bank Minnesota,Wayzata,MN,55391,83151
549300P3RYNDNLO37068,2019-06-30,Bank of the South,Pensacola,FL,32506,83236
549300DEQDOPOOYCB264,2019-06-30,CENTURY BANK,SANTA FE,NM,87504,83375
UPMVBH3EU3LS6P1KR697,2019-06-30,"Amerant Bank, National Association",Coral Gables,FL,33134,83638
549300E8WNDXIPI7FA49,2019-06-30,AMERICAN BANK & TRUST COMPANY,OPELOUSAS,LA,70571,83834
,2019-06-30,Richland State Bank,Bruce,SD,572200338,83852
,2019-06-30,GREENFIELD BANKING COMPANY,GREENFIELD,TN,38230,83955
,2019-06-30,FIRST TRUST AND SAVINGS BANK,CORALVILLE,IA,52241,84046
5493007B7MEWKMDWUZ73,2019-06-30,Guaranty Bank and Trust Company,Belzoni,MS,39038,84541
,2019-06-30,Citizens Bank of Cape Vincent,Cape Vincent,NY,13618,84804
,2019-06-30,Uinta Bank,Mountain View,WY,82939,85052
,2019-06-30,BANK OF LAVERNE,LAVERNE,OK,738481147,85454
,2019-06-30,Oceanfirst Bank,Toms River,NJ,08753,85472
,2019-06-30,PATTERSON STATE BANK,PATTERSON,LA,70392,85931
,2019-06-30,Union Bank of Mena,Mena,AR,71953,86349
,2019-06-30,CHESTER COUNTY BANK,HENDERSON,TN,38340,86554
549300YHPEPV6KF30T16,2019-06-30,Rosedale Federal Savings And Loan Association,Baltimore,MD,21236,86675
5493008CDD8DDS775F56,2019-06-30,First State Bank of Porter,Porter,IN,46304,87047
,2019-06-30,First State Bank Of Newcastle,Newcastle,WY,82701,87159
,2019-06-30,FIRST NATIONAL BANK OF MIDDLE TENNESSEE,MCMINNVILLE,TN,37110,87234
,2019-06-30,"Wilmington Savings Bank, The",Wilmington,OH,45177,87476
,2019-06-30,"Middlesex Federal Savings, F.A.",Somerville,MA,02144,87579
,2019-06-30,BankSouth,Greensboro,GA,30642,88231
