RCON9224,RCON9999,RSSD9017,RSSD9130,RSSD9200,RSSD9220,IDRSSD
,2015-12-31,Carson Bank,Mulvane,KS,67110,171656
,2015-12-31,"F   M COMMUNITY BANK, N.A.",PRESTON,MN,55965,171759
,2015-12-31,"SouthStar Bank, S.S.B.",Moulton,TX,77975,171768
,2015-12-31,First Neodesha Bank,Neodesha,KS,66757,172158
,2015-12-31,Randall State Bank,Randall,MN,56475,172251
,2015-12-31,THE CITIZENS BANK OF EDMOND,EDMOND,OK,730830030,172457
,2015-12-31,Crest Savings Bank,Wildwood,NJ,08260,172475
,2015-12-31,First State Bank,Loomis,NE,68958,172859
,2015-12-31,National Bank of Middlebury,Middlebury,VT,05753,173306
,2015-12-31,Piggott State Bank,Piggott,AR,72454,173342
,2015-12-31,Peoples State Bank,Albia,IA,52531,173548
,2015-12-31,St. Johns Bank & Trust Co.,St. John,MO,63114,173557
,2015-12-31,The Village Bank,Auburndale,MA,2466,173575
,2015-12-31,First National Bank of Russell Springs,Russell Springs,KY,42642,173641
,2015-12-31,The First National Bank of Hebbronville,Hebbronville,TX,78361,173959
,2015-12-31,Blue Ridge Bank,Walhalla,SC,29691,174321
,2015-12-31,COMMERCE BANK TEXAS,STOCKDALE,TX,78160,174367
,2015-12-31,Columbia Bank,Fair Lawn,NJ,07410,174572
,2015-12-31,Bank of Western Oklahoma,Elk City,OK,73644,175056
,2015-12-31,Community First Bank,Boscobel,WI,53805,175140
,2015-12-31,BANK OF MEAD,MEAD,NE,68041,175458
,2015-12-31,BANK OF MILLBROOK,MILLBROOK,NY,12545,175609
,2015-12-31,BRAINTREE COOPERATIVE BANK,BRAINTREE,MA,021850700,175672
,2015-12-31,PIONEER BANK OF WISCONSIN,Ladysmith,WI,54848,176053
,2015-12-31,ORANGE COUNTY TRUST COMPANY,MIDDLETOWN,NY,10940,176101
,2015-12-31,FARMERS & MERCHANTS BANK,MIAMISBURG,OH,453430152,176325
,2015-12-31,Bank Of Wrightsville,Wrightsville,GA,31096,176437
,2015-12-31,Alliance Bank,Sulphur Springs,TX,75483,176464
,2015-12-31,LNB COMMUNITY BANK,LYNNVILLE,IN,47619,176642
,2015-12-31,First Progressive Bank,Brewton,AL,36427,177135
,2015-12-31,First National Bank in Taylorville,Taylorville,IL,62568,177443
,2015-12-31,First National Bank of Orwell,Orwell,VT,57600038,177500
,2015-12-31,Corn Growers State Bank,Murdock,NE,684070405,177555
,2015-12-31,Cass Commercial Bank,St. Louis,MO,63131,177751
,2015-12-31,The Middlefield Banking Company,Middlefield,OH,44062,177920
,2015-12-31,Peoples Bank,Lawrence,KS,66049,177957
,2015-12-31,"Nehawka Bank, The",Nehawka,NE,68413,178057
,2015-12-31,Laona State Bank,Laona,WI,54541,178150
,2015-12-31,Bellevue State Bank,Bellevue,IA,52031,178244
,2015-12-31,Avon Cooperative Bank,Avon,MA,2322,178271
,2015-12-31,Colfax Banking Company,Colfax,LA,71417,178356
,2015-12-31,Grand Valley Bank,Heber City,UT,84032,178851
,2015-12-31,Success Bank,Bloomfield,IA,525370035,179148
,2015-12-31,Bank Of Wiggins,Wiggins,MS,39577,179335
,2015-12-31,CLINTON SAVINGS BANK,CLINTON,MA,01510,179700
,2015-12-31,Fidelity National Bank,Medford,WI,54451,179755
,2015-12-31,"Sacramento Deposit Bank, The",Sacramento,KY,42372,180144
,2015-12-31,IOWA PRAIRIE BANK,BRUNSVILLE,IA,51008,180443
,2015-12-31,TOWN-COUNTRY NATIONAL BANK,CAMDEN,AL,36726,180537
,2015-12-31,ILLINI STATE BANK,Oglesby,IL,61348,180845
,2015-12-31,Heritage Bank Of Central Illinois,Trivoli,IL,61569,181347
,2015-12-31,CITY NATIONAL BANK OF TAYLOR,TAYLOR,TX,76574,181963
,2015-12-31,Bank of Palmer,Palmer,KS,66962,182353
,2015-12-31,THE FIRST BANK OF FAIRLAND,FAIRLAND,OK,74343,182652
,2015-12-31,"CLASSIC BANK, N.A.",CAMERON,TX,76520,182951
,2015-12-31,The Bank of Hemet,Riverside,CA,92506,183668
,2015-12-31,Mechanics Cooperative Bank,Taunton,MA,02780,183770
,2015-12-31,THE FARMERS NATIONAL BANK OF SCOTTSVILLE,BOWLING GREEN,KY,421047905,183846
,2015-12-31,First National Bank and Trust,Phillipsburg,KS,67661,183958
,2015-12-31,Lapeer County Bank & Trust Co,Lapeer,MI,48446,184142
,2015-12-31,Guaranty Bank And Trust Company,Cedar Rapids,IA,52401,184245
,2015-12-31,CITIZENS NATIONAL BANK OF HILLSBORO,HILLSBORO,TX,76645,184656
,2015-12-31,Washita Valley Bank,Fort Cobb,OK,730380374,184759
,2015-12-31,First National Bank,Fletcher,OK,735410429,185251
,2015-12-31,SOLON STATE BANK,SOLON,IA,523330129,185448
,2015-12-31,Lindell Bank and Trust,St. Louis,MO,63139,185859
,2015-12-31,The Old Point National Bank of Phoebus,Hampton,VA,23663,186221
,2015-12-31,TSB Bank,LOMIRA,WI,53048,186548
,2015-12-31,First Northern Bank and Trust Company,Palmerton,PA,18071,186717
,2015-12-31,First Citizens Bank,Mason City,IA,50401,186744
,2015-12-31,FIRST COMMUNITY BANK,CHATOM,AL,36518,186838
,2015-12-31,Fort Gibson State Bank,Fort Gibson,OK,74434,186856
,2015-12-31,Vermont State Bank,Vermont,IL,61484,187648
,2015-12-31,Coastway Community Bank,Warwick,RI,02886,187899
,2015-12-31,Bank Iowa,West Des Moines,IA,50266,187947
,2015-12-31,Northern State Bank Of Thief River Falls,Thief River Falls,MN,56701,188056
,2015-12-31,Westmoreland Federal Savings And Loan Association,Latrobe,PA,15650,188177
,2015-12-31,"Florida Capital Bank, National Association",Jacksonville,FL,32256,188430
,2015-12-31,PCSB Bank,CLARINDA,IA,51632,188449
,2015-12-31,"Farmers Bank Of Appomattox, The",Appomattox,VA,24522,188720
,2015-12-31,Basile State Bank,Basile,LA,705150697,188739
,2015-12-31,First National Bank of Absecon,Absecon,NJ,82010324,188917
,2015-12-31,COMMUNITY FIRST BANK,REYNOLDSVILLE,PA,15851,188926
,2015-12-31,Commonwealth Bank and Trust Company,Louisville,KY,40243,189044
,2015-12-31,The Commercial & Savings Bank of Millersburg,Millersburg,OH,44654,189129
,2015-12-31,Advantage Community Bank,Dorchester,WI,544250200,189549
,2015-12-31,Inland Bank and Trust,Oak Brook,IL,60523,189745
,2015-12-31,Scottdale Bank & Trust Co. The,Scottdale,PA,15683,189820
,2015-12-31,First State Bank of Roscoe,Roscoe,SD,574710227,189950
,2015-12-31,Linn County State Bank,Coggon,IA,52218,190246
,2015-12-31,Rose Hill Bank,Rose Hill,KS,671330068,190451
,2015-12-31,FIRST STATE BANK,THREE RIVERS,TX,78071,190563
,2015-12-31,Iowa Savings Bank,Carroll,IA,51401,190648
,2015-12-31,FIRST STATE BANK,STUART,IA,50250,190947
,2015-12-31,The Wanda State Bank,Wanda,MN,56294,190956
,2015-12-31,FRONTIER BANK,LAMAR,CO,81052,191355
,2015-12-31,SWISHER TRUST AND SAVINGS BANK,SWISHER,IA,52238,191449
,2015-12-31,First State Bank of the Florida Keys,Key West,FL,330411579,191935
,2015-12-31,CITIZENS BANK AND TRUST CO,VAN BUREN,AR,729570469,192147
,2015-12-31,First Bank Kansas,Salina,KS,674021337,192558
,2015-12-31,PEOPLES STATE BANK OF WELLS,WELLS,MN,56097,192651
,2015-12-31,BANK OF THE PANHANDLE,GUYMON,OK,73942,192857
,2015-12-31,First National Bank of Tom Bean,Tom Bean,TX,75489,193162
,2015-12-31,Fidelity Bank,West Des Moines,IA,50266,193247
,2015-12-31,Bank Of Dawson,Dawson,GA,39842,193537
,2015-12-31,The First Trust and Savings Bank,Watseka,IL,60970,193649
,2015-12-31,Dedham Institution for Savings,Dedham,MA,020269107,193809
,2015-12-31,Commercial Savings Bank,Carroll,IA,51401,194440
,2015-12-31,Heritage Bank of St Tammany,Covington,LA,70433,194570
,2015-12-31,BankSouth,Dothan,AL,36302,194936
,2015-12-31,Rhinebeck Bank,Poughkeepsie,NY,12601,195111
,2015-12-31,THE FIRST NATIONAL BANK OF SEDAN KANSAS,SEDAN,KS,673611511,195157
,2015-12-31,First National Bank,Heavener,OK,749370068,195456
,2015-12-31,Securant Bank & Trust,Milwaukee,WI,53216,196743
,2015-12-31,TriCentury Bank,De Soto,KS,66018,196752
,2015-12-31,Martha's Vineyard Savings Bank,Edgartown,MA,25391069,196800
,2015-12-31,Springfield State Bank,Springfield,KY,40069,197142
,2015-12-31,First National Bank of Spearville,Spearville,KS,67876,197254
,2015-12-31,Eagle Bank,Everett,MA,02149,197302
,2015-12-31,East West Bank,Pasadena,CA,91101,197478
,2015-12-31,FIRST NATIONAL BANK MINNESOTA,SAINT PETER,MN,56082,197759
,2015-12-31,COMMUNITY STATE BANK OF SOUTHWESTERN INDIANA,POSEYVILLE,IN,47633,198046
,2015-12-31,First Federal Savings & Loan Bank,Olathe,KS,66061,198073
,2015-12-31,Abbybank,Abbotsford,WI,54405,198149
,2015-12-31,Sherburne State Bank,Becker,MN,55308,198251
,2015-12-31,"Stockton National Bank, The",Stockton,KS,67669,198859
,2015-12-31,First National Bank of Bosque County,Valley Mills,TX,76689,198961
,2015-12-31,Farmers State Bank,Stickney,SD,57375,199052
,2015-12-31,THE WARRINGTON BANK,PENSACOLA,FL,325073414,199137
,2015-12-31,Western National Bank,Chester,NE,68327,199351
,2015-12-31,Altamaha Bank & Trust Company,Vidalia,GA,30475,199436
,2015-12-31,WESTERN BANK,Lubbock,TX,79464,199463
,2015-12-31,State Bank Of Wapello,Wapello,IA,52653,200042
,2015-12-31,"Banc Of California, National Association",Santa Ana,CA,92707,200378
,2015-12-31,Wauchula State Bank,Wauchula,FL,33873,200435
,2015-12-31,PARK BANK,MILWAUKEE,WI,53216,200640
,2015-12-31,Americana Community Bank,Sleepy Eye,MN,56085,201254
,2015-12-31,Farmers   Merchants Savings Bank,Waukon,IA,52172,201647
,2015-12-31,LAKESIDE BANK,CHICAGO,IL,60601,201834
,2015-12-31,CUMBERLAND SECURITY BANK,SOMERSET,KY,42502,202514
,2015-12-31,Iowa Trust and Savings Bank,Centerville,Ia,52544,202541
,2015-12-31,Community Bank National Association,Dewitt,NY,13214,202907
,2015-12-31,Midwest Heritage Bank,West Des Moines,IA,50265,203043
,2015-12-31,Senath State Bank,Senath,MO,63876,203052
,2015-12-31,Preferred Bank,Houston,TX,77079,203070
,2015-12-31,Swineford National Bank,Middleburg,PA,17842,203418
,2015-12-31,"Conneaut Savings Bank, The",Conneaut,OH,44030,203575
,2015-12-31,The Provident Bank,Jersey City,NJ,7302,204004
,2015-12-31,Chesapeake Bank of Maryland,Baltimore,MD,21234,204077
,2015-12-31,BANK OF EASTMAN,EASTMAN,GA,31023,204237
,2015-12-31,B & L Bank,Lexington,MO,64067,204376
,2015-12-31,FIRST NATIONAL BANK IN NEW BREMEN,NEW BREMEN,OH,45869,204826
,2015-12-31,Farmers And Merchants Bank,Baldwyn,MS,38824,205243
,2015-12-31,Farmers Savings Bank,Mineral Point,WI,53565,205346
,2015-12-31,State Bank of Taunton,Taunton,MN,56291,205458
,2015-12-31,Cherokee State Bank,Cherokee,IA,51012,205542
,2015-12-31,Los Alamos National Bank,Los Alamos,NM,875440060,205654
,2015-12-31,Southwest Capital Bank,Albuquerque,NM,87701,206156
,2015-12-31,Ambler Savings Bank,Ambler,PA,190020210,206174
,2015-12-31,Equitable Savings and Loan Association,Sterling,CO,80751,206473
,2015-12-31,EASTERN INTERNATIONAL BANK,LOS ANGELES,CA,90012,206772
,2015-12-31,UNION STATE BANK,UNIONTOWN,KS,66779,206950
,2015-12-31,The First National Bank of Brownstown,Brownstown,IL,62418,207041
,2015-12-31,West Gate Bank,Lincoln,NE,68516,207050
,2015-12-31,Grant County Bank,Ulysses,KS,67880,207452
,2015-12-31,First Federal Bank of Ohio,Galion,OH,44833,207470
,2015-12-31,Northwestern Bank N.A.,Dilworth,MN,56529,207555
,2015-12-31,FIRST NATIONAL BANK AND TRUST COMPANY,BELOIT,WI,53511,207845
,2015-12-31,First Utah Bank,Salt Lake City,UT,84109,207872
,2015-12-31,"Citizens State Bank of Tyler, Inc.",Tyler,MN,56178,207957
,2015-12-31,Vermillion State Bank,Vermillion,MN,55085,208057
,2015-12-31,Old National Bank,Evansville,IN,47708,208244
,2015-12-31,BENTON STATE BANK,BENTON,WI,53803,208347
,2015-12-31,Farmers State Bank,Algona,IA,50511,208440
,2015-12-31,STEARNS BANK UPSALA NATIONAL ASSOCIATION,UPSALA,MN,56384,208459
,2015-12-31,Universal Bank,West Covina,CA,91792,208570
,2015-12-31,First National Bank Northeast,Lyons,NE,68038,208655
,2015-12-31,KeySavings Bank,Wisconsin Rapids,WI,54494,208972
,2015-12-31,First National Bank of Carmi,Carmi,IL,62821,209148
,2015-12-31,"Bank of Whittier, NA",Whittier,CA,90603,209362
,2015-12-31,Citizens Bank,Byhalia,MS,38611,209447
,2015-12-31,First National Bank,Washington,KS,66968,209559
,2015-12-31,PrimeSouth Bank,Tallassee,AL,36078,209830
,2015-12-31,International Bank,Raton,NM,87740,209858
,2015-12-31,SOUTHEASTERN BANK,DARIEN,GA,31305,210238
,2015-12-31,Wadena State Bank,Wadena,MN,56482,210256
,2015-12-31,THE NORTHERN TRUST COMPANY,CHICAGO,IL,60603,210434
,2015-12-31,SECURITY HOME BANK,Malmo,NE,68040,210452
,2015-12-31,Peoples Federal Savings And Loan Association,Sidney,OH,45365,210779
,2015-12-31,"Hyden Citizens Bank, Inc",Hyden,KY,41749,211114
,2015-12-31,"North American Savings Bank, F.S.B.",Grandview,MO,64030,211271
,2015-12-31,Coffee County Bank,Manchester,TN,37355,211338
,2015-12-31,SECURITY STATE BANK OF WANAMINGO,WANAMINGO,MN,55983,211851
,2015-12-31,The First National Bank of Mifflintown,MIfflintown,PA,17059,212018
,2015-12-31,Persons Banking Company,Forsyth,GA,31029,212335
,2015-12-31,Citizens State Bank,Wyoming,IA,523620198,212344
,2015-12-31,"MUFG Union Bank, N.A.",San Francisco,CA,941041302,212465
,2015-12-31,Somerset Trust Company,Somerset,PA,15501,212522
,2015-12-31,HomeTrust Bank,Asheville,NC,28801,212577
,2015-12-31,"Slovenian Savings And Loan Association Of Canonsburg, Pa",Strabane,PA,15363,213471
,2015-12-31,Bank of Abbeville & Trust Company,Abbeville,LA,70511,213538
,2015-12-31,The Apple Creek Banking Co.,Apple Creek,OH,44606,213912
,2015-12-31,"CITIZENS STATE BANK OF WAVERLY, INC",WAVERLY,MN,55390,213958
,2015-12-31,The Bank Of Greene County,Catskill,NY,12414,214106
,2015-12-31,FARMERS AND MERCHANTS STATE BANK,ARCHBOLD,OH,43502,214414
,2015-12-31,Chesapeake Bank,Kilmarnock,VA,22482,214722
,2015-12-31,DEUTSCHE BANK TRUST COMPANY AMERICAS,New York,NY,10005,214807
,2015-12-31,"First National Bank In Creston, The",Creston,IA,50801,214843
,2015-12-31,STATE BANK OF DRUMMOND,DRUMMOND,WI,54832,215251
,2015-12-31,Manufacturers Bank & Trust Company,Forest City,IA,50436,215345
,2015-12-31,Meramec Valley Bank,Valley Park,MO,63088,215354
,2015-12-31,Welcome State Bank,Welcome,MN,56181-0238,215653
,2015-12-31,American Bank of Commerce,Wolfforth,TX,79382,215662
,2015-12-31,The Juniata Valley Bank,Mifflintown,PA,17059,215710
,2015-12-31,First State Bank,Graham,TX,76450,216164
,2015-12-31,FIRST NATIONAL BANK NW FL,PANAMA CITY,FL,32405,216230
,2015-12-31,Columbia Bank,Lake City,FL,32056,216632
,2015-12-31,FIRST BANK,Southern Pines,NC,28387,216922
,2015-12-31,First Farmers & Merchants Bank Cannon Falls,Cannon Falls,MN,55009,217059
,2015-12-31,Citizens Bank of Blount County,Maryville,TN,37802,218131
,2015-12-31,ZAPATA NATIONAL BANK,ZAPATA,TX,780760100,218261
,2015-12-31,BLOOMBURG STATE BANK,BLOOMBURG,TX,75556,218757
,2015-12-31,United-American Savings Bank,Pittsburgh,PA,15203,218775
,2015-12-31,STATE BANK OF ODELL,ODELL,NE,68415,218850
,2015-12-31,"SECURITY BANK, S.B.",SPRINGFIELD,IL,62701,218878
,2015-12-31,Collins State Bank,Collins,WI,54207,219044
,2015-12-31,"Blanco National Bank, The",Blanco,TX,78606,219259
,2015-12-31,The Bank of Edwardsville,Edwardsville,IL,62025,219343
,2015-12-31,The CARLSBAD NATIONAL BANK,Carlsbad,NM,88220,219651
,2015-12-31,Carrollton Federal Bank,Carrollton,KY,41008,219679
,2015-12-31,WINTHROP STATE BANK,WINTHROP,MN,55396,219857
,2015-12-31,WINONA NATIONAL BANK,WINONA,MN,55987,220059
,2015-12-31,Peoples Bank,Newton,NC,28658,220527
,2015-12-31,DENVER SAVINGS BANK,DENVER,IA,50622,220844
,2015-12-31,First Federal Bank,Dickson,TN,37055,220974
,2015-12-31,"First Bank & Trust, IL",Paris,IL,61944,221476
,2015-12-31,"Interamerican Bank, A Federal Savings Bank",Miami,FL,33165,221775
,2015-12-31,First State Bank Of Wyoming,Wyoming,MN,55092,222156
,2015-12-31,Denmark State Bank,Denmark,WI,542080130,222446
,2015-12-31,"Bank Of Baker, The",Baker,MT,59313,222558
,2015-12-31,First Westroads Bank Inc,Omaha,NE,68118,222754
,2015-12-31,Putnam Bank,Putnam,CT,06260,223005
,2015-12-31,The First Bank and Trust Company,Lebanon,VA,24266,223322
,2015-12-31,"MIDSOUTH BANK, NATIONAL ASSOCIATION",LAFAYETTE,LA,705023745,223331
,2015-12-31,PEOPLES BANK OF WYACONDA,KAHOKA,MO,63445,223452
,2015-12-31,Belt Valley Bank,Belt,MT,59412,223751
,2015-12-31,Danville State Savings Bank,New London,IA,52645,223845
,2015-12-31,Almena State Bank,Almena,KS,67622,224552
,2015-12-31,HEADWATERS STATE BANK,LAND O'LAKES,WI,54540,224954
,2015-12-31,ANDOVER STATE BANK,ANDOVER,KS,67002,225054
,2015-12-31,Ultima Bank Minnesota,Winger,MN,56592,225157
,2015-12-31,STATE BANK OF BURNETTSVILLE,BURNETTSVILLE,IN,47926,225241
,2015-12-31,COUNTRYSIDE BANK,COUNTRYSIDE,IL,605254599,225335
,2015-12-31,Bank of Bartlett,Bartlett,TN,38134,225559
,2015-12-31,Heritage Bank,Marion,IA,52302,225942
,2015-12-31,Grand Rivers Community Bank,Grand Chain,IL,62941,226949
,2015-12-31,Union State Bank,Arkansas City,KS,67005,227151
,2015-12-31,Skagit Bank,Burlington,WA,98233,227179
,2015-12-31,"Brenham National Bank, The",Brenham,TX,77833,227357
,2015-12-31,BRIGHTON BANK,BRIGHTON,TN,38011,227656
,2015-12-31,Milford Federal Savings And Loan Association,Milford,MA,01757,227777
,2015-12-31,Franklin Savings Bank,Farmington,ME,04938,228000
,2015-12-31,Farmers Security Bank,Washburn,ND,58577,228055
,2015-12-31,First Midwest Bank of Poplar Bluff,Poplar Bluff,MO,63901,228158
,2015-12-31,Crossroads Bank,Wabash,IN,46992,228279
,2015-12-31,State Bank Of Newburg,Newburg,WI,53060,228345
,2015-12-31,First Federal Savings And Loan Association Of San Rafael,San Rafael,CA,94901,229070
,2015-12-31,"Auburn Savings Bank, FSB",Auburn,ME,04210,229173
,2015-12-31,State Bank & Trust Co.,Nevada,IA,502010327,229342
,2015-12-31,FIRST STATE BANK OF BROWNSBORO,BROWNSBORO,TX,75756,229454
,2015-12-31,Valley National Bank,Wayne,NJ,07470,229801
,2015-12-31,Polonia Bank,Huntingdon Valley,PA,19006,229874
,2015-12-31,Mizuho Bank (USA),New York,NY,100201104,229913
,2015-12-31,FARMERS EXCHANGE BANK,Neshkoro,Wi,54960,229940
,2015-12-31,First National Bank of Crystal Falls,"Crystal Falls, Michigan",MI,499200330,230254
,2015-12-31,THE FIRST CITIZENS NATIONAL BANK,UPPER SANDUSKY,OH,43351,230423
,2015-12-31,Hocking Valley Bank,Athens,OH,457014847,230610
,2015-12-31,International Bank of Commerce - Brownsville,Brownsville,TX,785221831,230759
,2015-12-31,STATE BANK,NEW HAMPTON,IA,50659,231149
,2015-12-31,AMERICAN CHARTERED BANK,SCHAUMBURG,IL,60173,231242
,2015-12-31,CHESTER NATIONAL BANK,CHESTER,IL,62233,231279
,2015-12-31,The First National Bank of McHenry,McHenry,IL,60050,231336
,2015-12-31,Washington Savings Bank,Philadelphia,PA,19154,231671
,2015-12-31,JAMESTOWN STATE BANK,JAMESTOWN,KS,66948,232258
,2015-12-31,First State Bank Shannon-Polo,Shannon,IL,61078,232847
,2015-12-31,Texas Bank,Brownwood,TX,768011429,232856
,2015-12-31,Regions Bank,Birmingham,AL,35203,233031
,2015-12-31,First Community Bank,Newell,IA,505680295,233246
,2015-12-31,Citizens National Bank At Brownwood,Brownwood,TX,76801,233358
,2015-12-31,"Iuka State Bank, The",Iuka,IL,62849,233442
,2015-12-31,Byron State Bank,Byron,NE,68325,233451
,2015-12-31,Blue Ridge Bank,Luray,VA,22835,233527
,2015-12-31,Western State Bank,Devils Lake,ND,58301,233554
,2015-12-31,Central National Bank,"Junction City,",KS,66441,234355
,2015-12-31,The National Bank Of Coxsackie,Coxsackie,NY,12051,234506
,2015-12-31,First Volunteer Bank,Chattanooga,TN,37402,234739
,2015-12-31,New Albin Savings Bank,New Albin,IA,521600008,234841
,2015-12-31,Mutual Federal Bank,Chicago,IL,60608,235174
,2015-12-31,Union Bank,Jamestown,TN,38556,235231
,2015-12-31,"The Rockhold, Brown & Company Bank",Bainbridge,OH,45612,235316
,2015-12-31,Shelby County State Bank,Shelbyville,IL,62565,235446
,2015-12-31,"Resource Bank, N.A.",DeKalb,IL,601154941,235530
,2015-12-31,CITIZENS STATE BANK,CARLETON,NE,68326,235558
,2015-12-31,Johnson State Bank,Johnson,KS,67855,235950
,2015-12-31,First International Bank & Trust,Watford City,ND,58854,236153
,2015-12-31,Bank Of Brookfield-Purdin National Association,Brookfield,MO,64628,236256
,2015-12-31,"Delaware National Bank Of Delhi, The",Delhi,NY,13753,236603
,2015-12-31,Peapack-Gladstone Bank,Bedminster,NJ,07921,236706
,2015-12-31,UPPER PENINSULA STATE BANK,Escanaba,MI,49829,236957
,2015-12-31,WEST TEXAS NATIONAL BANK,Midland,TX,797055525,237066
,2015-12-31,Pioneer Savings Bank,Troy,NY,12180,237619
,2015-12-31,IDABEL NATIONAL BANK,IDABEL,OK,74745,237954
,2015-12-31,First Bank of Manhattan,Manhattan,IL,604420085,238139
,2015-12-31,Peoples State Bank,Westhope,ND,587930306,238250
,2015-12-31,"TERRABANK, NATIONAL ASSOCIATION",MIAMI,FL,33145,238737
,2015-12-31,Entegra Bank,Franklin,NC,28744,239275
,2015-12-31,First Bank Upper Michigan,Gladstone,MI,49837,239556
,2015-12-31,First National Community Bank,Dunmore,PA,18512,239613
,2015-12-31,First Bank,Burkburnett,TX,763540458,239659
,2015-12-31,First National Bank of Chadron,Chadron,NE,69337,239752
,2015-12-31,STATE BANK OF EWEN,EWEN,MI,49925,240459
,2015-12-31,First National Bank of Burleson,Burleson,TX,76097,240954
,2015-12-31,The First National Bank of Dryden,13053,NY,13053,241009
,2015-12-31,"Vision Bank, National Association",Ada,OK,74820,241157
,2015-12-31,Columbus Bank and Trust Company,Columbus,NE,686014913,241559
,2015-12-31,Gorham Savings Bank,Gorham,ME,4038,241607
,2015-12-31,Peoples Savings Bank Of Rhineland,Rhineland,MO,65069,242257
,2015-12-31,Tri City National Bank,Oak Creek,WI,53154,242444
,2015-12-31,First Newton National Bank,Newton,IA,50208,242949
,2015-12-31,Baybank,Gladstone,MI,49837,242958
,2015-12-31,Bay-Vanguard Fsb,Sparrows Point,MD,21219,242976
,2015-12-31,Green Dot Bank,Provo,UT,84604,243375
,2015-12-31,"First National Bank Of Bellevue, The",Bellevue,OH,44811,243414
,2015-12-31,PEOPLES BANK & TRUST CO.,Ryan,OK,73565,243955
,2015-12-31,Friend Bank,Slocomb,AL,36375,244037
,2015-12-31,Bank of England,England,AR,72046,244149
,2015-12-31,FIRST BANK & TRUST COMPANY,"COZAD,",NE,69130,244158
,2015-12-31,American State Bank & Trust Company,Williston,ND,588021446,244251
,2015-12-31,Habib American Bank,New York,NY,10016,245016
,2015-12-31,ORIENTAL BANK,San Juan,PR,918,245276
,2015-12-31,First National Bank in Altus,Altus,OK,73521,245351
,2015-12-31,Superior National Bank and Trust Company,Hancock,MI,49930,245557
,2015-12-31,The Bank of South Carolina,Charleston,SC,29401,246022
,2015-12-31,First Southern State Bank,Stevenson,AL,35772,246134
,2015-12-31,STATE BANK OF CERRO GORDO,CERRO GORDO,IL,618180440,246237
,2015-12-31,Citizens Bank of Rogersville,Rogersville,MO,65742,246451
,2015-12-31,Bank Of Labor,Kansas City,KS,66101,246657
,2015-12-31,First National Bank of Sparta,Sparta,IL,622860377,246947
,2015-12-31,Alva State Bank & Trust Company,Alva,OK,73717,246956
,2015-12-31,Oregon Community Bank,Oregon,WI,53575,247140
,2015-12-31,Security State Bank and Trust,Fredericksburg,TX,78624,247355
,2015-12-31,Roanoke Rapids Savings Bank SSB,Roanoke Rapids,NC,27870,247476
,2015-12-31,High Plains Bank,Flagler,CO,80815,247551
,2015-12-31,Kennebunk Savings Bank,Kennebunk,ME,04043,247908
,2015-12-31,Bank Of Springfield,Springfield,IL,62703,248240
,2015-12-31,Western Nebraska Bank,Curtis,NE,69025,248352
,2015-12-31,FIRST NATIONAL BANK & TRUST CO.,WILLISTON,ND,58801,248455
,2015-12-31,First Jackson Bank Inc.,Stevenson,AL,357720828,248633
,2015-12-31,Oostburg State Bank,Oostburg,WI,53070,248745
,2015-12-31,UNB BANK,Mt.Carmel,PA,17851,249416
,2015-12-31,Merchants National Bank of Sacramento,Sacramento,CA,95812,249564
,2015-12-31,Apple Bank For Savings,Manhasset,NY,110303007,249612
,2015-12-31,Rocky Mountain Bank & Trust Florence,Florence,CO,81226,249658
,2015-12-31,Jefferson County Bank,Daykin,NE,68338,249957
,2015-12-31,State Bank of Speer,Speer,IL,61479,250047
,2015-12-31,"First State Bank Of The South, Inc.",Sulligent,AL,35586,250430
,2015-12-31,Illinois-Service Federal Savings And Loan Association,Chicago,IL,60653,250476
,2015-12-31,Community Bank,Alva,OK,73717,250850
,2015-12-31,BancCentral National Association,Alva,OK,737170667,251352
,2015-12-31,"FIRST NATIONAL BANK & TRUST CO. OF IRON MOUNTAIN, THE",IRON MOUNTAIN,MI,498010370,251558
,2015-12-31,FIRST NATIONAL BANK OF EASTERN ARKANSAS,FORREST CITY,AR,723362019,251745
,2015-12-31,Security State Bank,Wishek,ND,584950577,251857
,2015-12-31,Homeland Federal Savings Bank,Columbia,LA,71418,251978
,2015-12-31,City State Bank,Norwalk,IA,50211,252041
,2015-12-31,Eagle State Bank,Eagle,NE,68347,252256
,2015-12-31,PREFERRED BANK,ROTHVILLE,MO,64676,252452
,2015-12-31,COMMUNITY FIRST BANK,KANSAS CITY,KS,66105,252658
,2015-12-31,Moody National Bank,Galveston,TX,77550,253356
,2015-12-31,"CAPAHA BANK, SB",TAMMS,IL,62998,253440
,2015-12-31,River City Bank,Sacramento,CA,95833,253468
,2015-12-31,NSB Bank,Mason City,IA,50401,253646
,2015-12-31,Sweet Water State Bank,Sweet Water,AL,36782,253730
,2015-12-31,FIRST SAVANNA SAVINGS BANK,SAVANNA,IL,61074,253776
,2015-12-31,Bank of Utica,Utica,NY,135024385,254317
,2015-12-31,CATTARAUGUS COUNTY BANK,LITTLE VALLEY,NY,14755,254504
,2015-12-31,FIRST INDEPENDENCE BANK,DETROIT,MI,48226,254849
,2015-12-31,The Miners State Bank,Iron River,MI,499350351,255350
,2015-12-31,Community Bank Of Trenton,Trenton,IL,62293,255547
,2015-12-31,CITIZENS BANK AND TRUST COMPANY,ARDMORE,OK,73402,255556
