RCON9224,RCON9999,RSSD9017,RSSD9130,RSSD9200,RSSD9220,IDRSSD
,2002-06-30,,,,,37
,2002-06-30,,,,,242
,2002-06-30,,,,,279
,2002-06-30,,,,,354
,2002-06-30,,,,,439
,2002-06-30,,,,,457
,2002-06-30,,,,,505
,2002-06-30,,,,,1146
,2002-06-30,,,,,1155
,2002-06-30,,,,,1351
,2002-06-30,,,,,1454
,2002-06-30,,,,,1557
,2002-06-30,,,,,1632
,2002-06-30,,,,,1669
,2002-06-30,,,,,1829
,2002-06-30,,,,,1856
,2002-06-30,,,,,2040
,2002-06-30,,,,,2161
,2002-06-30,,,,,2376
,2002-06-30,,,,,2451
,2002-06-30,,,,,2554
,2002-06-30,,,,,2732
,2002-06-30,,,,,2750
,2002-06-30,,,,,2938
,2002-06-30,,,,,2956
,2002-06-30,,,,,3252
,2002-06-30,,,,,3458
,2002-06-30,,,,,3506
,2002-06-30,,,,,3579
,2002-06-30,,,,,3720
,2002-06-30,,,,,3953
,2002-06-30,,,,,4138
,2002-06-30,,,,,4147
,2002-06-30,,,,,4156
,2002-06-30,,,,,4231
,2002-06-30,,,,,4437
,2002-06-30,,,,,4745
,2002-06-30,,,,,4839
,2002-06-30,,,,,5005
,2002-06-30,,,,,5050
,2002-06-30,,,,,5069
,2002-06-30,,,,,5135
,2002-06-30,,,,,5210
,2002-06-30,,,,,5247
,2002-06-30,,,,,5274
,2002-06-30,,,,,5331
,2002-06-30,,,,,5461
,2002-06-30,,,,,5751
,2002-06-30,,,,,5939
,2002-06-30,,,,,6039
,2002-06-30,,,,,6057
,2002-06-30,,,,,6141
,2002-06-30,,,,,6329
,2002-06-30,,,,,6842
,2002-06-30,,,,,6972
,2002-06-30,,,,,7009
,2002-06-30,,,,,7045
,2002-06-30,,,,,7157
,2002-06-30,,,,,7166
,2002-06-30,,,,,7456
,2002-06-30,,,,,7634
,2002-06-30,,,,,8033
,2002-06-30,,,,,8154
,2002-06-30,,,,,8417
,2002-06-30,,,,,8462
,2002-06-30,,,,,8547
,2002-06-30,,,,,8631
,2002-06-30,,,,,9115
,2002-06-30,,,,,9160
,2002-06-30,,,,,9339
,2002-06-30,,,,,9357
,2002-06-30,,,,,9553
,2002-06-30,,,,,9807
,2002-06-30,,,,,9955
,2002-06-30,,,,,10157
,2002-06-30,,,,,10250
,2002-06-30,,,,,10849
,2002-06-30,,,,,10858
,2002-06-30,,,,,11145
,2002-06-30,,,,,11350
,2002-06-30,,,,,11640
,2002-06-30,,,,,11837
,2002-06-30,,,,,12030
,2002-06-30,,,,,12058
,2002-06-30,,,,,12142
,2002-06-30,,,,,12245
,2002-06-30,,,,,12311
,2002-06-30,,,,,12357
,2002-06-30,,,,,12647
,2002-06-30,,,,,12656
,2002-06-30,,,,,12937
,2002-06-30,,,,,12946
,2002-06-30,,,,,12955
,2002-06-30,,,,,13037
,2002-06-30,,,,,13103
,2002-06-30,,,,,13251
,2002-06-30,,,,,13309
,2002-06-30,,,,,13457
,2002-06-30,,,,,14052
,2002-06-30,,,,,14155
,2002-06-30,,,,,14258
,2002-06-30,,,,,14409
,2002-06-30,,,,,14454
,2002-06-30,,,,,14650
,2002-06-30,,,,,14753
,2002-06-30,,,,,14865
,2002-06-30,,,,,14931
,2002-06-30,,,,,14940
,2002-06-30,,,,,15536
,2002-06-30,,,,,15732
,2002-06-30,,,,,16337
,2002-06-30,,,,,16355
,2002-06-30,,,,,16458
,2002-06-30,,,,,16551
,2002-06-30,,,,,16748
,2002-06-30,,,,,16766
,2002-06-30,,,,,16944
,2002-06-30,,,,,16953
,2002-06-30,,,,,17110
,2002-06-30,,,,,17147
,2002-06-30,,,,,17259
,2002-06-30,,,,,17464
,2002-06-30,,,,,17549
,2002-06-30,,,,,17839
,2002-06-30,,,,,17950
,2002-06-30,,,,,18050
,2002-06-30,,,,,18126
,2002-06-30,,,,,18135
,2002-06-30,,,,,18368
,2002-06-30,,,,,18377
,2002-06-30,,,,,18827
,2002-06-30,,,,,18836
,2002-06-30,,,,,18854
,2002-06-30,,,,,18863
,2002-06-30,,,,,18957
,2002-06-30,,,,,19356
,2002-06-30,,,,,19730
,2002-06-30,,,,,19936
,2002-06-30,,,,,19972
,2002-06-30,,,,,20053
,2002-06-30,,,,,20147
,2002-06-30,,,,,20259
,2002-06-30,,,,,20370
,2002-06-30,,,,,20512
,2002-06-30,,,,,20633
,2002-06-30,,,,,20754
,2002-06-30,,,,,20839
,2002-06-30,,,,,20857
,2002-06-30,,,,,20866
,2002-06-30,,,,,21256
,2002-06-30,,,,,21359
,2002-06-30,,,,,21630
,2002-06-30,,,,,21658
,2002-06-30,,,,,22048
,2002-06-30,,,,,22235
,2002-06-30,,,,,22356
,2002-06-30,,,,,22459
,2002-06-30,,,,,22543
,2002-06-30,,,,,22552
,2002-06-30,,,,,22730
,2002-06-30,,,,,22936
,2002-06-30,,,,,22954
,2002-06-30,,,,,23036
,2002-06-30,,,,,23045
,2002-06-30,,,,,23241
,2002-06-30,,,,,23344
,2002-06-30,,,,,23456
,2002-06-30,,,,,23504
,2002-06-30,,,,,23540
,2002-06-30,,,,,23643
,2002-06-30,,,,,23755
,2002-06-30,,,,,23812
,2002-06-30,,,,,24006
,2002-06-30,,,,,24266
,2002-06-30,,,,,24453
,2002-06-30,,,,,24659
,2002-06-30,,,,,24668
,2002-06-30,,,,,24855
,2002-06-30,,,,,24949
,2002-06-30,,,,,25357
,2002-06-30,,,,,25450
,2002-06-30,,,,,25647
,2002-06-30,,,,,25852
,2002-06-30,,,,,26149
,2002-06-30,,,,,26233
,2002-06-30,,,,,26242
,2002-06-30,,,,,26457
,2002-06-30,,,,,26756
,2002-06-30,,,,,26765
,2002-06-30,,,,,26859
