RCON9224,RCON9999,RSSD9017,RSSD9130,RSSD9200,RSSD9220,IDRSSD
,2016-06-30,First National Bank South,Alma,GA,31510,12030
,2016-06-30,The Cleveland State Bank,Cleveland,MS,387321000,12142
,2016-06-30,American Savings Bank,Middletown,OH,45042,12179
,2016-06-30,The Huntington National Bank,Columbus,OH,43215,12311
,2016-06-30,The Portage County Bank,Almond,WI,54909,12647
,2016-06-30,EMERALD BANK,BURDEN,KS,67019,12656
,2016-06-30,Oak Bank,Chicago,IL,60611,12937
,2016-06-30,Farmers Bank and Trust Company,Magnolia,AR,71753,12946
,2016-06-30,Bank of Nebraska,La Vista,NE,68128,12955
,2016-06-30,Bristol County Savings Bank,Taunton,MA,02780,13103
,2016-06-30,Elysian Bank,Elysian,MN,56028,13251
,2016-06-30,Bank Of Lewellen,Lewellen,NE,69147,13457
,2016-06-30,Lincoln Community Bank,Merrill,WI,54452,14052
,2016-06-30,F & C Bank,Holden,MO,64040,14155
,2016-06-30,Bank Of Locust Grove,Locust Grove,OK,74352,14650
,2016-06-30,"Farmers State Bank Of Bucklin, Kansas, The",Bucklin,KS,67834,14753
,2016-06-30,Bank of Eastern Oregon,Heppner,OR,97836,14865
,2016-06-30,First Federal Bank Littlefield Texas ssb,Littlefield,TX,793391390,14977
,2016-06-30,Northview Bank,Sandstone,MN,55072,16551
,2016-06-30,The Elberfeld State Bank,Elberfeld,IN,47613,16748
,2016-06-30,The Haverford Trust Company,Radnor,PA,19087,17110
,2016-06-30,First Merchants Bank,Muncie,IN,47305,17147
,2016-06-30,The First National Bank In Marlow,Marlow,OK,73055,17259
,2016-06-30,Bank of the Cascades,Bend,OR,977099906,17464
,2016-06-30,"Bank Of Bridger, National Association",Bridger,MT,59014,17950
,2016-06-30,Elizabethton Federal Savings Bank,Elizabethton,TN,37643,17978
,2016-06-30,First National Bank of Bastrop,Bastrop,TX,78602,18050
,2016-06-30,"South Central Bank, NA",Chicago,IL,60607,18135
,2016-06-30,Bally Savings Bank,Bally,PA,19503,18377
,2016-06-30,"NexTier Bank, N.A.",Kittanning,PA,16201,18827
,2016-06-30,CAPON VALLEY BANK,WARDENSVILLE,WV,26851,18836
,2016-06-30,Bank 7,Oklahoma City,OK,73116,18854
,2016-06-30,SECURITY BANK AND TRUST COMPANY,MIAMI,OK,74354,19356
,2016-06-30,Standard Bank and Trust Company,Hickory Hills,IL,604572298,19730
,2016-06-30,Citizens Bank of Americus,Americus,GA,31709,19936
,2016-06-30,FARMERS BUILDING AND SAVINGS BANK,ROCHESTER,PA,15074,19972
,2016-06-30,Security Bank,New Auburn,WI,54757,20053
,2016-06-30,MCNB Bank And Trust Co.,Welch,WV,24801,20633
,2016-06-30,Granite Falls Bank,Granite Falls,MN,56241,20857
,2016-06-30,State Bank Of Burrton,Burrton,KS,67020,21256
,2016-06-30,AMERICAN STATE BANK OF GRYGLA,GRYGLA,MN,56727,21359
,2016-06-30,Teche Bank & Trust Company,St. Martinville,LA,70582,21630
,2016-06-30,ALLIANCE BANK,MONDOVI,WI,54755,21658
,2016-06-30,Union Bank & Trust Company,Monticello,AR,71655,22048
,2016-06-30,State Savings Bank,Frankfort,MI,496351169,22543
,2016-06-30,First Southeast Bank,Harmony,MN,55939,22552
,2016-06-30,West Union Bank,West Union,WV,26456,22730
,2016-06-30,Farmers & Merchants Bank,Statesboro,GA,304592789,22936
,2016-06-30,West Michigan Bank & Trust,Frankfort,MI,49635,23045
,2016-06-30,The First National Bank of Henning,Henning,MN,565510096,23456
,2016-06-30,Bridgehampton National Bank,Bridgehampton,NY,11932,23504
,2016-06-30,COMMERCIAL BANK & TRUST COMPANY,MONTICELLO,AR,71655,23643
,2016-06-30,First National Community Bank,New Richmond,WI,54017,23755
,2016-06-30,PCSB Bank,Yorktown Heights,NY,105980712,24006
,2016-06-30,Galion Building and Loan Bank,Galion,OH,44833,24378
,2016-06-30,ROCKY MOUNTAIN BANK,JACKSON,WY,83001,24453
,2016-06-30,Produce State Bank,Hollandale,MN,56045,24659
,2016-06-30,"BTH Bank, National Association",Quitman,TX,75783,24668
,2016-06-30,THE BARABOO NATIONAL BANK,BARABOO,WI,53913,24949
,2016-06-30,All America Bank,Mustang,OK,73064,25357
,2016-06-30,FirstSecure Bank and Trust Co,Palos Hills,IL,60465,25647
,2016-06-30,"Broadway Federal Bank, F.S.B",Los Angeles,CA,90036,26176
,2016-06-30,"Integrity First Bank, National Association",Mountain Home,AR,726541928,26242
,2016-06-30,La Monte Community Bank,La Monte,MO,65337,26457
,2016-06-30,Vantage Bank Texas,San Antonio,TX,78216,26765
,2016-06-30,Time Federal Savings Bank,Medford,WI,54451,27070
,2016-06-30,Blackhawk Bank,Beloit,WI,53511,27548
,2016-06-30,The Andover Bank,Andover,OH,440031300,27614
,2016-06-30,DIAMOND BANK,MURFREESBORO,AR,71958,27847
,2016-06-30,Northfield Bank,Staten Island,NY,10314,28013
,2016-06-30,Harvest Bank,Kimball,MN,55353,28152
,2016-06-30,The First National Bank of Beeville,Beeville,TX,78102,28255
,2016-06-30,ALLIED BANK,MULBERRY,AR,72947,28349
,2016-06-30,Blue Hills Bank,Hyde Park,MA,021369935,28406
,2016-06-30,"Cumberland Federal Bank, Federal Savings Bank",Cumberland,WI,54829,28675
,2016-06-30,Peoples Bank & Trust Co,Manchester,TN,37355,28732
,2016-06-30,RiverBank Savings And Loan Association,Corning,AR,72422,29476
,2016-06-30,The Citizens Bank,Philadelphia,MS,393500209,29636
,2016-06-30,Maspeth Federal Savings And Loan Association,Maspeth,NY,11378,29878
,2016-06-30,Amistad Bank,Del Rio,TX,78840,30052
,2016-06-30,NORTHWAY BANK,BERLIN,NH,3570,30502
,2016-06-30,Lake Community Bank,Long Lake,MN,55356,30650
,2016-06-30,Discover Bank,New Castle,DE,19720,30810
,2016-06-30,Fox Chase Bank,Hatboro,PA,19040,30874
,2016-06-30,"First National Bank Of Waynesboro, The",Waynesboro,GA,30830,31134
,2016-06-30,Central Bank,Houston,TX,77041,31255
,2016-06-30,"First State Bank of Ben Wheeler, Texas",Ben Wheeler,TX,75754,31657
,2016-06-30,Powell Valley National Bank,Jonesville,VA,24263,31826
,2016-06-30,BANK OF ANGUILLA,ANGUILLA,MS,38721,31835
,2016-06-30,First National Bank & Trust Company,Clinton,IL,61727,32234
,2016-06-30,LAKESIDE NATIONAL BANK,ROCKWALL,TX,75032,32766
,2016-06-30,Security Federal Savings Bank,Logansport,IN,46947,32971
,2016-06-30,Farmers Bank & Trust Co.,Blytheville,AR,723150688,33147
,2016-06-30,Premier Bank,Maplewood,MN,55109,33259
,2016-06-30,THE ROSCOE STATE BANK,ROSCOE,TX,795450609,33268
,2016-06-30,"Home Savings Bank, Fsb",Ludlow,KY,41016,33370
,2016-06-30,Peoples State Bank of Colfax,Colfax,IL,617280527,33839
,2016-06-30,Frontier Bank,Omaha,NE,68118,33857
,2016-06-30,Bank of Lancaster,Kilmarnock,VA,22482,34425
,2016-06-30,MAGNOLIA STATE BANK,BAY SPRINGS,MS,39422,34434
,2016-06-30,First National Bank of Park Falls,Park Falls,WI,54552,34452
,2016-06-30,Seacoast National Bank,Stuart,FL,34994,34537
,2016-06-30,MACON-ATLANTA STATE BANK,MACON,MO,635520128,34555
,2016-06-30,First Western Bank,Booneville,AR,729270238,34742
,2016-06-30,THE WOODBURY BANKING COMPANY,WOODBURY,GA,30293,34836
,2016-06-30,Alliant Bank,Madison,MO,65263,35057
,2016-06-30,State Street Bank and Trust Company,Boston,MA,02110,35301
,2016-06-30,Investors Bank,Short Hills,NJ,07078,35570
,2016-06-30,BONDUEL STATE BANK,BONDUEL,WI,54107,35646
,2016-06-30,East Wisconsin Savings Bank S.A.,Kaukauna,WI,54130,35879
,2016-06-30,Community First Bank,Maywood,NE,69038,36456
,2016-06-30,First State Bank,Wrens,GA,30833,36933
,2016-06-30,Pigeon Falls State Bank,Pigeon Falls,WI,54760,37051
,2016-06-30,Bank Of Ontario,Ontario,WI,54651,37341
,2016-06-30,United Bank,Zebulon,GA,30295,37435
,2016-06-30,GERMAN AMERICAN BANCORP,JASPER,IN,47547,37640
,2016-06-30,FARMERS STATE BANK,ALLEN,OK,748250467,37659
,2016-06-30,Bank of Rantoul,Rantoul,IL,61866,37949
,2016-06-30,Owen County State Bank,Spencer,IN,47460,38740
,2016-06-30,"Calvin B. Taylor Banking Company of Berlin, Maryland",Berlin,MD,218110005,39327
,2016-06-30,NBC Oklahoma,Oklahoma City,OK,73120,39756
,2016-06-30,Richton Bank & Trust Company,Richton,MS,39476,40033
,2016-06-30,Murray State Bank,Murray,NE,68409,40350
,2016-06-30,HarborOne Bank,Brockton,MA,02301,40499
,2016-06-30,Eitzen State Bank,Eitzen,MN,55921,40855
,2016-06-30,Farmers   Merchants Bank of Orfordville,Orfordville,WI,53576,41245
,2016-06-30,First State Bank,Anadarko,OK,73005,41553
,2016-06-30,Pioneer Bank,Stanley,VA,22851,41629
,2016-06-30,Middletown Valley Bank,Middletown,MD,217690075,41825
,2016-06-30,Farmers State Bank of Danforth,Danforth,IL,609300168,41937
,2016-06-30,Bank of Newman Grove,Newman Grove,NE,68758,41955
,2016-06-30,Peoples Exchange Bank of Monroe County,Monroeville,AL,36461,42037
,2016-06-30,THE COMMERCIAL NATIONAL BANK OF BRADY,BRADY,TX,768250591,42354
,2016-06-30,First Federal Savings Bank Of Lincolnton,Lincolnton,NC,28092,42372
,2016-06-30,FIRST COMMONWEALTH BANK,INDIANA,PA,157010400,42420
,2016-06-30,FIRST NATIONAL BANK,PARAGOULD,AR,72451,42448
,2016-06-30,Commercial Bank,Nelson,NE,68961,42457
,2016-06-30,Security State Bank,Iron River,WI,54847,43052
,2016-06-30,Leonardville State Bank,Leonardville,KS,66449,43351
,2016-06-30,THE MINERS NATIONAL BANK OF EVELETH,EVELETH,MN,55734,43856
,2016-06-30,Bridge City State Bank,Bridge City,TX,77611,43959
,2016-06-30,"First National Bank Of Monterey, The",Monterey,IN,46960,44040
,2016-06-30,"Intercredit Bank, National Association",Miami,FL,33131,44433
,2016-06-30,Citizens Bank,Mooresville,IN,46158,44741
,2016-06-30,Citizens Bank of Newburg,Newburg,MO,65550,44750
,2016-06-30,First National Bank,McConnelsville,OH,437560208,44929
,2016-06-30,STATE BANK OF DAVIS,DAVIS,IL,61019,45038
,2016-06-30,The First National Bank at Paris,Paris,AR,72855,45047
,2016-06-30,Platte Valley Bank,North Bend,NE,686490500,45056
,2016-06-30,Johnson County Bank,Mountain City,TN,37683,45430
,2016-06-30,Vintage Bank Kansas,Leon,KS,67074,45458
,2016-06-30,Bank Midwest,Spirit Lake,IA,51360,45551
,2016-06-30,Jefferson Bank,San Antonio,TX,782010190,45560
,2016-06-30,Iron Workers Bank,Aston,PA,19014,45775
,2016-06-30,The State Bank of Faribault,Faribault,MN,55021,46053
,2016-06-30,Farmers Bank And Trust Company,Princeton,KY,42445,46941
,2016-06-30,The Dart Bank,Mason,MI,48854,47247
,2016-06-30,Community Financial Bank,Prentice,WI,54556,47256
,2016-06-30,FIRST NATIONAL BANK OF BENTON,BENTON,LA,71006,47452
,2016-06-30,Claremont Savings Bank,Claremont,NH,03743,47500
,2016-06-30,Prairie Bank of Kansas,Stafford,KS,67578,48057
,2016-06-30,Franklin State Bank,Franklin,MN,55333,48150
,2016-06-30,First Financial Bank,El Dorado,AR,71730,48374
,2016-06-30,Cleveland State Bank,Cleveland,WI,53015,48440
,2016-06-30,Commerce Bank,Geneva,MN,56035,49054
,2016-06-30,RUSHVILLE STATE BANK,RUSHVILLE,IL,626810050,49148
,2016-06-30,"Relyance Bank, National Association",Pine Bluff,AR,71601,49241
,2016-06-30,Mason State Bank,Mason,MI,48854,49344
,2016-06-30,First Bank,Sterling,KS,67579,49652
,2016-06-30,High Point Bank and Trust Company,High Point,NC,27261,49821
,2016-06-30,Bank of South Texas,McAllen,TX,78504,49858
,2016-06-30,The First Security Bank,Beaver,OK,739320947,49951
,2016-06-30,State Bank of Medora,Medora,IN,47260,50144
,2016-06-30,California Pacific Bank,San Francisco,CA,94104,50461
,2016-06-30,LITTLE RIVER BANK,LEPANTO,AR,72354,50546
,2016-06-30,WILBURTON STATE BANK,"WILBURTON, OK  74578",OK,74578,50854
,2016-06-30,Winchester Federal Bank,Winchester,KY,40391,50872
,2016-06-30,Alterra Bank,Leawood,KS,66211,50957
,2016-06-30,APEX BANK,CAMDEN,TN,38320,51253
,2016-06-30,latimer state bank,wilburton,OK,745780070,51356
,2016-06-30,Centera Bank,Sublette,KS,67877,51459
,2016-06-30,FARMERS & MERCHANTS UNION BANK,COLUMBUS,WI,53925,51842
,2016-06-30,The Depository Trust Company,New York,NY,100410099,52719
,2016-06-30,"Security State Bank Of Wewoka, Oklahoma",Wewoka,OK,74884,52951
,2016-06-30,"Sabadell United Bank, N.A.",Miami,FL,331313128,53033
,2016-06-30,The Buckholts State Bank,Buckholts,TX,76518,53051
,2016-06-30,First State Bank,Hemphill,TX,75948,53752
,2016-06-30,United Community Bank,Poynette,WI,53955,54049
,2016-06-30,The Bank of Tescott,Tescott,KS,67484,54058
,2016-06-30,YOUR COMMUNITY BANK,NEW ALBANY,IN,471510939,54375
,2016-06-30,American Bank & Trust Wisconsin,Cuba City,WI,53807,54441
,2016-06-30,Citizens State Bank,Buffalo,TX,75831,54656
,2016-06-30,"American Savings Bank, FSB",Honolulu,HI,96813,54973
,2016-06-30,METAIRIE BANK & TRUST,METAIRIE,LA,70001,55336
,2016-06-30,Citizens Savings Bank & Trust,Nashville,TN,37208,55635
,2016-06-30,Fidelity State Bank And Trust Company,Topeka,KS,66603,55653
,2016-06-30,Evergreen Federal Savings And Loan Association,Grants Pass,OR,97526,55970
,2016-06-30,"Citizens Bank & Trust Co., Hutchinson, Minn.",Hutchinson,MN,553500339,56258
,2016-06-30,Citizens National Bank,Henderson,TX,75652,56351
,2016-06-30,DMB Community Bank,DeForest,WI,53532,56548
,2016-06-30,CoBiz Bank,Denver,CO,80202,56557
,2016-06-30,The Dime Bank,Honesdale,PA,18431,56717
,2016-06-30,First National Bank at Darlington,Darlington,WI,535300050,57040
,2016-06-30,New Windsor State Bank,New Windsor,MD,217760489,57228
,2016-06-30,Dairy State Bank,Rice Lake,WI,54868,57451
,2016-06-30,Ripley Federal Savings Bank,Ripley,OH,45167,58177
,2016-06-30,Granite Bank,Colebrook,NH,3576,58207
,2016-06-30,FARMERS BANK & SAVINGS CO.,Pomeroy,OH,45769,58225
,2016-06-30,Johnson Bank,Racine,WI,53403,58243
,2016-06-30,Vantage Bank,Kent,MN,56553,58355
,2016-06-30,Security State Bank,Cheyenne,OK,73628,58551
,2016-06-30,CENTURY BANK,LUCEDALE,MS,39452,58636
,2016-06-30,Kensington Bank,Kensington,MN,56343,58757
,2016-06-30,Washington Trust Bank,Spokane,WA,992102127,58971
,2016-06-30,Wayne Bank,Honesdale,PA,18431,59316
,2016-06-30,Citizens National Bank,Cameron,TX,76520,59352
,2016-06-30,First Shore Federal Savings And Loan Association,Salisbury,MD,21801,59370
,2016-06-30,The Bank Of Wyandotte,Wyandotte,OK,74370,59754
,2016-06-30,Comerica Bank,Dallas,TX,75201,60143
,2016-06-30,PEOPLES BANK OF ALABAMA,CULLMAN,AL,35055,60330
,2016-06-30,THE HOME TRUST & SAVINGS BANK,OSAGE,IA,50461,60545
,2016-06-30,First State Bank Minnesota,LeRoy,MN,559510369,60554
,2016-06-30,First National Bank,Cloverdale,IN,46120,60648
,2016-06-30,First United Bank & Trust,Oakland,MD,21550,61122
,2016-06-30,"CorTrust Bank, N.A.",Mitchell,SD,57301,61355
,2016-06-30,Pilgrim Bank,Cohasset,MA,2025,61476
,2016-06-30,American Heritage National Bank,Long Prairie,MN,56347,61757
,2016-06-30,The First National Bank of Mount Dora,Mount Dora,Fl,32757,61832
,2016-06-30,First National Bank of Coweta,Coweta,OK,74429,61953
,2016-06-30,SEBREE DEPOSIT BANK,SEBREE,KY,42455,62044
,2016-06-30,"Rockefeller Trust Company, N.A.",New York,NY,100201903,62110
,2016-06-30,Community First Bank,Rosholt,WI,54473,62147
,2016-06-30,First Advantage Bank,Clarksville,TN,37040,62772
,2016-06-30,"Dolores State Bank, The",Dolores,CO,81323,63050
,2016-06-30,City National Bank,Los Angeles,CA,90071,63069
,2016-06-30,CAYUGA LAKE NATIONAL BANK,UNION SPRINGS,NY,13160,63201
,2016-06-30,Walpole Co-operative Bank,Walpole,MA,02081,63573
,2016-06-30,Citizens Bank,Lafayette,TN,37083,63733
,2016-06-30,HOMETOWN BANK,FOND DU LAC,WI,54935,63742
,2016-06-30,Towanda State Bank,Towanda,KS,67144,63751
,2016-06-30,Wyoming Bank & Trust,Cheyenne,WY,82009,64150
,2016-06-30,BLOOMBANK,BLOOMFIELD,IN,47424,64543
,2016-06-30,Bank2,Oklahoma City,OK,73108,64552
,2016-06-30,Farmers & Merchants Bank,Eatonton,GA,31024,64730
,2016-06-30,Torrington Savings Bank,Torrington,CT,06790,65205
,2016-06-30,Clarke County State Bank,Osceola,IA,50213,65241
,2016-06-30,Delta National Bank and Trust Company,New York,NY,10019,65513
,2016-06-30,Pioneer Bank & Trust,Spearfish,SD,57783,65559
,2016-06-30,"Citizens Union Bank of Shelbyville, Inc.",Shelbyville,KY,400660189,65746
,2016-06-30,Emprise Bank,Wichita,KS,67201,65858
,2016-06-30,DECATUR COUNTY BANK,DECATURVILLE,TN,38329,66154
,2016-06-30,FIRST SOUTHERN BANK,FLORENCE,AL,36530,66275
,2016-06-30,Cincinnati Federal,Cincinnati,OH,45247,66677
,2016-06-30,Peoples Trust and Savings Bank,Boonville,IN,476010307,67142
,2016-06-30,Kirkpatrick Bank,Edmond,OK,73013,67151
,2016-06-30,Newburyport Five Cents Savings Bank,"Newburyport,",MA,01950,67209
,2016-06-30,Young Americans Bank,Denver,CO,80206,67254
,2016-06-30,"FirstMerit Bank, N.A.",Akron,OH,44308,67311
,2016-06-30,FIRST SAVINGS BANK,BERESFORD,SD,57004,67656
,2016-06-30,Thomas County Federal Savings & Loan Association,Thomasville,GA,31792,67870
,2016-06-30,Union National Bank & Trust Co,Sparta,WI,54656,68448
,2016-06-30,"Grand Bank for Savings, FSB",Hattiesburg,MS,39402,68671
,2016-06-30,Liberty National Bank,Lawton,OK,73501,68756
,2016-06-30,Bank of Franklin,Meadville,MS,39653,68831
,2016-06-30,Union Bank & Trust Company,Evansville,WI,53536,68840
,2016-06-30,First National Bank of Durango,Durango,CO,81301,68859
,2016-06-30,TruBank,Oskaloosa,IA,52577,68943
,2016-06-30,The Citizens National Bank of Meridian,Meridian,MS,393015853,69333
,2016-06-30,Baker Boyer National Bank,Walla Walla,WA,99362,69678
,2016-06-30,The Farmers & Merchants Bank,Dyer,TN,383300285,70058
,2016-06-30,United Orient Bank,New York,NY,10038,70218
,2016-06-30,THE NORTHUMBERLAND NATIONAL BANK,NORTHUMBERLAND,PA,17857,70414
,2016-06-30,Peoples Bank,Mendenhall,MS,39114,70638
,2016-06-30,Nebraska State Bank,Bristow,NE,68719,70955
,2016-06-30,Home Federal Savings and Loan Association of Niles,Niles,OH,444460311,71073
,2016-06-30,"DNB First, National Association",Downingtown,PA,193350904,71318
,2016-06-30,Bruning State Bank,Bruning,NE,68322,71457
,2016-06-30,CBW BANK,WEIR,KS,66781,71859
,2016-06-30,The Converse County Bank,Douglas,WY,82633,72258
,2016-06-30,Farmers State Bank,Wathena,KS,660900219,72351
,2016-06-30,FREEPORT STATE BANK,FREEPORT,MN,56331,72454
,2016-06-30,BELMONT SAVINGS BANK,BELLAIRE,OH,439060654,72678
,2016-06-30,Artisans' Bank,Wilmington,DE,19808,73116
,2016-06-30,THE FARMERS AND MERCHANTS NATIONAL BANK OF FAIRVIEW,Fairview,OK,737370493,73152
,2016-06-30,Pathway Bank,Cairo,NE,68824,73554
,2016-06-30,Security State Bank,Wellington,KS,67152,73956
,2016-06-30,SOUTH CENTRAL STATE BANK,CAMPBELL,NE,689320186,74056
,2016-06-30,Isabella Bank,Mt. Pleasant,MI,48858,74140
,2016-06-30,Merrimack County Savings Bank,Concord,NH,03301,74403
,2016-06-30,First National Bank in Tigerton,Tigerton,WI,54486,74449
,2016-06-30,First Minnesota Bank,Minnetonka,MN,55345,75053
,2016-06-30,First Oklahoma Bank,Jenks,OK,74037,75259
,2016-06-30,South Ottumwa Savings Bank,Ottumwa,IA,52501,75446
,2016-06-30,The Northern State Bank Of Gonvick,Gonvick,MN,56644,75455
,2016-06-30,"First Bank Texas, ssb",BAIRD,TX,79504,75558
,2016-06-30,BMO Harris Bank NA,Chicago,IL,60603,75633
,2016-06-30,CERESCOBANK,CERESCO,NE,680170036,75651
,2016-06-30,BANK OF CLARKS,CLARKS,NE,68628,76153
,2016-06-30,The Peoples Bank,Taylorsville,KY,40071,76443
,2016-06-30,GRAND BANK,TULSA,OK,741353247,76854
,2016-06-30,First Farmers & Merchants State Bank Grand Meadow,Grand Meadow,MN,559360188,77150
,2016-06-30,"Hondo National Bank, The",Hondo,TX,78861,77253
,2016-06-30,Community Bankers' Bank,Midlothian,VA,23113,77422
,2016-06-30,First Bank & Trust,Brookings,SD,570065057,77851
,2016-06-30,Bandera Bank,Bandera,TX,780031596,78157
,2016-06-30,THE FIRST NATIONAL BANK OF MCGEHEE,MCGEHEE,AR,716540728,78241
,2016-06-30,Summit National Bank,Hulett,WY,82720,78559
,2016-06-30,West Point Bank,Radcliff,KY,40160,79042
,2016-06-30,Home National Bank,Racine,OH,45771,79127
,2016-06-30,Farmers & Merchants State Bank,Waterloo,WI,53594,79145
,2016-06-30,First State Bank of Grove City,Grove City,MN,56243,79257
,2016-06-30,CITY BANK   TRUST CO.,"CRETE,",NE,68333-0288,79855
,2016-06-30,Manor Bank,Manor,PA,15665,80020
,2016-06-30,First Fidelity Bank,Burke,SD,57523,80150
,2016-06-30,First Federal Savings And Loan Association,Delta,OH,43515,80374
,2016-06-30,UNION BANK & TRUST COMPANY,LIVINGSTON,TN,38570,80431
,2016-06-30,State Bank Of Hamburg,Hamburg,MN,55339,80552
,2016-06-30,Capital Bank,Fort Oglethorpe,GA,30742,80936
,2016-06-30,Equitable Bank,Grand Island,NE,68801,81175
,2016-06-30,Clover Community Bank,Clover,SC,29710,81429
,2016-06-30,First National Bank of Pasco,Dade City,FL,33525,82033
,2016-06-30,BRYANT STATE BANK,BRYANT,SD,57221,82257
,2016-06-30,THE LAUDERDALE COUNTY BANK,HALLS,TN,38040,82350
,2016-06-30,CITIZENS STATE BANK OF HAYFIELD,HAYFIELD,MN,55940,82659
,2016-06-30,Flagship Bank Minnesota,Wayzata,MN,55391,83151
,2016-06-30,Bank of the South,Pensacola,FL,32506,83236
,2016-06-30,CENTURY BANK,SANTA FE,NM,875041507,83375
,2016-06-30,"MERCANTIL COMMERCEBANK, N.A.",CORAL GABLES,FL,33134,83638
,2016-06-30,AMERICAN BANK & TRUST COMPANY,OPELOUSAS,LA,70571,83834
,2016-06-30,Richland State Bank,Bruce,SD,572200338,83852
,2016-06-30,GREENFIELD BANKING COMPANY,GREENFIELD,TN,38230,83955
,2016-06-30,FIRST TRUST AND SAVINGS BANK,CORALVILLE,IA,52241,84046
,2016-06-30,FARMERS STATE BANK,EWING,NE,687350004,84251
,2016-06-30,Guaranty Bank and Trust Company,Belzoni,MS,39038,84541
,2016-06-30,Citizens Bank of Cape Vincent,Cape Vincent,NY,13618,84804
,2016-06-30,Uinta Bank,Mountain View,WY,82939,85052
,2016-06-30,Exchange State Bank,Luverne,MN,56156,85258
,2016-06-30,BANK OF LAVERNE,LAVERNE,OK,738481147,85454
,2016-06-30,Oceanfirst Bank,Toms River,NJ,08753,85472
,2016-06-30,PATTERSON STATE BANK,PATTERSON,LA,70392,85931
