RCON9224,RCON9999,RSSD9017,RSSD9130,RSSD9200,RSSD9220,IDRSSD
,2008-06-30,Bank of Bridger NA,Bridger,MT,59014,17950
,2008-06-30,First National Bank of Bastrop,Bastrop,TX,78602,18050
,2008-06-30,"South Central Bank, National Association",Chicago,IL,60607,18135
,2008-06-30,Bally Savings Bank,Bally,PA,195030130,18377
,2008-06-30,"Farmers & Merchants Bank of Western Pennsylvania, N.A.",Kittanning,PA,16201,18827
,2008-06-30,CAPON VALLEY BANK,WARDENSVILLE,WV,26851,18836
,2008-06-30,BANK 7,MEDFORD,OK,73759,18854
,2008-06-30,THE FIRST STATE BANK OF BURLINGAME,BURLINGAME,KS,66413,18957
,2008-06-30,SECURITY BANK AND TRUST COMPANY,MIAMI,OK,74354,19356
,2008-06-30,Standard Bank and Trust Company,Hickory Hills,IL,604572298,19730
,2008-06-30,Citizens Bank of Americus,Americus,GA,317091128,19936
,2008-06-30,FARMERS BUILDING AND SAVINGS BANK,ROCHESTER,PA,15074,19972
,2008-06-30,Security Bank,New Auburn,WI,54575,20053
,2008-06-30,FARMERS STATE BANK,NEW ROSS,IN,47968,20147
,2008-06-30,First State Bank of Pinedale,Pinedale,WY,82941,20259
,2008-06-30,First Heritage Bank,Snohomish,WA,982910550,20370
,2008-06-30,First National Bank of Port Allegany,Port Allegany,PA,16743,20512
,2008-06-30,MCNB Bank and Trust Co.,Welch,WV,24801,20633
,2008-06-30,"Colony Bank, S. E.",Broxton,GA,31519,20839
,2008-06-30,GRANITE FALLS BANK,GRANITE FALLS,MN,562410008,20857
,2008-06-30,Home Valley Bank,Grants Pass,OR,97528,20866
,2008-06-30,State Bank of Burrton,Burrton,KS,670200219,21256
,2008-06-30,AMERICAN STATE BANK OF GRYGLA,GRYGLA,MN,56727,21359
,2008-06-30,Teche Bank & Trust Company,St. Martinville,LA,70582,21630
,2008-06-30,ALLIANCE BANK,MONDOVI,WI,54755,21658
,2008-06-30,UNION BANK & TRUST CO.,MONTICELLO,AR,716570270,22048
,2008-06-30,Colony Bank Ashburn,Ashburn,GA,31714,22235
,2008-06-30,FIRST NATIONAL BANK AND TRUST,POWELL,WY,82435,22356
,2008-06-30,FIRST NATIONAL BANK & TRUST CO OF LEAVENWORTH,LEAVENWORTH,KS,66048,22459
,2008-06-30,State Savings Bank,Frankfort,MI,496351169,22543
,2008-06-30,FIRST SOUTHEAST BANK,HARMONY,MN,55939,22552
,2008-06-30,West Union Bank,West Union,WV,26456,22730
,2008-06-30,Farmers & Merchants Bank,Statesboro,GA,304592789,22936
,2008-06-30,First National Bank,Hawley,MN,565490688,22954
,2008-06-30,CB&T Bank of Middle Georgia,Warner Robins,GA,31093,23036
,2008-06-30,West Michigan Bank & Trust,Frankfort,MI,496351009,23045
,2008-06-30,"Integra Bank, N.A.",Evansville,IN,477050868,23241
,2008-06-30,The First National Bank of Henning,Ottertail,MN,56571,23456
,2008-06-30,Bridgehampton National Bank,Bridgehampton,NY,11932,23504
,2008-06-30,Oswego Community Bank,Oswego,IL,60543,23540
,2008-06-30,Commercial Bank & Trust Company,Monticello,AR,71655,23643
,2008-06-30,First National Community Bank,New Richmond,WI,54017,23755
,2008-06-30,First National Bank of Chester County,West Chester,PA,193810523,23812
,2008-06-30,Putnam County Savings Bank,Brewster,NY,105090417,24006
,2008-06-30,ROCKY MOUNTAIN BANK,WILSON,WY,83014,24453
,2008-06-30,PRODUCE STATE BANK,HOLLANDALE,MN,56045,24659
,2008-06-30,"BANK TEXAS, NATIONAL ASSOCIATION",QUITMAN,TX,757831675,24668
,2008-06-30,FIRST NATIONAL BANK OF NASH,NASH,OK,73761,24855
,2008-06-30,THE BARABOO NATIONAL BANK,BARABOO,WI,53913,24949
,2008-06-30,All America Bank,Mustang,OK,73064,25357
,2008-06-30,Family Bank and Trust Company,Palos Hills,IL,60465,25647
,2008-06-30,PALMER BANK,TAYLORVILLE,IL,62568,26149
,2008-06-30,First National Bank and Trust Company,Mountain Home,AR,726541928,26242
,2008-06-30,La Monte Community Bank,La Monte,MO,65337,26457
,2008-06-30,San Antonio National Bank,San Antonio,TX,78279,26765
,2008-06-30,"OMNIBANK, N.A.",HOUSTON,TX,77021,26859
,2008-06-30,Delaware National Bank,Georgetown,DE,19947,26916
,2008-06-30,Blackhawk State Bank,Beloit,WI,53511,27548
,2008-06-30,Andover Bank,Andover,OH,440031300,27614
,2008-06-30,DIAMOND BANK,MURFREESBORO,AR,71958,27847
,2008-06-30,State Bank of Kimball,Kimball,MN,55353,28152
,2008-06-30,The First National Bank of Beeville,Beeville,TX,78102,28255
,2008-06-30,ALLIED BANK,MULBERRY,AR,72947,28349
,2008-06-30,Hyde Park Savings Bank,Hyde Park,MA,021369935,28406
,2008-06-30,Columbia Savings Bank,Cincinnati,OH,45220,28572
,2008-06-30,Peoples Bank & Trust Co,Manchester,TN,37355,28732
,2008-06-30,UNION CENTER NATIONAL BANK,UNION,NJ,7083,29104
,2008-06-30,"MidAmerican Bank & Trust Company, n.a.",Leavenworth,KS,66048,29252
,2008-06-30,The Citizens Bank,Philadelphia,MS,393500209,29636
,2008-06-30,First Texas Bank - Belton,Belton,TX,76513,29850
,2008-06-30,Centennial Bank,Little Rock,AR,72227,29944
,2008-06-30,HOME STATE BANK,LOUISVILLE,NE,68037,29953
,2008-06-30,Amistad Bank,Del Rio,TX,78840,30052
,2008-06-30,SHERMAN COUNTY BANK,LOUP CITY,NE,68853,30155
,2008-06-30,The RiverBank,Wyoming,MN,55092,30258
,2008-06-30,College Savings Bank,Princeton,NJ,8540,30418
,2008-06-30,NORTHWAY BANK,BERLIN,NH,3570,30502
,2008-06-30,Lake Community Bank,Long Lake,MN,55356,30650
,2008-06-30,Discover Bank,New Castle,DE,19720,30810
,2008-06-30,NBanC (OKC),Oklahoma City,OK,73156,30856
,2008-06-30,The First National Bank of Waynesboro,Waynesboro,GA,308300647,31134
,2008-06-30,Central Bank,Houston,TX,77041,31255
,2008-06-30,FIRST STATE BANK OF BEN WHEELER,BEN WHEELER,TX,75754,31657
,2008-06-30,POWELL VALLEY NATIONAL BANK,JONESVILLE,VA,242630100,31826
,2008-06-30,BANK OF ANGUILLA,ANGUILLA,MS,38721,31835
,2008-06-30,FIRST NATIONAL BANK AND TRUST CO.,CLINTON,IL,617270191,32234
,2008-06-30,LAKESIDE NATIONAL BANK,ROCKWALL,TX,75032,32766
,2008-06-30,Farmers Bank & Trust Co.,Blytheville,AR,723150688,33147
,2008-06-30,Premier Bank,Maplewood,MN,55109,33259
,2008-06-30,THE ROSCOE STATE BANK,ROSCOE,TX,795450609,33268
,2008-06-30,Black Earth State Bank,Black Earth,WI,53515,33549
,2008-06-30,"Maryland Bank & Trust Co., N. A.",Waldorf,MD,20604,33727
,2008-06-30,FARMERS STATE BANK,BERTRAM,TX,78605,33754
,2008-06-30,Peoples State Bank of Colfax,Colfax,IL,617280527,33839
,2008-06-30,THE BANK OF MADISON,MADISON,NE,68748,33857
,2008-06-30,American Bank of St. Paul,St. Paul,MN,551043908,34153
,2008-06-30,Bank of Marquette,Marquette,NE,68854,34359
,2008-06-30,Bank of Lancaster,Kilmarnock,VA,22482,34425
,2008-06-30,MAGNOLIA STATE BANK,BAY SPRINGS,MS,394220580,34434
,2008-06-30,First National Bank of Park Falls,Park Falls,WI,54552,34452
,2008-06-30,Seacoast National Bank,Stuart,FL,349959012,34537
,2008-06-30,MACON-ATLANTA STATE BANK,MACON,MO,635520128,34555
,2008-06-30,First Western Bank,Booneville,AR,729270238,34742
,2008-06-30,THE WOODBURY BANKING COMPANY,WOODBURY,GA,30293,34836
,2008-06-30,THE FIRST BANK,ROXTON,TX,75477,34863
,2008-06-30,ALLIANT BANK,MADISON,MO,65263,35057
,2008-06-30,Community Bank,Cabot,AR,72023,35244
,2008-06-30,State Street Bank and Trust Company,Boston,MA,2110,35301
,2008-06-30,Investors Savings Bank,Short Hills,NJ,7078,35570
,2008-06-30,BONDUEL STATE BANK,BONDUEL,WI,54107,35646
,2008-06-30,PREMIER BANK OF JACKSONVILLE,JACKSONVILLE,IL,62650,35842
,2008-06-30,STATE BANK OF COLUSA,COLUSA,IL,623290010,35936
,2008-06-30,Coppermark Bank,Oklahoma City,OK,731250676,36054
,2008-06-30,"FREESTAR BANK, N.A.",Pontiac,IL,61764,36344
,2008-06-30,Farmers State Bank,MAYWOOD,NE,69038,36456
,2008-06-30,PREMIER BANK,LENEXA,KS,66219,36858
,2008-06-30,First State Bank,Wrens,GA,30833,36933
,2008-06-30,PIGEON FALLS STATE BANK,PIGEON FALLS,WI,547600489,37051
,2008-06-30,BANK OF ONTARIO,ONTARIO,WI,54651,37341
,2008-06-30,The State Bank of Lebo,Lebo,KS,66856,37350
,2008-06-30,Central Valley Bank,Toppenish,WA,98948,37378
,2008-06-30,United Bank,Zebulon,GA,30295,37435
,2008-06-30,GERMAN AMERICAN BANCORP,JASPER,IN,47547,37640
,2008-06-30,FARMERS STATE BANK,ALLEN,OK,74825,37659
,2008-06-30,Calumet County Bank,Brillion,WI,54110,37743
,2008-06-30,Bank of Rantoul,Rantoul,IL,61866,37949
,2008-06-30,Iron and Glass Bank,Pittsburgh,PA,152031187,38526
,2008-06-30,First United Bank,Crete,IL,60417,38535
,2008-06-30,Owen County State Bank,Spencer,IN,47460,38740
,2008-06-30,"Calvin B Taylor Banking Company of Berlin, Maryland",Berlin,MD,218110005,39327
,2008-06-30,The Lorain National Bank,Lorain,OH,440521739,39420
,2008-06-30,AmericanWest Bank,Spokane,WA,99201,39475
,2008-06-30,NBanC (Tulsa),Tulsa,OK,74136,39756
,2008-06-30,Richton Bank & Trust Company,Richton,MS,39476,40033
,2008-06-30,MURRAY STATE BANK,MURRAY,NE,684090076,40350
,2008-06-30,"Connecticut River Bank, N.A.",Charlestown,NH,3063,40707
,2008-06-30,Eitzen State Bank,Caledonia,MN,55921,40855
,2008-06-30,Farmers & Merchants Bank of Orfordville,Orfordville,WI,53576,41245
,2008-06-30,First State Bank,Anadarko,OK,73005,41553
,2008-06-30,PIONEER  BANK,Stanley,VA,22851,41629
,2008-06-30,First Banking Center,Burlington,WI,53105,41647
,2008-06-30,FARMERS STATE BANK OF ELKTON,ELKTON,MN,55933,41759
,2008-06-30,Middletown Valley Bank,Middletown,MD,217690075,41825
,2008-06-30,FARMERS STATE BANK OF DANFORTH,DANFORTH,IL,609300168,41937
,2008-06-30,Bank of Newman Grove,Newman Grove,NE,68758,41955
,2008-06-30,Peoples Exchange Bank of Monroe County,Beatrice,AL,364250008,42037
,2008-06-30,ANADARKO BANK AND TRUST COMPANY,ANADARKO,OK,73005,42055
,2008-06-30,THE COMMERCIAL NATIONAL BANK OF BRADY,BRADY,TX,768250591,42354
,2008-06-30,FIRST COMMONWEALTH BANK,INDIANA,PA,157010400,42420
,2008-06-30,FIRST NATIONAL BANK,PARAGOULD,AR,72451,42448
,2008-06-30,COMMERCIAL BANK,Nelson,NE,68961,42457
,2008-06-30,SECURITY STATE BANK,IRON RIVER,WI,54847,43052
,2008-06-30,First National Bank,Mountain View,MO,65548,43155
,2008-06-30,UNITED COMMERCIAL BANK,SAN FRANCISCO,CA,94111,43173
,2008-06-30,Leonardville State Bank,Leonardville,KS,66449,43351
,2008-06-30,American State Bank of Erskine,Erskine,MN,56535,43454
,2008-06-30,Union National Community Bank,Lancaster,PA,17601,43511
,2008-06-30,Cambridge State Bank,Cambridge,WI,53523,43744
,2008-06-30,THE MINERS NATIONAL BANK OF EVELETH,EVELETH,MN,55734,43856
,2008-06-30,Bridge City State Bank,Bridge City,TX,776110887,43959
,2008-06-30,The First National Bank of Monterey,Monterey,IN,46960,44040
,2008-06-30,First Commercial Bank Birmingham,Birmingham,AL,35209,44134
,2008-06-30,"Intercredit Bank, National Association",Miami,FL,33131,44433
,2008-06-30,Mellon Trust of New England,Boston,MA,2108,44602
,2008-06-30,Citizens Bank,Mooresville,IN,46158,44741
,2008-06-30,Citizens Bank of Newburg,Newburg,MO,65550,44750
,2008-06-30,First National Bank,McConnelsville,OH,437560208,44929
,2008-06-30,STATE BANK OF DAVIS,DAVIS,IL,61019,45038
,2008-06-30,The First National Bank at Paris,Paris,AR,72855,45047
,2008-06-30,Platte Valley Bank,North Bend,NE,686490500,45056
,2008-06-30,Johnson County Bank,Mountain City,TN,37683,45430
,2008-06-30,THE STATE BANK OF LEON,LEON,KS,67074,45458
,2008-06-30,Bank Midwest Mn- Ia N.A.,Fairmont,MN,56031,45551
,2008-06-30,Jefferson Bank,San Antonio,TX,78201,45560
,2008-06-30,Iron Workers Bank,Aston,PA,19014,45775
,2008-06-30,The State Bank of Faribault,Faribault,MN,55021,46053
,2008-06-30,FARMERS BANK & TRUST COMPANY,PRINCETON,KY,424450559,46941
,2008-06-30,NORTH LOUP VALLEY BANK,NORTH LOUP,NE,688590006,47153
,2008-06-30,The Dart Bank,Mason,MI,48854,47247
,2008-06-30,COMMUNITY FINANCIAL BANK,PRENTICE,WI,545560115,47256
,2008-06-30,FIRST NATIONAL BANK OF BENTON,BENTON,LA,71006,47452
,2008-06-30,Claremont Savings Bank,Claremont,NH,3743,47500
,2008-06-30,FARMERS NATIONAL BANK,STAFFORD,KS,67578,48057
,2008-06-30,Franklin State Bank,Franklin,MN,55333,48150
,2008-06-30,First Financial Bank,El Dorado,AR,71730,48374
,2008-06-30,CLEVELAND STATE BANK,CLEVELAND,WI,53015,48440
,2008-06-30,The First Commercial Bank,Chicago,IL,60626,48730
,2008-06-30,Commerce Bank,Geneva,MN,56035,49054
,2008-06-30,RUSHVILLE STATE BANK,RUSHVILLE,IL,626810050,49148
,2008-06-30,Pine Bluff National Bank,Pine Bluff,AR,716117878,49241
,2008-06-30,Mason State Bank,Mason,MI,48854,49344
,2008-06-30,Palmyra State Bank,Palmyra,WI,53156,49643
,2008-06-30,First Bank,Sterling,KS,67579,49652
,2008-06-30,High Point Bank and Trust Company,High Point,NC,27261,49821
,2008-06-30,Bank of South Texas,McAllen,TX,78504,49858
,2008-06-30,The First Security Bank,Beaver,OK,739320947,49951
,2008-06-30,State Bank of Medora,Medora,IN,47260,50144
,2008-06-30,CALIFORNIA PACIFIC BANK,SAN FRANCISO,CA,94104,50461
,2008-06-30,LITTLE RIVER BANK,LEPANTO,AR,72354,50546
,2008-06-30,WILBURTON STATE BANK,"WILBURTON, OK  74578",OK,74578,50854
,2008-06-30,1st Financial Bank,Overland Park,KS,66221,50957
,2008-06-30,Bank of Camden,Camden,TN,38320,51253
,2008-06-30,latimer state bank,wilburton,OK,745780070,51356
,2008-06-30,Centera Bank,Sublette,KS,678770400,51459
,2008-06-30,City Bank of Hartford,Hartford,AL,36344,51730
,2008-06-30,FARMERS & MERCHANTS UNION BANK,COLUMBUS,WI,53925,51842
,2008-06-30,BARTLETT FARMERS BANK,BARTLETT,OH,45713,52410
,2008-06-30,The Depository Trust Company,New York,NY,100410099,52719
,2008-06-30,Security State Bank of Wewoka Oklahoma,Wewoka,OK,748840749,52951
,2008-06-30,THE HERNDON NATIONAL BANK,HERNDON,PA,178300305,53015
,2008-06-30,Mellon United National Bank,Miami,FL,331313128,53033
,2008-06-30,Buckholts State Bank,Buckholts,TX,76518,53051
,2008-06-30,Guaranty Bank,Mamou,LA,70554,53239
,2008-06-30,FIRST NATIONAL BANK IN WEWOKA,WEWOKA,OK,748840750,53453
,2008-06-30,"FIRST STATE BANK, HEMPHILL, TEXAS",HEMPHILL,TX,75948,53752
,2008-06-30,BANK OF POYNETTE,POYNETTE,WI,539550067,54049
,2008-06-30,The Bank of Tescott,Tescott,KS,67484,54058
,2008-06-30,FIRST STATE BANK,CAMARGO,OK,73835,54357
,2008-06-30,YOUR COMMUNITY BANK,NEW ALBANY,IN,471510939,54375
,2008-06-30,AMERICAN BANK & TRUST WISCONSIN,CUBA CITY,WI,538070827,54441
,2008-06-30,CITIZENS STATE BANK,BUFFALO,TX,758010278,54656
,2008-06-30,"Home Savings Bank of Albemarle, SSB",Albemarle,NC,280020489,55176
,2008-06-30,METAIRIE BANK & TRUST,METAIRIE,LA,70004,55336
,2008-06-30,Citizens Savings Bank & Trust Company,Nashville,TN,37208,55635
,2008-06-30,FIDELITY STATE BANK AND TRUST COMPANY,TOPEKA,KS,66603,55653
,2008-06-30,PEOPLES BANK OF LOUISIANA,AMITE,LA,70422,56230
,2008-06-30,Citizens Bank & Trust Co.,Hutchinson,MN,553500339,56258
,2008-06-30,Citizens National Bank,Henderson,TX,756531009,56351
,2008-06-30,The Citizens National Bank of Meyersdale,Meyersdale,PA,15552,56427
,2008-06-30,DMB Community Bank,DeForest,WI,53532,56548
,2008-06-30,CoBiz Bank,Denver,CO,80202,56557
,2008-06-30,The Dime Bank,Honesdale,PA,18431,56717
,2008-06-30,First National Bank at Darlington,Darlington,WI,535300050,57040
,2008-06-30,New Windsor State Bank,New Windsor,MD,217760489,57228
,2008-06-30,FIRST NATIONAL BANK OF BYERS,BYERS,TX,76357,57255
,2008-06-30,Dairy State Bank,Rice Lake,WI,54868,57451
,2008-06-30,FAMILYFIRST BANK,WARE,MA,10820849,57572
,2008-06-30,Hereford State Bank,Hereford,TX,79045,57956
,2008-06-30,Adams Co-Operative Bank,Adams,MA,1220,58074
,2008-06-30,First Colebrook Bank,Colebrook,NH,3576,58207
,2008-06-30,FARMERS BANK & SAVINGS CO.,Pomeroy,OH,45769,58225
,2008-06-30,Johnson Bank,Racine,WI,53403,58243
,2008-06-30,KENT STATE BANK,KENT,MN,565530051,58355
,2008-06-30,SECURITY STATE BANK,CHEYENNE,OK,73628,58551
,2008-06-30,CENTURY BANK,LUCEDALE,MS,39452,58636
,2008-06-30,First State Bank of Kensington,Kensington,MN,56343,58757
,2008-06-30,Washington Trust Bank,Spokane,WA,992102127,58971
,2008-06-30,Wayne Bank,Honesdale,PA,184310269,59316
,2008-06-30,CITIZENS NATIONAL BANK,CAMERON,TX,76520,59352
,2008-06-30,ECONOMY CO-OPERATIVE BANK,Merrimac,MA,1860,59679
,2008-06-30,THE BANK OF WYANDOTTE,WYANDOTTE,OK,74370,59754
,2008-06-30,Comerica Bank,Dallas,TX,75201,60143
,2008-06-30,PEOPLES BANK OF ALABAMA,CULLMAN,AL,35055,60330
,2008-06-30,Community Bank National Association,Mobile,AL,36608,60433
,2008-06-30,THE HOME TRUST & SAVINGS BANK,OSAGE,IA,50461,60545
,2008-06-30,First State Bank Minnesota,LeRoy,MN,559510369,60554
,2008-06-30,First National Bank,Cloverdale,IN,46120,60648
,2008-06-30,First United Bank & Trust,Oakland,MD,21550,61122
,2008-06-30,"CorTrust Bank, N.A.",Mitchell,SD,57301,61355
,2008-06-30,Pilgrim Bank,Cohasset,MA,2025,61476
,2008-06-30,Peninsula Bank,Englewood,FL,34224,61533
,2008-06-30,American Heritage National Bank,Long Prairie,MN,563470509,61757
,2008-06-30,The First National Bank of Mount Dora,Mount Dora,Fl,32757,61832
,2008-06-30,FIRST NATIONAL BANK OF COWETA,COWETA,OK,74429,61953
,2008-06-30,SEBREE DEPOSIT BANK,SEBREE,KY,42455,62044
,2008-06-30,Community First Bank,Rosholt,WI,54473,62147
,2008-06-30,The Dolores State Bank,Dolores,CO,81323,63050
,2008-06-30,City National Bank,Los Angeles,CA,90071,63069
,2008-06-30,Whidbey Island Bank,Oak Harbor,WA,98277,63078
,2008-06-30,CAYUGA LAKE NATIONAL BANK,UNION SPRINGS,NY,13160,63201
,2008-06-30,"Mid City Bank, Inc.",Omaha,NE,68131,63359
,2008-06-30,Walpole Co-operative Bank,Walpole,MA,2081,63573
,2008-06-30,Citizens Bank,Lafayette,TN,37083,63733
,2008-06-30,HOMETOWN BANK,FOND DU LAC,WI,54935,63742
,2008-06-30,TOWANDA STATE BANK,TOWANDA,KS,67144,63751
,2008-06-30,Wyoming Bank & Trust,Cheyenne,WY,82009,64150
,2008-06-30,BLOOMFIELD STATE BANK,BLOOMFIELD,IN,47424,64543
,2008-06-30,Bank2,Oklahoma City,OK,73108,64552
,2008-06-30,Sterling National Bank,New York,NY,100196108,64619
,2008-06-30,Farmers & Merchants Bank,Eatonton,GA,31024,64730
,2008-06-30,Torrington Savings Bank,Torrington,CT,6790,65205
,2008-06-30,CLARKE COUNTY STATE BANK,OSCEOLA,IA,50213,65241
,2008-06-30,Delta National Bank and Trust Company,New York,NY,10019,65513
,2008-06-30,Pioneer Bank & Trust,Spearfish,SD,57783,65559
,2008-06-30,"Citizens Union Bank of Shelbyville, Inc.",Shelbyville,KY,400660189,65746
,2008-06-30,Emprise Bank,Wichita,KS,672012970,65858
,2008-06-30,BPD  BANK,NEW YORK,NY,10004,66015
,2008-06-30,DECATUR COUNTY BANK,DECATURVILLE,TN,38329,66154
,2008-06-30,CENTRAL CO-OPERATIVE BANK,SOMERVILLE,MA,2144,66172
,2008-06-30,FIRST SOUTHERN BANK,FLORENCE,AL,36530,66275
