RCFD2930,RCFD2932,RCFD2938,RCFD3049,RCFD3066,RCFD3552,RCFD3553,RCFD3554,RCFD3646,RCFDB557,RCFDC011,RCFDC012,RCFDLB56,RCON2930,RCON2932,RCON2938,RCON3049,RCON3066,RCON3552,RCON3553,RCON3554,RCON3645,RCON3646,RCONB557,RCONC011,RCONC012,RCONLB56,IDRSSD,RCON9999
,,,,,,,,,,,,,465,0,299,0,0,48,59,0,76,90,0,0,0,,37,2013-09-30
,,,,,,,,,,,,,17,0,0,0,0,0,0,0,17,0,0,0,0,,242,2013-09-30
,,,,,,,,,,,,,720,0,285,0,50,105,0,0,54,381,0,113,0,,279,2013-09-30
,,,,,,,,,,,,,3,0,0,0,0,0,0,0,3,0,0,0,0,,354,2013-09-30
,,,,,,,,,,,,,36,0,0,0,0,0,0,0,18,18,0,0,0,,457,2013-09-30
,,,,,,,,,,,,,3611,0,1032,31,0,792,0,0,51,2404,93,0,0,,505,2013-09-30
,,,,,,,,,,,,,2089,0,1588,0,0,221,0,0,94,407,0,1367,0,,1155,2013-09-30
,,,,,,,,,,,,,583,0,46,0,0,46,0,0,232,305,0,0,0,,1351,2013-09-30
,,,,,,,,,,,,,1441,0,1058,0,0,0,0,0,65,318,0,862,0,,1454,2013-09-30
,,,,,,,,,,,,,38,0,11,0,0,0,0,0,27,0,0,0,0,,1557,2013-09-30
,,,,,,,,,,,,,433,0,105,0,0,0,0,0,89,239,0,105,0,,1669,2013-09-30
,,,,,,,,,,,,,1131,0,91,0,0,63,0,0,822,218,0,0,0,,1829,2013-09-30
,,,,,,,,,,,,,112,0,0,0,0,0,0,0,72,40,0,0,0,,1856,2013-09-30
,,,,,,,,,,,,,884,0,502,0,304,0,0,0,111,271,0,0,0,,2040,2013-09-30
,,,,,,,,,,,,,2339,0,1220,0,0,0,0,0,28,1091,0,1220,0,,2161,2013-09-30
,,,,,,,,,,,,,35735,0,11918,0,135,0,0,0,260,23557,0,11506,0,,2376,2013-09-30
,,,,,,,,,,,,,20,0,0,0,0,0,0,0,20,0,0,0,0,,2554,2013-09-30
,,,,,,,,,,,,,2336,265,867,0,274,270,0,0,183,1286,0,38,0,,2732,2013-09-30
,,,,,,,,,,,,,244,103,103,0,0,0,0,0,23,108,10,0,0,,2750,2013-09-30
,,,,,,,,,,,,,9542,0,7392,0,743,0,0,0,4,2146,0,6320,0,,3177,2013-09-30
,,,,,,,,,,,,,269,0,4,0,0,0,0,0,97,168,0,0,0,,3252,2013-09-30
,,,,,,,,,,,,,149,0,17,0,0,17,0,0,14,118,0,0,0,,3458,2013-09-30
,,,,,,,,,,,,,1599,0,0,0,0,0,0,0,32,1567,0,0,0,,3720,2013-09-30
,,,,,,,,,,,,,23781,0,13524,0,3889,5000,0,0,283,9854,120,0,0,,3971,2013-09-30
,,,,,,,,,,,,,713,0,327,49,0,0,0,0,123,214,0,0,0,,4156,2013-09-30
,,,,,,,,,,,,,440,0,0,0,0,0,0,0,235,205,0,0,0,,4231,2013-09-30
,,,,,,,,,,,,,950,0,575,0,0,392,0,0,48,327,0,0,0,,4437,2013-09-30
,,,,,,,,,,,,,927,0,0,0,0,0,0,0,152,775,0,0,0,,4839,2013-09-30
,,,,,,,,,,,,,4553,0,3319,0,0,0,0,0,39,1195,0,3319,0,,5005,2013-09-30
,,,,,,,,,,,,,6214,0,1030,0,760,270,0,0,576,4408,200,0,0,,5069,2013-09-30
,,,,,,,,,,,,,1549,0,463,0,0,0,0,0,165,921,0,463,0,,5135,2013-09-30
,,,,,,,,,,,,,6938,0,4502,0,0,1222,0,0,545,1808,83,1694,0,,5210,2013-09-30
,,,,,,,,,,,,,2963,0,2296,0,0,0,0,0,5,387,275,1797,0,,5461,2013-09-30
,,,,,,,,,,,,,1656,0,1327,49,0,490,0,0,31,249,0,691,0,,5751,2013-09-30
,,,,,,,,,,,,,294,0,52,0,52,0,0,0,78,164,0,0,0,,6039,2013-09-30
,,,,,,,,,,,,,146,0,0,0,0,0,0,0,22,124,0,0,0,,6141,2013-09-30
,,,,,,,,,,,,,2714,0,1848,0,463,0,0,0,182,684,0,1310,0,,6329,2013-09-30
,,,,,,,,,,,,,6236,0,7,41,0,0,0,0,4,6184,0,0,0,,7009,2013-09-30
,,,,,,,,,,,,,527,0,0,0,0,0,0,0,48,479,0,0,0,,7045,2013-09-30
,,,,,,,,,,,,,4161,0,2587,0,0,0,0,0,1,1573,0,2291,0,,7072,2013-09-30
,,,,,,,,,,,,,400,0,80,0,0,79,0,0,43,277,0,0,0,,7157,2013-09-30
,,,,,,,,,,,,,142,0,0,0,0,0,0,0,24,118,0,0,0,,7456,2013-09-30
,,,,,,,,,,,,,187,0,78,0,0,78,0,0,40,69,0,0,0,,7634,2013-09-30
