RCFD2930,RCFD2932,RCFD2938,RCFD3049,RCFD3066,RCFD3552,RCFD3553,RCFD3554,RCFD3646,RCFDB557,RCFDC011,RCFDC012,RCFDLB56,RCON2930,RCON2932,RCON2938,RCON3049,RCON3066,RCON3552,RCON3553,RCON3554,RCON3645,RCON3646,RCONB557,RCONC011,RCONC012,RCONLB56,IDRSSD,RCON9999
,,,,,,,,,,,,,308,0,63,184,0,22,0,0,41,20,0,0,0,,37,2015-03-31
,,,,,,,,,,,,,16,0,0,0,0,0,0,0,16,0,0,0,0,,242,2015-03-31
,,,,,,,,,,,,,604,0,336,0,50,130,19,0,72,196,0,129,0,,279,2015-03-31
,,,,,,,,,,,,,2,0,0,0,0,0,0,0,2,0,0,0,0,,354,2015-03-31
,,,,,,,,,,,,,61,0,0,0,0,0,0,0,13,48,0,0,0,,457,2015-03-31
,,,,,,,,,,,,,4086,0,1041,916,0,744,0,0,30,2006,93,0,0,,505,2015-03-31
,,,,,,,,,,,,,2324,0,1964,0,0,0,0,0,62,298,0,1522,0,,1155,2015-03-31
,,,,,,,,,,,,,436,0,31,0,0,31,0,0,172,233,0,0,0,,1351,2015-03-31
,,,,,,,,,,,,,1232,0,968,0,0,0,0,0,55,209,0,873,0,,1454,2015-03-31
,,,,,,,,,,,,,22,0,3,0,0,0,0,0,19,0,0,0,0,,1557,2015-03-31
,,,,,,,,,,,,,452,0,115,0,0,0,0,0,62,275,0,115,0,,1669,2015-03-31
,,,,,,,,,,,,,1191,0,100,166,0,71,0,0,672,253,0,0,0,,1829,2015-03-31
,,,,,,,,,,,,,130,0,0,0,0,0,0,0,59,71,0,0,0,,1856,2015-03-31
,,,,,,,,,,,,,396,0,179,0,0,0,0,0,82,135,0,82,0,,2040,2015-03-31
,,,,,,,,,,,,,2091,0,1195,0,0,0,0,0,25,871,0,1195,0,,2161,2015-03-31
,,,,,,,,,,,,,49059,0,23921,0,440,0,0,0,494,24644,0,14930,6235,,2376,2015-03-31
,,,,,,,,,,,,,22,0,5,0,0,0,0,0,17,0,0,0,0,,2554,2015-03-31
,,,,,,,,,,,,,1369,265,699,0,62,315,0,0,87,583,0,56,0,,2732,2015-03-31
,,,,,,,,,,,,,246,93,93,0,0,0,0,0,17,126,10,0,0,,2750,2015-03-31
,,,,,,,,,,,,,9388,0,8166,0,603,0,0,0,1,1221,0,7247,0,,3177,2015-03-31
,,,,,,,,,,,,,194,0,3,0,0,0,0,0,101,90,0,0,0,,3252,2015-03-31
,,,,,,,,,,,,,184,0,12,95,0,0,0,0,15,62,0,0,0,,3458,2015-03-31
,,,,,,,,,,,,,2079,0,0,0,0,0,0,0,28,2051,0,0,0,,3720,2015-03-31
,,,,,,,,,,,,,16160,0,8845,0,4982,0,0,0,261,6835,219,2380,0,,3971,2015-03-31
,,,,,,,,,,,,,585,0,314,51,86,0,0,0,112,108,0,0,0,,4156,2015-03-31
,,,,,,,,,,,,,319,0,0,0,0,0,0,0,198,121,0,0,0,,4231,2015-03-31
,,,,,,,,,,,,,1374,83,746,0,0,428,0,0,32,475,121,0,0,,4437,2015-03-31
,,,,,,,,,,,,,1209,250,250,0,0,0,0,0,160,799,0,0,0,,4839,2015-03-31
,,,,,,,,,,,,,3847,0,1005,0,771,0,0,0,414,2072,356,0,0,,5069,2015-03-31
,,,,,,,,,,,,,2248,0,691,0,0,0,0,0,155,1402,0,691,0,,5135,2015-03-31
,,,,,,,,,,,,,9372,0,5323,0,0,1541,0,0,584,3379,86,2054,0,,5210,2015-03-31
,,,,,,,,,,,,,3334,0,2665,0,0,0,0,0,4,360,305,2098,0,,5461,2015-03-31
,,,,,,,,,,,,,1537,0,1299,48,0,537,0,0,30,160,0,685,0,,5751,2015-03-31
,,,,,,,,,,,,,269,0,36,0,0,0,0,0,59,174,0,0,0,,6039,2015-03-31
,,,,,,,,,,,,,44,0,0,0,0,0,0,0,19,25,0,0,0,,6141,2015-03-31
,,,,,,,,,,,,,4043,0,3467,0,235,0,0,0,184,392,0,1576,0,,6329,2015-03-31
,,,,,,,,,,,,,8230,0,1,62,0,0,0,0,5,8162,0,0,0,,7009,2015-03-31
,,,,,,,,,,,,,780,0,0,302,0,0,0,0,44,434,0,0,0,,7045,2015-03-31
,,,,,,,,,,,,,3533,0,2702,0,0,202,0,0,2,829,0,2284,0,,7072,2015-03-31
,,,,,,,,,,,,,255,0,63,18,0,63,0,0,24,150,0,0,0,,7157,2015-03-31
,,,,,,,,,,,,,69,0,0,0,0,0,0,0,22,47,0,0,0,,7456,2015-03-31
,,,,,,,,,,,,,253,0,179,4,0,179,0,0,27,43,0,0,0,,7634,2015-03-31
,,,,,,,,,,,,,2534,0,1779,0,59,8,0,0,277,478,0,1712,0,,8033,2015-03-31
,,,,,,,,,,,,,94,0,0,0,0,0,0,0,59,28,7,0,0,,8462,2015-03-31
,,,,,,,,,,,,,563,0,456,0,0,0,0,0,14,93,0,419,0,,8631,2015-03-31
,,,,,,,,,,,,,1923,0,1683,0,0,504,0,0,1,239,0,1006,0,,9357,2015-03-31
,,,,,,,,,,,,,975,0,200,14,0,200,0,0,39,722,0,0,0,,9553,2015-03-31
,,,,,,,,,,,,,7871,0,3900,0,0,245,0,0,576,2040,1355,0,3498,,9807,2015-03-31
,,,,,,,,,,,,,138,0,0,0,0,0,0,0,19,119,0,0,0,,9955,2015-03-31
,,,,,,,,,,,,,809,0,433,0,0,0,0,0,107,269,0,132,0,,10250,2015-03-31
,,,,,,,,,,,,,354,0,121,0,17,0,0,0,46,187,0,0,0,,10849,2015-03-31
,,,,,,,,,,,,,1649,0,0,0,0,0,0,0,27,1622,0,0,0,,11145,2015-03-31
,,,,,,,,,,,,,13490,0,7844,0,0,0,0,0,366,4872,408,0,3816,,11275,2015-03-31
,,,,,,,,,,,,,1618,0,904,0,0,0,0,0,439,275,0,904,0,,11640,2015-03-31
,,,,,,,,,,,,,127,0,2,0,0,0,0,0,12,113,0,0,0,,11837,2015-03-31
,,,,,,,,,,,,,2503,0,2279,0,1071,0,0,0,125,99,0,1208,0,,12030,2015-03-31
,,,,,,,,,,,,,2856,0,2677,0,0,0,0,0,72,107,0,2068,0,,12142,2015-03-31
,,,,,,,,,,,,,311,0,247,0,0,0,0,0,1,63,0,234,0,,12179,2015-03-31
