RCFD2930,RCFD2932,RCFD2938,RCFD3049,RCFD3066,RCFD3552,RCFD3553,RCFD3554,RCFD3646,RCFDB557,RCFDC011,RCFDC012,RCFDLB56,RCON2930,RCON2932,RCON2938,RCON3049,RCON3066,RCON3552,RCON3553,RCON3554,RCON3645,RCON3646,RCONB557,RCONC011,RCONC012,RCONLB56,IDRSSD,RCON9999
,,,,,,,,,,,,,376,0,122,0,0,0,0,0,201,53,0,115,0,,37,2004-06-30
,,,,,,,,,,,,,45,0,0,0,0,,,,45,0,0,0,0,,242,2004-06-30
,,,,,,,,,,,,,242,0,84,0,0,0,0,0,50,108,0,45,0,,279,2004-06-30
,,,,,,,,,,,,,16,0,0,0,0,0,0,0,16,0,0,0,0,,354,2004-06-30
,,,,,,,,,,,,,748,0,157,0,0,0,0,0,367,224,0,148,0,,439,2004-06-30
,,,,,,,,,,,,,241,0,0,0,0,0,0,0,53,188,0,0,0,,457,2004-06-30
,,,,,,,,,,,,,1304,234,265,0,0,0,0,0,366,592,81,0,0,,505,2004-06-30
,,,,,,,,,,,,,5914,0,3082,611,0,0,0,0,199,2022,0,1764,0,,1146,2004-06-30
,,,,,,,,,,,,,432,0,107,0,0,0,0,0,209,116,0,107,0,,1155,2004-06-30
,,,,,,,,,,,,,407,0,0,0,0,0,0,0,283,124,0,0,0,,1351,2004-06-30
,,,,,,,,,,,,,371,0,127,0,127,0,0,0,116,128,0,0,0,,1454,2004-06-30
,,,,,,,,,,,,,253,0,12,184,0,0,0,0,57,0,0,0,0,,1557,2004-06-30
,,,,,,,,,,,,,2822,0,2259,0,0,0,0,0,562,1,0,784,0,,1632,2004-06-30
,,,,,,,,,,,,,553,0,0,0,0,0,0,0,323,230,0,0,0,,1669,2004-06-30
,,,,,,,,,,,,,1347,0,206,188,0,73,0,0,588,365,0,0,0,,1829,2004-06-30
,,,,,,,,,,,,,205,0,0,56,0,0,0,0,39,110,0,0,0,,1856,2004-06-30
,,,,,,,,,,,,,434,0,12,0,0,12,0,0,207,215,0,0,0,,2040,2004-06-30
,,,,,,,,,,,,,405,0,155,0,0,0,0,0,146,104,0,155,0,,2161,2004-06-30
,,,,,,,,,,,,,9229,0,2374,0,36,0,0,0,33,6822,0,1041,0,,2376,2004-06-30
