RCFD2930,RCFD2932,RCFD2938,RCFD3049,RCFD3066,RCFD3552,RCFD3553,RCFD3554,RCFD3646,RCFDB557,RCFDC011,RCFDC012,RCFDLB56,RCON2930,RCON2932,RCON2938,RCON3049,RCON3066,RCON3552,RCON3553,RCON3554,RCON3645,RCON3646,RCONB557,RCONC011,RCONC012,RCONLB56,IDRSSD,RCON9999
,,,,,,,,,,,,,323,0,88,12,0,0,0,0,171,52,0,88,0,,37,2010-06-30
,,,,,,,,,,,,,37,0,0,0,0,0,0,0,37,0,0,0,0,,242,2010-06-30
,,,,,,,,,,,,,502,0,175,0,85,0,0,0,110,217,0,0,0,,279,2010-06-30
,,,,,,,,,,,,,14,0,0,0,0,0,0,0,14,0,0,0,0,,354,2010-06-30
,,,,,,,,,,,,,164,0,0,0,0,0,0,0,47,117,0,0,0,,457,2010-06-30
,,,,,,,,,,,,,3254,0,1077,0,0,746,0,0,292,1792,93,0,0,,505,2010-06-30
,,,,,,,,,,,,,1813,0,1210,0,0,0,0,0,321,282,0,1154,0,,1155,2010-06-30
,,,,,,,,,,,,,620,0,25,0,0,25,0,0,455,140,0,0,0,,1351,2010-06-30
,,,,,,,,,,,,,977,592,683,0,0,0,0,0,141,153,0,0,0,,1454,2010-06-30
,,,,,,,,,,,,,563,0,11,466,0,0,0,0,86,0,0,0,0,,1557,2010-06-30
,,,,,,,,,,,,,721,0,163,0,0,0,0,0,333,225,0,86,0,,1669,2010-06-30
,,,,,,,,,,,,,1748,0,289,0,191,0,0,0,1023,436,0,0,0,,1829,2010-06-30
,,,,,,,,,,,,,207,0,0,0,0,0,0,0,195,12,0,0,0,,1856,2010-06-30
,,,,,,,,,,,,,1146,0,113,0,0,56,0,0,590,443,0,0,0,,2040,2010-06-30
,,,,,,,,,,,,,1745,0,969,311,0,0,0,0,79,386,0,969,0,,2161,2010-06-30
,,,,,,,,,,,,,32271,0,9847,0,2786,447,0,0,1191,21233,0,5888,0,,2376,2010-06-30
,,,,,,,,,,,,,52,0,9,0,0,0,0,0,39,4,0,0,0,,2451,2010-06-30
,,,,,,,,,,,,,36,0,0,0,0,0,0,0,36,0,0,0,0,,2554,2010-06-30
,,,,,,,,,,,,,2719,232,558,0,0,255,0,0,664,1497,0,40,0,,2732,2010-06-30
,,,,,,,,,,,,,370,74,182,0,0,0,0,0,83,105,0,108,0,,2750,2010-06-30
,,,,,,,,,,,,,335,0,0,0,0,0,0,0,193,142,0,0,0,,3252,2010-06-30
,,,,,,,,,,,,,232,0,1,141,0,0,0,0,28,62,0,0,0,,3458,2010-06-30
,,,,,,,,,,,,,1281,0,0,0,0,0,0,0,156,1125,0,0,0,,3720,2010-06-30
,,,,,,,,,,,,,1042,0,907,0,0,0,0,0,48,87,0,907,0,,3953,2010-06-30
,,,,,,,,,,,,,319,0,117,0,0,60,0,0,145,47,10,0,0,,4138,2010-06-30
,,,,,,,,,,,,,568,0,245,34,245,0,0,0,289,0,0,0,0,,4156,2010-06-30
,,,,,,,,,,,,,939,0,0,0,0,0,0,0,672,267,0,0,0,,4231,2010-06-30
,,,,,,,,,,,,,1315,0,513,0,0,350,0,0,165,637,0,0,0,,4437,2010-06-30
,,,,,,,,,,,,,1203,0,4,0,0,0,0,0,453,746,0,0,0,,4839,2010-06-30
,,,,,,,,,,,,,4583,0,1463,0,840,0,0,0,1,3119,0,396,0,,5005,2010-06-30
,,,,,,,,,,,,,5956,0,775,0,703,0,0,0,1703,3278,200,0,0,,5069,2010-06-30
,,,,,,,,,,,,,1036,0,282,0,239,43,0,0,255,499,0,0,0,,5135,2010-06-30
,,,,,,,,,,,,,7910,0,5284,0,0,1572,0,0,1898,673,55,0,0,,5210,2010-06-30
,,,,,,,,,,,,,3094,0,128,0,0,128,0,0,157,2809,0,0,0,,5331,2010-06-30
,,,,,,,,,,,,,2868,0,1710,0,0,0,0,0,34,1021,103,1659,0,,5461,2010-06-30
