RCFD2930,RCFD2932,RCFD2938,RCFD3049,RCFD3066,RCFD3552,RCFD3553,RCFD3554,RCFD3646,RCFDB557,RCFDC011,RCFDC012,RCFDLB56,RCON2930,RCON2932,RCON2938,RCON3049,RCON3066,RCON3552,RCON3553,RCON3554,RCON3645,RCON3646,RCONB557,RCONC011,RCONC012,RCONLB56,IDRSSD,RCON9999
,,,,,,,,,,,,,540,0,211,0,0,0,0,0,235,94,0,208,0,,37,2008-09-30
,,,,,,,,,,,,,59,0,0,0,0,0,0,0,59,0,0,0,0,,242,2008-09-30
,,,,,,,,,,,,,474,0,139,0,0,27,0,0,163,172,0,73,0,,279,2008-09-30
,,,,,,,,,,,,,33,0,0,0,0,0,0,0,33,0,0,0,0,,354,2008-09-30
,,,,,,,,,,,,,214,0,0,0,0,0,0,0,65,149,0,0,0,,457,2008-09-30
,,,,,,,,,,,,,2724,0,14,0,0,0,0,0,540,2089,81,0,0,,505,2008-09-30
,,,,,,,,,,,,,1755,0,1086,0,0,0,0,0,400,269,0,1061,0,,1155,2008-09-30
,,,,,,,,,,,,,875,0,0,0,0,0,0,0,615,260,0,0,0,,1351,2008-09-30
,,,,,,,,,,,,,1213,0,677,0,280,0,0,0,321,215,0,397,0,,1454,2008-09-30
,,,,,,,,,,,,,481,0,15,394,0,0,0,0,72,0,0,0,0,,1557,2008-09-30
,,,,,,,,,,,,,7002,0,566,0,0,0,0,0,4677,1376,383,332,0,,1632,2008-09-30
,,,,,,,,,,,,,1384,0,193,0,0,0,0,0,833,358,0,193,0,,1669,2008-09-30
,,,,,,,,,,,,,2004,0,304,0,274,0,0,0,1095,605,0,0,0,,1829,2008-09-30
,,,,,,,,,,,,,269,0,0,0,0,0,0,0,269,0,0,0,0,,1856,2008-09-30
,,,,,,,,,,,,,1832,0,69,0,0,41,0,0,713,1050,0,0,0,,2040,2008-09-30
,,,,,,,,,,,,,1077,0,673,35,0,0,0,0,115,254,0,673,0,,2161,2008-09-30
,,,,,,,,,,,,,21355,0,6509,0,265,1672,0,0,119,14727,0,3835,0,,2376,2008-09-30
,,,,,,,,,,,,,341,0,7,0,0,5,0,0,86,248,0,0,0,,2451,2008-09-30
,,,,,,,,,,,,,64,0,0,0,0,0,0,0,64,0,0,0,0,,2554,2008-09-30
,,,,,,,,,,,,,7165,232,3070,0,0,2597,115,0,1841,2254,0,53,0,,2732,2008-09-30
,,,,,,,,,,,,,387,0,214,0,0,0,0,0,103,70,0,214,0,,2750,2008-09-30
,,,,,,,,,,,,,4326,0,108,0,0,0,0,0,2908,1290,20,64,0,,2938,2008-09-30
,,,,,,,,,,,,,397,0,0,0,0,0,0,0,293,104,0,0,0,,3252,2008-09-30
,,,,,,,,,,,,,211,0,0,110,0,0,0,0,54,47,0,0,0,,3458,2008-09-30
,,,,,,,,,,,,,1643,0,2,0,0,0,0,0,211,1430,0,0,0,,3720,2008-09-30
,,,,,,,,,,,,,850,0,759,0,0,0,0,0,65,26,0,759,0,,3953,2008-09-30
,,,,,,,,,,,,,385,0,23,0,0,0,0,0,290,72,0,0,0,,4138,2008-09-30
,,,,,,,,,,,,,24247,0,23699,38,383,0,0,0,455,55,0,0,0,,4156,2008-09-30
,,,,,,,,,,,,,998,0,0,0,0,0,0,0,726,272,0,0,0,,4231,2008-09-30
,,,,,,,,,,,,,1338,142,563,0,0,348,0,0,178,597,0,0,0,,4437,2008-09-30
,,,,,,,,,,,,,1708,25,25,0,0,0,0,0,882,801,0,0,0,,4839,2008-09-30
,,,,,,,,,,,,,4265,0,1402,0,1018,0,0,0,0,2863,0,384,0,,5005,2008-09-30
,,,,,,,,,,,,,7025,0,926,0,788,0,0,0,2558,3341,200,0,0,,5069,2008-09-30
,,,,,,,,,,,,,1127,0,214,0,0,0,0,0,531,382,0,149,0,,5135,2008-09-30
,,,,,,,,,,,,,6087,0,3299,0,0,0,0,0,2395,393,0,1182,0,,5210,2008-09-30
,,,,,,,,,,,,,1816,0,129,0,0,129,0,0,284,1403,0,0,0,,5331,2008-09-30
,,,,,,,,,,,,,2384,0,891,0,78,0,0,0,57,1386,50,798,0,,5461,2008-09-30
,,,,,,,,,,,,,563,0,314,0,0,257,0,0,137,112,0,54,0,,5751,2008-09-30
,,,,,,,,,,,,,656,0,0,0,0,0,0,0,472,184,0,0,0,,6039,2008-09-30
,,,,,,,,,,,,,247,0,0,0,0,0,0,0,215,32,0,0,0,,6141,2008-09-30
,,,,,,,,,,,,,4651,0,850,0,0,0,0,0,1344,2457,0,850,0,,6329,2008-09-30
,,,,,,,,,,,,,8705,0,5065,0,0,0,0,0,1278,1693,669,4233,0,,6972,2008-09-30
,,,,,,,,,,,,,5611,0,564,2,0,0,0,0,492,4553,0,0,564,,7009,2008-09-30
,,,,,,,,,,,,,434,0,0,0,0,0,0,0,147,287,0,0,0,,7045,2008-09-30
,,,,,,,,,,,,,508,0,0,35,0,0,0,0,163,310,0,0,0,,7157,2008-09-30
,,,,,,,,,,,,,184,0,0,0,0,0,0,0,112,72,0,0,0,,7456,2008-09-30
,,,,,,,,,,,,,285,0,0,0,0,0,0,0,181,104,0,0,0,,7634,2008-09-30
,,,,,,,,,,,,,1229,0,638,0,31,0,0,0,313,278,0,607,0,,8033,2008-09-30
,,,,,,,,,,,,,389,0,0,0,0,0,0,0,315,74,0,0,0,,8462,2008-09-30
,,,,,,,,,,,,,233,0,0,0,0,0,0,0,74,159,0,0,0,,8631,2008-09-30
,,,,,,,,,,,,,1170,0,11,0,0,0,0,0,9,1150,0,0,0,,9357,2008-09-30
,,,,,,,,,,,,,1376,0,0,739,0,0,0,0,160,477,0,0,0,,9553,2008-09-30
,,,,,,,,,,,,,14926,0,504,0,0,300,0,0,7309,4613,2500,0,0,,9807,2008-09-30
,,,,,,,,,,,,,262,0,0,25,0,0,0,0,135,102,0,0,0,,9955,2008-09-30
,,,,,,,,,,,,,245,0,89,0,45,39,0,0,156,0,0,0,0,,10157,2008-09-30
,,,,,,,,,,,,,2337,156,421,0,0,0,0,0,1243,673,0,213,0,,10250,2008-09-30
,,,,,,,,,,,,,1408,0,713,0,0,488,0,0,446,249,0,0,0,,10849,2008-09-30
,,,,,,,,,,,,,2787,0,534,0,0,353,0,0,1042,1180,31,0,0,,10858,2008-09-30
,,,,,,,,,,,,,424,0,0,0,0,0,0,0,164,260,0,0,0,,11145,2008-09-30
,,,,,,,,,,,,,3361,0,732,0,0,0,0,0,1262,1367,0,732,0,,11640,2008-09-30
,,,,,,,,,,,,,827,0,3,0,0,0,0,0,98,726,0,0,0,,11837,2008-09-30
,,,,,,,,,,,,,2541,0,730,0,701,0,0,0,1281,530,0,0,0,,12030,2008-09-30
,,,,,,,,,,,,,901,0,169,0,0,58,0,0,703,29,0,0,0,,12142,2008-09-30
,,,,,,,,,,,,,1243,0,0,0,0,0,0,0,399,844,0,0,0,,12245,2008-09-30
638997,0,301768,65525,103167,0,0,0,117119,61639,0,0,,,,,,,,,,92946,,,,,,12311,2008-09-30
,,,,,,,,,,,,,480,0,0,0,0,0,0,0,367,113,0,0,0,,12647,2008-09-30
,,,,,,,,,,,,,62,0,0,0,0,0,0,0,47,15,0,0,0,,12656,2008-09-30
,,,,,,,,,,,,,1578,0,69,653,40,0,0,0,673,183,0,0,0,,12937,2008-09-30
,,,,,,,,,,,,,6096,0,4215,0,0,0,0,0,802,1079,0,4095,0,,12946,2008-09-30
,,,,,,,,,,,,,486,0,19,0,0,0,0,0,241,226,0,0,0,,12955,2008-09-30
,,,,,,,,,,,,,953,0,611,0,0,0,0,0,175,167,0,606,0,,13037,2008-09-30
,,,,,,,,,,,,,12409,0,6993,0,0,1972,0,0,1330,3875,211,3789,0,,13103,2008-09-30
,,,,,,,,,,,,,175,0,47,0,0,0,0,0,128,0,0,0,0,,13251,2008-09-30
,,,,,,,,,,,,,161,0,0,121,0,0,0,0,36,4,0,0,0,,13457,2008-09-30
,,,,,,,,,,,,,241,0,15,0,0,0,0,0,203,23,0,0,0,,14052,2008-09-30
,,,,,,,,,,,,,835,0,174,0,12,2,0,0,277,384,0,149,0,,14155,2008-09-30
,,,,,,,,,,,,,10926,0,3846,4159,0,3812,0,0,1968,953,0,0,0,,14258,2008-09-30
,,,,,,,,,,,,,179,0,18,0,0,0,0,0,156,5,0,0,0,,14454,2008-09-30
,,,,,,,,,,,,,305,0,196,0,0,0,0,0,16,93,0,196,0,,14650,2008-09-30
