RCFD2930,RCFD2932,RCFD2938,RCFD3049,RCFD3066,RCFD3552,RCFD3553,RCFD3554,RCFD3646,RCFDB557,RCFDC011,RCFDC012,RCFDLB56,RCON2930,RCON2932,RCON2938,RCON3049,RCON3066,RCON3552,RCON3553,RCON3554,RCON3645,RCON3646,RCONB557,RCONC011,RCONC012,RCONLB56,IDRSSD,RCON9999
,,,,,,,,,,,,,408,0,71,0,0,0,0,0,223,114,0,57,0,,37,2007-03-31
,,,,,,,,,,,,,89,0,0,0,0,0,0,0,89,0,0,0,0,,242,2007-03-31
,,,,,,,,,,,,,468,0,170,0,0,36,69,0,161,137,0,64,0,,279,2007-03-31
,,,,,,,,,,,,,35,0,0,0,0,0,0,0,35,0,0,0,0,,354,2007-03-31
,,,,,,,,,,,,,2358,0,33,432,0,26,0,0,1215,678,0,0,0,,439,2007-03-31
,,,,,,,,,,,,,287,47,47,0,0,0,0,0,78,162,0,0,0,,457,2007-03-31
,,,,,,,,,,,,,2173,0,36,0,0,0,0,0,888,1168,81,0,0,,505,2007-03-31
,,,,,,,,,,,,,14853,0,5043,3942,3192,0,0,0,934,4934,0,0,0,,1146,2007-03-31
,,,,,,,,,,,,,1567,0,750,0,0,0,0,0,578,239,0,750,0,,1155,2007-03-31
,,,,,,,,,,,,,626,0,0,0,0,0,0,0,575,51,0,0,0,,1351,2007-03-31
,,,,,,,,,,,,,751,0,226,0,88,0,0,0,429,96,0,138,0,,1454,2007-03-31
,,,,,,,,,,,,,326,0,54,179,0,48,0,0,93,0,0,0,0,,1557,2007-03-31
,,,,,,,,,,,,,6584,0,1375,0,0,670,0,0,3468,1741,0,472,0,,1632,2007-03-31
,,,,,,,,,,,,,1034,0,0,0,0,0,0,0,671,363,0,0,0,,1669,2007-03-31
,,,,,,,,,,,,,2125,0,275,0,69,0,0,0,1378,472,0,0,0,,1829,2007-03-31
,,,,,,,,,,,,,190,0,0,0,0,0,0,0,190,0,0,0,0,,1856,2007-03-31
,,,,,,,,,,,,,1206,0,19,0,0,0,0,0,831,356,0,0,0,,2040,2007-03-31
,,,,,,,,,,,,,968,0,453,0,0,0,0,0,218,297,0,453,0,,2161,2007-03-31
,,,,,,,,,,,,,14758,0,6288,0,70,1960,318,0,94,8376,0,3399,0,,2376,2007-03-31
,,,,,,,,,,,,,514,0,3,0,0,0,0,0,117,394,0,0,0,,2451,2007-03-31
