RCFD2930,RCFD2932,RCFD2938,RCFD3049,RCFD3066,RCFD3552,RCFD3553,RCFD3554,RCFD3646,RCFDB557,RCFDC011,RCFDC012,RCFDLB56,RCON2930,RCON2932,RCON2938,RCON3049,RCON3066,RCON3552,RCON3553,RCON3554,RCON3645,RCON3646,RCONB557,RCONC011,RCONC012,RCONLB56,IDRSSD,RCON9999
,,,,,,,,,,,,,53,0,13,0,0,0,0,0,30,10,0,0,0,,37,2017-12-31
,,,,,,,,,,,,,21,0,0,0,0,0,0,0,21,0,0,0,0,,242,2017-12-31
,,,,,,,,,,,,,948,0,658,0,50,34,353,0,103,187,0,163,0,,279,2017-12-31
,,,,,,,,,,,,,14,0,13,0,13,0,0,0,1,0,0,0,0,,354,2017-12-31
,,,,,,,,,,,,,66,,0,0,,,,,18,48,0,,,,457,2017-12-31
,,,,,,,,,,,,,4931,0,1692,756,0,1295,322,0,33,2357,93,0,0,,505,2017-12-31
,,,,,,,,,,,,,2040,,1546,0,,,,,130,364,0,1482,,,1155,2017-12-31
,,,,,,,,,,,,,316,0,43,0,0,0,0,0,162,111,0,0,0,,1351,2017-12-31
,,,,,,,,,,,,,2614,,2070,0,,598,,,45,499,0,1248,,,1454,2017-12-31
,,,,,,,,,,,,,34,,12,0,,,,,22,0,0,,,,1557,2017-12-31
,,,,,,,,,,,,,204,0,113,0,0,,,,67,24,0,110,,,1669,2017-12-31
,,,,,,,,,,,,,174,,98,0,,57,,,59,17,0,,,,1856,2017-12-31
,,,,,,,,,,,,,881,0,402,0,80,0,0,0,114,365,0,189,0,,2040,2017-12-31
,,,,,,,,,,,,,1381,0,1227,0,0,0,0,0,58,96,0,1227,0,,2161,2017-12-31
,,,,,,,,,,,,,61566,0,29677,0,1,0,0,0,933,30956,0,22089,0,,2376,2017-12-31
,,,,,,,,,,,,,17,,0,0,,,,,17,0,0,,,,2554,2017-12-31
,,,,,,,,,,,,,1192,,494,0,,360,,,322,376,0,,,,2732,2017-12-31
,,,,,,,,,,,,,319,103,125,0,,,,,18,166,10,,,,2750,2017-12-31
,,,,,,,,,,,,,290,0,2,0,0,0,0,0,105,183,0,0,0,,3252,2017-12-31
,,,,,,,,,,,,,195,,51,28,,,,,53,63,0,,,,3458,2017-12-31
,,,,,,,,,,,,,2635,,0,0,,,,,29,2606,0,,,,3720,2017-12-31
,,,,,,,,,,,,,11530,,4157,0,1535,,,,347,7011,15,2341,,,3971,2017-12-31
,,,,,,,,,,,,,492,,361,0,,120,,,101,30,0,,,,4156,2017-12-31
,,,,,,,,,,,,,202,0,0,0,0,0,0,0,105,97,0,0,0,,4231,2017-12-31
,,,,,,,,,,,,,1451,,49,0,,,,,200,1202,0,,49,,4839,2017-12-31
,,,,,,,,,,,,,6531,,2115,0,1110,1005,,,600,3482,334,,,,5069,2017-12-31
,,,,,,,,,,,,,2224,0,1989,0,0,299,508,0,180,55,0,959,0,,5135,2017-12-31
,,,,,,,,,,,,,9979,0,7206,0,0,2170,0,0,1004,1688,81,2803,0,,5210,2017-12-31
,,,,,,,,,,,,,4748,,3939,0,584,,,,10,624,175,3340,,,5461,2017-12-31
,,,,,,,,,,,,,1421,,1355,0,,614,,,51,15,0,708,,,5751,2017-12-31
,,,,,,,,,,,,,1422,0,9,0,0,0,0,0,199,1214,0,0,0,,6039,2017-12-31
,,,,,,,,,,,,,29,0,0,0,0,0,0,0,17,12,0,0,0,,6141,2017-12-31
,,,,,,,,,,,,,2903,,2318,0,178,,,,226,359,0,2082,,,6329,2017-12-31
,,,,,,,,,,,,,8544,0,602,110,0,0,0,0,236,7596,0,0,0,,7009,2017-12-31
,,,,,,,,,,,,,596,0,0,0,0,0,0,0,48,548,0,0,0,,7045,2017-12-31
,,,,,,,,,,,,,3712,,2695,0,,,,,11,1006,0,2455,,,7072,2017-12-31
,,,,,,,,,,,,,108,0,17,0,0,0,0,0,22,69,0,0,0,,7456,2017-12-31
,,,,,,,,,,,,,78,,25,0,,,,,39,14,0,,,,7634,2017-12-31
,,,,,,,,,,,,,2642,,2199,0,7,15,,,381,62,0,2177,,,8033,2017-12-31
,,,,,,,,,,,,,106,0,0,0,0,0,0,0,101,0,5,0,0,,8462,2017-12-31
,,,,,,,,,,,,,645,,578,0,,,,,12,55,0,539,,,8631,2017-12-31
,,,,,,,,,,,,,2549,0,1803,0,0,0,0,0,4,742,0,1710,0,,9357,2017-12-31
,,,,,,,,,,,,,1111,0,18,0,0,0,0,0,59,1034,0,0,0,,9553,2017-12-31
,,,,,,,,,,,,,6744,,810,0,,,,,1731,2848,1355,,585,,9807,2017-12-31
,,,,,,,,,,,,,135,,0,0,,,,,26,109,0,,,,9955,2017-12-31
,,,,,,,,,,,,,914,,230,0,,,,,109,575,0,78,,,10250,2017-12-31
,,,,,,,,,,,,,470,0,18,0,17,0,0,0,89,363,0,0,0,,10849,2017-12-31
,,,,,,,,,,,,,2096,0,486,0,0,486,0,0,44,1566,0,0,0,,11145,2017-12-31
,,,,,,,,,,,,,1928,0,1184,0,0,0,0,0,363,381,0,1180,0,,11640,2017-12-31
,,,,,,,,,,,,,51,,0,0,,,,,10,41,0,,,,11837,2017-12-31
,,,,,,,,,,,,,2815,0,2554,0,1294,0,0,0,111,150,0,1165,0,,12030,2017-12-31
,,,,,,,,,,,,,3319,,3240,0,,297,,,79,0,0,2915,,,12142,2017-12-31
,,,,,,,,,,,,,544,,487,0,,,,,1,56,0,385,,,12179,2017-12-31
1501299,0,910163,123668,386078,0,0,0,370246,87174,0,0,,,,,,,,,,10048,,,,,,12311,2017-12-31
,,,,,,,,,,,,,162,0,0,0,0,0,0,0,37,125,0,0,0,,12647,2017-12-31
,,,,,,,,,,,,,14,0,0,0,0,0,0,0,10,4,0,0,0,,12656,2017-12-31
,,,,,,,,,,,,,2215,,142,1696,56,,,,108,269,0,,,,12937,2017-12-31
,,,,,,,,,,,,,12720,,10122,0,,,,340,655,1943,0,7936,,,12946,2017-12-31
,,,,,,,,,,,,,41573,,33060,0,,29546,,,351,8151,11,,,,13103,2017-12-31
,,,,,,,,,,,,,161,,153,0,,44,92,4,8,0,0,,,,13251,2017-12-31
,,,,,,,,,,,,,158,,134,0,,,,,3,21,0,,,,13457,2017-12-31
,,,,,,,,,,,,,112,0,46,0,0,0,0,0,10,56,0,0,0,,14052,2017-12-31
,,,,,,,,,,,,,851,0,346,0,0,0,0,0,66,439,0,322,0,,14155,2017-12-31
,,,,,,,,,,,,,347,,274,0,,,,,2,71,0,274,,,14650,2017-12-31
,,,,,,,,,,,,,89,,0,52,,,,,35,2,0,,,,14753,2017-12-31
,,,,,,,,,,,,,3252,,2162,0,,,,,56,1009,25,1282,,,14865,2017-12-31
,,,,,,,,,,,,,108,0,26,0,1,0,0,0,34,48,0,25,0,,14977,2017-12-31
,,,,,,,,,,,,,272,,5,0,,5,,,139,128,0,,,,16551,2017-12-31
,,,,,,,,,,,,,632,0,450,0,0,0,0,0,27,140,15,427,0,,16748,2017-12-31
,,,,,,,,,,,,,7938,0,875,0,253,433,0,0,133,6873,57,0,0,,17110,2017-12-31
,,,,,,,,,,,,,49536,0,8602,0,0,0,0,0,2951,37983,0,0,7615,,17147,2017-12-31
,,,,,,,,,,,,,1599,,1347,0,,,,,27,225,0,1347,,,17259,2017-12-31
,,,,,,,,,,,,,1880,,1288,0,419,,,,126,330,136,869,,,17950,2017-12-31
,,,,,,,,,,,,,265,,167,0,11,64,1,91,2,96,0,,,,17978,2017-12-31
,,,,,,,,,,,,,6339,3044,5013,0,0,0,0,0,157,1169,0,0,0,,18050,2017-12-31
,,,,,,,,,,,,,599,0,4,0,0,0,0,0,63,532,0,0,0,,18135,2017-12-31
,,,,,,,,,,,,,9927,0,3996,0,0,2533,0,0,195,5736,0,0,1453,,18827,2017-12-31
,,,,,,,,,,,,,2207,0,1188,0,0,0,0,0,45,974,0,874,0,,18836,2017-12-31
,,,,,,,,,,,,,2891,,2190,0,107,852,,,404,297,0,771,,,18854,2017-12-31
,,,,,,,,,,,,,81,0,1,0,0,0,0,0,13,67,0,0,0,,19356,2017-12-31
,,,,,,,,,,,,,905,,827,0,,,,,63,15,0,729,,,19936,2017-12-31
,,,,,,,,,,,,,1097,0,1096,0,0,1068,0,0,1,0,0,0,0,,19972,2017-12-31
,,,,,,,,,,,,,934,250,250,0,,,,,78,606,0,,,,20053,2017-12-31
,,,,,,,,,,,,,3382,,0,0,,,,,113,3269,0,,,,20633,2017-12-31
,,,,,,,,,,,,,54,,0,0,,,,,42,12,0,,,,20857,2017-12-31
,,,,,,,,,,,,,1,,0,0,,,,,1,0,0,,,,21256,2017-12-31
,,,,,,,,,,,,,87,0,60,0,0,0,0,0,7,20,0,0,0,,21359,2017-12-31
,,,,,,,,,,,,,282,0,229,0,0,0,0,0,29,24,0,0,0,,21630,2017-12-31
,,,,,,,,,,,,,1536,,1186,0,,,,,89,261,0,1186,,,21658,2017-12-31
,,,,,,,,,,,,,1335,,974,0,,,,,116,245,0,936,20,,22048,2017-12-31
,,,,,,,,,,,,,348,,164,82,,,,,10,92,0,,,,22543,2017-12-31
,,,,,,,,,,,,,648,0,491,0,0,491,0,0,57,100,0,0,0,,22552,2017-12-31
,,,,,,,,,,,,,1030,357,605,0,0,0,0,0,11,397,17,0,0,,22730,2017-12-31
,,,,,,,,,,,,,450,0,240,0,0,130,0,0,47,163,0,0,0,,22936,2017-12-31
,,,,,,,,,,,,,163,,0,0,,,,,152,11,0,,,,23456,2017-12-31
,,,,,,,,,,,,,33333,0,14141,0,0,0,0,0,149,18767,276,5799,0,,23504,2017-12-31
,,,,,,,,,,,,,240,0,132,0,0,0,0,0,75,33,0,0,0,,23643,2017-12-31
,,,,,,,,,,,,,1014,,416,0,,,,,30,568,0,,,,23755,2017-12-31
,,,,,,,,,,,,,6262,,939,0,,530,168,,42,5281,0,,,,24006,2017-12-31
,,,,,,,,,,,,,126,0,0,0,0,0,0,0,1,125,0,0,0,,24378,2017-12-31
,,,,,,,,,,,,,1072,0,17,0,0,0,0,0,39,1016,0,0,0,,24453,2017-12-31
,,,,,,,,,,,,,154,,144,0,,144,,,10,0,0,,,,24659,2017-12-31
,,,,,,,,,,,,,2345,,984,0,,,,,1121,240,0,,,,24668,2017-12-31
,,,,,,,,,,,,,3415,0,2751,0,0,0,0,0,147,517,0,2751,0,,24949,2017-12-31
,,,,,,,,,,,,,535,0,0,0,0,0,0,0,205,330,0,0,0,,25357,2017-12-31
,,,,,,,,,,,,,977,,71,0,,,,,132,774,0,,,,25647,2017-12-31
,,,,,,,,,,,,,2078,,226,0,,192,,,179,1631,42,,,,26176,2017-12-31
,,,,,,,,,,,,,1623,,0,0,,,,,104,1474,45,,,,26242,2017-12-31
,,,,,,,,,,,,,41,,0,0,,,,,7,34,0,,,,26457,2017-12-31
,,,,,,,,,,,,,2016,0,264,0,0,106,119,0,80,1038,634,0,0,,26765,2017-12-31
,,,,,,,,,,,,,1314,,353,0,267,,,,316,645,0,,,,27070,2017-12-31
,,,,,,,,,,,,,3789,,1145,0,,,,,194,2450,0,1134,,,27548,2017-12-31
,,,,,,,,,,,,,3026,,2009,0,,462,,,82,935,0,717,,,27614,2017-12-31
,,,,,,,,,,,,,2301,,1252,0,,3,,,263,786,0,1249,,,27847,2017-12-31
,,,,,,,,,,,,,27749,,20240,0,,,,,636,6431,442,16593,,,28013,2017-12-31
,,,,,,,,,,,,,731,,719,0,,,,,11,1,0,693,,,28152,2017-12-31
,,,,,,,,,,,,,2796,0,1333,0,0,0,0,0,211,1234,18,1315,0,,28255,2017-12-31
,,,,,,,,,,,,,33416,0,27245,0,0,0,0,0,612,5559,0,0,0,,28406,2017-12-31
,,,,,,,,,,,,,621,,1,532,,,,,25,63,0,,,,28675,2017-12-31
,,,,,,,,,,,,,1403,,1276,0,,691,,,35,92,0,,,,28732,2017-12-31
,,,,,,,,,,,,,566,,217,0,145,,,,67,282,0,,,,29476,2017-12-31
,,,,,,,,,,,,,9937,,8626,0,,,,,198,1113,0,8621,,,29636,2017-12-31
,,,,,,,,,,,,,24864,,24628,0,,63,5187,,48,188,0,19378,,,29878,2017-12-31
,,,,,,,,,,,,,178,0,102,31,0,0,0,0,9,36,0,0,0,,30052,2017-12-31
,,,,,,,,,,,,,3950,0,1282,0,0,630,461,0,68,2446,154,0,0,,30502,2017-12-31
,,,,,,,,,,,,,252,,46,0,,,,,70,136,0,,,,30650,2017-12-31
,,,,,,,,,,,,,3532601,,1274376,0,,1197932,,,96830,2161395,0,,,,30810,2017-12-31
,,,,,,,,,,,,,1449,,1312,0,14,699,504,,85,52,0,,,,31134,2017-12-31
,,,,,,,,,,,,,6787,0,1548,0,0,980,521,0,232,5007,0,0,0,,31255,2017-12-31
,,,,,,,,,,,,,229,,177,0,,,,,35,17,0,,,,31657,2017-12-31
,,,,,,,,,,,,,2649,,2318,0,,,,,83,248,0,1560,,,31826,2017-12-31
,,,,,,,,,,,,,5274,335,1012,0,0,677,0,0,61,4201,0,0,0,,31835,2017-12-31
,,,,,,,,,,,,,318,0,29,0,0,0,0,0,78,211,0,0,0,,32234,2017-12-31
,,,,,,,,,,,,,201,0,0,0,0,0,0,0,2,199,0,0,0,,32766,2017-12-31
