RCFD2930,RCFD2932,RCFD2938,RCFD3049,RCFD3066,RCFD3552,RCFD3553,RCFD3554,RCFD3646,RCFDB557,RCFDC011,RCFDC012,RCFDLB56,RCON2930,RCON2932,RCON2938,RCON3049,RCON3066,RCON3552,RCON3553,RCON3554,RCON3645,RCON3646,RCONB557,RCONC011,RCONC012,RCONLB56,IDRSSD,RCON9999
,,,,,,,,,,,,,456,80,118,182,0,0,0,0,109,47,0,0,0,,37,2012-06-30
,,,,,,,,,,,,,25,0,0,0,0,0,0,0,25,0,0,0,0,,242,2012-06-30
,,,,,,,,,,,,,644,0,357,0,50,188,3,0,68,219,0,101,0,,279,2012-06-30
,,,,,,,,,,,,,4,0,0,0,0,0,0,0,4,0,0,0,0,,354,2012-06-30
,,,,,,,,,,,,,44,0,0,0,0,0,0,0,21,23,0,0,0,,457,2012-06-30
,,,,,,,,,,,,,2962,0,974,486,0,804,0,0,84,1325,93,0,0,,505,2012-06-30
,,,,,,,,,,,,,1709,0,1360,0,0,0,0,0,158,191,0,1304,0,,1155,2012-06-30
,,,,,,,,,,,,,539,0,40,0,0,40,0,0,320,179,0,0,0,,1351,2012-06-30
,,,,,,,,,,,,,1275,0,1019,0,0,0,0,0,86,170,0,841,0,,1454,2012-06-30
,,,,,,,,,,,,,492,0,13,438,0,0,0,0,41,0,0,0,0,,1557,2012-06-30
,,,,,,,,,,,,,459,0,110,0,0,0,0,0,157,192,0,97,0,,1669,2012-06-30
,,,,,,,,,,,,,1426,0,63,0,0,0,0,0,904,459,0,0,0,,1829,2012-06-30
,,,,,,,,,,,,,187,0,0,0,0,0,0,0,71,116,0,0,0,,1856,2012-06-30
,,,,,,,,,,,,,823,0,214,0,0,50,0,0,371,238,0,0,0,,2040,2012-06-30
,,,,,,,,,,,,,1785,0,989,0,0,0,0,0,52,744,0,989,0,,2161,2012-06-30
,,,,,,,,,,,,,33518,0,9705,0,24,0,0,0,411,23402,0,8957,0,,2376,2012-06-30
,,,,,,,,,,,,,25,0,0,0,0,0,0,0,25,0,0,0,0,,2554,2012-06-30
,,,,,,,,,,,,,2302,265,754,0,0,287,120,0,361,1187,0,0,0,,2732,2012-06-30
,,,,,,,,,,,,,147,0,0,0,0,0,0,0,40,97,10,0,0,,2750,2012-06-30
,,,,,,,,,,,,,8553,0,6815,0,1146,0,0,0,10,1728,0,5492,0,,3177,2012-06-30
,,,,,,,,,,,,,256,0,2,0,0,0,0,0,135,119,0,0,0,,3252,2012-06-30
,,,,,,,,,,,,,216,0,12,0,0,12,0,0,15,189,0,0,0,,3458,2012-06-30
,,,,,,,,,,,,,1386,0,0,0,0,0,0,0,50,1336,0,0,0,,3720,2012-06-30
,,,,,,,,,,,,,20849,0,15185,0,6225,6104,0,0,355,5249,60,0,0,,3971,2012-06-30
,,,,,,,,,,,,,688,0,335,86,227,0,0,0,123,144,0,76,0,,4156,2012-06-30
,,,,,,,,,,,,,421,0,0,0,0,0,0,0,329,92,0,0,0,,4231,2012-06-30
,,,,,,,,,,,,,986,0,631,0,0,411,0,0,76,279,0,0,0,,4437,2012-06-30
,,,,,,,,,,,,,954,0,0,0,0,0,0,0,219,735,0,0,0,,4839,2012-06-30
,,,,,,,,,,,,,9825,0,282,0,0,0,0,0,1,9542,0,271,0,,5005,2012-06-30
,,,,,,,,,,,,,5100,0,786,0,715,0,0,0,887,3227,200,0,0,,5069,2012-06-30
,,,,,,,,,,,,,1228,0,379,0,0,18,0,0,223,626,0,361,0,,5135,2012-06-30
,,,,,,,,,,,,,5722,0,4293,0,0,1278,0,0,888,468,73,1445,0,,5210,2012-06-30
,,,,,,,,,,,,,3533,0,132,0,0,132,0,0,68,3333,0,0,0,,5331,2012-06-30
,,,,,,,,,,,,,3008,0,1814,0,0,0,0,0,10,921,263,1708,0,,5461,2012-06-30
,,,,,,,,,,,,,730,0,530,69,0,425,0,0,26,105,0,103,0,,5751,2012-06-30
,,,,,,,,,,,,,210,0,0,0,0,0,0,0,96,114,0,0,0,,6039,2012-06-30
,,,,,,,,,,,,,135,0,0,27,0,0,0,0,66,42,0,0,0,,6141,2012-06-30
,,,,,,,,,,,,,1962,0,1329,0,149,0,0,0,247,386,0,1180,0,,6329,2012-06-30
,,,,,,,,,,,,,7908,0,378,0,0,378,0,0,4,7526,0,0,0,,7009,2012-06-30
,,,,,,,,,,,,,969,0,0,550,0,0,0,0,78,341,0,0,0,,7045,2012-06-30
,,,,,,,,,,,,,3117,0,2216,0,0,0,0,0,3,898,0,1780,0,,7072,2012-06-30
,,,,,,,,,,,,,360,0,34,25,0,34,0,0,59,242,0,0,0,,7157,2012-06-30
,,,,,,,,,,,,,85,0,0,0,0,0,0,0,30,55,0,0,0,,7456,2012-06-30
,,,,,,,,,,,,,83,0,8,0,0,0,0,0,61,14,0,0,0,,7634,2012-06-30
,,,,,,,,,,,,,1851,0,1408,35,73,120,25,0,346,62,0,1190,0,,8033,2012-06-30
,,,,,,,,,,,,,169,0,0,0,0,0,0,0,115,54,0,0,0,,8462,2012-06-30
,,,,,,,,,,,,,413,0,321,0,0,0,0,0,33,59,0,285,0,,8631,2012-06-30
,,,,,,,,,,,,,1787,0,1238,0,0,0,0,0,2,547,0,882,0,,9357,2012-06-30
,,,,,,,,,,,,,1246,0,432,187,0,432,0,0,37,590,0,0,0,,9553,2012-06-30
,,,,,,,,,,,,,13721,0,9477,0,0,1303,1257,0,698,2546,1000,0,6619,,9807,2012-06-30
,,,,,,,,,,,,,226,0,0,15,0,0,0,0,27,184,0,0,0,,9955,2012-06-30
,,,,,,,,,,,,,967,0,583,0,0,0,0,0,338,46,0,173,0,,10250,2012-06-30
,,,,,,,,,,,,,961,0,789,0,19,0,0,0,57,115,0,0,648,,10849,2012-06-30
