RCFD2930,RCFD2932,RCFD2938,RCFD3049,RCFD3066,RCFD3552,RCFD3553,RCFD3554,RCFD3646,RCFDB557,RCFDC011,RCFDC012,RCFDLB56,RCON2930,RCON2932,RCON2938,RCON3049,RCON3066,RCON3552,RCON3553,RCON3554,RCON3645,RCON3646,RCONB557,RCONC011,RCONC012,RCONLB56,IDRSSD,RCON9999
,,,,,,,,,,,,,284,0,72,0,0,0,0,0,183,29,0,0,0,,37,2009-12-31
,,,,,,,,,,,,,40,0,0,0,0,0,0,0,40,0,0,0,0,,242,2009-12-31
,,,,,,,,,,,,,336,0,184,0,0,0,0,0,127,25,0,81,0,,279,2009-12-31
,,,,,,,,,,,,,39,5,5,0,0,0,0,0,17,17,0,0,0,,354,2009-12-31
,,,,,,,,,,,,,155,0,0,0,0,0,0,0,55,100,0,0,0,,457,2009-12-31
,,,,,,,,,,,,,2977,0,1103,0,0,837,0,0,348,1445,81,0,0,,505,2009-12-31
,,,,,,,,,,,,,1900,0,1156,0,0,0,0,0,437,307,0,1119,0,,1155,2009-12-31
,,,,,,,,,,,,,565,0,0,0,0,0,0,0,489,76,0,0,0,,1351,2009-12-31
,,,,,,,,,,,,,1182,0,629,0,115,0,0,0,178,375,0,514,0,,1454,2009-12-31
,,,,,,,,,,,,,560,0,53,433,0,48,0,0,74,0,0,0,0,,1557,2009-12-31
,,,,,,,,,,,,,4361,0,337,0,0,0,0,0,3122,866,36,201,0,,1632,2009-12-31
,,,,,,,,,,,,,849,0,84,0,0,0,0,0,385,380,0,84,0,,1669,2009-12-31
,,,,,,,,,,,,,3872,0,2386,0,287,0,0,0,1080,406,0,0,0,,1829,2009-12-31
,,,,,,,,,,,,,298,0,13,0,0,0,0,0,285,0,0,0,0,,1856,2009-12-31
,,,,,,,,,,,,,971,0,142,0,0,80,26,0,560,269,0,0,0,,2040,2009-12-31
,,,,,,,,,,,,,1620,0,880,320,0,0,0,0,98,322,0,880,0,,2161,2009-12-31
,,,,,,,,,,,,,25297,0,6080,0,175,0,0,0,221,18996,0,5338,0,,2376,2009-12-31
,,,,,,,,,,,,,56,0,7,0,0,0,0,0,48,1,0,0,0,,2451,2009-12-31
,,,,,,,,,,,,,30,0,0,0,0,0,0,0,30,0,0,0,0,,2554,2009-12-31
,,,,,,,,,,,,,2533,232,545,0,0,245,0,0,1068,920,0,40,0,,2732,2009-12-31
,,,,,,,,,,,,,360,0,139,0,0,0,0,0,83,138,0,139,0,,2750,2009-12-31
,,,,,,,,,,,,,3649,0,103,0,0,40,0,0,1869,1644,33,0,0,,2938,2009-12-31
,,,,,,,,,,,,,382,0,0,0,0,0,0,0,241,141,0,0,0,,3252,2009-12-31
,,,,,,,,,,,,,179,0,8,102,0,0,0,0,30,39,0,0,0,,3458,2009-12-31
,,,,,,,,,,,,,1539,0,0,0,0,0,0,0,204,1335,0,0,0,,3720,2009-12-31
,,,,,,,,,,,,,997,0,851,0,0,0,0,0,52,94,0,851,0,,3953,2009-12-31
