RCFD2930,RCFD2932,RCFD2938,RCFD3049,RCFD3066,RCFD3552,RCFD3553,RCFD3554,RCFD3646,RCFDB557,RCFDC011,RCFDC012,RCFDLB56,RCON2930,RCON2932,RCON2938,RCON3049,RCON3066,RCON3552,RCON3553,RCON3554,RCON3645,RCON3646,RCONB557,RCONC011,RCONC012,RCONLB56,IDRSSD,RCON9999
,,,,,,,,,,,,,308,0,69,0,0,0,0,0,220,19,0,59,0,,37,2004-03-31
,,,,,,,,,,,,,45,0,0,0,0,,,,45,0,0,0,0,,242,2004-03-31
,,,,,,,,,,,,,494,0,85,183,0,0,0,0,49,177,0,43,0,,279,2004-03-31
,,,,,,,,,,,,,37,0,0,0,0,0,0,0,18,19,0,0,0,,354,2004-03-31
,,,,,,,,,,,,,999,0,162,0,0,0,0,0,413,424,0,145,0,,439,2004-03-31
,,,,,,,,,,,,,231,0,0,0,0,0,0,0,46,185,0,0,0,,457,2004-03-31
,,,,,,,,,,,,,1702,234,279,338,0,0,0,0,418,586,81,0,0,,505,2004-03-31
,,,,,,,,,,,,,5534,0,3184,581,0,0,0,0,177,1592,0,1768,0,,1146,2004-03-31
,,,,,,,,,,,,,448,0,0,0,0,0,0,0,221,227,0,0,0,,1155,2004-03-31
,,,,,,,,,,,,,373,0,0,2,0,0,0,0,282,91,0,0,0,,1351,2004-03-31
,,,,,,,,,,,,,327,0,116,0,116,0,0,0,129,82,0,0,0,,1454,2004-03-31
,,,,,,,,,,,,,372,0,60,260,0,0,55,0,52,0,0,0,0,,1557,2004-03-31
,,,,,,,,,,,,,2414,0,1854,34,0,0,0,0,525,1,0,789,0,,1632,2004-03-31
,,,,,,,,,,,,,915,0,0,85,0,0,0,0,314,516,0,0,0,,1669,2004-03-31
,,,,,,,,,,,,,2484,0,55,1497,0,0,0,0,544,388,0,0,0,,1829,2004-03-31
,,,,,,,,,,,,,124,0,0,81,0,0,0,0,43,0,0,0,0,,1856,2004-03-31
,,,,,,,,,,,,,468,0,0,31,0,0,0,0,211,226,0,0,0,,2040,2004-03-31
,,,,,,,,,,,,,440,0,0,34,0,0,0,0,122,284,0,0,0,,2161,2004-03-31
,,,,,,,,,,,,,9578,0,1487,0,156,0,0,0,33,8058,0,970,0,,2376,2004-03-31
,,,,,,,,,,,,,59,0,5,10,0,,,,44,0,0,0,0,,2451,2004-03-31
,,,,,,,,,,,,,20,0,0,0,0,0,0,0,20,0,0,0,0,,2554,2004-03-31
,,,,,,,,,,,,,1929,0,12,116,0,0,0,0,529,1272,0,0,0,,2732,2004-03-31
,,,,,,,,,,,,,619,0,439,51,0,0,0,0,66,63,0,439,0,,2750,2004-03-31
,,,,,,,,,,,,,1919,0,0,0,0,0,0,0,520,1399,0,0,0,,2938,2004-03-31
,,,,,,,,,,,,,256,0,0,0,0,0,0,0,166,90,0,0,0,,2956,2004-03-31
,,,,,,,,,,,,,181,0,0,0,0,0,0,0,172,9,0,0,0,,3252,2004-03-31
,,,,,,,,,,,,,95,0,0,48,0,0,0,0,26,21,0,0,0,,3458,2004-03-31
,,,,,,,,,,,,,15942,0,7873,1870,0,3337,0,0,803,5256,140,0,0,,3506,2004-03-31
,,,,,,,,,,,,,3057,0,134,1645,0,0,0,0,306,972,0,122,0,,3579,2004-03-31
,,,,,,,,,,,,,1138,0,0,0,0,0,0,0,111,1027,0,0,0,,3720,2004-03-31
,,,,,,,,,,,,,428,0,334,0,0,0,0,0,44,50,0,334,0,,3953,2004-03-31
,,,,,,,,,,,,,854,0,120,308,0,0,0,0,134,292,0,0,0,,4138,2004-03-31
,,,,,,,,,,,,,1355,0,425,486,0,0,0,0,91,353,0,327,0,,4147,2004-03-31
,,,,,,,,,,,,,737,315,454,32,139,0,0,0,220,31,0,0,0,,4156,2004-03-31
,,,,,,,,,,,,,497,0,9,39,0,0,0,0,299,150,0,0,0,,4231,2004-03-31
,,,,,,,,,,,,,1310,131,755,0,0,467,0,0,36,519,0,0,0,,4437,2004-03-31
,,,,,,,,,,,,,39,0,0,13,0,0,0,0,12,14,0,0,0,,4745,2004-03-31
,,,,,,,,,,,,,1158,343,344,0,0,0,0,0,362,452,0,0,0,,4839,2004-03-31
,,,,,,,,,,,,,4191,0,797,2400,358,323,0,0,3,991,0,0,0,,5005,2004-03-31
,,,,,,,,,,,,,232,0,0,42,0,0,0,0,76,114,0,0,0,,5050,2004-03-31
,,,,,,,,,,,,,4008,0,1571,38,1321,0,0,0,969,1230,200,0,0,,5069,2004-03-31
,,,,,,,,,,,,,782,0,79,0,0,1,78,0,186,517,0,0,0,,5135,2004-03-31
,,,,,,,,,,,,,5494,0,2033,0,0,0,0,0,1946,1515,0,2012,0,,5210,2004-03-31
,,,,,,,,,,,,,2071,0,369,0,369,0,0,0,643,1059,0,0,0,,5247,2004-03-31
,,,,,,,,,,,,,1380,0,397,0,0,0,0,0,137,846,0,383,0,,5274,2004-03-31
,,,,,,,,,,,,,4379,0,126,1407,0,126,0,0,117,2618,111,0,0,,5331,2004-03-31
,,,,,,,,,,,,,1032,85,458,0,284,0,0,0,32,522,20,0,0,,5461,2004-03-31
,,,,,,,,,,,,,179,0,4,50,0,0,0,0,68,57,0,0,0,,5751,2004-03-31
,,,,,,,,,,,,,8903,0,4025,0,0,1131,2346,0,2028,2850,0,0,0,,5939,2004-03-31
,,,,,,,,,,,,,480,0,0,0,0,0,0,0,227,253,0,0,0,,6039,2004-03-31
,,,,,,,,,,,,,46,0,1,0,0,0,0,0,45,0,0,0,0,,6057,2004-03-31
,,,,,,,,,,,,,69,0,0,10,0,0,0,0,45,14,0,0,0,,6141,2004-03-31
,,,,,,,,,,,,,1225,0,0,98,0,0,0,0,228,899,0,0,0,,6329,2004-03-31
,,,,,,,,,,,,,2771,0,2087,0,0,0,0,0,337,347,0,2079,0,,6972,2004-03-31
,,,,,,,,,,,,,4555,0,79,348,0,0,0,0,172,3956,0,0,79,,7009,2004-03-31
,,,,,,,,,,,,,431,0,0,60,0,0,0,0,120,251,0,0,0,,7045,2004-03-31
,,,,,,,,,,,,,192,0,0,34,0,0,0,0,80,78,0,0,0,,7157,2004-03-31
,,,,,,,,,,,,,4388,0,1470,0,0,1470,0,0,433,2485,0,0,0,,7166,2004-03-31
,,,,,,,,,,,,,103,0,0,0,0,0,0,0,84,19,0,0,0,,7456,2004-03-31
,,,,,,,,,,,,,119,0,0,0,0,0,0,0,65,54,0,0,0,,7634,2004-03-31
,,,,,,,,,,,,,592,0,263,0,21,0,0,0,110,219,0,242,0,,8033,2004-03-31
,,,,,,,,,,,,,91886,0,19060,0,0,17732,0,0,0,72826,0,0,0,,8417,2004-03-31
,,,,,,,,,,,,,134,0,0,0,0,0,0,0,109,25,0,0,0,,8462,2004-03-31
,,,,,,,,,,,,,2676,0,84,0,0,,,,368,2224,0,84,0,,8547,2004-03-31
,,,,,,,,,,,,,96,0,0,0,0,0,0,0,25,71,0,0,0,,8631,2004-03-31
,,,,,,,,,,,,,24066,0,647,6768,0,0,0,0,697,15954,0,0,0,,9115,2004-03-31
,,,,,,,,,,,,,289,0,35,0,0,35,0,0,5,249,0,0,0,,9357,2004-03-31
,,,,,,,,,,,,,558,0,0,355,0,0,0,0,75,128,0,0,0,,9553,2004-03-31
,,,,,,,,,,,,,16310,1000,1176,0,0,0,0,0,2177,12957,0,0,10,,9807,2004-03-31
,,,,,,,,,,,,,497,0,0,216,0,,,,100,181,0,0,0,,9955,2004-03-31
,,,,,,,,,,,,,352,0,14,129,0,9,5,0,193,16,0,0,0,,10157,2004-03-31
,,,,,,,,,,,,,1173,323,441,0,0,0,0,0,481,251,0,118,0,,10250,2004-03-31
,,,,,,,,,,,,,520,0,149,0,0,0,0,0,148,223,0,0,0,,10849,2004-03-31
,,,,,,,,,,,,,2727,0,1037,0,0,621,273,0,772,918,0,0,0,,10858,2004-03-31
,,,,,,,,,,,,,370,0,0,0,0,0,0,0,76,294,0,0,0,,11145,2004-03-31
,,,,,,,,,,,,,1844,0,740,0,0,0,0,0,492,612,0,740,0,,11640,2004-03-31
,,,,,,,,,,,,,790,0,510,100,0,506,,,79,101,0,0,0,,11837,2004-03-31
,,,,,,,,,,,,,2302,0,1401,0,673,0,0,0,732,169,0,728,0,,12030,2004-03-31
,,,,,,,,,,,,,713,0,0,204,0,0,0,0,343,166,0,0,0,,12058,2004-03-31
,,,,,,,,,,,,,749,0,52,378,0,36,0,0,180,139,0,0,0,,12142,2004-03-31
,,,,,,,,,,,,,842,0,0,456,0,0,0,0,179,207,0,0,0,,12245,2004-03-31
1281991,1167,470798,672124,35393,0,0,0,70991,32090,0,91009,,,,,,,,,,35988,,,,,,12311,2004-03-31
,,,,,,,,,,,,,184,0,0,52,0,0,0,0,100,32,0,0,0,,12357,2004-03-31
,,,,,,,,,,,,,348,0,0,0,0,0,0,0,141,207,0,0,0,,12647,2004-03-31
,,,,,,,,,,,,,30,0,4,13,4,,,,13,0,0,0,0,,12656,2004-03-31
,,,,,,,,,,,,,477,0,129,0,40,60,0,0,157,191,0,0,0,,12937,2004-03-31
,,,,,,,,,,,,,3939,0,3101,0,0,0,0,0,405,433,0,1685,1276,,12946,2004-03-31
,,,,,,,,,,,,,262,0,76,0,0,51,0,0,102,84,0,0,0,,12955,2004-03-31
,,,,,,,,,,,,,578,0,439,0,0,,,,139,0,0,386,0,,13037,2004-03-31
,,,,,,,,,,,,,20662,0,6626,10609,0,2399,2027,0,483,2651,293,1673,0,,13103,2004-03-31
,,,,,,,,,,,,,126,0,58,0,0,0,0,0,68,0,0,0,0,,13251,2004-03-31
,,,,,,,,,,,,,16735,0,12829,0,0,4462,0,0,1730,2176,0,0,0,,13309,2004-03-31
,,,,,,,,,,,,,163,0,0,141,0,0,0,0,22,0,0,0,0,,13457,2004-03-31
,,,,,,,,,,,,,244,0,0,0,0,0,0,0,157,87,0,0,0,,14052,2004-03-31
,,,,,,,,,,,,,491,0,0,94,0,0,0,0,171,226,0,0,0,,14155,2004-03-31
,,,,,,,,,,,,,1462,0,1,286,0,0,0,0,969,206,0,0,0,,14258,2004-03-31
403493,0,116643,156447,0,0,0,0,122312,0,0,69472,,,,,,,,,,8091,,,,,,14409,2004-03-31
,,,,,,,,,,,,,125,0,14,0,0,0,0,0,100,11,0,0,0,,14454,2004-03-31
,,,,,,,,,,,,,259,0,87,0,0,0,0,0,10,162,0,80,0,,14650,2004-03-31
,,,,,,,,,,,,,254,0,0,113,0,0,0,0,128,13,0,0,0,,14753,2004-03-31
,,,,,,,,,,,,,687,0,347,69,0,0,0,0,118,153,0,342,0,,14865,2004-03-31
,,,,,,,,,,,,,98,0,0,7,0,,,,3,88,0,0,0,,14931,2004-03-31
,,,,,,,,,,,,,749,0,3,0,0,0,0,0,154,592,0,0,0,,14940,2004-03-31
,,,,,,,,,,,,,9184,0,346,4891,345,,,,2097,1850,0,0,0,,15536,2004-03-31
,,,,,,,,,,,,,1226,0,26,418,0,0,0,0,280,502,0,0,0,,16337,2004-03-31
,,,,,,,,,,,,,849,0,13,0,0,0,0,0,456,380,0,0,0,,16458,2004-03-31
,,,,,,,,,,,,,322,0,124,0,0,0,0,0,198,0,0,0,0,,16551,2004-03-31
,,,,,,,,,,,,,285,0,193,0,0,,,,61,31,0,189,0,,16748,2004-03-31
,,,,,,,,,,,,,165,0,0,136,0,0,0,0,29,0,0,0,0,,16944,2004-03-31
,,,,,,,,,,,,,165,0,0,0,0,0,0,0,142,23,0,0,0,,16953,2004-03-31
,,,,,,,,,,,,,1169,0,148,0,146,,,,233,788,0,0,0,,17110,2004-03-31
