RCFD2930,RCFD2932,RCFD2938,RCFD3049,RCFD3066,RCFD3552,RCFD3553,RCFD3554,RCFD3646,RCFDB557,RCFDC011,RCFDC012,RCFDLB56,RCON2930,RCON2932,RCON2938,RCON3049,RCON3066,RCON3552,RCON3553,RCON3554,RCON3645,RCON3646,RCONB557,RCONC011,RCONC012,RCONLB56,IDRSSD,RCON9999
,,,,,,,,,,,,,391,0,107,210,0,0,0,0,37,37,0,0,0,,37,2016-03-31
,,,,,,,,,,,,,17,0,0,0,0,0,0,0,17,0,0,0,0,,242,2016-03-31
,,,,,,,,,,,,,762,0,344,0,50,124,20,0,84,334,0,140,0,,279,2016-03-31
,,,,,,,,,,,,,10,0,0,0,0,0,0,0,2,8,0,0,0,,354,2016-03-31
,,,,,,,,,,,,,51,0,0,0,0,0,0,0,12,39,0,0,0,,457,2016-03-31
,,,,,,,,,,,,,4191,0,1106,831,0,795,0,0,23,2139,92,0,0,,505,2016-03-31
,,,,,,,,,,,,,1973,0,1636,0,0,0,0,0,54,283,0,1493,0,,1155,2016-03-31
,,,,,,,,,,,,,320,0,33,0,0,33,0,0,151,136,0,0,0,,1351,2016-03-31
,,,,,,,,,,,,,1531,0,1251,0,0,0,0,0,48,232,0,1129,0,,1454,2016-03-31
,,,,,,,,,,,,,15,0,0,0,0,0,0,0,15,0,0,0,0,,1557,2016-03-31
,,,,,,,,,,,,,522,0,104,0,0,0,0,0,61,357,0,104,0,,1669,2016-03-31
,,,,,,,,,,,,,1475,0,364,194,151,120,0,0,634,283,0,0,0,,1829,2016-03-31
,,,,,,,,,,,,,172,0,41,0,0,41,0,0,48,83,0,0,0,,1856,2016-03-31
,,,,,,,,,,,,,1225,0,496,172,0,0,0,0,86,471,0,0,0,,2040,2016-03-31
,,,,,,,,,,,,,2418,0,1345,0,0,0,0,0,29,1044,0,1345,0,,2161,2016-03-31
,,,,,,,,,,,,,62064,0,34636,0,9,0,0,0,653,26775,0,17543,13720,,2376,2016-03-31
,,,,,,,,,,,,,19,0,3,0,0,0,0,0,16,0,0,0,0,,2554,2016-03-31
,,,,,,,,,,,,,1621,265,757,0,59,0,0,0,69,795,0,57,0,,2732,2016-03-31
,,,,,,,,,,,,,240,89,89,0,0,0,0,0,15,126,10,0,0,,2750,2016-03-31
,,,,,,,,,,,,,10057,0,8621,0,402,0,0,0,1,1435,0,7926,0,,3177,2016-03-31
,,,,,,,,,,,,,418,250,252,0,0,0,0,0,90,76,0,0,0,,3252,2016-03-31
,,,,,,,,,,,,,781,0,16,87,0,0,0,0,25,653,0,0,0,,3458,2016-03-31
,,,,,,,,,,,,,2151,0,0,0,0,0,0,0,47,2104,0,0,0,,3720,2016-03-31
,,,,,,,,,,,,,11448,0,5599,0,1668,0,0,0,275,5387,187,2362,0,,3971,2016-03-31
,,,,,,,,,,,,,688,0,441,50,0,0,0,0,105,92,0,0,0,,4156,2016-03-31
,,,,,,,,,,,,,326,0,0,0,0,0,0,0,136,190,0,0,0,,4231,2016-03-31
,,,,,,,,,,,,,1479,252,568,0,0,0,316,0,155,756,0,0,0,,4839,2016-03-31
,,,,,,,,,,,,,4247,0,1032,0,794,0,0,0,383,2072,760,0,0,,5069,2016-03-31
,,,,,,,,,,,,,2418,0,774,0,0,0,0,0,159,1485,0,772,0,,5135,2016-03-31
,,,,,,,,,,,,,10014,0,5928,0,0,1746,0,0,665,3373,48,2330,0,,5210,2016-03-31
,,,,,,,,,,,,,3466,0,2716,0,0,0,0,0,3,417,330,2124,0,,5461,2016-03-31
,,,,,,,,,,,,,1541,0,1260,58,0,547,0,0,45,178,0,691,0,,5751,2016-03-31
,,,,,,,,,,,,,285,0,0,0,0,0,0,0,62,223,0,0,0,,6039,2016-03-31
,,,,,,,,,,,,,67,0,0,0,0,0,0,0,18,49,0,0,0,,6141,2016-03-31
,,,,,,,,,,,,,4476,0,2111,345,260,0,0,0,187,1833,0,1759,0,,6329,2016-03-31
,,,,,,,,,,,,,6275,0,25,29,0,0,0,0,69,6152,0,0,0,,7009,2016-03-31
,,,,,,,,,,,,,728,0,0,236,0,0,0,0,43,449,0,0,0,,7045,2016-03-31
,,,,,,,,,,,,,3682,0,2753,0,0,126,0,0,3,926,0,2341,0,,7072,2016-03-31
,,,,,,,,,,,,,216,0,72,17,0,72,0,0,20,107,0,0,0,,7157,2016-03-31
,,,,,,,,,,,,,79,0,0,0,0,0,0,0,21,58,0,0,0,,7456,2016-03-31
,,,,,,,,,,,,,99,0,0,0,0,0,0,0,30,69,0,0,0,,7634,2016-03-31
,,,,,,,,,,,,,2789,0,1963,0,52,90,15,0,287,539,0,1806,0,,8033,2016-03-31
,,,,,,,,,,,,,105,0,0,0,0,0,0,0,70,30,5,0,0,,8462,2016-03-31
,,,,,,,,,,,,,571,0,478,0,0,0,0,0,11,82,0,473,0,,8631,2016-03-31
,,,,,,,,,,,,,1846,0,1515,0,0,0,0,0,1,330,0,1206,0,,9357,2016-03-31
,,,,,,,,,,,,,1008,0,156,14,0,156,0,0,32,806,0,0,0,,9553,2016-03-31
,,,,,,,,,,,,,8301,0,4514,0,0,33,118,0,675,1757,1355,0,4233,,9807,2016-03-31
,,,,,,,,,,,,,111,0,0,0,0,0,0,0,18,93,0,0,0,,9955,2016-03-31
,,,,,,,,,,,,,1089,0,707,0,0,0,0,0,89,293,0,114,0,,10250,2016-03-31
,,,,,,,,,,,,,462,0,109,0,18,91,0,0,54,299,0,0,0,,10849,2016-03-31
,,,,,,,,,,,,,1660,0,414,0,0,414,0,0,29,1217,0,0,0,,11145,2016-03-31
,,,,,,,,,,,,,18169,0,11759,0,0,0,0,0,588,5407,415,0,7605,,11275,2016-03-31
,,,,,,,,,,,,,1939,0,959,0,0,0,0,0,381,599,0,959,0,,11640,2016-03-31
,,,,,,,,,,,,,655,0,0,0,0,0,0,0,10,645,0,0,0,,11837,2016-03-31
,,,,,,,,,,,,,3379,0,3197,0,2053,0,0,0,113,69,0,1144,0,,12030,2016-03-31
,,,,,,,,,,,,,3170,0,2980,0,0,0,0,0,69,121,0,2352,0,,12142,2016-03-31
,,,,,,,,,,,,,405,0,326,0,0,0,0,0,1,78,0,303,0,,12179,2016-03-31
957339,0,486703,24775,207609,0,0,0,366760,75324,0,0,,,,,,,,,,3777,,,,,,12311,2016-03-31
,,,,,,,,,,,,,197,30,30,0,0,0,0,0,29,138,0,0,0,,12647,2016-03-31
,,,,,,,,,,,,,13,0,0,0,0,0,0,0,10,3,0,0,0,,12656,2016-03-31
,,,,,,,,,,,,,3055,0,65,2570,12,0,0,0,73,347,0,0,0,,12937,2016-03-31
,,,,,,,,,,,,,9302,0,6825,0,0,0,0,0,579,1898,0,6805,0,,12946,2016-03-31
,,,,,,,,,,,,,144,0,54,0,0,0,0,0,35,55,0,0,0,,12955,2016-03-31
,,,,,,,,,,,,,26013,0,21368,0,0,18703,0,0,231,4403,11,0,0,,13103,2016-03-31
,,,,,,,,,,,,,112,0,106,0,0,21,38,19,6,0,0,0,0,,13251,2016-03-31
,,,,,,,,,,,,,123,0,81,27,0,81,0,0,3,12,0,0,0,,13457,2016-03-31
,,,,,,,,,,,,,114,0,25,0,0,0,0,0,7,82,0,0,0,,14052,2016-03-31
,,,,,,,,,,,,,581,0,274,6,0,0,0,0,56,245,0,264,0,,14155,2016-03-31
,,,,,,,,,,,,,360,0,222,0,0,0,0,0,2,136,0,222,0,,14650,2016-03-31
,,,,,,,,,,,,,177,0,0,129,0,0,0,0,45,3,0,0,0,,14753,2016-03-31
,,,,,,,,,,,,,1941,0,1540,0,0,0,0,0,68,308,25,1079,0,,14865,2016-03-31
,,,,,,,,,,,,,163,0,40,0,2,0,0,0,22,101,0,37,0,,14977,2016-03-31
,,,,,,,,,,,,,461,0,22,0,0,22,0,0,139,300,0,0,0,,16551,2016-03-31
,,,,,,,,,,,,,588,0,354,0,0,0,0,0,30,189,15,337,0,,16748,2016-03-31
,,,,,,,,,,,,,5793,0,217,0,77,127,0,0,42,5489,45,0,0,,17110,2016-03-31
,,,,,,,,,,,,,69642,0,14025,0,0,0,0,0,1504,54113,0,0,10725,,17147,2016-03-31
,,,,,,,,,,,,,1765,0,1244,0,0,0,0,0,21,500,0,1244,0,,17259,2016-03-31
,,,,,,,,,,,,,66243,0,20061,0,1,0,0,0,115,45627,440,0,14620,,17464,2016-03-31
,,,,,,,,,,,,,2354,0,1452,466,474,0,0,0,96,204,136,946,0,,17950,2016-03-31
,,,,,,,,,,,,,804,0,338,0,48,254,36,0,2,464,0,0,0,,17978,2016-03-31
,,,,,,,,,,,,,1657,0,742,0,0,378,0,0,129,786,0,331,0,,18050,2016-03-31
,,,,,,,,,,,,,599,0,0,0,0,0,0,0,107,492,0,0,0,,18135,2016-03-31
,,,,,,,,,,,,,205,0,38,0,27,0,0,0,21,146,0,0,0,,18377,2016-03-31
,,,,,,,,,,,,,14903,0,7638,0,0,4686,0,0,168,7097,0,0,2937,,18827,2016-03-31
