RCFD2930,RCFD2932,RCFD2938,RCFD3049,RCFD3066,RCFD3552,RCFD3553,RCFD3554,RCFD3646,RCFDB557,RCFDC011,RCFDC012,RCFDLB56,RCON2930,RCON2932,RCON2938,RCON3049,RCON3066,RCON3552,RCON3553,RCON3554,RCON3645,RCON3646,RCONB557,RCONC011,RCONC012,RCONLB56,IDRSSD,RCON9999
,,,,,,,,,,,,,404,0,170,0,39,0,0,0,196,38,0,118,0,,37,2005-06-30
,,,,,,,,,,,,,54,0,0,0,0,,,,54,0,0,0,0,,242,2005-06-30
,,,,,,,,,,,,,247,0,74,0,0,0,0,0,77,96,0,53,0,,279,2005-06-30
,,,,,,,,,,,,,18,0,0,0,0,0,0,0,18,0,0,0,0,,354,2005-06-30
,,,,,,,,,,,,,1061,0,176,0,0,0,0,0,468,417,0,164,0,,439,2005-06-30
,,,,,,,,,,,,,239,0,1,0,0,0,0,0,45,193,0,0,0,,457,2005-06-30
,,,,,,,,,,,,,2423,257,286,0,0,0,0,0,542,1514,81,0,0,,505,2005-06-30
,,,,,,,,,,,,,6185,0,3149,658,0,0,0,0,337,2041,0,1934,0,,1146,2005-06-30
,,,,,,,,,,,,,782,0,329,0,0,0,0,0,294,159,0,329,0,,1155,2005-06-30
,,,,,,,,,,,,,415,0,0,0,0,0,0,0,331,84,0,0,0,,1351,2005-06-30
,,,,,,,,,,,,,446,0,98,0,98,0,0,0,191,157,0,0,0,,1454,2005-06-30
,,,,,,,,,,,,,268,0,43,180,0,0,0,0,45,0,0,0,0,,1557,2005-06-30
,,,,,,,,,,,,,2297,0,826,0,0,0,0,0,1470,1,0,761,0,,1632,2005-06-30
,,,,,,,,,,,,,641,0,24,0,0,0,0,0,379,238,0,24,0,,1669,2005-06-30
,,,,,,,,,,,,,1485,0,94,546,0,48,0,0,716,129,0,0,0,,1829,2005-06-30
,,,,,,,,,,,,,304,0,0,34,0,0,0,0,116,154,0,0,0,,1856,2005-06-30
,,,,,,,,,,,,,526,0,5,0,0,5,0,0,207,314,0,0,0,,2040,2005-06-30
,,,,,,,,,,,,,534,0,235,0,0,0,0,0,272,27,0,235,0,,2161,2005-06-30
,,,,,,,,,,,,,13327,0,1989,0,109,0,0,0,57,11281,0,1447,0,,2376,2005-06-30
,,,,,,,,,,,,,240,0,5,0,0,4,1,,51,184,0,0,0,,2451,2005-06-30
,,,,,,,,,,,,,27,0,0,0,0,0,0,0,27,0,0,0,0,,2554,2005-06-30
,,,,,,,,,,,,,3110,278,278,0,0,0,0,0,714,2118,0,0,0,,2732,2005-06-30
,,,,,,,,,,,,,595,0,387,17,0,0,0,0,85,106,0,387,0,,2750,2005-06-30
,,,,,,,,,,,,,1472,0,0,0,0,0,0,0,871,601,0,0,0,,2938,2005-06-30
