RCFD2930,RCFD2932,RCFD2938,RCFD3049,RCFD3066,RCFD3552,RCFD3553,RCFD3554,RCFD3646,RCFDB557,RCFDC011,RCFDC012,RCFDLB56,RCON2930,RCON2932,RCON2938,RCON3049,RCON3066,RCON3552,RCON3553,RCON3554,RCON3645,RCON3646,RCONB557,RCONC011,RCONC012,RCONLB56,IDRSSD,RCON9999
,,,,,,,,,,,,,497,118,139,129,0,0,0,0,138,91,0,0,0,,37,2011-09-30
,,,,,,,,,,,,,31,0,0,0,0,0,0,0,31,0,0,0,0,,242,2011-09-30
,,,,,,,,,,,,,618,0,273,0,50,107,8,0,83,262,0,95,0,,279,2011-09-30
,,,,,,,,,,,,,11,0,0,0,0,0,0,0,11,0,0,0,0,,354,2011-09-30
,,,,,,,,,,,,,128,0,0,0,0,0,0,0,28,100,0,0,0,,457,2011-09-30
,,,,,,,,,,,,,3414,0,980,402,0,785,0,0,155,1784,93,0,0,,505,2011-09-30
,,,,,,,,,,,,,1889,0,1293,0,0,0,0,0,216,380,0,1245,0,,1155,2011-09-30
,,,,,,,,,,,,,666,0,31,0,0,31,0,0,405,230,0,0,0,,1351,2011-09-30
,,,,,,,,,,,,,1404,0,1055,0,304,0,0,0,112,237,0,751,0,,1454,2011-09-30
,,,,,,,,,,,,,552,0,83,430,0,75,0,0,39,0,0,0,0,,1557,2011-09-30
,,,,,,,,,,,,,690,0,93,0,0,0,0,0,182,415,0,93,0,,1669,2011-09-30
,,,,,,,,,,,,,1684,0,93,0,52,0,0,0,905,686,0,0,0,,1829,2011-09-30
,,,,,,,,,,,,,268,0,0,0,0,0,0,0,79,189,0,0,0,,1856,2011-09-30
,,,,,,,,,,,,,1158,0,443,0,0,72,36,0,351,364,0,0,0,,2040,2011-09-30
,,,,,,,,,,,,,2174,0,866,424,0,0,0,0,55,829,0,866,0,,2161,2011-09-30
,,,,,,,,,,,,,32477,0,8652,0,450,0,0,0,143,23682,0,7658,0,,2376,2011-09-30
,,,,,,,,,,,,,32,0,0,0,0,0,0,0,32,0,0,0,0,,2554,2011-09-30
,,,,,,,,,,,,,2523,232,551,0,12,0,0,0,537,1435,0,45,0,,2732,2011-09-30
,,,,,,,,,,,,,229,73,96,0,0,0,0,0,45,78,10,0,0,,2750,2011-09-30
,,,,,,,,,,,,,336,0,0,0,0,0,0,0,144,192,0,0,0,,3252,2011-09-30
,,,,,,,,,,,,,153,0,8,0,0,8,0,0,16,129,0,0,0,,3458,2011-09-30
,,,,,,,,,,,,,1343,0,0,0,0,0,0,0,79,1264,0,0,0,,3720,2011-09-30
,,,,,,,,,,,,,737,0,683,0,0,0,0,0,10,44,0,683,0,,3953,2011-09-30
,,,,,,,,,,,,,719,0,236,84,175,0,0,0,227,172,0,0,0,,4156,2011-09-30
,,,,,,,,,,,,,830,0,0,0,0,0,0,0,415,415,0,0,0,,4231,2011-09-30
,,,,,,,,,,,,,1108,83,532,0,0,337,0,0,99,477,0,0,0,,4437,2011-09-30
,,,,,,,,,,,,,1039,0,0,0,0,0,0,0,300,739,0,0,0,,4839,2011-09-30
,,,,,,,,,,,,,4167,0,664,0,205,0,0,0,1,3502,0,315,0,,5005,2011-09-30
,,,,,,,,,,,,,7869,0,1374,0,689,685,0,0,1357,4938,200,0,0,,5069,2011-09-30
,,,,,,,,,,,,,1245,0,331,0,309,0,0,0,250,664,0,0,0,,5135,2011-09-30
,,,,,,,,,,,,,6481,0,4718,0,0,0,0,0,1363,330,70,1365,0,,5210,2011-09-30
