RCFD2930,RCFD2932,RCFD2938,RCFD3049,RCFD3066,RCFD3552,RCFD3553,RCFD3554,RCFD3646,RCFDB557,RCFDC011,RCFDC012,RCFDLB56,RCON2930,RCON2932,RCON2938,RCON3049,RCON3066,RCON3552,RCON3553,RCON3554,RCON3645,RCON3646,RCONB557,RCONC011,RCONC012,RCONLB56,IDRSSD,RCON9999
,,,,,,,,,,,,,244,0,24,0,0,0,0,0,204,16,0,0,0,,37,2003-12-31
,,,,,,,,,,,,,44,0,0,0,0,,,,44,0,0,0,0,,242,2003-12-31
,,,,,,,,,,,,,327,0,87,114,0,0,0,0,52,74,0,42,0,,279,2003-12-31
,,,,,,,,,,,,,23,5,5,0,0,0,0,0,18,0,0,0,0,,354,2003-12-31
,,,,,,,,,,,,,1321,0,318,0,0,0,0,0,465,538,0,272,0,,439,2003-12-31
,,,,,,,,,,,,,218,0,0,0,0,0,0,0,44,174,0,0,0,,457,2003-12-31
,,,,,,,,,,,,,1087,0,4,0,0,4,0,0,409,603,71,0,0,,505,2003-12-31
,,,,,,,,,,,,,8418,876,3391,785,0,0,0,0,199,4043,0,1684,0,,1146,2003-12-31
,,,,,,,,,,,,,423,0,0,0,0,0,0,0,256,167,0,0,0,,1155,2003-12-31
,,,,,,,,,,,,,1374,0,1124,0,0,0,0,0,248,2,0,1124,0,,1351,2003-12-31
,,,,,,,,,,,,,332,0,105,0,105,0,0,0,135,92,0,0,0,,1454,2003-12-31
,,,,,,,,,,,,,376,0,70,248,0,63,0,0,58,0,0,0,0,,1557,2003-12-31
,,,,,,,,,,,,,753,0,211,0,0,0,0,0,526,16,0,0,0,,1632,2003-12-31
,,,,,,,,,,,,,455,0,0,0,0,0,0,0,363,92,0,0,0,,1669,2003-12-31
,,,,,,,,,,,,,2298,0,463,1260,0,0,0,0,558,17,0,0,0,,1829,2003-12-31
,,,,,,,,,,,,,120,0,0,81,0,0,0,0,39,0,0,0,0,,1856,2003-12-31
,,,,,,,,,,,,,268,0,16,0,0,16,0,0,230,22,0,0,0,,2040,2003-12-31
,,,,,,,,,,,,,175,0,0,14,0,0,0,0,81,80,0,0,0,,2161,2003-12-31
,,,,,,,,,,,,,11623,0,1434,0,158,0,0,0,34,10155,0,918,0,,2376,2003-12-31
,,,,,,,,,,,,,94,0,23,0,0,0,0,0,59,12,0,0,0,,2451,2003-12-31
,,,,,,,,,,,,,29,0,0,0,0,0,0,0,29,0,0,0,0,,2554,2003-12-31
,,,,,,,,,,,,,3409,1216,1237,0,21,0,0,0,553,1619,0,0,0,,2732,2003-12-31
,,,,,,,,,,,,,634,0,449,60,0,0,0,0,67,58,0,449,0,,2750,2003-12-31
,,,,,,,,,,,,,1165,0,0,0,0,0,0,0,507,658,0,0,0,,2938,2003-12-31
,,,,,,,,,,,,,224,0,0,0,0,0,0,0,178,46,0,0,0,,2956,2003-12-31
,,,,,,,,,,,,,219,0,0,0,0,0,0,0,179,40,0,0,0,,3252,2003-12-31
,,,,,,,,,,,,,57,0,0,11,0,0,0,0,28,18,0,0,0,,3458,2003-12-31
,,,,,,,,,,,,,12796,0,6502,0,0,4090,0,0,887,5267,140,0,0,,3506,2003-12-31
,,,,,,,,,,,,,2522,0,125,1662,0,0,0,0,314,421,0,115,0,,3579,2003-12-31
,,,,,,,,,,,,,1252,0,0,0,0,0,0,0,103,1149,0,0,0,,3720,2003-12-31
,,,,,,,,,,,,,394,0,315,0,0,0,0,0,42,37,0,315,0,,3953,2003-12-31
,,,,,,,,,,,,,570,0,201,95,0,0,0,0,213,61,0,0,0,,4138,2003-12-31
,,,,,,,,,,,,,1444,0,493,417,0,143,0,0,124,410,0,325,0,,4147,2003-12-31
,,,,,,,,,,,,,551,0,153,193,153,0,0,0,181,24,0,0,0,,4156,2003-12-31
,,,,,,,,,,,,,331,0,20,0,0,0,0,0,308,3,0,0,0,,4231,2003-12-31
,,,,,,,,,,,,,4148,0,3690,0,0,466,3000,0,44,414,0,0,0,,4437,2003-12-31
,,,,,,,,,,,,,38,0,0,11,0,0,0,0,16,11,0,0,0,,4745,2003-12-31
,,,,,,,,,,,,,1050,172,173,0,0,0,0,0,364,513,0,0,0,,4839,2003-12-31
,,,,,,,,,,,,,4066,0,882,2163,410,359,0,0,3,1018,0,0,0,,5005,2003-12-31
,,,,,,,,,,,,,232,0,0,21,0,0,0,0,76,135,0,0,0,,5050,2003-12-31
,,,,,,,,,,,,,3084,0,877,379,854,0,0,0,903,725,200,0,0,,5069,2003-12-31
,,,,,,,,,,,,,690,0,84,0,0,80,4,0,196,410,0,0,0,,5135,2003-12-31
,,,,,,,,,,,,,4019,0,1700,0,0,0,0,0,1831,488,0,1681,0,,5210,2003-12-31
,,,,,,,,,,,,,2673,0,478,0,478,0,0,0,552,1643,0,0,0,,5247,2003-12-31
,,,,,,,,,,,,,1305,0,394,0,0,0,0,0,145,766,0,375,0,,5274,2003-12-31
