RCFN2200,RCFN2625,RCFN2650,RCFNA245,RCFNB553,RCFNB554,RCFNB555,IDRSSD,RCON9999
,,,,,,,345747,2010-06-30
,,,,,,,345756,2010-06-30
,,,,,,,346566,2010-06-30
,,,,,,,347022,2010-06-30
,,,,,,,347639,2010-06-30
,,,,,,,347657,2010-06-30
,,,,,,,347956,2010-06-30
,,,,,,,348159,2010-06-30
,,,,,,,348207,2010-06-30
,,,,,,,348458,2010-06-30
,,,,,,,348542,2010-06-30
,,,,,,,348551,2010-06-30
,,,,,,,348720,2010-06-30
,,,,,,,348748,2010-06-30
,,,,,,,349129,2010-06-30
,,,,,,,349165,2010-06-30
,,,,,,,349343,2010-06-30
,,,,,,,349370,2010-06-30
,,,,,,,350657,2010-06-30
,,,,,,,350750,2010-06-30
,,,,,,,351131,2010-06-30
,,,,,,,351207,2010-06-30
,,,,,,,351560,2010-06-30
,,,,,,,351850,2010-06-30
,,,,,,,352035,2010-06-30
,,,,,,,352651,2010-06-30
,,,,,,,352745,2010-06-30
,,,,,,,352772,2010-06-30
,,,,,,,352820,2010-06-30
,,,,,,,353238,2010-06-30
,,,,,,,353546,2010-06-30
,,,,,,,353555,2010-06-30
,,,,,,,353724,2010-06-30
,,,,,,,353957,2010-06-30
,,,,,,,354057,2010-06-30
,,,,,,,354253,2010-06-30
,,,,,,,354310,2010-06-30
,,,,,,,354552,2010-06-30
,,,,,,,354851,2010-06-30
,,,,,,,354954,2010-06-30
,,,,,,,355120,2010-06-30
,,,,,,,355559,2010-06-30
,,,,,,,355737,2010-06-30
,,,,,,,355746,2010-06-30
,,,,,,,355821,2010-06-30
,,,,,,,355858,2010-06-30
,,,,,,,356145,2010-06-30
,,,,,,,356239,2010-06-30
,,,,,,,356659,2010-06-30
,,,,,,,356752,2010-06-30
,,,,,,,356949,2010-06-30
,,,,,,,357049,2010-06-30
,,,,,,,357151,2010-06-30
,,,,,,,357375,2010-06-30
,,,,,,,357526,2010-06-30
,,,,,,,357553,2010-06-30
,,,,,,,357777,2010-06-30
,,,,,,,357834,2010-06-30
,,,,,,,357937,2010-06-30
,,,,,,,358112,2010-06-30
,,,,,,,358149,2010-06-30
,,,,,,,358233,2010-06-30
,,,,,,,358448,2010-06-30
,,,,,,,358756,2010-06-30
,,,,,,,359324,2010-06-30
,,,,,,,359360,2010-06-30
,,,,,,,359650,2010-06-30
,,,,,,,359744,2010-06-30
,,,,,,,359838,2010-06-30
,,,,,,,359856,2010-06-30
,,,,,,,360777,2010-06-30
,,,,,,,360843,2010-06-30
,,,,,,,360955,2010-06-30
,,,,,,,361055,2010-06-30
,,,,,,,361167,2010-06-30
,,,,,,,361279,2010-06-30
,,,,,,,361354,2010-06-30
,,,,,,,361439,2010-06-30
,,,,,,,361653,2010-06-30
,,,,,,,362007,2010-06-30
,,,,,,,362043,2010-06-30
,,,,,,,362052,2010-06-30
,,,,,,,362155,2010-06-30
,,,,,,,362717,2010-06-30
,,,,,,,362753,2010-06-30
,,,,,,,362856,2010-06-30
,,,,,,,362940,2010-06-30
,,,,,,,363264,2010-06-30
,,,,,,,363442,2010-06-30
,,,,,,,363648,2010-06-30
,,,,,,,363657,2010-06-30
,,,,,,,364131,2010-06-30
,,,,,,,364337,2010-06-30
,,,,,,,364430,2010-06-30
,,,,,,,364449,2010-06-30
,,,,,,,364850,2010-06-30
,,,,,,,365325,2010-06-30
,,,,,,,365455,2010-06-30
,,,,,,,365651,2010-06-30
,,,,,,,365745,2010-06-30
,,,,,,,365848,2010-06-30
,,,,,,,365875,2010-06-30
,,,,,,,365950,2010-06-30
,,,,,,,366078,2010-06-30
,,,,,,,366238,2010-06-30
,,,,,,,366247,2010-06-30
,,,,,,,366359,2010-06-30
,,,,,,,366658,2010-06-30
,,,,,,,366854,2010-06-30
,,,,,,,367150,2010-06-30
,,,,,,,367244,2010-06-30
,,,,,,,367431,2010-06-30
,,,,,,,367543,2010-06-30
,,,,,,,367851,2010-06-30
,,,,,,,367954,2010-06-30
,,,,,,,368054,2010-06-30
,,,,,,,368175,2010-06-30
,,,,,,,368344,2010-06-30
,,,,,,,368429,2010-06-30
,,,,,,,368522,2010-06-30
,,,,,,,368755,2010-06-30
,,,,,,,368933,2010-06-30
,,,,,,,368951,2010-06-30
,,,,,,,369453,2010-06-30
,,,,,,,369659,2010-06-30
,,,,,,,370020,2010-06-30
,,,,,,,370150,2010-06-30
,,,,,,,370347,2010-06-30
,,,,,,,370721,2010-06-30
,,,,,,,370758,2010-06-30
,,,,,,,370833,2010-06-30
,,,,,,,370954,2010-06-30
,,,,,,,371223,2010-06-30
,,,,,,,371232,2010-06-30
,,,,,,,371362,2010-06-30
,,,,,,,371559,2010-06-30
,,,,,,,371755,2010-06-30
,,,,,,,371849,2010-06-30
,,,,,,,371858,2010-06-30
,,,,,,,371924,2010-06-30
,,,,,,,371942,2010-06-30
,,,,,,,372248,2010-06-30
,,,,,,,372257,2010-06-30
,,,,,,,372444,2010-06-30
,,,,,,,372538,2010-06-30
,,,,,,,372556,2010-06-30
,,,,,,,372640,2010-06-30
,,,,,,,372855,2010-06-30
,,,,,,,373058,2010-06-30
,,,,,,,373115,2010-06-30
,,,,,,,373272,2010-06-30
,,,,,,,373553,2010-06-30
,,,,,,,373601,2010-06-30
,,,,,,,374130,2010-06-30
,,,,,,,374354,2010-06-30
,,,,,,,374653,2010-06-30
,,,,,,,374774,2010-06-30
,,,,,,,375034,2010-06-30
,,,,,,,375043,2010-06-30
,,,,,,,375155,2010-06-30
,,,,,,,375502,2010-06-30
,,,,,,,375566,2010-06-30
,,,,,,,375650,2010-06-30
,,,,,,,376068,2010-06-30
,,,,,,,376125,2010-06-30
,,,,,,,376237,2010-06-30
,,,,,,,376433,2010-06-30
,,,,,,,376442,2010-06-30
,,,,,,,376657,2010-06-30
,,,,,,,376947,2010-06-30
,,,,,,,377663,2010-06-30
,,,,,,,377850,2010-06-30
,,,,,,,377908,2010-06-30
,,,,,,,378026,2010-06-30
,,,,,,,378044,2010-06-30
,,,,,,,378110,2010-06-30
,,,,,,,378549,2010-06-30
,,,,,,,378558,2010-06-30
,,,,,,,378642,2010-06-30
,,,,,,,378651,2010-06-30
,,,,,,,378950,2010-06-30
,,,,,,,379050,2010-06-30
,,,,,,,379153,2010-06-30
,,,,,,,379359,2010-06-30
,,,,,,,379470,2010-06-30
,,,,,,,379649,2010-06-30
,,,,,,,379920,2010-06-30
,,,,,,,380346,2010-06-30
,,,,,,,380458,2010-06-30
,,,,,,,380533,2010-06-30
,,,,,,,380654,2010-06-30
,,,,,,,380841,2010-06-30
,,,,,,,380944,2010-06-30
,,,,,,,381026,2010-06-30
,,,,,,,381343,2010-06-30
,,,,,,,381754,2010-06-30
,,,,,,,381839,2010-06-30
,,,,,,,381950,2010-06-30
,,,,,,,382050,2010-06-30
,,,,,,,382069,2010-06-30
,,,,,,,382256,2010-06-30
,,,,,,,382443,2010-06-30
,,,,,,,382537,2010-06-30
,,,,,,,382649,2010-06-30
,,,,,,,382658,2010-06-30
,,,,,,,382667,2010-06-30
,,,,,,,382742,2010-06-30
,,,,,,,382854,2010-06-30
,,,,,,,383534,2010-06-30
,,,,,,,384018,2010-06-30
,,,,,,,384335,2010-06-30
,,,,,,,384353,2010-06-30
,,,,,,,384652,2010-06-30
,,,,,,,384830,2010-06-30
,,,,,,,385350,2010-06-30
,,,,,,,385547,2010-06-30
,,,,,,,386049,2010-06-30
,,,,,,,386142,2010-06-30
,,,,,,,386357,2010-06-30
,,,,,,,386432,2010-06-30
,,,,,,,386450,2010-06-30
,,,,,,,386731,2010-06-30
,,,,,,,386825,2010-06-30
,,,,,,,386852,2010-06-30
,,,,,,,387055,2010-06-30
,,,,,,,388155,2010-06-30
,,,,,,,388258,2010-06-30
,,,,,,,388557,2010-06-30
,,,,,,,388744,2010-06-30
,,,,,,,388753,2010-06-30
,,,,,,,388940,2010-06-30
,,,,,,,389059,2010-06-30
,,,,,,,389358,2010-06-30
,,,,,,,389826,2010-06-30
,,,,,,,390167,2010-06-30
,,,,,,,390336,2010-06-30
,,,,,,,390457,2010-06-30
,,,,,,,390840,2010-06-30
,,,,,,,391418,2010-06-30
,,,,,,,391557,2010-06-30
,,,,,,,391959,2010-06-30
,,,,,,,391977,2010-06-30
,,,,,,,392031,2010-06-30
,,,,,,,392152,2010-06-30
,,,,,,,392255,2010-06-30
,,,,,,,392778,2010-06-30
,,,,,,,393252,2010-06-30
,,,,,,,393355,2010-06-30
,,,,,,,393757,2010-06-30
,,,,,,,393850,2010-06-30
,,,,,,,393953,2010-06-30
,,,,,,,394156,2010-06-30
,,,,,,,394259,2010-06-30
,,,,,,,394352,2010-06-30
128003,0,0,128003,128003,0,0,395238,2010-06-30
,,,,,,,395256,2010-06-30
,,,,,,,395779,2010-06-30
,,,,,,,395836,2010-06-30
,,,,,,,396057,2010-06-30
,,,,,,,396244,2010-06-30
,,,,,,,396253,2010-06-30
,,,,,,,396356,2010-06-30
,,,,,,,396954,2010-06-30
,,,,,,,397447,2010-06-30
,,,,,,,397456,2010-06-30
,,,,,,,397531,2010-06-30
,,,,,,,397540,2010-06-30
,,,,,,,397559,2010-06-30
,,,,,,,397755,2010-06-30
,,,,,,,397858,2010-06-30
,,,,,,,398051,2010-06-30
,,,,,,,398248,2010-06-30
,,,,,,,398350,2010-06-30
,,,,,,,398631,2010-06-30
,,,,,,,398668,2010-06-30
,,,,,,,398837,2010-06-30
,,,,,,,399357,2010-06-30
,,,,,,,399517,2010-06-30
,,,,,,,399731,2010-06-30
,,,,,,,400057,2010-06-30
,,,,,,,400141,2010-06-30
,,,,,,,400253,2010-06-30
,,,,,,,400365,2010-06-30
,,,,,,,400552,2010-06-30
,,,,,,,400758,2010-06-30
,,,,,,,400767,2010-06-30
,,,,,,,400945,2010-06-30
,,,,,,,401148,2010-06-30
,,,,,,,401447,2010-06-30
,,,,,,,401559,2010-06-30
,,,,,,,401755,2010-06-30
,,,,,,,401906,2010-06-30
,,,,,,,401951,2010-06-30
,,,,,,,402462,2010-06-30
,,,,,,,402846,2010-06-30
,,,,,,,403067,2010-06-30
,,,,,,,403106,2010-06-30
,,,,,,,403151,2010-06-30
,,,,,,,403254,2010-06-30
,,,,,,,403357,2010-06-30
,,,,,,,403656,2010-06-30
,,,,,,,403937,2010-06-30
,,,,,,,403946,2010-06-30
,,,,,,,404653,2010-06-30
,,,,,,,404943,2010-06-30
,,,,,,,405959,2010-06-30
,,,,,,,406022,2010-06-30
,,,,,,,406059,2010-06-30
,,,,,,,406666,2010-06-30
,,,,,,,406974,2010-06-30
,,,,,,,407168,2010-06-30
,,,,,,,407506,2010-06-30
,,,,,,,407645,2010-06-30
,,,,,,,407850,2010-06-30
,,,,,,,408147,2010-06-30
,,,,,,,408307,2010-06-30
,,,,,,,408642,2010-06-30
,,,,,,,409265,2010-06-30
,,,,,,,409555,2010-06-30
,,,,,,,409649,2010-06-30
,,,,,,,410159,2010-06-30
,,,,,,,410560,2010-06-30
,,,,,,,410748,2010-06-30
,,,,,,,410917,2010-06-30
,,,,,,,410944,2010-06-30
,,,,,,,411053,2010-06-30
,,,,,,,411062,2010-06-30
,,,,,,,411231,2010-06-30
,,,,,,,411240,2010-06-30
,,,,,,,411512,2010-06-30
,,,,,,,411549,2010-06-30
,,,,,,,411576,2010-06-30
,,,,,,,411624,2010-06-30
,,,,,,,411651,2010-06-30
,,,,,,,412135,2010-06-30
,,,,,,,412153,2010-06-30
,,,,,,,412452,2010-06-30
,,,,,,,412555,2010-06-30
,,,,,,,412667,2010-06-30
,,,,,,,412751,2010-06-30
,,,,,,,412845,2010-06-30
,,,,,,,413141,2010-06-30
36664787,9201435,1351088,10139171,25601769,510495,0,413208,2010-06-30
,,,,,,,413347,2010-06-30
,,,,,,,413543,2010-06-30
,,,,,,,413646,2010-06-30
,,,,,,,413730,2010-06-30
,,,,,,,413758,2010-06-30
,,,,,,,413851,2010-06-30
,,,,,,,414102,2010-06-30
,,,,,,,414652,2010-06-30
,,,,,,,414764,2010-06-30
,,,,,,,414858,2010-06-30
,,,,,,,415855,2010-06-30
,,,,,,,416245,2010-06-30
,,,,,,,416272,2010-06-30
,,,,,,,416339,2010-06-30
,,,,,,,416348,2010-06-30
,,,,,,,416357,2010-06-30
,,,,,,,416656,2010-06-30
,,,,,,,416674,2010-06-30
,,,,,,,417149,2010-06-30
,,,,,,,417251,2010-06-30
,,,,,,,417626,2010-06-30
,,,,,,,417710,2010-06-30
,,,,,,,417859,2010-06-30
,,,,,,,418100,2010-06-30
,,,,,,,418249,2010-06-30
,,,,,,,418436,2010-06-30
,,,,,,,418856,2010-06-30
,,,,,,,419255,2010-06-30
,,,,,,,419406,2010-06-30
,,,,,,,419460,2010-06-30
,,,,,,,419675,2010-06-30
,,,,,,,419947,2010-06-30
,,,,,,,420457,2010-06-30
,,,,,,,420644,2010-06-30
,,,,,,,420653,2010-06-30
,,,,,,,420934,2010-06-30
,,,,,,,421445,2010-06-30
,,,,,,,421539,2010-06-30
,,,,,,,422059,2010-06-30
,,,,,,,422116,2010-06-30
,,,,,,,422433,2010-06-30
,,,,,,,422657,2010-06-30
,,,,,,,423159,2010-06-30
,,,,,,,423449,2010-06-30
,,,,,,,423458,2010-06-30
,,,,,,,423636,2010-06-30
,,,,,,,423739,2010-06-30
,,,,,,,423841,2010-06-30
,,,,,,,424156,2010-06-30
,,,,,,,424240,2010-06-30
,,,,,,,424343,2010-06-30
,,,,,,,424352,2010-06-30
,,,,,,,424437,2010-06-30
,,,,,,,424633,2010-06-30
,,,,,,,425050,2010-06-30
,,,,,,,425108,2010-06-30
,,,,,,,425818,2010-06-30
,,,,,,,425845,2010-06-30
,,,,,,,425911,2010-06-30
,,,,,,,425957,2010-06-30
,,,,,,,425975,2010-06-30
,,,,,,,426057,2010-06-30
,,,,,,,426141,2010-06-30
,,,,,,,426534,2010-06-30
,,,,,,,426758,2010-06-30
,,,,,,,426945,2010-06-30
,,,,,,,427241,2010-06-30
,,,,,,,427353,2010-06-30
,,,,,,,427456,2010-06-30
,,,,,,,427858,2010-06-30
,,,,,,,427960,2010-06-30
,,,,,,,428060,2010-06-30
,,,,,,,428462,2010-06-30
,,,,,,,428547,2010-06-30
,,,,,,,428631,2010-06-30
,,,,,,,428659,2010-06-30
,,,,,,,428855,2010-06-30
,,,,,,,428958,2010-06-30
,,,,,,,429021,2010-06-30
,,,,,,,429759,2010-06-30
,,,,,,,430036,2010-06-30
,,,,,,,430054,2010-06-30
,,,,,,,430344,2010-06-30
,,,,,,,430670,2010-06-30
,,,,,,,430858,2010-06-30
,,,,,,,431172,2010-06-30
,,,,,,,431323,2010-06-30
,,,,,,,431350,2010-06-30
,,,,,,,431743,2010-06-30
,,,,,,,431846,2010-06-30
,,,,,,,431958,2010-06-30
,,,,,,,432012,2010-06-30
,,,,,,,432058,2010-06-30
,,,,,,,432432,2010-06-30
,,,,,,,433158,2010-06-30
,,,,,,,433354,2010-06-30
,,,,,,,433505,2010-06-30
,,,,,,,433550,2010-06-30
,,,,,,,433608,2010-06-30
,,,,,,,433859,2010-06-30
,,,,,,,433943,2010-06-30
,,,,,,,434203,2010-06-30
,,,,,,,434539,2010-06-30
,,,,,,,435059,2010-06-30
,,,,,,,435255,2010-06-30
,,,,,,,435349,2010-06-30
,,,,,,,435358,2010-06-30
,,,,,,,435666,2010-06-30
,,,,,,,435750,2010-06-30
,,,,,,,436131,2010-06-30
,,,,,,,436159,2010-06-30
,,,,,,,436542,2010-06-30
,,,,,,,436711,2010-06-30
,,,,,,,436739,2010-06-30
,,,,,,,436823,2010-06-30
,,,,,,,436953,2010-06-30
,,,,,,,437044,2010-06-30
,,,,,,,437053,2010-06-30
,,,,,,,437138,2010-06-30
,,,,,,,437455,2010-06-30
,,,,,,,438050,2010-06-30
,,,,,,,438434,2010-06-30
,,,,,,,439132,2010-06-30
,,,,,,,439338,2010-06-30
,,,,,,,439356,2010-06-30
,,,,,,,439404,2010-06-30
,,,,,,,439459,2010-06-30
,,,,,,,439730,2010-06-30
,,,,,,,440110,2010-06-30
,,,,,,,440259,2010-06-30
,,,,,,,440446,2010-06-30
,,,,,,,440857,2010-06-30
,,,,,,,441050,2010-06-30
,,,,,,,441078,2010-06-30
,,,,,,,441135,2010-06-30
,,,,,,,441256,2010-06-30
,,,,,,,441359,2010-06-30
,,,,,,,441434,2010-06-30
,,,,,,,441630,2010-06-30
,,,,,,,442057,2010-06-30
,,,,,,,442244,2010-06-30
,,,,,,,442655,2010-06-30
,,,,,,,442749,2010-06-30
,,,,,,,442758,2010-06-30
,,,,,,,442776,2010-06-30
,,,,,,,442806,2010-06-30
,,,,,,,443148,2010-06-30
,,,,,,,443205,2010-06-30
,,,,,,,443353,2010-06-30
,,,,,,,443625,2010-06-30
,,,,,,,443634,2010-06-30
,,,,,,,444051,2010-06-30
,,,,,,,444350,2010-06-30
,,,,,,,444556,2010-06-30
,,,,,,,444677,2010-06-30
,,,,,,,444958,2010-06-30
,,,,,,,445852,2010-06-30
,,,,,,,445955,2010-06-30
,,,,,,,446130,2010-06-30
,,,,,,,446149,2010-06-30
,,,,,,,446336,2010-06-30
,,,,,,,446877,2010-06-30
,,,,,,,447034,2010-06-30
,,,,,,,447070,2010-06-30
,,,,,,,447100,2010-06-30
,,,,,,,447342,2010-06-30
,,,,,,,447351,2010-06-30
,,,,,,,447557,2010-06-30
,,,,,,,447874,2010-06-30
,,,,,,,448040,2010-06-30
,,,,,,,448554,2010-06-30
,,,,,,,449038,2010-06-30
,,,,,,,449430,2010-06-30
,,,,,,,449832,2010-06-30
,,,,,,,449841,2010-06-30
,,,,,,,449850,2010-06-30
,,,,,,,450034,2010-06-30
,,,,,,,450632,2010-06-30
,,,,,,,450641,2010-06-30
,,,,,,,450650,2010-06-30
,,,,,,,450669,2010-06-30
,,,,,,,450753,2010-06-30
,,,,,,,450856,2010-06-30
,,,,,,,450959,2010-06-30
,,,,,,,451068,2010-06-30
,,,,,,,451246,2010-06-30
,,,,,,,451853,2010-06-30
97865000,16046000,8219000,36690000,57353000,16188000,59000,451965,2010-06-30
,,,,,,,452104,2010-06-30
,,,,,,,452159,2010-06-30
,,,,,,,452739,2010-06-30
,,,,,,,452841,2010-06-30
,,,,,,,452850,2010-06-30
,,,,,,,453026,2010-06-30
,,,,,,,453147,2010-06-30
,,,,,,,453446,2010-06-30
,,,,,,,453839,2010-06-30
,,,,,,,454340,2010-06-30
,,,,,,,454434,2010-06-30
,,,,,,,454546,2010-06-30
,,,,,,,454658,2010-06-30
,,,,,,,454742,2010-06-30
,,,,,,,455150,2010-06-30
,,,,,,,455253,2010-06-30
,,,,,,,455459,2010-06-30
,,,,,,,455552,2010-06-30
,,,,,,,455945,2010-06-30
,,,,,,,455972,2010-06-30
,,,,,,,456045,2010-06-30
,,,,,,,456054,2010-06-30
,,,,,,,456157,2010-06-30
,,,,,,,456250,2010-06-30
,,,,,,,456344,2010-06-30
,,,,,,,456447,2010-06-30
,,,,,,,456456,2010-06-30
,,,,,,,456755,2010-06-30
,,,,,,,456960,2010-06-30
,,,,,,,457060,2010-06-30
,,,,,,,457220,2010-06-30
,,,,,,,457426,2010-06-30
,,,,,,,457547,2010-06-30
,,,,,,,457659,2010-06-30
,,,,,,,457752,2010-06-30
,,,,,,,458049,2010-06-30
,,,,,,,458142,2010-06-30
,,,,,,,458544,2010-06-30
,,,,,,,458553,2010-06-30
,,,,,,,458665,2010-06-30
,,,,,,,458946,2010-06-30
,,,,,,,459046,2010-06-30
,,,,,,,459130,2010-06-30
,,,,,,,459354,2010-06-30
,,,,,,,459372,2010-06-30
,,,,,,,459448,2010-06-30
,,,,,,,459644,2010-06-30
,,,,,,,459671,2010-06-30
,,,,,,,460033,2010-06-30
,,,,,,,460332,2010-06-30
,,,,,,,460341,2010-06-30
,,,,,,,460350,2010-06-30
,,,,,,,460556,2010-06-30
,,,,,,,460770,2010-06-30
,,,,,,,461058,2010-06-30
,,,,,,,462756,2010-06-30
,,,,,,,463203,2010-06-30
,,,,,,,463342,2010-06-30
,,,,,,,463605,2010-06-30
,,,,,,,463650,2010-06-30
,,,,,,,463735,2010-06-30
,,,,,,,464255,2010-06-30
,,,,,,,464750,2010-06-30
,,,,,,,464853,2010-06-30
,,,,,,,465038,2010-06-30
,,,,,,,465243,2010-06-30
,,,,,,,465337,2010-06-30
,,,,,,,465524,2010-06-30
,,,,,,,465618,2010-06-30
,,,,,,,465672,2010-06-30
,,,,,,,466044,2010-06-30
,,,,,,,466240,2010-06-30
,,,,,,,466549,2010-06-30
,,,,,,,466642,2010-06-30
,,,,,,,466754,2010-06-30
,,,,,,,466857,2010-06-30
,,,,,,,466932,2010-06-30
,,,,,,,467144,2010-06-30
,,,,,,,467265,2010-06-30
,,,,,,,467658,2010-06-30
,,,,,,,467733,2010-06-30
,,,,,,,467957,2010-06-30
,,,,,,,468673,2010-06-30
,,,,,,,468806,2010-06-30
,,,,,,,468954,2010-06-30
,,,,,,,469250,2010-06-30
,,,,,,,469362,2010-06-30
,,,,,,,469559,2010-06-30
,,,,,,,469737,2010-06-30
,,,,,,,470032,2010-06-30
,,,,,,,470050,2010-06-30
,,,,,,,470434,2010-06-30
,,,,,,,470452,2010-06-30
,,,,,,,470724,2010-06-30
,,,,,,,471057,2010-06-30
,,,,,,,471217,2010-06-30
,,,,,,,471749,2010-06-30
,,,,,,,472018,2010-06-30
,,,,,,,472045,2010-06-30
,,,,,,,472148,2010-06-30
,,,,,,,472250,2010-06-30
,,,,,,,472335,2010-06-30
,,,,,,,472531,2010-06-30
,,,,,,,472616,2010-06-30
,,,,,,,472643,2010-06-30
,,,,,,,472652,2010-06-30
,,,,,,,472858,2010-06-30
,,,,,,,472951,2010-06-30
,,,,,,,472979,2010-06-30
,,,,,,,473042,2010-06-30
,,,,,,,473257,2010-06-30
,,,,,,,473266,2010-06-30
,,,,,,,473341,2010-06-30
,,,,,,,473501,2010-06-30
,,,,,,,473930,2010-06-30
,,,,,,,474058,2010-06-30
,,,,,,,474245,2010-06-30
,,,,,,,474254,2010-06-30
,,,,,,,474357,2010-06-30
,,,,,,,474450,2010-06-30
,,,,,,,474544,2010-06-30
,,,,,,,474656,2010-06-30
,,,,,,,474759,2010-06-30
,,,,,,,474825,2010-06-30
,,,,,,,474919,2010-06-30
,,,,,,,475046,2010-06-30
,,,,,,,475215,2010-06-30
,,,,,,,475345,2010-06-30
,,,,,,,475354,2010-06-30
,,,,,,,475363,2010-06-30
,,,,,,,475550,2010-06-30
,,,,,,,475653,2010-06-30
,,,,,,,475756,2010-06-30
,,,,,,,476070,2010-06-30
,,,,,,,476276,2010-06-30
,,,,,,,476342,2010-06-30
,,,,,,,476445,2010-06-30
,,,,,,,476454,2010-06-30
,,,,,,,476539,2010-06-30
516885000,36078000,19974000,165270000,456059000,4634000,140000,476810,2010-06-30
,,,,,,,476968,2010-06-30
,,,,,,,477059,2010-06-30
,,,,,,,477303,2010-06-30
,,,,,,,477321,2010-06-30
,,,,,,,477349,2010-06-30
,,,,,,,477376,2010-06-30
,,,,,,,477639,2010-06-30
,,,,,,,477648,2010-06-30
,,,,,,,477844,2010-06-30
,,,,,,,478140,2010-06-30
,,,,,,,478195,2010-06-30
,,,,,,,478252,2010-06-30
,,,,,,,478430,2010-06-30
,,,,,,,478533,2010-06-30
,,,,,,,478766,2010-06-30
,,,,,,,478944,2010-06-30
,,,,,,,479053,2010-06-30
,,,,,,,479071,2010-06-30
,,,,,,,479268,2010-06-30
,,,,,,,479370,2010-06-30
,,,,,,,479446,2010-06-30
,,,,,,,479567,2010-06-30
,,,,,,,479754,2010-06-30
,,,,,,,479839,2010-06-30
,,,,,,,479914,2010-06-30
,,,,,,,480059,2010-06-30
178064141,19031722,5085124,150581993,145551824,8323439,72032,480228,2010-06-30
,,,,,,,480246,2010-06-30
,,,,,,,480330,2010-06-30
,,,,,,,480433,2010-06-30
,,,,,,,480723,2010-06-30
,,,,,,,480750,2010-06-30
,,,,,,,480853,2010-06-30
,,,,,,,481140,2010-06-30
,,,,,,,481159,2010-06-30
,,,,,,,481177,2010-06-30
,,,,,,,481355,2010-06-30
,,,,,,,481430,2010-06-30
,,,,,,,481542,2010-06-30
,,,,,,,481627,2010-06-30
,,,,,,,481748,2010-06-30
,,,,,,,481878,2010-06-30
,,,,,,,481944,2010-06-30
,,,,,,,482053,2010-06-30
,,,,,,,482156,2010-06-30
,,,,,,,482370,2010-06-30
,,,,,,,482446,2010-06-30
,,,,,,,483032,2010-06-30
,,,,,,,483274,2010-06-30
,,,,,,,483537,2010-06-30
,,,,,,,483751,2010-06-30
,,,,,,,484057,2010-06-30
,,,,,,,484141,2010-06-30
,,,,,,,484927,2010-06-30
,,,,,,,485054,2010-06-30
,,,,,,,485139,2010-06-30
,,,,,,,485214,2010-06-30
,,,,,,,485353,2010-06-30
,,,,,,,485456,2010-06-30
0,0,0,0,0,0,0,485559,2010-06-30
,,,,,,,485652,2010-06-30
,,,,,,,486248,2010-06-30
,,,,,,,486752,2010-06-30
,,,,,,,486837,2010-06-30
,,,,,,,487142,2010-06-30
,,,,,,,487236,2010-06-30
,,,,,,,487357,2010-06-30
,,,,,,,487843,2010-06-30
,,,,,,,488055,2010-06-30
,,,,,,,488167,2010-06-30
150000,0,0,150000,0,150000,0,488318,2010-06-30
,,,,,,,488420,2010-06-30
,,,,,,,488439,2010-06-30
,,,,,,,488653,2010-06-30
,,,,,,,488756,2010-06-30
,,,,,,,489016,2010-06-30
,,,,,,,489155,2010-06-30
,,,,,,,489249,2010-06-30
,,,,,,,489548,2010-06-30
,,,,,,,489623,2010-06-30
,,,,,,,489641,2010-06-30
21422188,119386,0,20426188,20421802,881000,0,489913,2010-06-30
,,,,,,,490179,2010-06-30
,,,,,,,490348,2010-06-30
,,,,,,,490450,2010-06-30
,,,,,,,490535,2010-06-30
,,,,,,,490544,2010-06-30
,,,,,,,490843,2010-06-30
,,,,,,,490937,2010-06-30
,,,,,,,490955,2010-06-30
,,,,,,,491224,2010-06-30
,,,,,,,491251,2010-06-30
,,,,,,,491402,2010-06-30
,,,,,,,491653,2010-06-30
,,,,,,,491822,2010-06-30
,,,,,,,491934,2010-06-30
,,,,,,,492650,2010-06-30
,,,,,,,492810,2010-06-30
,,,,,,,493013,2010-06-30
,,,,,,,493077,2010-06-30
,,,,,,,493143,2010-06-30
,,,,,,,493152,2010-06-30
,,,,,,,493741,2010-06-30
,,,,,,,493844,2010-06-30
,,,,,,,494168,2010-06-30
,,,,,,,494261,2010-06-30
,,,,,,,494654,2010-06-30
,,,,,,,495044,2010-06-30
,,,,,,,495277,2010-06-30
,,,,,,,495419,2010-06-30
,,,,,,,495558,2010-06-30
,,,,,,,495857,2010-06-30
,,,,,,,496434,2010-06-30
,,,,,,,496845,2010-06-30
,,,,,,,496957,2010-06-30
,,,,,,,497039,2010-06-30
144138,0,0,0,144139,0,0,497404,2010-06-30
,,,,,,,497655,2010-06-30
,,,,,,,497851,2010-06-30
,,,,,,,497954,2010-06-30
,,,,,,,497972,2010-06-30
,,,,,,,498148,2010-06-30
,,,,,,,498317,2010-06-30
,,,,,,,498362,2010-06-30
,,,,,,,498456,2010-06-30
,,,,,,,498531,2010-06-30
,,,,,,,498625,2010-06-30
,,,,,,,498746,2010-06-30
,,,,,,,498942,2010-06-30
,,,,,,,499154,2010-06-30
,,,,,,,499453,2010-06-30
,,,,,,,499501,2010-06-30
,,,,,,,499538,2010-06-30
,,,,,,,499743,2010-06-30
,,,,,,,499752,2010-06-30
,,,,,,,499855,2010-06-30
,,,,,,,500256,2010-06-30
,,,,,,,500658,2010-06-30
,,,,,,,501039,2010-06-30
551428,1001,12257,551428,538170,0,0,501105,2010-06-30
