RCFN2200,RCFN2625,RCFN2650,RCFNA245,RCFNB553,RCFNB554,RCFNB555,IDRSSD,RCON9999
,,,,,,,159645,2014-06-30
,,,,,,,159953,2014-06-30
,,,,,,,159971,2014-06-30
,,,,,,,160360,2014-06-30
,,,,,,,160454,2014-06-30
,,,,,,,160557,2014-06-30
0,0,0,0,0,0,0,160614,2014-06-30
,,,,,,,160650,2014-06-30
,,,,,,,160959,2014-06-30
,,,,,,,161273,2014-06-30
,,,,,,,161602,2014-06-30
,,,,,,,162337,2014-06-30
,,,,,,,163343,2014-06-30
,,,,,,,163370,2014-06-30
,,,,,,,163549,2014-06-30
,,,,,,,163857,2014-06-30
,,,,,,,164153,2014-06-30
,,,,,,,164331,2014-06-30
,,,,,,,164377,2014-06-30
,,,,,,,164854,2014-06-30
,,,,,,,164957,2014-06-30
,,,,,,,164975,2014-06-30
,,,,,,,165039,2014-06-30
0,0,0,0,0,0,0,165628,2014-06-30
,,,,,,,165758,2014-06-30
,,,,,,,165806,2014-06-30
,,,,,,,166111,2014-06-30
,,,,,,,166531,2014-06-30
,,,,,,,166652,2014-06-30
,,,,,,,166803,2014-06-30
,,,,,,,166849,2014-06-30
,,,,,,,167060,2014-06-30
,,,,,,,167453,2014-06-30
,,,,,,,167565,2014-06-30
,,,,,,,167752,2014-06-30
,,,,,,,167864,2014-06-30
,,,,,,,168357,2014-06-30
,,,,,,,168441,2014-06-30
,,,,,,,168571,2014-06-30
,,,,,,,169327,2014-06-30
,,,,,,,169354,2014-06-30
,,,,,,,169653,2014-06-30
,,,,,,,169756,2014-06-30
,,,,,,,169952,2014-06-30
,,,,,,,170051,2014-06-30
,,,,,,,170257,2014-06-30
,,,,,,,170275,2014-06-30
,,,,,,,170332,2014-06-30
,,,,,,,170640,2014-06-30
,,,,,,,170976,2014-06-30
4832,4832,0,4832,0,0,0,171133,2014-06-30
,,,,,,,171656,2014-06-30
,,,,,,,171759,2014-06-30
,,,,,,,171768,2014-06-30
,,,,,,,172158,2014-06-30
,,,,,,,172251,2014-06-30
,,,,,,,172457,2014-06-30
,,,,,,,172475,2014-06-30
,,,,,,,172859,2014-06-30
,,,,,,,173306,2014-06-30
,,,,,,,173342,2014-06-30
,,,,,,,173548,2014-06-30
,,,,,,,173557,2014-06-30
,,,,,,,173575,2014-06-30
,,,,,,,173641,2014-06-30
,,,,,,,173959,2014-06-30
,,,,,,,174321,2014-06-30
,,,,,,,174367,2014-06-30
,,,,,,,174572,2014-06-30
,,,,,,,175056,2014-06-30
,,,,,,,175140,2014-06-30
,,,,,,,175458,2014-06-30
,,,,,,,175609,2014-06-30
,,,,,,,175672,2014-06-30
,,,,,,,176053,2014-06-30
,,,,,,,176101,2014-06-30
,,,,,,,176325,2014-06-30
,,,,,,,176437,2014-06-30
,,,,,,,176464,2014-06-30
,,,,,,,176642,2014-06-30
,,,,,,,177135,2014-06-30
,,,,,,,177443,2014-06-30
,,,,,,,177500,2014-06-30
,,,,,,,177546,2014-06-30
,,,,,,,177555,2014-06-30
,,,,,,,177751,2014-06-30
,,,,,,,177920,2014-06-30
,,,,,,,177957,2014-06-30
,,,,,,,178057,2014-06-30
,,,,,,,178150,2014-06-30
,,,,,,,178244,2014-06-30
,,,,,,,178271,2014-06-30
,,,,,,,178356,2014-06-30
,,,,,,,178851,2014-06-30
,,,,,,,179148,2014-06-30
,,,,,,,179335,2014-06-30
,,,,,,,179700,2014-06-30
,,,,,,,179755,2014-06-30
,,,,,,,180041,2014-06-30
,,,,,,,180144,2014-06-30
,,,,,,,180443,2014-06-30
,,,,,,,180537,2014-06-30
,,,,,,,180845,2014-06-30
,,,,,,,181347,2014-06-30
,,,,,,,181758,2014-06-30
,,,,,,,181963,2014-06-30
,,,,,,,182353,2014-06-30
,,,,,,,182652,2014-06-30
,,,,,,,182951,2014-06-30
,,,,,,,183668,2014-06-30
,,,,,,,183770,2014-06-30
,,,,,,,183846,2014-06-30
,,,,,,,183958,2014-06-30
,,,,,,,184142,2014-06-30
,,,,,,,184245,2014-06-30
,,,,,,,184656,2014-06-30
,,,,,,,184759,2014-06-30
,,,,,,,185251,2014-06-30
,,,,,,,185448,2014-06-30
,,,,,,,185859,2014-06-30
,,,,,,,186221,2014-06-30
,,,,,,,186548,2014-06-30
,,,,,,,186717,2014-06-30
,,,,,,,186744,2014-06-30
,,,,,,,186838,2014-06-30
,,,,,,,186856,2014-06-30
,,,,,,,187648,2014-06-30
,,,,,,,187899,2014-06-30
,,,,,,,187947,2014-06-30
,,,,,,,188056,2014-06-30
,,,,,,,188177,2014-06-30
,,,,,,,188430,2014-06-30
,,,,,,,188449,2014-06-30
,,,,,,,188720,2014-06-30
,,,,,,,188739,2014-06-30
,,,,,,,188917,2014-06-30
,,,,,,,188926,2014-06-30
,,,,,,,189044,2014-06-30
,,,,,,,189129,2014-06-30
,,,,,,,189549,2014-06-30
,,,,,,,189745,2014-06-30
,,,,,,,189820,2014-06-30
,,,,,,,189866,2014-06-30
,,,,,,,189950,2014-06-30
,,,,,,,190246,2014-06-30
,,,,,,,190451,2014-06-30
,,,,,,,190563,2014-06-30
,,,,,,,190639,2014-06-30
,,,,,,,190648,2014-06-30
,,,,,,,190947,2014-06-30
,,,,,,,190956,2014-06-30
,,,,,,,191355,2014-06-30
,,,,,,,191449,2014-06-30
,,,,,,,191805,2014-06-30
,,,,,,,191935,2014-06-30
,,,,,,,192147,2014-06-30
,,,,,,,192558,2014-06-30
,,,,,,,192651,2014-06-30
,,,,,,,192857,2014-06-30
,,,,,,,193162,2014-06-30
,,,,,,,193247,2014-06-30
,,,,,,,193537,2014-06-30
,,,,,,,193649,2014-06-30
,,,,,,,193809,2014-06-30
,,,,,,,194253,2014-06-30
,,,,,,,194440,2014-06-30
,,,,,,,194570,2014-06-30
,,,,,,,194936,2014-06-30
,,,,,,,195111,2014-06-30
,,,,,,,195157,2014-06-30
,,,,,,,195456,2014-06-30
,,,,,,,196743,2014-06-30
,,,,,,,196752,2014-06-30
,,,,,,,196800,2014-06-30
,,,,,,,197142,2014-06-30
,,,,,,,197254,2014-06-30
,,,,,,,197302,2014-06-30
856623,0,0,424530,856623,0,0,197478,2014-06-30
,,,,,,,197759,2014-06-30
,,,,,,,198046,2014-06-30
,,,,,,,198073,2014-06-30
,,,,,,,198103,2014-06-30
,,,,,,,198149,2014-06-30
,,,,,,,198251,2014-06-30
,,,,,,,198831,2014-06-30
,,,,,,,198859,2014-06-30
,,,,,,,198961,2014-06-30
,,,,,,,199052,2014-06-30
,,,,,,,199137,2014-06-30
,,,,,,,199351,2014-06-30
,,,,,,,199436,2014-06-30
,,,,,,,199463,2014-06-30
,,,,,,,200042,2014-06-30
,,,,,,,200378,2014-06-30
,,,,,,,200435,2014-06-30
,,,,,,,200640,2014-06-30
,,,,,,,201049,2014-06-30
,,,,,,,201254,2014-06-30
,,,,,,,201647,2014-06-30
,,,,,,,201834,2014-06-30
,,,,,,,202251,2014-06-30
,,,,,,,202514,2014-06-30
,,,,,,,202541,2014-06-30
,,,,,,,202907,2014-06-30
,,,,,,,203043,2014-06-30
,,,,,,,203052,2014-06-30
,,,,,,,203070,2014-06-30
,,,,,,,203418,2014-06-30
,,,,,,,203575,2014-06-30
,,,,,,,204004,2014-06-30
,,,,,,,204077,2014-06-30
,,,,,,,204237,2014-06-30
,,,,,,,204376,2014-06-30
,,,,,,,204826,2014-06-30
,,,,,,,205243,2014-06-30
,,,,,,,205346,2014-06-30
,,,,,,,205458,2014-06-30
,,,,,,,205542,2014-06-30
,,,,,,,205654,2014-06-30
,,,,,,,206156,2014-06-30
,,,,,,,206174,2014-06-30
,,,,,,,206473,2014-06-30
,,,,,,,206772,2014-06-30
,,,,,,,206950,2014-06-30
,,,,,,,207041,2014-06-30
,,,,,,,207050,2014-06-30
,,,,,,,207452,2014-06-30
,,,,,,,207470,2014-06-30
,,,,,,,207555,2014-06-30
,,,,,,,207845,2014-06-30
,,,,,,,207872,2014-06-30
,,,,,,,207957,2014-06-30
,,,,,,,208057,2014-06-30
0,0,0,0,0,0,0,208244,2014-06-30
,,,,,,,208347,2014-06-30
,,,,,,,208440,2014-06-30
,,,,,,,208459,2014-06-30
,,,,,,,208570,2014-06-30
,,,,,,,208655,2014-06-30
,,,,,,,208972,2014-06-30
,,,,,,,209148,2014-06-30
,,,,,,,209362,2014-06-30
,,,,,,,209447,2014-06-30
,,,,,,,209559,2014-06-30
,,,,,,,209830,2014-06-30
,,,,,,,209858,2014-06-30
,,,,,,,210238,2014-06-30
,,,,,,,210256,2014-06-30
51707673,208787,5658411,7701402,45746306,94169,0,210434,2014-06-30
,,,,,,,210452,2014-06-30
,,,,,,,210555,2014-06-30
,,,,,,,210779,2014-06-30
,,,,,,,211114,2014-06-30
,,,,,,,211271,2014-06-30
,,,,,,,211338,2014-06-30
,,,,,,,211851,2014-06-30
,,,,,,,212018,2014-06-30
,,,,,,,212335,2014-06-30
,,,,,,,212344,2014-06-30
812610,25850,0,812610,786760,0,0,212465,2014-06-30
,,,,,,,212522,2014-06-30
,,,,,,,212577,2014-06-30
,,,,,,,213471,2014-06-30
,,,,,,,213538,2014-06-30
,,,,,,,213912,2014-06-30
,,,,,,,213958,2014-06-30
,,,,,,,214106,2014-06-30
,,,,,,,214414,2014-06-30
,,,,,,,214722,2014-06-30
1000,1000,0,0,0,0,0,214807,2014-06-30
,,,,,,,214843,2014-06-30
,,,,,,,215130,2014-06-30
,,,,,,,215251,2014-06-30
,,,,,,,215345,2014-06-30
,,,,,,,215354,2014-06-30
,,,,,,,215653,2014-06-30
,,,,,,,215662,2014-06-30
,,,,,,,215710,2014-06-30
,,,,,,,216164,2014-06-30
,,,,,,,216230,2014-06-30
,,,,,,,216632,2014-06-30
,,,,,,,216922,2014-06-30
,,,,,,,217059,2014-06-30
,,,,,,,217620,2014-06-30
,,,,,,,218131,2014-06-30
,,,,,,,218261,2014-06-30
,,,,,,,218757,2014-06-30
,,,,,,,218775,2014-06-30
,,,,,,,218850,2014-06-30
,,,,,,,218878,2014-06-30
,,,,,,,219044,2014-06-30
,,,,,,,219259,2014-06-30
,,,,,,,219343,2014-06-30
,,,,,,,219651,2014-06-30
,,,,,,,219679,2014-06-30
,,,,,,,219857,2014-06-30
,,,,,,,220059,2014-06-30
,,,,,,,220527,2014-06-30
,,,,,,,220844,2014-06-30
,,,,,,,220974,2014-06-30
,,,,,,,221476,2014-06-30
,,,,,,,221775,2014-06-30
,,,,,,,222156,2014-06-30
,,,,,,,222446,2014-06-30
,,,,,,,222558,2014-06-30
,,,,,,,222754,2014-06-30
,,,,,,,223005,2014-06-30
,,,,,,,223322,2014-06-30
,,,,,,,223331,2014-06-30
,,,,,,,223452,2014-06-30
,,,,,,,223751,2014-06-30
,,,,,,,223845,2014-06-30
,,,,,,,224178,2014-06-30
,,,,,,,224552,2014-06-30
,,,,,,,224637,2014-06-30
,,,,,,,224655,2014-06-30
,,,,,,,224954,2014-06-30
,,,,,,,225054,2014-06-30
,,,,,,,225157,2014-06-30
,,,,,,,225241,2014-06-30
,,,,,,,225335,2014-06-30
,,,,,,,225559,2014-06-30
,,,,,,,225942,2014-06-30
,,,,,,,226752,2014-06-30
,,,,,,,226949,2014-06-30
,,,,,,,227151,2014-06-30
,,,,,,,227179,2014-06-30
,,,,,,,227357,2014-06-30
,,,,,,,227656,2014-06-30
,,,,,,,227777,2014-06-30
,,,,,,,228000,2014-06-30
,,,,,,,228055,2014-06-30
,,,,,,,228158,2014-06-30
,,,,,,,228279,2014-06-30
,,,,,,,228345,2014-06-30
,,,,,,,229070,2014-06-30
,,,,,,,229173,2014-06-30
,,,,,,,229342,2014-06-30
,,,,,,,229454,2014-06-30
,,,,,,,229801,2014-06-30
,,,,,,,229874,2014-06-30
996961,171012,0,949900,816030,9919,0,229913,2014-06-30
,,,,,,,229940,2014-06-30
,,,,,,,230254,2014-06-30
,,,,,,,230423,2014-06-30
,,,,,,,230610,2014-06-30
,,,,,,,230759,2014-06-30
,,,,,,,231149,2014-06-30
,,,,,,,231242,2014-06-30
,,,,,,,231279,2014-06-30
,,,,,,,231336,2014-06-30
,,,,,,,231671,2014-06-30
,,,,,,,232258,2014-06-30
,,,,,,,232847,2014-06-30
,,,,,,,232856,2014-06-30
222985,0,0,0,222985,0,0,233031,2014-06-30
,,,,,,,233246,2014-06-30
,,,,,,,233358,2014-06-30
,,,,,,,233442,2014-06-30
,,,,,,,233451,2014-06-30
,,,,,,,233527,2014-06-30
,,,,,,,233554,2014-06-30
,,,,,,,234056,2014-06-30
,,,,,,,234355,2014-06-30
,,,,,,,234506,2014-06-30
,,,,,,,234739,2014-06-30
,,,,,,,234841,2014-06-30
,,,,,,,235017,2014-06-30
,,,,,,,235174,2014-06-30
,,,,,,,235231,2014-06-30
,,,,,,,235316,2014-06-30
,,,,,,,235446,2014-06-30
,,,,,,,235530,2014-06-30
,,,,,,,235558,2014-06-30
,,,,,,,235950,2014-06-30
,,,,,,,236153,2014-06-30
,,,,,,,236256,2014-06-30
,,,,,,,236603,2014-06-30
,,,,,,,236706,2014-06-30
,,,,,,,236957,2014-06-30
,,,,,,,237066,2014-06-30
,,,,,,,237619,2014-06-30
,,,,,,,237954,2014-06-30
,,,,,,,238045,2014-06-30
,,,,,,,238139,2014-06-30
,,,,,,,238250,2014-06-30
,,,,,,,238737,2014-06-30
,,,,,,,239275,2014-06-30
,,,,,,,239556,2014-06-30
,,,,,,,239613,2014-06-30
,,,,,,,239659,2014-06-30
,,,,,,,239752,2014-06-30
,,,,,,,240002,2014-06-30
,,,,,,,240356,2014-06-30
,,,,,,,240459,2014-06-30
,,,,,,,240954,2014-06-30
,,,,,,,241009,2014-06-30
,,,,,,,241157,2014-06-30
,,,,,,,241559,2014-06-30
,,,,,,,241607,2014-06-30
,,,,,,,242257,2014-06-30
,,,,,,,242444,2014-06-30
,,,,,,,242949,2014-06-30
,,,,,,,242958,2014-06-30
,,,,,,,242976,2014-06-30
,,,,,,,243375,2014-06-30
,,,,,,,243414,2014-06-30
,,,,,,,243955,2014-06-30
,,,,,,,244037,2014-06-30
,,,,,,,244149,2014-06-30
,,,,,,,244158,2014-06-30
,,,,,,,244251,2014-06-30
105137,105137,0,3953,0,0,0,245016,2014-06-30
,,,,,,,245276,2014-06-30
,,,,,,,245351,2014-06-30
,,,,,,,245557,2014-06-30
,,,,,,,246022,2014-06-30
,,,,,,,246134,2014-06-30
,,,,,,,246237,2014-06-30
,,,,,,,246451,2014-06-30
,,,,,,,246657,2014-06-30
,,,,,,,246947,2014-06-30
,,,,,,,246956,2014-06-30
,,,,,,,247140,2014-06-30
,,,,,,,247355,2014-06-30
,,,,,,,247476,2014-06-30
,,,,,,,247551,2014-06-30
,,,,,,,247908,2014-06-30
,,,,,,,248240,2014-06-30
,,,,,,,248352,2014-06-30
,,,,,,,248455,2014-06-30
,,,,,,,248633,2014-06-30
,,,,,,,248745,2014-06-30
,,,,,,,249153,2014-06-30
,,,,,,,249416,2014-06-30
,,,,,,,249546,2014-06-30
,,,,,,,249564,2014-06-30
,,,,,,,249612,2014-06-30
,,,,,,,249658,2014-06-30
,,,,,,,249957,2014-06-30
,,,,,,,250047,2014-06-30
,,,,,,,250430,2014-06-30
,,,,,,,250476,2014-06-30
,,,,,,,250850,2014-06-30
,,,,,,,251352,2014-06-30
,,,,,,,251558,2014-06-30
,,,,,,,251745,2014-06-30
,,,,,,,251857,2014-06-30
,,,,,,,251978,2014-06-30
,,,,,,,252041,2014-06-30
,,,,,,,252256,2014-06-30
,,,,,,,252452,2014-06-30
,,,,,,,252658,2014-06-30
,,,,,,,253356,2014-06-30
,,,,,,,253440,2014-06-30
,,,,,,,253468,2014-06-30
,,,,,,,253646,2014-06-30
,,,,,,,253730,2014-06-30
,,,,,,,253776,2014-06-30
,,,,,,,254317,2014-06-30
,,,,,,,254504,2014-06-30
,,,,,,,254652,2014-06-30
,,,,,,,254849,2014-06-30
,,,,,,,255350,2014-06-30
,,,,,,,255547,2014-06-30
,,,,,,,255556,2014-06-30
,,,,,,,255574,2014-06-30
,,,,,,,255659,2014-06-30
,,,,,,,255873,2014-06-30
,,,,,,,256049,2014-06-30
,,,,,,,256058,2014-06-30
,,,,,,,256076,2014-06-30
,,,,,,,256179,2014-06-30
,,,,,,,256553,2014-06-30
,,,,,,,257233,2014-06-30
,,,,,,,257345,2014-06-30
,,,,,,,257466,2014-06-30
,,,,,,,257578,2014-06-30
,,,,,,,257653,2014-06-30
,,,,,,,257756,2014-06-30
,,,,,,,257868,2014-06-30
,,,,,,,258146,2014-06-30
,,,,,,,258306,2014-06-30
,,,,,,,258351,2014-06-30
,,,,,,,258379,2014-06-30
,,,,,,,258445,2014-06-30
,,,,,,,258539,2014-06-30
,,,,,,,258632,2014-06-30
,,,,,,,258771,2014-06-30
,,,,,,,258874,2014-06-30
,,,,,,,259059,2014-06-30
,,,,,,,259330,2014-06-30
,,,,,,,259442,2014-06-30
,,,,,,,259657,2014-06-30
,,,,,,,259956,2014-06-30
,,,,,,,260055,2014-06-30
,,,,,,,260354,2014-06-30
,,,,,,,260831,2014-06-30
,,,,,,,260868,2014-06-30
,,,,,,,261146,2014-06-30
,,,,,,,261258,2014-06-30
,,,,,,,261360,2014-06-30
,,,,,,,261940,2014-06-30
,,,,,,,262059,2014-06-30
,,,,,,,262237,2014-06-30
,,,,,,,262358,2014-06-30
,,,,,,,262741,2014-06-30
,,,,,,,262844,2014-06-30
,,,,,,,262956,2014-06-30
,,,,,,,263243,2014-06-30
,,,,,,,263551,2014-06-30
,,,,,,,263627,2014-06-30
,,,,,,,264455,2014-06-30
,,,,,,,264772,2014-06-30
,,,,,,,265340,2014-06-30
,,,,,,,265407,2014-06-30
,,,,,,,265452,2014-06-30
,,,,,,,265676,2014-06-30
,,,,,,,266066,2014-06-30
,,,,,,,266244,2014-06-30
,,,,,,,266253,2014-06-30
0,0,0,0,0,0,0,266271,2014-06-30
,,,,,,,266655,2014-06-30
,,,,,,,266851,2014-06-30
,,,,,,,266879,2014-06-30
,,,,,,,266945,2014-06-30
,,,,,,,267652,2014-06-30
,,,,,,,268006,2014-06-30
,,,,,,,268136,2014-06-30
,,,,,,,268257,2014-06-30
,,,,,,,268556,2014-06-30
,,,,,,,268677,2014-06-30
,,,,,,,268828,2014-06-30
,,,,,,,268976,2014-06-30
,,,,,,,269049,2014-06-30
,,,,,,,269058,2014-06-30
,,,,,,,269478,2014-06-30
,,,,,,,269571,2014-06-30
,,,,,,,269759,2014-06-30
,,,,,,,270148,2014-06-30
,,,,,,,270353,2014-06-30
,,,,,,,270504,2014-06-30
,,,,,,,270531,2014-06-30
,,,,,,,270652,2014-06-30
,,,,,,,271136,2014-06-30
,,,,,,,271154,2014-06-30
,,,,,,,271275,2014-06-30
,,,,,,,271341,2014-06-30
,,,,,,,271529,2014-06-30
,,,,,,,271631,2014-06-30
,,,,,,,271752,2014-06-30
,,,,,,,272030,2014-06-30
,,,,,,,272058,2014-06-30
,,,,,,,272151,2014-06-30
,,,,,,,272245,2014-06-30
,,,,,,,272272,2014-06-30
,,,,,,,272302,2014-06-30
,,,,,,,272870,2014-06-30
,,,,,,,273149,2014-06-30
,,,,,,,273251,2014-06-30
,,,,,,,273336,2014-06-30
,,,,,,,273550,2014-06-30
,,,,,,,273653,2014-06-30
,,,,,,,273662,2014-06-30
,,,,,,,273840,2014-06-30
,,,,,,,273859,2014-06-30
,,,,,,,274025,2014-06-30
,,,,,,,274052,2014-06-30
,,,,,,,274164,2014-06-30
,,,,,,,274548,2014-06-30
,,,,,,,274641,2014-06-30
,,,,,,,274829,2014-06-30
,,,,,,,274856,2014-06-30
,,,,,,,275255,2014-06-30
,,,,,,,275358,2014-06-30
,,,,,,,275479,2014-06-30
,,,,,,,275509,2014-06-30
,,,,,,,275657,2014-06-30
,,,,,,,275750,2014-06-30
,,,,,,,276074,2014-06-30
,,,,,,,276159,2014-06-30
,,,,,,,276355,2014-06-30
,,,,,,,276551,2014-06-30
0,0,0,0,0,0,0,276579,2014-06-30
,,,,,,,276645,2014-06-30
,,,,,,,276654,2014-06-30
,,,,,,,276850,2014-06-30
,,,,,,,276953,2014-06-30
,,,,,,,277053,2014-06-30
,,,,,,,277240,2014-06-30
,,,,,,,277277,2014-06-30
,,,,,,,277558,2014-06-30
,,,,,,,277679,2014-06-30
,,,,,,,277736,2014-06-30
,,,,,,,277820,2014-06-30
,,,,,,,278078,2014-06-30
,,,,,,,278153,2014-06-30
,,,,,,,278256,2014-06-30
,,,,,,,278555,2014-06-30
,,,,,,,278733,2014-06-30
,,,,,,,278751,2014-06-30
,,,,,,,278818,2014-06-30
,,,,,,,278872,2014-06-30
,,,,,,,278957,2014-06-30
,,,,,,,279105,2014-06-30
,,,,,,,279673,2014-06-30
,,,,,,,279842,2014-06-30
,,,,,,,279954,2014-06-30
,,,,,,,280044,2014-06-30
702809,0,0,682503,682503,0,20306,280110,2014-06-30
,,,,,,,280138,2014-06-30
,,,,,,,280352,2014-06-30
,,,,,,,280558,2014-06-30
,,,,,,,281210,2014-06-30
,,,,,,,282048,2014-06-30
,,,,,,,282075,2014-06-30
,,,,,,,282226,2014-06-30
,,,,,,,282329,2014-06-30
,,,,,,,282824,2014-06-30
,,,,,,,283157,2014-06-30
,,,,,,,283438,2014-06-30
,,,,,,,283652,2014-06-30
,,,,,,,283737,2014-06-30
,,,,,,,283858,2014-06-30
,,,,,,,283867,2014-06-30
,,,,,,,284154,2014-06-30
,,,,,,,284190,2014-06-30
,,,,,,,284239,2014-06-30
,,,,,,,284248,2014-06-30
,,,,,,,284556,2014-06-30
,,,,,,,284574,2014-06-30
,,,,,,,284752,2014-06-30
,,,,,,,284958,2014-06-30
,,,,,,,285151,2014-06-30
,,,,,,,285348,2014-06-30
,,,,,,,285544,2014-06-30
,,,,,,,285553,2014-06-30
,,,,,,,285740,2014-06-30
,,,,,,,285759,2014-06-30
,,,,,,,285777,2014-06-30
,,,,,,,285852,2014-06-30
,,,,,,,285928,2014-06-30
,,,,,,,286251,2014-06-30
,,,,,,,286457,2014-06-30
,,,,,,,286840,2014-06-30
,,,,,,,287007,2014-06-30
,,,,,,,287342,2014-06-30
,,,,,,,287856,2014-06-30
,,,,,,,287922,2014-06-30
,,,,,,,287959,2014-06-30
,,,,,,,288152,2014-06-30
,,,,,,,288358,2014-06-30
,,,,,,,288376,2014-06-30
,,,,,,,288853,2014-06-30
,,,,,,,289056,2014-06-30
,,,,,,,289225,2014-06-30
,,,,,,,289515,2014-06-30
,,,,,,,289702,2014-06-30
,,,,,,,289739,2014-06-30
,,,,,,,289757,2014-06-30
,,,,,,,290052,2014-06-30
,,,,,,,290230,2014-06-30
,,,,,,,290249,2014-06-30
,,,,,,,290838,2014-06-30
,,,,,,,290922,2014-06-30
,,,,,,,291059,2014-06-30
,,,,,,,291273,2014-06-30
,,,,,,,291330,2014-06-30
,,,,,,,291376,2014-06-30
,,,,,,,291611,2014-06-30
,,,,,,,291732,2014-06-30
,,,,,,,292234,2014-06-30
,,,,,,,292467,2014-06-30
,,,,,,,292524,2014-06-30
,,,,,,,292850,2014-06-30
,,,,,,,292908,2014-06-30
,,,,,,,293053,2014-06-30
,,,,,,,293352,2014-06-30
,,,,,,,293437,2014-06-30
,,,,,,,293651,2014-06-30
,,,,,,,293754,2014-06-30
,,,,,,,294023,2014-06-30
,,,,,,,294153,2014-06-30
,,,,,,,294256,2014-06-30
,,,,,,,294564,2014-06-30
,,,,,,,294676,2014-06-30
,,,,,,,294751,2014-06-30
,,,,,,,294779,2014-06-30
,,,,,,,294827,2014-06-30
,,,,,,,295011,2014-06-30
,,,,,,,295057,2014-06-30
,,,,,,,295646,2014-06-30
,,,,,,,296456,2014-06-30
,,,,,,,296474,2014-06-30
,,,,,,,296559,2014-06-30
,,,,,,,296755,2014-06-30
,,,,,,,296858,2014-06-30
,,,,,,,297051,2014-06-30
,,,,,,,297257,2014-06-30
,,,,,,,297378,2014-06-30
,,,,,,,297547,2014-06-30
,,,,,,,297631,2014-06-30
,,,,,,,297761,2014-06-30
,,,,,,,298049,2014-06-30
,,,,,,,298218,2014-06-30
,,,,,,,298245,2014-06-30
,,,,,,,299046,2014-06-30
,,,,,,,299251,2014-06-30
,,,,,,,299868,2014-06-30
,,,,,,,300009,2014-06-30
,,,,,,,300036,2014-06-30
,,,,,,,300063,2014-06-30
,,,,,,,300157,2014-06-30
,,,,,,,300250,2014-06-30
,,,,,,,300353,2014-06-30
,,,,,,,300456,2014-06-30
,,,,,,,300933,2014-06-30
,,,,,,,300942,2014-06-30
,,,,,,,300960,2014-06-30
,,,,,,,301574,2014-06-30
,,,,,,,301640,2014-06-30
,,,,,,,301800,2014-06-30
,,,,,,,302030,2014-06-30
,,,,,,,302133,2014-06-30
,,,,,,,302553,2014-06-30
,,,,,,,302656,2014-06-30
,,,,,,,302665,2014-06-30
,,,,,,,303550,2014-06-30
,,,,,,,303653,2014-06-30
,,,,,,,303701,2014-06-30
,,,,,,,303747,2014-06-30
,,,,,,,303952,2014-06-30
,,,,,,,304155,2014-06-30
,,,,,,,304173,2014-06-30
,,,,,,,304520,2014-06-30
,,,,,,,304575,2014-06-30
,,,,,,,304762,2014-06-30
,,,,,,,304913,2014-06-30
,,,,,,,305059,2014-06-30
,,,,,,,305077,2014-06-30
,,,,,,,305152,2014-06-30
,,,,,,,305237,2014-06-30
,,,,,,,305433,2014-06-30
,,,,,,,305442,2014-06-30
,,,,,,,305648,2014-06-30
,,,,,,,305750,2014-06-30
,,,,,,,306056,2014-06-30
,,,,,,,306140,2014-06-30
,,,,,,,306159,2014-06-30
,,,,,,,306270,2014-06-30
,,,,,,,306337,2014-06-30
,,,,,,,306579,2014-06-30
,,,,,,,306739,2014-06-30
,,,,,,,306908,2014-06-30
,,,,,,,307062,2014-06-30
,,,,,,,307334,2014-06-30
,,,,,,,307361,2014-06-30
,,,,,,,307679,2014-06-30
,,,,,,,307932,2014-06-30
,,,,,,,307950,2014-06-30
,,,,,,,308256,2014-06-30
,,,,,,,308340,2014-06-30
,,,,,,,308443,2014-06-30
,,,,,,,308836,2014-06-30
,,,,,,,309150,2014-06-30
,,,,,,,309570,2014-06-30
,,,,,,,309655,2014-06-30
,,,,,,,309851,2014-06-30
,,,,,,,309972,2014-06-30
,,,,,,,310071,2014-06-30
,,,,,,,310437,2014-06-30
,,,,,,,310754,2014-06-30
,,,,,,,310875,2014-06-30
,,,,,,,310950,2014-06-30
,,,,,,,310978,2014-06-30
,,,,,,,311050,2014-06-30
,,,,,,,311144,2014-06-30
,,,,,,,311256,2014-06-30
,,,,,,,311265,2014-06-30
,,,,,,,311603,2014-06-30
,,,,,,,311649,2014-06-30
,,,,,,,311658,2014-06-30
,,,,,,,311845,2014-06-30
,,,,,,,311939,2014-06-30
,,,,,,,312244,2014-06-30
,,,,,,,312356,2014-06-30
,,,,,,,312570,2014-06-30
,,,,,,,312730,2014-06-30
,,,,,,,313009,2014-06-30
,,,,,,,313157,2014-06-30
,,,,,,,313175,2014-06-30
,,,,,,,313223,2014-06-30
,,,,,,,313401,2014-06-30
,,,,,,,313577,2014-06-30
,,,,,,,313773,2014-06-30
,,,,,,,314257,2014-06-30
,,,,,,,314444,2014-06-30
,,,,,,,315339,2014-06-30
,,,,,,,315357,2014-06-30
,,,,,,,315629,2014-06-30
,,,,,,,315656,2014-06-30
,,,,,,,315852,2014-06-30
,,,,,,,316354,2014-06-30
,,,,,,,316840,2014-06-30
,,,,,,,316859,2014-06-30
,,,,,,,316934,2014-06-30
,,,,,,,317100,2014-06-30
,,,,,,,317258,2014-06-30
,,,,,,,317342,2014-06-30
,,,,,,,317379,2014-06-30
,,,,,,,317650,2014-06-30
,,,,,,,318639,2014-06-30
