RCFN2200,RCFN2625,RCFN2650,RCFNA245,RCFNB553,RCFNB554,RCFNB555,IDRSSD,RCON9999
,,,,,,,318835,2014-06-30
,,,,,,,318947,2014-06-30
,,,,,,,318974,2014-06-30
,,,,,,,319047,2014-06-30
,,,,,,,319458,2014-06-30
,,,,,,,319551,2014-06-30
,,,,,,,320034,2014-06-30
,,,,,,,320052,2014-06-30
,,,,,,,320070,2014-06-30
2066375,486992,142,371395,1579241,0,0,320119,2014-06-30
,,,,,,,320155,2014-06-30
,,,,,,,321152,2014-06-30
,,,,,,,321255,2014-06-30
,,,,,,,321273,2014-06-30
,,,,,,,321330,2014-06-30
,,,,,,,321947,2014-06-30
,,,,,,,322056,2014-06-30
,,,,,,,322177,2014-06-30
,,,,,,,322449,2014-06-30
,,,,,,,322476,2014-06-30
,,,,,,,322551,2014-06-30
,,,,,,,322757,2014-06-30
,,,,,,,322850,2014-06-30
,,,,,,,323204,2014-06-30
,,,,,,,323651,2014-06-30
,,,,,,,323718,2014-06-30
,,,,,,,324153,2014-06-30
,,,,,,,324229,2014-06-30
,,,,,,,324256,2014-06-30
,,,,,,,324274,2014-06-30
,,,,,,,324340,2014-06-30
,,,,,,,324649,2014-06-30
,,,,,,,324854,2014-06-30
,,,,,,,324863,2014-06-30
,,,,,,,324975,2014-06-30
,,,,,,,325141,2014-06-30
,,,,,,,325459,2014-06-30
,,,,,,,325534,2014-06-30
,,,,,,,326054,2014-06-30
,,,,,,,326344,2014-06-30
,,,,,,,326858,2014-06-30
,,,,,,,326979,2014-06-30
,,,,,,,327220,2014-06-30
,,,,,,,327305,2014-06-30
,,,,,,,327435,2014-06-30
,,,,,,,327453,2014-06-30
,,,,,,,327556,2014-06-30
,,,,,,,327855,2014-06-30
,,,,,,,327949,2014-06-30
,,,,,,,328058,2014-06-30
,,,,,,,328357,2014-06-30
,,,,,,,328423,2014-06-30
,,,,,,,328450,2014-06-30
,,,,,,,328656,2014-06-30
,,,,,,,328777,2014-06-30
,,,,,,,329149,2014-06-30
,,,,,,,329345,2014-06-30
,,,,,,,329550,2014-06-30
,,,,,,,329952,2014-06-30
,,,,,,,330239,2014-06-30
,,,,,,,330248,2014-06-30
,,,,,,,330453,2014-06-30
,,,,,,,330855,2014-06-30
,,,,,,,330873,2014-06-30
,,,,,,,330949,2014-06-30
,,,,,,,331076,2014-06-30
,,,,,,,331375,2014-06-30
,,,,,,,331544,2014-06-30
,,,,,,,331553,2014-06-30
,,,,,,,331713,2014-06-30
,,,,,,,332055,2014-06-30
,,,,,,,332224,2014-06-30
,,,,,,,332345,2014-06-30
,,,,,,,332402,2014-06-30
,,,,,,,332671,2014-06-30
,,,,,,,332756,2014-06-30
,,,,,,,333034,2014-06-30
,,,,,,,333052,2014-06-30
,,,,,,,333203,2014-06-30
,,,,,,,333650,2014-06-30
,,,,,,,333856,2014-06-30
,,,,,,,333940,2014-06-30
,,,,,,,334264,2014-06-30
,,,,,,,334648,2014-06-30
,,,,,,,334657,2014-06-30
,,,,,,,335346,2014-06-30
,,,,,,,335355,2014-06-30
,,,,,,,335757,2014-06-30
,,,,,,,336147,2014-06-30
,,,,,,,336361,2014-06-30
,,,,,,,336576,2014-06-30
,,,,,,,336950,2014-06-30
,,,,,,,337247,2014-06-30
,,,,,,,337340,2014-06-30
,,,,,,,338178,2014-06-30
,,,,,,,338646,2014-06-30
,,,,,,,338758,2014-06-30
,,,,,,,338851,2014-06-30
,,,,,,,338945,2014-06-30
,,,,,,,339054,2014-06-30
,,,,,,,339072,2014-06-30
,,,,,,,339353,2014-06-30
,,,,,,,339456,2014-06-30
,,,,,,,339607,2014-06-30
,,,,,,,339773,2014-06-30
774272,0,0,0,774272,0,0,339858,2014-06-30
,,,,,,,339876,2014-06-30
,,,,,,,339951,2014-06-30
,,,,,,,340135,2014-06-30
,,,,,,,340144,2014-06-30
,,,,,,,340256,2014-06-30
,,,,,,,340443,2014-06-30
,,,,,,,340649,2014-06-30
,,,,,,,340742,2014-06-30
,,,,,,,340751,2014-06-30
,,,,,,,341310,2014-06-30
,,,,,,,342054,2014-06-30
,,,,,,,342175,2014-06-30
,,,,,,,342362,2014-06-30
,,,,,,,342410,2014-06-30
,,,,,,,342634,2014-06-30
,,,,,,,343051,2014-06-30
,,,,,,,343248,2014-06-30
,,,,,,,343257,2014-06-30
,,,,,,,343378,2014-06-30
,,,,,,,343770,2014-06-30
,,,,,,,343903,2014-06-30
,,,,,,,343958,2014-06-30
,,,,,,,344647,2014-06-30
,,,,,,,344816,2014-06-30
,,,,,,,344852,2014-06-30
,,,,,,,345309,2014-06-30
,,,,,,,345345,2014-06-30
,,,,,,,345747,2014-06-30
,,,,,,,345756,2014-06-30
,,,,,,,345877,2014-06-30
,,,,,,,346379,2014-06-30
,,,,,,,346566,2014-06-30
,,,,,,,346771,2014-06-30
,,,,,,,347022,2014-06-30
,,,,,,,347639,2014-06-30
,,,,,,,347956,2014-06-30
,,,,,,,348159,2014-06-30
,,,,,,,348207,2014-06-30
,,,,,,,348542,2014-06-30
,,,,,,,348551,2014-06-30
,,,,,,,348720,2014-06-30
,,,,,,,348748,2014-06-30
,,,,,,,349129,2014-06-30
,,,,,,,349343,2014-06-30
,,,,,,,349370,2014-06-30
,,,,,,,350572,2014-06-30
,,,,,,,350657,2014-06-30
,,,,,,,350750,2014-06-30
,,,,,,,351131,2014-06-30
,,,,,,,351560,2014-06-30
,,,,,,,351850,2014-06-30
,,,,,,,351878,2014-06-30
,,,,,,,352035,2014-06-30
,,,,,,,352370,2014-06-30
,,,,,,,352651,2014-06-30
,,,,,,,352745,2014-06-30
,,,,,,,352772,2014-06-30
,,,,,,,352820,2014-06-30
,,,,,,,353238,2014-06-30
,,,,,,,353546,2014-06-30
,,,,,,,353555,2014-06-30
,,,,,,,353724,2014-06-30
,,,,,,,353957,2014-06-30
,,,,,,,354057,2014-06-30
,,,,,,,354253,2014-06-30
,,,,,,,354310,2014-06-30
,,,,,,,354552,2014-06-30
,,,,,,,354851,2014-06-30
,,,,,,,355120,2014-06-30
,,,,,,,355559,2014-06-30
,,,,,,,355737,2014-06-30
,,,,,,,355746,2014-06-30
,,,,,,,355821,2014-06-30
,,,,,,,355858,2014-06-30
,,,,,,,356145,2014-06-30
,,,,,,,356239,2014-06-30
,,,,,,,356659,2014-06-30
,,,,,,,356752,2014-06-30
,,,,,,,357049,2014-06-30
,,,,,,,357151,2014-06-30
,,,,,,,357526,2014-06-30
,,,,,,,357553,2014-06-30
,,,,,,,357777,2014-06-30
,,,,,,,357937,2014-06-30
,,,,,,,358112,2014-06-30
,,,,,,,358149,2014-06-30
,,,,,,,358233,2014-06-30
,,,,,,,358448,2014-06-30
,,,,,,,358756,2014-06-30
,,,,,,,359324,2014-06-30
,,,,,,,359360,2014-06-30
,,,,,,,359472,2014-06-30
,,,,,,,359650,2014-06-30
,,,,,,,359744,2014-06-30
,,,,,,,359838,2014-06-30
,,,,,,,359856,2014-06-30
,,,,,,,360777,2014-06-30
,,,,,,,360843,2014-06-30
,,,,,,,360955,2014-06-30
,,,,,,,361055,2014-06-30
,,,,,,,361167,2014-06-30
,,,,,,,361279,2014-06-30
,,,,,,,361354,2014-06-30
,,,,,,,361439,2014-06-30
,,,,,,,361653,2014-06-30
,,,,,,,362043,2014-06-30
,,,,,,,362155,2014-06-30
,,,,,,,362717,2014-06-30
,,,,,,,362753,2014-06-30
,,,,,,,362856,2014-06-30
,,,,,,,362940,2014-06-30
,,,,,,,363442,2014-06-30
,,,,,,,363648,2014-06-30
,,,,,,,363657,2014-06-30
,,,,,,,363778,2014-06-30
,,,,,,,364131,2014-06-30
16260,0,0,3130,16260,0,0,364270,2014-06-30
,,,,,,,364430,2014-06-30
,,,,,,,364449,2014-06-30
,,,,,,,364850,2014-06-30
,,,,,,,365325,2014-06-30
,,,,,,,365455,2014-06-30
,,,,,,,365576,2014-06-30
,,,,,,,365745,2014-06-30
,,,,,,,365848,2014-06-30
,,,,,,,365875,2014-06-30
,,,,,,,365950,2014-06-30
,,,,,,,366078,2014-06-30
,,,,,,,366238,2014-06-30
,,,,,,,366247,2014-06-30
,,,,,,,366359,2014-06-30
,,,,,,,366658,2014-06-30
,,,,,,,366854,2014-06-30
,,,,,,,367150,2014-06-30
,,,,,,,367178,2014-06-30
,,,,,,,367431,2014-06-30
,,,,,,,367543,2014-06-30
,,,,,,,367954,2014-06-30
,,,,,,,368054,2014-06-30
,,,,,,,368175,2014-06-30
,,,,,,,368344,2014-06-30
,,,,,,,368429,2014-06-30
,,,,,,,368522,2014-06-30
,,,,,,,368933,2014-06-30
,,,,,,,368951,2014-06-30
,,,,,,,369453,2014-06-30
,,,,,,,369659,2014-06-30
,,,,,,,370020,2014-06-30
,,,,,,,370271,2014-06-30
,,,,,,,370347,2014-06-30
,,,,,,,370721,2014-06-30
,,,,,,,370758,2014-06-30
,,,,,,,370833,2014-06-30
,,,,,,,370954,2014-06-30
,,,,,,,371223,2014-06-30
,,,,,,,371232,2014-06-30
,,,,,,,371362,2014-06-30
,,,,,,,371559,2014-06-30
,,,,,,,371755,2014-06-30
,,,,,,,371849,2014-06-30
,,,,,,,371858,2014-06-30
,,,,,,,371924,2014-06-30
,,,,,,,371942,2014-06-30
,,,,,,,372444,2014-06-30
,,,,,,,372538,2014-06-30
,,,,,,,372556,2014-06-30
,,,,,,,372640,2014-06-30
,,,,,,,372855,2014-06-30
,,,,,,,373058,2014-06-30
,,,,,,,373115,2014-06-30
,,,,,,,373272,2014-06-30
,,,,,,,373553,2014-06-30
,,,,,,,373601,2014-06-30
,,,,,,,374130,2014-06-30
,,,,,,,374354,2014-06-30
,,,,,,,374653,2014-06-30
,,,,,,,374774,2014-06-30
,,,,,,,375034,2014-06-30
,,,,,,,375043,2014-06-30
,,,,,,,375379,2014-06-30
,,,,,,,375502,2014-06-30
,,,,,,,375566,2014-06-30
,,,,,,,375650,2014-06-30
,,,,,,,376068,2014-06-30
,,,,,,,376237,2014-06-30
,,,,,,,376273,2014-06-30
,,,,,,,376433,2014-06-30
,,,,,,,376442,2014-06-30
,,,,,,,376657,2014-06-30
,,,,,,,376947,2014-06-30
,,,,,,,377663,2014-06-30
,,,,,,,377850,2014-06-30
,,,,,,,377908,2014-06-30
,,,,,,,378044,2014-06-30
,,,,,,,378110,2014-06-30
,,,,,,,378549,2014-06-30
,,,,,,,378558,2014-06-30
,,,,,,,378642,2014-06-30
,,,,,,,378651,2014-06-30
,,,,,,,378950,2014-06-30
,,,,,,,379050,2014-06-30
,,,,,,,379153,2014-06-30
,,,,,,,379171,2014-06-30
,,,,,,,379359,2014-06-30
,,,,,,,379470,2014-06-30
,,,,,,,379649,2014-06-30
,,,,,,,379920,2014-06-30
,,,,,,,380346,2014-06-30
,,,,,,,380458,2014-06-30
,,,,,,,380533,2014-06-30
,,,,,,,380654,2014-06-30
,,,,,,,380841,2014-06-30
,,,,,,,380878,2014-06-30
,,,,,,,380944,2014-06-30
,,,,,,,381026,2014-06-30
,,,,,,,381343,2014-06-30
,,,,,,,381754,2014-06-30
,,,,,,,381839,2014-06-30
,,,,,,,381932,2014-06-30
,,,,,,,381950,2014-06-30
,,,,,,,382050,2014-06-30
,,,,,,,382069,2014-06-30
,,,,,,,382256,2014-06-30
,,,,,,,382274,2014-06-30
,,,,,,,382443,2014-06-30
,,,,,,,382537,2014-06-30
,,,,,,,382649,2014-06-30
,,,,,,,382658,2014-06-30
,,,,,,,382667,2014-06-30
,,,,,,,382742,2014-06-30
,,,,,,,382854,2014-06-30
,,,,,,,384018,2014-06-30
,,,,,,,384278,2014-06-30
,,,,,,,384335,2014-06-30
,,,,,,,384353,2014-06-30
,,,,,,,384652,2014-06-30
,,,,,,,384830,2014-06-30
,,,,,,,385350,2014-06-30
,,,,,,,385471,2014-06-30
,,,,,,,385547,2014-06-30
,,,,,,,385686,2014-06-30
,,,,,,,386049,2014-06-30
,,,,,,,386142,2014-06-30
,,,,,,,386432,2014-06-30
,,,,,,,386450,2014-06-30
,,,,,,,386731,2014-06-30
,,,,,,,386825,2014-06-30
,,,,,,,386852,2014-06-30
,,,,,,,387055,2014-06-30
,,,,,,,387671,2014-06-30
,,,,,,,388155,2014-06-30
,,,,,,,388258,2014-06-30
,,,,,,,388557,2014-06-30
,,,,,,,388744,2014-06-30
,,,,,,,388753,2014-06-30
,,,,,,,388874,2014-06-30
,,,,,,,388940,2014-06-30
,,,,,,,389059,2014-06-30
,,,,,,,389358,2014-06-30
,,,,,,,389376,2014-06-30
,,,,,,,389826,2014-06-30
,,,,,,,390167,2014-06-30
,,,,,,,390336,2014-06-30
,,,,,,,390372,2014-06-30
,,,,,,,390840,2014-06-30
,,,,,,,391418,2014-06-30
,,,,,,,391557,2014-06-30
,,,,,,,391575,2014-06-30
,,,,,,,391959,2014-06-30
,,,,,,,391977,2014-06-30
,,,,,,,392152,2014-06-30
,,,,,,,392255,2014-06-30
,,,,,,,392778,2014-06-30
,,,,,,,393252,2014-06-30
,,,,,,,393355,2014-06-30
,,,,,,,393757,2014-06-30
,,,,,,,393850,2014-06-30
,,,,,,,393953,2014-06-30
,,,,,,,394156,2014-06-30
,,,,,,,394259,2014-06-30
,,,,,,,395238,2014-06-30
,,,,,,,395274,2014-06-30
,,,,,,,395836,2014-06-30
,,,,,,,396057,2014-06-30
,,,,,,,396244,2014-06-30
,,,,,,,396253,2014-06-30
,,,,,,,396356,2014-06-30
,,,,,,,396954,2014-06-30
,,,,,,,397456,2014-06-30
,,,,,,,397531,2014-06-30
,,,,,,,397540,2014-06-30
,,,,,,,397559,2014-06-30
,,,,,,,397755,2014-06-30
,,,,,,,397858,2014-06-30
,,,,,,,398051,2014-06-30
,,,,,,,398248,2014-06-30
,,,,,,,398350,2014-06-30
,,,,,,,398631,2014-06-30
,,,,,,,398668,2014-06-30
,,,,,,,398837,2014-06-30
,,,,,,,399357,2014-06-30
,,,,,,,399517,2014-06-30
,,,,,,,399731,2014-06-30
,,,,,,,399973,2014-06-30
,,,,,,,400057,2014-06-30
,,,,,,,400141,2014-06-30
,,,,,,,400365,2014-06-30
,,,,,,,400552,2014-06-30
,,,,,,,400767,2014-06-30
,,,,,,,400945,2014-06-30
,,,,,,,401072,2014-06-30
,,,,,,,401148,2014-06-30
,,,,,,,401447,2014-06-30
,,,,,,,401559,2014-06-30
,,,,,,,401755,2014-06-30
,,,,,,,401906,2014-06-30
,,,,,,,401951,2014-06-30
,,,,,,,402275,2014-06-30
,,,,,,,402462,2014-06-30
,,,,,,,402846,2014-06-30
,,,,,,,402873,2014-06-30
,,,,,,,403067,2014-06-30
,,,,,,,403106,2014-06-30
,,,,,,,403151,2014-06-30
,,,,,,,403179,2014-06-30
,,,,,,,403254,2014-06-30
,,,,,,,403357,2014-06-30
,,,,,,,403656,2014-06-30
,,,,,,,403870,2014-06-30
,,,,,,,403937,2014-06-30
,,,,,,,403946,2014-06-30
,,,,,,,404653,2014-06-30
,,,,,,,404943,2014-06-30
,,,,,,,406022,2014-06-30
,,,,,,,406059,2014-06-30
,,,,,,,406666,2014-06-30
,,,,,,,406778,2014-06-30
,,,,,,,406974,2014-06-30
,,,,,,,407168,2014-06-30
,,,,,,,407506,2014-06-30
,,,,,,,407645,2014-06-30
,,,,,,,407850,2014-06-30
,,,,,,,408147,2014-06-30
,,,,,,,408307,2014-06-30
,,,,,,,408642,2014-06-30
,,,,,,,408875,2014-06-30
,,,,,,,409265,2014-06-30
,,,,,,,410159,2014-06-30
,,,,,,,410560,2014-06-30
,,,,,,,410748,2014-06-30
,,,,,,,410917,2014-06-30
,,,,,,,410944,2014-06-30
,,,,,,,411053,2014-06-30
,,,,,,,411062,2014-06-30
,,,,,,,411174,2014-06-30
,,,,,,,411231,2014-06-30
,,,,,,,411240,2014-06-30
,,,,,,,411473,2014-06-30
,,,,,,,411512,2014-06-30
,,,,,,,411549,2014-06-30
,,,,,,,411576,2014-06-30
,,,,,,,411624,2014-06-30
,,,,,,,411651,2014-06-30
,,,,,,,412135,2014-06-30
,,,,,,,412153,2014-06-30
,,,,,,,412452,2014-06-30
,,,,,,,412555,2014-06-30
,,,,,,,412667,2014-06-30
,,,,,,,412751,2014-06-30
,,,,,,,412845,2014-06-30
,,,,,,,412872,2014-06-30
,,,,,,,413141,2014-06-30
17566709,9619384,235059,4751695,7708861,3405,0,413208,2014-06-30
,,,,,,,413347,2014-06-30
,,,,,,,413543,2014-06-30
,,,,,,,413646,2014-06-30
,,,,,,,413673,2014-06-30
,,,,,,,413730,2014-06-30
,,,,,,,413758,2014-06-30
,,,,,,,413851,2014-06-30
,,,,,,,414102,2014-06-30
,,,,,,,414652,2014-06-30
,,,,,,,414764,2014-06-30
,,,,,,,414858,2014-06-30
,,,,,,,415677,2014-06-30
,,,,,,,415770,2014-06-30
,,,,,,,415855,2014-06-30
,,,,,,,416245,2014-06-30
,,,,,,,416272,2014-06-30
,,,,,,,416339,2014-06-30
,,,,,,,416348,2014-06-30
,,,,,,,416357,2014-06-30
,,,,,,,416656,2014-06-30
,,,,,,,416674,2014-06-30
,,,,,,,416973,2014-06-30
,,,,,,,417149,2014-06-30
,,,,,,,417626,2014-06-30
,,,,,,,417710,2014-06-30
,,,,,,,418100,2014-06-30
,,,,,,,418249,2014-06-30
,,,,,,,418436,2014-06-30
,,,,,,,418856,2014-06-30
,,,,,,,419255,2014-06-30
,,,,,,,419406,2014-06-30
,,,,,,,419460,2014-06-30
,,,,,,,419675,2014-06-30
,,,,,,,419947,2014-06-30
,,,,,,,420457,2014-06-30
,,,,,,,420578,2014-06-30
,,,,,,,420644,2014-06-30
,,,,,,,420653,2014-06-30
,,,,,,,420877,2014-06-30
,,,,,,,421445,2014-06-30
,,,,,,,421539,2014-06-30
,,,,,,,422059,2014-06-30
,,,,,,,422116,2014-06-30
,,,,,,,422433,2014-06-30
,,,,,,,422657,2014-06-30
,,,,,,,423159,2014-06-30
,,,,,,,423449,2014-06-30
,,,,,,,423458,2014-06-30
,,,,,,,423636,2014-06-30
,,,,,,,423739,2014-06-30
,,,,,,,423841,2014-06-30
,,,,,,,424156,2014-06-30
,,,,,,,424240,2014-06-30
,,,,,,,424352,2014-06-30
,,,,,,,424437,2014-06-30
,,,,,,,424633,2014-06-30
,,,,,,,425050,2014-06-30
,,,,,,,425108,2014-06-30
,,,,,,,425818,2014-06-30
,,,,,,,425845,2014-06-30
,,,,,,,425911,2014-06-30
,,,,,,,425957,2014-06-30
,,,,,,,426057,2014-06-30
,,,,,,,426141,2014-06-30
,,,,,,,426534,2014-06-30
,,,,,,,426758,2014-06-30
,,,,,,,426945,2014-06-30
,,,,,,,427241,2014-06-30
,,,,,,,427353,2014-06-30
,,,,,,,427858,2014-06-30
,,,,,,,427960,2014-06-30
,,,,,,,428060,2014-06-30
,,,,,,,428462,2014-06-30
,,,,,,,428471,2014-06-30
,,,,,,,428547,2014-06-30
,,,,,,,428631,2014-06-30
,,,,,,,428855,2014-06-30
,,,,,,,429021,2014-06-30
,,,,,,,429487,2014-06-30
,,,,,,,430036,2014-06-30
,,,,,,,430054,2014-06-30
,,,,,,,430344,2014-06-30
,,,,,,,430670,2014-06-30
,,,,,,,431172,2014-06-30
,,,,,,,431323,2014-06-30
,,,,,,,431350,2014-06-30
,,,,,,,431846,2014-06-30
,,,,,,,431958,2014-06-30
,,,,,,,432012,2014-06-30
,,,,,,,432058,2014-06-30
,,,,,,,432432,2014-06-30
,,,,,,,432478,2014-06-30
,,,,,,,433158,2014-06-30
,,,,,,,433505,2014-06-30
,,,,,,,433550,2014-06-30
,,,,,,,433608,2014-06-30
,,,,,,,433859,2014-06-30
,,,,,,,433943,2014-06-30
,,,,,,,434203,2014-06-30
,,,,,,,434539,2014-06-30
,,,,,,,435059,2014-06-30
,,,,,,,435077,2014-06-30
,,,,,,,435255,2014-06-30
,,,,,,,435349,2014-06-30
,,,,,,,435358,2014-06-30
,,,,,,,435666,2014-06-30
,,,,,,,435750,2014-06-30
,,,,,,,436159,2014-06-30
,,,,,,,436542,2014-06-30
,,,,,,,436711,2014-06-30
,,,,,,,436739,2014-06-30
,,,,,,,436953,2014-06-30
,,,,,,,437044,2014-06-30
,,,,,,,437138,2014-06-30
,,,,,,,437914,2014-06-30
,,,,,,,438050,2014-06-30
,,,,,,,438434,2014-06-30
,,,,,,,439132,2014-06-30
,,,,,,,439338,2014-06-30
,,,,,,,439356,2014-06-30
,,,,,,,439404,2014-06-30
,,,,,,,439730,2014-06-30
,,,,,,,440110,2014-06-30
,,,,,,,440259,2014-06-30
,,,,,,,440857,2014-06-30
,,,,,,,440978,2014-06-30
,,,,,,,441050,2014-06-30
,,,,,,,441078,2014-06-30
,,,,,,,441135,2014-06-30
,,,,,,,441256,2014-06-30
,,,,,,,441359,2014-06-30
,,,,,,,441434,2014-06-30
,,,,,,,441470,2014-06-30
,,,,,,,441630,2014-06-30
,,,,,,,442011,2014-06-30
,,,,,,,442057,2014-06-30
,,,,,,,442244,2014-06-30
,,,,,,,442655,2014-06-30
,,,,,,,442758,2014-06-30
,,,,,,,442806,2014-06-30
,,,,,,,443148,2014-06-30
,,,,,,,443205,2014-06-30
,,,,,,,443353,2014-06-30
,,,,,,,443625,2014-06-30
,,,,,,,443634,2014-06-30
,,,,,,,444350,2014-06-30
,,,,,,,444471,2014-06-30
,,,,,,,444556,2014-06-30
,,,,,,,444677,2014-06-30
,,,,,,,444958,2014-06-30
,,,,,,,445674,2014-06-30
,,,,,,,445777,2014-06-30
,,,,,,,445852,2014-06-30
,,,,,,,445955,2014-06-30
,,,,,,,446130,2014-06-30
,,,,,,,446149,2014-06-30
,,,,,,,446176,2014-06-30
,,,,,,,446877,2014-06-30
,,,,,,,447070,2014-06-30
,,,,,,,447100,2014-06-30
,,,,,,,447342,2014-06-30
,,,,,,,447557,2014-06-30
,,,,,,,447874,2014-06-30
,,,,,,,448040,2014-06-30
,,,,,,,448554,2014-06-30
,,,,,,,449038,2014-06-30
,,,,,,,449430,2014-06-30
,,,,,,,449832,2014-06-30
,,,,,,,449841,2014-06-30
,,,,,,,449935,2014-06-30
,,,,,,,450034,2014-06-30
,,,,,,,450472,2014-06-30
,,,,,,,450632,2014-06-30
,,,,,,,450650,2014-06-30
,,,,,,,450669,2014-06-30
,,,,,,,450753,2014-06-30
,,,,,,,450856,2014-06-30
,,,,,,,450959,2014-06-30
,,,,,,,451068,2014-06-30
,,,,,,,451246,2014-06-30
,,,,,,,451273,2014-06-30
,,,,,,,451853,2014-06-30
102345000,17707000,19099000,48708000,59010000,6292000,237000,451965,2014-06-30
,,,,,,,452104,2014-06-30
,,,,,,,452159,2014-06-30
,,,,,,,452476,2014-06-30
,,,,,,,452739,2014-06-30
,,,,,,,452841,2014-06-30
,,,,,,,452850,2014-06-30
,,,,,,,453026,2014-06-30
,,,,,,,453147,2014-06-30
,,,,,,,453370,2014-06-30
,,,,,,,453446,2014-06-30
,,,,,,,453839,2014-06-30
,,,,,,,454340,2014-06-30
,,,,,,,454546,2014-06-30
,,,,,,,454658,2014-06-30
,,,,,,,454676,2014-06-30
,,,,,,,454975,2014-06-30
,,,,,,,455150,2014-06-30
,,,,,,,455253,2014-06-30
,,,,,,,455459,2014-06-30
,,,,,,,455477,2014-06-30
,,,,,,,455552,2014-06-30
,,,,,,,455879,2014-06-30
,,,,,,,455945,2014-06-30
,,,,,,,455972,2014-06-30
,,,,,,,456045,2014-06-30
,,,,,,,456054,2014-06-30
,,,,,,,456157,2014-06-30
,,,,,,,456250,2014-06-30
,,,,,,,456344,2014-06-30
,,,,,,,456447,2014-06-30
,,,,,,,456755,2014-06-30
,,,,,,,456960,2014-06-30
,,,,,,,457060,2014-06-30
,,,,,,,457220,2014-06-30
,,,,,,,457426,2014-06-30
,,,,,,,457547,2014-06-30
,,,,,,,457659,2014-06-30
,,,,,,,457752,2014-06-30
,,,,,,,458049,2014-06-30
,,,,,,,458142,2014-06-30
,,,,,,,458544,2014-06-30
,,,,,,,458553,2014-06-30
,,,,,,,458665,2014-06-30
,,,,,,,458946,2014-06-30
,,,,,,,459046,2014-06-30
,,,,,,,459130,2014-06-30
,,,,,,,459354,2014-06-30
,,,,,,,459372,2014-06-30
,,,,,,,459448,2014-06-30
,,,,,,,459644,2014-06-30
,,,,,,,459671,2014-06-30
,,,,,,,460033,2014-06-30
,,,,,,,460275,2014-06-30
,,,,,,,460332,2014-06-30
,,,,,,,460341,2014-06-30
,,,,,,,460350,2014-06-30
,,,,,,,460556,2014-06-30
,,,,,,,460770,2014-06-30
,,,,,,,461058,2014-06-30
,,,,,,,462756,2014-06-30
,,,,,,,462774,2014-06-30
,,,,,,,463203,2014-06-30
,,,,,,,463342,2014-06-30
,,,,,,,463605,2014-06-30
,,,,,,,463650,2014-06-30
405182,0,0,405182,405182,0,0,463735,2014-06-30
,,,,,,,463977,2014-06-30
,,,,,,,464255,2014-06-30
,,,,,,,464750,2014-06-30
,,,,,,,464853,2014-06-30
,,,,,,,465038,2014-06-30
,,,,,,,465243,2014-06-30
,,,,,,,465337,2014-06-30
,,,,,,,465524,2014-06-30
,,,,,,,465618,2014-06-30
,,,,,,,465672,2014-06-30
,,,,,,,466044,2014-06-30
,,,,,,,466240,2014-06-30
,,,,,,,466549,2014-06-30
,,,,,,,466642,2014-06-30
,,,,,,,466754,2014-06-30
,,,,,,,466857,2014-06-30
,,,,,,,466932,2014-06-30
,,,,,,,467144,2014-06-30
,,,,,,,467265,2014-06-30
,,,,,,,467470,2014-06-30
,,,,,,,467658,2014-06-30
,,,,,,,467733,2014-06-30
,,,,,,,467957,2014-06-30
,,,,,,,468673,2014-06-30
,,,,,,,468806,2014-06-30
,,,,,,,468954,2014-06-30
,,,,,,,469250,2014-06-30
,,,,,,,469559,2014-06-30
,,,,,,,469737,2014-06-30
,,,,,,,470032,2014-06-30
,,,,,,,470050,2014-06-30
,,,,,,,470434,2014-06-30
,,,,,,,470452,2014-06-30
,,,,,,,471057,2014-06-30
,,,,,,,471217,2014-06-30
,,,,,,,472018,2014-06-30
,,,,,,,472045,2014-06-30
,,,,,,,472148,2014-06-30
,,,,,,,472250,2014-06-30
,,,,,,,472531,2014-06-30
,,,,,,,472616,2014-06-30
,,,,,,,472643,2014-06-30
,,,,,,,472652,2014-06-30
,,,,,,,472858,2014-06-30
,,,,,,,472951,2014-06-30
,,,,,,,472979,2014-06-30
,,,,,,,473042,2014-06-30
,,,,,,,473257,2014-06-30
,,,,,,,473266,2014-06-30
,,,,,,,473341,2014-06-30
,,,,,,,473501,2014-06-30
,,,,,,,473930,2014-06-30
,,,,,,,474058,2014-06-30
,,,,,,,474245,2014-06-30
,,,,,,,474254,2014-06-30
,,,,,,,474357,2014-06-30
,,,,,,,474450,2014-06-30
,,,,,,,474544,2014-06-30
,,,,,,,474656,2014-06-30
,,,,,,,474759,2014-06-30
,,,,,,,474777,2014-06-30
,,,,,,,474919,2014-06-30
,,,,,,,475046,2014-06-30
,,,,,,,475345,2014-06-30
,,,,,,,475354,2014-06-30
,,,,,,,475653,2014-06-30
,,,,,,,475756,2014-06-30
,,,,,,,476070,2014-06-30
,,,,,,,476342,2014-06-30
,,,,,,,476445,2014-06-30
,,,,,,,476454,2014-06-30
,,,,,,,476472,2014-06-30
,,,,,,,476539,2014-06-30
522936000,44141000,23411000,154803000,452230000,3001000,153000,476810,2014-06-30
,,,,,,,476968,2014-06-30
,,,,,,,477059,2014-06-30
,,,,,,,477303,2014-06-30
,,,,,,,477321,2014-06-30
,,,,,,,477349,2014-06-30
,,,,,,,477376,2014-06-30
,,,,,,,477639,2014-06-30
,,,,,,,477648,2014-06-30
,,,,,,,477844,2014-06-30
,,,,,,,478140,2014-06-30
,,,,,,,478195,2014-06-30
,,,,,,,478252,2014-06-30
