RCFD2143,RCFD2150,RCFD2651,RCFD3163,RCFD3164,RCFD3190,RCFD4088,RCFD5372,RCFD5374,RCFD5375,RCFD5507,RCFD6164,RCFD6165,RCFDA590,RCFDB026,RCFDB565,RCFDB566,RCFDB567,RCFDB568,RCFDB569,RCFDB570,RCFDB571,RCFDF055,RCFDF056,RCFDF057,RCFDF058,RCFDF059,RCFDF060,RCFDF061,RCFDF062,RCFDF063,RCFDF065,RCFDJA29,RCFDJF76,RCFDK192,RCFDK193,RCFDK194,RCFN5513,RCON2143,RCON2150,RCON2651,RCON3163,RCON3164,RCON3190,RCON4088,RCON5508,RCON5509,RCON5510,RCON5511,RCON5512,RCON6164,RCON6165,RCONA590,RCONB569,RCONB570,RCONB571,RCONF055,RCONF056,RCONF057,RCONF058,RCONF059,RCONF060,RCONF061,RCONF062,RCONF063,RCONF064,RCONF065,RCONG463,RCONG464,RCONJA29,RCONJF76,RCONK193,RCONK194,RCONL133,RCONL135,RCONLG26,RCONLG27,RCONLG28,RCONLL57,RCONLL59,RCONLL60,RCONMM07,RCONMQ52,RCONN523,RCONN524,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,74,0,0,0,0,true,0,0,74,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,,0,0,0,,,,,,,,,,,,,37,2018-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,900,0,0,4100,true,0,0,0,0,8,39,0,0,true,0,0,900,1173,950,1077,0,0,0,0,0,0,0,true,false,,0,0,0,,,,,,,,,,,,,242,2018-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,948,24,5817,0,23,23539,true,24,0,0,0,0,3831,3,23,false,0,0,5817,5591,1566,10565,0,0,0,0,0,0,0,false,false,,925,0,0,,,,,,,,,,,,,279,2018-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,,0,0,0,,,,,,,,,,,,,354,2018-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,31,500,0,0,5500,true,0,0,0,0,31,1407,2,0,false,0,0,500,1500,3000,500,0,0,0,0,0,0,0,true,false,0,0,0,0,,,,,,,,,,,,,457,2018-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1655,0,54850,1595,60,60730,true,0,0,0,0,0,11238,1,60,true,0,0,54850,2243,3637,0,0,0,0,0,0,0,0,true,true,,0,0,0,,,,,,,,,,,,,505,2018-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,980,0,0,0,0,true,980,0,0,0,0,8487,4,0,true,0,0,0,0,0,0,0,0,0,0,0,0,0,true,false,0,0,0,0,,,,,,,,,,,,,1155,2018-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,275,0,0,0,0,true,0,0,186,0,89,2104,2,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,true,false,,0,0,0,,,,,,,,,,,,,1351,2018-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,true,0,0,0,0,0,17014,8,0,true,0,0,0,0,0,0,0,0,0,0,0,0,0,true,true,,0,0,0,,,,,,,,,,,,,1454,2018-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,59,0,0,0,0,true,0,0,59,0,0,4283,2,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,true,false,,0,0,0,,,,,,,,,,,,,1669,2018-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,0,0,98,0,30000,true,0,0,0,0,0,175,0,0,false,0,0,0,10000,20000,0,0,0,0,0,0,0,0,false,false,0,0,0,0,,,,,,,,,,,,,1856,2018-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1000,0,0,18500,true,0,0,0,0,0,655,0,0,false,0,0,5000,9500,4000,0,0,0,0,0,0,0,0,true,false,,0,0,0,,,,,,,,,,,,,2040,2018-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,43,0,0,0,0,true,19,0,24,0,0,589,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,true,false,,0,0,0,,,,,,,,,,,46,148,2161,2018-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,636,161837,0,0,586930,true,0,0,0,0,636,20525,3,0,false,0,0,161837,198186,174583,5000,0,18276,0,0,29048,0,47324,true,false,,0,0,0,1,true,,,,,,,,,,,2376,2018-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,0,2122,289,0,2122,true,0,0,0,0,0,11,0,0,false,0,0,2122,0,0,0,0,0,0,0,0,0,0,false,false,,0,0,0,,,,,,,,,,,,,2554,2018-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112,145,0,0,0,0,true,0,0,0,0,145,30168,4,0,true,0,0,0,0,0,0,0,0,0,0,0,0,0,true,true,0,1112,0,0,,,,,,,,,,,220,963,2732,2018-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2000,0,0,2390,true,0,0,0,0,0,641,1,0,false,0,390,2000,0,0,0,0,390,0,0,0,0,390,true,false,,0,0,0,,,,,,,,,,,,,2750,2018-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,1000,0,0,7300,true,0,0,0,0,81,1760,1,0,false,0,0,1000,2300,3000,1000,0,0,0,0,0,0,0,false,false,,0,0,0,,,,,,,,,,,,,3252,2018-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,true,0,0,0,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,true,false,0,0,0,0,,,,,,,,,,,,,3458,2018-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,972,0,0,0,0,true,720,0,0,0,252,2074,2,0,true,0,0,0,0,0,0,0,0,0,0,0,0,0,true,false,,0,0,0,,,,,,,,,,,,,3720,2018-12-31
