RCFD2143,RCFD2150,RCFD2651,RCFD3163,RCFD3164,RCFD3190,RCFD4088,RCFD5372,RCFD5374,RCFD5375,RCFD5507,RCFD6164,RCFD6165,RCFDA590,RCFDB026,RCFDB565,RCFDB566,RCFDB567,RCFDB568,RCFDB569,RCFDB570,RCFDB571,RCFDF055,RCFDF056,RCFDF057,RCFDF058,RCFDF059,RCFDF060,RCFDF061,RCFDF062,RCFDF063,RCFDF065,RCFDJA29,RCFDJF76,RCFDK192,RCFDK193,RCFDK194,RCFN5513,RCON2143,RCON2150,RCON2651,RCON3163,RCON3164,RCON3190,RCON4088,RCON5508,RCON5509,RCON5510,RCON5511,RCON5512,RCON6164,RCON6165,RCONA590,RCONB569,RCONB570,RCONB571,RCONF055,RCONF056,RCONF057,RCONF058,RCONF059,RCONF060,RCONF061,RCONF062,RCONF063,RCONF064,RCONF065,RCONG463,RCONG464,RCONJA29,RCONJF76,RCONK193,RCONK194,RCONL133,RCONL135,RCONLG26,RCONLG27,RCONLG28,RCONLL57,RCONLL59,RCONLL60,RCONMM07,RCONMQ52,RCONN523,RCONN524,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,0,0,0,0,false,0,160,9,0,0,330,0,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100,0,0,1212,false,0,0,0,0,0,439,1,0,true,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6250,0,46,34015,false,0,0,0,0,0,121,0,46,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,false,0,0,0,0,0,305,1,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268,0,0,0,0,false,0,0,268,0,0,3564,2,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,false,0,0,0,0,0,136,1,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,2500,1671,0,9000,true,0,0,0,0,137,3858,3,0,true,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961,0,140,2,14306,true,106,0,750,0,105,1045,1,2,true,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,0,0,0,0,true,0,0,78,0,0,5081,6,0,true,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,0,0,0,0,false,0,0,0,0,133,296,0,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,true,0,0,0,0,0,18854,5,0,true,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,19,false,0,0,0,0,0,169,0,0,false,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,10000,0,0,24000,true,0,0,123,0,186,15698,5,0,true,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0,2229,0,268,false,0,0,27,0,0,1883,2,0,false,0,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1669,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,0,0,0,5000,false,0,0,39,0,0,1919,2,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1829,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7022,66,0,7022,false,0,0,0,0,0,12,0,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1856,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,16568,true,0,0,0,0,0,733,0,0,false,0,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2040,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,false,0,0,0,0,0,1176,0,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2161,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637,0,0,0,115000,true,0,0,0,0,0,11373,2,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2376,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,1000,0,0,2250,false,2,0,33,0,0,303,2,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2451,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,false,0,0,0,0,0,92,1,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2554,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,183,true,0,0,0,0,0,7781,5,0,true,0,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2732,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,589,0,0,2589,false,0,0,0,0,0,1335,2,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2750,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3631,5000,0,0,45500,true,111,0,380,0,3140,18037,8,0,true,2762,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2938,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,0,0,0,0,false,16,0,154,0,0,7,0,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2956,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4079,false,0,0,0,0,0,573,0,0,false,0,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3252,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,0,false,0,0,10,0,0,0,0,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3458,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1538,0,10000,true,0,0,0,0,0,1539,0,0,true,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3506,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9740,5555,0,28790,true,0,0,0,0,0,7740,4,0,false,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3579,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,0,0,0,8383,true,0,0,0,0,29,854,1,0,true,0,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3720,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1485,4007,0,0,4211,false,0,193,46,0,1246,2313,3,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3953,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339,0,0,0,4748,false,0,0,179,0,160,5499,3,0,true,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4138,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,4500,0,0,6000,true,0,0,0,0,0,2008,4,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4147,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,1000,1783,0,8000,false,0,0,152,0,0,759,1,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4156,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,false,0,0,0,0,0,810,1,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4231,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3200,0,0,4468,false,0,0,0,0,0,5872,4,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4437,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13,0,0,true,0,0,0,0,0,189,1,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4745,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,5500,49,0,24900,false,0,0,60,0,216,7226,5,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4839,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3065,2011,0,24553,true,0,0,0,0,0,182,0,0,true,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5005,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498,0,0,0,0,false,218,280,0,0,0,3505,4,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5050,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,0,0,0,0,false,55,0,0,0,0,160,0,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5069,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894,0,1042,0,12000,false,165,0,29,0,700,10207,5,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5135,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515,0,0,0,75469,true,0,0,112,0,403,2468,1,0,false,0,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5210,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3768,0,0,0,2592,true,3076,692,0,0,0,250,0,0,false,0,592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5247,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7500,0,0,9158,true,0,0,0,0,0,2590,2,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5274,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,18000,0,0,38105,true,0,0,0,0,0,3223,2,0,false,0,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5331,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,417,true,0,0,0,0,0,1778,1,0,false,0,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5461,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,false,0,0,0,0,0,299,0,0,true,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5751,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17035,140000,2726,4843,148208,true,4,0,1772,0,15259,57,0,6654,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5939,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,0,0,0,16,false,0,0,53,0,60,290,0,0,true,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6039,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,200,0,0,1100,false,0,0,49,0,13,106,0,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6057,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,false,0,0,0,0,0,224,0,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6141,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379,0,0,0,0,false,0,0,0,0,379,4042,2,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6329,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,0,0,0,2607,true,0,0,0,0,283,3327,2,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6972,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,true,0,0,0,0,0,5000,1,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7009,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,true,0,0,0,0,0,743,1,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7045,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,0,0,0,false,0,0,18,0,0,92,0,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7157,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5000,0,0,7500,true,0,0,0,0,0,4137,2,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7166,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,false,0,0,0,0,0,24,0,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7456,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,false,0,0,0,0,0,684,1,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7634,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2000,0,0,6659,false,0,0,0,0,0,1910,1,0,true,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8033,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,false,0,0,0,0,0,0,0,0,true,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8417,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,true,0,0,0,0,0,171,0,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8462,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912,1200,4193,261,22200,true,73,0,489,0,350,418,0,289,true,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8547,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,0,0,0,0,false,0,0,72,0,0,452,1,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8631,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,true,0,0,0,0,0,13519,3,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9115,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7650,false,0,0,0,0,0,897,1,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9160,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,111600,0,0,111600,true,0,0,0,0,0,36,0,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9357,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2000,0,0,6989,false,0,0,0,0,0,530,0,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9553,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,0,0,0,295634,true,0,0,0,0,768,43859,3,0,true,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9807,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,0,0,0,2437,true,0,0,41,0,0,1647,2,0,true,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9955,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,875,304,0,5375,false,0,0,21,0,300,1142,1,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10157,2003-03-31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,0,0,0,0,true,0,0,162,0,0,258,0,0,true,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10250,2003-03-31
