RCFD2143,RCFD2150,RCFD2651,RCFD3163,RCFD3164,RCFD3190,RCFD4088,RCFD5372,RCFD5374,RCFD5375,RCFD5507,RCFD6164,RCFD6165,RCFDA590,RCFDB026,RCFDB565,RCFDB566,RCFDB567,RCFDB568,RCFDB569,RCFDB570,RCFDB571,RCFDF055,RCFDF056,RCFDF057,RCFDF058,RCFDF059,RCFDF060,RCFDF061,RCFDF062,RCFDF063,RCFDF065,RCFDJA29,RCFDJF76,RCFDK192,RCFDK193,RCFDK194,RCFN5513,RCON2143,RCON2150,RCON2651,RCON3163,RCON3164,RCON3190,RCON4088,RCON5508,RCON5509,RCON5510,RCON5511,RCON5512,RCON6164,RCON6165,RCONA590,RCONB569,RCONB570,RCONB571,RCONF055,RCONF056,RCONF057,RCONF058,RCONF059,RCONF060,RCONF061,RCONF062,RCONF063,RCONF064,RCONF065,RCONG463,RCONG464,RCONJA29,RCONJF76,RCONK193,RCONK194,RCONL133,RCONL135,RCONLG26,RCONLG27,RCONLG28,RCONLL57,RCONLL59,RCONLL60,RCONMM07,RCONMQ52,RCONN523,RCONN524,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,94,0,0,0,0,,0,0,94,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,37,2018-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,977,0,0,3500,,0,0,0,0,8,10,0,0,,,0,977,1573,450,500,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,242,2018-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,304,6007,0,24,25325,,24,0,0,0,280,3596,3,24,,,0,6007,6833,1619,10866,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,279,2018-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,354,2018-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,31,500,0,0,5500,,0,0,0,0,31,1511,2,0,,,0,500,1500,3000,500,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,457,2018-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1656,0,19650,1595,61,25530,,0,0,0,0,0,11429,1,61,,,0,19650,2243,3637,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,505,2018-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,980,0,0,0,0,,980,0,0,0,0,7909,4,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,1155,2018-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,279,0,0,0,0,,0,89,101,0,89,2541,2,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,1351,2018-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,17406,8,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,1454,2018-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,4001,3,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,1669,2018-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,0,0,98,0,30000,,0,0,0,0,0,155,0,0,,,0,0,0,30000,0,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,1856,2018-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,263,5000,0,0,22500,,0,0,0,0,263,374,0,0,,,0,9000,7500,6000,0,0,0,0,0,0,0,0,true,false,,0,,,,,,,,,,,,,,,2040,2018-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,36,0,0,0,0,,19,0,2,0,15,619,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,true,false,,0,,,,,,,,,,,,,,,2161,2018-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1564,144735,0,0,545862,,0,0,0,0,1564,32658,3,0,false,0,0,144735,185936,161206,5000,0,19703,0,0,29282,0,48985,true,false,,0,,,1,true,,,,,,,,,,,2376,2018-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,0,2000,289,0,2000,,0,0,0,0,0,13,0,0,,,0,2000,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,2554,2018-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112,145,0,0,0,0,,0,0,0,0,145,30245,4,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,1112,,,,,,,,,,,,,,,2732,2018-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6000,0,0,6385,,0,0,0,0,0,642,1,0,,,385,6000,0,0,0,0,385,0,0,0,0,385,,,,0,,,,,,,,,,,,,,,2750,2018-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,221,1000,0,0,7300,,140,0,0,0,81,1264,1,0,,,0,1000,1300,4000,1000,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,3252,2018-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1600,0,0,1600,,0,0,0,0,0,0,0,0,,,0,1600,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,3458,2018-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,842,0,0,0,0,,760,0,0,0,82,2127,2,0,true,0,0,0,0,0,0,0,0,0,0,0,0,0,true,false,,0,,,,,,,,,,,,,,,3720,2018-09-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12142,387,15000,12142,0,91821,,64,0,323,0,0,0,0,0,,,0,15000,47264,27000,2314,0,0,0,0,243,0,243,,,0,0,,,1,true,,,,,,,,,,,3971,2018-09-30
