RCFD2143,RCFD2150,RCFD2651,RCFD3163,RCFD3164,RCFD3190,RCFD4088,RCFD5372,RCFD5374,RCFD5375,RCFD5507,RCFD6164,RCFD6165,RCFDA590,RCFDB026,RCFDB565,RCFDB566,RCFDB567,RCFDB568,RCFDB569,RCFDB570,RCFDB571,RCFDF055,RCFDF056,RCFDF057,RCFDF058,RCFDF059,RCFDF060,RCFDF061,RCFDF062,RCFDF063,RCFDF065,RCFDJA29,RCFDJF76,RCFDK192,RCFDK193,RCFDK194,RCFN5513,RCON2143,RCON2150,RCON2651,RCON3163,RCON3164,RCON3190,RCON4088,RCON5508,RCON5509,RCON5510,RCON5511,RCON5512,RCON6164,RCON6165,RCONA590,RCONB569,RCONB570,RCONB571,RCONF055,RCONF056,RCONF057,RCONF058,RCONF059,RCONF060,RCONF061,RCONF062,RCONF063,RCONF064,RCONF065,RCONG463,RCONG464,RCONJA29,RCONJF76,RCONK193,RCONK194,RCONL133,RCONL135,RCONLG26,RCONLG27,RCONLG28,RCONLL57,RCONLL59,RCONLL60,RCONMM07,RCONMQ52,RCONN523,RCONN524,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,0,0,0,0,true,0,0,104,0,25,251,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,,,,,,,,,,,,,,,,,37,2009-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,400,0,0,3300,true,0,0,0,0,0,195,0,0,true,0,0,400,1100,0,1800,0,0,0,0,0,0,0,true,false,,,,,,,,,,,,,,,,,242,2009-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,14000,0,59,31720,true,42,0,0,0,0,470,0,59,true,0,0,14000,10985,6735,0,0,0,0,0,0,0,0,false,false,,,,,,,,,,,,,,,,,279,2009-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,true,0,0,0,0,0,233,1,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,,,,,,,,,,,,,,,,,354,2009-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724,0,0,0,3500,true,0,0,43,0,681,1090,2,0,false,0,0,0,2000,1000,500,0,0,0,0,0,0,0,true,false,,,,,,,,,,,,,,,,,457,2009-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1286,0,1595,21,45500,true,157,0,1129,0,0,2591,2,21,true,0,0,0,24000,21500,0,21500,0,0,0,0,0,0,true,true,,,,,,,,,,,,,,,,,505,2009-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,0,0,0,0,true,0,0,0,0,290,6048,4,0,true,0,0,0,0,0,0,0,0,0,0,0,0,0,true,false,,,,,,,,,,,,,,,,,1155,2009-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,true,0,0,0,0,0,1384,1,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,,,,,,,,,,,,,,,,,1351,2009-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643,0,0,0,0,true,615,0,28,0,0,35269,4,0,true,0,0,0,0,0,0,0,0,0,0,0,0,0,true,true,,,,,,,,,,,,,,,,,1454,2009-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1735,false,0,0,0,0,0,0,0,0,false,0,0,0,0,1723,0,0,12,0,0,0,461,12,true,false,,,,,,,,,,,,,,,,,1557,2009-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3253,0,0,0,60000,true,2423,0,355,0,475,28938,8,0,true,0,0,60000,0,0,0,0,0,0,0,0,0,0,false,false,,,,,,,,,,,,,,,,,1632,2009-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,0,0,0,144,true,0,0,0,0,65,3159,2,0,false,0,144,0,0,0,0,0,144,0,0,0,0,0,false,false,,,,,,,,,,,,,,,,,1669,2009-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,6000,8144,0,34971,true,0,0,376,0,0,2395,2,0,false,0,0,6000,11000,12058,5913,0,0,0,0,0,0,0,false,false,,,,,,,,,,,,,,,,,1829,2009-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,98,0,54000,false,0,0,0,0,0,0,0,0,false,0,0,0,0,0,54000,0,0,0,0,0,0,0,false,false,,,,,,,,,,,,,,,,,1856,2009-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,267,0,0,23567,true,0,0,86,0,0,619,1,0,false,0,0,10267,7300,6000,0,15000,0,0,0,0,0,0,false,false,,,,,,,,,,,,,,,,,2040,2009-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,true,0,0,0,0,0,1008,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,,,,,,,,,,,,,,,,,2161,2009-06-30
