RCFD2143,RCFD2150,RCFD2651,RCFD3163,RCFD3164,RCFD3190,RCFD4088,RCFD5372,RCFD5374,RCFD5375,RCFD5507,RCFD6164,RCFD6165,RCFDA590,RCFDB026,RCFDB565,RCFDB566,RCFDB567,RCFDB568,RCFDB569,RCFDB570,RCFDB571,RCFDF055,RCFDF056,RCFDF057,RCFDF058,RCFDF059,RCFDF060,RCFDF061,RCFDF062,RCFDF063,RCFDF065,RCFDJA29,RCFDJF76,RCFDK192,RCFDK193,RCFDK194,RCFN5513,RCON2143,RCON2150,RCON2651,RCON3163,RCON3164,RCON3190,RCON4088,RCON5508,RCON5509,RCON5510,RCON5511,RCON5512,RCON6164,RCON6165,RCONA590,RCONB569,RCONB570,RCONB571,RCONF055,RCONF056,RCONF057,RCONF058,RCONF059,RCONF060,RCONF061,RCONF062,RCONF063,RCONF064,RCONF065,RCONG463,RCONG464,RCONJA29,RCONJF76,RCONK193,RCONK194,RCONL133,RCONL135,RCONLG26,RCONLG27,RCONLG28,RCONLL57,RCONLL59,RCONLL60,RCONMM07,RCONMQ52,RCONN523,RCONN524,IDRSSD,RCON9999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0,0,0,0,,0,0,4,0,20,450,0,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,2002-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,880,,0,0,0,0,0,427,1,0,true,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,2002-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4500,0,0,22664,,0,0,0,0,0,97,0,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,2002-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,210,1,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,2002-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,3291,2,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,2002-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,8,0,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,2002-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,6750,1671,0,13250,,0,0,0,0,70,4089,3,0,true,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,2002-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1704,0,141,3,369,,137,0,1440,0,127,1169,1,3,true,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146,2002-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,5505,6,0,true,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155,2002-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,0,0,0,0,,0,0,0,0,200,263,0,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351,2002-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,17816,5,0,true,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454,2002-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,43,,0,0,0,0,0,192,0,0,false,0,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557,2002-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,16000,,0,0,0,0,0,11245,5,0,true,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632,2002-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,2361,0,813,,0,0,4,0,0,1785,0,0,false,0,813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1669,2002-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,0,0,0,5000,,0,0,30,0,163,1002,1,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1829,2002-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,79,1,0,false,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1856,2002-06-30
