"IDRSSD"	RCFDF236	RCFDF237	RCFDF238	RCFDF239	RCFDG465	RCFDG466	RCFDG467	RCFDG468	RCFDG469	RCFDG470	RCFDG471	RCFDG472	RCFNF234	RCFNF235	RCON5597	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONF238	RCONF239	RCONG167	RCONG168	RCONG465	RCONG466	RCONG467	RCONG468	RCONG469	RCONG470	RCONG471	RCONG472	RCONG803	TEXTA545	
1557																0	1896	343	0	0	20484	3076	12762	58	35142	0					0	0	0	0	0	0	0	0	0		
1632																0	33622	1194	4939	15	330194	25389	262005	1091	630760	0	626033	0	31848	40	0	0	0	0	0	0	0	0	0		
1669																0	12662	548	0	0	109870	12562	81544	261	204076	0			12629	24	0	0	0	0	0	0	0	0	0		
1829																0	19935	1817	4457	8	190333	26497	102946	437	317671	0			0	0	0	0	0	0	0	0	0	0	0		
1856																0	7	2	0	0	115387	11577	30579	102	145973	0			0	0	0	0	0	0	0	0	0	0	0		
2040																0	9233	618	0	0	102708	9148	51091	150	163033	0	170609	0	9716	11	0	0	0	0	0	0	0	0	10492		
2161																0	7625	37	342	1	45108	6589	46781	215	99856	0					0	0	0	0	0	0	0	0	0		
2376															171200	0	69370	3749	1098	4	740686	53172	328571	2356	1139725	0	1067769	0	7304	15	0	0	0	0	0	0	0	0	0		
2451																0	643	79	0	0	27513	1512	4483	30	32639	0			298	1	0	0	0	0	0	0	0	0	0		
2554																0	87	1	0	0	3880	825	3972	15	7938	0			0	0	0	0	0	0	0	0	0	0	0		
2732																0	10990	537	561	2	163075	10202	278617	669	453243	0			13661	26	0	0	0	0	0	0	0	0	0		
2750																0	1938	115	0	0	22372	2211	18508	85	42818	0					0	0	0	0	0	0	0	0	0		
2938																0	19614	1128	1965	6	250855	26250	279833	941	552267	0	561681	0	20897	39	0	0	0	0	0	0	0	0	0		
3252																0	5566	262	0	0	36694	6327	80597	144	122857	0			2720	7	0	0	0	0	0	0	0	0	0		
3458																0	505	25	0	0	13162	1697	8927	44	22594	0			0	0	0	0	0	0	0	0	0	0	0		
3720																0	6811	363	617	2	80400	10739	60727	254	148555	0			761	2	0	0	0	0	0	0	0	0	0		
3953																0	345	19	0	0	54527	6621	50711	266	105584	0			6171	10	0	0	0	0	0	0	0	0	0		
4138																0	11015	404	1108	4	93955	15198	63463	338	169541	0			4216	12	0	0	0	0	0	0	0	0	0		
4156																0	6060	290	517	2	88937	9445	58818	207	154513	181					0	0	0	0	0	0	0	0	0		
4231																0	12303	303	5413	15	46316	6760	40580	226	104613	0			0	0	0	0	0	0	0	0	0	0	0		
4437																0	10227	508	635	2	118511	14383	78989	376	208362	0			7008	11	0	0	0	0	0	0	0	0	8762		
4839																0	11597	448	2857	3	124248	10793	110211	460	248918	5			8319	14	0	0	0	0	0	0	0	0	0		
5005																0	24635	1369	297	1	197460	20028	124471	670	346863	0			5188	8	0	0	0	0	0	0	0	0	0		
5069																0	847	23	0	0	138558	20719	251025	821	390430	0					0	0	0	0	0	0	0	0	0		
5135																0	12092	900	1097	4	81225	11455	158193	441	252609	0			25679	28	0	0	0	0	0	0	0	0	0		
5210																0	59988	7950	1184	4	515750	60358	153775	783	730697	0			14040	34	0	0	0	0	0	0	0	0	18515		
5331																0	8372	834	0	0	140586	11660	79651	388	228609	0			4679	6	0	0	0	0	0	0	0	0	16316		
5461																0	5296	247	1445	2	113787	11710	226294	696	346822	0			42136	80	0	0	0	0	0	0	0	0	0		
5751																0	5140	236	0	0	30811	3332	56232	151	92183	0			3481	8	0	0	0	0	0	0	0	0	0		
6039																0	7870	629	313	1	42882	4916	22959	88	74024	0			2207	6	0	0	0	0	0	0	0	0	0		
6141																0	1019	48	0	0	18070	2197	19644	66	38732	0					0	0	0	0	0	0	0	0	0		
6329																0	12481	586	2119	5	224366	26506	181332	927	420298	0					0	0	0	0	0	0	0	0	0		
6972																0	32872	1710	760	3	376930	42135	362847	1351	773409	0			70739	100	0	0	0	0	0	0	0	0	65422		
7009																0	1585	21	0	0	58890	3538	556544	739	617020	0			44526	4	0	0	0	0	0	0	0	0	0		
7045																0	4692	381	857	3	52549	14248	45299	137	103397	0					0	0	0	0	0	0	0	0	0		
7157																0	3177	110	0	0	21281	2975	11443	40	36059	158			1258	2	0	0	0	0	0	0	0	0	0		
7456																0	2484	365	0	0	27619	3981	13107	51	43210	0			543	2	0	0	0	0	0	0	0	0	0		
7634																0	3648	171	689	2	32706	2865	34226	89	71269	0			0	0	0	0	0	0	0	0	0	0	0		
8033																0	2673	137	0	0	45420	4073	36582	135	84675	0					0	0	0	0	0	0	0	0	0		
8462																0	4012	168	0	0	30589	4787	70853	205	105454	0			11797	9	0	0	0	0	0	0	0	0	0		
8631																0	3136	129	273	1	28141	3976	15916	93	47466	0			1256	3	0	0	0	0	0	0	0	0	0		
9357																0	1037	128	318	1	41016	3955	290074	399	332445	0			32119	52	0	0	0	0	0	0	0	0	0		
9553																0	7978	297	0	0	33987	3753	26961	121	68926	0			3793	4	0	0	0	0	0	0	0	0	0		
9807															434345	0	80393	4366	4320	13	1209994	67806	875351	3070	2170058	0	2094385	0	101901	104	0	45994	0	0	0	0	0	0	0		
9955																0	2203	211	0	0	44247	6579	29000	101	75450	0			1255	3	6630	0	0	0	0	0	0	0	0		
10157																0	1765	242	0	0	30653	3404	18853	71	51271	0			3317	5	0	0	0	0	0	0	0	0	0		
10250																0	49991	2477	3188	10	210806	29347	140724	563	404709	0			7867	14	0	0	0	0	0	0	0	0	17706		
10849																0	10166	388	505	2	129879	9811	132805	559	273354	0			11807	17	0	0	0	0	0	0	0	0	0		
10858																0	9799	900	276	1	165125	22653	179210	709	354410	0			14172	28	10829	0	0	0	0	0	0	0	13087		
11145																0	6885	401	1497	3	76500	13962	46823	191	131705	0			1640	5	0	0	0	0	0	0	0	0	0		
11640																0	11243	503	1317	4	87817	10039	137199	329	237576	0			13191	14	0	0	0	0	0	0	0	0	0		
11837																0	3779	257	0	0	40650	3767	34660	97	79089	0			0	0	0	0	0	0	0	0	0	0	0		
12030																0	23367	1151	1160	4	155930	17595	116573	664	297030	0			5437	11	0	0	0	0	0	0	0	0	0		
12142																0	7520	322	741	2	68496	9810	47917	197	124674	0			1431	2	0	0	0	0	0	0	0	0	0		
12245																0	6758	342	0	0	56957	9524	36078	152	99793	0			3086	3	0	0	0	0	0	0	0	0	225		
12311	43508563	4640507	43592085	3198985	256864	204	90	35000	98445	0	64721	1395320	4640507	3198985	11127570	0	1593424	112532	23716	74	21157110	2542881	16093806	42755					3414754	2993									730751		
12647																0	4885	203	402	1	28258	3757	42164	100	75709	0			848	3	0	0	0	0	0	0	0	0	0		
12656																0	543	32	0	0	9548	1423	2982	19	13073	0			0	0	0	0	0	0	0	0	0	0	0		
12937																0	4147	105	2152	3	48779	4500	105660	225	160738	0			0	0	0	0	0	0	0	0	0	0	0		
12946																0	28318	1044	3088	8	240678	25912	243455	775	515539	0			23163	38	0	0	0	0	0	0	0	0	1252		
12955																0	5776	288	0	0	46979	7307	55977	180	108732	0			0	0	0	0	0	0	0	0	0	0	0		
13037																0	8912	648	0	0	100991	13074	25376	171	135279	0			1480	4	0	0	0	0	0	0	0	0	0		
13103															220046	0	55931	3450	4973	15	402661	47351	379050	1399	842615	0	845615	0	63701	105	0	0	0	0	0	0	0	0	0		
13251																0	2204	124	575	1	15277	1893	14466	73	32522	0					0	0	0	0	0	0	0	0	0		
13457																0	1040	62	0	0	9814	1358	3027	20	13881	0					0	0	0	0	0	0	0	0	0		
14052																0	2742	135	260	1	35134	6335	20685	95	58821	0			366	1	0	0	0	0	0	0	0	0	0		
14155																0	4568	316	0	0	52787	8758	33486	137	90843	2			4578	5	0	0	0	0	0	0	0	0	5192		
14454																0	1144	104	0	0	13635	1902	8649	28	23428	0			281	1	0	0	0	0	0	0	0	0	0		
14650																0	1268	63	0	0	15343	2590	7276	27	23887	0					0	0	0	0	0	0	0	0	0		
14753																0	3675	137	0	0	20632	3324	7498	34	31805	0			880	2	0	0	0	0	0	0	0	0	0		
14865																0	7953	487	294	1	103550	16352	79206	319	191003	0			8070	17	0	0	0	0	0	0	0	0	6308		
14977																0	3015	127	0	0	18223	1637	16339	74	37577	0	38441	0			0	0	0	0	0	0	0	0	0		
15536															851700	0	246489	11137	12235	38	1806197	161771	1406852	7304	3471774	0	3236341	0	114094	131	0	0	0	0	0	0	0	0	0		
16337																0	30354	1120	1832	6	270369	26588	136619	521	439174	0			15423	27	0	0	0	0	0	0	0	0	0		
16458																0	8776	689	1786	5	110331	14785	91368	306	212261	0			16543	19	45	0	0	0	0	0	0	0	0		
16551																0	14212	806	1440	5	67711	17793	38082	136	121445	0			1998	6	0	0	0	0	0	0	0	0	0		
16748																0	4082	265	0	0	33353	4603	6425	40	43860	0			0	0	0	0	0	0	0	0	0	0	0		
16944																0	912	53	0	0	19878	3067	7910	46	28798	100			0	0	0	0	0	0	0	0	0	0	0		
16953																0	608	27	0	0	19952	3102	6981	32	27543	2			974	2	0	0	0	0	0	0	0	0	0		
17110																0	2659	42	0	0	13881	322	76728	240	93269	0					0	0	0	0	0	0	0	0	0		
17147															446646	0	76259	4797	3349	10	491646	117079	902500	1844	1474321	565	1546292	471	68991	76	0	0	0	0	0	0	0	0	0		
17259																0	4759	333	0	0	30769	3463	16651	76	52179	0					0	0	0	0	0	0	0	0	0		
17464															259086	0	22041	1387	838	3	851956	70589	1084413	3197	1959248	0	1871589	0	229751	259	300	0	0	0	0	0	0	0	123406		
17950																0	7232	350	622	2	96414	13182	95454	329	199722	0			4171	8	0	0	0	0	0	0	0	0	0		
18050																0	10541	674	517	1	156219	31289	92168	414	259447	1			13423	25	0	0	0	0	0	0	0	0	101		
18135																0	2796	240	0	0	85523	6635	89792	318	178111	0			12335	22	0	0	0	0	0	0	0	0	14322		
18377																0	3568	353	771	2	25376	1566	1520	10	31235	0					0	0	0	0	0	0	0	0	0		
18827																0	13156	1632	275	1	148190	20760	149046	338	310667	0			5401	13	0	0	0	0	0	0	0	0	0		
18836																0	13584	551	1229	4	87006	12636	32880	220	134699	0			320	1	0	0	0	0	0	0	0	0	2396		
18854																0	1496	73	251	1	57001	3470	40313	201	99061	0			7483	10	0	0	0	0	0	0	0	0	0		
18957																0	4693	278	0	0	24822	2924	15483	77	44998	0			0	0	0	0	0	0	0	0	0	0	0		
19356																0	2845	472	0	0	42588	4504	21173	89	66606	0					0	0	0	0	0	0	0	0	0		
19730															578140	0	66632	3863	892	3	1144355	94628	766720	2825	1978599	0	1988013	0	147387	171	0	0	0	0	0	0	0	0	1751		
19936																0	9856	377	461	1	75191	10160	100518	387	186026	0			4431	8	0	0	0	0	0	0	0	0	0		
19972																0	0	0	0	0	37799	3149	10406	70	48207	0			0	0	0	0	0	0	0	0	0	0	0		
20053																0	9573	529	0	0	38877	6578	13258	77	61708	0			884	2	0	0	0	0	0	0	0	0	0		
20370																0	5728	232	0	0	135017	8639	47423	255	188168	0					0	0	0	0	0	0	0	0	0		
20512																0	5336	431	671	2	43877	8782	33895	145	83780	0			0	0	0	0	0	0	0	0	0	0	0		
20633																0	17321	765	556	2	148855	11522	86565	288	268870	15573			5379	9	0	0	0	5000	0	0	0	0	0		
20857																0	843	75	0	0	21575	2767	99434	70	121852	0			76976	7	0	0	0	0	0	0	0	0	0		
20866																0	0	0	0	0	104660	9920	113295	596	218719	764			0	0	0	0	0	0	0	0	0	0	0		
21256																0	1979	68	0	0	3766	531	2031	8	7776	0					0	0	0	0	0	0	0	0	0		
21359																0	1583	84	332	1	10567	1850	7568	45	20050	0			536	2	9	68	77	202	0	0	0	0	0		
21630																0	2382	112	0	0	27007	4085	29327	103	58717	0			3369	8	0	0	0	0	0	0	0	0	0		
21658																0	10672	1074	641	2	85726	11680	25122	132	122176	15					0	0	0	0	0	0	0	0	0		
22048																0	6443	337	821	2	77635	12563	67673	339	152572	0			11030	12	0	0	0	0	0	0	0	0	0		
22356																0	6275	654	506	2	116244	16394	108957	363	231981	0			10829	25	0	0	0	0	0	0	0	0	0		
22459																0	5438	809	0	0	61502	10214	18497	108	85437	0			1900	5	0	0	0	0	0	0	0	0	0		
22543																0	3436	184	0	0	37706	6370	24347	113	65721	232			1003	2	0	0	0	0	0	0	0	0	0		
22552																0	1214	114	253	1	32008	3790	11554	55	45029	0					0	0	0	0	0	0	0	0	0		
22730																0	3886	267	0	0	56141	9849	25829	141	85856	0			2109	5	0	0	0	0	0	0	0	0	0		
22936																0	14660	585	2005	7	173526	13732	98763	494	288954	0			3412	6	0	0	0	0	0	0	0	0	0		
22954																0	2564	174	0	0	41540	4775	17467	84	61571	0			2496	5	0	0	0	0	0	0	0	0	5483		
23036																0	23034	1543	0	0	293346	23683	214052	835	530432	0	533873	0	23655	40	0	0	0	0	0	0	0	0	0		
23045																0	1053	54	0	0	10835	564	13471	31	25359	0			0	0	0	0	0	0	0	0	0	0	0		
23241															578946	0	103280	6855	2288	8	1217308	196051	1315017	2967	2637893	0	2733157	0	142278	166	75000	50000	3368	0	0	0	0	0	0		
23456																0	6610	359	257	1	49115	7062	19413	80	75395	0			263	1	0	0	21	0	0	0	0	0	700		
23504																0	7942	645	1427	4	239872	25207	460905	1218	710146	0			61686	107	0	0	0	0	0	0	0	0	19184		
23540																0	12916	517	995	3	80496	18286	62884	197	157293	0	157066	0	1226	3	0	0	0	0	0	0	0	0	0		
23643																0	9011	310	0	0	68975	11433	57137	277	135124	0			3444	6	0	0	0	0	0	0	0	0	0		
23755																0	9273	563	256	1	61711	8735	69443	212	140683	0	133542	0	0	0	0	0	0	0	0	0	0	0	0		
23812																0	35085	2370	1351	3	447531	43523	534769	1576	1018736	0			32428	45	0	0	0	0	0	0	0	0	0		
24006																0	61645	3859	586	2	483124	51870	256561	1436	801916	0			8127	19	0	0	0	0	0	0	0	0	0		
24453																0	1213	72	686	2	84794	3551	174193	661	260887	0			7250	18	0	0	0	0	0	0	0	0	90400		
24659																0	2644	230	520	1	17863	2572	6079	36	27106	0					0	0	0	0	0	0	0	0	0		
24668																0	11162	563	1338	3	91937	11954	54283	266	158720	0			7165	15	0	0	0	0	0	0	0	0	0		
24855																0	0	0	0	0	6371	925	4195	23	10566	0					0	0	0	0	0	0	0	0	0		
24949																0	36938	2039	335	1	402955	44646	239492	1007	679720	0			30332	41	0	0	0	0	0	0	0	0	0		
25357																0	1147	86	0	0	40603	5216	31911	118	73661	0			4831	7	0	0	0	0	0	0	0	0	0		
25647																0	6640	254	1527	4	30796	2787	32493	177	71456	0			0	0	0	0	0	0	0	0	0	0	0		
26149																0	1511	89	329	1	36940	3984	21335	119	60115	0	59682	0	599	2	0	0	0	0	0	0	0	0	0		
26242																0	18302	883	254	1	174858	23890	139107	550	332520	0			9711	15	0	0	0	0	0	0	0	0	0		
26457																0	595	68	0	0	13858	1511	6305	28	20758	0			333	1	0	0	0	0	0	0	0	0	0		
26765																0	2683	97	301	1	117421	24100	77942	341	198347	0			2728	6	0	0	0	0	0	0	0	0	0		
26859																0	11702	573	0	0	105885	9810	188887	692	306474	0			35664	64	0	0	0	0	0	0	0	0	0		
26916																0	16405	1233	1414	5	185582	27655	167673	764	371074	0			24206	32	0	0	0	0	0	0	0	0	0		
27548																0	19644	1220	1137	3	212929	28385	176358	348	410068	0			22250	25	0	0	0	0	0	0	0	0	8797		
27614																0	25722	1742	4417	9	139513	28291	63183	255	232835	0			10845	21	0	0	0	0	0	0	0	0	0		
27847																0	23667	1289	3902	9	189297	25283	132847	540	349713	0			5706	9	0	0	0	0	0	0	0	0	0	NO	
28152																0	5606	460	0	0	34475	6778	18566	80	58647	0	58997	0	1305	3	0	0	0	0	0	0	0	0	0		
28255																0	2965	248	0	0	74758	8542	84306	333	162030	0			7745	15	0	0	0	0	0	0	0	0	0		
28349																0	8331	330	692	2	58632	6951	58592	288	126247	0			3892	9	0	0	0	0	0	0	0	0	0		
28406															284732	0	47183	3314	3310	7	431266	42977	296408	1655	778167	0			8025	24	0	0	0	0	0	0	0	0	0		
28572																0	5374	183	258	1	23632	2169	14794	88	44058	0			0	0	0	0	0	0	0	0	0	0	0		
28732																0	2375	104	0	0	35659	4445	23606	126	61640	0			2189	5	0	0	0	0	0	0	0	0	0		
29104															384517	0	21365	981	4010	11	309134	33047	627910	2478	962419	0	783610	0	50991	71	0	0	0	0	0	0	0	0	200809		
29252																0	5581	369	0	0	55970	8782	37709	181	99260	0			0	0	0	0	0	0	0	0	0	0	0		
29636																0	22985	1003	1668	4	265780	49320	283129	767	573562	0			16207	27	0	0	0	0	0	0	0	0	0		
29850																0	1045	83	0	0	28712	4085	30764	105	60522	0			1119	2	0	0	0	0	0	0	0	0	0		
29953																0	2856	170	0	0	25333	3552	27897	127	56086	0			2566	5	0	0	0	0	0	0	0	0	0		
30052																0	195	8	0	0	8500	2132	3420	18	12115	0			275	1	0	0	0	0	0	0	0	0	0		
30258																0	19418	1216	1063	3	276849	30211	143936	524	441266	0			15786	19	0	0	0	0	0	0	0	0	0		
30418																0	961	112	348	1	258524	17318	7849	52	267682	0					0	0	0	0	0	0	0	0	0		
30502																0	29431	2022	1141	4	359276	46361	219010	959	608858	0			17102	33	0	0	0	0	0	0	0	0	0		
30650																0	9829	547	288	1	65649	8278	43863	305	119629	0			2189	5	0	0	0	0	0	0	0	0	0		
30810	29313617	0	28684668	0	15511	0	0	0	0	0	0	275000	0	0	1467746	0	451713	17262	20540	72	25404538	20216144	3436826	19550					10989	2									0		
31134																0	6290	375	519	1	46606	8028	25224	94	78697	58			305	1	0	0	0	0	0	0	0	0	0		
31255																0	10634	368	1356	4	117062	6644	130622	605	259674	0			18271	26	0	0	0	0	0	0	0	0	0		
31657																0	4685	152	523	2	47385	4698	30392	158	82985	0					0	0	0	0	0	0	0	0	0		
31826																0	15967	457	1318	4	102630	15275	69933	417	189848	0			5479	11	0	0	0	0	0	0	0	0	0		
31835																0	2826	137	330	1	31882	5461	39332	142	74370	0			1312	3	0	0	0	0	0	0	0	0	0		
32234																0	3198	131	0	0	31360	4150	30643	91	65202	0			5557	7	0	0	0	0	0	0	0	0	0		
32766																0	1876	118	0	0	24636	3154	17211	81	43723	0					0	0	0	0	0	0	0	0	0		
33147																0	17451	881	1021	3	146071	36545	159807	728	324350	0			11696	25	0	0	0	0	0	0	0	0	16904		
33259																0	35407	2452	1028	4	294684	25183	180949	868	512068	0			20475	26	0	0	0	0	0	0	0	0	0		
33268																0	4074	162	1602	4	47478	6306	44106	180	97260	0	100069	0	3020	5	0	0	0	0	0	0	0	0	0		
33549																0	5684	255	0	0	21684	3493	13767	77	41171	36			0	0	0	0	0	0	0	0	0	0	0		
33727																0	21668	1448	971	3	171374	24413	91330	480	285343	0			13893	29	0	76	0	0	0	0	0	0	0		
33754																0	972	52	0	0	19629	1987	6314	35	26915	0					0	0	0	0	0	0	0	0	0		
33839																0	1233	144	0	0	17046	2039	8887	45	27166	0			0	0	0	0	0	0	0	0	0	0	0		
33857																0	3141	271	0	0	40542	2674	18077	94	61901	141			0	0	0	0	0	0	0	0	0	0	0		
34153																0	34741	2286	960	3	349531	28133	157436	746	542668	0			30690	47	0	0	0	0	0	0	0	0	0		
34359																0	2172	102	0	0	13759	1586	7285	51	23216	0			0	0	0	0	0	0	0	0	0	0	0		
34425																0	11591	650	306	1	154020	17413	97503	534	263420	0			9385	19	0	0	0	0	0	0	0	0	0		
34434																0	13629	530	272	1	91172	14343	80636	314	185709	0			0	0	0	0	0	0	0	0	0	0	0		
34452																0	4687	202	721	1	42080	5830	31627	129	79115	0			0	0	0	0	0	0	0	0	0	0	0		
34537															527119	0	51880	3879	4176	10	885959	100710	823855	3522	1765870	0	1814329	0	75013	97	0	0	0	0	0	0	0	0	15258		
34555																0	15882	1001	1090	3	85029	9618	51696	169	153697	0					0	0	0	0	0	0	0	0	0		
34742																0	12170	540	257	1	134580	15559	110324	410	257331	0			14043	18	0	0	0	0	0	0	0	0	0		
34836																0	2067	136	0	0	15052	1745	9931	44	27050	0					0	0	0	0	0	0	0	0	0		
34863																0	1293	66	0	0	13496	1652	3289	19	18078	0			0	0	0	0	0	0	0	0	0	0	0		
35057																0	2042	97	0	0	49194	5728	36910	133	90253	2107			0	0	0	0	0	0	0	0	0	0	0		
35301	90389159	69305511	86310041	60579703	9775248	0	0	0	0	0	0	998565	69305511	60579703	20193909	0	0	0	0	0	118939	8297	20964709	4303					13410309	2152									0		
35570															595129	0	463843	24200	17328	52	2873727	191832	2198382	9493	5553280	0	5159545	0	27693	58	0	0	0	0	0	0	0	0	0		
35646																0	1364	163	478	1	25058	3357	11090	46	37990	0			0	0	0	0	0	0	0	0	0	0	0		
35842																0	4939	263	0	0	68106	7849	43648	200	116693	0					0	0	0	0	0	0	0	0	0		
36054															402515	0	24163	3588	1303	4	379351	25087	590699	1685	995516	0	1011505	0	60519	98	0	0	0	0	0	0	0	0	0		
36344																0	17209	1300	644	2	185327	20939	110788	475	313968	0			5516	11	0	0	0	0	0	0	0	0	0		
36456																0	3953	183	277	1	44775	4117	26089	134	75094	0			1095	2	0	0	0	0	0	0	0	0	0		
36858																0	7366	413	0	0	99475	10738	85589	399	192430	0	194170	0	13821	25	0	0	0	0	0	0	0	0	0		
36933																0	4578	244	0	0	60221	6467	29906	139	94705	0			1166	3	0	0	0	0	0	0	0	0	0		
37051																0	3082	151	310	1	30508	3732	12941	71	48542	1701			0	0	0	0	0	0	0	0	0	0	0		
37341																0	2592	146	0	0	19627	3616	3842	30	26061	0			430	1	0	0	0	0	0	0	0	0	0		
37350																0	365	71	0	0	11659	1783	6311	25	18335	0			0	0	0	0	0	0	0	0	0	0	0		
37378																0	1719	100	0	0	68971	6357	63246	289	133936	0			10708	20	0	0	0	0	0	0	0	0	0		
37435																0	66859	4001	5468	16	376042	70463	239637	977	688006	0			24665	32	0	0	0	0	0	0	0	0	0		
37640															379823	0	42976	3664	903	2	511591	69423	407380	1167	984637	21787	979332	23407	30815	61	0	0	0	0	0	0	0	0	0		
37659																0	786	126	551	1	20793	2768	12046	19	34176	0					0	0	0	0	0	0	0	0	0		
37743																0	6459	277	905	2	29484	4633	33590	128	70438	0			1153	3	0	0	0	0	0	0	0	0	0		
37949																0	5761	267	0	0	98636	7283	55153	231	159550	0			1150	3	0	0	0	0	0	0	0	0	0		
38535																0	27121	1702	1514	5	226618	26168	147575	649	402828	0			1843	6	0	0	0	0	0	0	0	0	0		
38740																0	12508	774	0	0	75523	10977	44495	171	132526	0			1856	3	0	0	0	0	0	0	0	0	0		
39327																0	14128	1101	0	0	189429	27777	106743	523	310300	0			23229	35	0	0	0	0	0	0	0	0	2864		
39420															97645	0	37352	2597	1327	4	637332	71855	368114	1272	1044125	0	1003107	0	42315	28	0	0	0	0	0	2000	4000	0	0		
39475															429540	0	41026	2868	1183	4	881261	88880	600676	2682	1524146	0	1521379	0	127484	167	86	39	0	0	0	0	0	0	0		
39756																0	9684	407	283	1	142433	12752	193050	773	345451	0			28080	46	0	0	0	0	0	0	0	0	6641		
40033																0	6231	322	1179	4	46255	8864	21058	62	74723	0			877	3	0	0	0	0	0	0	0	0	0		
40350																0	3488	249	0	0	21527	2923	10400	57	35415	0			971	2	0	0	0	0	0	0	0	0	0		
40707																0	11178	618	635	2	129760	21690	66530	321	208103	0			14342	24	0	0	0	0	0	0	0	0	0		
40855																0	1850	120	275	1	28759	2828	13851	64	44735	0					0	0	0	0	0	0	0	0	0		
41245																0	3262	195	0	0	21819	4126	7529	38	32610	0					0	0	0	0	0	0	0	0	0		
41553																0	2190	119	0	0	30883	4540	25730	85	58871	69					0	0	0	0	0	0	0	0	0		
41629																0	7534	585	253	1	89853	11171	36928	178	134568	0	130325	0	3149	3	0	0	0	0	0	0	0	0	2419		
41647																0	30841	1669	777	3	644575	45155	157528	725	833721	0			12615	27	0	0	0	0	0	0	0	0	40078		
41759																0	2103	129	0	0	21346	1978	9022	48	32471	0			0	0	0	0	0	0	0	0	0	0	0		
41825																0	6095	533	552	1	82694	12769	29714	148	119055	0					0	0	0	0	0	0	0	0	0		
41937																0	6153	285	286	1	11625	3335	26527	135	44591	0					0	0	0	0	0	0	0	0	0		
41955																0	2725	39	0	0	15607	2350	8548	43	26880	0			0	0	0	0	0	0	0	0	0	0	0		
