"IDRSSD"	RCFD0010	RCFD0022	RCFD0073	RCFD0074	RCFD0083	RCFD0085	RCFD0090	RCON0010	RCON0020	RCON0070	RCON0073	RCON0074	RCON0080	RCON0082	RCON0083	RCON0085	RCON0090	
	CASH AND DUE FROM DEPOSITORIES	CASH & CASH ITEMS IN PROCESS OF COLL	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	CASH AND DUE FROM DEPOSITORIES	CASH ITEMS IN PROCESS OF COLLECTION	BALANCES WITH BKS IN FGN COUNTRIES	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	CURR&COIN (U.S. & FGN) VAULT CASH	BALS DUE FROM DEPOSITORY INSTS IN US	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	
37								7129										
242								2000										
279								4087										
354								386										
457								1931										
505								7646	12	0	0	0	1573	442	0	442	5619	
1155								17788										
1351								2703										
1454								26865	4405	0	0	0	6183	414	0	414	15863	
1557								2829										
1632								11361	5682	0	0	0	2157	3522	0	3522	0	
1669								22119										
1829								32066	0	0	0	0	1524	12009	0	12009	18533	
1856								449										
2040								2658										
2161								8738										
2376								135289	0	0	0	0	2076	54775	0	54775	78438	
2451								5829										
2554								2738										
2732								37940	3698	0	0	0	3227	16923	0	16923	14092	
2750								802										
2938								13899	6545	0	0	0	2881	4473	0	4473	0	
3252								8166										
3458								5278										
3720								24857										
3953								2495										
4138								4547										
4156								2347										
4231								5448										
4437								4769										
4839								4811										
5005								14024	962	0	0	0	1140	3582	0	3582	8340	
5069								34656	0	63	0	63	161	4727	0	4727	29705	
5135								40226	0	0	0	0	3134	10550	0	10550	26542	
5210								19424	7349	0	0	0	7450	4396	0	4396	229	
5331								15303	788	0	0	0	1149	9771	0	9771	3595	
5461								14198	7451	0	0	0	6269	426	0	426	52	
5751								1167										
6039								8807										
6141								4065										
6329								23742	155	0	0	0	6162	149	0	149	17276	
6972								16116	9267	0	0	0	5776	1047	0	1047	26	
7009								6459	1190	2000	2000	0	15	3229	0	3229	25	
7045								7545										
7157								632										
7456								1057										
7634								4188										
8033								5165										
8462								14825										
8631								7776										
9357								12708	5771	0	0	0	714	2529	0	2529	3694	
9553								8882										
9807								304009	11254	0	0	0	6161	2940	0	2940	283654	
9955								25286										
10157								1598										
10250								8843	2793	0	0	0	1672	4378	4378	0	0	
10849								5792	60	0	0	0	1400	164	0	164	4168	
10858								31870	4295	0	0	0	1827	441	0	441	25307	
11145								9425										
11640								10171	108	0	0	0	4101	5177	0	5177	785	
11837								2748										
12030								17697	25	0	0	0	2616	7072	0	7072	7984	
12142								7439										
12245								2710										
12311	2326207	559908	0	1934	0	459065	1305300	2326207	257187	1934			302721	459065			1305300	
12647								9865										
12656								451	0	0	0	0	206	235	0	235	10	
12937								16682										
12946								12659	5182	0	0	0	4537	2825	0	2825	115	
12955								13012										
13037								4073										
13103								27691	0	0	0	0	2549	10139	0	10139	15003	
13251								3318										
13457								1263										
14052								2821										
14155								2445										
14454								3954										
14650								5009										
14753								3072										
14865								4107										
14977								13922										
15536								212959	25526	803	0	803	14237	18727	0	18727	153666	
16337								12831	1	0	0	0	4377	8453	0	8453	0	
16458								21030										
16551								5403										
16748								2876										
16944								3460										
16953								5723										
17110								10168										
17147								45594	0	0	0	0	16235	26815	0	26815	2544	
17259								1055										
17464								342804	22560	0	0	0	12368	4253	0	4253	303623	
17950								5037										
18050								11367										
18135								10649										
18377								8558										
18827								47846	2215	0	0	0	2305	38560	0	38560	4766	
18836								5304										
18854								13742										
18957								1426										
19356								4312										
19730								205964	16765	0	0	0	18318	7743	0	7743	163138	
19936								17718										
19972								11021										
20053								2158										
20370								11872										
20512								3927										
20633								4469										
20857								5465										
20866								7124										
21256								1935										
21359								912										
21630								3638										
21658								8487										
22048								4012										
22356								20205										
22459								3139										
22543								10011										
22552								697										
22730								6080										
22936								34835	0	0	0	0	2075	558	0	558	32202	
22954								5738										
23036								11546	2598	0	0	0	3510	5438	0	5438	0	
23045								1952										
23241								312289	278	0	0	0	26245	28655	0	28655	257111	
23456								1506										
23504								16048	5828	0	0	0	5433	2034	0	2034	2753	
23540								14934										
23643								10017										
23755								3996										
23812								20058	0	0	0	0	2747	13112	0	13112	4199	
24006								51740	7367	0	0	0	2719	10252	0	10252	31402	
24453								35086	1001	0	0	0	1025	146	0	146	32914	
24659								4624										
24668								26886										
24855								5240										
24949								16866	0	0	0	0	7318	8388	0	8388	1160	
25357								5367										
25647								2698										
26149								3326										
26242								22794	0	0	0	0	2722	5014	0	5014	15058	
26457								441										
26765								3321										
26859								15071	16	0	0	0	3030	11238	0	11238	787	
26916								13621	8	0	0	0	3217	9651	0	9651	745	
27548								16106	34	0	0	0	4333	11722	0	11722	17	
27614								9173										
27847								11685	0	0	0	0	3597	7942	0	7942	146	
28152								7260										
28255								34035										
28349								8200										
28406								15934	13	0	0	0	2264	12391	0	12391	1266	
28572								2693										
28732								3096										
29104								176784	77	0	0	0	2838	254	0	254	173615	
29252								2848										
29636								19161	641	0	0	0	10081	8439	0	8439	0	
29850								11142										
29953								5880										
30052								1558	66	0	0	0	239	230	0	230	1023	
30258								24653	4489	0	0	0	2811	412	0	412	16941	
30418								4217	0	0	0	0	0	3721	0	3721	496	
30502								49771	10233	329	0	329	5678	2913	0	2913	30618	
30650								13702										
30810	3567246	240829	0	6080	0	113593	3206744	3561166	240178	0			651	113593			3206744	
31134								19488										
31255								9946	2426	0	0	0	1576	1265	0	1265	4679	
31657								5096										
31826								23920										
31835								2544										
