"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDA519	RCFDA520	RCFDB556	RCFDC009	RCFDC010	RCFDC436	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONA519	RCONA520	RCONB556	RCONC009	RCONC010	RCONC436	TEXT3549	TEXT3550	TEXT3551	
	REPOSSESSED PERSONAL PROPERTY	HISTCL COST OF ALL OTH AVL-FOR-SALE	NET DEFERRED TAX ASSETS	OTHER ASSETS	PREPAID EXPENSES	ALL OTHER ASSETS	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	INT-ONLY STRIPS RCVBL ON:MORTG LOANS	INT-ONLY STRPS RCVBL ON:OT FIN ASSTS	ACCRUED INTEREST RECEIVABLE	CASH SURRENDER VAL OF LIFE INSURANCE	DERIVATIVES W/POSITIVE FAIR VALUE	RETAINED INT IN ACCURED INTEREST	REPOSSESSED PERSONAL PROPERTY	HISTCL COST OF ALL OTH AVL-FOR-SALE	NET DEFERRED TAX ASSETS	OTHER ASSETS	PREPAID EXPENSES	ALL OTHER ASSETS	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	INT-ONLY STRIPS RCVBL ON:MORTG LOANS	INT-ONLY STRPS RCVBL ON:OT FIN ASSTS	ACCRUED INTEREST RECEIVABLE	CASH SURRENDER VAL OF LIFE INSURANCE	DERIVATIVES W/POSITIVE FAIR VALUE	RETAINED INT IN ACCURED INTEREST	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	
37																0	148	320	1333	51	114	0	0	0	0	0	751	0	0	0				
242																0	201	0	411	9	9	0	0	0	0	0	201	0	0	0				
279																16	1599	118	2688	91	107	0	0	0	0	0	798	66	0	0				
354																0	5	72	172	0	0	0	0	0	0	0	95	0	0	0				
457																0	235	0	1128	26	26	0	0	0	0	0	360	507	0	0				
505																0	3230	1960	7506	237	680	0	0	0	0	0	1636	0	0	0				
1155																0	1115	0	6347	126	319	0	0	0	0	0	1283	3630	0	0	0			
1351																0	0	0	1478	24	59	35	0	0	0	0	1419	0	0	0	computer software			
1454																0	1092	0	9110	787	1093	0	0	0	0	0	2415	4510	0	0				
1557																0	144	0	1093	50	50	0	0	0	0	0	899	0	0	0	0	0	0	
1632																0	4107	4943	18440	0	4134	3546	0	0	0	0	4467	789	0	0	Reserve for Federal Taxes			
1669																0	428	250	8914	133	137	0	0	0	0	0	1958	6141	0	0				
1829																0	2879	1675	9039	680	2720	0	0	0	0	0	1765	0	0	0				
1856																0	4620	0	7145	874	874	0	0	0	0	0	1651	0	0	0				
2040																0	1546	732	6836	540	1205	62	575	0	0	0	1036	2317	0	0	Computer Software	Accrued Taxes		
2161																0	276	0	3736	185	2611	2426	0	0	0	404	445	0	0	0	Cash Surrender Value-Life Ins			
2376																0	25550	22155	85944	409	1007	598	0	0	0	0	7848	29384	0	0	Suspense and clearing			
2451																0	604	255	1381	72	159	0	0	0	0	0	363	0	0	0				
2554																0	0	0	145	19	66	46	0	0	0	0	79	0	0	0	software			
2732																0	174	279	3902	33	928	778	0	0	0	0	2202	319	0	0	Fed Inc Taxes Pay Current			
2750																0	527	0	2322	122	140	0	0	0	0	0	879	776	0	0				
2938																0	2470	2298	11212	0	1883	1165	0	0	0	0	4561	0	0	0	Reserve for Current Taxes			
3252																0	320	0	2883	215	396	175	0	0	0	0	2167	0	0	0	NP Debits			
3458																0	184	0	417	20	26	0	0	0	0	0	207	0	0	0				
3720																0	615	553	5957	216	357	0	0	0	0	0	1023	3409	0	0				
3953																0	672	0	3939	215	1342	1127	0	0	0	0	1145	780	0	0	Bond			
4138																60	991	1487	4109	311	442	0	0	0	0	0	1189	0	0	0				
4156																0	2455	0	7946	0	6	0	0	0	0	0	2308	3177	0	0				
4231																0	0	372	1629	0	160	0	0	0	0	0	1097	0	0	0				
4437																0	1175	800	6893	229	349	0	0	0	0	0	1239	3330	0	0				
4839																0	2075	0	3642	166	173	0	0	0	0	0	1394	0	0	0				
5005																0	4637	1942	18479	1982	2804	0	0	0	0	0	1621	7475	0	0				
5069																0	0	491	5786	1105	2537	1416	0	0	0	0	2758	0	0	0	Accounts Receivable			
5135																8	1661	1011	9515	178	260	0	0	0	0	0	3341	3242	0	0				
5210																0	9170	3265	44705	1064	2768	0	0	0	0	0	3703	25799	0	0				
5331																0	3783	3646	10054	289	1857	1415	0	0	0	0	489	279	0	0	accrued int on securities purchased			
5461																0	2214	0	9464	0	4626	3990	0	0	0	0	1938	686	0	0	QZAB			
5751																0	301	0	3650	56	58	0	0	0	0	0	942	2349	0	0				
6039																0	162	226	2023	156	748	278	202	0	0	0	588	299	0	0	DUE FROM USDA	DUE FROM HOLDING COMPANY		
6141																0	0	55	476	64	70	6	0	0	0	0	351	0	0	0	Current income tax			
6329																231	769	1885	12110	1226	1687	0	0	0	0	0	3643	4126	0	0				
6972																0	4933	0	18328	1171	2770	1394	0	0	0	0	3959	6666	0	0	Accounts Receivable			
7009																0	0	159	9782	0	6419	5647	0	0	0	0	3204	0	0	0	RECEIVABLES			
7045																0	0	0	1595	0	483	0	0	0	0	0	1112	0	0	0				
7157																0	23	0	481	28	54	0	0	0	0	0	404	0	0	0				
7456																0	299	0	952	0	88	63	0	0	0	0	565	0	0	0	Prepaid Health Insurance			
7634																0	430	0	1360	175	303	94	0	0	0	0	627	0	0	0	Late Fees Receivable			
8033																0	1524	0	4106	142	463	321	0	0	0	0	1304	815	0	0	OTHER ASSETS			
8462																0	21	0	815	0	24	0	0	0	0	0	770	0	0	0				
