"IDRSSD"	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD4266	RIAD4267	RIAD4481	RIAD4482	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4653	RIAD4654	RIAD4655	RIAD4662	RIAD4663	RIAD4664	RIAD4665	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADB516	RIADB517	RIADC217	RIADC218	RIADC234	RIADC235	RIADC388	RIADC880	RIADC891	RIADC892	RIADC893	RIADC894	RIADC895	RIADC896	RIADC897	RIADC898	RIADF185	RIADF187	RIADF188	
8631	0	0	0	0	0	0	0	0	5	0			0	0	153	144	0	0											0	0	0	0			0	0	9	5	0	0	0	0			0	0	0	0	0	0	0	0				
9357	0	0	0	0	0	0	0	0	6	6		0	0	0	293	9	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	0	284	0			0	0	0	0	0	0	0	0	0	0		
9553	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0				
9807	0	0	0	0	0	0	0	0	58	58		0	0	0	12718	389	0	46		0	0		0	0	0		0	0	0	0	127	0			0	0	2	0	0	0	0	0			130	0	11365	0	0	0	659	0	0	0		
9955	0	0	0	0	0	0	0	0	6	4			0	0	2	0	0	0						0				0	0	0	0	0			0	0	2	2	0	0	0	0			0	0	0	0	0	0	0	0				
10157	0	85	0	0	97	15	0	0	104	0			0	0	1125	413	0	0						0				0	413	0	0	0			0	0	3	4	0	0	0	0			382	0	15	0	215	0	0	0				
10250	0	0	88	0	0	0	0	0	38	0		0	0	20	2066	648	0	66		0	0		0	0	0		0	0	0	0	50	0			17	0	102	13	0	3	79	491			35	2	428	0	3	0	59	0	0	0		
10849	0	0	229	0	0	0	0	0	5	0		0	0	0	1533	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	5	0	0	300			0	0	1004	0	0	0	0	0	0	0		
10858	0	0	0	0	0	0	0	0	100	29		0	0	30	3541	936	0	65		0	0		0	0	0		0	0	0	0	0	0			2298	0	52	41	0	0	0	0	0		39	0	0	0	0	0	151	0	0	0		
11145	0	0	0	0	0	0	0	0	17	0			0	0	404	275	0	0											0	0	0	0			0	0	36	9	8	0	93	0			0	0	0	0	0	0	0	0				
11640	0	0	0	0	0	0	0	0	85	13		0	0	67	199	0	0	98		0	0		0	0	0		0	2	0	0	0	0			0	0	12	1	3	0	0	0			89	1	0	0	0	0	0	0	0	0		
11837	0	0	0	0	0	0	0	0	4	0			0	0	681	220	0	0											0	0	0	0			2	0	9	4	0	0	50	0			0	0	362	0	0	0	38	0				
12030	718	181	0	0	0	0	0	0	2553	298		0	0	144	2727	180	0	165		0	0		0	73	0		0	0	0	0	0	0			0	0	269	113	290	2	259	0			0	33	497	451	639	569	0	472	0	0		
12142	0	0	0	0	0	0	0	0	74	0			0	64	131	27	0	73											0	0	0	0			5	4	26	6	0	0	0	0			0	0	0	0	0	0	0	0				
12245	0	0	0	0	0	0	0	0	3	0			0	0	6	0	0	0											0	0	0	0			6	3	0	0	0	0	0	0			0	0	0	0	0	0	0	0				
12311	66	22	16240	135	20632	2531	0	0	36340	4624	4624	0	0	14416	702433	174843	0	132293	174843	0	0	0	0	29	0	0	0	5	152699	3852	29694	1189	0	0	0	0	48314	10234	804	811	55280	17261		13928	33730	254	49751	90	23359	307	100941	918	6704	1391	1140	
12647	0	0	0	0	0	0	0	0	0	0			0	0	3	0	0	0						0				0	0	0	0	0			3	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0				
12656	0	0	0	0	0	0	0	0	1	0			0	0	2	0	0	0						0				0	0	0	0	0			0	0	2	1	0	0	0	0			0	0	0	0	0	0	0	0				
12937	0	0	0	0	0	0	0	0	1	0			0	0	17	0	0	0											0	0	0	0			0	0	17	1	0	0	0	0			0	0	0	0	0	0	0	0				
12946	0	0	0	0	0	0	0	0	75	5		0	0	0	1585	140	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	238	52	12	0	480	0			657	0	0	0	70	6	0	0	0	0		
12955	0	0	0	0	0	0	0	0	16	15			0	0	61	0	0	0											0	0	9	0			0	0	1	1	0	0	0	0			0	0	51	0	0	0	0	0				
13037	0	0	0	0	0	0	0	0	10	6			0	0	38	22	0	0											0	0	0	0			0	0	16	4	0	0	0	0			0	0	0	0	0	0	0	0				
13103	0	0	0	0	0	0	0	0	34	5		0	0	0	541	50	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	467	29	0	0	24	0			0	0	0	0	0	0	0	0	0	0		
13251	0	0	0	0	0	0	0	0	58	1			0	45	21	0	0	0						0				45	0	0	0	0			0	0	10	10	2	0	11	0			0	0	0	0	0	0	0	0				
13457	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0				
14052	0	0	0	0	0	0	0	0	29	4			0	0	77	33	0	0											0	0	0	0			0	0	3	0	25	0	41	0			0	0	0	0	0	0	0	0				
14155	0	0	0	0	0	0	0	0	123	18			0	17	425	111	0	11						0				9	0	0	0	0			0	0	55	31	7	0	158	0			0	50	0	0	0	0	90	0				
14454	0	0	0	0	1	1	0	0	2	1			0	0	499	496	0	0						0				0	0	0	0	0			0	0	2	0	0	0	0	0			0	0	0	0	0	0	0	0				
14650	0	0	0	0	0	0	0	0	7	0			0	0	45	0	0	0											0	0	0	0			0	0	24	7	0	0	0	0			0	0	21	0	0	0	0	0				
14753	0	0	0	0	0	0	0	0	0	0			0	0	5	0	0	0						0				0	0	0	0	0			0	0	5	0	0	0	0	0			0	0	0	0	0	0	0	0				
14865	0	0	33	0	0	0	0	0	0	0			0	0	1551	500	0	0						0				0	0	0	0	0			2	0	9	0	0	0	295	0			88	0	54	0	0	0	570	0				
14977	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0				
15536	0	0	1011	0	33	15	0	0	64	1		0	0	0	41419	1473	0	0		0	0		0	0	0		0	0	0	0	446	0			24	0	132	29	0	0	1590	20			1648	0	29806	0	304	0	4932	19	0	0		
16337	0	0	0	0	0	0	0	0	982	116		0	0	8	5189	1257	0	15		0	0		0	0	0		0	0	0	0	209	0			0	0	913	374	427	1	700	2			69	0	1504	0	503	56	17	0	0	0		
16458	0	0	0	0	0	0	0	0	17	5			0	9	48	7	0	9											0	0	0	0			0	0	1	0	3	0	0	31			0	0	0	0	0	0	0	0				
16551	0	0	0	0	0	0	0	0	32	3			0	0	354	0	0	0											0	0	0	6			0	0	14	23	0	0	62	0			0	0	181	0	97	0	0	0				
16748	0	0	0	0	0	0	0	0	5	0			0	0	42	0	0	0						0				0	0	0	0	0			0	0	42	5	0	0	0	0			0	0	0	0	0	0	0	0				
16944	0	0	0	0	0	0	0	0	1	0			0	0	32	0	0	0											0	0	0	0			0	0	32	1	0	0	0	0			0	0	0	0	0	0	0	0				
16953	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0				
17110	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0				
17147	65	0	208	0	0	0	0	0	830	493		0	0	13	35113	23947	0	175		0	0		0	0	0		0	0	0	0	21	0			0	0	913	229	57	26	1028	662			2004	1	1214	0	4174	11	702	0	0	0		
17259	0	0	0	0	0	0	0	0	36	0			0	36	31	0	0	31											0	0	0	0			0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0				
17464	389	0	0	0	0	0	0	0	1001	531		0	0	0	48778	11219	0	0		0	0		0	0	0		0	0	0	0	1497	3			484	21	1877	268	0	1	0	83			517	0	26538	174	1007	0	5167	3	0	0		
17950	0	0	0	0	0	0	0	0	2	0			0	0	37	0	0	16						16				0	0	0	0	0			0	0	21	2	0	0	0	0			0	0	0	0	0	0	0	0				
18050	0	0	0	0	0	0	0	0	52	5			0	30	136	3	0	27											0	0	0	0			0	0	56	17	0	0	0	0			30	0	20	0	0	0	0	0				
18135	0	0	0	0	0	0	0	0	2	0			0	0	61	0	0	0											0	0	0	0			0	0	0	0	0	2	0	61			0	0	0	0	0	0	0	0				
18377	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0				
18827	0	0	0	0	0	0	0	0	64	2		0	0	0	555	259	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	119	38	15	0	110	0			0	0	0	0	67	9	0	0	0	0		
18836	0	0	0	0	0	0	0	0	45	0			0	0	294	0	0	0											0	0	0	0			0	0	162	45	0	0	100	0			0	0	3	0	29	0	0	0				
18854	0	0	0	0	0	0	0	0	34	20			0	0	50	27	0	0						0				0	0	0	0	0			0	0	23	13	1	0	0	0			0	0	0	0	0	0	0	0				
18957	0	0	0	0	0	0	0	0	16	9			0	1	3286	3223	0	1						0				0	0	0	0	0			0	0	27	5	1	0	35	0			0	0	0	0	0	0	0	0				
19356	0	0	0	0	0	0	0	0	25	19			0	0	505	500	0	0											0	0	0	0			0	0	5	1	0	0	0	0			0	0	0	0	0	0	0	5				
19730	0	0	0	0	0	0	0	0	568	246		0	0	98	3048	3	0	172		0	0		0	0	0		0	0	0	0	433	0			0	0	10	5	0	100	46	88			0	0	2200	0	81	119	15	0	0	0		
19936	0	0	0	0	0	0	0	0	20	0			0	0	470	8	0	0											8	0	0	0			0	0	55	18	0	0	20	0			0	0	387	0	0	2	0	0				
19972	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0				
20053	0	0	0	0	0	0	0	0	127	126			0	0	420	187	0	0						0				0	0	0	0	0			3	0	5	0	0	0	161	0			0	1	0	0	64	0	0	0				
20370	0	0	38	0	0	0	0	0	33	0			0	0	1338	85	0	0											0	0	0	0			0	0	47	0	0	33	35	303			597	0	31	0	0	0	202	0				
20512	0	0	0	0	0	0	0	0	12	2			0	0	15	0	0	9											0	0	0	0			0	0	6	8	0	0	0	0			0	0	0	0	0	2	0	0				
20633	0	0	0	0	0	0	0	0	11	1			0	0	255	223	0	0											0	0	0	0			0	0	32	5	5	0	0	0			0	0	0	0	0	0	0	0				
20857	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0				
20866	0	0	0	0	0	0	0	0	1	0			0	0	1199	0	0	0											0	0	0	0			0	0	7	1	0	0	95	0			1089	0	0	0	8	0	0	0				
21256	0	0	0	0	0	0	0	0	0	0			0	0	75	0	0	0											0	0	0	0			0	0	2	0	0	0	0	0			0	0	73	0	0	0	0	0				
21359	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0				
21630	0	0	0	0	0	0	0	0	0	0			0	0	10	0	0	0											0	0	0	0			0	0	10	0	0	0	0	0			0	0	0	0	0	0	0	0				
21658	0	0	90	105	0	0	0	0	251	132			0	0	105	0	0	5						5				0	0	0	0	0			0	0	10	14	0	0	0	0			0	0	0	0	0	0	0	0				
22048	0	0	0	0	0	0	0	0	101	10			0	75	530	180	0	138						0				0	0	0	0	0			0	0	74	7	6	0	68	0			0	0	0	0	70	1	0	2				
22356	0	1	0	0	0	0	0	0	52	32			0	1	3413	0	0	62						0				0	0	0	0	4			0	6	25	6	0	0	0	0			0	0	3311	0	15	2	0	0				
22459	0	0	0	0	0	0	0	0	41	0			0	0	83	0	0	0											0	0	0	0			0	0	77	22	19	0	1	0			0	0	0	0	5	0	0	0				
22543	0	0	0	0	0	0	0	0	9	1			0	0	31	0	0	0											0	0	0	0			0	0	6	8	0	0	3	0			0	0	0	0	22	0	0	0				
22552	0	0	0	0	0	0	0	0	60	0			0	0	84	0	0	0						0				0	0	0	0	0			0	0	0	2	0	0	0	0			0	0	0	0	0	0	84	58				
22730	0	0	0	0	0	0	0	0	24	0			0	0	48	0	0	0											0	0	0	0			0	0	48	7	17	0	0	0			0	0	0	0	0	0	0	0				
22936	0	0	0	0	0	0	0	0	284	0		0	0	6	737	48	0	20		0	0		0	0	0		0	0	0	0	76	0			0	0	57	23	0	0	205	142			23	255	76	0	0	0	90	0	0	0		
22954	0	0	0	0	0	0	0	0	39	2			0	0	73	43	0	0						0				0	0	0	0	0			0	0	3	4	33	0	19	0	0		0	0	8	0	0	0	0	0				
23036	0	0	0	0	0	0	0	0	431	255		0	0	1	9828	2330	0	9		0	0		0	0	0		0	0	0	0	0	0			0	0	151	11	17	0	1234	29			4413	30	721	115	80	0	861	2	0	0		
23045	0	0	0	0	0	0	0	0	0	0			0	0	1	0	0	0											0	0	0	0			0	0	1	0	0	0	0	0			0	0	0	0	0	0	0	0				
23241	0	0	1714	4	0	0	0	0	772	181		0	0	235	46830	3218	0	17620		0	0		0	32	0		0	3	0	0	996	39			0	2	1702	259	19	25	3949	692			469	0	13554	6	1118	0	1798	2	0	0		
23456	0	0	0	0	0	0	0	0	4	0			0	0	81	54	0	0						0				0	0	0	0	0			0	0	27	4	0	0	0	0			0	0	0	0	0	0	0	0				
23504	0	0	0	0	0	0	0	0	1	0		0	0	0	1231	411	0	0		0	0		0	0	0		0	0	0	0	120	0			0	0	170	1	0	0	0	268			0	0	262	0	0	0	0	0	0	0		
23540	0	0	0	0	0	0	0	0	1	1			0	0	61	21	0	0											0	0	0	0			0	0	40	0	0	0	0	0			0	0	0	0	0	0	0	0				
23643	0	0	0	0	0	0	0	0	248	25			0	217	555	134	0	381											0	0	0	0			0	0	0	0	3	0	0	0			40	0	0	0	0	0	0	3				
23755	0	0	0	0	0	0	0	0	10	1			0	0	206	10	0	0											0	0	0	0			0	0	17	7	0	0	88	0			91	2	0	0	0	0	0	0				
23812	0	0	0	0	147	118	0	0	250	82		0	0	21	1366	86	0	60		0	0		0	0	0		0	0	0	0	0	0			0	0	305	7	0	0	0	0			467	0	0	22	301	0	0	0	0	0		
24006	0	0	0	0	0	0	0	0	2	0		0	0	0	239	223	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	16	2	0	0	0	0			0	0	0	0	0	0	0	0	0	0		
24453	0	0	0	0	0	1	0	0	1	0		0	0	0	1463	1055	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	23	0	0	0	178	0			27	0	0	0	180	0	0	0	0	0		
24659	0	0	0	0	0	0	0	0	1	0			0	1	54	54	0	0						0				0	0	0	0	0			0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0				
24668	0	0	0	0	0	0	0	0	12	4			0	0	176	39	0	0											0	0	0	0			0	0	12	8	0	0	0	0			0	0	0	0	125	0	0	0				
24855	0	0	0	0	0	0	0	0	1	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	1	0	0	0	0			0	0	0	0	0	0	0	0				
24949	0	0	0	0	0	0	0	0	29	0		0	0	0	1208	288	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	98	14	15	0	114	74			520	0	0	0	114	0	0	0	0	0		
25357	0	0	0	0	0	0	0	0	18	0			0	15	62	0	0	41											0	0	0	0			0	0	21	3	0	0	0	0			0	0	0	0	0	0	0	0				
25647	0	0	0	0	0	0	0	0	21	0			0	0	102	0	0	0											0	0	0	0			0	0	2	0	0	0	0	0			0	0	0	0	100	21	0	0				
26149	0	0	0	0	0	0	0	0	1	0			0	0	0	0	0	0											0	0	0	0			0	0	0	1	0	0	0	0			0	0	0	0	0	0	0	0				
