"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	
1557																																							1500	1329	0	5852	6383	0	198	0	1093	42856	35088	524	37808	0	380	0	1735	0	5048	200	42856	0	0	3920	0	0	800	0	8162	26926			0	26881	26501	128	0	0	461	0	5048	
1632																																							3306	8055	0	0	50163	0	14069	3253	18440	766923	626159	6265	704500	0	14088	0	60000	0	62423	1900	766923	0	0	20793	0	0	38693	0	73251	552908			0	683725	669637	1037	0	0	12076	0	62423	
1669																																							16199	5920	1129	81680	48085	0	1613	65	8914	247259	203652	1001	204797	0	1977	0	144	0	42462	800	247259	0	0	40207	0	0	800	0	27213	176439			0	78581	76604	655	7050	0	0	0	42462	
1829																																							30541	1524	692	0	91172	0	3105	376	9039	403208	316466	2110	363279	0	3997	8144	34971	0	39929	390	403208	0	0	36098	0	0	3100	0	58987	257479			0	262612	258615	341	0	0	0	9732	39929	
1856																																							89	360	0	65905	101691	0	403	0	7145	205382	145721	258	199979	0	201	98	54000	0	5403	500	205382	0	0	2082	0	0	17782	0	2045	143676			0	13134	12933	-14961	16758	0	0	0	5403	
2040																																							4	2654	0	0	37120	0	3714	86	6836	209689	162430	1732	191247	0	2850	0	23567	0	18442	480	209689	0	0	14611	0	0	4270	505	11604	150825			0	155891	153041	-919	5729	0	0	3518	18442	
2161																																							2500	6238	0	4	37245	0	1642	0	3736	113452	99718	1398	101116	0	559	0	0	0	12336	1000	113452	0	0	9615	0	0	1253	0	16522	83196			0	58291	57732	468	4355	0	0	0	12336	
2376																																							127633	7655	0	118817	271273	0	13777	1338	85944	1882576	1139527	22439	1688402	65	20681	0	523701	0	194109	500	1882576	0	0	201285	1814	0	5372	0	36484	1103043			-13909	1275006	1254325	861	0	0	2735	0	194174	
2451																																							5329	500	519	0	0	0	354	727	1381	38463	32585	115	35434	0	1014	0	2734	0	3029	50	38463	0	0	-910	0	0	3889	338	2838	29747			0	29950	28936	0	379	0	0	0	3029	
2554																																							2580	158	0	100	300	0	114	0	145	9113	7895	43	8010	0	53	290	0	0	1103	50	9113	0	0	75	0	0	975	0	1467	6428			0	5479	5426	3	0	0	72	0	1103	
2732																																							14092	23848	1112	0	61596	0	5540	0	3902	530704	451664	6411	458393	0	4594	0	318	0	72311	0	530704	0	0	65408	0	0	5789	0	70323	381341			0	425208	420614	1114	0	0	0	0	72311	
2750																																							397	405	0	0	10255	0	333	271	2322	53666	42721	385	48706	0	516	0	5600	0	4960	84	53666	0	0	4917	0	0	93	0	2120	40601			0	40165	39649	-134	34	0	0	0	4960	
2938																																							3744	10155	0	0	93885	0	11804	851	11212	640427	549464	4541	591768	0	11637	0	29000	0	48659	2050	640427	0	0	10814	0	0	33737	0	76266	473198			0	502550	490913	2058	17863	0	0	8763	48659	
3252																																							2393	5773	0	320	54547	0	516	57	2883	143465	122607	428	126735	0	1149	0	3700	0	16730	200	143465	0	0	15733	0	0	300	0	11210	111397			0	76725	75576	497	1400	0	0	0	16730	
3458																																							2993	2285	0	2036	9023	0	378	380	417	29951	22557	191	26858	0	422	0	0	0	3093	100	29951	0	0	1778	0	0	1101	0	2573	19984			0	12420	11998	114	441	0	0	4110	3093	
3720																																							20285	4572	0	7668	36880	0	3605	66	5957	183323	148322	1420	158269	0	1591	0	5658	0	25054	2400	183323	0	0	11656	0	0	10800	295	15487	132835			0	105586	103995	198	0	0	0	2869	25054	
3953																																							8	2487	0	0	4	0	3801	250	3939	121632	105520	966	111458	0	2149	0	4972	0	10174	500	121632	0	0	5994	0	0	3680	10792	24097	81423			0	102500	100351	0	0	0	0	0	10174	
4138																																							359	4188	0	0	37827	23	7298	4152	4109	191680	169336	398	176641	0	2919	0	5626	0	15038	300	191679	0	0	14183	0	0	300	0	23524	145812			0	136643	133724	255	0	0	600	681	15038	
4156																																							129	2218	0	0	46569	0	7836	297	7946	206922	153965	9096	188674	0	1779	1783	25488	0	18248	1200	206922	0	0	9887	0	0	5981	1902	20218	133747			0	140021	138242	1180	0	0	125	0	18248	
4231																																							1750	3698	0	0	29956	0	1046	1412	1629	119772	103918	845	105321	0	656	0	0	0	14451	500	119772	0	0	2274	0	0	12100	0	13254	90664			0	80837	80181	-423	100	0	558	0	14451	
4437																																							150	4619	0	995	46757	0	4686	937	6893	247859	208160	1169	223990	0	2435	0	11067	0	23869	963	247859	0	0	18819	0	0	3750	0	19160	189000			0	180872	178437	337	4385	0	0	3594	23869	
4839																																							198	4613	0	0	62279	80	6178	5153	3642	322753	248217	1600	298347	0	3326	0	38400	0	24406	1875	322753	0	0	13378	0	0	8429	0	36004	212212			0	237836	234510	724	6100	0	0	10130	24406	
5005																																							1068	12956	635	313	56961	0	7874	11287	18479	452209	346861	4231	417986	0	6031	2305	66894	0	34223	0	452209	0	0	-1200	0	0	37351	0	29172	317689			0	344389	338358	-1928	1973	0	0	0	34223	
5069																																							30106	4550	0	0	18732	0	18344	1700	5786	492035	386427	6368	392795	0	14204	0	0	0	99240	4500	492035	0	0	92371	0	0	4129	0	13363	373064			0	427021	412817	-1760	0	0	0	0	99240	
5135																																							25548	14678	0	0	20986	0	4037	111	9515	311784	252280	1009	277165	0	3635	1042	23876	0	34619	651	311784	0	0	14610	0	0	19349	0	32154	220126			0	239502	235867	9	0	0	0	0	34619	
5210																																							3792	15632	0	10064	211143	0	14772	585	44705	946213	727237	11527	872792	0	9860	0	93262	0	73421	4798	946213	0	0	64762	0	0	5455	6175	52926	674311			0	649205	639345	-1594	0	0	0	40766	73421	
5331																																							1061	14242	0	0	196329	0	12851	5688	10054	382322	225751	2821	358140	0	1146	0	32068	0	24182	2580	382322	0	0	16287	0	0	11610	0	37028	188723			0	143243	142097	-6295	0	0	4000	93500	24182	
5461																																							228	13970	453	0	45930	736	12140	146	9464	428272	346773	2540	385611	0	4067	0	36298	0	42661	2059	428272	0	0	35430	0	0	4241	0	108540	238233			0	349272	345205	931	0	0	0	0	42661	
5751																																							0	1167	0	0	64116	0	255	0	3650	118710	92091	585	94698	0	946	0	0	0	24012	600	118710	0	0	22078	0	0	700	0	7003	85088			0	50468	49522	634	0	0	2022	0	24012	
6039																																							2692	6115	0	0	4699	0	1782	1428	2023	83397	73598	605	74203	0	1260	0	0	0	9194	469	83397	0	0	3120	0	0	5600	0	10654	62944			0	65318	64058	5	600	0	0	0	9194	
6141																																							0	4065	0	12867	0	0	206	14	476	43241	38574	195	38769	0	411	0	0	0	4472	400	43241	0	0	372	0	0	3700	0	10355	28219			0	21124	20713	0	4900	0	0	0	4472	
6329																																							5	23737	0	406	31851	0	17326	1641	12110	457544	418909	3499	422408	0	4952	0	0	0	35136	2600	457544	0	0	16900	0	0	15400	0	96485	322424			0	370420	365468	236	5000	0	0	0	35136	
6972																																							155	15961	243	58535	41611	0	9293	0	18328	916180	771446	13243	837952	0	20100	0	49100	0	78228	2600	916180	0	0	49495	0	0	28525	0	156131	615315			0	792154	772054	-2392	0	0	900	3263	78228	
7009																																							2000	4459	0	0	471608	0	607	0	9782	668072	616145	5998	622143	0	0	0	0	0	45929	500	668072	0	0	41691	0	0	552	0	44681	571464			0	179616	179616	3186	0	0	0	0	45929	
7045																																							0	7545	0	18890	21279	0	1804	0	1595	117508	103238	405	103643	0	730	0	0	0	13865	100	117508	0	0	11250	0	0	2325	0	16941	86297			0	67125	66395	190	0	0	0	0	13865	
7157																																							0	632	0	0	14658	0	128	39	481	40628	35903	485	36388	0	193	0	0	0	4240	200	40628	0	0	3676	0	0	200	0	4258	31645			0	23933	23740	164	950	0	0	0	4240	
7456																																							33	1024	0	650	14476	0	523	30	952	48188	43135	141	43685	0	396	0	0	0	4503	400	48188	0	0	985	0	0	2900	0	7965	35170			0	30896	30500	218	0	0	409	0	4503	
7634																																							92	4096	0	15	7181	0	762	623	1360	79794	71101	211	75312	0	3026	0	4000	0	4482	200	79794	0	0	-1194	0	0	5450	0	6267	64834			0	68691	65665	26	0	0	0	0	4482	
8033																																							2635	2530	0	0	6535	0	3071	127	4106	121521	84365	1443	108672	0	873	0	22864	0	12849	774	121521	0	0	7586	0	0	4476	0	18361	66004			0	99565	98692	13	3825	0	0	0	12849	
8462																																							2535	12290	0	0	64142	0	381	0	815	119662	105210	348	105558	0	456	0	0	0	14104	350	119662	0	0	12263	0	0	350	0	27135	78075			0	29905	29449	1141	10050	0	0	0	14104	
8631																																							1755	6021	0	0	9082	0	1603	390	2289	54107	47395	286	47681	0	379	0	0	0	6426	500	54107	0	0	5100	0	0	800	0	14941	32454			0	33346	32967	26	0	0	0	0	6426	
9357																																							1473	11235	3330	0	24458	0	1031	196	6331	439696	332397	1601	380636	0	5984	23238	40000	0	59060	500	439696	0	0	6561	0	0	51847	183895	69962	262435			0	187358	181374	152	3135	0	0	6638	59060	
9553																																							6319	2563	0	0	4375	0	405	14	3226	82251	68816	999	73997	0	792	0	3432	0	8254	400	82251	0	0	6639	0	0	1200	0	9925	58891			0	66141	65349	15	0	0	750	0	8254	
9807																																							284827	19182	0	309640	134164	14	10019	76071	104777	2741965	2164236	11518	2544133	1500	73931	0	305994	0	196332	20000	2741965	0	0	123902	0	0	112272	0	93341	2070895			0	1877202	1803271	-59842	0	0	0	62385	197832	
9955																																							22411	2875	783	0	17435	0	1803	0	2549	95719	75331	338	84339	0	576	0	8670	0	11380	110	95719	0	0	7951	0	0	3023	0	13472	61859			0	48439	47863	296	0	0	0	0	11380	
10157																																							37	1561	0	190	20320	0	560	224	934	54054	51180	142	51322	0	2289	142	0	0	2732	250	54054	0	0	-28	0	0	2560	0	9983	41197			-46	25785	23496	-4	6590	0	0	0	2732	
10250																																							577	8266	0	0	72472	0	12586	5595	6781	481817	403603	2122	442225	0	4611	0	36500	0	39592	1500	481817	0	0	11592	0	0	25000	0	41840	361764			0	379587	374976	1500	564	0	0	0	39592	
10849																																							5	5787	0	64875	5131	0	4482	1716	7531	343164	273049	734	313106	0	4150	694	24223	0	30058	16	343164	0	0	19325	0	0	10746	0	22354	250696			0	257093	252943	-29	0	0	15100	0	30058	
10858																																							25482	6388	0	34290	11152	0	6576	0	7177	440011	353824	3587	402031	0	7178	2957	21129	0	37980	2500	440011	0	0	20598	0	0	14755	1769	50640	303184			0	351398	344220	127	0	0	0	23491	37980	
11145																																							3977	5448	0	0	16708	75	4911	1474	2137	161893	131560	426	145717	0	1676	450	13731	0	16176	1000	161893	0	0	11054	0	0	4000	149	16535	115025			0	127590	125914	122	650	0	0	0	16176	
11640																																							286	9885	0	0	73868	0	5977	499	13860	302022	236593	2700	275497	0	1785	0	35004	0	26525	650	302022	0	0	9121	0	0	16800	0	41496	195097			0	199432	197647	-46	0	0	1200	0	26525	
11837																																							1765	983	0	0	41414	0	1049	1174	2058	99550	79007	707	89214	0	1370	0	9500	0	10336	314	99550	0	0	-304	0	0	10686	0	4633	74374			0	52477	51107	-360	0	0	0	0	10336	
12030																																							7994	9703	165	999	8092	0	3507	1131	6221	331458	296107	1790	297897	0	8791	721	0	0	33561	300	331458	0	0	32916	0	0	300	0	28319	267788			0	292769	283978	45	8947	0	0	0	33561	
12142																																							445	6994	0	1291	38618	0	5451	17	3306	153417	124248	1765	134404	0	1588	0	2000	0	19013	1250	153417	0	0	5085	0	0	13250	0	31698	92550			0	98258	96670	-572	625	0	0	6391	19013	
12245																																							55	2655	0	0	30404	0	1672	206	1116	118773	99470	912	106382	0	1104	0	6000	0	12391	1419	118773	0	0	7069	0	0	3581	0	14610	84860			0	82976	81872	322	793	0	0	0	12391	
12311	24590	2301617	522899	0	5469630	0	496522	170830	3225526	50950048	688383	47340807	597538	904743	388300	3355900	1558486	3011703	39999	50950048	268352	149131	-1723017	178144	0	4950510	559018		0	38249363	37344620	-255789	0	820242	3609241	1913652	0	1913652				0	5469630					50950048	38851293		47340807				3355900					268352	149131						1381011	37470282							0	0	3720	820242		
12647																																							82	9783	0	4310	0	0	4286	776	1038	90886	75527	328	82055	0	710	0	6200	0	8831	125	90886	0	0	2541	0	0	6165	280	10712	64815			0	71041	70331	0	0	0	0	0	8831	
12656																																							105	346	0	705	0	0	218	0	228	14300	13004	89	13093	0	193	0	0	0	1207	72	14300	0	0	747	0	0	388	0	2071	10933			0	11814	11621	0	1077	0	0	0	1207	
12937																																							15729	953	0	0	747	0	11796	0	2229	193909	160243	1447	161690	0	1233	0	0	0	32219	750	193909	0	0	26218	0	0	5250	0	19935	140308			0	163688	162455	1	0	0	0	0	32219	
12946																																							1958	10701	2505	0	67937	33	11082	1609	18208	631942	514840	6646	568706	0	5728	9959	29980	0	63236	1	631942	0	0	46446	1110	0	17119	0	53660	461180			0	512568	506840	-330	0	0	17240	0	63236	
12955																																							11053	1959	0	3596	11	0	3025	300	1015	127486	108534	509	115843	0	898	0	6800	0	11642	1567	127485	0	0	1842	0	0	8233	164	19156	89378			0	101911	101013	0	5350	0	0	0	11642	
13037																																							313	3760	1287	0	40531	0	4721	595	3289	167045	135041	1742	136783	0	2312	12908	0	0	30262	900	167045	0	0	12078	0	0	17314	0	25893	109148			0	98944	96632	-30	3009	0	0	0	30262	
13103																																							15151	12540	4503	1092	205027	0	14428	205	33811	1173874	840417	15542	1019616	705	9045	3989	152466	0	153553	500	1173874	0	0	121372	0	0	34019	4325	31042	809375			0	887840	878795	-2338	8	0	0	11191	154258	
13251																																							1058	2260	0	0	5576	0	88	0	763	36281	32426	153	32579	0	538	0	0	0	3702	25	36281	0	0	1901	0	0	1725	0	3264	29163			0	21004	20466	51	6070	0	0	0	3702	
13457																																							850	413	0	0	4193	0	16	0	1501	19413	13862	19	13881	0	100	0	0	0	5532	50	19413	0	0	5445	0	0	50	0	1905	11957			0	10335	10235	-13	2205	0	0	0	5532	
14052																																							1388	1433	0	0	8411	0	2163	152	1897	66436	58666	280	59946	0	775	0	1000	0	6490	1000	66436	0	0	3822	0	0	1500	0	7645	51021			0	50593	49818	168	1174	0	0	0	6490	
14155																																							0	2445	0	0	6272	0	6254	1301	3869	115049	90604	686	102090	0	1453	0	10800	0	12959	176	115049	0	0	12509	0	0	160	0	12463	78141			0	96361	94908	114	0	0	0	0	12959	
14454																																							3293	661	0	2047	8578	0	419	0	367	30208	23327	134	24961	0	454	2117	1500	0	5247	75	30208	0	0	-54	0	0	5117	0	2813	20514			0	13180	12726	109	0	0	0	0	5247	
14650																																							2642	2367	0	3524	31	0	284	0	1569	26697	23877	271	24148	0	281	96	0	0	2549	200	26697	0	0	2048	0	0	300	0	6555	17322			0	16180	15899	1	285	0	0	0	2549	
14753																																							0	3072	0	8014	10711	0	140	0	610	35379	31653	433	32086	0	518	0	0	0	3293	300	35379	0	0	701	0	977	1277	0	7074	24579			0	13276	12758	38	74	0	0	0	3293	
14865																																							147	3960	712	0	27220	0	5891	1947	6920	233830	190796	1222	212311	0	3734	0	18373	0	21519	730	233830	0	0	10282	0	0	10137	0	29517	161280			0	190767	187033	370	0	0	1920	0	21519	
14977																																							13426	496	0	75	6935	0	367	0	694	45020	37478	190	37876	0	328	0	208	0	7144	0	45020	0	0	7086	0	0	0	0	2958	34520			0	23355	23027	58	0	0	0	0	7144	
15536																																							159080	53879	861	0	228922	0	76611	157611	277690	4821033	3453436	33938	4438374	0	78090	35350	951000	0	382659	10593	4821033	0	0	113335	0	0	278330	5888	207848	3245588			0	3897231	3819141	-19599	6000	0	0	0	382659	
16337																																							4147	8684	0	0	81753	0	20057	9087	21017	513703	437999	3652	475219	0	8745	0	29000	0	38484	350	513703	0	0	29510	0	0	8500	0	49541	388458			0	350339	341594	124	27364	0	0	4568	38484	
16458																																							19743	1287	0	19586	50731	0	9986	0	2292	243033	210726	1339	212111	0	2039	0	46	0	30922	941	243033	0	0	27358	0	0	2059	1235	15308	195418			0	140104	138065	564	108	0	0	0	30922	
16551																																							1267	4136	0	159	16380	0	2976	1372	6964	163787	121077	475	146618	675	2264	2498	24391	0	16494	175	163787	0	0	9634	0	0	6576	14	13064	108013			0	130285	128021	109	0	0	675	0	17169	
16748																																							2012	864	318	5766	12466	0	737	27	2051	54235	43789	470	48759	0	440	0	4000	0	5476	400	54235	0	0	2299	0	0	2600	451	8795	34994			0	29013	28573	177	970	0	500	0	5476	
16944																																							0	3460	0	0	11660	0	122	110	233	32864	28699	224	28923	0	199	0	0	0	3941	1000	32864	0	0	1556	0	0	1500	0	3812	24887			0	15478	15279	-115	2000	0	0	0	3941	
16953																																							3382	2341	0	110	12500	0	104	150	361	32700	27369	189	27558	0	200	0	0	0	5142	100	32700	0	0	2641	0	0	2400	0	5868	21501			0	11752	11552	1	2200	0	0	0	5142	
17110																																							5590	4578	0	0	9701	0	1610	0	3086	110321	93154	1326	94480	0	608	0	0	0	15841	300	110321	0	0	8555	0	0	6986	0	0	93154			0	86364	85756	0	0	0	0	0	15841	
17147																																							9846	35748	1396	1998	184722	0	19595	14084	89907	1947835	1471661	15275	1772489	0	35118	24847	131565	0	175346	5985	1947835	0	0	86569	0	125	86948	6136	219533	1252127			0	1558181	1523063	-4281	36493	0	99321	54667	175346	
17259																																							95	960	0	6	25899	0	1009	151	2283	64752	52096	1239	57935	0	155	0	3500	0	6817	769	64752	0	0	4810	0	0	769	0	6819	45277			0	34459	34304	469	45	0	1100	0	6817	
17464																																							305252	37552	11268	2010	101768	1426	38804	52051	108297	2400094	1957010	23037	2229601	0	62388	0	249279	0	170493	750	2400094	0	0	92552	0	0	76340	3473	226273	1730737			0	1799240	1736852	851	1341	0	0	275	170493	
17950																																							22	5015	0	173	77050	0	5783	362	3760	234335	197549	2332	212086	0	1630	1695	12205	0	22249	725	234335	0	0	8759	0	0	12050	0	27984	169565			0	142105	140475	715	0	0	0	0	22249	
18050																																							3201	8166	787	18658	72833	0	13300	528	2786	297614	259198	1450	261265	0	2234	0	617	0	36349	1214	297614	0	0	26266	0	0	7671	651	67243	191955			0	175718	173484	1198	3220	0	0	0	36349	
18135																																							7005	3644	0	0	42268	0	12762	0	7424	230603	177847	685	213018	0	1301	0	26095	0	17585	456	230603	0	0	11148	0	0	6056	3915	46963	130884			0	142186	140885	-75	12700	0	0	8391	17585	
18377																																							8555	3	0	0	8111	0	690	0	349	34137	31196	118	31314	0	117	0	0	0	2823	0	34137	0	0	2701	0	0	0	0	0	31196			0	16546	16429	122	0	0	0	0	2823	
18827																																							43326	4520	2059	0	66154	513	2029	1339	3230	366140	310300	1649	328949	0	2507	0	17000	0	37191	528	366140	0	0	30812	0	0	7248	0	36120	274180			0	245477	242970	-1397	0	0	0	0	37191	
18836																																							2467	2837	0	0	8189	0	3918	1602	5519	155039	134449	1561	141571	0	1569	0	5561	0	13468	180	155039	0	0	11449	0	0	1676	0	18511	115938			0	125641	124072	163	6435	0	0	0	13468	
18854																																							12807	935	0	0	0	0	2085	1073	1630	107214	98648	494	99142	0	654	0	0	0	8072	40	107214	0	0	3972	0	0	4060	0	14605	84042			0	86317	85663	0	3021	0	0	0	8072	
18957																																							146	1280	0	0	8193	0	510	199	737	47579	44942	101	46971	0	443	0	1928	0	608	200	47579	0	0	-485	0	0	805	0	4992	39950			0	34606	34163	88	2351	0	0	0	608	
19356																																							2175	2137	0	0	26501	0	799	0	956	77496	66520	1407	69494	0	878	0	1567	0	8002	2025	77496	0	0	2700	0	0	3200	0	10433	56087			0	45659	44781	77	147	0	0	0	8002	
19730																																							164395	41569	6590	8273	105352	0	69514	11908	86763	2365233	1974947	14975	2109866	0	34524	17847	114007	0	255367	4083	2365233	0	0	93158	0	0	156304	8003	353109	1621838			0	1876242	1841718	1822	3301	0	0	5937	255367	
19936																																							5932	11786	0	4605	28401	0	6568	1783	5280	220790	185771	629	201687	0	2641	0	10000	0	19103	420	220790	0	0	8457	0	0	9781	0	60702	125069			0	157361	154720	445	1715	0	0	5287	19103	
19972																																							10984	37	0	13542	0	0	291	0	2652	60400	48205	646	48851	0	145	0	0	0	11549	0	60400	0	0	295	0	0	11254	0	86	48119			0	33039	32894	0	0	0	0	0	11549	
20053																																							1740	418	407	0	10955	0	431	828	2073	71859	61495	242	63806	0	1642	1320	1410	0	8053	150	71859	0	0	1822	0	0	6053	0	8158	53337			0	55329	53687	28	0	0	659	0	8053	
20370																																							463	11409	0	0	4169	0	6434	1747	10740	209989	186452	3207	194659	0	6401	0	5000	0	15330	2866	209989	0	0	-3929	0	0	16325	168	18546	167906			0	181260	174859	68	0	0	0	0	15330	
20512																																							3317	610	0	250	42637	0	774	228	4363	105936	83700	3562	97262	0	587	0	10000	0	8674	410	105936	0	0	7631	0	0	775	0	11736	71964			0	52639	52052	-142	1705	0	0	0	8674	
20633																																							1528	2941	0	12160	29396	0	6419	396	9912	289995	251894	2182	266076	0	2440	0	12000	0	23919	1106	289995	0	0	22261	0	0	1394	0	21864	230030			0	212228	209788	-842	17455	0	0	0	23919	
