"IDRSSD"	RCON9999	RSSD9017	RSSD9050	RSSD9130	RSSD9200	RSSD9220	
	MICR9999REPORT DATE	NM_LGL	ID_FDIC_CERT	CITY	STATE_ABBR_NM	ZIP CODE	
37	20030930						
242	20030930						
279	20030930						
354	20030930						
439	20030930						
457	20030930						
505	20030930						
1146	20030930						
1155	20030930						
1351	20030930						
1454	20030930						
1557	20030930						
1632	20030930						
1669	20030930						
1829	20030930						
1856	20030930						
2040	20030930						
2161	20030930						
2376	20030930						
2451	20030930						
2554	20030930						
2732	20030930						
2750	20030930						
2938	20030930						
2956	20030930						
3252	20030930						
3458	20030930						
3506	20030930						
3579	20030930						
3720	20030930						
3953	20030930						
4138	20030930						
4147	20030930						
4156	20030930						
4231	20030930						
4437	20030930						
4745	20030930						
4839	20030930						
5005	20030930						
5050	20030930						
5069	20030930						
5135	20030930						
5210	20030930						
5247	20030930						
5274	20030930						
5331	20030930						
5461	20030930						
5751	20030930						
5939	20030930						
6039	20030930						
6057	20030930						
6141	20030930						
6329	20030930						
6972	20030930						
7009	20030930						
7045	20030930						
7157	20030930						
7166	20030930						
7456	20030930						
7634	20030930						
8033	20030930						
8417	20030930						
8462	20030930						
8547	20030930						
8631	20030930						
9115	20030930						
9357	20030930						
9553	20030930						
9807	20030930						
9955	20030930						
10157	20030930						
10250	20030930						
10849	20030930						
10858	20030930						
11145	20030930						
11640	20030930						
11837	20030930						
12030	20030930						
12058	20030930						
12142	20030930						
12245	20030930						
12311	20030930						
12357	20030930						
12647	20030930						
12656	20030930						
12937	20030930						
12946	20030930						
12955	20030930						
13037	20030930						
13103	20030930						
13251	20030930						
13309	20030930						
13457	20030930						
14052	20030930						
14155	20030930						
14258	20030930						
14409	20030930						
14454	20030930						
14650	20030930						
14753	20030930						
14865	20030930						
14931	20030930						
14940	20030930						
15536	20030930						
16337	20030930						
16458	20030930						
16551	20030930						
16748	20030930						
16766	20030930						
16944	20030930						
16953	20030930						
17110	20030930						
17147	20030930						
17259	20030930						
17464	20030930						
17549	20030930						
17839	20030930						
17950	20030930						
18050	20030930						
18135	20030930						
18368	20030930						
18377	20030930						
18827	20030930						
18836	20030930						
18854	20030930						
18863	20030930						
18957	20030930						
19356	20030930						
19730	20030930						
19936	20030930						
19972	20030930						
20053	20030930						
20147	20030930						
20259	20030930						
20370	20030930						
20512	20030930						
20633	20030930						
20754	20030930						
20839	20030930						
20857	20030930						
20866	20030930						
21256	20030930						
21359	20030930						
21630	20030930						
21658	20030930						
22048	20030930						
22235	20030930						
22356	20030930						
22459	20030930						
22543	20030930						
22552	20030930						
22730	20030930						
22936	20030930						
22954	20030930						
23036	20030930						
23045	20030930						
23241	20030930						
23456	20030930						
23504	20030930						
23540	20030930						
23643	20030930						
23755	20030930						
23812	20030930						
24006	20030930						
24266	20030930						
24453	20030930						
24659	20030930						
24668	20030930						
24855	20030930						
24949	20030930						
25357	20030930						
25647	20030930						
25852	20030930						
26149	20030930						
26233	20030930						
26242	20030930						
26457	20030930						
26756	20030930						
26765	20030930						
26859	20030930						
26916	20030930						
27548	20030930						
27614	20030930						
27838	20030930						
27847	20030930						
28013	20030930						
28152	20030930						
28255	20030930						
28349	20030930						
28406	20030930						
28572	20030930						
28732	20030930						
29104	20030930						
29159	20030930						
29252	20030930						
29636	20030930						
29850	20030930						
29944	20030930						
29953	20030930						
30025	20030930						
30052	20030930						
30146	20030930						
30155	20030930						
30258	20030930						
30418	20030930						
30502	20030930						
30650	20030930						
30810	20030930						
30856	20030930						
31134	20030930						
31152	20030930						
31255	20030930						
31303	20030930						
31657	20030930						
31826	20030930						
31835	20030930						
32159	20030930						
32234	20030930						
32766	20030930						
33147	20030930						
33259	20030930						
33268	20030930						
33549	20030930						
33727	20030930						
33754	20030930						
33772	20030930						
33839	20030930						
33857	20030930						
34153	20030930						
34359	20030930						
34425	20030930						
34434	20030930						
34452	20030930						
34537	20030930						
34555	20030930						
34742	20030930						
34836	20030930						
34863	20030930						
35057	20030930						
35244	20030930						
35301	20030930						
35570	20030930						
35646	20030930						
35842	20030930						
35936	20030930						
36054	20030930						
36344	20030930						
36456	20030930						
36858	20030930						
36933	20030930						
37051	20030930						
37341	20030930						
37350	20030930						
37378	20030930						
37435	20030930						
37640	20030930						
37659	20030930						
37743	20030930						
37949	20030930						
38441	20030930						
38478	20030930						
38526	20030930						
38535	20030930						
38740	20030930						
39327	20030930						
39420	20030930						
39475	20030930						
39756	20030930						
39934	20030930						
40033	20030930						
40305	20030930						
40350	20030930						
40707	20030930						
40855	20030930						
41245	20030930						
41553	20030930						
41629	20030930						
41647	20030930						
41759	20030930						
41825	20030930						
41937	20030930						
41955	20030930						
42037	20030930						
42055	20030930						
42354	20030930						
42420	20030930						
42448	20030930						
42457	20030930						
42541	20030930						
43052	20030930						
43155	20030930						
43173	20030930						
43324	20030930						
43351	20030930						
43454	20030930						
43511	20030930						
43641	20030930						
43744	20030930						
43856	20030930						
43959	20030930						
44040	20030930						
44134	20030930						
44433	20030930						
44451	20030930						
44602	20030930						
44741	20030930						
44750	20030930						
44929	20030930						
45038	20030930						
