"IDRSSD"	RCFD0426	RCFD2130	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5372	RCFD5374	RCFD5375	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB565	RCFDB566	RCFDB567	RCFDB568	RCFDB569	RCFDB570	RCFDB571	RCFN5513	RCON0426	RCON2130	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5372	RCON5374	RCON5375	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB565	RCONB566	RCONB567	RCONB568	RCONB569	RCONB570	RCONB571	TEXT4087	
563233																								205	0	19	1000	0	7656	true	0	0	0	205	19	0	0	0	0	7103	6	0	0	2000	4656	0	0	true	0	0		
563336																								0	0	0	32	0	14983	true	0	0	0	0	0	0	0	0	0	762	0	0	0	192	14759	0	0	true	0	0		
563457																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	false	0	0		
563756																								0	0	0	0	0	6009	true	0	0	0	0	0	0	0	0	0	2112	1	0	0	5242	767	0	0	true	0	0		
563774																								0	0	95	0	0	0	false	0	0	0	0	0	0	95	0	0	75	0	0	0	0	0	0	0	false	0	0		
563907																								438	0	0	21086	438	75063	true	0	0	0	0	0	0	0	0	0	4989	3	438	0	10568	27469	0	250	true	0	15690		
563934																								0	0	52	0	0	0	false	0	0	0	0	0	0	0	0	52	762	2	0	0	0	0	0	0	false	0	0		
564052																								0	0	7	0	0	1000	false	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1000	0	0	false	0	0		
564155																								0	0	232	0	0	0	false	0	0	0	0	0	0	56	0	176	0	0	0	0	0	0	0	0	false	0	0		
564324																								632	0	137	0	632	14000	true	0	0	0	0	0	0	0	0	137	4416	2	584	0	0	14000	0	0	true	0	0		
564463																								379	0	0	0	0	0	true	0	0	0	379	0	0	0	0	0	761	0	0	0	0	0	0	0	true	0	0		
564557																								0	0	1399	0	0	15111	true	0	0	0	0	187	0	1212	0	0	13066	2	0	0	5000	10000	0	0	true	0	111		
564605																								0	0	2057	0	0	2003843	true	0	0	0	0	0	0	2057	0	0	0	0	0	0	100000	1850000	1625	51090	false	0	1128		
564678																								0	0	0	500	0	613	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	false	0	0		
564771																								202	0	215	157656	202	211868	true	0	0	0	0	0	0	215	0	0	0	0	273	0	44572	9640	0	0	false	0	0		
564838																								237	0	823	0	0	0	false	0	0	0	237	0	0	823	0	0	69	2	0	0	0	0	0	0	false	0	0		
564856																								0	0	44	0	0	100	true	0	0	0	0	0	0	44	0	0	2247	3	0	0	0	100	0	0	false	0	0		
565143																								0	0	146	0	0	2849	true	0	0	0	0	0	0	146	0	0	503	0	0	0	0	2733	0	0	false	0	116		
565152																								0	0	0	2000	0	2000	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0		
565536																								0	0	215	372	0	845	false	0	0	0	0	0	0	65	0	150	483	0	0	0	473	0	0	0	false	0	0		
565750																								59	-102	2075	0	0	1816	false	0	-102	0	59	595	0	557	0	923	8417	2	0	0	0	0	0	0	false	0	1816		
565844																								0	0	0	0	0	829	false	0	0	0	0	0	0	0	0	0	174	0	0	0	0	829	0	0	false	0	0		
566056																								0	0	11	3000	0	7635	true	0	0	0	0	0	0	0	0	11	40	0	0	0	1000	2000	0	0	true	0	1635		
566243																								0	0	0	77	0	1250	true	0	0	0	0	0	0	0	0	0	460	0	0	0	162	1006	0	0	false	0	5		
566458																								0	0	922	0	0	0	true	0	0	0	0	681	0	6	0	235	379	0	0	0	0	0	0	0	true	0	0		
566551																								0	0	54	1500	0	2844	false	0	0	0	0	0	0	54	0	0	0	0	0	0	861	483	0	0	false	0	0		
566953																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	365	0	0	0	0	0	0	0	false	0	0		
567231																								0	0	520	13000	0	19000	true	0	0	0	0	0	0	520	0	0	6105	3	0	0	0	6000	0	0	true	0	0		
567240																								0	0	0	0	0	10197	false	0	0	0	0	0	0	0	0	0	200	0	0	0	2000	8133	0	0	false	0	64		
567736																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	428	0	0	0	0	0	0	0	false	0	0		
567754																								0	0	42	0	0	0	false	0	0	0	0	0	0	42	0	0	1187	2	0	0	0	0	0	0	false	0	0		
567905																								760	1387	290	1000	0	12700	true	0	0	1387	760	87	0	85	0	118	1452	1	0	0	0	11700	0	0	true	0	0		
568126																								0	0	0	0	0	14768	false	0	0	0	0	0	0	0	0	0	167	0	0	0	0	14768	0	0	false	0	0		
568135																								165	0	126	0	165	0	false	126	0	0	0	0	0	0	0	0	838	0	165	0	0	0	0	0	false	0	0		
568144																								268	369	795	2300	0	26806	true	0	0	369	268	220	0	575	0	0	2284	1	0	0	17500	7006	0	0	true	0	0		
568238																								0	-53	0	0	0	0	false	0	0	-53	0	0	0	0	0	0	53	0	0	0	0	0	0	0	false	0	0		
568359																								0	0	161	0	0	0	false	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	false	0	0		
568443																								0	0	41	0	0	0	false	0	0	0	0	0	0	41	0	0	79	0	0	0	0	0	0	0	false	0	0		
568470																								210	0	0	6000	210	30270	true	0	0	0	0	0	0	0	0	0	4968	2	267	0	15500	5000	126	91	true	0	3553		
568751																								0	0	253	0	0	0	true	0	0	0	0	0	0	253	0	0	491	0	0	0	0	0	0	0	false	0	0		
568854																								0	0	0	0	0	1000	false	0	0	0	0	0	0	0	0	0	496	0	0	0	0	1000	0	0	false	0	0		
568939																								284	0	273	0	0	750	false	0	0	0	284	182	0	91	0	0	1578	1	0	0	750	0	0	0	false	0	0		
569253																								0	0	68	5750	0	5750	true	0	0	0	0	0	0	68	0	0	1059	0	0	0	0	0	0	0	false	0	0		
569422																								359	0	336	0	0	26	true	0	0	0	359	0	0	336	0	0	13581	6	0	0	0	0	0	26	false	0	0		
569459																								0	0	559	0	0	0	false	0	0	0	0	145	0	97	0	317	962	3	0	0	0	0	0	0	false	0	0		
569534																								0	0	0	2000	0	9000	true	0	0	0	0	0	0	0	0	0	1540	4	0	0	0	7000	0	0	false	0	0		
569730																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	true	0	0		
569945																								1242	0	289	0	0	6260	true	0	0	0	1242	289	0	0	0	0	1715	1	0	0	0	6260	0	0	false	0	0		
569972																								0	0	0	33300	0	43764	true	0	0	0	0	0	0	0	0	0	115	0	0	0	0	10464	0	0	false	0	0		
570231	28209	8482	16610	509246	0	2441194	true	0	0	8482	28209	40734	11	0	0	416830	691142	0	0	true	11657	823976	0						2441194						2404	376	5975	109	7746													
570558																								0	0	241	0	0	0	true	0	0	0	0	0	241	0	0	0	59	0	0	0	0	0	0	0	false	0	0		
570651																								0	0	60	0	0	400	false	0	0	0	0	0	0	60	0	0	326	1	0	0	0	400	0	0	false	0	0		
570745																								0	0	232	0	0	0	false	0	0	0	0	0	0	82	0	150	350	0	0	0	0	0	0	0	false	0	0		
570848																								0	0	248	0	0	7	false	0	0	0	0	0	0	248	0	0	918	2	0	0	0	0	0	0	true	0	7		
571135																								0	0	0	1500	0	3880	false	0	0	0	0	0	0	0	0	0	1139	0	0	0	2000	380	0	0	false	0	0		
571153																								0	0	0	0	0	1062	false	0	0	0	0	0	0	0	0	0	57	0	0	0	0	1062	0	0	false	0	0		
571265																								0	0	174	3400	0	3512	true	0	0	0	0	0	0	174	0	0	2993	2	0	0	0	0	112	0	false	0	0		
571443																								0	0	111	1067	0	7660	false	0	0	0	0	0	0	111	0	0	1323	4	0	0	1761	4832	0	0	false	0	0		
571920																								0	0	27	104	0	4600	true	0	0	0	0	0	0	0	0	27	344	0	0	0	208	4288	0	0	false	0	0		
571957																								0	0	0	0	0	3121	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3121	0	0	false	0	0		
572338																								0	0	0	0	0	48	false	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	false	0	48		
572347																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	false	0	0		
572374																								58	0	9368	56173	0	205028	true	0	0	0	58	7651	0	908	0	809	26849	1	0	0	54612	94201	0	0	true	0	42		
572459																								0	0	33	0	0	20500	false	0	0	0	0	0	0	33	0	0	5855	3	0	0	0	20500	0	0	true	0	0		
572655																								0	0	0	10100	0	10100	false	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	false	0	0		
572776																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	117	1	0	0	0	0	0	0	false	0	0		
573036																								0	0	791	0	0	0	true	0	0	0	0	95	0	659	0	37	2653	2	0	0	0	0	0	0	true	0	0		
573335																								0	0	139	0	0	11449	false	0	0	0	0	0	0	28	0	111	591	0	0	0	2926	8523	0	0	false	0	0		
573559																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	false	0	0		
574051																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	202	3	0	0	0	0	0	0	false	0	0		
574556																								0	0	0	250	0	1500	false	0	0	0	0	0	0	0	0	0	434	1	0	0	1000	250	0	0	true	0	0		
574949																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	4023	2	0	0	0	0	0	0	false	0	0		
574976																								0	0	65	0	0	7084	true	0	0	0	0	0	0	65	0	0	9081	3	0	0	0	6130	0	0	true	0	954		
575133																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	574	1	0	0	0	0	0	0	false	0	0		
575254																								0	71	63	30	0	255	true	0	0	71	0	0	0	0	0	63	4135	2	0	0	0	225	0	0	true	0	0		
575348																								0	0	17	1329	0	6897	false	0	0	0	0	0	0	0	0	17	256	6	0	0	2010	3540	0	0	false	0	18		
575357																								0	27	0	0	0	458	false	0	0	27	0	0	0	0	0	0	571	5	0	0	458	0	0	0	false	0	0		
575375																								426	0	53	0	426	0	false	0	0	0	0	0	0	53	0	0	570	0	426	0	0	0	0	0	false	0	0		
575647																								0	0	58	250	0	250	false	0	0	0	0	0	0	58	0	0	938	3	0	0	0	0	0	0	false	0	0		
575656																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	false	0	0		
575759																								334	196	104	1000	0	8287	true	0	191	5	334	6	0	0	0	98	169	0	0	0	3000	4166	0	121	true	0	0		
575834																								0	0	81	0	0	0	false	0	0	0	0	0	0	0	0	81	1376	0	0	0	0	0	0	0	false	0	0		
575852																								0	0	0	0	0	26	true	0	0	0	0	0	0	0	0	0	1395	2	0	0	0	0	0	0	true	0	26		
575955																								0	0	137	200	0	4380	false	0	0	0	0	0	0	0	0	137	544	2	0	0	1680	2500	0	0	false	0	0		
576037																								0	0	778	0	0	0	true	0	0	0	0	0	0	163	0	615	1526	2	0	0	0	0	0	0	false	0	0		
576130																								0	0	1031	0	0	10000	true	0	0	0	0	0	0	0	0	1031	26322	15	0	0	10000	0	0	0	true	0	0		
576354																								0	0	110	3000	0	5500	true	0	0	0	0	110	0	0	0	0	176	0	0	0	2500	0	0	0	true	0	0		
576439																								0	0	18	0	0	38286	true	0	0	0	0	18	0	0	0	0	6711	6	0	0	286	38000	0	0	true	0	0		
576541																								245	0	708	0	245	0	true	0	0	0	0	0	0	285	0	423	7316	6	352	0	0	0	0	0	false	0	0		
576608																								445	3086	131	17000	445	37730	true	0	0	3086	0	0	0	0	0	131	1960	1	555	0	0	20730	0	0	true	0	0		
576644																								0	0	0	1500	0	4200	true	0	0	0	0	0	0	0	0	0	655	1	0	0	1700	1000	0	0	true	0	0		
576653																								0	0	0	217	0	2566	true	0	0	0	0	0	0	0	0	0	458	0	0	0	438	1221	0	0	false	0	690		
576710																								81671	0	7119	608153	30331	1305143	true	0	0	0	51340	0	0	1951	0	5168	40273	9	30331	0	176784	258959	45190	215204	true	0	853		
576952																								0	0	0	7000	0	10000	false	0	0	0	0	0	0	0	0	0	498	0	0	0	2000	1000	0	0	true	0	0		
577128																								7586	0	1279	24300	366	245618	true	0	0	0	7220	0	0	250	0	1029	26112	4	608	0	0	221318	0	0	true	0	0		
577137	0	185	0	5000	0	10000	true	0	185	0	0	0	0	0	0	0	5000	0	0	true	0	0	0						10000						0	0	0	0	0													
577230																								0	0	219	0	0	9000	false	0	0	0	0	0	0	219	0	0	602	0	0	0	3000	6000	0	0	false	0	0		
577472																								138	0	116	0	138	15750	true	0	0	0	0	0	0	116	0	0	432	0	138	0	7000	8750	0	0	true	0	0		
578116																								0	0	189	3000	0	7998	false	0	0	0	0	0	0	189	0	0	1392	0	0	0	0	4998	0	0	false	0	0		
578237																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	419	0	0	0	0	0	0	0	true	0	0		
578255																								33	0	25	0	0	3062	true	0	0	0	33	0	0	25	0	0	2821	3	0	0	3000	0	62	0	false	0	0		
578554																								0	0	375	500	0	5100	false	0	0	0	0	0	0	375	0	0	939	0	0	0	2000	2600	0	0	false	0	0		
578741																								0	0	0	5000	0	12000	true	0	0	0	0	0	0	0	0	0	2038	3	0	0	7000	0	0	0	true	0	0		
578862																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	379	0	0	0	0	0	0	0	false	0	0		
579140																								0	0	350	33	0	5677	true	0	0	0	0	0	0	0	0	350	1177	2	0	0	1172	4472	0	0	false	0	0		
579252																								6274	0	5918	61629	0	363817	true	0	0	0	6274	4011	0	891	0	1016	61269	7	0	0	54795	247393	0	0	true	0	0		
579319																								0	0	0	0	0	1000	false	0	0	0	0	0	0	0	0	0	412	1	0	0	0	1000	0	0	false	0	0		
579364																								703	0	1109	0	0	17962	false	0	0	0	703	780	133	0	0	196	40	0	0	0	0	0	0	0	false	0	17962		
579636																								0	0	7	0	0	1627	true	0	0	0	0	0	0	7	0	0	369	0	0	0	0	1627	0	0	false	0	0		
580155																								0	0	0	3600	0	12413	true	0	0	0	0	0	0	0	0	0	519	0	0	0	5800	3000	0	0	false	0	13		
580548																								1147	0	80	2000	1147	2001	false	0	0	0	0	80	0	0	0	0	3498	1	1147	0	0	0	0	0	true	0	1		
580623																								0	0	760	55000	0	162989	true	0	0	0	0	0	0	428	0	332	70729	11	0	0	25000	82000	0	0	true	567	989		
580726																								0	0	478	3000	0	22000	true	0	0	0	0	0	0	0	0	478	1043	0	0	0	11000	8000	0	0	true	0	0		
580847																								0	0	200	91	0	1628	false	0	0	0	0	0	0	0	0	200	392	0	0	0	3	1534	0	0	false	0	0		
581116																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0		
581237																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0		
581358																								0	0	0	0	0	56	false	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	false	0	56		
582177																								0	0	0	6000	0	6000	false	0	0	0	0	0	0	0	0	0	672	0	0	0	0	0	0	0	false	0	0		
582234																								0	0	0	0	0	163	true	0	0	0	0	0	0	0	0	0	657	4	0	0	0	0	0	0	false	0	163		
582579																								2403	0	84	0	2403	48079	true	0	0	0	0	0	0	84	0	0	1582	1	2548	0	38079	10000	0	0	true	0	0		
582654																								0	0	0	1300	0	4000	false	0	0	0	0	0	0	0	0	0	855	1	0	0	500	2200	0	0	false	0	0		
582766																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	false	0	0		
582953																								575	0	62	1000	0	3550	true	0	0	0	575	0	0	0	0	62	3951	3	0	0	600	1950	0	0	false	0	0		
583138																								0	0	0	0	0	1000	false	0	0	0	0	0	0	0	0	0	596	1	0	0	0	1000	0	0	false	0	0		
583268																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	359	0	0	0	0	0	0	0	false	0	0		
583352																								0	0	0	0	0	112	true	0	0	0	0	0	0	0	0	0	626	0	0	0	112	0	0	0	false	0	0		
583745																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	256	2	0	0	0	0	0	0	false	0	0		
583754																								0	0	56	0	0	0	false	0	0	0	0	0	0	0	0	56	203	0	0	0	0	0	0	0	false	0	0		
583905																								0	0	4	13500	0	64704	true	0	0	0	0	4	0	0	0	0	1022	0	0	0	5000	46204	0	0	false	0	0		
583932																								0	0	300	0	0	9201	true	0	0	0	0	0	0	300	0	0	2014	2	0	0	0	9201	0	0	false	0	0		
584377																								0	0	1109	3000	0	35650	true	0	0	0	0	702	0	0	0	407	2643	1	0	0	6200	26250	0	0	true	0	200		
584724																								227	0	719	975	170	11573	true	0	0	0	57	0	0	79	0	640	4244	2	170	0	0	10462	0	0	true	0	136		
584920																								5084	0	39	0	0	2148	true	0	0	0	5084	0	0	39	0	0	9178	2	0	0	0	0	0	0	true	0	2148		
585235																								0	0	0	0	0	67	false	0	0	0	0	0	0	0	0	0	606	0	0	0	0	0	0	0	false	0	67		
585749																								3000	0	448	1279	0	4425	true	0	0	0	3000	0	50	86	0	312	616	0	0	0	64	3082	0	0	true	0	0		
586027																								0	0	387	0	0	0	false	0	0	0	0	0	0	133	0	254	1205	1	0	0	0	0	0	0	false	0	0		
586175																								1684	0	309	0	482	0	true	309	0	0	1202	0	0	0	0	0	614	0	195	0	0	0	0	0	true	0	0		
586205																								2227	0	5969	65000	11	111444	true	5563	0	0	2216	0	0	406	0	0	2111	1	11	0	0	45266	0	1178	true	0	0		
586241																								0	0	0	0	0	59	false	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	true	0	59		
586335																								0	0	739	0	0	0	false	0	0	0	0	0	0	0	0	739	1167	6	0	0	0	0	0	0	false	0	0		
586858																								0	0	325	0	0	3000	true	0	0	0	0	0	0	0	0	325	373	2	0	0	0	3000	0	0	true	0	0		
586960																								0	0	380	0	0	0	false	0	0	0	0	275	0	0	0	105	436	1	0	0	0	0	0	0	false	0	0		
587275																								988	0	303	0	365	20000	true	0	0	0	623	0	0	303	0	0	4381	3	435	0	10000	10000	0	0	true	0	0		
587350																								0	0	52	0	0	0	false	0	0	0	0	0	0	52	0	0	419	0	0	0	0	0	0	0	false	0	0		
587574																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	false	0	0		
587677																								624	0	0	0	0	0	true	0	0	0	624	0	0	0	0	0	972	0	0	0	0	0	0	0	false	0	0		
587743																								70	0	52	3750	0	7630	false	0	0	0	70	0	0	0	0	52	2830	2	0	0	3880	0	0	0	true	0	0		
587752																								0	0	267	0	0	0	false	0	0	0	0	135	0	132	0	0	489	2	0	0	0	0	0	0	false	0	0		
587800																								7158	193	84	0	4912	58270	true	0	193	0	2246	0	0	84	0	0	396	0	7669	0	3196	55074	0	0	true	0	0		
588058																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	1433	1	0	0	0	0	0	0	false	0	0		
588245																								719	0	183	1000	719	1000	true	0	0	0	0	0	0	0	0	183	6	0	719	0	0	0	0	0	true	0	0		
588348																								0	0	0	2500	0	2500	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0		
588441																								293	0	3718	4000	293	9000	true	0	0	0	0	0	0	63	426	3229	294	0	293	0	5000	0	0	0	true	1682	0		
588517																								1568	0	99	15500	0	171518	true	0	0	0	1568	0	0	99	0	0	725	1	0	0	35000	117100	0	3918	true	0	0		
588553																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0		
589158																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	false	0	0		
589439																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	453	1	0	0	0	0	0	0	false	0	0		
589523																								0	0	1323	0	0	6176	true	0	0	0	0	498	0	213	0	612	1693	1	0	0	1000	5000	0	0	true	0	176		
589943																								4907	0	504	0	0	21000	true	0	0	0	4907	0	0	406	0	98	780	0	0	0	0	17000	0	0	true	0	4000		
590145																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	347	0	0	0	0	0	0	0	false	0	0		
590220																								1238	0	108	4125	1238	32786	true	0	0	0	0	85	0	0	0	23	5047	4	1308	0	8225	20436	0	0	true	0	0		
590248																								1846	0	617	2200	1846	16817	true	0	0	0	0	0	0	0	0	617	2692	2	2333	0	1400	13084	0	0	true	0	133		
590640																								0	0	181	43	0	422	true	0	0	0	0	0	0	181	0	0	4130	4	0	0	379	0	0	0	false	0	0		
590855																								1182	0	1082	4250	0	25861	true	0	0	0	1182	0	0	681	125	276	2009	1	0	0	2000	19611	0	0	false	0	0		
590949																								0	0	0	0	0	270	true	0	0	0	0	0	0	0	0	0	1270	0	0	0	0	161	0	0	false	0	109		
591209																								97	0	0	0	97	0	true	0	0	0	0	0	0	0	0	0	191	0	97	0	0	0	0	0	false	0	0		
591320																								0	0	134	0	0	15500	true	0	0	0	0	3	0	131	0	0	194	0	0	0	0	15500	0	0	false	0	0		
591357																								0	4	95	0	0	0	false	0	0	4	0	0	0	95	0	0	160	0	0	0	0	0	0	0	false	0	0		
591366																								0	0	60	0	0	0	true	0	0	0	0	0	0	0	0	60	680	0	0	0	0	0	0	0	false	0	0		
591740																								2	0	174	0	0	0	false	0	0	0	2	0	0	174	0	0	264	2	0	0	0	0	0	0	false	0	0		
591825																								1382	0	175	0	1382	45000	true	0	0	0	0	0	0	175	0	0	5167	3	1382	0	0	45000	0	0	true	0	0		
591852																								0	0	319	0	0	0	false	0	0	0	0	0	0	0	0	319	3200	3	0	0	0	0	0	0	false	0	0		
591937																								0	0	2056	0	0	0	true	0	0	0	0	0	0	0	0	2056	13217	4	0	0	0	0	0	0	false	0	0		
592439																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0		
592448																								0	0	206	0	0	2000	false	0	0	0	0	107	0	99	0	0	567	3	0	0	0	2000	0	0	false	0	0		
592550																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	2183	1	0	0	0	0	0	0	false	0	0		
592644																								0	0	200	0	0	0	true	0	0	0	0	200	0	0	0	0	175	0	0	0	0	0	0	0	false	0	0		
592822																								418	0	0	0	394	0	false	0	0	0	24	0	0	0	0	0	2558	1	394	0	0	0	0	0	false	0	0		
592831																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	false	0	0		
592859																								0	0	28	600	0	600	false	0	0	0	0	0	0	28	0	0	71	1	0	0	0	0	0	0	false	0	0		
593007																								2744	0	0	53280	622	143954	true	0	0	0	2122	0	0	0	0	0	8317	4	559	0	17695	72255	0	0	true	0	724		
593052																								520	0	527	7000	0	7000	true	0	0	0	520	0	200	17	0	310	504	0	0	0	0	0	0	0	false	0	0		
593249																								180	0	1457	4546	0	18715	true	0	0	0	180	583	0	75	0	799	1059	0	0	0	5250	8919	0	0	true	0	0		
593333																								0	0	0	0	0	88	false	0	0	0	0	0	0	0	0	0	300	1	0	0	88	0	0	0	false	0	0		
593351																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0		
593753																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	5901	2	0	0	0	0	0	0	true	0	0		
593771																								0	0	0	0	0	369	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	369		
593838																								0	0	2197	0	0	3500	true	0	0	0	0	581	0	907	0	709	2198	3	0	0	3500	0	0	0	false	0	0		
593865																								953	0	2047	15000	0	83000	true	0	0	0	953	0	0	425	0	1622	4662	3	0	0	48000	20000	0	0	true	0	0		
593940																								0	0	0	0	0	33	false	0	0	0	0	0	0	0	0	0	423	0	0	0	0	0	0	0	false	0	33		
593977																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	false	0	0		
594134																								188	0	10759	0	0	42243	false	0	0	0	188	1870	147	3479	0	5263	2245	2	0	0	0	38000	0	3998	false	0	245		
594433																								549	-45	1123	100	0	64212	true	0	0	-45	549	17	22	749	0	335	725	0	0	0	28000	36000	0	0	true	0	112		
594451																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	219	1	0	0	0	0	0	0	false	0	0		
594714																								0	0	1602	48200	0	48200	true	1206	0	0	0	0	0	279	0	117	9525	6	0	0	0	0	0	0	true	0	0		
594853																								0	0	397	2293	0	9238	true	0	0	0	0	216	0	117	0	64	2999	3	0	0	4714	2231	0	0	false	0	0		
594938																								59	0	0	0	0	0	false	0	0	0	59	0	0	0	0	0	1011	1	0	0	0	0	0	0	false	0	0		
594947																								2184	1986	0	15000	1803	31121	true	0	0	1986	381	0	0	0	0	0	3046	2	1803	0	0	15000	0	360	true	0	761		
595038																								0	0	0	0	0	9	false	0	0	0	0	0	0	0	0	0	443	2	0	0	0	0	0	0	false	0	9		
595337																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	1385	1	0	0	0	0	0	0	false	0	0		
595430																								1946	0	0	0	1946	16000	true	0	0	0	0	0	0	0	0	0	17583	3	1946	0	8000	8000	0	0	true	0	0		
595449																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	2505	2	0	0	0	0	0	0	false	0	0		
595560																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	656	0	0	0	0	0	0	0	false	0	0		
595618																								0	0	597	0	0	40000	true	0	0	0	0	0	0	217	0	380	357	0	0	0	0	40000	0	0	true	0	0		
595869																								2276	0	27762	140000	287	277255	true	27109	0	0	1989	0	0	0	0	653	874	0	287	0	20000	0	31000	47755	true	0	38500		
595944																								9	0	0	250	0	3600	false	0	0	0	9	0	0	0	0	0	433	1	0	0	450	2900	0	0	false	0	0		
595953																								0	0	45	0	0	0	false	45	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	false	0	0		
596026																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	false	0	0		
596053																								0	0	0	0	0	2473	false	0	0	0	0	0	0	0	0	0	153	0	0	0	823	1650	0	0	true	0	0		
596062																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	1278	0	0	0	0	0	0	0	false	0	0		
596156																								0	0	86	0	0	0	true	0	0	0	0	0	0	0	0	86	1825	1	0	0	0	0	0	0	false	0	0		
596361																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0		
596455																								0	0	215	0	0	0	false	0	0	0	0	0	0	215	0	0	823	0	0	0	0	0	0	0	false	0	0		
596642																								0	0	31	0	0	0	false	0	0	0	0	0	0	31	0	0	593	2	0	0	0	0	0	0	false	0	0		
596848																								0	0	0	4000	0	24949	true	0	0	0	0	0	0	0	0	0	30193	6	0	0	7000	7500	0	0	true	0	6449		
596978																								350	0	72	3000	350	13000	false	0	0	0	0	0	0	72	0	0	552	6	350	0	7000	3000	0	0	false	0	0		
597041																								243	0	51	0	0	0	false	0	0	0	243	0	0	51	0	0	342	0	0	0	0	0	0	0	false	0	0		
597162																								0	0	0	6000	0	6000	true	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	false	0	0		
597256																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	false	0	0		
597313																								365	0	141	2927	0	27927	true	0	0	0	365	0	0	141	0	0	631	0	0	0	0	25000	0	0	true	0	0		
597452																								0	10	478	0	0	0	false	0	0	10	0	185	0	288	0	5	0	0	0	0	0	0	0	0	false	0	0		
597546																								0	0	36	2000	0	7818	false	0	0	0	0	0	0	36	0	0	1158	1	0	0	2000	3000	27	0	true	0	791		
