"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2155	RCFD2160	RCFD2170	RCFD2920	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2155	RCON2160	RCON2170	RCON2200	RCON2920	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	
	INT-BEARING BALS DUE FRM DEP INSTS	NONINTEREST-BEARING BALS&CURR&COIN	OTHER IDENTIFIABLE INTANGIBLE ASSETS	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	INVEST. IN UNCONSOLIDATED SUBS & CO.	PREMISES&FIXED ASSETS(INCL CAP LSES)	OTHER REAL ESTATE OWNED	CUSTOMERS LIABILITY ON ACCEPTANCES	OTHER ASSETS	TOTAL ASSETS	ACCEPTANCES EXECUTED FOR ACCT. & OUT	OTHER LIABILITIES, TOTAL	TOTAL LIABILITIES	MINORITY INT. IN CONSOL. SUBSIDIARIE	ALLL_AMT	GOODWILL	OTHER BORROWED MONEY	SUBORDINATED NOTES AND DEBENTURES	TOTAL EQUITY CAPITAL	COMMON STOCK	TOT LIAB, RESERVE & CAPITAL ACCOUNTS	TOTAL TRADING ASSETS	TRADING LIABILITES	UNDIVIDED PROFITS & CAPITAL RESERVES	PERPETUAL PREFERRED STK&REL SURPLUS	SURPLUS	LOANS AND LEASES HELD FOR SALE	AUDIT INDICATOR	OTHER COMPONENTS OF EQUITY CAPITAL	LOANS & LEASES, NET UNEARNED INCOME	LOANS & LEASES, NET UNEARN INC&ALLOW	ACCUMULATED OTH COMPREHENSIVE INCOME	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	TOTAL DEPOSITS	NON-INTEREST BEARING DEPOSITS	TOT INT BEAR DEPS IN DOM&FGN OFF	INT-BEARING BALS DUE FRM DEP INSTS	NONINTEREST-BEARING BALS&CURR&COIN	OTHER IDENTIFIABLE INTANGIBLE ASSETS	HELD-TO-MATURITY SECURITIES	AVAILABLE-FOR-SALE SECURITIES	INVEST. IN UNCONSOLIDATED SUBS & CO.	PREMISES&FIXED ASSETS(INCL CAP LSES)	OTHER REAL ESTATE OWNED	CUSTOMERS LIABILITY ON ACCEPTANCES	OTHER ASSETS	TOTAL ASSETS	TOTAL DEPOSITS	ACCEPTANCES EXECUTED FOR ACCT. & OUT	OTHER LIABILITIES, TOTAL	TOTAL LIABILITIES	MINORITY INT. IN CONSOL. SUBSIDIARIE	ALLL_AMT	GOODWILL	OTHER BORROWED MONEY	SUBORDINATED NOTES AND DEBENTURES	TOTAL EQUITY CAPITAL	COMMON STOCK	TOT LIAB, RESERVE & CAPITAL ACCOUNTS	TOTAL TRADING ASSETS	TRADING LIABILITES	UNDIVIDED PROFITS & CAPITAL RESERVES	PERPETUAL PREFERRED STK&REL SURPLUS	SURPLUS	LOANS AND LEASES HELD FOR SALE	NON-INTEREST BEARING DEPOSITS	TOT INT BEAR DEPS IN DOM&FGN OFF	AUDIT INDICATOR	OTHER COMPONENTS OF EQUITY CAPITAL	LOANS & LEASES, NET UNEARNED INCOME	LOANS & LEASES, NET UNEARN INC&ALLOW	ACCUMULATED OTH COMPREHENSIVE INCOME	FEDERAL FNDS SOLD IN DOMESTIC OFFICS	SECURS PURCHSD UDR AGRMNTS TO RESELL	FEDERAL FNDS PURCD IN DOMESTIC OFFCS	SECURS SOLD UNDR AGRMNTS TO REPURCH	
37																																							0	1583	0	24376	0	0	530	259	0	1224	75996	62481	0	482	62963	0	986	0	0	0	13033	1200	75996	0	0	8333	0	3500	0	5935	56546		0	45938	44952	0	3072	0	0	0	
242																																							100	631	0	0	4826	0	277	0	0	346	25928	20543	0	40	22215	0	123	0	1632	0	3713	120	25928	0	0	3434	0	120	0	2823	17720		0	19712	19589	39	159	0	0	0	
279																																							3068	1857	54	61286	27236	240	1010	0	0	2568	129468	79215	0	388	111942	0	348	0	32339	0	17526	0	129468	0	0	17348	0	0	0	2148	77067		0	30632	30284	178	1865	0	0	0	
354																																							0	110	0	0	3032	0	30	0	0	118	8139	6941	0	23	6964	0	219	0	0	0	1175	25	8139	0	0	622	0	500	0	1049	5892		0	5006	4787	28	62	0	0	0	
439																																							0	7836	3060	3755	26594	0	2495	153	0	1912	165334	146105	0	1034	147139	0	1328	0	0	0	18195	596	165334	0	0	10205	0	7404	0	34473	111632		0	114273	112945	-10	6584	0	0	0	
457																																							0	1018	0	1750	0	0	109	0	0	811	25385	22520	0	253	22773	0	210	0	0	0	2612	60	25385	0	0	612	0	1940	0	2274	20246		0	19207	18997	0	2700	0	0	0	
505																																							153	11446	227	0	100798	0	4591	0	0	7240	277705	245740	0	2619	254859	56	2640	1671	6500	0	22790	6480	277705	0	0	5934	0	10653	386	45085	200655		0	150633	147993	-277	3200	0	0	0	
1146																																							3799	14082	369	340	71736	0	11578	1042	0	16238	379880	314167	0	13032	347100	0	2866	139	13901	6000	32780	19	379880	0	0	23800	0	8854	38549	69851	244316		0	224874	222008	107	0	0	0	0	
1155																																							5	5548	0	7992	28009	0	4743	223	0	1805	142986	115990	0	390	132085	0	1381	0	3000	0	10901	1600	142986	0	0	5715	0	3400	0	10347	105643		0	96042	94661	186	0	0	300	12405	
1351																																							0	1672	0	33838	4473	0	1044	203	0	1382	97304	81792	0	1540	83332	0	419	0	0	0	13972	240	97304	0	0	13219	0	530	0	9555	72237		0	53006	52587	-17	2105	0	0	0	
1454																																							1299	17396	122	0	120149	0	3770	0	0	3548	308408	279670	0	421	280091	0	805	0	0	0	28317	1000	308408	0	0	25965	0	1214	1294	78374	201296		0	127635	126830	138	34000	0	0	0	
1557																																							50	2044	0	2206	8965	0	112	0	0	589	33505	27263	0	419	27685	0	353	0	3	0	5820	200	33505	0	0	4570	0	800	0	3343	23920		0	15366	15013	250	4526	0	0	0	
1632																																							194	2030	0	0	26308	0	5828	0	0	5225	247752	191532	0	1921	227118	0	2768	0	24000	0	20634	1900	247752	0	0	6961	0	11314	0	37998	153534		0	210935	208167	459	0	0	6756	2909	
1669																																							3788	7949	2141	91946	42965	0	1090	38	0	3048	232923	191381	0	617	192366	0	1007	0	368	0	40557	800	232923	0	0	38259	0	800	0	32627	158754		0	68327	67320	698	12638	0	0	0	
1829																																							6716	4684	0	0	113639	0	3149	30	0	3960	298796	246869	0	2127	259439	0	2193	0	9000	0	39357	390	298796	0	0	32925	0	3100	0	50618	196251		0	168811	166618	2942	0	0	0	1443	
1856																																							1405	498	0	0	31411	0	476	0	0	1151	41528	25132	0	125	39082	0	94	66	13825	0	2446	100	41528	0	0	151	0	2182	0	1571	23561		0	6539	6445	13	76	0	0	0	
2040																																							44	3625	0	0	23478	0	2552	195	0	2227	145654	113483	0	622	130988	0	1334	0	16513	0	14666	480	145654	0	0	9333	0	4270	160	9528	103955		0	114707	113373	583	0	0	370	0	
2161																																							7000	3749	0	301	25587	0	1534	0	0	2771	97072	87242	0	296	87538	0	494	0	0	0	9534	1000	97072	0	0	7398	0	1000	0	16478	70764		0	51479	50985	136	5145	0	0	0	
2376																																							125	11938	0	467541	145420	2745	6260	637	0	12377	988822	738029	0	10610	881467	69	6172	0	125000	0	107286	500	988822	0	0	106260	0	0	0	32707	705322		0	333901	327729	526	14050	0	7828	0	
2451																																							8	217	0	330	408	0	85	36	0	458	14779	10940	0	95	13535	0	148	0	2500	0	1244	50	14779	0	0	690	0	499	0	1037	9903		0	13255	13107	5	130	0	0	0	
2554																																							0	608	0	6	2405	0	91	0	0	113	7014	6264	0	39	6303	0	44	0	0	0	711	50	7014	0	0	155	0	550	0	1134	5130		0	3835	3791	-44	0	0	0	0	
2732																																							0	20944	1424	0	75069	0	6298	0	0	3258	422698	366870	0	2824	369712	0	2959	0	18	0	52986	2320	422698	0	0	45933	0	3728	0	73577	293293		0	290064	287105	1005	28600	0	0	0	
2750																																							496	603	0	0	10495	0	371	0	0	1863	41853	33479	0	683	37180	0	653	0	2500	0	4673	90	41853	0	0	4407	0	93	0	1648	31831		0	28478	27825	83	200	0	0	518	
2938																																							362	15781	0	0	40093	0	6216	3551	0	4779	288919	193662	0	2138	266589	0	3625	0	40500	0	22330	1250	288919	0	0	11014	0	9314	0	53892	139770		0	221762	218137	752	0	0	25868	4421	
2956																																							291	2989	0	0	38729	0	2037	116	0	1201	115900	102819	0	254	103073	0	728	0	0	0	12827	100	115900	0	0	11157	0	1750	0	8784	94035		0	60696	59968	-180	10569	0	0	0	
3252																																							2081	5104	0	7544	16051	0	774	0	0	2762	103812	88404	0	457	93279	0	1290	0	4418	0	10533	200	103812	0	0	9925	0	300	0	12284	76120		0	62166	60876	108	8620	0	0	0	
3458																																							3070	2134	0	1794	5736	0	100	0	0	318	22866	19885	0	53	20538	0	359	0	0	0	2328	100	22866	0	0	1728	0	450	0	2336	17549		0	8754	8395	50	1319	0	0	600	
3506																																							15020	35368	4291	20534	385634	4	20428	0	0	40595	1351818	1167117	0	13447	1209183	152	9355	55613	10000	0	142483	2879	1351818	0	0	100161	0	36128	0	217303	949814		0	783686	774331	3315	0	0	2150	16469	
3579																																							6412	9848	626	0	42466	0	7704	563	0	6008	331981	261624	0	2053	301213	0	2630	8491	28254	0	30768	5000	331981	0	0	1519	0	24278	0	28857	232767		-577	252383	249753	548	110	0	0	9282	
3720																																							0	4477	0	15780	44417	0	1623	64	0	3820	142629	114370	0	889	124611	0	1153	0	8348	0	18018	1200	142629	0	0	5890	0	10800	110	16041	98329		0	72746	71593	128	745	0	0	1004	
3953																																							0	2871	0	0	0	0	1618	329	0	2135	73189	65919	0	378	66945	0	1211	0	648	0	6244	500	73189	0	0	4064	0	1680	12688	13790	52129		0	46999	45788	0	7760	0	0	0	
4138																																							0	3887	0	0	47171	23	4499	474	0	2080	166635	143138	0	679	150491	0	1174	0	5274	0	16144	300	166635	0	0	15379	0	300	0	17347	125791		0	109675	108501	165	0	0	1400	0	
4147																																							685	541	0	0	24851	0	1963	230	0	7232	102678	84171	0	1404	89575	0	513	0	4000	0	13103	1950	102678	0	0	8403	0	2230	124	12457	71714		0	59527	59014	520	8038	0	0	0	
4156																																							150	7921	0	0	26949	0	3935	156	0	4592	119147	88783	0	946	104729	0	1164	1783	14000	0	14418	1200	119147	0	0	6661	0	5981	928	15324	73459		0	73897	72733	576	0	0	1000	0	
4231																																							0	3186	0	0	54894	0	1161	68	0	1299	103368	85310	0	495	91951	0	755	0	0	0	11417	500	103368	0	0	4294	0	7000	0	11389	73921		0	43515	42760	-377	0	0	3146	3000	
4437																																							2655	3736	0	6564	20924	0	2554	0	0	2191	165750	144216	0	1175	153503	0	1196	0	5438	0	12247	963	165750	0	0	10285	0	1000	0	18106	126110		0	128111	126915	-1	211	0	0	2674	
4745																																							0	412	0	3329	0	0	99	0	0	96	9617	8507	0	29	8536	0	59	13	0	0	1081	50	9617	0	0	191	0	840	0	772	7735		0	4977	4918	0	750	0	0	0	
4839																																							116	5156	0	0	63989	225	4466	60	0	2716	222743	170162	0	1010	204657	0	1895	35	24900	0	18086	1875	222743	0	0	6857	0	7929	0	35728	134434		0	147875	145980	1425	0	0	4800	3785	
5005																																							531	5239	0	4639	101659	0	7745	0	0	10957	313585	252785	0	3931	283225	0	1371	1992	26509	0	30360	0	313585	0	0	1942	0	26753	0	26494	226291		0	180804	179433	1665	1390	0	0	0	
5050																																							2589	2661	0	0	34578	0	1233	280	0	937	83981	76346	0	267	76613	0	549	0	0	0	7368	400	83981	0	0	5143	0	1400	0	12174	64172		0	42252	41703	425	0	0	0	0	
5069																																							164	2234	0	0	31835	0	18883	128	0	3092	366571	288173	0	4942	313115	0	5764	0	20000	0	53456	4500	366571	0	0	43928	0	4129	0	8136	280037		0	264299	258535	899	51700	0	0	0	
5135																																							23	5937	0	0	30133	0	3204	1112	0	5124	175276	140319	0	798	153117	0	1535	1042	12000	0	22159	651	175276	0	0	4875	0	16611	0	17602	122717		0	130135	128600	22	101	0	0	0	
5210																																							1086	20913	312	46123	361445	0	7297	591	0	30887	865521	631651	0	5990	800508	0	3928	0	124150	0	65013	4798	865521	0	0	55145	0	5455	169	72057	559594		0	400626	396698	-385	0	0	0	38717	
5247																																							200	21302	0	1840	347631	0	20969	1626	0	3842	978719	886254	0	2822	906828	0	2331	0	2754	0	71891	700	978719	0	0	49271	0	19300	32	174450	711804		0	548988	546657	2620	34620	0	0	14998	
5274																																							3300	3658	0	0	20132	0	2311	0	0	4645	103951	81797	0	1475	93285	0	761	0	9158	0	10666	1	103951	0	0	7032	0	3722	0	9066	72731		-152	70666	69905	63	0	0	0	855	
5331																																							13	9497	0	0	150463	0	9861	253	0	7234	281865	190546	0	2214	259822	0	792	0	40062	0	22043	2580	281865	0	0	10793	0	8360	0	43304	147242		0	105336	104544	310	0	0	0	27000	
5461																																							2710	21454	1345	0	118434	799	6554	0	0	5438	327748	299024	0	2377	305894	0	1769	0	4493	0	21854	2059	327748	0	0	14031	0	4241	0	96243	202781		0	150383	148614	1523	22400	0	0	0	
5751																																							0	1856	0	0	43563	0	433	0	0	2839	91896	70196	0	234	70430	0	823	0	0	0	21466	600	91896	0	0	19498	0	700	0	4863	65333		0	43828	43005	668	200	0	0	0	
5939																																							2073	71306	17236	0	931115	0	37012	1832	0	70105	2773995	2185942	0	10382	2548719	0	23241	2727	309535	0	225276	22146	2773995	8350	0	25745	0	181042	8008	209185	1976757		0	1631475	1608234	-3657	15997	0	0	42860	
6039																																							996	2085	0	48	8296	0	2569	35	0	1537	79137	70899	0	452	71367	0	1069	0	16	0	7770	469	79137	0	0	3148	0	4200	0	9307	61592		0	62226	61157	-47	2414	0	0	0	
6057																																							53	682	0	195	2858	0	228	73	0	359	15722	13390	0	64	14354	0	156	0	900	0	1368	25	15722	0	0	1223	0	100	0	1058	12332		0	10230	10074	20	1200	0	0	0	
6141																																							0	3062	0	10850	0	0	253	0	0	331	33017	29381	0	98	29479	0	228	0	0	0	3538	400	33017	0	0	338	0	2800	0	8612	20769		0	13999	13771	0	4750	0	0	0	
6329																																							67	11414	0	1948	48926	0	6842	215	0	4962	225428	202614	0	2219	204833	0	2455	0	0	0	20595	2600	225428	0	0	9574	0	7700	0	47345	155269		0	147371	144916	721	6138	0	0	0	
6972																																							0	75828	0	192102	44047	6324	8599	283	0	7748	689278	587810	0	2630	596428	0	5668	0	2749	0	92850	2600	689278	0	0	66565	0	22400	11938	129092	458717		0	284877	279209	1285	63200	0	0	3239	
7009																																							5000	1656	0	0	102806	0	748	0	0	10004	411343	354265	0	3104	357369	0	0	0	0	0	53974	500	411343	0	0	51153	0	539	0	26076	328189		0	239629	239629	1782	51500	0	0	0	
7045																																							0	3426	0	8792	21032	0	1791	0	0	1029	95754	85192	0	375	85567	0	715	0	0	0	10187	100	95754	0	0	7617	0	2325	0	12230	72962		0	50924	50209	145	9475	0	0	0	
7157																																							0	2075	0	0	11837	0	177	0	0	375	31726	27605	0	323	27928	0	240	0	0	0	3798	200	31726	0	0	3348	0	200	0	3211	24394		0	15378	15138	50	2124	0	0	0	
7166																																							422	12143	125	3698	39932	0	6934	0	0	14584	449979	398891	0	3817	413208	0	4901	0	10500	0	36771	5220	449979	0	0	24746	0	6352	1847	107853	291038		0	349520	344619	453	25675	0	0	0	
7456																																							0	1149	0	1960	17248	0	454	0	0	583	40396	36060	0	176	36236	0	405	0	0	0	4160	400	40396	0	0	1336	0	2400	0	5794	30266		0	17812	17407	24	1595	0	0	0	
7634																																							100	1454	0	1240	12784	0	693	0	0	802	37231	32279	0	164	32443	0	630	0	0	0	4788	200	37231	0	0	1556	0	3000	0	5629	26650		0	20788	20158	32	0	0	0	0	
8033																																							699	1932	0	0	1318	0	504	6	0	1605	57270	43190	0	581	50242	0	620	0	6471	0	7028	774	57270	0	0	2726	0	3476	0	9777	33413		0	48251	47631	52	3575	0	0	0	
8417																																							0	154141	4209	0	117	0	12563	0	0	351998	1613092	1382073	0	51930	1434003	0	366	0	0	0	179089	800	1613092	0	0	133131	0	45157	0	1000787	381286		0	147410	147044	1	540539	402481	0	0	
8462																																							0	6561	0	566	27684	0	462	0	0	610	71215	62651	0	218	62869	0	335	0	0	0	8346	350	71215	0	0	7111	0	350	0	12021	50630		0	28667	28332	535	7000	0	0	0	
8547																																							1290	15365	1585	439	43282	0	2443	781	0	12969	306947	249127	0	1197	272524	0	3409	4193	22200	0	34423	350	306947	0	0	11912	0	22321	0	27448	221679		0	226025	222616	-160	1984	0	0	0	
8631																																							678	1952	0	0	18283	0	974	78	0	455	51805	45477	0	45	45522	0	298	0	0	0	6283	500	51805	0	0	4962	0	800	0	8565	36912		0	23869	23571	21	5814	0	0	0	
9115																																							0	68474	0	319939	1252739	0	59757	0	0	14053	2553143	2389216	0	7595	2398099	0	9823	0	0	0	155044	2500	2553143	0	0	92731	0	52872	0	293453	2095763		0	804004	794181	6941	44000	0	0	1288	
9357																																							16000	22145	0	0	25783	0	382	0	0	6955	404335	354005	0	572	361462	0	3255	0	0	0	42873	500	404335	0	0	17495	0	24500	213273	107868	246137		0	123052	119797	378	0	0	0	6885	
9553																																							2191	562	0	0	4501	0	291	0	0	2926	62685	44084	0	579	56116	0	548	0	10728	0	6569	400	62685	0	0	4893	0	1200	0	3812	40272		0	52762	52214	76	0	0	725	0	
9807																																							41181	31698	0	361153	141063	21	6749	768	0	67580	2251339	1564949	0	26884	2061205	0	38331	0	295615	0	190134	20000	2251339	0	0	100851	0	63858	0	54565	1510384		0	1514457	1476126	5425	125000	0	0	173757	
9955																																							4876	3059	2043	0	26110	0	1616	0	0	2093	82391	69635	0	1123	73052	0	423	0	2294	0	9339	110	82391	0	0	5581	0	3023	0	7685	61950		0	41242	40819	625	1775	0	0	0	
10157																																							24	2919	0	6683	15418	0	995	113	0	1908	68925	57534	0	419	62953	0	698	291	5000	0	5972	250	68925	0	0	3136	0	2560	0	8086	49448		0	37917	37219	26	3355	0	0	0	
10250																																							496	16765	0	0	46564	0	5451	162	0	2962	265671	244383	0	1165	245548	0	2271	0	0	0	20123	1500	265671	0	0	2334	0	15500	0	39425	204958		0	195404	193133	789	138	0	0	0	
10849																																							8933	2172	0	27196	797	0	4228	0	0	3322	186620	159294	0	625	169824	0	1841	694	9905	0	16796	16	186620	0	0	10765	0	6006	558	17932	141362		0	140561	138720	9	0	0	0	0	
10858																																							4032	9245	328	55771	0	0	2066	0	0	6884	374733	314604	0	2736	343743	0	7191	2957	6387	0	30990	2500	374733	0	0	13735	0	14755	1261	34260	280344		0	299380	292189	0	0	0	5475	14541	
11145																																							2168	5341	137	2250	19289	0	4510	498	0	1619	137084	110353	0	319	125261	0	1443	450	14589	0	11823	1000	137084	0	0	6560	0	4000	0	16172	94181		0	99365	97922	263	2900	0	0	0	
11640																																							0	14269	0	0	53856	0	2125	0	0	9263	193355	143299	0	1806	173609	0	1260	0	28504	0	19746	650	193355	0	0	2029	0	16800	0	35349	107951		0	115102	113842	267	0	0	0	0	
