"IDRSSD"	RCON1039	RCON1041	RCON1042	RCON1043	RCON1044	RCON1209	RCON1280	RCON1281	RCON1282	RCON1374	RCON1752	RCON2155	RCON2163	RCON2192	RCON2920	RCON2941	RCON3129	RCON3190	RCONA510	RCONB989	RCONB995	
	AMORT COST HTM & AFS- US TREAS SEC	AMORT COST HTM & AFS- US GOVT AGEN	AMORT COST HTM & AFS- ST & POL SEC	AMORT COST HTM & AFS- PT MBS: GUAR	AMORT COST HTM & AFS- PT MBS: OTHR	AMORT COST HTM & AFS- OTH MBS: QUAR	AMORT COST HTM & AFS- OTH MBS: OTHR	AMORT COST HTM & AFS- OTH DEBT SEC	AMORT COST HTM & AFS- FGN DEB SEC	AMORT COST HTM & AFS- TOTL DOM SEC	HISTCL COST OF ALL OTH AVL-FOR-SALE	CUSTOMERS LIABILITY ON ACCEPTANCES	NET DUE FROM FOREIGN OFFICES	TOTAL ASSETS	ACCEPTANCES EXECUTED FOR ACCT. & OUT	NET DUE TO FOREIGN OFFICES	TOTAL LIABILITIES, EXCL NET DUE TO	OTHER BORROWED MONEY	AMTZ COS OF AVL-FOR-SL INVES MUTL FD	SECURS PURCHSD UDR AGRMNTS TO RESELL	SECURS SOLD UNDR AGRMNTS TO REPURCH	
37											255	0			0			0	0	0	0	
242											145	0			0			1632	0	0	0	
279											1866	0			0			32339	0	0	0	
354											5	0			0			0	0	0	0	
439											317	0			0			0	0	0	0	
457											40	0			0			0	0	0	0	
505											1616	0			0			6500	0	0	0	
1146											2853	0			0			13901	4184	0	0	
1155											463	0			0			3000	0	0	12405	
1351											0	0			0			0	0	0	0	
1454											1087	0			0			0	5	0	0	
1557											23	0			0			3	0	0	0	
1632											1200	0			0			24000	0	0	2909	
1669											682	0			0			368	0	0	0	
1829											1350	0			0			9000	2384	0	1443	
1856											766	0			0			13825	0	0	0	
2040											1024	0			0			16513	1752	0	0	
2161											198	0			0			0	0	0	0	
2376											6250	0			0			125000	60000	0	0	
2451											130	0			0			2500	3	0	0	
2554											0	0			0			0	0	0	0	
2732											181	0			0			18	0	0	0	
2750											283	0			0			2500	0	0	518	
2938											2307	0			0			40500	0	0	4421	
2956											25	0			0			0	0	0	0	
3252											267	0			0			4418	0	0	0	
3458											74	0			0			0	0	0	600	
3506											3627	0			0			10000	0	0	16469	
3579											2837	0			0			28254	0	0	9282	
3720											554	0			0			8348	0	0	1004	
3953											288	0			0			648	0	0	0	
4138											809	0			0			5274	0	0	0	
4147											2928	0			0			4000	0	0	0	
4156											725	0			0			14000	0	0	0	
4231											0	0			0			0	0	0	3000	
4437											663	0			0			5438	0	0	2674	
4745											0	0			0			0	0	0	0	
4839											1293	0			0			24900	0	0	3785	
5005											1909	0			0			26509	17896	0	0	
5050											388	0			0			0	0	0	0	
5069											0	0			0			20000	712	0	0	
5135											630	0			0			12000	0	0	0	
5210											8208	0			0			124150	0	0	38717	
5247											0	0			0			2754	13500	0	14998	
5274											3617	0			0			9158	0	0	855	
5331											3641	0			0			40062	0	0	27000	
5461											0	0			0			4493	0	0	0	
5751											0	0			0			0	0	0	0	
5939											15786	0			0			309535	0	0	42860	
6039											168	0			0			16	54	0	0	
6057											82	0			0			900	0	0	0	
6141											0	0			0			0	0	0	0	
6329											801	0			0			0	0	0	0	
6972											683	0			0			2749	0	0	3239	
7009											0	0			0			0	6399	0	0	
7045											0	0			0			0	0	0	0	
7157											23	0			0			0	0	0	0	
7166											1239	0			0			10500	0	0	0	
7456											86	0			0			0	0	0	0	
7634											201	0			0			0	0	0	0	
8033											444	0			0			6471	0	0	0	
8417											2751	0			0			0	0	402481	0	
8462											21	0			0			0	0	0	0	
8547											3043	0			0			22200	0	0	0	
8631											104	0			0			0	0	0	0	
9115											1103	0			0			0	235	0	1288	
9357											3014	0			0			0	0	0	6885	
9553											539	0			0			10728	0	0	0	
9807											24547	0			0			295615	0	0	173757	
9955											1001	0			0			2294	0	0	0	
10157											537	0			0			5000	0	0	0	
10250											677	0			0			0	0	0	0	
10849											1272	0			0			9905	0	0	0	
10858											1299	0			0			6387	0	0	14541	
11145											816	0			0			14589	0	0	0	
11640											2425	0			0			28504	0	0	0	
11837											916	0			0			6500	0	0	0	
12030											623	0			0			8000	0	0	0	
12058											298	0			0			2039	0	0	0	
12142											527	0			0			0	0	0	0	
12245											319	0			0			3000	517	0	0	
12311	297330	982521	398389	791224	0	1059086	192869	397694	3250	4122409	79059	9208	0	29806775	9208	1959407	25783336	4850961	46	69194	1862144	
12357											4	0			0			0	0	0	0	
12647											157	0			0			0	0	0	0	
12656											29	0			0			0	0	0	0	
12937											670	0			0			129	0	0	0	
12946											1455	0			0			6694	0	0	0	
12955											325	0			0			6500	0	0	0	
13037											365	0			0			0	0	0	0	
13103											2560	0			0			3225	31034	0	14017	
13251											140	0			0			0	0	0	0	
13309											23938	0			0			427026	25551	0	27422	
13457											3	0			0			0	30	0	0	
14052											258	0			0			0	2232	0	0	
14155											358	0			0			5940	0	0	0	
14258											3534	0			0			25000	0	0	0	
14409	46163	307517	8605	979383	1396347	4018820	1455192	114244	680	8326951	90507	7033	0	26483497	7033	214676	23008770	512882	0	0	1822527	
14454											145	0			0			10	0	0	0	
14650											70	0			0			0	0	0	0	
14753											9	0			0			0	0	0	0	
14865											253	0			0			0	0	0	0	
14931											187	0			0			0	0	0	240	
14940											0	0			0			564	0	0	2893	
15536											4143	0			0			5000	0	0	0	
16337											903	0			0			17070	0	0	1453	
16458											633	0			0			5851	0	0	0	
16551											881	0			0			12549	0	0	0	
16748											308	0			0			2000	0	0	0	
16766											5822	0			0			100000	0	0	0	
16944											0	0			0			0	0	0	0	
16953											0	0			0			0	0	0	0	
17110											219	0			0			0	0	2327	0	
17147											4545	0			0			67514	0	0	25002	
17259											233	0			0			1750	0	0	0	
17464											2269	0			0			13914	338	0	0	
17549											650	0			0			0	0	0	0	
17839											461	0			0			5000	0	0	5654	
17950											523	0			0			7026	0	0	0	
18050											1667	0			0			4500	289	0	0	
18135											925	0			0			9012	0	0	0	
18368											1425	0			0			28132	36	0	0	
18377											89	0			0			600	0	0	0	
18827											424	0			0			757	0	0	0	
18836											421	0			0			1868	32	0	0	
18854											119	0			0			0	0	0	0	
18863											3308	0			0			16225	0	0	0	
18957											295	0			0			4315	0	0	0	
19356											0	0			0			0	0	0	0	
19730											68597	0			0			68383	2557	0	22379	
19936											1014	0			0			0	0	0	0	
19972											179	0			0			0	0	0	0	
20053											744	0			0			3100	56	0	400	
20147											360	0			0			4034	0	0	0	
20259											38	0			0			0	8044	0	0	
20370											465	0			0			1800	0	0	0	
20512											787	0			0			10600	0	0	0	
20633											1280	0			0			2240	1000	0	0	
20754											0	0			0			0	0	0	0	
20839											450	0			0			9000	0	0	0	
20857											309	0			0			4605	0	0	0	
20866											362	0			0			0	0	0	0	
21256											36	0			0			0	0	0	0	
21359											107	0			0			393	0	0	0	
21630											585	0			0			7109	0	0	0	
21658											584	0			0			1756	0	0	0	
22048											589	0			0			3573	2091	0	2419	
