"IDRSSD"	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	
30052	294	0	51	0	586	253	-90	0	0	0	
30146	280	43	3	0	255	21	0	0	0	0	
30155	1673	160	185	0	1365	37	0	0	0	0	
30258	2413	512	5	0	2007	111	0	0	0	0	
30418	0	0	0	0	0	0	0	0	0	0	
30502	3483	280	94	0	3378	269	0	0	0	0	
30650	1196	429	31	0	991	255	0	0	0	0	
30810	953094	910436	73174	0	893964	924480	0	0	228528	0	
30856	1194	135	2	0	1162	105	0	0	0	0	
31134	717	218	35	0	570	106	0	0	0	0	
31152	1061	292	4	0	781	16	0	0	0	0	
31255	1851	705	30	0	2013	897	0	0	0	0	
31303	10336	2600	1614	0	9971	3849	0	0	0	0	
31657	192	135	32	0	339	314	0	0	0	0	
31826	1420	115	148	0	1257	100	0	0	0	0	
31835	1570	0	82	0	2475	987	0	0	0	0	
32159	765	855	57	0	837	984	0	0	0	0	
32234	213	12	36	0	208	43	0	0	0	0	
32766	153	21	5	0	228	101	0	0	0	0	
33147	1706	730	5	0	2130	1159	0			0	
33259	3929	1071	26	0	2837	5	0	0	0	0	
33268	575	26	26	0	615	92	0	0	0	0	
33549	259	9	6	0	250	6	0	0	0	0	
33727	1948	90	244	0	1749	135	0	0	0	0	
33754	55	0	0	0	55	0	0	0	0	0	
33772	7891	449	325	0	8191	648	-426	0	0	0	
33839	140	4	0	0	159	23	0	0	0	0	
33857	1389	0	83	0	1433	127	0	0	0	0	
34153	5265	315	20	0	5009	79	0			0	
34359	403	55	35	0	360	47	0	0	0	0	
34425	1852	234	10	0	1697	89	0	0	0	0	
34434	804	40	22	0	871	129	0	0	0	0	
34452	408	18	42	0	354	6	0	0	0	0	
34537	6140	0	312	0	6826	998	0	0	0	0	
34555	982	281	13	0	798	110	0	0	0	0	
34742	1395	230	4	0	1213	52	0	0	0	0	
34836	131	0	4	0	130	3	0	0	0	0	
34863	219	40	2	0	200	23	0	0	0	0	
35057	790	22	19	0	843	94	0	0	0	0	
35244	5872	525	202	0	6229	1084	0	0	0	0	
35301	60663	0	0	0	60870	0	-207	0	0	0	
35570	4552	500	1	0	4398	347	0	0	0	0	
35646	338	0	146	0	213	21	0	0	0	0	
35842	356	20	4	0	371	39	0	0	0	0	
35936	32	10	0	0	29	7	0	0	0	0	
36054	7057	1847	166	0	6878	1834	0	0	0	0	
36344	2000	60	56	0	1972	88	0	0	0	0	
36456	327	229	31	0	424	357	0	0	0	0	
36858	2383	15	32	0	2345	9	0	0	0	0	
36933	785	225	89	0	627	156	0	0	0	0	
37051	450	242	40	0	378	210	0	0	0	0	
37341	270	18	3	0	249	0	0	0	0	0	
37350	338	0	82	0	345	89	0	0	0	0	
37378	699	105	2	0	664	72	0	0	0	0	
37435	6383	1078	316	0	6394	1405	0	0	0	0	
37640	3395	187	288	0	3129	209	0	0	0	0	
37659	409	15	10	0	423	39	0	0	0	0	
37743	576	45	13	0	522	4	0	0	0	0	
37949	1888	450	7	0	1441	10	0	0	0	0	
38441	224	0	2	0	275	53	0	0	0	0	
38478	1297	90	76	0	1614	483	0	0	0	0	
38526	1962	490	40	0	1816	384	0			0	
38535	3404	0	106	0	3319	21	0	0	0	0	
38740	1249	210	61	0	1149	171	0	0	0	0	
39327	2185	0	6	0	2181	2	0	0	0	0	
39420	7642	2125	262	0	6653	1398	0	0	0	0	
39475	11840	3583	189	0	9047	2204	1225	0	0	0	
39756	1087	450	83	0	966	412	0	0	0	0	
39934	1213	151	40	0	1421	399	0	0	0	0	
40033	1161	0	518	0	1029	386	0	0	0	0	
40305	27452	3375	2145	0	26577	4645	0	0	0	0	
40350	254	0	0	0	254	0	0	0	0	0	
40707	1774	180	26	0	1672	104	0	0	0	0	
40855	459	0	21	0	438	0	0	0	0	0	
41245	226	85	14	0	179	52	0	0	0	0	
41553	607	0	41	0	628	62	0	0	0	0	
41629	1482	829	523	0	1448	1318	0	0	0	0	
41647	4727	90	8	0	4988	359	0			0	
41759	331	22	1	0	326	18	0	0	0	0	
41825	2449	0	5	0	2455	11	0	0	0	0	
41937	408	38	0	0	371	1	0	0	0	0	
41955	472	150	1	0	321	0	0	0	0	0	
42037	357	154	77	0	245	119	0	0	0	0	
42055	243	107	11	0	232	107	0			0	
42354	616	10	53	0	566	13	0	0	0	0	
42420	36183	10420	1432	0	34496	10165	0	0	0	0	
42448	3120	904	116	0	3163	978	-85	0	0	0	
42457	723	0	13	0	719	9	0	0	0	0	
42541	149736	33869	15316	0	149736	49185	0	0	0	0	
43052	832	135	29	0	727	59	0	0	0	0	
43155	2241	434	113	0	2030	336	0	0	0	0	
43173	58111	6644	1235	0	48865	2661	4028	0	0	0	
43324	1245	20	226	0	1417	418	0			0	
43351	18	-20	0	0	39	1	0	0	0	0	
43454	222	7	29	0	226	40	0	0	0	0	
43511	1906	115	19	0	1812	40	0	0	0	0	
43641	401	14	2	0	408	23	0	0	0	0	
43744	547	72	2	0	477	4	0	0	0	0	
43856	338	65	5	0	288	20	0	0	0	0	
43959	1541	-255	478	0	1918	600	0	0	0	0	
44040	1523	180	46	0	1364	67	0	0	0	0	
44134	15424	2167	154	0	14302	1199	0	0	0	0	
44433	2939	2090	415	0	3292	3075	217	0	0	217	
44451	730	178	2	0	600	50	0	0	0	0	
44602	3608	-279	86	0	3852	51	0	0	0	0	
44741	1939	519	73	0	2006	659	0	0	0	0	
44750	607	230	21	0	477	121	0	0	0	0	
44929	426	111	65	0	375	125	0	0	0	0	
45038	734	104	13	0	623	6	0	0	0	0	
45047	664	153	112	0	566	167	0	0	0	0	
45056	623	0	20	0	607	4	0	0	0	0	
45270	1707	165	14	0	1589	61	0	0	0	0	
45430	1270	330	5	0	998	63	0	0	0	0	
45458	131	0	1	0	130	0	0	0	0	0	
45551	2455	0	64	0	2672	281	0	0	0	0	
45560	3427	525	67	0	3143	308	0	0	0	0	
45627	23953	23943	781	0	27204	7193	-20782	0	0	0	
45775	198	-13	0	0	215	4	0	0	0	0	
46053	1143	45	11	0	1100	13	0	0	0	0	
46941	756	135	29	0	750	158	0	0	0	0	
47153	180	12	1	0	167	0	0	0	0	0	
47247	2096	69	31	0	2060	64	0	0	0	0	
47256	313	27	2	0	291	7	0	0	0	0	
47377	10615	3555	1478	0	10257	4675	0			0	
47452	501	0	2	0	500	1	0	0	0	0	
47500	1704	0	9	0	1740	45	0	0	0	0	
47658	142	25	2	0	140	25	0	0	0	0	
48057	330	44	9	0	315	38	0	0	0	0	
48150	127	14	1	0	116	4	0	0	0	0	
48374	3127	605	20	0	2834	332	0	0	0	0	
48440	298	0	5	0	308	15	0	0	0	0	
48552	707	36	0	0	678	7	0	0	0	0	
48673	75	44	0	0	60	29	0	0	0	0	
48730	1174	225	155	0	875	81	0	0	0	0	
49054	700	319	0	0	517	136	0	0	0	0	
49148	446	25	16	0	419	14	0	0	0	0	
49241	1522	781	139	0	1449	847	0	0	0	0	
49344	1015	0	5	0	1044	34	0	0	0	0	
49362	44156	13849	4458	0	47494	16307	-5338	0	0	0	
49540	395	47	28	0	559	239	0	0	0	0	
49643	200	0	2	0	201	3	0	0	0	0	
49652	1399	68	391	0	1116	176	0	0	0	0	
49821	8271	900	192	0	7704	525	0	0	0	0	
49858	320	201	100	0	125	255	149	0	0	0	
49951	416	0	0	0	417	1	0	0	0	0	
50144	448	63	36	0	439	90	0	0	0	0	
50461	2444	550	405	0	2265	776	0	0	0	0	
50546	162	159	22	0	198	217	0	0	0	0	
50854	413	72	38	0	401	98	0	0	0	0	
50957	881	935	35	0	864	953	0	0	0	0	
51253	1149	120	33	0	1186	190	0	0	0	0	
51347	404	63	9	0	398	66	0	0	0	0	
51356	634	220	37	0	605	228	0	0	0	0	
51459	982	189	14	0	964	185	0	0	0	0	
51730	193	45	33	0	199	84	0	0	0	0	
51842	1099	60	3	0	1039	3	0	0	0	0	
51972	1627	90	6	0	1536	5	0	0	0	0	
52410	267	-15	5	0	289	12	0	0	0	0	
52456	171	0	35	0	138	2	0	0	10	0	
52719	0	0	0	0	0	0	0	0	0	0	
52951	331	289	124	0	374	456	0	0	0	0	
53015	168	0	48	0	189	69	0	0	0	0	
53033	9957	-1221	718	0	12668	618	-1590	0	0	0	
53051	615	290	0	0	325	0	0	0	0	0	
53239	854	117	32	0	839	134	0	0	0	0	
53453	179	24	11	0	170	26	0	0	0	0	
53752	239	8	13	0	218	0	0	0	0	0	
54049	482	54	3	0	449	24	0	0	0	0	
54058	1963	345	42	0	2007	431	0	0	0	0	
54357	118	14	12	0	92	0	0	0	0	0	
54375	3491	932	16	0	3413	870	0	0	0	0	
54441	642	81	34	0	532	5	0	0	0	0	
54656	629	125	26	0	709	231	0	0	0	0	
55176	539	90	1	0	523	75	0	0	0	0	
55251	2208	1460	40	0	1908	1200	0	0	0	0	
55336	2088	360	46	0	1777	95	0	0	0	0	
55635	501	154	21	0	496	170	0	0	0	0	
55653	358	186	94	0	357	279	0	0	0	0	
56230	657	50	7	0	621	21	0	0	0	0	
56258	946	86	94	0	825	59	0	0	0	0	
56351	3555	606	443	0	3450	944	0	0	0	0	
56427	230	22	6	0	213	11	0	0	0	0	
56548	1136	260	9	0	1094	227	0	0	0	0	
56557	11601	1640	141	0	10388	568	0	0	0	0	
56717	3103	680	45	0	2818	440	0	0	0	0	
56726	569	26	14	0	613	84	0	0	0	0	
57040	420	45	11	0	381	17	0	0	0	0	
57134	4223	450	40	0	3897	164	0	0	0	0	
57228	970	155	2	0	840	27	0	0	0	0	
57255	692	0	69	0	768	145	0	0	0	0	
57451	1438	82	51	0	1385	80	0	0	0	0	
57572	441	27	6	0	415	7	0	0	0	0	
57956	864	0	42	0	850	28	0	0	0	0	
58074	703	75	85	0	768	225	0	0	0	0	
58207	1596	20	5	0	1610	39	0	0	0	0	
58225	1164	251	74	0	1003	164	0	0	0	0	
58243	21806	4755	736	0	18467	2152	0			0	
58355	32	0	1	0	31	0	0	0	0	0	
58551	844	200	127	0	695	178	0	0	0	0	
58636	1762	740	163	0	1486	627	0	0	0	0	
58757	347	100	9	2	268	28	0	0	0	0	
58971	34260	5634	2368	0	30959	4701	0	0	0	0	
59259	529	15	1	0	520	7	0	0	0	0	
59316	3272	495	79	0	3146	448	0	0	0	0	
59352	904	0	5	0	1123	224	0	0	0	0	
59679	84	0	0	0	84	0	0	0	0	0	
59754	169	21	50	0	172	74	0	0	0	0	
60143	802433	300450	22144	0	501723	311118	289234			16600	
60219	992	75	12	0	975	70	0	0	0	0	
60330	2273	575	123	0	2198	604	-19	0	0	0	
60433	1555	210	154	0	1931	740	0	0	0	0	
60545	403	8	0	0	403	8	0	0	0	0	
60554	398	18	1	0	388	9	0	0	0	0	
60648	2209	620	167	0	2053	631	0	0	0	0	
61001	4120	65	34	0	4050	29	0	0	0	0	
61122	6014	606	346	0	5946	1185	301	0	0	0	
61355	7203	5417	1298	0	5538	5050	0	0	0	0	
61476	466	17	4	0	446	1	0	0	0	0	
61533	1685	267	2	0	1861	445	0	0	0	0	
61757	1761	180	116	0	1499	34	0	0	0	0	
61832	495	0	10	0	487	2	0	0	0	0	
61953	181	109	31	0	211	170	0	0	0	0	
62044	406	14	18	0	391	17	0	0	0	0	
62101	41430	6445	1849	0	42182	9046	0	0	0	0	
62147	449	198	0	0	272	21	0	0	0	0	
62651	756	126	9	0	741	120	0	0	0	0	
63050	821	0	13	0	819	11	0	0	0	0	
63069	166209	29000	9399	0	164502	36692	0	0	0	0	
63078	6342	2438	382	0	5514	1992	0	0	0	0	
63201	299	57	10	0	349	65	-52	0	0	0	
63359	825	741	79	0	911	906	0	0	0	0	
63573	5169	30	163	0	4976	0	0	0	0	0	
63733	1812	873	122	0	1576	759	0	0	0	0	
63742	1160	0	9	0	1158	7	0	0	0	0	
63751	82	0	5	0	99	22	0	0	0	0	
64150	560	183	1	0	377	1	0	0	0	0	
64253	30	0	0	0	30	0	0	0	0	0	
64543	3587	675	43	0	3057	188	0	0	0	0	
64552	287	12	63	0	212	0	0	0	0	0	
64619	14097	3582	438	71	12270	2122	0	0	0	0	
64646	1027	401	10	0	691	75	0	0	0	0	
64730	1506	190	28	0	1406	118	0	0	0	0	
64758	972	53	1	0	1040	122	0	0	0	0	
65205	3534	0	0	0	3534	0	0	0	0	0	
65241	863	248	17	0	1013	415	0	0	0	0	
65513	253	0	0	0	291	38	0	0	0	0	
65559	1634	218	26	0	1426	36	0			0	
65746	7575	260	419	0	5296	225	1825	0	0	0	
65858	5875	900	763	0	8180	3968	0	0	0	0	
66015	3514	300	323	0	3486	595	0	0	0	410	
66154	489	115	40	0	421	87	0	0	0	0	
66172	3389	100	38	0	3276	25	0	0	0	0	
66275	3766	-288	272	0	4185	403	0	0	0	0	
66837	1125	366	16	0	800	57	0	0	0	0	
66846	2989	726	162	0	2162	666	605	0	0	0	
66903	4165	2225	148	0	3494	1702	0	0	0	0	
67142	272	3	37	0	315	83	0	0	0	0	
67151	1770	252	47	0	1575	104	0	0	0	0	
67209	2638	800	77	0	1807	46	0	0	0	0	
67254	15	0	0	0	26	11	0	0	0	0	
67311	120417	69125	16184	0	122734	87626	0	0	0	0	
67414	600	133	41	0	494	68	0	0	0	0	
67777	2437	262	11	0	2173	9	0	0	0	0	
67852	9466	739	624	0	9808	1364	-341	0	0	0	
68345	1559	0	65	0	1507	13	0	0	0	0	
68448	493	0	14	0	503	24	0	0	0	0	
68569	35845	5957	3672	0	35845	9629	0	0	0	0	
68756	824	397	14	0	717	304	0	0	0	0	
68831	1096	816	36	0	874	630	0	0	0	0	
68840	935	103	45	0	891	104	0			0	
68859	2861	225	33	0	2893	290	0	0	0	0	
68943	890	21	17	0	864	12	0	0	0	0	
69333	3687	641	29	0	3252	235	0	0	0	0	
69351	356	50	0	0	306	0	0			0	
69650	80	-7	0	0	87	0	0	0	0	0	
69678	4443	4461	237	0	2805	3060	0	0	0	0	
69847	177	0	2	0	175	0	0	0	0	0	
70049	2340	80	18	0	2277	35	0	0	0	0	
70058	285	75	38	0	317	145	0	0	0	0	
70076	114	0	0	0	114	0	0	0	0	0	
70151	595	5	21	0	599	30	0	0	0	0	
70218	1056	66	33	0	966	9	0	0	0	0	
70254	134	8	3	0	127	4	0	0	0	0	
70414	1377	159	8	0	1283	73	0	0	0	0	
70638	1557	0	326	0	1725	494	0	0	0	0	
70955	106	22	9	0	79	4	0	0	0	0	
71318	4572	0	329	0	4546	303	0	0	0	0	
71457	1593	135	7	0	1067	13	397	0	0	0	
71671	940	0	2	0	939	1	0	0	0	0	
71859	58	14	0	0	78	34	0	0	0	0	
72258	1044	57	46	0	1050	109	0	0	0	0	
72351	833	127	63	0	854	211	0	0	0	0	
72418	1187	68	59	0	1157	97	0	0	0	0	
72454	405	212	4	0	388	199	0	0	0	0	
72614	4090	238	29	0	3856	33	0	0	0	0	
72678	289	145	74	0	379	309	0	0	0	0	
73031	626	0	0	0	666	40	0	0	0	0	
73116	4478	599	348	0	4125	594	0	0	0	0	
73152	477	45	22	0	432	22	0	0	0	0	
73554	1715	798	553	0	1169	805	0	0	0	0	
73956	924	0	33	0	1032	141	0	0	0	0	
74056	552	42	6	0	248	52	308	0	0	0	
74140	4104	512	145	0	3860	413	0	0	0	0	
74159	196	4	19	0	183	10	0	0	0	0	
74337	301	90	0	0	211	0	0	0	0	0	
74403	1999	386	4	0	1685	76	0	0	0	0	
74449	66	0	0	0	66	0	0	0	0	0	
74458	397	139	3	0	290	35	0	0	0	0	
75053	2787	450	41	0	2457	161	0	0	0	0	
75259	22	20	9	0	12	19	0	0	0	0	
75446	1898	120	48	0	1804	74	0	0	0	0	
75455	795	210	142	0	498	55	0	0	0	0	
75558	741	232	66	0	606	163	0	0	0	0	
75576	19066	2700	620	0	18118	2372	0	0	0	0	
75633	226940	76632	7301	0	206999	63992	0	0	0	0	
75651	380	72	10	0	345	47	0	0	0	0	
75857	2472	704	194	0	2392	818	0	0	0	0	
76050	980	590	32	0	577	219	0	0	0	0	
76135	1789	0	132	0	1869	212	0	0	0	0	
76153	760	60	43	0	456	21	222	0	0	0	
76201	3006000	862000	233000	46000	3703000	1665000	-81000	30000	0	185000	
76443	650	105	33	0	608	96	0	0	0	0	
76742	876	360	70	0	927	481	0	0	0	0	
76854	1228	229	90	0	1288	379	0	0	0	0	
77150	166	0	44	0	133	11	0	0	0	0	
77253	418	50	16	0	366	14	0	0	0	0	
77347	1785	210	30	0	1755	210	0	0	0	0	
77374	3616	491	28	0	3190	93	0	0	0	0	
77422	487	0	0	0	487	0	0	0	0	0	
77758	10003	9063	3	0	8053	7116	0	0	0	0	
77851	6044	2799	582	0	6429	3766	0	0	0	0	
78036	1349	549	7	0	923	130	0	0	0	0	
78054	797	99	382	0	791	475	0	0	0	0	
78157	265	39	12	0	240	26	0	0	0	0	
78241	318	12	25	0	299	18	0	0	0	0	
78559	183	18	6	0	161	2	0	0	0	0	
78643	771	154	5	0	661	49	0	0	0	0	
78858	56	0	6	0	50	0	0	0	0	0	
79042	77	0	1	0	78	2	0	0	0	0	
79127	1027	104	129	0	1093	299	0	0	0	0	
79145	1170	397	11	0	784	22	0	0	0	0	
79257	209	0	16	0	194	1	0	0	0	0	
