"IDRSSD"	RCFD0010	RCFD0022	RCFD0073	RCFD0074	RCFD0083	RCFD0085	RCFD0090	RCON0010	RCON0020	RCON0070	RCON0073	RCON0074	RCON0080	RCON0082	RCON0083	RCON0085	RCON0090	
	CASH AND DUE FROM DEPOSITORIES	CASH & CASH ITEMS IN PROCESS OF COLL	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	CASH AND DUE FROM DEPOSITORIES	CASH ITEMS IN PROCESS OF COLLECTION	BALANCES WITH BKS IN FGN COUNTRIES	BAL WITH FGN BRCHS OF OTHER U.S. BKS	BAL WITH OTHER BKS IN FGN COUNTRIES	CURR&COIN (U.S. & FGN) VAULT CASH	BALS DUE FROM DEPOSITORY INSTS IN US	BALS DUE FR US BRNCHS&AGENC OF FGNBK	BALS DUE FR OTH DEPOSITORY INSTS-US	BALANCES WITH F. R. BKS (COML BK BOO	
37								1583										
242								731										
279								4925										
354								110										
439								7836										
457								1018										
505								11599										
1146								17881	4482	0	0	0	1455	6282	0	6282	5662	
1155								5553										
1351								1672										
1454								18695										
1557								2094										
1632								2224										
1669								11737										
1829								11400										
1856								1903										
2040								3669										
2161								10749										
2376								12063	0	0	0	0	2738	9239	0	9239	86	
2451								225										
2554								608										
2732								20944	2808	0	0	0	899	12197	0	12197	5040	
2750								1099										
2938								16143										
2956								3280										
3252								7185										
3458								5204										
3506								50388	17966	28	0	28	10780	15315	0	15315	6299	
3579								16260	0	0	0	0	3433	6757	0	6757	6070	
3720								4477										
3953								2871										
4138								3887										
4147								1226										
4156								8071										
4231								3186										
4437								6391										
4745								412										
4839								5272										
5005								5770										
5050								5250										
5069								2398										
5135								5960										
5210								21999	6540	0	0	0	7626	1342	0	1342	6491	
5247								21502	43	0	0	0	7300	14159	0	14159	0	
5274								6958										
5331								9510										
5461								24164										
5751								1856										
5939								73379	49876	46	0	46	8800	2193	0	2193	12464	
6039								3081										
6057								735										
6141								3062										
6329								11481										
6972								75828	2612	0	0	0	7215	61363	0	61363	4638	
7009								6656	2	5000	5000	0	10	1619	0	1619	25	
7045								3426										
7157								2075										
7166								12565	8718	0	0	0	2248	1564	0	1564	35	
7456								1149										
7634								1554										
8033								2631										
8417								154141	0	0	0	0	0	75146	0	75146	78995	
8462								6561										
8547								16655	0	0	0	0	3545	8221	0	8221	4889	
8631								2630										
9115								68474	46580	0	0	0	15935	197	0	197	5762	
9357								38145	10297	0	0	0	1611	22124	0	22124	4113	
9553								2753										
9807								72879	13786	0	0	0	5240	44648	0	44648	9205	
9955								7935										
10157								2943										
10250								17261										
10849								11105										
10858								13277	737	0	0	0	1485	10365	0	10365	690	
11145								7509										
11640								14269										
11837								2166										
12030								5977										
12058								5132										
12142								10035										
12245								2496										
12311	811482	631625	0	0	0	125091	54766	811482	443679	0			187946	125091			54766	
12357								3507										
12647								6668										
12656								310										
12937								7363										
12946								7490	3157	0	0	0	3115	1117	0	1117	101	
12955								3058										
13037								3062										
13103								15697	0	0	0	0	2024	12967	0	12967	706	
13251								1892										
13309								46375	5537	0	0	0	11779	2747	0	2747	26312	
13457								607										
14052								3610										
14155								2337										
14258								21049	7839	0	0	0	3332	1194	0	1194	8684	
14409	193285	102995	0	0	0	90290	0	193285	1716	0			101279	90290			0	
14454								697										
14650								6272										
14753								1646										
14865								4650										
14931								2194										
14940								1056										
15536								44553	7059	0	0	0	6134	16144	0	16144	15215	
16337								12484										
16458								6884										
16551								1216										
16748								2870										
16766								11396	1434	0	0	0	1489	4434	0	4434	4039	
16944								2742										
16953								1508										
17110								19990										
17147								34692	18352	0	0	0	11115	1868	0	1868	3357	
17259								990										
17464								86336	18720	0	0	0	5061	52933	0	52933	9622	
17549								7219										
17839								3531										
