RCON8725,RCONA126,RCONC391,RCONFT00,RCONFT01,RCONFT02,RCONFT03,RCONFT04,RCONFT05,RCONFT06,RCONFT07,RCONFT08,RCONFT09,RCONFT10,RCONFT11,RCONFT12,RCONFT13,RCONFT14,RCONFT15,RCONFT16,RCONHK18,RCONHK19,RIADC388,RIADC389,RIADC390,RIADF551,RIADF553,IDRSSD,RCON9999
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,37,2017-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,242,2017-03-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,279,2017-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,354,2017-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,457,2017-03-31
,,,false,,,false,,,false,false,,true,24778,true,25729,false,,,false,,,,,,,,505,2017-03-31
950,0,,true,0,0,false,,,false,false,,false,,true,16782,false,,,false,,,,,,,,1155,2017-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,1351,2017-03-31
423,0,,true,0,0,false,,,false,false,,true,4239,true,80988,false,,,false,,,,,,,,1454,2017-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,1557,2017-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,1669,2017-03-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1829,2017-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,1856,2017-03-31
9985,9985,,true,0,0,false,,,false,false,,false,,false,,false,,,false,,,,,,,,2040,2017-03-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2161,2017-03-31
430000,0,,,,,,,,,,,,,,,,,,,,,,,,,,2376,2017-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,2554,2017-03-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2732,2017-03-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2750,2017-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,3252,2017-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,3458,2017-03-31
565,0,,,,,,,,,,,,,,,,,,,,,,,,,,3720,2017-03-31
,,,false,,,true,14223,3162,false,false,,true,565,true,307877,false,,,false,,,,,,,,3971,2017-03-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4156,2017-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,4231,2017-03-31
8290,0,,true,0,0,false,,,false,false,,false,,false,,false,,,false,,,,,,,,4839,2017-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,5069,2017-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,5135,2017-03-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5210,2017-03-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5461,2017-03-31
,,,false,,,false,,,true,false,,false,,false,,false,,,false,6105,0,,,,7,0,5751,2017-03-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,6039,2017-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,6141,2017-03-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,6329,2017-03-31
6000,0,,true,0,0,false,,,true,false,,false,,false,,false,,,false,423,0,,,,12,0,7009,2017-03-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,7045,2017-03-31
,,,false,,,false,,,false,false,,true,1679,true,27338,false,,,false,,,,,,,,7072,2017-03-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,7157,2017-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,7456,2017-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,7634,2017-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,8033,2017-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,8462,2017-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,8631,2017-03-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,9357,2017-03-31
,,,false,,,false,,,false,false,,true,1768,true,1768,false,,,false,,,,,,,,9553,2017-03-31
80000,0,,,,,,,,,,,,,,,,,,,,,,,,,,9807,2017-03-31
,,,false,,,false,,,false,false,,true,1491,true,1491,false,,,false,,,,,,,,9955,2017-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,10250,2017-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,10849,2017-03-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,11145,2017-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,11640,2017-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,11837,2017-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,12030,2017-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,12142,2017-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,12179,2017-03-31
,,,,,,,,,,,,,,,,,,,,,,0,0,32729,8636,0,12311,2017-03-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12647,2017-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,12656,2017-03-31
,,,false,,,false,,,false,false,,false,,true,47469,false,,,false,,,,,,,,12937,2017-03-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12946,2017-03-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12955,2017-03-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,13103,2017-03-31
,,,false,,,false,,,false,true,5014,true,4518,true,9532,false,,,false,,,,,,,,13251,2017-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,13457,2017-03-31
