RCON8725,RCONA126,RCONC391,RCONFT00,RCONFT01,RCONFT02,RCONFT03,RCONFT04,RCONFT05,RCONFT06,RCONFT07,RCONFT08,RCONFT09,RCONFT10,RCONFT11,RCONFT12,RCONFT13,RCONFT14,RCONFT15,RCONFT16,RCONHK18,RCONHK19,RIADC388,RIADC389,RIADC390,RIADF551,RIADF553,IDRSSD,RCON9999
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,37,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,242,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,279,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,354,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,457,2011-12-31
1981,0,,,,,,,,,,,,,,,,,,,,,,,,,,505,2011-12-31
934,0,,,,,,,,,,,,,,,,,,,,,,,,,,1155,2011-12-31
0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,1351,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1454,2011-12-31
0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,1557,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1669,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1829,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1856,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2040,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2161,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2376,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2554,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2732,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2750,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3252,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3458,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3720,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3953,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4156,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4231,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4437,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4839,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5005,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5069,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5135,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5210,2011-12-31
340,0,,,,,,,,,,,,,,,,,,,,,,,,,,5331,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5461,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5751,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,6039,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,6141,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,6329,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,6972,2011-12-31
36000,0,,,,,,,,,,,,,,,,,,,,,,,,,,7009,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,7045,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,7157,2011-12-31
0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,7456,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,7634,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,8033,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,8462,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,8631,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,9357,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,9553,2011-12-31
107791,0,,,,,,,,,,,,,,,,,,,,,,,,,,9807,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,9955,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,10250,2011-12-31
9418,0,,,,,,,,,,,,,,,,,,,,,,,,,,10849,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,10858,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,11145,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,11640,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,11837,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12030,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12142,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12245,2011-12-31
,,,,,,,,,,,,,,,,,,,,,,,,,-46835,0,12311,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12647,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12656,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12937,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12946,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12955,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,13103,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,13251,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,13457,2011-12-31
0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,14052,2011-12-31
5000,0,,,,,,,,,,,,,,,,,,,,,,,,,,14155,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,14650,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,14753,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,14865,2011-12-31
1440,0,,,,,,,,,,,,,,,,,,,,,,,,,,14977,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,16458,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,16551,2011-12-31
140,0,,,,,,,,,,,,,,,,,,,,,,,,,,16748,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,16944,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,16953,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,17110,2011-12-31
313589,0,,,,,,,,,,,,,,,,,,,,,,,,,,17147,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,17259,2011-12-31
9090,0,,,,,,,,,,,,,,,,,,,,,,,,,,17464,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,17950,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,18050,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,18135,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,18377,2011-12-31
13000,0,,,,,,,,,,,,,,,,,,,,,,,,,,18827,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,18836,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,18854,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,18957,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,19356,2011-12-31
13117,0,,,,,,,,,,,,,,,,,,,,,,,,,,19730,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,19936,2011-12-31
0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,19972,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,20053,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,20512,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,20633,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,20857,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,21256,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,21359,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,21630,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,21658,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,22048,2011-12-31
19442,0,,,,,,,,,,,,,,,,,,,,,,,,,,22356,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,22543,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,22552,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,22730,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,22936,2011-12-31
0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,22954,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,23045,2011-12-31
0,975,,,,,,,,,,,,,,,,,,,,,,,,,,23456,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,23504,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,23540,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,23643,2011-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,23755,2011-12-31
