RCON8725,RCONA126,RCONC391,RCONFT00,RCONFT01,RCONFT02,RCONFT03,RCONFT04,RCONFT05,RCONFT06,RCONFT07,RCONFT08,RCONFT09,RCONFT10,RCONFT11,RCONFT12,RCONFT13,RCONFT14,RCONFT15,RCONFT16,RCONHK18,RCONHK19,RIADC388,RIADC389,RIADC390,RIADF551,RIADF553,IDRSSD,RCON9999
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,37,2018-09-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,242,2018-09-30
,,,false,,,false,,,false,false,,false,,true,2969,false,,,false,,,,,,,,279,2018-09-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,354,2018-09-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,457,2018-09-30
10000,0,,true,0,0,false,,,false,false,,true,28627,true,29565,false,,,false,,,,,,,,505,2018-09-30
1929,0,,true,0,0,false,,,false,false,,false,,true,10069,false,,,false,,,,,,,,1155,2018-09-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,1351,2018-09-30
979,0,,true,0,0,false,,,false,false,,true,8979,true,72315,false,,,false,,,,,,,,1454,2018-09-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,1669,2018-09-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,1856,2018-09-30
9985,0,,true,0,0,false,,,false,false,,false,,false,,false,,,false,,,,,,,,2040,2018-09-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2161,2018-09-30
395000,0,,,,,,,,,,,,,,,,,,,,,,,,,,2376,2018-09-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,2554,2018-09-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,2732,2018-09-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,2750,2018-09-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,3252,2018-09-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,3458,2018-09-30
616,0,,,,,,,,,,,,,,,,,,,,,,,,,,3720,2018-09-30
,,,false,,,true,26110,3889,false,false,,true,184,true,301240,false,,,false,,,,,,,,3971,2018-09-30
,,,false,,,false,,,false,false,,true,1394,false,,false,,,false,,,,,,,,4156,2018-09-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,4231,2018-09-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,5069,2018-09-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,5135,2018-09-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5210,2018-09-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,5461,2018-09-30
,,,false,,,false,,,true,false,,false,,false,,false,,,false,1000,0,,,,0,0,5751,2018-09-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,6039,2018-09-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,6329,2018-09-30
6000,0,,true,0,0,false,,,true,false,,false,,false,,false,,,false,5535,0,,,,223,0,7009,2018-09-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,7045,2018-09-30
,,,false,,,false,,,false,false,,true,1495,true,165858,false,,,false,,,,,,,,7072,2018-09-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,7456,2018-09-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,7634,2018-09-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,8033,2018-09-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,8462,2018-09-30
