RCON8725,RCONA126,RCONC391,RCONFT00,RCONFT01,RCONFT02,RCONFT03,RCONFT04,RCONFT05,RCONFT06,RCONFT07,RCONFT08,RCONFT09,RCONFT10,RCONFT11,RCONFT12,RCONFT13,RCONFT14,RCONFT15,RCONFT16,RCONHK18,RCONHK19,RIADC388,RIADC389,RIADC390,RIADF551,RIADF553,IDRSSD,RCON9999
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,37,2019-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,242,2019-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,279,2019-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,354,2019-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,457,2019-03-31
10000,0,,true,0,0,false,,,false,false,,true,30608,true,31707,false,,,false,,,,,,,,505,2019-03-31
1369,0,,true,0,0,false,,,false,false,,false,,true,17084,false,,,false,,,,,,,,1155,2019-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,1351,2019-03-31
1116,0,,true,0,0,false,,,false,false,,true,7914,true,68761,false,,,false,,,,,,,,1454,2019-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,1669,2019-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,1856,2019-03-31
6995,0,,true,0,0,false,,,false,false,,false,,false,,false,,,false,,,,,,,,2040,2019-03-31
0,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,2161,2019-03-31
375000,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,2376,2019-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,2554,2019-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,2732,2019-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,2750,2019-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,3252,2019-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,3458,2019-03-31
1246,0,,,,,,,,,,,,,,,,,,,,,,,,,,3720,2019-03-31
,,,false,,,true,13389,3450,false,false,,false,,true,275726,false,,,false,,,,,,,,3971,2019-03-31
,,,false,,,false,,,false,false,,true,1459,false,,false,,,false,,,,,,,,4156,2019-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,4231,2019-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,5069,2019-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,5135,2019-03-31
0,0,,,,,,3812,300,,,,,,,,,,,,,,,,,,,5210,2019-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,5461,2019-03-31
,,,false,,,false,,,true,false,,false,,false,,false,,,false,1132,0,,,,34,0,5751,2019-03-31
0,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,6039,2019-03-31
0,0,,,,,,22088,1656,,,,,,,,,,,,,,,,,,,6329,2019-03-31
6000,0,,true,0,0,false,,,true,false,,false,,false,,false,,,false,17518,0,,,,1629,0,7009,2019-03-31
0,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,7045,2019-03-31
,,,false,,,false,,,false,false,,true,1419,true,160913,false,,,false,,,,,,,,7072,2019-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,7456,2019-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,7634,2019-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,8033,2019-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,8462,2019-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,8631,2019-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,9357,2019-03-31
,,,false,,,false,,,false,false,,true,1499,true,1499,false,,,false,,,,,,,,9553,2019-03-31
40000,0,,,,,,,,,,,,,,,,,,,,,,,,,,9807,2019-03-31
,,,false,,,false,,,false,false,,true,1278,true,1278,false,,,false,,,,,,,,9955,2019-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,10250,2019-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,10849,2019-03-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,11145,2019-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,11640,2019-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,11837,2019-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,12030,2019-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,12142,2019-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,12179,2019-03-31
,,,,,,,847206,700745,,,,,,,,,,,,,,0,0,4737,-2752,0,12311,2019-03-31
0,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,12647,2019-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,12656,2019-03-31
,,,false,,,false,,,false,false,,false,,true,43372,false,,,false,,,,,,,,12937,2019-03-31
0,0,,,,,,10303,3866,,,,,,,,,,,,,,,,,,,12946,2019-03-31
0,0,,,,,,3905,200,,,,,,,,,,,,,,,,,,,13103,2019-03-31
,,,false,,,false,,,false,true,7228,true,6835,true,14064,false,,,false,,,,,,,,13251,2019-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,13457,2019-03-31
,,,false,,,false,,,false,false,,true,5016,true,5016,false,,,false,,,,,,,,14155,2019-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,14650,2019-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,14753,2019-03-31
1764,0,,true,0,0,false,,,false,false,,false,,false,,false,,,false,,,,,,,,14865,2019-03-31
0,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,14977,2019-03-31
1951,0,,true,0,0,false,,,false,false,,true,5954,true,215795,false,,,false,,,,,,,,16551,2019-03-31
1,0,,true,0,80,false,,,false,false,,false,,true,48611,false,,,false,,,,,,,,16748,2019-03-31
0,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,17110,2019-03-31
1030830,0,,,,,,43746,2919,,,,,,,,,,,,,,,,,,,17147,2019-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,17259,2019-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,17950,2019-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,17978,2019-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,18050,2019-03-31
613,0,,true,0,0,false,,,false,false,,false,,false,,false,,,false,,,,,,,,18135,2019-03-31
110017,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,18827,2019-03-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,18836,2019-03-31
