RCON8725,RCONA126,RCONC391,RCONFT00,RCONFT01,RCONFT02,RCONFT03,RCONFT04,RCONFT05,RCONFT06,RCONFT07,RCONFT08,RCONFT09,RCONFT10,RCONFT11,RCONFT12,RCONFT13,RCONFT14,RCONFT15,RCONFT16,RCONHK18,RCONHK19,RIADC388,RIADC389,RIADC390,RIADF551,RIADF553,IDRSSD,RCON9999
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,37,2017-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,242,2017-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,279,2017-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,354,2017-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,457,2017-06-30
,,,false,,,false,,,false,false,,true,24184,true,25073,false,,,false,,,,,,,,505,2017-06-30
1891,0,,true,0,0,false,,,false,false,,false,,true,16631,false,,,false,,,,,,,,1155,2017-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,1351,2017-06-30
499,0,,true,0,0,false,,,false,false,,true,5349,true,79830,false,,,false,,,,,,,,1454,2017-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,1557,2017-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,1669,2017-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,1856,2017-06-30
9985,0,,true,0,0,false,,,false,false,,false,,false,,false,,,false,,,,,,,,2040,2017-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2161,2017-06-30
450000,0,,,,,,,,,,,,,,,,,,,,,,,,,,2376,2017-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,2554,2017-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,2732,2017-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,2750,2017-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,3252,2017-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,3458,2017-06-30
1488,0,,,,,,,,,,,,,,,,,,,,,,,,,,3720,2017-06-30
,,,false,,,true,26343,7974,false,false,,true,437,true,306093,false,,,false,,,,,,,,3971,2017-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4156,2017-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,4231,2017-06-30
8290,0,,true,0,0,false,,,false,false,,true,9910,false,,false,,,false,,,,,,,,4839,2017-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,5069,2017-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,5135,2017-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5210,2017-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5461,2017-06-30
,,,false,,,false,,,true,false,,false,,false,,false,,,false,1018,0,,,,31,0,5751,2017-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,6039,2017-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,6141,2017-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,6329,2017-06-30
6000,0,,true,0,0,false,,,true,false,,false,,false,,false,,,false,433,0,,,,13,0,7009,2017-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,7045,2017-06-30
,,,false,,,false,,,false,false,,true,1010,true,28561,false,,,false,,,,,,,,7072,2017-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,7157,2017-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,7456,2017-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,7634,2017-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,8033,2017-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,8462,2017-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,8631,2017-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,9357,2017-06-30
,,,false,,,false,,,false,false,,true,1744,true,1744,false,,,false,,,,,,,,9553,2017-06-30
80000,0,,,,,,,,,,,,,,,,,,,,,,,,,,9807,2017-06-30
,,,false,,,false,,,false,false,,true,1477,true,1477,false,,,false,,,,,,,,9955,2017-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,10250,2017-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,10849,2017-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,11145,2017-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,11640,2017-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,11837,2017-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,12030,2017-06-30
