RCON8725,RCONA126,RCONC391,RCONFT00,RCONFT01,RCONFT02,RCONFT03,RCONFT04,RCONFT05,RCONFT06,RCONFT07,RCONFT08,RCONFT09,RCONFT10,RCONFT11,RCONFT12,RCONFT13,RCONFT14,RCONFT15,RCONFT16,RCONHK18,RCONHK19,RIADC388,RIADC389,RIADC390,RIADF551,RIADF553,IDRSSD,RCON9999
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,37,2018-12-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,242,2018-12-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,279,2018-12-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,354,2018-12-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,457,2018-12-31
10000,0,,true,0,0,false,,,false,false,,true,28760,true,29874,false,,,false,,,,,,,,505,2018-12-31
1073,0,,true,0,0,false,,,false,false,,false,,true,19684,false,,,false,,,,,,,,1155,2018-12-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,1351,2018-12-31
652,0,,true,0,0,false,,,false,false,,true,8566,true,70398,false,,,false,,,,,,,,1454,2018-12-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,1669,2018-12-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,1856,2018-12-31
6985,0,,true,0,0,false,,,false,false,,false,,false,,false,,,false,,,,,,,,2040,2018-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2161,2018-12-31
375000,0,,,,,,,,,,,,,,,,,,,,,,,,,,2376,2018-12-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,2554,2018-12-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,2732,2018-12-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,2750,2018-12-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,3252,2018-12-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,3458,2018-12-31
414,0,,,,,,,,,,,,,,,,,,,,,,,,,,3720,2018-12-31
,,,false,,,true,6546,2741,false,false,,false,,true,285740,false,,,false,,,,,,,,3971,2018-12-31
,,,false,,,false,,,false,false,,true,1376,false,,false,,,false,,,,,,,,4156,2018-12-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,4231,2018-12-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,5069,2018-12-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,5135,2018-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5210,2018-12-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,5461,2018-12-31
,,,false,,,false,,,true,false,,false,,false,,false,,,false,997,0,,,,0,0,5751,2018-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,6039,2018-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,6329,2018-12-31
6000,0,,true,0,0,false,,,true,false,,false,,false,,false,,,false,4863,0,,,,-430,0,7009,2018-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,7045,2018-12-31
,,,false,,,false,,,false,false,,true,1379,true,163345,false,,,false,,,,,,,,7072,2018-12-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,7456,2018-12-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,7634,2018-12-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,8033,2018-12-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,8462,2018-12-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,8631,2018-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,9357,2018-12-31
,,,false,,,false,,,false,false,,true,1522,true,1522,false,,,false,,,,,,,,9553,2018-12-31
40000,0,,,,,,,,,,,,,,,,,,,,,,,,,,9807,2018-12-31
,,,false,,,false,,,false,false,,true,1291,true,1291,false,,,false,,,,,,,,9955,2018-12-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,10250,2018-12-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,10849,2018-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,11145,2018-12-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,11640,2018-12-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,11837,2018-12-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,12030,2018-12-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,12142,2018-12-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,12179,2018-12-31
,,,,,,,,,,,,,,,,,,,,,,0,0,4882,3,0,12311,2018-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12647,2018-12-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,12656,2018-12-31
,,,false,,,false,,,false,false,,false,,true,44238,false,,,false,,,,,,,,12937,2018-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12946,2018-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,13103,2018-12-31
,,,false,,,false,,,false,true,7161,true,6602,true,13763,false,,,false,,,,,,,,13251,2018-12-31
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,13457,2018-12-31
,,,false,,,false,,,false,false,,true,5162,true,5162,false,,,false,,,,,,,,14155,2018-12-31
