RCON8725,RCONA126,RCONC391,RCONFT00,RCONFT01,RCONFT02,RCONFT03,RCONFT04,RCONFT05,RCONFT06,RCONFT07,RCONFT08,RCONFT09,RCONFT10,RCONFT11,RCONFT12,RCONFT13,RCONFT14,RCONFT15,RCONFT16,RCONHK18,RCONHK19,RIADC388,RIADC389,RIADC390,RIADF551,RIADF553,IDRSSD,RCON9999
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,37,2019-09-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,242,2019-09-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,279,2019-09-30
8180,0,,true,0,0,true,14671,537,false,false,,false,,false,,false,,,false,,,,,,,,354,2019-09-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,457,2019-09-30
10000,0,,true,0,0,false,,,false,false,,true,31254,true,32314,false,,,false,,,,,,,,505,2019-09-30
1470,0,,true,0,0,false,,,false,false,,false,,true,15127,false,,,false,,,,,,,,1155,2019-09-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,1351,2019-09-30
1818,0,,true,0,0,false,,,false,false,,true,12576,true,63284,false,,,false,,,,,,,,1454,2019-09-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,1669,2019-09-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,1856,2019-09-30
0,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,2161,2019-09-30
345000,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,2376,2019-09-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,2732,2019-09-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,2750,2019-09-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,3252,2019-09-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,3458,2019-09-30
1388,0,,,,,,,,,,,,,,,,,,,,,,,,,,3720,2019-09-30
,,,false,,,true,25121,3326,false,false,,true,123,true,61289,false,,,false,,,,,,,,3971,2019-09-30
,,,false,,,false,,,false,false,,true,1536,false,,false,,,false,,,,,,,,4156,2019-09-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,4231,2019-09-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,5069,2019-09-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,5135,2019-09-30
,,,false,,,false,,,false,false,,false,,true,14703,false,,,false,,,,,,,,5210,2019-09-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,5461,2019-09-30
,,,false,,,false,,,true,false,,false,,false,,false,,,false,1131,0,,,,40,0,5751,2019-09-30
0,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,6039,2019-09-30
0,0,,,,,,29674,2029,,,,,,,,,,,,,,,,,,,6329,2019-09-30
6000,0,,true,0,0,false,,,true,false,,false,,false,,false,,,false,17384,0,,,,2041,0,7009,2019-09-30
0,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,7045,2019-09-30
,,,false,,,false,,,false,false,,true,1666,true,154598,false,,,false,,,,,,,,7072,2019-09-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,7456,2019-09-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,7634,2019-09-30
