RCON8725,RCONA126,RCONC391,RCONFT00,RCONFT01,RCONFT02,RCONFT03,RCONFT04,RCONFT05,RCONFT06,RCONFT07,RCONFT08,RCONFT09,RCONFT10,RCONFT11,RCONFT12,RCONFT13,RCONFT14,RCONFT15,RCONFT16,RCONHK18,RCONHK19,RIADC388,RIADC389,RIADC390,RIADF551,RIADF553,IDRSSD,RCON9999
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,37,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,242,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,279,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,354,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,457,2019-06-30
10000,0,,true,0,0,false,,,false,false,,true,30810,true,31897,false,,,false,,,,,,,,505,2019-06-30
2605,0,,true,0,0,false,,,false,false,,false,,true,15029,false,,,false,,,,,,,,1155,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,1351,2019-06-30
2286,0,,true,0,0,false,,,false,false,,true,9395,true,66079,false,,,false,,,,,,,,1454,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,1669,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,1856,2019-06-30
6985,0,,true,0,0,false,,,false,false,,false,,false,,false,,,false,,,,,,,,2040,2019-06-30
0,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,2161,2019-06-30
355000,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,2376,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,2732,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,2750,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,3252,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,3458,2019-06-30
489,0,,,,,,,,,,,,,,,,,,,,,,,,,,3720,2019-06-30
,,,false,,,true,18149,5413,false,false,,true,123,true,283665,false,,,false,,,,,,,,3971,2019-06-30
,,,false,,,false,,,false,false,,true,1440,false,,false,,,false,,,,,,,,4156,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,4231,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,5069,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,5135,2019-06-30
0,0,,,,,,5206,3009,,,,,,,,,,,,,,,,,,,5210,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,5461,2019-06-30
,,,false,,,false,,,true,false,,false,,false,,false,,,false,1135,0,,,,37,0,5751,2019-06-30
0,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,6039,2019-06-30
0,0,,,,,,24643,3016,,,,,,,,,,,,,,,,,,,6329,2019-06-30
6000,0,,true,0,0,false,,,true,false,,false,,false,,false,,,false,19646,0,,,,2397,0,7009,2019-06-30
0,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,7045,2019-06-30
,,,false,,,false,,,false,false,,true,1495,true,158532,false,,,false,,,,,,,,7072,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,7456,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,7634,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,8033,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,8462,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,8631,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,9357,2019-06-30
,,,false,,,false,,,false,false,,true,1475,true,1475,false,,,false,,,,,,,,9553,2019-06-30
40000,0,,,,,,,,,,,,,,,,,,,,,,,,,,9807,2019-06-30
,,,false,,,false,,,false,false,,true,1253,true,1253,false,,,false,,,,,,,,9955,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,10250,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,10849,2019-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,11145,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,11640,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,11837,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,12030,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,12142,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,12179,2019-06-30
,,,,,,,1125608,746098,,,,,,,,,,,,,,0,0,4963,4307,0,12311,2019-06-30
0,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,12647,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,12656,2019-06-30
0,0,,,,,,21643,10609,,,,,,,,,,,,,,,,,,,12946,2019-06-30
0,0,,,,,,5274,1250,,,,,,,,,,,,,,,,,,,13103,2019-06-30
,,,false,,,false,,,false,true,7707,true,6918,true,14625,false,,,false,,,,,,,,13251,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,13457,2019-06-30
,,,false,,,false,,,false,false,,true,4810,true,4810,false,,,false,,,,,,,,14155,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,14650,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,14753,2019-06-30
1754,0,,true,0,0,false,,,false,false,,false,,false,,false,,,false,,,,,,,,14865,2019-06-30
0,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,14977,2019-06-30
3209,0,,true,0,0,false,,,false,false,,true,5513,true,216811,false,,,false,,,,,,,,16551,2019-06-30
,,,false,,,false,,,false,false,,false,,true,47592,false,,,false,,,,,,,,16748,2019-06-30
0,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,17110,2019-06-30
1197945,0,,,,,,84018,5823,,,,,,,,,,,,,,,,,,,17147,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,17259,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,17950,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,17978,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,18050,2019-06-30
2263,0,,true,0,0,false,,,false,false,,false,,false,,false,,,false,,,,,,,,18135,2019-06-30
120016,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,18827,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,18836,2019-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,18854,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,19356,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,19936,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,19972,2019-06-30
,,,false,,,false,,,false,false,,true,6606,true,35321,false,,,false,,,,,,,,20053,2019-06-30
,,,false,,,false,,,false,false,,true,3205,true,58663,false,,,false,,,,,,,,20633,2019-06-30
0,108,,true,0,0,false,,,false,false,,false,,false,,false,,,false,,,,,,,,20857,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,21256,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,21359,2019-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,21658,2019-06-30
0,0,,true,0,0,false,,,false,false,,false,,false,,false,,,false,,,,,,,,22048,2019-06-30
4966,0,,true,0,0,true,5839,1329,true,false,,false,,true,197741,false,,,false,2070,0,,,,-215,0,22543,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,22552,2019-06-30
,,,false,,,false,,,false,false,,true,4477,false,,false,,,false,,,,,,,,22730,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,23456,2019-06-30
644103,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,23504,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,23643,2019-06-30
2464,3651,,true,0,0,false,,,false,false,,true,165,true,180976,false,,,false,,,,,,,,23755,2019-06-30
0,68535,,,,,,,,,,,,,,,,,,,,,,,,,,24006,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,24378,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,24453,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,24659,2019-06-30
0,0,,,,,,3752,305,,,,,,,,,,,,,,,,,,,24668,2019-06-30
,,,false,,,false,,,false,false,,true,1734,true,158150,false,,,false,,,,,,,,24949,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,25357,2019-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,25647,2019-06-30
,,,false,,,false,,,false,false,,false,,true,336,false,,,false,,,,,,,,26176,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,26457,2019-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,26765,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,27070,2019-06-30
39090,0,,,,,,31783,5383,,,,,,,,,,,,,,,,,,,27548,2019-06-30
,,,false,,,false,,,false,false,,true,689,true,36403,false,,,false,,,,,,,,27614,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,27847,2019-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,28013,2019-06-30
23150,0,,,,,,,,,,,,,,,,,,,,,,,,,,28152,2019-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,28675,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,28732,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,29476,2019-06-30
0,0,,,,,,3207,0,,,,,,,,,,,,,,,,,,,29636,2019-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,29878,2019-06-30
,,,false,,,false,,,false,false,,true,1713,false,,false,,,false,,,,,,,,30052,2019-06-30
88500,0,,,,,,22300,3506,,,,,,,,,,,,,,,,,,,30502,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,30650,2019-06-30
,,,,,,,,,,,,,,,,,,,,,,339428,0,228671,,,30810,2019-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,31134,2019-06-30
0,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,31255,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,31657,2019-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,31826,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,31835,2019-06-30
135000,0,,true,0,0,false,,,false,false,,false,,false,,false,,,false,,,,,,,,32234,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,32766,2019-06-30
,,,false,,,false,,,false,false,,false,,true,83134,false,,,false,,,,,,,,32971,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,33147,2019-06-30
0,489,,true,0,0,false,,,false,false,,false,,false,,false,,,false,,,,,,,,33259,2019-06-30
1117,0,,,,,,,,,,,,,,,,,,,,,,,,,,33268,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,33370,2019-06-30
,,,false,,,false,,,false,false,,true,2953,false,,false,,,false,,,,,,,,33839,2019-06-30
14062,0,,,,,,,,,,,,,,,,,,,,,,,,,,33857,2019-06-30
0,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,34425,2019-06-30
0,922,,true,0,0,false,,,false,false,,false,,false,,false,,,false,,,,,,,,34434,2019-06-30
242145,0,,,,,,57839,13172,,,,,,,,,,,,,,,,,329,0,34537,2019-06-30
0,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,34555,2019-06-30
,,,false,,,true,16583,3305,false,false,,true,14256,false,,false,,,false,,,,,,,,34742,2019-06-30
2840,0,,,,,,0,0,,,,,,,,,,,,,,,,,,,35057,2019-06-30
,,,,,,,0,0,,,,,,,,,,,,,,,,,,,35301,2019-06-30
3513970,108032,,,,,,40593,16411,,,,,,,,,,,,,,,,,,,35570,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,35646,2019-06-30
,,,false,,,false,,,false,false,,false,,true,29320,false,,,false,,,,,,,,35879,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,36456,2019-06-30
,,,false,,,false,,,false,false,,false,,false,,false,,,false,,,,,,,,36933,2019-06-30
