RCON8725,RCONA126,RCONC391,RCONFT00,RCONFT01,RCONFT02,RCONFT03,RCONFT04,RCONFT05,RCONFT06,RCONFT07,RCONFT08,RCONFT09,RCONFT10,RCONFT11,RCONFT12,RCONFT13,RCONFT14,RCONFT15,RCONFT16,RCONHK18,RCONHK19,RIADC388,RIADC389,RIADC390,RIADF551,RIADF553,IDRSSD,RCON9999
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,37,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,242,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,279,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,354,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,457,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,505,2016-06-30
1954,0,,,,,,,,,,,,,,,,,,,,,,,,,,1155,2016-06-30
0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,1351,2016-06-30
1009,0,,,,,,,,,,,,,,,,,,,,,,,,,,1454,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1557,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1669,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1829,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1856,2016-06-30
9985,0,,,,,,,,,,,,,,,,,,,,,,,,,,2040,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2161,2016-06-30
430000,0,,,,,,,,,,,,,,,,,,,,,,,,,,2376,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2554,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2732,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2750,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3177,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3252,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3458,2016-06-30
44,0,,,,,,,,,,,,,,,,,,,,,,,,,,3720,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3971,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4156,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4231,2016-06-30
8290,0,,,,,,,,,,,,,,,,,,,,,,,,,,4839,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5069,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5135,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5210,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5461,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,104,0,5751,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,6039,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,6141,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,6329,2016-06-30
5000,0,,,,,,,,,,,,,,,,,,,,,,,,,,7009,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,7045,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,7072,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,7157,2016-06-30
0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,7456,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,7634,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,8033,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,8462,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,8631,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,9357,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,9553,2016-06-30
80000,0,,,,,,,,,,,,,,,,,,,,,,,,,,9807,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,9955,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,10250,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,10849,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,11145,2016-06-30
952147,0,,,,,,,,,,,,,,,,,,,,,,,,1909,0,11275,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,11640,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,11837,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12030,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12142,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12179,2016-06-30
,,,,,,,,,,,,,,,,,,,,,,,,,9039,0,12311,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12647,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12656,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12937,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12946,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,12955,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,13103,2016-06-30
0,278,,,,,,,,,,,,,,,,,,,,,,,,,,13251,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,13457,2016-06-30
0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,14052,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,14155,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,14650,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,14753,2016-06-30
1876,0,,,,,,,,,,,,,,,,,,,,,,,,,,14865,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,14977,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,16551,2016-06-30
336,0,,,,,,,,,,,,,,,,,,,,,,,,,,16748,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,17110,2016-06-30
533726,0,,,,,,,,,,,,,,,,,,,,,,,,,,17147,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,17259,2016-06-30
448470,0,,,,,,,,,,,,,,,,,,,,,,,,,,17464,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,17950,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,17978,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,18050,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,18135,2016-06-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,18377,2016-06-30
32000,0,,,,,,,,,,,,,,,,,,,,,,,,,,18827,2016-06-30
