RCON8725,RCONA126,RCONC391,RCONFT00,RCONFT01,RCONFT02,RCONFT03,RCONFT04,RCONFT05,RCONFT06,RCONFT07,RCONFT08,RCONFT09,RCONFT10,RCONFT11,RCONFT12,RCONFT13,RCONFT14,RCONFT15,RCONFT16,RCONHK18,RCONHK19,RIADC388,RIADC389,RIADC390,RIADF551,RIADF553,IDRSSD,RCON9999
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,37,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,242,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,279,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,354,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,457,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,505,2007-12-31
1254,0,,,,,,,,,,,,,,,,,,,,,,,,,,1155,2007-12-31
0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,1351,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1454,2007-12-31
0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,1557,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1632,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1669,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1829,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1856,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2040,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2161,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2376,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2451,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2554,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2732,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2750,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2938,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3252,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3458,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3720,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3953,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4138,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4156,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4231,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4437,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4839,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5005,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5069,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5135,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5210,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5331,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5461,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5751,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,6039,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,6057,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,6141,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,6329,2007-12-31
100000,0,,,,,,,,,,,,,,,,,,,,,,,,,,6972,2007-12-31
28510,0,,,,,,,,,,,,,,,,,,,,,,,,,,7009,2007-12-31
0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,7045,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,7157,2007-12-31
0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,7456,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,7634,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,8033,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,8462,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,8631,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,9357,2007-12-31
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,9553,2007-12-31
25000,0,,,,,,,,,,,,,,,,,,,,,,,,,,9807,2007-12-31
