RCON8725,RCONA126,RCONC391,RCONFT00,RCONFT01,RCONFT02,RCONFT03,RCONFT04,RCONFT05,RCONFT06,RCONFT07,RCONFT08,RCONFT09,RCONFT10,RCONFT11,RCONFT12,RCONFT13,RCONFT14,RCONFT15,RCONFT16,RCONHK18,RCONHK19,RIADC388,RIADC389,RIADC390,RIADF551,RIADF553,IDRSSD,RCON9999
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,37,2010-09-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,242,2010-09-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,279,2010-09-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,354,2010-09-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,457,2010-09-30
5114,0,,,,,,,,,,,,,,,,,,,,,,,,,,505,2010-09-30
5883,0,,,,,,,,,,,,,,,,,,,,,,,,,,1155,2010-09-30
0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,1351,2010-09-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1454,2010-09-30
0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,,,1557,2010-09-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1669,2010-09-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1829,2010-09-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1856,2010-09-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2040,2010-09-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2161,2010-09-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2376,2010-09-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2554,2010-09-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2732,2010-09-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2750,2010-09-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3252,2010-09-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3458,2010-09-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3720,2010-09-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,3953,2010-09-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4138,2010-09-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4156,2010-09-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4231,2010-09-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4437,2010-09-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4839,2010-09-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5005,2010-09-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5069,2010-09-30
0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5135,2010-09-30
