"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	
1351																																					0	2227	0	36051	3920	0	997	381	1215	106359	90810	733	91543	0	1194	0	0	0	14816	240	106359	0	0	14126	0	530	0	10506	80304		0	59055	57861	-80	3707	0	0	0	
1454																																					378	28164	62	0	144530	0	3255	0	9087	401521	369603	672	370275	0	1629	0	0	0	31246	1000	401521	0	0	30855	0	1214	1370	108857	260746		0	196504	194875	-1823	19800	0	0	0	
1557																																					50	1185	0	1761	11829	0	140	0	759	34266	27296	276	29719	0	376	0	2147	0	4547	200	34266	0	0	3572	0	800	0	4031	23265		0	16922	16546	-25	1996	0	0	0	
1632																																					109	10779	0	0	33744	0	11573	1035	10730	563803	489736	6175	515945	0	7146	0	9000	0	47858	1900	563803	0	0	18469	0	27630	0	40178	449558		0	502979	495833	-141	0	0	5447	5587	
1669																																					2586	9897	1613	68077	47370	0	1600	20	9064	221706	179881	897	181676	0	1576	0	898	0	40030	800	221706	0	0	39262	0	800	0	35518	144363		0	70416	68840	-832	12639	0	0	0	
1829																																					605	8447	807	0	94997	0	3044	491	8522	365540	307181	2007	326575	0	4105	8343	15219	0	38965	390	365540	0	0	34727	0	3100	0	56377	250804		0	244389	240284	748	0	0	0	2168	
1856																																					79	476	0	107461	80203	0	564	0	6104	210831	73340	568	198383	0	139	98	84675	0	12448	400	210831	0	0	1202	0	13882	0	2149	71191		0	15985	15846	-3036	0	0	14800	25000	
2040																																					103	3554	0	0	27042	0	2217	90	4147	168832	127297	834	152020	0	2104	0	21911	0	16812	480	168832	0	0	11827	0	4270	666	11206	116091		0	133117	131013	235	0	0	1978	0	
2161																																					3000	3408	0	77	27642	0	1809	0	3429	102375	90956	635	91591	0	551	0	0	0	10784	1000	102375	0	0	8745	0	1253	0	17824	73132		0	56026	55475	-214	7535	0	0	0	
2376																																					83	6378	168	267463	26454	4154	10195	1350	46706	1045936	697443	14493	921697	68	7822	0	203866	0	124171	500	1045936	0	0	123730	0	0	0	16899	680544		0	655632	647810	-59	35175	0	5895	0	
2451																																					399	321	0	0	0	0	287	0	1322	32954	23391	511	29766	0	198	750	5864	0	3188	50	32954	0	0	834	0	2304	0	1907	21484		0	28921	28723	0	1152	0	0	0	
2554																																					0	435	0	3	2564	0	83	0	137	6792	6100	43	6143	0	62	0	0	0	649	50	6792	0	0	134	0	550	0	1235	4865		0	3287	3225	-85	345	0	0	0	
2732																																					0	14646	1237	0	67272	0	6335	0	4342	498019	427353	5389	433096	0	3687	0	354	0	64923	2320	498019	0	0	59153	0	3728	0	76437	350916		0	399074	395387	-278	8800	0	0	0	
2750																																					1090	548	0	0	13780	0	542	195	2340	53411	40090	563	48599	0	401	0	7825	0	4812	90	53411	0	0	4922	0	93	115	1842	38248		0	35202	34801	-293	0	0	121	0	
2938																																					1831	12730	0	0	44788	0	6444	14	7979	378454	296047	4125	348863	0	5888	0	15500	0	29591	1250	378454	0	0	14181	0	14421	0	52315	243732		0	310556	304668	-261	0	0	30486	2705	
3252																																					2973	3667	0	7114	34565	0	655	162	3689	100799	83068	372	87860	0	863	0	2370	0	12939	200	100799	0	0	12696	0	300	0	10028	73040		0	48837	47974	-257	0	0	2050	0	
3458																																					2343	1332	0	2167	7021	0	94	0	453	23940	19552	130	21257	0	373	0	0	0	2683	100	23940	0	0	2184	0	450	0	1955	17597		0	10426	10053	-51	477	0	0	1575	
3506																																					1	38046	5593	30687	274958	8	16593	0	59360	1623928	1236366	11250	1414787	35	10305	68923	154908	0	209106	2879	1623928	0	0	127765	0	80042	0	229966	1006400		0	1140064	1129759	-1580	0	0	0	12263	
3720																																					0	4139	0	13608	42171	0	1836	171	4863	164206	132751	1507	143616	0	1305	0	4942	0	20590	2400	164206	0	0	7969	0	10800	461	19780	112971		0	95800	94495	-579	2462	0	0	4416	
3953																																					7	2862	0	0	0	0	4528	896	3305	97625	90257	838	91487	0	905	0	392	0	6138	500	97625	0	0	3958	0	1680	9827	21406	68851		0	65445	64540	0	11660	0	0	0	
4138																																					0	5588	0	0	33967	23	7404	927	2590	182014	160959	853	165117	0	1277	0	2505	0	16897	300	182014	0	0	16860	0	300	0	22528	138431		0	132792	131515	-563	0	0	800	0	
4147																																					293	2602	0	0	25922	0	3648	354	7402	115053	87392	1244	101636	0	604	0	13000	0	13417	1950	115053	0	0	9162	0	2230	0	12494	74898		0	71859	71255	75	3577	0	0	0	
4156																																					110	4851	0	0	39787	0	3807	128	6232	161157	120403	588	146091	0	1450	1783	25100	0	15066	1200	161157	0	0	8138	0	5981	1260	17722	102681		0	104339	102889	-253	310	0	0	0	
4231																																					0	1635	0	0	54897	0	1183	147	2259	118515	101266	900	106220	0	701	0	0	0	12295	500	118515	0	0	1925	0	11100	0	12983	88283		0	59095	58394	-1230	0	0	2054	2000	
4437																																					433	3499	0	3166	36787	0	4004	160	4083	217579	182300	1405	197552	0	1964	0	10875	0	20027	963	217579	0	0	15514	0	3750	0	20523	161777		0	167411	165447	-200	0	0	11	2961	
4839																																					159	5840	0	0	71912	75	6886	0	3338	285222	220768	1596	264780	0	1822	0	27900	0	20442	1875	285222	0	0	10917	0	8429	0	35567	185202		0	198834	197012	-779	0	0	6900	7616	
5005																																					1593	9028	0	1978	69918	0	7711	0	13115	368715	286705	4315	332632	0	2163	1973	41612	0	36083	0	368715	0	0	1916	0	33666	0	31180	255525		0	262747	260584	501	2815	0	0	0	
5069																																					398	1980	0	0	2160	0	17954	0	3190	316542	232267	6370	238637	0	6684	0	0	0	77905	4500	316542	0	0	69173	0	4129	0	7404	224863		0	266544	259860	103	31000	0	0	0	
5135																																					7	6001	0	0	42220	0	4125	15	9694	277162	238559	2113	248672	0	2659	1042	8000	0	28490	651	277162	0	0	8683	0	19349	0	29422	209137		0	206208	203549	-193	10509	0	0	0	
5210																																					894	18710	73	16884	331766	0	14877	203	44345	952007	669779	7699	885374	0	5173	0	186262	0	66633	4798	952007	0	0	60696	0	5455	729	54394	615385		0	528699	523526	-4316	0	0	0	21634	
5331																																					19	6739	0	0	150222	0	11232	0	7054	353326	221756	5175	326408	0	886	0	17477	0	26918	2580	353326	0	0	17694	0	8360	0	42371	179385		0	166646	165760	-1716	12300	0	0	82000	
5461																																					276	13723	879	0	87582	737	10532	0	6828	402744	349777	1969	370355	0	1947	0	18609	0	32389	2059	402744	0	0	26760	0	4241	0	59777	290000		0	283594	281647	-671	540	0	0	0	
5751																																					0	1085	0	0	35979	0	301	0	3749	91996	70279	359	70938	0	767	0	0	0	21058	600	91996	0	0	20331	0	700	0	3752	66527		0	51649	50882	-573	0	0	300	0	
6039																																					3317	2296	0	0	12672	0	2255	8	1733	85050	74718	740	75458	0	813	0	0	0	9592	469	85050	0	0	4433	0	4800	0	10704	64014		0	55575	54762	-110	8007	0	0	0	
6057																																					19	218	0	52	2164	0	220	147	491	15828	13483	83	14266	0	188	0	700	0	1563	25	15829	0	0	1453	0	100	0	1277	12206		0	12274	12086	-15	431	0	0	0	
6141																																					0	1568	0	12375	0	0	307	0	407	34877	30410	330	30740	0	368	0	0	0	4137	400	34877	0	0	337	0	3400	0	8320	22090		0	17788	17420	0	2800	0	0	0	
6329																																					276	11766	0	874	47814	0	11015	338	11306	339460	307072	3545	310617	0	3348	0	0	0	28843	2600	339460	0	0	17388	0	9400	0	61211	245861		0	256632	253284	-545	2787	0	0	0	
6972																																					323	24731	0	204508	29190	0	12288	0	18657	918159	689461	6597	818283	0	8462	4685	34850	0	99876	2600	918159	0	0	75131	0	22400	26564	55098	634363		0	605675	597213	-255	0	0	75900	11475	
7009																																					2000	10904	0	0	177495	0	422	0	11265	455354	392400	5202	397602	0	0	0	0	0	57753	500	455355	0	0	55283	0	548	0	40696	351704		0	213268	213268	1422	40000	0	0	0	
7045																																					6315	2413	0	7298	29311	0	1499	0	1327	102832	90878	384	91262	0	683	0	0	0	11570	100	102832	0	0	9340	0	2325	0	13648	77230		0	52807	52124	-195	2545	0	0	0	
7157																																					0	715	0	0	10192	0	157	0	521	32685	28416	360	28776	0	275	0	0	0	3909	200	32685	0	0	3566	0	200	0	3883	24533		0	20390	20115	-57	985	0	0	0	
7456																																					0	1113	0	275	16441	0	383	0	916	41785	37707	177	37985	0	233	0	0	0	3800	400	41785	0	0	1412	0	2400	0	6303	31404		0	22890	22657	-412	0	0	101	0	
7634																																					100	2160	0	240	9692	0	734	0	1455	47374	41835	276	42111	0	637	0	0	0	5263	200	47374	0	0	1676	0	3500	0	7495	34340		0	30193	29556	-113	3437	0	0	0	
8033																																					1080	1887	0	0	3565	0	894	300	2856	89775	63092	894	80420	0	844	0	16434	0	9355	774	89775	0	0	5110	0	3476	0	15757	47335		0	71912	71068	-5	8125	0	0	0	
8417																																					0	10619	62125	0	0	0	9338	0	143642	1584353	241145	82315	601067	0	745	688226	277607	0	983286	800	1584353	0	0	-25440	0	1007926	0	203662	37483		0	469634	468889	0	100000	101514	0	0	
8462																																					0	6245	0	340	37242	0	397	0	823	80772	70474	429	70903	0	351	0	0	0	9869	350	80772	0	0	9645	0	350	100	17362	53112		0	31371	31020	-476	4605	0	0	0	
8631																																					5	2251	0	0	12859	0	1756	0	2213	49900	43471	133	43604	0	307	0	0	0	6296	500	49900	0	0	5085	0	800	0	9645	33826		0	30742	30435	-89	381	0	0	0	
9357																																					0	16289	4758	0	31438	0	526	0	30155	369834	268260	1679	307786	0	3790	23238	29600	0	62048	500	369834	0	0	4426	0	57142	85140	86920	181340		0	182080	178290	-20	0	0	0	8247	
9553																																					24	1307	0	0	2518	0	361	0	3838	68207	46219	830	60957	0	617	0	12143	0	7250	400	68207	0	0	5667	0	1200	0	4968	41251		0	60776	60159	-17	0	0	1765	0	
9807																																					72452	31882	0	337824	75431	35	8505	550	77523	2749995	1995714	24269	2513355	0	58580	0	367377	0	236640	20000	2749995	0	0	151845	0	63858	0	50156	1945558		0	2184373	2125793	937	20000	0	0	125995	
9955																																					4094	2234	1936	0	27503	0	2141	27	1833	83509	71916	340	73975	0	411	0	1719	0	9534	110	83509	0	0	6680	0	3023	0	8731	63185		0	44152	43741	-279	0	0	0	0	
10157																																					27	1268	0	2310	19780	0	737	0	1673	53429	43821	190	48441	0	830	213	4430	0	4988	250	53429	0	0	2489	0	2560	0	8687	35134		0	28251	27421	-311	0	0	0	0	
10250																																					1383	7924	0	0	52405	0	9329	0	4162	385345	344967	2368	356035	0	3384	0	7500	0	29310	1500	385345	0	0	8083	0	20000	0	49260	295708		0	308688	305304	-273	4838	0	0	1200	
10849																																					9016	3416	0	61020	391	0	3316	0	6681	289763	221596	1514	262259	0	2773	694	39149	0	27504	16	289763	0	0	16700	0	10746	0	19777	201819		0	208002	205229	42	0	0	0	0	
10858																																					2179	9248	110	54086	0	0	7668	0	5963	383447	319582	2701	348490	0	3516	2957	9935	0	34957	2500	383447	7124	0	17702	0	14755	2916	37641	281941		0	292842	289326	0	1870	0	0	16272	
11145																																					238	5583	50	489	16516	0	4438	771	2216	149204	118278	440	134436	0	1745	450	15718	0	14768	1000	149204	0	0	9788	0	4000	0	16070	102208		0	117948	116203	-20	2250	0	0	0	
11640																																					865	5661	0	0	74469	0	5168	0	12704	285184	233024	3523	263467	0	1538	0	26920	0	21717	650	285184	0	0	4921	0	16800	0	39834	193190		0	155024	153486	-654	32831	0	0	0	
11837																																					48	1541	0	0	20914	0	1214	0	2319	95941	72782	892	86143	0	1068	0	10000	0	9798	314	95941	0	0	431	0	9186	0	7703	65079		0	70973	69905	-133	0	0	2469	0	
12030																																					0	9939	0	2384	18606	0	3824	0	6003	306953	279785	1743	281528	0	8774	1013	0	0	25425	300	306953	0	0	24867	0	300	83	26195	253590		0	253985	245211	-42	19890	0	0	0	
12058																																					1200	3382	0	862	18190	0	1337	72	1371	96817	84553	737	86509	0	710	0	1219	0	10308	200	96817	0	0	8523	0	1650	297	11919	72634		0	70366	69656	-65	450	0	0	0	
12142																																					1587	5513	0	2594	69488	0	5066	0	3322	161540	135074	648	141722	0	1127	0	6000	0	19818	1250	161540	0	0	6026	0	13250	0	26248	108826		0	70997	69870	-708	4100	0	0	0	
12245																																					87	2551	0	0	27985	0	1884	0	1125	104091	85427	812	92595	0	815	0	6000	0	11496	1419	104091	0	0	6444	0	3581	0	15884	69543		0	71274	70459	52	0	0	356	0	
12311	94971	808002	194810	0	4473409	7785	367677	41900	2106105	35307912	1029363	32543044	493438	273182	557108	3900043	973165	2271430	39999	35307912	98574	19997	1317587	0	888514	276304		0	26184031	25910849	25330	370418	1098074	880877	0	880877										35307912	24270130		32543044				3900043											1093313	23176817						0	370418	371395	1098074	
12647																																					30	2063	0	12409	0	0	2009	308	1001	70833	59337	438	63625	0	538	0	3550	0	7208	125	70833	0	0	958	0	6125	85	9464	49873		0	53466	52928	0	0	0	300	0	
12656																																					5	349	0	700	0	0	202	46	194	12039	10992	120	11112	0	191	0	0	0	927	72	12039	0	0	467	0	388	0	1940	9052		0	9902	9711	0	832	0	0	0	
12937																																					2366	4313	0	0	14087	0	4656	0	2320	157885	141618	889	142812	0	1054	0	305	0	15073	750	157885	0	0	9544	0	5250	0	25737	115881		0	131197	130143	-471	0	0	0	0	
12946																																					221	8827	3076	359	141062	1068	9105	297	14444	499408	422416	5053	452130	0	4304	3800	24661	0	47278	1	499408	0	0	44752	0	3749	0	46405	376011		0	316738	312434	-1224	4715	0	0	0	
12955																																					46	2708	0	11065	7718	0	3431	393	1474	109218	93415	438	98053	0	855	0	4200	0	11165	1567	109218	0	0	3175	0	6433	259	18065	75350		0	82104	81249	-10	875	0	0	0	
13037																																					367	2893	0	0	34380	0	2464	609	4592	103636	91371	1153	92524	0	2045	0	0	0	11112	900	103636	0	0	10350	0	450	0	21939	69432		-19	50166	48121	-569	10210	0	0	0	
13103																																					46	14879	0	2483	314323	0	13107	0	22777	1072478	673909	12890	923073	0	6950	328	225987	0	149405	500	1072478	0	0	99698	0	34018	0	33382	640527		0	711072	704122	15189	413	0	0	10287	
13251																																					356	845	0	0	6231	0	102	294	809	31415	27783	182	27965	0	360	0	0	0	3449	25	31414	0	0	1777	0	1725	0	3590	24193		0	22010	21650	-78	1128	0	0	0	
13457																																					0	576	0	0	4547	0	26	0	1791	19983	13486	193	14447	0	141	0	768	0	5536	50	19983	0	0	5437	0	50	0	1490	11996		0	13184	13043	-1	0	0	0	0	
14052																																					10	2667	0	115	7562	0	818	0	771	63524	57393	423	58368	0	682	0	0	0	5156	1000	63524	0	0	2648	0	1500	0	12563	44830		0	50852	50170	8	1411	0	552	0	
14155																																					0	2891	0	675	7532	0	2161	0	3381	104105	81314	886	93105	0	1062	0	8855	0	11000	176	104105	0	0	10638	0	160	0	9702	71612		0	88527	87465	26	0	0	2050	0	
14258																																					0	13374	0	0	53433	0	5393	0	9796	854561	763993	2581	785754	0	8367	0	6000	0	68807	500	854561	0	0	53397	0	15088	8935	146790	617203		0	714997	706630	-178	57000	0	13180	0	
14409	13237	314462	83673	0	7675841	0	151400	35818	921378	35515457	483785	31336428	147	195106	1844685	4429587	260000	4178882	0	35515457	56186	30292	1741170	0	2532380	0		0	24613883	24418777	-94668	0	2411047	532033	0	532033										35515457	23189684		31336428				4429587											4254556	18935128						0	0	0	2411047	
14454																																					0	657	0	0	1199	0	400	0	293	33523	26780	223	27003	0	326	2745	0	0	6520	75	33523	0	0	383	0	6069	0	2680	24100		0	22930	22604	-7	5625	0	0	0	
14650																																					891	1685	0	4689	98	0	359	25	1481	25817	22060	266	22326	0	321	113	0	0	3491	200	25817	0	0	2991	0	300	0	5796	16264		0	15481	15160	0	1316	0	0	0	
14753																																					0	651	0	0	15327	0	129	0	640	29927	26741	264	27005	0	527	0	0	0	2922	300	29927	0	0	461	977	1277	0	5785	20956		0	13432	12905	-93	275	0	0	0	
14865																																					9	6205	1376	0	43868	0	4981	104	6036	187132	166365	1507	171286	0	1407	0	3414	0	15846	730	187132	0	0	5762	0	9946	0	25775	140590		0	124950	123543	-592	1010	0	0	0	
15536																																					8332	63742	26	160364	223334	0	65176	17200	85371	3629161	2920696	31622	3159818	0	40049	6577	0	0	469343	10293	3629161	0	0	237590	0	222429	3415	281261	2639435		0	3035673	2995624	-969	0	0	207500	0	
16337																																					1329	11761	0	0	56716	0	18207	228	14605	435802	366179	2042	399018	0	3818	0	29000	0	36784	350	435802	0	0	28314	0	8500	0	62536	303643		0	329378	325560	-380	7396	0	0	1797	
16458																																					0	3528	0	35679	39731	0	10748	0	2613	201512	168156	1071	174487	0	2031	0	5260	0	27025	941	201512	0	0	24407	0	2059	231	13087	155069		0	110806	108775	-382	207	0	0	0	
16551																																					38	1911	0	0	7349	0	1933	54	3932	143390	110610	785	130536	0	2349	738	19141	0	12854	175	143390	0	0	8962	0	3746	100	11366	99244		0	127480	125131	-29	2204	0	0	0	
16748																																					29	1689	335	472	9501	0	864	135	2894	47601	38544	527	42886	0	378	0	3000	0	4714	400	47600	0	0	1868	0	2600	0	7146	31398		0	32051	31673	-154	9	0	815	0	
16944																																					0	2642	0	0	10149	0	170	0	274	29096	24640	104	24744	0	231	0	0	0	4351	1000	29095	0	0	1894	0	1500	0	4551	20089		0	14092	13861	-43	2000	0	0	0	
16953																																					100	1022	0	305	10511	0	96	0	427	29633	24479	262	24741	0	155	0	0	0	4892	100	29633	0	0	3181	0	1900	0	4679	19800		0	12827	12672	-289	4500	0	0	0	
17110																																					35982	2598	277	4968	20200	0	918	0	3372	153452	131957	1853	135810	0	856	0	0	2000	17641	300	153451	0	0	10355	0	6986	0	0	131957		0	84790	83934	0	0	1203	0	0	
17147																																					3234	37166	400	604	163913	0	10210	687	36093	919730	734201	2266	849742	0	7534	631	51011	0	69987	3140	919729	0	0	54476	0	13085	330	110382	623818		0	649284	641750	-714	24712	0	52526	9738	
17259																																					39	992	0	203	25611	0	1088	119	2027	63512	51740	1035	57965	0	141	0	2750	0	5547	769	63512	0	0	4238	0	769	0	6806	44934		0	33574	33433	-229	0	0	2440	0	
17464																																					96	64965	15673	3698	121312	2327	40674	367	41188	2245792	1634244	25513	1932191	0	22508	105144	213236	0	313601	750	2245792	0	0	236539	0	76340	4297	327776	1306468		0	1867837	1845329	-28	722	0	10000	49198	
17839																																					97	4642	0	0	39380	0	2431	440	4125	196605	168372	2236	181255	0	1809	0	5000	0	15350	800	196605	0	0	7577	0	7178	0	32156	136216		0	138220	136411	-205	9079	0	0	5647	
17950																																					20	4020	0	341	44777	0	4162	6	4025	171247	146805	1483	155443	0	1131	1691	2580	0	15804	725	171247	0	0	4862	0	10550	0	22002	124803		0	113336	112205	-333	0	0	4575	0	
18050																																					283	8038	1055	18654	65003	0	14694	241	4367	275958	241277	1508	243492	0	2404	0	707	0	32466	1214	275958	0	0	24866	0	7671	187	59576	181701		0	157340	154936	-1285	8500	0	0	0	
18135																																					129	6973	0	0	47386	0	11360	0	6355	190541	149272	542	175069	0	1120	0	16909	0	15472	456	190541	0	0	8662	0	6056	1185	40354	108918		0	113465	112345	298	4808	0	0	8346	
18368																																					56	14285	0	9620	69214	0	3236	0	11892	542523	396025	2559	487764	0	7584	0	64356	0	54759	5442	542523	0	0	49757	0	0	0	143496	252529		0	440804	433220	-440	1000	0	0	24824	
18377																																					6401	25	0	0	3526	0	677	0	209	23512	21010	124	21134	0	102	0	0	0	2378	0	23512	0	0	2415	0	0	0	0	21010		0	12776	12674	-37	0	0	0	0	
18827																																					256	5846	0	51828	10035	0	2398	0	1911	156425	139488	504	140749	0	1297	0	757	0	15676	400	156425	0	0	12988	0	2400	0	23191	116297		0	84248	82951	-112	1200	0	0	0	
18836																																					1779	3228	0	290	8734	0	2941	50	4946	134944	112543	1739	122273	0	1411	0	7991	0	12671	180	134944	0	0	10828	0	1676	0	17842	94701		0	108587	107176	-13	5800	0	0	0	
18854																																					19	506	0	0	7772	0	1001	0	703	34792	30565	178	31544	0	239	0	0	0	3248	40	34792	0	0	1396	0	2060	0	3674	26891		0	25030	24791	-248	0	0	801	0	
18957																																					392	1496	0	0	13947	0	594	44	2039	54531	43868	309	49662	0	555	0	4294	0	4869	200	54531	0	0	4365	0	500	0	4908	38960		0	36574	36019	-196	0	0	1191	0	
19356																																					83	2402	0	0	27740	0	928	295	922	76444	65503	168	67425	0	822	0	0	0	9019	2025	76444	0	0	4595	0	3200	0	12949	52554		0	44896	44074	-801	0	0	1754	0	
19730																																					2188	63980	9517	35293	114246	0	63078	892	78935	1910569	1618667	10854	1722854	0	20292	17847	62391	0	187715	4083	1910569	0	0	73304	0	111304	231	309644	1309023		0	1501076	1480784	-976	43578	0	0	30942	
19936																																					58	6012	0	9838	21710	0	4573	0	5480	188176	156243	935	172085	0	1836	0	8200	0	16091	420	188176	0	0	6271	0	9780	0	24846	131397		0	141341	139505	-380	1000	0	3000	3707	
19972																																					1984	37	0	14075	0	0	335	0	2458	46640	35545	677	36222	0	95	0	0	0	10418	0	46640	0	0	163	0	10255	0	32	35513		0	27846	27751	0	0	0	0	0	
20053																																					2184	937	0	0	6133	0	188	10	1079	44056	35403	158	39455	0	270	0	2960	0	4601	150	44056	0	0	3728	0	750	0	3127	32276		0	33744	33474	-27	51	0	0	934	
