"IDRSSD"	RCFD3561	RCFD3562	RCFD7701	RCFD7702	RCON3561	RCON3562	RCON7701	RCON7702	
	NO. OF LOANS TO EXECUTIVE OFFICERS	TOT DOLLAR AMT OF LNS TO EXEC OFFCRS	RGE OF INT CHG ON LNS TO EXEC OFF-FR	RGE OF INT CHG ON LNS TO EXEC OFF-TO	NO. OF LOANS TO EXECUTIVE OFFICERS	TOT DOLLAR AMT OF LNS TO EXEC OFFCRS	RGE OF INT CHG ON LNS TO EXEC OFF-FR	RGE OF INT CHG ON LNS TO EXEC OFF-TO	
37					0	0	0	0	
242					0	0	0	0	
279					3	134	0.0525	0.0825	
354					3	19	0.0606	0.0825	
439					0	0	0.09	0.09	
457					0	0	0	0	
505					0	0	0	0	
1146					1	25	0.0584	0.0584	
1155					0	0	0	0	
1351					0	0	0	0	
1454					0	0	0	0	
1557					0	0	0	0	
1632					0	0	0	0	
1669					1	7	0.0925	0.0925	
1829					0	0	0	0	
1856					0	0	0	0	
2040					0	0	0	0	
2161					1	2	0.075	0.075	
2376					0	0	0	0	
2451					0	0	0	0	
2554					0	0	0	0	
2732					0	0	0	0	
2750					5	333	0.0632	0.0975	
2938					0	0	0	0	
3252					0	0	0	0	
3458					0	0	0	0	
3506					0	0	0	0	
3720					0	0	0	0	
3953					0	0	0	0	
4138					2	45	0.0762	0.0825	
4147					2	310	0.0795	0.0825	
4156					0	0	0	0	
4231					1	75	0.0875	0.0875	
4437					1	525	0.0825	0.0825	
4839					0	0	0	0	
5005					0	0	0	0	
5069					0	0	0	0	
5135					0	0	0	0	
5210					0	0	0	0	
5331					0	0	0	0	
5461					0	0	0	0	
5751					0	0	0	0	
6039					2	9	0.065	0.0725	
6057					2	25	0.06	0.08	
6141					0	0	0	0	
6329					1	16	0.075	0.075	
6972					0	0	0	0	
7009					0	0	0	0	
7045					0	0	0	0	
7157					1	3	0.075	0.075	
7456					0	0	0	0	
7634					0	0	0	0	
8033					0	0	0	0	
8417					0	0	0	0	
8462					0	0	0	0	
8631					1	26	0.0625	0.0625	
9357					1	50	0.0925	0.0925	
9553					0	0	0	0	
9807					0	0	0	0	
9955					0	0	0	0	
10157					1	60	0.0925	0.0925	
10250					0	0	0	0	
10849					1	11	0.0925	0.0925	
10858					0	0	0	0	
11145					5	27	0.0675	0.125	
11640					0	0	0	0	
11837					0	0	0	0	
12030					0	0	0	0	
12058					1	12	0.0825	0.0825	
12142					3	50	0.065	0.0825	
12245					0	0	0	0	
12311	0	0	0	0					
12647					0	0	0	0	
12656					1	16	0.07	0.07	
12937					0	0	0	0	
12946					1	100	0.0625	0.0625	
12955					0	0	0	0	
13037					2	101	0.0925	0.1575	
13103					0	0	0	0	
13251					1	202	0.08	0.08	
13457					0	0	0	0	
14052					6	351	0.0599	0.0775	
14155					4	30	0.0845	0.1025	
14258					1	180	0.0875	0.0875	
14409	0	0	0	0					
14454					0	0	0	0	
14650					0	0	0	0	
14753					5	46	0.064	0.14	
14865					0	0	0	0	
15536					0	0	0	0	
16337					1	18	0.0825	0.0825	
16458					1	20	0.0875	0.0875	
